,Concept_ID,az,br
798,sitzen::V,oturmaq,azezañ
799,sitzen::V,oturmaq,bezañ en e goazez
800,liegen::V,uzanmaq,bezañ en e c'hourvez
801,hängen::V,asılmaq,krougañ
802,werden::V,olmaq,dazonet
803,passieren::V,olmaq,c'hoarvezout
804,passieren::V,baş vermək,c'hoarvezout
805,beginnen::V,başlamaq,stagañ
806,enden::V,bitmək,achuiñ
807,wechseln::V,dəyişmək,cheñch
808,aufgehen[Sonne]::V,doğmaq,dirouzañ
809,untergehen[Sonne]::V,batmaq,
810,scheinen[Sonne]::V,parlamaq,lugernañ
811,donnern::V,guruldamaq,taranal
812,wehen::V,əsmək,c'hwezhañ
813,strömen::V,axmaq,deredek
814,fließen::V,axmaq,redek
815,sich drehen::V,dönmək,troiñ
816,schwanken::V,yellənmək,trantellat
817,schwingen::V,yellənmək,froumal
818,fallen::V,düşmek,kouezhañ
819,brennen::V,yanmaq,deviñ
820,rauchen::V,tüstüləmək,divogedañ
821,regnen::V,yağmaq,glavañ
822,gefrieren::V,donmaq,reviñ
823,tauen::V,ərimək,diskornañ
824,schmelzen::V,ərimək,teuziñ
825,trocknen::V,qurumaq,sec'hañ
826,sieden::V,qaynamaq,berviñ
827,faulen::V,çürümək,breinañ
828,verfaulen::V,çürümək,breinañ
829,reißen::V,yırtılmaq,darnaouiñ
830,versinken::V,batmaq,sodellañ
831,vergehen::V,ötmək,tremen
832,erscheinen::V,görünmək,donet war-wel
833,verschwinden::V,yox olmaq,monet diwar wel
834,sinken::V,enmək,en em izelat
835,abnehmen::V,azalmaq,nebeutaat
836,zunehmen::V,artmaq,kreskiñ
837,steigen::V,yüksəlmək,sevel
838,wachsen::V,böyümək,kreskiñ
839,glänzen::V,parlamaq,lugernañ
840,funkeln::V,parıldamaq,elieniñ
841,lärmen::V,səs-küy etmək,rabotat
842,läuten::V,çalmaq,
843,klingeln::V,zəng etmək,
844,klirren::V,cingildəmək,diridignat
845,klirren::V,cingildəmək,sterlinkañ
846,brausen::V,gurlamaq,gwegal
847,rauschen::V,xışıldamaq,trouzal
848,klingen::V,səslənmək,seniñ
849,bellen::V,hürmək,harzhal
850,heulen::V,ulamaq,yudal
851,blasen::V,üfləmək,c'hwezhañ
852,pfeifen::V,fit vermek,c'hwitellat
853,schreien::V,bağırmaq,huchal
854,schreien::V,qışqırmaq,huchal
855,stöhnen::V,inləmək,hirvoudiñ
856,zittern::V,titrəmək,krenañ
857,leben::V,yaşamaq,bevañ
858,geboren werden::V,doğmaq,genel
859,atmen::V,nəfəs almaq,tennañ e anal
860,trinken::V,içmek,evañ
861,essen::V,yemək,debriñ
862,schlucken::V,udmaq,lonkañ
863,müde werden::V,yorulmaq,skuizhañ
864,einschlafen::V,yuxuya getmək,menel kousket
865,schlafen::V,uyumaq,kousket
866,aufwachen::V,oyanmaq,dihuniñ
867,aufstehen::V,yuxudan durmaq,sevel
868,sich erholen::V,dincəlmək,diskuizhañ
869,krank werden::V,xəstə olmaq,klañviñ
870,krank sein::V,azarlanmaq,bezañ klañv
871,krank sein::V,xəstələnmək,bezañ klañv
872,schmerzen::V,ağrimaq,skourjezañ
873,husten::V,öksürmək,pasaat
874,husten::V,öksürmək,peudal
875,genesen::V,sağalmaq,pareañ
876,sterben::V,ölmək,mervel
877,sterben::V,vəfat etmək,mervel
878,umkommen::V,həlak olmaq,perisañ
879,sich bewegen::V,hərəkət etmək,bouljal
880,sich rühren::V,tərpənmək,fiñval
881,sich erheben::V,qalxmaq,sevel
882,sich setzen::V,oturmaq,azezañ
883,sich setzen::V,oturmaq,mont en e goazez
884,hinfallen::V,yıxılmaq,kouezhañ
885,laufen::V,yerimək,redek
886,schreiten::V,addım atmaq,kerzhet
887,spazierengehen::V,gəzmək,pourmen
888,eilen::V,atılmaq,hastañ
889,sich beeilen::V,tələsmək,hastañ
890,sausen::V,çırpmaq,karzhañ
891,rennen::V,qaçmaq,redek
892,springen::V,sıçramaq,lammat
893,klettern::V,dırmanmaq,krimpat
894,schaukeln::V,sallanmaq,brañsellat
895,kriechen::V,sürünmək,skrampañ
896,schwimmen::V,üzmek,neuial
897,tauchen::V,dalmaq,splujañ
898,rudern::V,avarlamaq,roeñvat
899,fahren::V,sürmək,kas
900,fahren::V,sürmək,bleniañ
901,fliegen::V,uçmaq,nijal
902,gehen::V,getmək,mont
903,weggehen::V,getmək,mont kuit
904,abfahren::V,yola düşmək,mont kuit
905,anhalten::V,saxlamaq,chom a-sav
906,hineingehen::V,girmək,monet e-barzh
907,eintreten::V,girmək,monet e-barzh
908,eintreten::V,daxil olmaq,monet e-barzh
909,kommen::V,gəlmək,dont
910,ankommen::V,gəlib çatmaq,erruout
911,zurückkommen::V,qayıtmaq,addonet
912,bleiben::V,qalmaq,chom
913,warten::V,gözləmək,gortoz
914,erwarten::V,bəkləmək,gortoz
915,suchen::V,aramaq,klask
916,suchen::V,axtarmaq,klask
917,finden::V,tapmaq,kavout
918,versuchen::V,çalışmaq,klask
919,vorbereiten::V,hazırlamaq,aozañ
920,lieben::V,sevmək,karout
921,mögen::V,xoşlamaq,karout
922,lachen::V,gülmək,c'hoarzin
923,rühren::V,həyəcanlandırmaq,tenerañ
924,weinen::V,ağlamaq,gouelañ
925,schimpfen::V,küfr etmək,krozal
926,sich ärgern::V,acıqlanmaq,fachañ
927,sich ärgern::V,acıqlanmaq,en em fachañ
928,sich fürchten::V,qorxmaq,
929,fürchten::V,qorxmaq,
930,fliehen::V,qaçmaq,tec'het
931,flüchten::V,qaçmaq,tuzañ
932,sehen::V,görmək,gwelet
933,anschauen::V,baxmaq,sellout ouzh
934,ansehen::V,baxmaq,sellout ouzh
935,hören::V,duymaq,klevet
936,hören::V,eşitmək,klevet
937,zuhören::V,dinləmək,selaou
938,probieren::V,dadına baxmaq,blasa
939,riechen::V,qoxlamaq,klevet
940,fühlen::V,duymaq,santout
941,scheinen::V,görünmək,diskouez bezañ
942,zu sehen sein::V,görünmək,bezañ gwelus
943,vernehmen::V,eşitmək,merzhañ
944,frieren::V,üşümək,anoued
945,tun::V,etmək,ober
946,können::V,bilmək,gouzout
947,können::V,bacarmaq,gouzout
948,wollen::V,istəmək,fellout da
949,wollen::V,istəmək,kaout c'hoant da
950,anfangen::V,başlamaq,kregiñ
951,beenden::V,bitirmək,achuiñ
952,aufhören::V,bitmək,paouez
953,aufhören::V,qurtarmaq,paouez
954,gelingen::V,müvəffəq olmaq,
955,geraten::V,düşmək,
956,öffnen::V,açmaq,digeriñ
957,schließen::V,qapamaq,serriñ
958,stellen::V,qoymaq,lakaat
959,setzen::V,oturtmaq,lakaat
960,legen::V,qoymaq,lakaat
961,berühren::V,toxunmaq,touch
962,verbinden::V,bağlamaq,eren
963,bedecken::V,örtmək,goloiñ
964,aufhängen::V,asmaq,istribilhañ
965,anzünden::V,yandırmaq,alumiñ
966,anzünden::V,yandırmaq,c'hwezzañ
967,aufheben::V,qaldırmaq,dastum
968,zurücklassen::V,buraxmaq,lezel
969,verlieren::V,itirmək,koll
970,fallen lassen::V,düşürmək,laoskel
971,fallen lassen::V,düşürmək,lezel da gouezhel
972,machen::V,etmək,ober
973,herstellen::V,istehsal etmək,fardañ
974,bauen::V,tikmək,sevel
975,reparieren::V,təmir etmək,adaozañ
976,verbessern::V,düzəltmək,gwellaat
977,ändern::V,dəyişdirmək,cheñch
978,graben::V,qazımaq,kleuzañ
979,beugen::V,əymək,plegañ
980,biegen::V,bükmək,krommañ
981,drehen::V,döndərmək,treiñ
982,wenden::V,çevirmək,treiñ
983,umdrehen::V,çevirmək,treiñ
984,heben::V,qaldırmaq,sevel
985,hochheben::V,qaldırmaq,sevel
986,ergreifen::V,tutmaq,kemer
987,halten::V,saxlamaq,dalc'hen
988,drücken::V,sıxmaq,bountañ
989,schieben::V,sürmək,poulzañ
990,kratzen::V,qaşımaq,skrabat
991,lecken::V,yalamaq,lipat
992,beißen::V,dişləmək,kregiñ
993,abreißen::V,qoparmaq,diframmañ
994,abschneiden::V,ayırmaq,troc'hañ
995,binden::V,bağlamaq,stagañ
996,stecken::V,soxmaq,sankañ
997,brechen::V,qırmaq,darnaouiñ
998,klopfen::V,sındırmaq,skoiñ
999,hauen::V,vurmaq,dornañ
1000,kleben::V,apışdırmaq,pegañ
1001,reiben::V,ovmaq,taravat
1002,reiben::V,ovmaq,trekiñ
1003,streichen::V,sürtmək,toazañ
1004,schleifen::V,bülövləmək,lemmañ
1005,schneiden::V,kəsmək,troc'hañ
1006,rütteln::V,sirkələmək,tordorosañ
1007,schütteln::V,çalxalamaq,hejañ
1008,schwenken::V,yelləmək,
1009,schütten::V,tökmək,diskargañ
1010,füllen::V,doldurmaq,kargañ
1011,einwickeln::V,sarımaq,gronnañ
1012,tragen::V,daşımaq,dougen
1013,schleppen::V,sürükləmək,stlejal
1014,ziehen::V,çəkmək,sachañ
1015,aufbewahren::V,gizlətmək,miret
1016,werfen::V,atmaq,teuler
1017,fangen::V,tutmaq,tapañ
1018,packen::V,yaxalamaq,krapat
1019,verstecken::V,gizlətmək,kuzhat
1020,teilen::V,bölmək,rannañ
1021,schicken::V,yollamaq,kas
1022,schicken::V,göndərmək,kas
1023,bringen::V,gətirmək,degas
1024,hinzufügen::V,əlavə etmək,lakat ouzhpenn
1025,bekommen::V,almaq,kaout
1026,bekommen::V,əldə etmək,kaout
1027,erhalten::V,almaq,kaout
1028,nehmen::V,almaq,kemer
1029,wählen::V,seçmək,choaz
1030,auswählen::V,arımaq,dibab
1031,bewahren::V,qorumaq,mirout
1032,behindern::V,mane olmaq,diaezañ
1033,verderben::V,pozmaq,lovrañ
1034,beschädigen::V,zədələmək,gwallegañ
1035,zerbrechen::V,qırmaq,torriñ
1036,zerbrechen::V,sındırmaq,torriñ
1037,zerreißen::V,yırtmaq,diroegiñ
1038,zerstören::V,dağıtmaq,distrujañ
1039,verbrennen::V,yandırmaq,deviñ
1040,geben::V,vermək,reiñ
1041,reichen::V,uzatmaq,
1042,schenken::V,vermək,donezonañ
1043,versprechen::V,vəd vermək,prometiñ
1044,wünschen::V,arzulamaq,hetiñ
1045,loben::V,tərifləmək,feurmiñ
1046,küssen::V,öpmək,pokat
1047,wiegen::V,tərpətmək,pouezañ
1048,zudecken::V,örtmək,goloiñ
1049,wecken::V,oyatmaq,dihuniñ
1050,zeigen::V,göstərmək,diskouez
1051,führen::V,rəhbərlik etmək,kas
1052,lehren::V,öyrətmək,deskiñ
1053,unterrichten::V,öyrətmək,kelenn
1054,unterrichten::V,dərs vermək,kelenn
1055,aufziehen::V,tərbiyə etmək,
1056,leiten::V,idarə etmək,bleinañ
1057,antreiben::V,bizləmək,poulzañ
1058,lassen::V,-tırmaq,leuskel
1059,einladen::V,dəvət etmək,pediñ
1060,vereinigen::V,birləşdirmək,unisañ
1061,besuchen::V,baş çəkmək,gweladenniñ
1062,besuchen::V,ziyarət etmək,gweladenniñ
1063,treffen::V,rastlaşmaq,kejal
1064,treffen::V,rastlaşmaq,ankontrañ
1065,treffen::V,rast gəlmək,kejal
1066,treffen::V,rast gəlmək,ankontrañ
1067,sich versammeln::V,toplanmaq,bodennañ
1068,spielen::V,oynamaq,c'hoari
1069,singen::V,oxumaq,kanañ
1070,tanzen::V,oynamaq,dañsal
1071,tanzen::V,rəqs etmək,dañsal
1072,sich trennen::V,ayrılmaq,dispartiañ
1073,verlassen::V,tərk etmək,lezel
1074,retten::V,xilas etmək,saveteiñ
1075,bewachen::V,gözətmək,mesa
1076,schützen::V,qorumaq,diwall
1077,verteidigen::V,qorumaq,difenn
1078,sich schlagen::V,döyüşmək,lopañ
1079,schießen::V,atmaq,
1080,schießen::V,atəş açmaq,
1081,siegen::V,yenmək,trec'hiñ
1082,ärgern::V,acışdırmaq,hegasiñ
1083,schlagen::V,döymək,skeiñ
1084,treten::V,təpmək,botaouiñ
1085,stechen::V,soxmaq,pikat
1086,stoßen::V,itələmək,stokañ
1087,stehlen::V,çalmaq,laerezh
1088,stehlen::V,oğurlamaq,laerezh
1089,stören::V,pozmaq,direnkañ
1090,belästigen::V,narahat etmək,dregasiñ
1091,verbergen::V,gizləmək,skoachañ
1092,täuschen::V,aldatmaq,tromplañ
1093,betrügen::V,aldatmaq,lorbañ
1094,töten::V,öldürmək,lazhañ
1095,wohnen::V,yaşamaq,bezañ o chom
1096,arbeiten::V,işləmək,labourat
1097,arbeiten::V,çalışmaq,labourat
1098,sammeln::V,yığmaq,dastum
1099,sammeln::V,toplamaq,dastum
1100,pflücken::V,qoparmaq,kuntuilhañ
1101,jagen::V,ovlamaq,chaseal
1102,fischen::V,balıq tutmaq,pesketa
1103,fassen::V,tutmaq,pakañ
1104,hüten::V,güdmək,geota
1105,treiben::V,haylamaq,
1106,anbinden::V,bağlamaq,stagañ
1107,füttern::V,bəsləmək,boueta
1108,melken::V,sağmaq,goro
1109,hacken::V,yarmaq,difrakal
1110,gießen::V,sulamaq,dourañ
1111,reifen::V,dəymək,azviñ
1112,zubereiten::V,bişirmək,keginañ
1113,kochen::V,qaynatmaq,poazhañ
1114,backen::V,bişirmək,fritañ
1115,braten::V,qızartmaq,rostañ
1116,umrühren::V,qarışdırmaq,
1117,stricken::V,hörmək,stammañ
1118,nähen::V,tikmək,gwriat
1119,färben::V,boyamaq,livañ
1120,reinigen::V,təmizləmək,naetañ
1121,waschen::V,yumaq,gwalc'hiñ
1122,abwischen::V,silmək,torchañ
1123,spülen::V,çalxamaq,disgwalc'hiñ
1124,fegen::V,süpürmək,skubañ
1125,kehren::V,süpürmək,skubañ
1126,baden::V,çimmək,kouronkañ
1127,sich waschen::V,yuyunmaq,en em walc'hiñ
1128,ausziehen::V,soyunmaq,
1129,anziehen::V,geymək,
1130,sich anziehen::V,geyinmək,gwiskañ
1131,kämmen::V,daramaq,kribat
1132,schmücken::V,bəzəmək,kinklañ
1133,sagen::V,demək,larêt
1134,sagen::V,demək,lavaret
1135,sagen::V,söymek,larêt
1136,sagen::V,söymek,lavaret
1137,sprechen::V,danışmaq,komz
1138,reden::V,danışmaq,kaozeal
1139,sich unterhalten::V,söhbət etmək,balbotal
1140,fragen::V,soruşmaq,goulenn
1141,bitten::V,diləmək,goulenn
1142,bitten::V,xahiş etmək,goulenn
1143,erzählen::V,bəhs etmək,kontañ
1144,mitteilen::V,bildirmək,kemenn
1145,nennen::V,adlandırmaq,anviñ
1146,rufen::V,çağırmaq,gelver
1147,prahlen::V,öyünmək,fougeal
1148,übersetzen::V,tərcümə etmək,treiñ
1149,denken::V,düşünmək,soñjal
1150,denken::V,fikirləşmək,soñjal
1151,glauben::V,inanmaq,krediñ
1152,bemerken::V,qeyd etmək,apresevañ
1153,erkennen::V,tanımaq,anavout
1154,begreifen::V,anlamaq,meizañ
1155,verstehen::V,duymaq,kompren
1156,lernen::V,öyrənmək,deskiñ
1157,wissen::V,bilmək,gouzout
1158,sich erinnern an::V,xatırlamaq,kaout soñj e
1159,vergessen::V,unutmaq,ankouaat
1160,messen::V,ölçmək,muzuliañ
1161,zählen::V,saymaq,kontañ
1162,rechnen::V,hesablamaq,jedañ
1163,lesen::V,oxumaq,lenn
1164,malen::V,şəkil çəkmək,livañ
1165,zeichnen::V,cızmaq,tresañ
1166,schreiben::V,yazmaq,skrivañ
1167,besitzen::V,yiyələnmək,kaout
1168,besitzen::V,malik olmaq,kaout
1169,kaufen::V,satın almaq,prenañ
1170,verkaufen::V,satmaq,gwerzhañ
1171,bezahlen::V,ödəmək,paeañ
1172,zahlen::V,ödəmək,paeañ
1173,beherrschen::V,idarə etmək,mestroniañ
1174,ertragen::V,dözmək,anduriñ
