,Concept_ID,cv,ce
714,lange::ADV,вӑрах,дукха
715,plötzlich::ADV,сасартӑк,цIеххьана
716,sofort::ADV,тӳрех,цу сохьтта
717,später::ADV,кайран,тӏаьхьо
718,jetzt::ADV,халь,хӏинца
719,jetzt::ADV,халӗ,хӏинца
720,heute::ADV,паян,тахана
721,morgen::ADV,ыран,кхана
722,bald::ADV,халех,кеста
723,bald::ADV,кӗҫех,кеста
724,dann::ADV,унтан,тӏаккха
725,gestern::ADV,ӗнер,селхана
726,einst::ADV,пӗррехинче,цкъа
727,damals::ADV,ун чухне,хӏетахьь
728,damals::ADV,апла пулсан,хӏетахьь
729,danach::ADV,унтан,тӏаккха
730,vorher::ADV,малтан,хьалхa
731,zuerst::ADV,пирвай,хьалха
732,einmal::ADV,пӗррехинче,цкъа
733,manchmal::ADV,хӑш чухне,цкъаццкъа
734,oft::ADV,тӑтӑш,кест-кеста
735,immer::ADV,ялан,даим
736,niemals::ADV,нихӑҫан та,цкъа а
737,hier::ADV,кунта,кхузахь
738,hierhin::ADV,кунта,кхуза
739,von hier::ADV,кунтан,кхузара
740,dort::ADV,унта,цигахь
741,dort::ADV,ҫавӑнта,цигахь
742,dorthin::ADV,унта,цига
743,dorthin::ADV,ҫавӑнта,цига
744,geradeaus::ADV,тикӗс,нийса дӏа
745,vorwärts::ADV,малалла,хьалха
746,rückwärts::ADV,хыҫала,юха
747,zurück::ADV,каялла,юха
748,unten::ADV,аялта,лахахь
749,hinab::ADV,аялта,охьа
750,oben::ADV,ҫӳлте,лакхахь
751,hinauf::ADV,ҫӳле,хьала
752,überall::ADV,таҫта та,массанхьа
753,überall::ADV,пур ҫӗрте те,массанхьа
754,überall::ADV,кирек ӑҫта та,массанхьа
755,nicht::ADV,мар,ца
756,ein wenig::ADV,пӑртак,кӏеззиг
757,kaum::ADV,аран,халла
758,sehr::ADV,питӗ,вуно
759,so::ADV,апла,
760,noch::ADV,татах,кхин
761,nur::ADV,ҫех,бен ...ца
762,schon::ADV,ӗнтӗ,хӏинцале
763,wieder::ADV,каллех,юха а
764,vergebens::ADV,харам,эрна
765,vor::PRP,умӗнче,хьалха
766,hinter::PRP,кайра,тӏехьа
767,unter::PRP,айне,кIелахь
768,unter::PRP,айӗпе,кIелахь
769,unter::PRP,айӗнче,кIелахь
770,unter::PRP,ҫитеспе,кIелахь
771,durch::PRP,витӗр,чекх
772,neben::PRP,патӗнче,юххе
773,zwischen::PRP,хушшинче,юккъехь
774,wegen::PRP,пула,дуьхьа
775,wegen::PRP,пирки,дуьхьа
776,dies::PRN,ку,и
777,dies::PRN,ку,иза
778,dies::PRN,ҫак,и
779,dies::PRN,ҫак,иза
780,das::PRN,ҫав,и
781,das::PRN,ҫав,иза
782,alles::PRN,пурте,дерриг
783,alles::PRN,йӑлт,дерриг
784,ich::PRN,эп,cо
785,du::PRN,эс,хьо
786,er::PRN,вӑл,и
787,er::PRN,вӑл,иза
788,wir::PRN,эпир,тхо
789,wir::PRN,эпир,вай
790,ihr::PRN,эсир,шу
791,sie::PRN,вӗсем,уьш
792,was::FPRN,мӗн,хӏун
793,was::FPRN,мӗскер,хӏун
794,was::FPRN,мӗн те пулин,хӏун
795,wer::FPRN,кам,мила
796,wo::FADV,ӑҫта,мичaхь
797,wohin::FADV,ӑҫта,мича
798,wie::FADV,епле,муха
799,wie::FADV,мӗнле,муха
800,warum::FADV,ма,хӏунда
801,warum::FADV,мӗншӗн,хӏунда
802,wieviel::FNUM,миҫе,мел
803,wieviel::FNUM,миҫе,маса
804,eins::NUM,пӗр,цхьаъ
805,eins::NUM,пӗрре,цхьаъ
806,zwei::NUM,ик,шиъ
807,zwei::NUM,икӗ,шиъ
808,zwei::NUM,иккӗ,шиъ
809,drei::NUM,виҫ,кхоъ
810,drei::NUM,виҫӗ,кхоъ
811,drei::NUM,виҫҫӗ,кхоъ
812,vier::NUM,тӑват,диъ
813,fünf::NUM,пилӗк,пхиъ
814,fünf::NUM,пиллӗк,пхиъ
815,sechs::NUM,улт,ялх
816,sechs::NUM,ултӑ,ялх
817,sechs::NUM,улттӑ,ялх
818,sieben::NUM,ҫич,ворхӏ
819,sieben::NUM,ҫичӗ,ворхӏ
820,sieben::NUM,ҫиччӗ,ворхӏ
821,acht::NUM,сакӑр,бархӏ
822,acht::NUM,саккӑр,бархӏ
823,neun::NUM,тӑхӑр,исс
824,neun::NUM,тӑххӑр,исс
825,zehn::NUM,вунӑ,итт
826,zehn::NUM,вуннӑ,итт
827,elf::NUM,вун пӗр,цхьайтта
828,zwölf::NUM,вун ик,шийтта
829,zwölf::NUM,вун икӗ,шийтта
830,zwölf::NUM,вун иккӗ,шийтта
831,zwanzig::NUM,ҫирӗм,ткъа
832,dreißig::NUM,вӑтӑр,ткъе итт
833,vierzig::NUM,хӗрӗх,шовзткъа
834,fünfzig::NUM,аллӑ,шовзткъе итт
835,sechzig::NUM,утмӑл,кхузткъа
836,siebzig::NUM,ҫитмӗл,кхузткъе итт
837,achtzig::NUM,сакӑр вунӑ,дезткъа
838,achtzig::NUM,сакӑр вуннӑ,дезткъа
839,neunzig::NUM,тӑхӑр вун,дезткъе итт
840,neunzig::NUM,тӑхӑр вунӑ,дезткъе итт
841,neunzig::NUM,тӑхӑр вуннӑ,дезткъе итт
842,hundert::NUM,ҫӗр,бӏе
843,tausend::NUM,пин,эзар
844,und::CNJ,та,a
845,oder::CNJ,е,я
846,stehen::V,тӑр,латта
847,sitzen::V,лар,хиъна ӏан
848,liegen::V,вырт,ӏилла
849,hängen::V,усӑнса тӑр,кхаза
850,hängen::V,ҫакӑнса тӑр,кхаза
851,werden::V,пул,хила
852,passieren::V,пул,хила
853,beginnen::V,пуҫлан,доло
854,enden::V,пӗт,дӏадерза
855,enden::V,вӗҫлен,дӏадерза
856,wechseln::V,улшӑн,хийца
857,aufgehen[Sonne]::V,тух,кхета
858,untergehen[Sonne]::V,анса лар,чубуза
859,scheinen[Sonne]::V,пӑх,серло яла
860,donnern::V,кӗмсӗртет,къекъа
861,donnern::V,авӑт,къекъа
862,wehen::V,варкӑш,хьекха
863,strömen::V,тӑкӑн,эха
864,fließen::V,юх,охьаэха
865,sich drehen::V,ҫаврӑн,хьийза
866,schwanken::V,чӳхен,леста
867,schwingen::V,суллан,лесто
868,fallen::V,кип,охьакхета
869,fallen::V,тӳр кип,охьакхета
870,fallen::V,татӑлса ан,охьакхета
871,brennen::V,ҫун,дага
872,rauchen::V,мӑкӑрлан,оза
873,rauchen::V,тӗтӗм кӑлар,оза
874,regnen::V,ҫумӑр ҫӑвать,догlа догlу
875,gefrieren::V,шӑн,гӏоро
876,tauen::V,ирӗл,даша
877,schmelzen::V,ирӗл,лала
878,trocknen::V,тип,дакъо
879,sieden::V,вӗре,кхехка
880,faulen::V,ҫӗр,дахкадала
881,verfaulen::V,ҫӗр,дахкадала
882,reißen::V,ҫурӑл,хеда
883,versinken::V,пут,хичудаха
884,vergehen::V,ирт,дlаэха
885,erscheinen::V,курӑн,схьадала
886,erscheinen::V,курӑн,ӏоттадала
887,erscheinen::V,курӑнса кай,схьадала
888,erscheinen::V,курӑнса кай,ӏоттадала
889,verschwinden::V,ҫухал,къайладала
890,sinken::V,чак,лахдала
891,abnehmen::V,чак,
892,zunehmen::V,пысӑклан,лакхадала
893,steigen::V,ҫӗклен,хьаладала
894,wachsen::V,ӳс,кхиа
895,glänzen::V,ҫиҫ,лепа
896,funkeln::V,ялкӑш,къега
897,funkeln::V,йӑлтӑртат,къега
898,lärmen::V,шавла,гӏовгӏаян
899,läuten::V,шӑнкӑравла,детта
900,klingeln::V,шӑнкӑравла,дека
901,klirren::V,калтлат,дека
902,klirren::V,шӑнкӑлтат,дека
903,brausen::V,ахӑр,хьаьдда даха
904,rauschen::V,вашӑлтат,леста
905,rauschen::V,чашӑлтат,леста
906,klingen::V,янӑра,дека
907,bellen::V,вӗр,лета
908,heulen::V,ула,угӏа
909,blasen::V,вӗр,хӏуп баха
910,pfeifen::V,шӑхӑр,шок етта
911,schreien::V,кӑшкӑр,мохь бетта
912,stöhnen::V,йынӑш,узарш дан
913,zittern::V,чӗтре,дега
914,leben::V,пурӑн,даха
915,geboren werden::V,ҫурал,хила
916,atmen::V,сывла,садеӏа
917,trinken::V,ӗҫ,мала
918,essen::V,ҫи,кхалла
919,schlucken::V,ҫӑт,къурдбан
920,müde werden::V,ӗшен,кӏаддала
921,einschlafen::V,ыйха пут,наб кхета
922,einschlafen::V,ҫывӑрса кай,наб кхета
923,schlafen::V,ҫывӑр,вижа
924,schlafen::V,ҫывӑр,наб ян
925,schlafen::V,ҫывӑр,дижина хила
926,aufwachen::V,вӑран,самадала
927,aufstehen::V,тӑр,гӏатта
928,sich erholen::V,кан,садаӏа
929,krank werden::V,чирле,цомгуш хила
930,krank sein::V,чирле,цомгуш хила
931,schmerzen::V,сур,лаза
932,schmerzen::V,сур,ӏийжа
933,schmerzen::V,ырат,лаза
934,schmerzen::V,ырат,ӏийжа
935,husten::V,ӳсӗр,йовхарш етта
936,genesen::V,сывал,тадала
937,genesen::V,тӳрлен,тадала
938,sterben::V,вил,дала
939,umkommen::V,вил,хӏаллакхила
940,sich bewegen::V,куҫ,лела
941,sich rühren::V,хускал,меттахъхьен
942,sich erheben::V,тӑр,хьалагlатта
943,sich setzen::V,лар,хаа
944,hinfallen::V,ӳк,дожа
945,hinfallen::V,ӳк,охьакхета
946,laufen::V,ут,вада
947,laufen::V,ут,хьада
948,schreiten::V,ут,болар дан
949,schreiten::V,ут,ког баккха
950,spazierengehen::V,уҫӑлса ҫӳре,доладала
951,spazierengehen::V,уткаласа ҫӳре,доладала
952,eilen::V,васка,сихдала
953,eilen::V,хыпалан,сихдала
954,sich beeilen::V,васка,сихдала
955,sich beeilen::V,хыпалан,сихдала
956,sausen::V,ыткӑн,
957,sausen::V,вӗҫтер,
958,rennen::V,чуп,дада
959,springen::V,сик,ирхкхийсадала
960,klettern::V,улӑх,тӏедийла
961,schaukeln::V,йӳрӗн,техко
962,kriechen::V,шу,такха
963,kriechen::V,упален,такха
964,schwimmen::V,иш,некадан
965,tauchen::V,чӑм,чулелха
966,rudern::V,авӑс,дига лело
967,rudern::V,авӑс,кема лело
968,fahren::V,пыр,хахка
969,fliegen::V,вӗҫ,тӏемадала
970,gehen::V,кай,лeла
971,weggehen::V,кай,дӏадаха
972,abfahren::V,тапран,дӏадаха
973,anhalten::V,чарӑн,саца
974,hineingehen::V,кӗр,чудала
975,eintreten::V,кӗр,чудала
976,kommen::V,кил,кхача
977,kommen::V,кил,дӏакхача
978,kommen::V,кил,схьакхача
979,ankommen::V,ҫит,кхача
980,ankommen::V,ҫит,схьакхача
981,zurückkommen::V,таврӑн,юхада
982,zurückkommen::V,каялла кил,юхада
983,bleiben::V,юл,диса
984,warten::V,кӗт,хьежа
985,warten::V,кӗт,cобар дан
986,erwarten::V,кӗт,хьоьжуш ӏан
987,suchen::V,шыра,леха
988,finden::V,туп,каро
989,versuchen::V,пикен,дан хьажа
990,vorbereiten::V,хатӗрле,кечъян
991,lieben::V,юрат,деза
992,mögen::V,кӑмӑлла,безамхила
993,mögen::V,килӗштер,безамхила
994,lachen::V,кул,дела
995,lachen::V,ахӑлтат,дела
996,rühren::V,ҫулӑх,хьедан
997,weinen::V,йӗр,делха
998,weinen::V,макӑр,делха
999,schimpfen::V,вӑрҫ,чехо
1000,schimpfen::V,ятлаҫ,чехо
1001,sich ärgern::V,ҫиллен,оьгӏазъэха
1002,sich fürchten::V,шиклен,кхера
1003,fürchten::V,хӑра,кхера
1004,fliehen::V,тар,дӏадада
1005,flüchten::V,чупса тар,дӏадада
1006,sehen::V,кур,ган
1007,anschauen::V,пӑхса ил,хьажа
1008,anschauen::V,пӑхса ил,хьежа
1009,ansehen::V,пӑх,хьовса
1010,hören::V,илт,хаза
1011,zuhören::V,итле,ладогӏа
1012,zuhören::V,тӑнла,ладогӏа
1013,probieren::V,астив,хьажа
1014,riechen::V,шӑршла,хьожа яха
1015,fühlen::V,туй,хаадала
1016,fühlen::V,сис,хаадала
1017,scheinen::V,туйӑн,мотта
1018,zu sehen sein::V,курӑн,гуш хила
1019,vernehmen::V,пӑл,бартхатта
1020,frieren::V,йӳтен,гӏоро
1021,tun::V,ту,дан
1022,können::V,пултар,дадала
1023,wollen::V,те,тӏергӏа
1024,anfangen::V,пуҫла,доло
1025,beenden::V,пӗтер,довла
1026,aufhören::V,пӑрах,саца
1027,gelingen::V,ӑн,кадала
1028,geraten::V,пул,хила
1029,öffnen::V,уҫ,дӏаделла
1030,öffnen::V,уҫ,схьаделла
1031,schließen::V,хуп,къовла
1032,schließen::V,хуп,дӏачӏагӏа
1033,stellen::V,ларт,хlотто
1034,stellen::V,тӑрат,хlотто
1035,setzen::V,ларт,дийгӏа
1036,legen::V,хур,охьадилла
1037,berühren::V,перӗн,хьедан
1038,verbinden::V,сып,вовшахтаса
1039,bedecken::V,вит,тилла
1040,bedecken::V,вит,тӏетаса
1041,aufhängen::V,ҫак,хьалаолла
1042,anzünden::V,ҫут,лато
1043,aufheben::V,ҫӗкле,айа
1044,zurücklassen::V,манса хӑвар,дита
1045,verlieren::V,ҫӗтер,дайа
1046,fallen lassen::V,ӳкер,охьадожо
1047,machen::V,ту,дан
1048,herstellen::V,ӑстала,дан
1049,bauen::V,ту,гӏишлоян
1050,reparieren::V,юса,тадан
1051,verbessern::V,лайӑхлат,нисдан
1052,ändern::V,улӑштар,хийца
1053,graben::V,чав,ахка
1054,graben::V,чакала,ахка
1055,beugen::V,кукӑрт,сатто
1056,biegen::V,ав,сатто
1057,biegen::V,кукӑрт,сатто
1058,drehen::V,ҫавӑр,хьовзо
1059,wenden::V,ӳпӗнтер,
1060,umdrehen::V,ҫавӑр,хьовзo
1061,heben::V,хӑпарт,айа
1062,heben::V,хӑпарт,хьалаайа
1063,hochheben::V,йӑт,хьалаайа
1064,ergreifen::V,тыт,дӏалаца
1065,halten::V,тыт,латто
1066,drücken::V,пус,тӏетаӏо
1067,schieben::V,тӗк,татта
1068,schieben::V,тӗрт,татта
1069,kratzen::V,хыр,мӏараш тийса
1070,lecken::V,ҫула,мотт хьекха
1071,beißen::V,ҫырт,катoха
1072,beißen::V,хып,катoха
1073,abreißen::V,тат,схьадаккха
1074,abschneiden::V,кас,кхада
1075,binden::V,ҫых,дӏадехка
1076,binden::V,ҫых,вовшахтаса
1077,stecken::V,чик,чудахийта
1078,brechen::V,хуҫ,кагдан
1079,klopfen::V,такка,детта
1080,hauen::V,шакка,етта
1081,kleben::V,ҫыпӑҫтар,тӏелато
1082,reiben::V,сӑтӑр,хьекхо
1083,streichen::V,сӗр,тlехьакха
1084,schleifen::V,хӑйра,ирдан
1085,schneiden::V,кас,ларга
1086,rütteln::V,лӑка,лесто
1087,rütteln::V,силлентер,лесто
1088,schütteln::V,лӑка,лесто
1089,schütteln::V,силлентер,лесто
1090,schwenken::V,сулла,лесто
1091,schütten::V,тултар,дотта
1092,füllen::V,тултар,дуза
1093,einwickeln::V,чӗрке,хьарчо
1094,tragen::V,ҫӗкле,дахьа
1095,schleppen::V,сӗтӗр,ийзо
1096,ziehen::V,тӑс,озо
1097,aufbewahren::V,усра,ӏалашдан
1098,werfen::V,пӑрах,кхосса
1099,fangen::V,тыт,леца
1100,packen::V,тыт,леца
1101,verstecken::V,пытарса хур,къайладаккха
1102,teilen::V,уйӑр,декъа
1103,teilen::V,пайла,декъа
1104,schicken::V,яр,дӏадахьийта
1105,bringen::V,кӳр,дан
1106,hinzufügen::V,хуш,тӏетоха
1107,bekommen::V,ил,даккха
1108,bekommen::V,туян,даккха
1109,erhalten::V,ил,даккха
1110,erhalten::V,туян,даккха
1111,nehmen::V,ил,схьаэца
1112,wählen::V,суйла,харжа
1113,auswählen::V,суйла,харжа
1114,bewahren::V,упра,lалашдан
1115,behindern::V,кансӗрле,новкъарло ян
1116,behindern::V,чӑрмантар,новкъарло ян
1117,verderben::V,пӑс,талхо
1118,beschädigen::V,пӑс,дохо
1119,zerbrechen::V,ват,дохо
1120,zerbrechen::V,ват,кагдан
1121,zerbrechen::V,ҫӗмӗр,дохо
1122,zerbrechen::V,ҫӗмӗр,кагдан
1123,zerreißen::V,ҫур,хадо
1124,zerstören::V,иш,дохо
1125,zerstören::V,иш,кагдан
1126,verbrennen::V,ҫунтар,даго
1127,geben::V,пар,яла
1128,reichen::V,пар,дӏадала
1129,reichen::V,пар,дӏакховдо
1130,schenken::V,парнеле,совгӏат дан
1131,versprechen::V,тума пул,ваӏда дан
1132,versprechen::V,сӑмах пар,ваӏда дан
1133,wünschen::V,сун,лаа
1134,loben::V,ырла,хасто
1135,küssen::V,чуп ту,оба яккха
1136,wiegen::V,сиктер,тахка
1137,wiegen::V,силле,тахка
1138,zudecken::V,вит,тӏетаса
1139,wecken::V,вӑрат,самадаккха
1140,zeigen::V,кӑтарт,гайта
1141,führen::V,илсе пыр,дига
1142,führen::V,ҫавӑтса пыр,дига
1143,lehren::V,вёрент,ӏамо
1144,unterrichten::V,вёрент,хьеха
1145,aufziehen::V,вӗрент,кхио
1146,leiten::V,тытса пыр,урхалла дан
1147,antreiben::V,васкат,сихдан
1148,lassen::V,пусахла,-йта
1149,lassen::V,хуш,-йта
1150,einladen::V,чӗн,кхайкха
1151,vereinigen::V,пӗрлештер,цхьаьнатоха
1152,besuchen::V,ҫит,хьажахIотта
1153,besuchen::V,кӗрсе кур,хьажахIотта
1154,treffen::V,тӗл пул,дуьхьалкхета
1155,sich versammeln::V,пуҫтарӑн,гулдан
1156,spielen::V,выля,ловза
1157,singen::V,юрла,лакха
1158,tanzen::V,ташла,хелхадала
1159,sich trennen::V,уйрӑл,къаста
1160,verlassen::V,хӑвар,дита
1161,retten::V,ҫӑл,кӏелхьардаккха
1162,bewachen::V,хуралла,ха дан
1163,schützen::V,сыхла,лардан
1164,verteidigen::V,хӳтӗле,лардан
1165,sich schlagen::V,ҫапӑҫ,етта
1166,schießen::V,пер,детта
1167,siegen::V,ҫӗн,тола
1168,siegen::V,ҫӗнтер,тола
1169,ärgern::V,тарӑхтар,оьгӏаздахийта
1170,ärgern::V,ҫиллентер,оьгӏаздахийта
1171,schlagen::V,ҫап,тоха
1172,treten::V,тап,мийра тоха
1173,stechen::V,чик,ӏотта
1174,stechen::V,чик,къовзо
1175,stoßen::V,чыш,татта
1176,stehlen::V,вӑрла,лачкъо
1177,stören::V,кансӗрле,новкъарло ян
1178,belästigen::V,аптӑрат,сагатдан
1179,belästigen::V,хупла,сагатдан
1180,verbergen::V,пытар,къайладаккха
1181,täuschen::V,суй,ӏexo
1182,betrügen::V,ултала,ледан
1183,töten::V,вӗлер,ден
1184,wohnen::V,чуна пар,даха
1185,wohnen::V,парӑнса тӑр,даха
1186,arbeiten::V,ӗҫле,къахьега
1187,sammeln::V,пух,гулдан
1188,pflücken::V,тат,даха
1189,jagen::V,сунара ҫӳре,талла
1190,fischen::V,пулӑ тыт,чӏерий леца
1191,fassen::V,тыт,лаца
1192,fassen::V,тыт,схьалаца
1193,hüten::V,кӗт,лардан
1194,treiben::V,хӑвала,лахка
1195,anbinden::V,кӑкар,дӏадехка
1196,füttern::V,ҫитер,хӏума яла
1197,melken::V,су,оза
1198,hacken::V,вакла,
1199,gießen::V,шӑвар,хи тоха
1200,reifen::V,пиҫ,хьекъа
1201,zubereiten::V,пӗҫер,кечъян
1202,zubereiten::V,пӗҫер,кхача бан
1203,kochen::V,пӗҫер,кхача бан
1204,backen::V,пӗҫер,датта
1205,braten::V,ӑшала,кхарза
1206,umrühren::V,хутӑштар,кего
1207,stricken::V,ҫых,
1208,nähen::V,ҫӗле,тега
1209,färben::V,пӗвет,басардан
1210,reinigen::V,тасат,цӏандан
1211,waschen::V,ҫу,йила
1212,waschen::V,ҫу,йитта
1213,waschen::V,ҫу,дӏадайа
1214,abwischen::V,шӑл,дӏадайа
1215,spülen::V,чӳхе,хи кхарза
1216,fegen::V,шӑл,нуй хьакха
1217,kehren::V,шӑл,нуй хьакха
1218,baden::V,шыва кӗр,лийча
1219,sich waschen::V,ҫӑвӑн,юьхь йила
1220,ausziehen::V,салан,духар дӏадаккха
1221,anziehen::V,тӑхӑн,
1222,sich anziehen::V,тӑхӑн,духа
1223,kämmen::V,тура,ехк хьакха
1224,schmücken::V,илемлет,хаздан
1225,sagen::V,те,ала
1226,sprechen::V,кала,баха
1227,sprechen::V,кала,мотт бийца
1228,reden::V,сӑмахла,къамел дан
1229,reden::V,калаҫ,къамел дан
1230,sich unterhalten::V,пупле,къамел дан
1231,fragen::V,ыйт,хатта
1232,bitten::V,ыйт,деха
1233,erzählen::V,каласа пар,дийца
1234,mitteilen::V,пӗлтер,хаам бан
1235,mitteilen::V,хыпарла,хаам бан
1236,nennen::V,те,цӏе яккха
1237,nennen::V,чӗн,цӏе яккха
1238,rufen::V,чӗн,кхайкха
1239,prahlen::V,мухтан,куралла ян
1240,prahlen::V,мухтан,дозалла дан
1241,prahlen::V,вӗҫкӗнлен,куралла ян
1242,prahlen::V,вӗҫкӗнлен,дозалла дан
1243,übersetzen::V,куҫар,гоч дан
1244,denken::V,шухӑшла,ойла ян
1245,glauben::V,ӗнен,теша
1246,bemerken::V,асӑрха,ган
1247,erkennen::V,палла,довза
1248,begreifen::V,ӑнлан,кхета
1249,verstehen::V,пӗл,кхета
1250,lernen::V,вӗрен,деша
1251,wissen::V,пӗл,хаа
1252,wissen::V,ӑнкар,хаа
1253,sich erinnern an::V,аса ил,дагадан
1254,vergessen::V,ман,дицдала
1255,vergessen::V,манса кай,дицдала
1256,messen::V,виҫ,дуста
1257,zählen::V,шутла,дагардан
1258,rechnen::V,шутла,лара
1259,lesen::V,вула,еша
1260,malen::V,ӳкер,сурт дилла
1261,zeichnen::V,ӳкер,сурт дилла
1262,schreiben::V,ҫыр,яздан
1263,besitzen::V,тыт,доладан
1264,kaufen::V,ил,эца
1265,kaufen::V,туян,эца
1266,verkaufen::V,сут,дохка
1267,bezahlen::V,тӳле,мах бала
1268,zahlen::V,тӳле,мах бала
1269,beherrschen::V,тыт,собаре хила
1270,ertragen::V,тӳс,лан
1271,ertragen::V,тӳс,сатоха
1272,ertragen::V,тӳс,садетта
1273,Bauch::N,,кийра
