,Concept_ID,br,udm
793,achtzig::NUM,pevar-ugent,тямыстон
794,neunzig::NUM,dek ha pevar-ugent,укмыстон
795,hundert::NUM,kant,сю
796,tausend::NUM,mil,сюрс
797,und::CNJ,ha,и
798,und::CNJ,ha,но
799,oder::CNJ,pe,яке
800,stehen::V,bezañ a-sav,сылыны
801,sitzen::V,azezañ,пукыны
802,sitzen::V,bezañ en e goazez,пукыны
803,liegen::V,bezañ en e c'hourvez,кылльыны
804,hängen::V,krougañ,ошкыса улыны
805,werden::V,dazonet,луыны
806,passieren::V,c'hoarvezout,луыны
807,beginnen::V,stagañ,кутскыны
808,enden::V,achuiñ,бырыны
809,wechseln::V,cheñch,воштӥськыны
810,aufgehen[Sonne]::V,dirouzañ,ӝужаны
811,scheinen[Sonne]::V,lugernañ,пиштыны
812,scheinen[Sonne]::V,lugernañ,чиляны
813,donnern::V,taranal,гудыръяны
814,wehen::V,c'hwezhañ,пелляськыны
815,strömen::V,deredek,киськыны
816,strömen::V,deredek,исьтӥськыны
817,fließen::V,redek,бызьыны
818,sich drehen::V,troiñ,берганы
819,schwanken::V,trantellat,вошъяськыны
820,schwingen::V,froumal,шонаськыны
821,fallen::V,kouezhañ,усьыны
822,brennen::V,deviñ,ӝуаны
823,rauchen::V,divogedañ,ӵындыны
824,regnen::V,glavañ,зорыны
825,gefrieren::V,reviñ,кынмыны
826,tauen::V,diskornañ,шунаны
827,schmelzen::V,teuziñ,шунаны
828,trocknen::V,sec'hañ,куасьмыны
829,sieden::V,berviñ,пӧзьыны
830,faulen::V,breinañ,сисьмыны
831,verfaulen::V,breinañ,сисьмыны
832,reißen::V,darnaouiñ,кеськыны
833,versinken::V,sodellañ,выйыны
834,vergehen::V,tremen,ортчыны
835,erscheinen::V,donet war-wel,адскыны
836,verschwinden::V,monet diwar wel,бырыны
837,sinken::V,en em izelat,усьыны
838,abnehmen::V,nebeutaat,синыны
839,zunehmen::V,kreskiñ,йылыны
840,steigen::V,sevel,лӧпкыны
841,wachsen::V,kreskiñ,будыны
842,glänzen::V,lugernañ,чиляны
843,glänzen::V,lugernañ,пиштыны
844,funkeln::V,elieniñ,чилекъяны
845,lärmen::V,rabotat,уретыны
846,lärmen::V,rabotat,ӵашетыны
847,klirren::V,diridignat,жильккетыны
848,klirren::V,sterlinkañ,жильккетыны
849,brausen::V,gwegal,лекъяськыны
850,rauschen::V,trouzal,ӵашетыны
851,klingen::V,seniñ,кылӥськыны
852,bellen::V,harzhal,утыны
853,heulen::V,yudal,вузыны
854,blasen::V,c'hwezhañ,пельтыны
855,pfeifen::V,c'hwitellat,шуланы
856,schreien::V,huchal,черекъяны
857,schreien::V,huchal,кесяськыны
858,stöhnen::V,hirvoudiñ,ӝуштыны
859,zittern::V,krenañ,дырекъяны
860,zittern::V,krenañ,куалекъяны
861,leben::V,bevañ,улыны
862,geboren werden::V,genel,вордӥськыны
863,atmen::V,tennañ e anal,шоканы
864,trinken::V,evañ,юыны
865,essen::V,debriñ,сиыны
866,schlucken::V,lonkañ,ньылыны
867,müde werden::V,skuizhañ,жадьыны
868,einschlafen::V,menel kousket,умме усьыны
869,schlafen::V,kousket,кӧлыны
870,aufwachen::V,dihuniñ,сайканы
871,aufstehen::V,sevel,султыны
872,sich erholen::V,diskuizhañ,шутэтскыны
873,krank werden::V,klañviñ,висьыны
874,krank sein::V,bezañ klañv,висьыны
875,schmerzen::V,skourjezañ,висьыны
876,husten::V,pasaat,кызыны
877,husten::V,peudal,кызыны
878,genesen::V,pareañ,юнматскыны
879,genesen::V,pareañ,бурмытскылыны
880,sterben::V,mervel,кулыны
881,umkommen::V,perisañ,бырыны
882,sich bewegen::V,bouljal,вырыны
883,sich rühren::V,fiñval,вырӟыны
884,sich rühren::V,fiñval,вырӟылыны
885,sich erheben::V,sevel,султыны
886,sich setzen::V,azezañ,пуксьыны
887,sich setzen::V,mont en e goazez,пуксьыны
888,hinfallen::V,kouezhañ,усьыны
889,laufen::V,redek,мыныны
890,schreiten::V,kerzhet,вамышъяны
891,spazierengehen::V,pourmen,мыныны
892,spazierengehen::V,pourmen,ветлыны
893,eilen::V,hastañ,дыртыны
894,sich beeilen::V,hastañ,дыртыны
895,sausen::V,karzhañ,туж ӝог мыныны
896,rennen::V,redek,бызьылыны
897,springen::V,lammat,тэтчаны
898,klettern::V,krimpat,тубаны
899,schaukeln::V,brañsellat,лэйканы
900,schaukeln::V,brañsellat,шонаськыны
901,kriechen::V,skrampañ,нюж ветлыны
902,schwimmen::V,neuial,уяны
903,tauchen::V,splujañ,зумылыны
904,rudern::V,roeñvat,полсаны
905,fahren::V,kas,ветлыны
906,fahren::V,bleniañ,ветлыны
907,fliegen::V,nijal,лобаны
908,gehen::V,mont,мыныны
909,weggehen::V,mont kuit,кошкыны
910,abfahren::V,mont kuit,кошкыны
911,anhalten::V,chom a-sav,дугдыны
912,hineingehen::V,monet e-barzh,пырыны
913,eintreten::V,monet e-barzh,пырыны
914,kommen::V,dont,вуыны
915,kommen::V,dont,лыктыны
916,ankommen::V,erruout,вуыны
917,zurückkommen::V,addonet,берытскыны
918,bleiben::V,chom,кыльыны
919,warten::V,gortoz,витьыны
920,erwarten::V,gortoz,витьыны
921,erwarten::V,gortoz,возьманы
922,suchen::V,klask,утчаны
923,finden::V,kavout,шедьтыны
924,versuchen::V,klask,турттыны
925,vorbereiten::V,aozañ,дасяны
926,lieben::V,karout,гажаны
927,mögen::V,karout,яратыны
928,lachen::V,c'hoarzin,серекъяны
929,rühren::V,tenerañ,сюлме йӧтыны
930,weinen::V,gouelañ,бӧрдыны
931,schimpfen::V,krozal,даллашыны
932,sich ärgern::V,fachañ,лекъяськыны
933,sich ärgern::V,en em fachañ,лекъяськыны
934,fliehen::V,tec'het,пегӟыны
935,flüchten::V,tuzañ,пегӟыны
936,sehen::V,gwelet,адӟыны
937,anschauen::V,sellout ouzh,учкыны
938,ansehen::V,sellout ouzh,учкыны
939,hören::V,klevet,кылыны
940,zuhören::V,selaou,кылзыны
941,probieren::V,blasa,веръяны
942,riechen::V,klevet,зынъяны
943,fühlen::V,santout,шӧдыны
944,scheinen::V,diskouez bezañ,адскыны
945,zu sehen sein::V,bezañ gwelus,адӟиськыны
946,vernehmen::V,merzhañ,кылыны
947,frieren::V,anoued,кынмыны
948,tun::V,ober,карыны
949,können::V,gouzout,быгатыны
950,wollen::V,fellout da,потыны
951,wollen::V,kaout c'hoant da,потыны
952,anfangen::V,kregiñ,кутскыны
953,beenden::V,achuiñ,быдтыны
954,beenden::V,achuiñ,быдэстыны
955,aufhören::V,paouez,дугдыны
956,öffnen::V,digeriñ,усьтыны
957,schließen::V,serriñ,пытсаны
958,stellen::V,lakaat,пуктыны
959,setzen::V,lakaat,пуктыны
960,legen::V,lakaat,поныны
961,berühren::V,touch,исаны
962,verbinden::V,eren,герӟаны
963,bedecken::V,goloiñ,пытсаны
964,aufhängen::V,istribilhañ,ошыны
965,anzünden::V,alumiñ,ӝуатыны
966,anzünden::V,c'hwezzañ,ӝуатыны
967,aufheben::V,dastum,ӝутыны
968,zurücklassen::V,lezel,кельтыны
969,verlieren::V,koll,ыштыны
970,fallen lassen::V,laoskel,уськытыны
971,fallen lassen::V,lezel da gouezhel,уськытыны
972,machen::V,ober,лэсьтыны
973,herstellen::V,fardañ,лэсьтыны
974,bauen::V,sevel,пуктыны
975,reparieren::V,adaozañ,тупатыны
976,verbessern::V,gwellaat,умоятыны
977,ändern::V,cheñch,воштыны
978,graben::V,kleuzañ,копаны
979,beugen::V,plegañ,губыртыны
980,biegen::V,krommañ,куасаны
981,drehen::V,treiñ,бергатыны
982,wenden::V,treiñ,берыктыны
983,umdrehen::V,treiñ,берыктыны
984,heben::V,sevel,ӝутыны
985,hochheben::V,sevel,ӝутъяны
986,ergreifen::V,kemer,кутыны
987,ergreifen::V,kemer,кырмыны
988,halten::V,dalc'hen,возьыны
989,drücken::V,bountañ,зӥбыны
990,drücken::V,bountañ,пачкатыны
991,schieben::V,poulzañ,донганы
992,kratzen::V,skrabat,вуштыны
993,lecken::V,lipat,нюлыны
994,beißen::V,kregiñ,куртчыны
995,abreißen::V,diframmañ,ишкалтыны
996,abschneiden::V,troc'hañ,шорыны
997,abschneiden::V,troc'hañ,вандыны
998,binden::V,stagañ,керттыны
999,stecken::V,sankañ,мертчытыны
1000,brechen::V,darnaouiñ,тӥяны
1001,klopfen::V,skoiñ,йыганы
1002,klopfen::V,skoiñ,шарккетыны
1003,hauen::V,dornañ,жугыны
1004,hauen::V,dornañ,тышканы
1005,kleben::V,pegañ,лякыны
1006,reiben::V,taravat,зыраны
1007,reiben::V,taravat,вуштыны
1008,reiben::V,trekiñ,зыраны
1009,reiben::V,trekiñ,вуштыны
1010,streichen::V,toazañ,зыраны
1011,schleifen::V,lemmañ,шерыны
1012,schneiden::V,troc'hañ,вандыны
1013,rütteln::V,tordorosañ,зуркатыны
1014,schütteln::V,hejañ,куалекъятыны
1015,schütten::V,diskargañ,лэзьыны
1016,füllen::V,kargañ,тырмытыны
1017,einwickeln::V,gronnañ,биньыны
1018,tragen::V,dougen,нуыны
1019,schleppen::V,stlejal,кыскыны
1020,ziehen::V,sachañ,кыскыны
1021,aufbewahren::V,miret,возьыны
1022,werfen::V,teuler,куяны
1023,werfen::V,teuler,лэзяны
1024,fangen::V,tapañ,кутыны
1025,packen::V,krapat,кутыны
1026,packen::V,krapat,кырмыны
1027,verstecken::V,kuzhat,ватыны
1028,teilen::V,rannañ,люкыны
1029,schicken::V,kas,ыстыны
1030,bringen::V,degas,вайыны
1031,hinzufügen::V,lakat ouzhpenn,ватсаны
1032,bekommen::V,kaout,басьтыны
1033,erhalten::V,kaout,басьтыны
1034,nehmen::V,kemer,кутыны
1035,nehmen::V,kemer,басьтыны
1036,wählen::V,choaz,бырйыны
1037,auswählen::V,dibab,бырйыны
1038,bewahren::V,mirout,возьыны
1039,behindern::V,diaezañ,могӟытыны
1040,verderben::V,lovrañ,сӧрыны
1041,beschädigen::V,gwallegañ,урод лэсьтыны
1042,zerbrechen::V,torriñ,сӧрыны
1043,zerreißen::V,diroegiñ,кесяны
1044,zerstören::V,distrujañ,куашкатыны
1045,verbrennen::V,deviñ,сутыны
1046,geben::V,reiñ,сётыны
1047,schenken::V,donezonañ,кузьманы
1048,versprechen::V,prometiñ,кыл сётыны
1049,wünschen::V,hetiñ,сӥзьыны
1050,loben::V,feurmiñ,ушъяны
1051,küssen::V,pokat,чупаны
1052,wiegen::V,pouezañ,веттаны
1053,wiegen::V,pouezañ,лэйкатыны
1054,zudecken::V,goloiñ,шобыртыны
1055,wecken::V,dihuniñ,сайкатыны
1056,zeigen::V,diskouez,возьматыны
1057,führen::V,kas,нуыны
1058,lehren::V,deskiñ,дышетыны
1059,unterrichten::V,kelenn,дышетыны
1060,leiten::V,bleinañ,кивалтыны
1061,antreiben::V,poulzañ,дыртытыны
1062,lassen::V,leuskel,-ытыны
1063,einladen::V,pediñ,ӧтьыны
1064,vereinigen::V,unisañ,огазеяны
1065,besuchen::V,gweladenniñ,адӟыськыны
1066,treffen::V,kejal,пумитаны
1067,treffen::V,ankontrañ,пумитаны
1068,sich versammeln::V,bodennañ,люкаськыны
1069,spielen::V,c'hoari,шудыны
1070,singen::V,kanañ,кырӟаны
1071,tanzen::V,dañsal,эктыны
1072,sich trennen::V,dispartiañ,люкиськыны
1073,verlassen::V,lezel,куштыны
1074,retten::V,saveteiñ,утьыны
1075,bewachen::V,mesa,возьманы
1076,schützen::V,diwall,утялтыны
1077,verteidigen::V,difenn,возьманы
1078,sich schlagen::V,lopañ,жугиськыны
1079,siegen::V,trec'hiñ,вормыны
1080,ärgern::V,hegasiñ,вожпоттыны
1081,schlagen::V,skeiñ,жуккыны
1082,treten::V,botaouiñ,лёганы
1083,stechen::V,pikat,бышкалтыны
1084,stoßen::V,stokañ,донгыны
1085,stehlen::V,laerezh,вораны
1086,stehlen::V,laerezh,лушканы
1087,stören::V,direnkañ,люкетыны
1088,belästigen::V,dregasiñ,акыльтыны
1089,belästigen::V,dregasiñ,вукылмыны
1090,verbergen::V,skoachañ,ватыны
1091,täuschen::V,tromplañ,алданы
1092,betrügen::V,lorbañ,пӧяны
1093,töten::V,lazhañ,виыны
1094,wohnen::V,bezañ o chom,улыны
1095,arbeiten::V,labourat,ужаны
1096,sammeln::V,dastum,бичаны
1097,pflücken::V,kuntuilhañ,ишкыны
1098,jagen::V,chaseal,пӧйшураны
1099,fischen::V,pesketa,чорыганы
1100,fassen::V,pakañ,кутыны
1101,hüten::V,geota,возьманы
1102,anbinden::V,stagañ,думыны
1103,füttern::V,boueta,сюдыны
1104,melken::V,goro,кыскыны
1105,hacken::V,difrakal,кораны
1106,gießen::V,dourañ,киськаны
1107,reifen::V,azviñ,вуыны
1108,reifen::V,azviñ,кисьманы
1109,zubereiten::V,keginañ,лесьтыны
1110,kochen::V,poazhañ,пӧзьтыны
1111,backen::V,fritañ,пыжыны
1112,braten::V,rostañ,пыжыны
1113,stricken::V,stammañ,керттыны
1114,nähen::V,gwriat,вурыны
1115,färben::V,livañ,буяны
1116,reinigen::V,naetañ,сузяны
1117,waschen::V,gwalc'hiñ,мисьтаськыны
1118,abwischen::V,torchañ,ӵушылыны
1119,spülen::V,disgwalc'hiñ,гылъяны
1120,fegen::V,skubañ,ӵужыны
1121,kehren::V,skubañ,ӵужыны
1122,baden::V,kouronkañ,пыласькыны
1123,sich waschen::V,en em walc'hiñ,пыласькыны
1124,sich anziehen::V,gwiskañ,дӥсьяськыны
1125,kämmen::V,kribat,сынаны
1126,schmücken::V,kinklañ,чеберъяны
1127,sagen::V,larêt,шуыны
1128,sagen::V,larêt,вераны
1129,sagen::V,lavaret,шуыны
1130,sagen::V,lavaret,вераны
1131,sprechen::V,komz,вераськыны
1132,reden::V,kaozeal,вераськыны
1133,sich unterhalten::V,balbotal,вераськыны
1134,fragen::V,goulenn,юаны
1135,bitten::V,goulenn,курыны
1136,erzählen::V,kontañ,вераны
1137,erzählen::V,kontañ,мадьыны
1138,mitteilen::V,kemenn,ивортыны
1139,nennen::V,anviñ,шуыны
1140,rufen::V,gelver,ӧтьыны
1141,prahlen::V,fougeal,ушъяськыны
1142,übersetzen::V,treiñ,берыктыны
1143,denken::V,soñjal,малпаны
1144,glauben::V,krediñ,оскыны
1145,bemerken::V,apresevañ,адӟыны
1146,erkennen::V,anavout,тодыны
1147,begreifen::V,meizañ,валаны
1148,verstehen::V,kompren,валаны
1149,lernen::V,deskiñ,дышетскыны
1150,wissen::V,gouzout,тодыны
1151,sich erinnern an::V,kaout soñj e,тодэ вайыны
1152,vergessen::V,ankouaat,вунэтыны
1153,messen::V,muzuliañ,мертаны
1154,zählen::V,kontañ,лыдъяны
1155,rechnen::V,jedañ,лыдъяны
1156,lesen::V,lenn,лыдӟыны
1157,malen::V,livañ,суреданы
1158,zeichnen::V,tresañ,суреданы
1159,schreiben::V,skrivañ,гожъяны
1160,besitzen::V,kaout,луыны
1161,kaufen::V,prenañ,басьтыны
1162,verkaufen::V,gwerzhañ,вузаны
1163,bezahlen::V,paeañ,тырыны
1164,zahlen::V,paeañ,тырыны
1165,beherrschen::V,mestroniañ,кузёяськыны
1166,ertragen::V,anduriñ,чиданы
1167,Grube::N,,гу
1168,Grube::N,,гоп
1169,Spur::N,,пытьы
1170,Spur::N,,бервыл
1171,Lehm::N,,сюй
1172,Laut::N,,куара
1173,Winkel::N,,сэрег
1174,Lagerfeuer::N,,тылскем
1175,vergebens::ADV,,юнме
1176,untergehen[Sonne]::V,,пуксьыны
1177,läuten::V,,жингыртыны
1178,klingeln::V,,жингыртыны
1179,sich fürchten::V,,кышканы
1180,sich fürchten::V,,курданы
1181,fürchten::V,,курданы
1182,fürchten::V,,кышканы
1183,gelingen::V,,быгатыны
1184,gelingen::V,,луыны
1185,geraten::V,,лэсяны
1186,schwenken::V,,шонаны
1187,reichen::V,,сётыны
1188,aufziehen::V,,будэтыны
1189,schießen::V,,ыбылӥськны
1190,treiben::V,,улляны
1191,umrühren::V,,сураны
1192,ausziehen::V,,кыльыны
1193,anziehen::V,,дӥсяны
