,Concept_ID,cv,he
722,letzter::A,юлашки,אחרון
723,allein::ADV,пӗччен,לבד
724,auf einmal::ADV,кӗмӗрккен,בו-זמנית
725,zusammen::ADV,пӗрле,ביחד
726,lange::ADV,вӑрах,הרבה זמן
727,plötzlich::ADV,сасартӑк,לפתע
728,plötzlich::ADV,сасартӑк,פתאום
729,sofort::ADV,тӳрех,מיד
730,später::ADV,кайран,לאחר זמן
731,später::ADV,кайран,יותר מאחר
732,jetzt::ADV,халь,עכשיו
733,jetzt::ADV,халӗ,עכשיו
734,heute::ADV,паян,היום
735,morgen::ADV,ыран,מחר
736,bald::ADV,халех,בקרוב
737,bald::ADV,кӗҫех,בקרוב
738,dann::ADV,унтан,אחר-כך
739,gestern::ADV,ӗнер,אתמול
740,einst::ADV,пӗррехинче,לפנים
741,damals::ADV,ун чухне,אז
742,damals::ADV,апла пулсан,אז
743,danach::ADV,унтан,אחר-כך
744,vorher::ADV,малтан,לפני זה
745,zuerst::ADV,пирвай,קדם
746,einmal::ADV,пӗррехинче,פעם
747,manchmal::ADV,хӑш чухне,לפעמים
748,oft::ADV,тӑтӑш,לעתים קרובות
749,immer::ADV,ялан,תמיד
750,niemals::ADV,нихӑҫан та,אף פעם
751,hier::ADV,кунта,כאן
752,hierhin::ADV,кунта,פה
753,von hier::ADV,кунтан,מפה
754,dort::ADV,унта,שם
755,dort::ADV,ҫавӑнта,שם
756,dorthin::ADV,унта,שם
757,dorthin::ADV,ҫавӑнта,שם
758,geradeaus::ADV,тикӗс,ישר
759,vorwärts::ADV,малалла,קדימה
760,rückwärts::ADV,хыҫала,לאחור
761,zurück::ADV,каялла,בחזרה
762,zurück::ADV,каялла,אחורנית
763,unten::ADV,аялта,למטה
764,hinab::ADV,аялта,למטה
765,oben::ADV,ҫӳлте,מעל
766,oben::ADV,ҫӳлте,למעלה
767,hinauf::ADV,ҫӳле,למעלה
768,überall::ADV,таҫта та,בכל מקום
769,überall::ADV,пур ҫӗрте те,בכל מקום
770,überall::ADV,кирек ӑҫта та,בכל מקום
771,nicht::ADV,мар,לא
772,ein wenig::ADV,пӑртак,קצת
773,kaum::ADV,аран,בקשי
774,sehr::ADV,питӗ,מאוד
775,so::ADV,апла,כך
776,so::ADV,апла,ככה
777,noch::ADV,татах,עוד
778,noch::ADV,татах,עדין
779,nur::ADV,ҫех,רק
780,schon::ADV,ӗнтӗ,כבר
781,wieder::ADV,каллех,שוב
782,vergebens::ADV,харам,לריק
783,vergebens::ADV,харам,לשוא
784,vor::PRP,умӗнче,מול
785,hinter::PRP,кайра,מאחורי
786,unter::PRP,айне,מתחת
787,unter::PRP,айӗпе,מתחת
788,unter::PRP,айӗнче,מתחת
789,unter::PRP,ҫитеспе,מתחת
790,durch::PRP,витӗр,דרך
791,neben::PRP,патӗнче,ליד
792,neben::PRP,патӗнче,על-יד
793,zwischen::PRP,хушшинче,בין
794,wegen::PRP,пула,בשל
795,wegen::PRP,пула,בגלל
796,wegen::PRP,пирки,בשל
797,wegen::PRP,пирки,בגלל
798,dies::PRN,ку,זה
799,dies::PRN,ҫак,זה
800,das::PRN,ҫав,זה
801,alles::PRN,пурте,הכל
802,alles::PRN,йӑлт,הכל
803,ich::PRN,эп,אני
804,du::PRN,эс,את
805,du::PRN,эс,אתה
806,er::PRN,вӑл,הוא
807,wir::PRN,эпир,אנחנו
808,ihr::PRN,эсир,לה
809,sie::PRN,вӗсем,הם
810,was::FPRN,мӗн,מה
811,was::FPRN,мӗскер,מה
812,was::FPRN,мӗн те пулин,מה
813,wer::FPRN,кам,מי
814,wo::FADV,ӑҫта,איפה
815,wohin::FADV,ӑҫта,לאן
816,wie::FADV,епле,איך
817,wie::FADV,мӗнле,איך
818,warum::FADV,ма,למה
819,warum::FADV,мӗншӗн,למה
820,wieviel::FNUM,миҫе,כמה
821,eins::NUM,пӗр,אחד
822,eins::NUM,пӗрре,אחד
823,zwei::NUM,ик,שתים
824,zwei::NUM,икӗ,שתים
825,zwei::NUM,иккӗ,שתים
826,drei::NUM,виҫ,שלושה
827,drei::NUM,виҫӗ,שלושה
828,drei::NUM,виҫҫӗ,שלושה
829,vier::NUM,тӑват,ארבעה
830,fünf::NUM,пилӗк,חמשה
831,fünf::NUM,пиллӗк,חמשה
832,sechs::NUM,улт,ששה
833,sechs::NUM,ултӑ,ששה
834,sechs::NUM,улттӑ,ששה
835,sieben::NUM,ҫич,שבעה
836,sieben::NUM,ҫичӗ,שבעה
837,sieben::NUM,ҫиччӗ,שבעה
838,acht::NUM,сакӑр,שמונה
839,acht::NUM,саккӑр,שמונה
840,neun::NUM,тӑхӑр,תשעה
841,neun::NUM,тӑххӑр,תשעה
842,zehn::NUM,вунӑ,עשרה
843,zehn::NUM,вуннӑ,עשרה
844,elf::NUM,вун пӗр,אחת עשרה
845,zwölf::NUM,вун ик,שתים עשרה
846,zwölf::NUM,вун икӗ,שתים עשרה
847,zwölf::NUM,вун иккӗ,שתים עשרה
848,zwanzig::NUM,ҫирӗм,עשרים
849,dreißig::NUM,вӑтӑр,שלושים
850,vierzig::NUM,хӗрӗх,ארבעים
851,fünfzig::NUM,аллӑ,חמשים
852,sechzig::NUM,утмӑл,ששים
853,siebzig::NUM,ҫитмӗл,שבעים
854,achtzig::NUM,сакӑр вунӑ,שמונים
855,achtzig::NUM,сакӑр вуннӑ,שמונים
856,neunzig::NUM,тӑхӑр вун,תשעים
857,neunzig::NUM,тӑхӑр вунӑ,תשעים
858,neunzig::NUM,тӑхӑр вуннӑ,תשעים
859,hundert::NUM,ҫӗр,מאה
860,tausend::NUM,пин,אלף
861,und::CNJ,та,ו
862,oder::CNJ,е,או
863,stehen::V,тӑр,עמד
864,sitzen::V,лар,ישב
865,liegen::V,вырт,שכב
866,hängen::V,усӑнса тӑр,היה תלוי
867,hängen::V,ҫакӑнса тӑр,היה תלוי
868,werden::V,пул,הפך ל
869,passieren::V,пул,קרה
870,beginnen::V,пуҫлан,התחיל
871,enden::V,пӗт,הסתים
872,enden::V,вӗҫлен,הסתים
873,wechseln::V,улшӑн,השתנה
874,aufgehen[Sonne]::V,тух,זרח
875,untergehen[Sonne]::V,анса лар,שקע
876,scheinen[Sonne]::V,пӑх,בהק
877,donnern::V,кӗмсӗртет,רעם
878,donnern::V,авӑт,רעם
879,wehen::V,варкӑш,נשב
880,strömen::V,тӑкӑн,זרם
881,fließen::V,юх,זרם
882,sich drehen::V,ҫаврӑн,הסתובב
883,schwanken::V,чӳхен,התנודד
884,schwingen::V,суллан,התנענע
885,fallen::V,кип,נפל
886,fallen::V,тӳр кип,נפל
887,fallen::V,татӑлса ан,נפל
888,brennen::V,ҫун,בער
889,rauchen::V,мӑкӑрлан,עשן
890,rauchen::V,тӗтӗм кӑлар,עשן
891,regnen::V,ҫумӑр ҫӑвать,ירד גשם
892,gefrieren::V,шӑн,קפא
893,tauen::V,ирӗл,נמס
894,schmelzen::V,ирӗл,התיך
895,trocknen::V,тип,התיבש
896,sieden::V,вӗре,רתח
897,faulen::V,ҫӗр,רקב
898,verfaulen::V,ҫӗр,רקב
899,reißen::V,ҫурӑл,נקרע
900,versinken::V,пут,טבע
901,vergehen::V,ирт,עבר
902,erscheinen::V,курӑн,נגלה
903,erscheinen::V,курӑн,הופיע
904,erscheinen::V,курӑнса кай,נגלה
905,erscheinen::V,курӑнса кай,הופיע
906,verschwinden::V,ҫухал,נעלם
907,sinken::V,чак,ירד
908,abnehmen::V,чак,הפחית
909,zunehmen::V,пысӑклан,רבה
910,steigen::V,ҫӗклен,עלה
911,wachsen::V,ӳс,גדל
912,glänzen::V,ҫиҫ,נצץ
913,glänzen::V,ҫиҫ,בהק
914,funkeln::V,ялкӑш,נצנץ
915,funkeln::V,йӑлтӑртат,נצנץ
916,lärmen::V,шавла,רעש
917,läuten::V,шӑнкӑравла,צלצל
918,klingeln::V,шӑнкӑравла,צלצל
919,klirren::V,калтлат,קרקש
920,klirren::V,шӑнкӑлтат,קרקש
921,brausen::V,ахӑр,געש
922,rauschen::V,вашӑлтат,רשרש
923,rauschen::V,чашӑлтат,רשרש
924,klingen::V,янӑра,נשמע
925,bellen::V,вӗр,נבח
926,heulen::V,ула,ילל
927,blasen::V,вӗр,נשף
928,pfeifen::V,шӑхӑр,שרק
929,schreien::V,кӑшкӑр,צעק
930,stöhnen::V,йынӑш,נאנק
931,zittern::V,чӗтре,רעד
932,leben::V,пурӑн,חי
933,geboren werden::V,ҫурал,נולד
934,atmen::V,сывла,נשם
935,trinken::V,ӗҫ,שתה
936,essen::V,ҫи,אכל
937,schlucken::V,ҫӑт,בלע
938,müde werden::V,ӗшен,התעיף
939,einschlafen::V,ыйха пут,נרדם
940,einschlafen::V,ҫывӑрса кай,נרדם
941,schlafen::V,ҫывӑр,ישן
942,aufwachen::V,вӑран,התעורר
943,aufstehen::V,тӑр,קם
944,sich erholen::V,кан,נפש
945,krank werden::V,чирле,חלה
946,krank sein::V,чирле,היה חולה
947,schmerzen::V,сур,כאב
948,schmerzen::V,ырат,כאב
949,husten::V,ӳсӗр,השתעל
950,genesen::V,сывал,הבריא
951,genesen::V,тӳрлен,הבריא
952,sterben::V,вил,מת
953,umkommen::V,вил,נספה
954,sich bewegen::V,куҫ,נע
955,sich rühren::V,хускал,זז
956,sich erheben::V,тӑр,קם
957,sich setzen::V,лар,התישב
958,hinfallen::V,ӳк,נפל
959,laufen::V,ут,הלך ברגל
960,schreiten::V,ут,פסע
961,spazierengehen::V,уҫӑлса ҫӳре,טיל
962,spazierengehen::V,уткаласа ҫӳре,טיל
963,eilen::V,васка,אץ
964,eilen::V,васка,מהר
965,eilen::V,хыпалан,אץ
966,eilen::V,хыпалан,מהר
967,sich beeilen::V,васка,מהר
968,sich beeilen::V,хыпалан,מהר
969,sausen::V,ыткӑн,אץ
970,sausen::V,вӗҫтер,אץ
971,rennen::V,чуп,רץ
972,springen::V,сик,קפץ
973,klettern::V,улӑх,טפס
974,schaukeln::V,йӳрӗн,התנדנד
975,kriechen::V,шу,זחל
976,kriechen::V,упален,זחל
977,schwimmen::V,иш,שחה
978,tauchen::V,чӑм,צלל
979,rudern::V,авӑс,חתר
980,fahren::V,пыр,נסע
981,fliegen::V,вӗҫ,עף
982,gehen::V,кай,הלך
983,weggehen::V,кай,עזב
984,abfahren::V,тапран,יצא
985,anhalten::V,чарӑн,עצר
986,hineingehen::V,кӗр,נכנס
987,eintreten::V,кӗр,נכנס
988,kommen::V,кил,בא
989,ankommen::V,ҫит,הגיע
990,zurückkommen::V,таврӑн,שב
991,zurückkommen::V,таврӑн,חזר
992,zurückkommen::V,каялла кил,שב
993,zurückkommen::V,каялла кил,חזר
994,bleiben::V,юл,נשאר
995,warten::V,кӗт,חכה
996,warten::V,кӗт,המתין
997,erwarten::V,кӗт,צפה
998,suchen::V,шыра,חפש
999,finden::V,туп,מצא
1000,versuchen::V,пикен,נסה
1001,vorbereiten::V,хатӗрле,הכין
1002,lieben::V,юрат,אהב
1003,mögen::V,кӑмӑлла,אהב
1004,mögen::V,килӗштер,אהב
1005,lachen::V,кул,צחק
1006,lachen::V,ахӑлтат,צחק
1007,rühren::V,ҫулӑх,נגע ללב
1008,weinen::V,йӗр,בכה
1009,weinen::V,макӑр,בכה
1010,schimpfen::V,вӑрҫ,גער
1011,schimpfen::V,ятлаҫ,גער
1012,sich ärgern::V,ҫиллен,זעם
1013,sich ärgern::V,ҫиллен,כעס
1014,sich fürchten::V,шиклен,פחד
1015,sich fürchten::V,шиклен,חשש
1016,fürchten::V,хӑра,פחד מ
1017,fürchten::V,хӑра,חשש מ
1018,fliehen::V,тар,ברח
1019,flüchten::V,чупса тар,נמלט
1020,sehen::V,кур,ראה
1021,anschauen::V,пӑхса ил,הביט
1022,ansehen::V,пӑх,התבונן
1023,hören::V,илт,שמע
1024,zuhören::V,итле,הקשיב
1025,zuhören::V,тӑнла,הקשיב
1026,probieren::V,астив,נסה
1027,riechen::V,шӑршла,הריח
1028,fühlen::V,туй,חש
1029,fühlen::V,сис,חש
1030,scheinen::V,туйӑн,נדמה
1031,zu sehen sein::V,курӑн,נראה
1032,vernehmen::V,пӑл,נודע ל
1033,frieren::V,йӳтен,קר ל
1034,tun::V,ту,פעל
1035,können::V,пултар,יכל
1036,wollen::V,те,רצה
1037,anfangen::V,пуҫла,התחיל
1038,beenden::V,пӗтер,גמר
1039,aufhören::V,пӑрах,סים
1040,gelingen::V,ӑн,הצליח
1041,geraten::V,пул,עלה
1042,öffnen::V,уҫ,פתח
1043,schließen::V,хуп,סגר
1044,stellen::V,ларт,העמיד
1045,stellen::V,тӑрат,העמיד
1046,setzen::V,ларт,הושיב
1047,legen::V,хур,שם
1048,berühren::V,перӗн,נגע
1049,verbinden::V,сып,קשר
1050,bedecken::V,вит,כסה
1051,aufhängen::V,ҫак,תלה
1052,anzünden::V,ҫут,הצית
1053,aufheben::V,ҫӗкле,אסף
1054,zurücklassen::V,манса хӑвар,השאיר
1055,verlieren::V,ҫӗтер,אבד
1056,fallen lassen::V,ӳкер,שמט
1057,fallen lassen::V,ӳкер,הפיל
1058,machen::V,ту,עשה
1059,herstellen::V,ӑстала,יצר
1060,bauen::V,ту,בנה
1061,reparieren::V,юса,תקן
1062,verbessern::V,лайӑхлат,שפר
1063,ändern::V,улӑштар,שנה
1064,graben::V,чав,חפר
1065,graben::V,чакала,חפר
1066,beugen::V,кукӑрт,כפף
1067,biegen::V,ав,כופף
1068,biegen::V,кукӑрт,כופף
1069,drehen::V,ҫавӑр,סובב
1070,wenden::V,ӳпӗнтер,הפך
1071,umdrehen::V,ҫавӑр,סובב
1072,heben::V,хӑпарт,הרים
1073,hochheben::V,йӑт,הרים
1074,ergreifen::V,тыт,אחז
1075,halten::V,тыт,החזיק
1076,drücken::V,пус,לחץ
1077,schieben::V,тӗк,הזיז
1078,schieben::V,тӗрт,הזיז
1079,kratzen::V,хыр,שרט
1080,kratzen::V,хыр,שפשף
1081,lecken::V,ҫула,לקק
1082,beißen::V,ҫырт,נשך
1083,beißen::V,хып,נשך
1084,abreißen::V,тат,קרע
1085,abschneiden::V,кас,חתך
1086,binden::V,ҫых,קשר
1087,stecken::V,чик,תקע
1088,brechen::V,хуҫ,שבר
1089,klopfen::V,такка,נקש
1090,hauen::V,шакка,הכה
1091,kleben::V,ҫыпӑҫтар,הדביק
1092,reiben::V,сӑтӑр,שפשף
1093,streichen::V,сӗр,מרח
1094,schleifen::V,хӑйра,השחיז
1095,schneiden::V,кас,גזר
1096,rütteln::V,лӑка,נענע
1097,rütteln::V,силлентер,נענע
1098,schütteln::V,лӑка,נער
1099,schütteln::V,силлентер,נער
1100,schwenken::V,сулла,נופף
1101,schwenken::V,сулла,טלטל
1102,schütten::V,тултар,שפך
1103,füllen::V,тултар,מלא
1104,einwickeln::V,чӗрке,עטף
1105,tragen::V,ҫӗкле,נשא
1106,schleppen::V,сӗтӗр,סחב
1107,ziehen::V,тӑс,משך
1108,aufbewahren::V,усра,שמר
1109,werfen::V,пӑрах,זרק
1110,fangen::V,тыт,תפס
1111,packen::V,тыт,אחז
1112,verstecken::V,пытарса хур,החביא
1113,teilen::V,уйӑр,חלק
1114,teilen::V,пайла,חלק
1115,schicken::V,яр,שלח
1116,bringen::V,кӳр,הביא
1117,hinzufügen::V,хуш,הוסיף
1118,bekommen::V,ил,תפס
1119,bekommen::V,туян,תפס
1120,erhalten::V,ил,קבל
1121,erhalten::V,туян,קבל
1122,nehmen::V,ил,אחז
1123,wählen::V,суйла,בחר
1124,auswählen::V,суйла,בחר ב
1125,bewahren::V,упра,קים
1126,behindern::V,кансӗрле,מנע
1127,behindern::V,чӑрмантар,מנע
1128,verderben::V,пӑс,מנע
1129,beschädigen::V,пӑс,הזיק
1130,zerbrechen::V,ват,נשבר
1131,zerbrechen::V,ҫӗмӗр,נשבר
1132,zerreißen::V,ҫур,קרע
1133,zerstören::V,иш,הרס
1134,zerstören::V,иш,השמיד
1135,verbrennen::V,ҫунтар,שרף
1136,geben::V,пар,נתן
1137,reichen::V,пар,העביר
1138,schenken::V,парнеле,נתן במתנה
1139,versprechen::V,тума пул,הבטיח
1140,versprechen::V,сӑмах пар,הבטיח
1141,wünschen::V,сун,אחל
1142,loben::V,ырла,שבח
1143,küssen::V,чуп ту,נשק
1144,wiegen::V,сиктер,נדנד
1145,wiegen::V,силле,נדנד
1146,zudecken::V,вит,כסה
1147,wecken::V,вӑрат,עורר
1148,zeigen::V,кӑтарт,הראה
1149,führen::V,илсе пыр,הביא
1150,führen::V,илсе пыр,הוביל
1151,führen::V,ҫавӑтса пыр,הביא
1152,führen::V,ҫавӑтса пыр,הוביל
1153,lehren::V,вёрент,למד
1154,unterrichten::V,вёрент,למד
1155,aufziehen::V,вӗрент,רומם
1156,leiten::V,тытса пыр,נהל
1157,antreiben::V,васкат,המרץ
1158,lassen::V,пусахла,נתן
1159,lassen::V,хуш,נתן
1160,einladen::V,чӗн,הזמין
1161,vereinigen::V,пӗрлештер,אחד
1162,vereinigen::V,пӗрлештер,לכד
1163,besuchen::V,ҫит,בקר
1164,besuchen::V,кӗрсе кур,בקר
1165,treffen::V,тӗл пул,פגש
1166,sich versammeln::V,пуҫтарӑн,התאסף
1167,spielen::V,выля,שחק
1168,singen::V,юрла,שר
1169,tanzen::V,ташла,רקד
1170,sich trennen::V,уйрӑл,נפרד
1171,verlassen::V,хӑвар,עזב
1172,retten::V,ҫӑл,הציל
1173,bewachen::V,хуралла,שמר
1174,schützen::V,сыхла,אבטח
1175,verteidigen::V,хӳтӗле,הגן
1176,sich schlagen::V,ҫапӑҫ,התכתש
1177,schießen::V,пер,ירה
1178,siegen::V,ҫӗн,גבר
1179,siegen::V,ҫӗн,נצח
1180,siegen::V,ҫӗнтер,גבר
1181,siegen::V,ҫӗнтер,נצח
1182,ärgern::V,тарӑхтар,עצבן
1183,ärgern::V,ҫиллентер,עצבן
1184,schlagen::V,ҫап,הכה
1185,schlagen::V,ҫап,הלקה
1186,treten::V,тап,בעט
1187,stechen::V,чик,דקר
1188,stoßen::V,чыш,דחק
1189,stehlen::V,вӑрла,גנב
1190,stören::V,кансӗрле,קטע
1191,stören::V,кансӗрле,הפריע
1192,belästigen::V,аптӑрат,הציק
1193,belästigen::V,аптӑрат,הטריד
1194,belästigen::V,хупла,הציק
1195,belästigen::V,хупла,הטריד
1196,verbergen::V,пытар,הצניע
1197,täuschen::V,суй,שגע
1198,betrügen::V,ултала,הונה
1199,töten::V,вӗлер,הרג
1200,wohnen::V,чуна пар,גר
1201,wohnen::V,парӑнса тӑр,גר
1202,arbeiten::V,ӗҫле,עבד
1203,sammeln::V,пух,אסף
1204,pflücken::V,тат,קטף
1205,jagen::V,сунара ҫӳре,צד
1206,fischen::V,пулӑ тыт,דג
1207,fassen::V,тыт,תפס
1208,hüten::V,кӗт,רעה
1209,treiben::V,хӑвала,הוציא
1210,anbinden::V,кӑкар,קשר
1211,füttern::V,ҫитер,הלעיט
1212,melken::V,су,חלב
1213,hacken::V,вакла,קצץ
1214,gießen::V,шӑвар,השקה
1215,reifen::V,пиҫ,בשל
1216,zubereiten::V,пӗҫер,הכין
1217,kochen::V,пӗҫер,בשל
1218,backen::V,пӗҫер,אפה
1219,braten::V,ӑшала,צלה
1220,braten::V,ӑшала,טגן
1221,umrühren::V,хутӑштар,ערבב
1222,stricken::V,ҫых,סרג
1223,nähen::V,ҫӗле,תפר
1224,färben::V,пӗвет,צבע
1225,reinigen::V,тасат,נקה
1226,waschen::V,ҫу,רחץ
1227,waschen::V,ҫу,כבס
1228,abwischen::V,шӑл,נגב
1229,spülen::V,чӳхе,שטף
1230,fegen::V,шӑл,טאטא
1231,kehren::V,шӑл,טאטא
1232,baden::V,шыва кӗр,טבל
1233,baden::V,шыва кӗр,שחה
1234,sich waschen::V,ҫӑвӑн,התרחץ
1235,ausziehen::V,салан,הוריד
1236,anziehen::V,тӑхӑн,לבש
1237,sich anziehen::V,тӑхӑн,התלבש
1238,kämmen::V,тура,סרק
1239,schmücken::V,илемлет,קשט
1240,sagen::V,те,אמר
1241,sprechen::V,кала,דבר
1242,reden::V,сӑмахла,דבר
1243,reden::V,калаҫ,דבר
1244,sich unterhalten::V,пупле,שוחח
1245,fragen::V,ыйт,שאל
1246,bitten::V,ыйт,בקש
1247,erzählen::V,каласа пар,ספר
1248,mitteilen::V,пӗлтер,מסר
1249,mitteilen::V,пӗлтер,הודיע
1250,mitteilen::V,хыпарла,מסר
1251,mitteilen::V,хыпарла,הודיע
1252,nennen::V,те,קרא בשם
1253,nennen::V,чӗн,קרא בשם
1254,rufen::V,чӗн,גיס
1255,rufen::V,чӗн,הזמין לבוא
1256,prahlen::V,мухтан,התרברב
1257,prahlen::V,вӗҫкӗнлен,התרברב
1258,übersetzen::V,куҫар,תרגם
1259,denken::V,шухӑшла,חשב
1260,glauben::V,ӗнен,האמין
1261,bemerken::V,асӑрха,הבחין
1262,erkennen::V,палла,זהה
1263,begreifen::V,ӑнлан,קלט
1264,begreifen::V,ӑнлан,הבין
1265,verstehen::V,пӗл,הבין
1266,lernen::V,вӗрен,למד
1267,wissen::V,пӗл,ידע
1268,wissen::V,ӑнкар,ידע
1269,sich erinnern an::V,аса ил,זכר
1270,vergessen::V,ман,שכח
1271,vergessen::V,манса кай,שכח
1272,messen::V,виҫ,מדד
1273,zählen::V,шутла,ספר
1274,rechnen::V,шутла,חשב
1275,lesen::V,вула,קרא
1276,malen::V,ӳкер,ציר
1277,zeichnen::V,ӳкер,שרטט
1278,schreiben::V,ҫыр,כתב
1279,besitzen::V,тыт,היה בעל של
1280,kaufen::V,ил,קנה
1281,kaufen::V,ил,רכש
1282,kaufen::V,туян,קנה
1283,kaufen::V,туян,רכש
1284,verkaufen::V,сут,מכר
1285,bezahlen::V,тӳле,שלם
1286,zahlen::V,тӳле,שלם
1287,beherrschen::V,тыт,שלט
1288,ertragen::V,тӳс,סבל
1289,Bauch::N,,בטן
