,Concept_ID,xal,mrj
98,See::N,нур,йӓр
99,Sumpf::N,унул,лӱкӹ
100,Moor::N,улм,куп
101,Wiese::N,хадлһн,алык
102,Wald::N,ө-модн,шӹргӹ
103,Hügel::N,толһа,пӱгӹрикӓ
104,Anhöhe::N,хамр,кӱкшикӓ
105,Berg::N,уул,кырык
106,Gipfel::N,ора,неркӓ
107,Höhle::N,хадин көндә,ы́раж
108,Abhang::N,ташу,полом
109,Quelle::N,булг,вӹдсӹнзӓ
110,Bach::N,һооҗур,ӓнгӹр
111,Fluss::N,һол,вӹд
112,Ufer::N,көвә,сир
113,Küste::N,көвә,сир
114,Küste::N,теңгсин көвә,сир
115,Festland::N,хүүрә һазр,мӱлӓндӹ
116,Meer::N,теңгс,тангыж
117,Bucht::N,цекә,вӹдъял
118,Bucht::N,теңгсин цекә,вӹдъял
119,Insel::N,арл,острок
120,Blume::N,цецг,пеледӹш
121,Gras::N,ноһан,шуды
122,Wurzel::N,уңг,важ
123,Baum::N,модн,пушӓнгӹ
124,Stamm::N,шилв,пушӓнгӹ тӹнг
125,Stamm::N,һол модн,пушӓнгӹ тӹнг
126,Rinde::N,көрсн,каргыж
127,Ast::N,ац,укш
128,Zweig::N,ац,укш
129,Blatt::N,хамтхасн,листӹ
130,Birke::N,хусм модн,куги
131,Kiefer[Baum]::N,шар харһа,йӓктӹ
132,Weide[Baum]::N,удн,уа
133,Tanne::N,җөөлн цаһан модн,кож
134,Horn::N,өвр,шур
135,Feder::N,өрвлг,пын
136,Fell::N,арсн,кавашты
137,Flügel::N,җивр,шылдыр
138,Klaue::N,хумсн,кӹч
139,Kralle::N,тавг,лапа
140,Schwanz::N,сүл,пач
141,Ei::N,өндгн,мыны
142,Nest::N,үр,пӹжӓш
143,Bau::N,нүкн,ыраж
144,Tier::N,мал,во́льык
145,Herde::N,сүрг мал,кӹтö
146,Kuh::N,үкр,ышкал
147,Bulle::N,бух,ӱшкӱж
148,Pferd::N,мөрн,имни
149,Schaf::N,хөн,шарык
150,Schwein::N,һаха,сасна
151,Hund::N,ноха,пи
152,Katze::N,мис,коти
153,Bär::N,аю,мöскӓ
154,Eichhörnchen::N,кермн,ур
155,Elch::N,хандһа,шарды
156,Fuchs::N,арат,рӹвӹж
157,Hase::N,туула,морен
158,Maus::N,хулһн,каля
159,Wolf::N,чон,пирӹ
160,Vogel::N,шовун,кек
161,Schwarm::N,зел,цуца
162,Huhn::N,така,цӹвӹ
163,Hahn::N,эр така,ӓптӓн
164,Gans::N,һалун,комбы
165,Adler::N,һәрд,кучкыж
166,Ente::N,нуһсн,лыды
167,Eule::N,һурвлһ,тымана
168,Kranich::N,тоһрун,тырня
169,Kranich::N,тоһрун,тыртня
170,Krähe::N,шаазһа,лудыгарак
171,Kuckuck::N,эргин хуцдг,куку
172,Schwan::N,хун,йӱксӹ
173,Fisch::N,заһсн,кол
174,Barsch::N,шүрг,алангы
175,Hecht::N,цурх,нуж
176,Hecht::N,цурх,нужгол
177,Schlange[Tier]::N,моһа,кӹшкы
178,Wurm::N,өтн,шукш
179,Spinne::N,аралҗн,ӓнгӹремшӹ
180,Ameise::N,шорһлҗн,кыткы
181,Laus::N,бөөсн,ти
182,Mücke::N,бөкүн,кужнер
183,Mücke::N,бөкүн,кужынер
184,Fliege::N,батхн,шӹнгӓ
185,Schmetterling::N,эрвәкә,лӹпӹ
186,Beere::N,бөөлҗрһн,мöр
187,Apfel::N,альмн,олма
188,Pilz::N,теңгрин ки,понгы
189,Zwiebel::N,мәңгрснә толһа,охыра
190,Saat::N,буудян экн,нӱшмӹ
191,Saat::N,буудян экн,нӱшмӱ
192,Korn::N,экн,пӹрцӹ
193,Heu::N,өвсн,шуды
194,Schale::N,хальсн,аваха
195,Schale::N,хальсн,карлангы
196,Grube::N,нүкн,йӓм
197,Falle::N,урх,лӱдӹ
198,Falle::N,урх,лӱдӹш
199,Falle::N,хавх,лӱдӹ
200,Falle::N,хавх,лӱдӹш
201,Schlinge::N,бүтү,онгы
202,Spur::N,мөр,кишӓ
203,Asche::N,үмсн,ломых
204,Asche::N,үмсн,ломпыж
205,Dreck::N,бальчг,лявӹрӓ
206,Eisen::N,төмр,кӹртни
207,Gold::N,алтн,шöртни
208,Gold::N,алтн,шöртньӹ
209,Silber::N,мөңгн,ши
210,Silber::N,цаһан мөңгн,ши
211,Kohle::N,нүүрсн,шӱ
212,Glas::N,шил,охоница
213,Lehm::N,шавр,шун
214,Sand::N,элсн,ошма
215,Mensch::N,күн,эдем
216,Mensch::N,күмн,эдем
217,Mann::N,эр,пӱэргӹ
218,Frau::N,күүкд күн,ӹдӹрӓмӓш
219,Kind::N,үрн,ӓзӓ
220,Kind::N,үрн,шачшы
221,Junge::N,көвүн,рвезӹ
222,Junge::N,көвүн,ӹрвезӹ
223,Mädchen::N,бичкн күүкн,ӹдӹрӓш
224,Familie::N,бүл,йиш
225,Familie::N,бүл,семня
226,Großvater::N,өвк эцк,тьоти
227,Großvater::N,наһц эцк,тьоти
228,Großmutter::N,эмг эк,папа
229,Großmutter::N,наһц эк,папа
230,Eltern::N,эк эцк хойр,ӓтя-ӓвӓ
231,Vater::N,эцк,ӓтя
232,Mutter::N,эк,ӓвӓ
233,Sohn::N,көвүн,эргӹ
234,Tochter::N,күүкн,ӹдӹр
235,Bruder::N,дү көвүн,ӹза
236,Schwester::N,эгч,ӓкӓ
237,Schwester::N,дү күүкн,ӓкӓ
238,Onkel::N,авһ,кугуза
239,Onkel::N,наһцх,кугуза
240,Tante::N,наһц эгч,куака
241,Ehemann::N,залу,мары
242,Ehefrau::N,гергн,вӓтӹ
243,Freude::N,байр,ӹвӹртӹмӓш
244,Gelächter::N,инәдн,ваштылмаш
245,Glück::N,җирһл,пиӓл
246,Glück::N,сәәхн җирһл,пиӓл
247,Kummer::N,зовлң,ясы
248,Wunsch::N,дурн,охата
249,Wunsch::N,дурн,шанымаш
250,Lust::N,җилвтлһн,шӓр
251,Lust::N,җилвтлһн,охата
252,Lust::N,җилвтлһн,шанымаш
253,Geist::N,зөрг,тух
254,Gedanke::N,ухан,шанымаш
255,Gedächtnis::N,чееҗин тодлвр,ӓш
256,Verstand::N,ухан,ыш
257,Sinn::N,учр-утх,кын
258,Grund::N,учр,вир
259,Grund::N,шалтан,вир
260,Wahrheit::N,үнн,тöр
261,Gespräch::N,күүндвүр,хытырымаш
262,Märchen::N,тууль,ямак
263,Erzählung::N,келвр,шайыштмаш
264,Nachricht::N,медүллһн,увертӓрӹмӓш
265,Neuigkeit::N,зәңг,увер
266,Name::N,нерн,лӹм
267,Rätsel::N,тәәлвртә тууль,тышты
268,Rede::N,келлһн,шая
269,Rede::N,келлһн,шамак
270,Sprache::N,келн,йӹлмӹ
271,Stimme::N,дун,юк
272,Wort::N,үг,шамак
273,Zeichen::N,темдг,палӹ
274,Ruf::N,дуудлһн,сӹгӹрӹмӓш
275,Lärm::N,шууган,юкланымащ
276,Laut::N,ә,юк
277,Ton::N,дун,юк
278,Lied::N,дун,мыры
279,Ruhe::N,амулң,тыр
280,Leute::N,әмтн,эдемвлӓ
281,Volk::N,улс,халык
282,Arbeit::N,көдлмш,пӓшӓ
283,Gast::N,гиич,хына
284,Geschenk::N,белг,подарка
285,Spiel::N,наадн,мадыш
286,Gesellschaft::N,олн,йӓл
287,Gesellschaft::N,олн,йӓлвлӓ
288,Hilfe::N,нөкд,палшык
289,Freund::N,иньг,тӓнг
290,Kamerad::N,үр,тос
291,Angelegenheit::N,керг,дела
292,Angelegenheit::N,керг,йела
293,Angelegenheit::N,керг,йыла
294,Angelegenheit::N,керг,пӓшӓ
295,Anzahl::N,то,шот
296,Art::N,зүүл,цӹре
297,Stück::N,хусг,лаштык
298,Teil::N,хүв,пай
299,Teil::N,хүв,часть
300,Hälfte::N,өрәл,пел
301,Kreis::N,төгрг,тӹртӹш
302,Kreuz::N,кирс,крестӹ
303,Linie::N,зурасн,
304,Strich::N,татасн,
305,Abstand::N,зә,ло
306,Entfernung::N,һазр,ло
307,Gegend::N,һазр,вӓр
308,Platz::N,зә,вӓр
309,Ort::N,бәәрн,вӓр
310,Seite::N,тал,öрдӹж
311,Seite::N,хаҗу,öрдӹж
312,Seite::N,хәврһ,öрдӹж
313,Mitte::N,дунд,ло
314,Gegenstand::N,юмн,хӓдӹр
315,Sache::N,юмн,хӓдӹр
316,Rand::N,зах,шöр
317,Kante::N,ирмәг,шöр
318,Ecke::N,өнцг,лык
319,Spitze::N,үзүр,вуй
320,Ende::N,үзүр,вуй
321,Ende::N,үзүр,мычаш
322,Loch::N,хаһрха,ыраж
323,Winkel::N,булң,лык
324,Muster::N,намч,тӹрлец
325,Größe::N,кемҗән,кӱкшӹц
326,Länge::N,ут,кыт
327,Höhe::N,өндр,кӱкшӹц
328,Gewicht::N,күнд,нелӹц
329,Gewicht::N,чиңнүр,нелӹц
330,Menge::N,ик,шот
331,Haufen::N,ова,ара
332,Reihe::N,зерг,ряд
333,Reihe::N,зерглән,ряд
334,Boot::N,оңһц,пыш
335,Ruder::N,хәәв,вешлӓ
336,Schlitten::N,цан,тир
337,Ski::N,лыҗ,ечӹ
338,Lagerfeuer::N,костёр,тыл
339,Last::N,күнд,нелӹц
340,Gang::N,йовлһн,ход
341,Schritt::N,ишкм,ашкыл
342,Norden::N,ар үзг,йыдпелвел
343,Süden::N,өмн,кечӹвӓлвел
344,Süden::N,өмн үзг,кечӹвӓлвел
345,Westen::N,барун,кечӹ шӹцмӹ
346,Westen::N,барун үзг,кечӹ шӹцмӹ
347,Osten::N,зүн,ирвел
348,Osten::N,зүн,кечӹ лӱлтмӹ
349,Osten::N,зүн үзг,ирвел
350,Osten::N,зүн үзг,кечӹ лӱлтмӹ
351,Holz::N,модн,пушӓнгӹ
352,Brett::N,харһа,ханга
353,Platte::N,хавтха чолун,плитӓ
354,Stütze::N,тулг,цӓрӓк
355,Stange::N,уньн,равы
356,Stange::N,уньн,намаш
357,Stock::N,модн,панды
358,Stab::N,шуург,равы
359,Rohr::N,турва,пыч
360,Haus::N,гер,пöрт
361,Heim::N,гер-бул,пöрт
362,Ofen::N,беш,камака
363,Fußboden::N,девскр,седӹрӓ
364,Tisch::N,ширә,стöл
365,Stuhl::N,стул,пöкен
366,Wiege::N,өлгә,шипкӓ
367,Wiege::N,дүүҗң,шипкӓ
368,Bett::N,орн,койка
369,Bett::N,орн,кравать
370,Bett::N,орндг,койка
371,Bett::N,орндг,кравать
372,Regal::N,таг,полицӓ
373,Regal::N,тәвц,полицӓ
374,Kiste::N,яршг,шӱ́ндӹк
375,Fenster::N,терз,окня
376,Tür::N,үүдн,амаса
377,Tor::N,үүдн,хапка
378,Tor::N,өргн үүдн,хапка
379,Tor::N,хашан үүдн,хапка
380,Zaun::N,хаша,забор
381,Dach::N,деевр,левӓш
382,Leiter::N,шат,ташкалтыш
383,Leiter::N,давшур,ташкалтыш
384,Besen::N,сәвүр,сало
385,Besen::N,сәвүр,салко
386,Spaten::N,күрз,кольмы
387,Schaufel::N,совг,лоток
388,Gabel::N,серә,ви́лка
389,Löffel::N,ухр,савала
390,Messer::N,утх,кӹзӹ
391,Nagel::N,хадасн,пыда
392,Netz::N,гөлм,вӓпш
393,Haken::N,дегә,крӱк
394,Haken::N,дегә,кагак
395,Griff::N,иш,кычем
396,Griff::N,бәрүл,кычем
397,Schloss::N,оньс,замок
398,Schloss::N,оньс,сыравач
399,Bild::N,зург,картин
400,Figur::N,фигур,кӓн
401,Puppe::N,наадһа,поханя
402,Beutel::N,мишг,мешӓк
403,Bündel::N,багла,топ
404,Bündel::N,багла,пидӹш
405,Bündel::N,багла,кӹлдӹш
406,Bündel::N,боодһа,топ
407,Bündel::N,боодһа,пидӹш
408,Bündel::N,боодһа,кӹлдӹш
409,Tasche::N,сумк,сумкы
410,Eimer::N,суулһ,ведӹрӓ
411,Deckel::N,бүркәсн,комдыш
412,Geschirr::N,сав,ӓтӹ
413,Geschirr::N,сав-сарх,ӓтӹ
414,Sack::N,мишг,мешӓк
415,Tasse::N,ааһ,цӓшкӓ
416,Topf::N,кастрюль,ми́ска
417,Kessel::N,хәәсн,пад
418,Essen::N,зоогллһн,качкыш
419,Essen::N,зоогллһн,качкыш-йӱш
420,Nahrung::N,теҗәл,качкыш
421,Nahrung::N,теҗәл,качкыш-йӱш
422,Speise::N,хот,няня
423,Fleisch::N,махн,пай
424,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,киндӹ
425,Brei::N,хаш,шӹрӓш
426,Brot::N,өдмг,сыкыр
427,Scheibe::N,зүсм,ламыт
428,Scheibe::N,зүсм,лаштык
429,Fett::N,өөкн,кая
430,Butter::N,тосн,ӱ
431,Öl::N,тосн,ӱ
432,Salz::N,давсн,санзал
433,Suppe::N,шөлн,лем
434,Honig::N,бал,мӱ
435,Milch::N,үсн,шӹшер
436,Tee::N,цә,чӓй
437,Leder::N,арсн,шарга
438,Leder::N,арсн,кавашты
439,Wolle::N,утцн,миж
440,Wolle::N,эд,миж
441,Stoff::N,эд,матер
442,Stoff::N,эд,матери
443,Nadel::N,зүн,им
444,Faden::N,утцн,шӹртӹ
445,Knopf::N,товч,полдыш
446,Knoten::N,зәңгдә,пӱкшем
447,Farbe::N,будг,чиӓ
448,Farbe::N,будг,крӓскӓ
449,Kleidung::N,хувцн,выргем
450,Kleidung::N,хувц-хунр,выргем
451,Hemd::N,киилг,тыгыр
452,Kragen::N,зах,шӱ
453,Ärmel::N,ханцн,шокш
454,Hose::N,шалвур,ялаш
455,Gürtel::N,бүс,ӹштӹ
456,Mütze::N,махла,упш
457,Schuh::N,башмгуд,ту́фльы
458,Stiefel::N,һосн,кем
459,Ring::N,билцг,шӓргӓш
460,Band::N,лент,лемтӓ
461,Kamm::N,сам,шерге
462,Spiegel::N,толь,тӹгӹр
463,Riemen::N,бүс,прӓжӓ
464,Schnur::N,деесн,кӓндӹра
465,Leine::N,бурнтг,керем
466,Leine::N,нохан көтлвр,керем
467,Decke::N,көнҗл,одеял
468,Kissen::N,дер,кӹпцӹк
469,Tuch::N,альчур,савыц
470,Handtuch::N,полотенц,шӹргӹсавыц
471,Handtuch::N,полотенц,шӹргӹмсавыц
472,Handtuch::N,һар-нүүрин альчур,шӹргӹсавыц
473,Handtuch::N,һар-нүүрин альчур,шӹргӹмсавыц
474,Kraft::N,күчн,ви
475,Stärke::N,чидл,ви
476,Gesundheit::N,эрүл-менд,шу
477,Gesundheit::N,эрүл-менд,шулык
478,Krankheit::N,өвчн,мыж
479,Schmerz::N,өвдлһн,карштыш
480,Wunde::N,шав,шушыр
481,Fieber::N,безг,ӱштӹмыж
482,Arznei::N,эм,лекӓрцӹ
483,Brücke::N,тагт,кӹвер
484,Brunnen::N,худг,вӹдсӹнзӓ
485,Weide::N,малын идг,ныр
486,Pfad::N,цувг,ялгорны
487,Weg::N,хаалһ,корны
488,Straße::N,зам,корны
489,Dorf::N,хотн,сола
490,Stadt::N,балһсн,города
491,Brief::N,бичг,сирмӓш
492,Buch::N,дегтр,книгӓ
493,Buchstabe::N,үзг,буква́
494,Zeitung::N,газет,газет
495,Zeitung::N,газет,кайзет
496,Leben::N,җирһл,житя
497,Tod::N,үкл,смöрт
498,Tod::N,өңгрлһн,смöрт
499,Grab::N,оршалһна нүкн,шӹгер
500,Grab::N,оршалһна нүкн,мыгилӓ
501,Grab::N,оршалһна нүкн,шӹгерлӓ
502,Kirche::N,чонҗ,церкӹ
503,Sünde::N,нүл,сулык
504,Sünde::N,килнц,сулык
505,Gott::N,бурхн,йымы
506,Arbeiter::N,көдлмшч,пӓшӓзӹ
507,Chef::N,толһач,вуй
508,Meister::N,урн,мастар
509,Arzt::N,эмч,доктор
510,Lehrer::N,багш,тымдышы
511,Geld::N,мөңгн,окса
512,Geschäft::N,көдлмш,торге́йӹмӓш
513,Laden::N,лавк,лапка
514,Laden::N,лавк,магазин
515,Preis::N,үн,ӓк
516,Ware::N,эд-тавр,товар
517,Nutzen::N,олз,пайда
518,Reichtum::N,зөөр,перке
519,Welt::N,орчлң,сӓндӓлӹк
520,Welt::N,орчлң,свет
521,Welt::N,делкә,сӓндӓлӹк
522,Welt::N,делкә,свет
523,Land::N,орн-нутг,сӓндӓлӹк
524,Staat::N,государств,кугижӓншӹ
525,König::N,хан,король
526,Macht::N,йосн,власть
527,Grenze::N,меҗә,пӹсмӓн
528,Krieg::N,дән,вырсы
529,Feind::N,дәәсн,тышман
530,Gewalt::N,күч һарһлһн,ви
531,Kampf::N,ноолдан,кредӓлмӓш
532,Kampf::N,бәрлдлһн,кредӓлмӓш
533,Bogen[Waffe]::N,саадг,янгеж
534,Pfeil::N,сумн,пикш
535,Gewehr::N,бу,пичӓл
536,Fehler::N,алдг,самынь
537,Lüge::N,худл,шая
538,Schaden::N,хорлт,вре́дӓ
539,Unglück::N,гүрм,пёда
540,Unglück::N,гүрм,тымаша
541,Schuld::N,гем,вуйнамат
542,Schuld::N,буру,вуйнамат
543,Alter::N,насн,иӓш
544,Alter::N,насн,игечӹ
545,Schluss::N,чилгч,пӹтӓртӹш
546,Zeit::N,цаг,веремӓ
547,Tag::N,өдр,кечӹ
548,Morgen::N,өрүн,ир
549,Morgen::N,өрүн,ирок
550,Mittag::N,үд,кечӹвӓл
551,Abend::N,асхн,вады
552,Nacht::N,сө,йыд
553,Woche::N,долан хонг,ӓрня
554,Monat::N,сар,тӹ́лзӹ
555,Jahr::N,җил,год
556,Frühling::N,хавр,шошым
557,Sommer::N,зун,кӓнгӹж
558,Herbst::N,намр,шӹжӹ
559,Winter::N,үвл,тел
560,Winter::N,үвл,телӹ
561,Januar::N,январь,январ
562,Januar::N,январь,январь
563,Februar::N,февраль,февраль
564,März::N,март,март
565,März::N,моһа сар,март
566,April::N,апрель,апрель
567,Mai::N,май,май
568,Juni::N,июнь,июнь
569,Juni::N,мөчн сар,июнь
570,Juli::N,июль,июль
571,August::N,август,август
572,September::N,һаха сар,сентябрь
573,Oktober::N,октябрь,октябрь
574,November::N,ноябрь,ноябрь
575,November::N,үкр сар,ноябрь
576,Dezember::N,бар сар,декавыр
577,Montag::N,понедельник,шачмы
578,Dienstag::N,вторник,кышкыжмы
579,Mittwoch::N,среда,вӹрчегӹ
580,Mittwoch::N,үлмҗ өдр,вӹрчегӹ
581,Donnerstag::N,четверг,изӓрня
582,Donnerstag::N,пүрвә өдр,изӓрня
583,Freitag::N,пятниц,когарня
584,Samstag::N,суббот,кукшыгечӹ
585,Sonntag::N,нарн өдр,рушӓрня
586,Sonntag::N,воскресень,рушӓрня
587,groß::A,ик,кого
588,klein::A,бичкн,изи
589,lang::A,ут,кужы
590,kurz::A,оһтр,кӹтӹк
591,breit::A,өргн,кымда
592,schmal::A,уутьхн,ӓнгӹсӹр
593,dicht::A,нигт,шӹре
594,dick[Gegenstand]::A,зузан,кӹжгӹ
595,dünn::A,нимгн,вӹцкӹж
596,fein::A,нәрхн,пыльга
597,fest::A,бат,цаткыды
598,flach::A,хавтха,тӓлякӓ
599,glatt::A,тегш,ягылгы
600,glatt::A,тиньгр,ягылгы
601,hart::A,хату,пингӹдӹ
602,weich::A,җөөлн,пышкыды
603,weich::A,җөөлкн,пышкыды
604,rund::A,төгрг,тӹртӹш
605,spitz::A,шовһр,кашар
606,scharf::A,хурц,кашар
607,stumpf::A,мука,нӹшкӹ
608,schwer::A,күнд,нелӹ
609,schön::A,сәәхн,цевер
610,schön::A,сәәхн,олмыдшы
611,heiß::A,халун,шокшы
612,warm::A,дулан,шокшы
613,kalt::A,киитн,ӱштӹ
614,kühl::A,серүн,юалгы
615,kühl::A,серүн,йонгата
616,frisch::A,серүн,йонгата
617,feucht::A,чиигтә,ӹлӹкшӹ
618,feucht::A,чиигтә,вӹдӹжгӹ
619,nass::A,чиигтә,начкы
620,trocken::A,хагсу,кукшы
621,voll::A,дүүрң,темшӹ
622,voll::A,дүүрң,темыман
623,leer::A,сул,йӓрӓ
624,leer::A,хоосн,йӓрӓ
625,offen::A,секәтә,виш
626,geschlossen::A,хаалһата,чӱчмӹ
627,geschlossen::A,хаалһата,тӹкӹлӓлтшӹ
628,sauber::A,цевр,ире
629,schmutzig::A,киртә,шоран
630,schmutzig::A,киртә,лявӹрӓн
631,schmutzig::A,киртә,шорангшы
632,roh::A,түүкә,пеле кӱшӹ
633,reif::A,болсн,кӱшӹ
634,lecker::A,әмтәхн,тотан
635,süß::A,әмтәхн,мӱӓн
636,bitter::A,һашун,качы
637,bitter::A,һашута,качы
638,sauer::A,ишклң,шапы
639,hell::A,герлтә,соты
640,hell::A,герлтә,валгыды
641,dunkel::A,харңһу,пӹц
642,dunkel::A,харңһу,пӹцкемӹш
643,schwarz::A,хар,шим
644,weiß::A,цаһан,ош
645,weiß::A,цаһан,ошы
646,rot::A,улан,якшаргы
647,gelb::A,шар,сар
648,gelb::A,шар,сары
649,blau::A,көк,симсӹ
650,grün::A,көк,ыжар
651,grau::A,бор,луды
652,bunt::A,алг,ала
653,bunt::A,эрәтә,ала
654,billig::A,кимд,шулдаш
655,teuer::A,үнтә,шергӹ
656,teuer::A,үнтә,шергӓкӓн
657,wertvoll::A,үнтә,ӓкӓн
658,wertvoll::A,эрднь,ӓкӓн
659,blind::A,сохр,слöпöй
660,blind::A,сохр,сльöпöй
661,taub::A,дүлә,тӱтӱк
662,kräftig::A,күчтә,виӓн
663,stark::A,чаңһ,виӓн
664,schwach::A,күчн тату,шава
665,schwach::A,күчн тату,лӹпкӓ
666,schwach::A,күчн тату,слабка
667,fett::A,тарһн,таза
668,schlank::A,эццн,яштака
669,hübsch::A,көркхн,сӹлнӹ
670,hübsch::A,көркхн,олмыдшы
671,böse::A,уурта,шӹдӓн
672,dumm::A,тенг,окмак
673,faul::A,залху,ялахай
674,fleißig::A,кинән,пӓшам яратышы
675,fleißig::A,кинмһә,пӓшам яратышы
676,geizig::A,ховдг,шык
677,klug::A,ухата,ышан
678,geschickt::A,чадмг,мастар
679,lieb::A,эңкр,тыри
680,lustig::A,сергмҗтә,мындыр
681,lustig::A,сергмҗтә,сусу
682,lustig::A,җирһлтә,мындыр
683,lustig::A,җирһлтә,сусу
684,sanft::A,номһн,йӹвӹжӓ
685,hungrig::A,өлн,шужышы
686,hungrig::A,харһнсн,шужышы
687,krank::A,өвчтә,церлӹ
688,krank::A,өвчтә,хворой
689,krank::A,шалтгта,церлӹ
690,krank::A,шалтгта,хворой
691,nackt::A,нүцкн,цӓрӓ
692,traurig::A,һундлта,сы́лыкан
693,traurig::A,һундлта,кымы́лдымы
694,lebendig::A,әмд,живой
695,gut::A,сән,яжо
696,schlecht::A,му,уда
697,schlecht::A,му,худа
698,richtig::A,зөвтә,вургамла
699,schlimm::A,җигшүртә,йӹрнык
700,wahr::A,үнн,настоящий
701,wahr::A,үнн,настояшый
702,wahr::A,мөн,настоящий
703,wahr::A,мөн,настояшый
704,alt::A,хуучн,шонгы
705,neu::A,шин,у
706,ehemalig::A,хуучн,тошты
707,alt[Lebewesen]::A,көгшн,ӹлалшӹ
708,jung::A,баһ,нöргӹ
709,jung::A,баһ,молода
710,arm::A,угатя,укеӓн
711,reich::A,байн,паян
712,reich::A,байн,пурлыкан
713,bekannt::A,таньл,палӹмӹ
714,bekannt::A,таньдг,палӹмӹ
715,berühmt::A,туурсн,лӹмлы
716,fremd::A,күүнә,эдемӹн
717,verschieden::A,әдл биш,тӹрлӹ
718,verschieden::A,йилһәтә,тӹрлӹ
719,nah::A,өөрхн,лишӹл
720,fern::A,хол,мӹндӹр
721,linker::A,зүн,шалахай
722,rechter::A,барун,вургамла
723,anderer::A,талдан,вес
724,anderer::A,талдан,весӹ
725,erster::A,негдгч,икшӹ
726,erster::A,негдгч,икӹмшӹ
727,zweiter::A,хойрдгч,кокшы
728,dritter::A,һурвдгч,кымшы
729,letzter::A,отхн,остатка
730,allein::ADV,һанцарн,иктӹ
731,allein::ADV,һанцарн,иктӹт
732,auf einmal::ADV,нег дәкҗ,тöрöк
733,zusammen::ADV,хамдан,икараш
734,zusammen::ADV,хамдан,цымырын
735,lange::ADV,удан,кужын
