,Concept_ID,xal,la
800,und::CNJ,болн,-que
801,oder::CNJ,эс гиҗ,vel
802,oder::CNJ,эс гихлә,vel
803,stehen::V,зогсх,stare
804,sitzen::V,суух,sedere
805,liegen::V,кевтх,iacere
806,hängen::V,өлгәтә бәәх,pendere
807,werden::V,болх,fieri
808,passieren::V,болх,accidere
809,beginnen::V,эклх,incipere
810,enden::V,төгсх,finem habere
811,wechseln::V,хүврх,mutari
812,aufgehen[Sonne]::V,һарх,oriri
813,untergehen[Sonne]::V,орх,occidere
814,untergehen[Sonne]::V,сүүрлх,occidere
815,scheinen[Sonne]::V,герлтх,lucere
816,donnern::V,күрҗңнх,tonare
817,wehen::V,сальклх,flare
818,strömen::V,һооҗх,fluere
819,fließen::V,урсх,manare
820,sich drehen::V,эргх,torqueri
821,schwanken::V,дәәвлх,vacillare
822,schwingen::V,нәәхлх,vibrare
823,fallen::V,унх,cadere
824,fallen::V,киисх,cadere
825,brennen::V,шатх,ardere
826,rauchen::V,ута һарһх,fumare
827,regnen::V,орх,pluere
828,gefrieren::V,мөстх,congelari
829,tauen::V,хәәлх,rorare
830,schmelzen::V,хәәлх,liquescere
831,schmelzen::V,хәәлгдх,liquescere
832,trocknen::V,эврх,arescere
833,sieden::V,буслх,fervere
834,faulen::V,үмкәрх,putescere
835,verfaulen::V,илҗрх,putescere
836,reißen::V,тасрх,scindi
837,versinken::V,чивх,mergi
838,vergehen::V,болх,praeterire
839,erscheinen::V,һарх,apparere
840,verschwinden::V,уга болх,discedere
841,sinken::V,татгдх,labi
842,abnehmen::V,хасгдх,deminui
843,zunehmen::V,өсх,augeri
844,steigen::V,немх,augescere
845,wachsen::V,өсх,crescere
846,wachsen::V,урһх,crescere
847,glänzen::V,гилвкх,splendere
848,funkeln::V,цәклх,micare
849,lärmen::V,шууглдх,strepere
850,läuten::V,хоңх,sonare
851,klingeln::V,җиңнулх,tinnire
852,klirren::V,җиңнх,crepare
853,brausen::V,догшрхх,saevire
854,rauschen::V,сарҗңнх,crepare
855,klingen::V,ә һарх,sonare
856,bellen::V,хуцх,latrare
857,heulen::V,уульх,ululare
858,blasen::V,үләх,flare
859,pfeifen::V,ишкрх,sibilare
860,schreien::V,хәәкрх,clamare
861,stöhnen::V,түңшх,gemere
862,zittern::V,дагҗннх,tremere
863,zittern::V,дагҗннх,trepidare
864,leben::V,бәәх,vivere
865,geboren werden::V,төрх,nasci
866,atmen::V,әмсхлх,spirare
867,trinken::V,уух,bibere
868,essen::V,идх,edere
869,schlucken::V,зальгх,devorare
870,müde werden::V,көшх,fatigari
871,einschlafen::V,унтх,obdormiscere
872,schlafen::V,нөөрсх,dormire
873,aufwachen::V,серх,expergisci
874,aufstehen::V,босх,exsurgere
875,sich erholen::V,амрх,se reficere
876,krank werden::V,гемтх,aegrescere
877,krank sein::V,шалтглх,aegrotare
878,schmerzen::V,өвдх,dolere
879,husten::V,ханях,tussire
880,genesen::V,эдгх,convalescere
881,sterben::V,үкх,mori
882,sterben::V,өңгрх,mori
883,umkommen::V,үкх,perire
884,sich bewegen::V,көдлх,se movere
885,sich bewegen::V,көндрх,se movere
886,sich rühren::V,көндрх,micare
887,sich erheben::V,босх,surgere
888,sich setzen::V,суух,considere
889,hinfallen::V,унх,cadere
890,hinfallen::V,киисх,cadere
891,laufen::V,йовх,vadere
892,schreiten::V,алхх,gradi
893,spazierengehen::V,сергҗ йовх,ambulare
894,eilen::V,шулудх,properare
895,sich beeilen::V,адһх,festinare
896,sich beeilen::V,шамдх,festinare
897,sausen::V,хурдлх,currere
898,sausen::V,йир_хурдар_гүүх,currere
899,sausen::V,йир_хурдар_йовх,currere
900,rennen::V,гүүх,currere
901,springen::V,һәрәдх,salire
902,klettern::V,давшх,niti
903,schaukeln::V,дүүдңндх,oscillare
904,kriechen::V,мөлкх,repere
905,kriechen::V,мөлкх,serpere
906,schwimmen::V,усчх,nare
907,schwimmen::V,усчх,natare
908,tauchen::V,булхх,mergere
909,rudern::V,хәәвдх,remigare
910,fahren::V,йовх,vehi
911,fliegen::V,нисх,volare
912,gehen::V,йовх,ire
913,gehen::V,йовх,vadere
914,weggehen::V,йовх,abire
915,weggehen::V,йовх,discedere
916,weggehen::V,одх,abire
917,weggehen::V,одх,discedere
918,weggehen::V,һарх,abire
919,weggehen::V,һарх,discedere
920,weggehen::V,мөрлх,abire
921,weggehen::V,мөрлх,discedere
922,abfahren::V,мордх,proficisci
923,anhalten::V,зогсх,consistere
924,hineingehen::V,орх,inire
925,hineingehen::V,орх,ingredi
926,eintreten::V,орх,intrare
927,kommen::V,ирх,venire
928,ankommen::V,ирх,advenire
929,zurückkommen::V,орх,revenire
930,bleiben::V,бәәх,manere
931,warten::V,күләх,opperiri
932,erwarten::V,күләх,opperiri
933,erwarten::V,күләх,expectare
934,suchen::V,хәәх,quaerere
935,finden::V,олх,reperire
936,versuchen::V,седх,conari
937,versuchen::V,седх,temptare
938,vorbereiten::V,белдх,parare
939,lieben::V,дурлх,amare
940,mögen::V,таассгдх,amare
941,lachen::V,инәх,ridere
942,rühren::V,уйрах,commovere
943,weinen::V,уульх,flere
944,schimpfen::V,харах,increpare
945,sich ärgern::V,уурлх,indignari
946,sich fürchten::V,әәх,vereri
947,fürchten::V,әәх,timere
948,fürchten::V,сүрдх,timere
949,fliehen::V,зулх,fugere
950,flüchten::V,орһх,effugere
951,flüchten::V,зулх,effugere
952,sehen::V,үзх,videre
953,anschauen::V,харх,aspectare
954,ansehen::V,хәләх,spectare
955,ansehen::V,үзх,spectare
956,hören::V,соңсх,audire
957,zuhören::V,соңсх,auscultare
958,probieren::V,амсх,gustare
959,riechen::V,үнрчлх,olfacere
960,fühlen::V,медх,sentire
961,scheinen::V,болҗ медгдх,videri
962,scheinen::V,миниһәр болхла,videri
963,scheinen::V,болад бәәх,videri
964,zu sehen sein::V,үзгдх,conspici
965,vernehmen::V,соңсх,comperire
966,frieren::V,даарх,algere
967,tun::V,кех,facere
968,können::V,чадх,posse
969,wollen::V,дурлх,velle
970,anfangen::V,эклх,incipere
971,beenden::V,дуусх,finire
972,aufhören::V,уурх,desistere
973,gelingen::V,бүтх,contingere
974,gelingen::V,күцәх,contingere
975,geraten::V,болх,evenire
976,öffnen::V,секх,aperire
977,schließen::V,хаах,claudere
978,stellen::V,тәвх,sistere
979,setzen::V,суулһх,ponere
980,legen::V,тәвх,ponere
981,berühren::V,көндәх,tangere
982,verbinden::V,боох,iungere
983,bedecken::V,хучх,tegere
984,bedecken::V,хучх,operire
985,bedecken::V,бүркх,tegere
986,bedecken::V,бүркх,operire
987,aufhängen::V,өлгх,suspendere
988,anzünden::V,асах,accendere
989,anzünden::V,асах,inflammare
990,anzünden::V,шатах,accendere
991,anzünden::V,шатах,inflammare
992,aufheben::V,өөдән өргх,tollere
993,zurücklassen::V,үлдәх,relinquere
994,verlieren::V,геех,perdere
995,verlieren::V,геех,amittere
996,fallen lassen::V,алдх,dimittere
997,machen::V,кех,facere
998,herstellen::V,кех,fabricare
999,bauen::V,тосхх,construere
1000,reparieren::V,ясх,reparare
1001,verbessern::V,сәәрүлх,emendare
1002,ändern::V,хүврәх,mutare
1003,graben::V,малтх,fodere
1004,beugen::V,нуһлх,flectere
1005,biegen::V,матилһх,curvare
1006,drehen::V,эргүлх,torquere
1007,wenden::V,көмрх,vertere
1008,wenden::V,эргүлх,vertere
1009,umdrehen::V,эргүлх,convertere
1010,heben::V,өргх,tollere
1011,heben::V,деер өргх,tollere
1012,hochheben::V,өргх,levare
1013,ergreifen::V,бәрх,capessere
1014,halten::V,бәрх,tenere
1015,drücken::V,шахх,premere
1016,schieben::V,түлкх,promovere
1017,kratzen::V,мааҗх,radere
1018,lecken::V,долах,lambere
1019,beißen::V,хазх,mordere
1020,abreißen::V,таслх,avellere
1021,abschneiden::V,тәәрх,desecare
1022,binden::V,боох,ligare
1023,stecken::V,шаах,inserere
1024,stecken::V,хатхх,inserere
1025,brechen::V,хамхлх,rumpere
1026,klopfen::V,цокх,pultare
1027,hauen::V,цокх,ferire
1028,kleben::V,наах,agglutinare
1029,reiben::V,зүлгх,terere
1030,streichen::V,наах,oblinere
1031,streichen::V,лашх,oblinere
1032,streichen::V,түркх,oblinere
1033,schleifen::V,хурцлх,acuere
1034,schneiden::V,хәәчлх,secare
1035,rütteln::V,дәәвлүлх,quassare
1036,schütteln::V,сегсрх,quatere
1037,schwenken::V,дайлх,ventilare
1038,schütten::V,кех,fundere
1039,füllen::V,дүүргх,complere
1040,einwickeln::V,орах,involvere
1041,tragen::V,зөөх,ferre
1042,tragen::V,зөөх,portare
1043,schleppen::V,чирх,pertrahere
1044,ziehen::V,татх,trahere
1045,aufbewahren::V,хадһлх,asservare
1046,werfen::V,хайх,iacere
1047,fangen::V,бәрх,capere
1048,fangen::V,хавлх,capere
1049,packen::V,бәрх,capessere
1050,verstecken::V,дүрх,abdere
1051,verstecken::V,бултулх,abdere
1052,teilen::V,хувах,partiri
1053,teilen::V,хувах,dividere
1054,schicken::V,илгәх,mittere
1055,bringen::V,авч ирх,apportare
1056,hinzufügen::V,немх,addere
1057,bekommen::V,авх,adipisci
1058,erhalten::V,авх ,accipere
1059,nehmen::V,авх,sumere
1060,wählen::V,шүүх,eligere
1061,auswählen::V,шүүх,deligere
1062,bewahren::V,хадһлх,conservare
1063,bewahren::V,кевтнь үлдәх,conservare
1064,bewahren::V,кевтнь бәәлһх,conservare
1065,behindern::V,харшлх,impedire
1066,verderben::V,үрәх,corrumpere
1067,beschädigen::V,эвдх,laedere
1068,zerbrechen::V,күүлх,rumpere
1069,zerbrechen::V,күүлх,frangere
1070,zerbrechen::V,хамхлх,rumpere
1071,zerbrechen::V,хамхлх,frangere
1072,zerreißen::V,шуучх,discindere
1073,zerstören::V,эвдх,delere
1074,verbrennen::V,шатах,urere
1075,verbrennen::V,шатах,cremare
1076,geben::V,өгх,dare
1077,reichen::V,өгх,praebere
1078,schenken::V,белглх,donare
1079,schenken::V,белглх,largiri
1080,versprechen::V,амлх,polliceri
1081,versprechen::V,амлх,promittere
1082,wünschen::V,сә хәәх,
1083,loben::V,магтх,laudare
1084,küssen::V,үмсх,osculari
1085,wiegen::V,саатулх,
1086,zudecken::V,бүркх,tegere
1087,wecken::V,серүлх,excitare
1088,zeigen::V,үзүлх,monstrare
1089,führen::V,көтлх,ducere
1090,lehren::V,заах,docere
1091,lehren::V,сурһх,docere
1092,unterrichten::V,сурһх,instituere
1093,unterrichten::V,багшлх,instituere
1094,aufziehen::V,өскәх,nutrire
1095,leiten::V,һардх,ducere
1096,leiten::V,толһалх,ducere
1097,antreiben::V,шамдах,incitare
1098,lassen::V,күч үзүлх,iubere
1099,einladen::V,үрх,invitare
1100,vereinigen::V,хамцулх,coniungere
1101,besuchen::V,одх,visere
1102,treffen::V,харһх,convenire
1103,sich versammeln::V,цуглрх,convenire
1104,sich versammeln::V,хурх,convenire
1105,spielen::V,наадх,ludere
1106,singen::V,дуулх,cantare
1107,tanzen::V,биилх,saltare
1108,sich trennen::V,хаһцх,digredi
1109,sich trennen::V,хаһцх,discedere
1110,verlassen::V,хайх,deserere
1111,verlassen::V,хайх,relinquere
1112,retten::V,әм аврх,servare
1113,retten::V,әәмшгәс харсх,servare
1114,bewachen::V,харх,custodire
1115,bewachen::V,манх,custodire
1116,schützen::V,харсх,tueri
1117,schützen::V,харсх,tutari
1118,verteidigen::V,харсх,defendere
1119,sich schlagen::V,гүвдлдх,luctari
1120,schießen::V,хах,iaculari
1121,siegen::V,диилх,vincere
1122,ärgern::V,уурлулх,irritare
1123,schlagen::V,цокх,ferire
1124,schlagen::V,гүвдх,ferire
1125,stechen::V,хатхх,pungere
1126,stoßen::V,түлкчкх,tundere
1127,stehlen::V,хулхалх,furari
1128,stören::V,һә болх,turbare
1129,belästigen::V,амр эс өгх,obtundere
1130,verbergen::V,нуух,celare
1131,verbergen::V,нуух,occultare
1132,verbergen::V,бултулх,celare
1133,verbergen::V,бултулх,occultare
1134,täuschen::V,меклх,fallere
1135,betrügen::V,меклх,fraudare
1136,betrügen::V,мек һарһх,fraudare
1137,töten::V,алх,necare
1138,töten::V,алх,caedere
1139,wohnen::V,бәәх,habitare
1140,arbeiten::V,көдлх,laborare
1141,sammeln::V,түүх,colligere
1142,pflücken::V,түүх,carpere
1143,pflücken::V,хурах,carpere
1144,jagen::V,аңнх,venari
1145,jagen::V,аңһучлх,venari
1146,fischen::V,заһс аңнх,piscari
1147,fassen::V,бәрх,capere
1148,hüten::V,хәрүлх,custodire
1149,treiben::V,туух,agere
1150,anbinden::V,уйх,alligare
1151,füttern::V,теҗәх,nutrire
1152,melken::V,саах,mulgere
1153,hacken::V,чавчх,findere
1154,gießen::V,услх,rigare
1155,reifen::V,болх,maturescere
1156,reifen::V,болвсрх,maturescere
1157,zubereiten::V,белдх,apparare
1158,kochen::V,чанх,coquere
1159,kochen::V,болһх,coquere
1160,backen::V,болһх,coquere
1161,braten::V,хуурх,torrere
1162,umrühren::V,самрх,commovere
1163,stricken::V,өлгх,texere
1164,nähen::V,уйх,suere
1165,färben::V,будх,tingere
1166,reinigen::V,цеврлх,purgare
1167,waschen::V,уһах,lavare
1168,abwischen::V,арчх,abstergere
1169,spülen::V,зәәлх,perluere
1170,fegen::V,сәвүрдх,verrere
1171,kehren::V,сәвүрдх,purgare
1172,baden::V,өөмх,lavari
1173,sich waschen::V,уһах,lavari
1174,sich waschen::V,бийән уһаҗ,lavari
1175,ausziehen::V,тәәлх,exuere
1176,anziehen::V,өмсх,induere
1177,sich anziehen::V,хувцлх,vestiri
1178,kämmen::V,самлх,pectere
1179,schmücken::V,чимх,ornare
1180,schmücken::V,чимх,decorare
1181,schmücken::V,кеерүлх,ornare
1182,schmücken::V,кеерүлх,decorare
1183,sagen::V,келх,dicere
1184,sprechen::V,келх,fari
1185,reden::V,күүндх,loqui
1186,reden::V,күр_кех,loqui
1187,sich unterhalten::V,күүндх,colloqui
1188,sich unterhalten::V,күүндх,disputare
1189,fragen::V,сурх,rogare
1190,fragen::V,сурх,quaerere
1191,bitten::V,эрх,orare
1192,bitten::V,эрх,rogare
1193,erzählen::V,келх,narrare
1194,erzählen::V,келҗ өгх,narrare
1195,mitteilen::V,медүлх,communicare
1196,nennen::V,нерәдх,appellare
1197,nennen::V,нер өгх,appellare
1198,rufen::V,дуудх,vocare
1199,prahlen::V,көөрх,gloriari
1200,übersetzen::V,орчулх,vertere
1201,denken::V,санх,cogitare
1202,glauben::V,шүтх,credere
1203,glauben::V,нәәлх,credere
1204,bemerken::V,темдглх,animadvertere
1205,erkennen::V,таньх,cognoscere
1206,erkennen::V,медх,cognoscere
1207,begreifen::V,медх,comprehendere
1208,verstehen::V,соңсх,intellegere
1209,lernen::V,сурх,discere
1210,wissen::V,медх,scire
1211,sich erinnern an::V,санх,meminisse
1212,vergessen::V,мартх,oblivisci
1213,messen::V,кемҗәлх,metiri
1214,zählen::V,тоолх,numerare
1215,rechnen::V,тоолх,reri
1216,rechnen::V,тоолх,calculare
1217,lesen::V,умшх,legere
1218,malen::V,зурх,pingere
1219,zeichnen::V,зурх,scribere
1220,schreiben::V,бичх,scribere
1221,besitzen::V,эзлх,possidere
1222,kaufen::V,хулдҗ авх,emere
1223,verkaufen::V,хулдх,vendere
1224,verkaufen::V,гүүлгх,vendere
1225,bezahlen::V,өгх,pendere
1226,zahlen::V,өгх,solvere
1227,beherrschen::V,эзлх,regere
1228,beherrschen::V,эзлх,imperare
1229,ertragen::V,даах,tolerare
1230,ertragen::V,даах,sustinere
1231,treten::V,,calcare
