,Concept_ID,ml,cy
246,Freude::N,ആഹ്ലാദം,gorfoledd
247,Gelächter::N,ചിരിയുടെ ശബ്ദം,chwerthin
248,Glück::N,സന്തോഷം,hapusrwydd
249,Glück::N,സന്തുഷ്ടി,hapusrwydd
250,Kummer::N,ശോകം,galar
251,Wunsch::N,ആഗ്രഹം,dymuniad
252,Lust::N,ആഗ്രഹം,chwant
253,Geist::N,ചുറുചുറുക്ക്,ysbryd
254,Gedanke::N,ചിന്ത,meddwl
255,Gedächtnis::N,ഓർമ്മശക്തി,cof
256,Verstand::N,മനസ്സ്,meddwl
257,Sinn::N,അർത്ഥം,ystyr
258,Grund::N,കാരണം,achos
259,Grund::N,കാരണം,rheswm
260,Wahrheit::N,സത്യം,gwir
261,Wahrheit::N,സത്യം,gwirionedd
262,Gespräch::N,സല്ലാപം,sgwrs
263,Märchen::N,യക്ഷിക്കഥ,chwedl werin
264,Erzählung::N,കഥ,stori
265,Nachricht::N,സന്ദേശം,neges
266,Neuigkeit::N,വാർത്ത,newydd
267,Name::N,പേര്,enw
268,Rätsel::N,പ്രഹേളിക,pos
269,Rede::N,സംസാരം,araith
270,Sprache::N,ഭാഷ,iaith
271,Stimme::N,സ്വരം,llais
272,Wort::N,വാക്ക്,gair
273,Zeichen::N,സംജ്ഞ,arwydd
274,Ruf::N,വിളി,galwad
275,Lärm::N,ആരവം,trwst
276,Laut::N,ശബ്ദം,sain
277,Ton::N,സ്വരഭേദം,tôn
278,Lied::N,പാട്ട്,cân
279,Ruhe::N,നിശ്ചലത,tawelwch
280,Leute::N,ജനങ്ങൾ,pobl
281,Volk::N,രാഷ്ടം,pobl
282,Arbeit::N,ജോലി,gwaith
283,Gast::N,അതിലി,gwestai
284,Geschenk::N,സമ്മാനം,rhodd
285,Geschenk::N,സമ്മാനം,anrheg
286,Spiel::N,കളി,chwarae
287,Gesellschaft::N,കൂട്ടായ്മ,cwmni
288,Hilfe::N,സഹായം,cymorth
289,Freund::N,സുഹൃത്ത്,cyfaill
290,Kamerad::N,കൂട്ടാളി,cydymaith
291,Angelegenheit::N,കാര്യം,pwnc
292,Anzahl::N,എണ്ണം,cyfrif
293,Art::N,തരം,bath
294,Stück::N,കഷണം,darn
295,Teil::N,ഭാഗം,rhan
296,Hälfte::N,പകുതി,hanner
297,Kreis::N,വൃത്തം,cylch
298,Kreuz::N,കുരിശടയാളം,croes
299,Linie::N,വര,llinell
300,Linie::N,രേഖ,llinell
301,Strich::N,പക്ഷാഘാതം,strôc
302,Strich::N,പക്ഷാഘാതം,trawiad
303,Abstand::N,വിടവ്,bwlch
304,Abstand::N,വിടവ്,pellter
305,Entfernung::N,അകലം,pellter
306,Gegend::N,പ്രദേശം,cylch
307,Platz::N,ഇടം,lle
308,Ort::N,സ്ഥലം,lle
309,Seite::N,വശം,ochr
310,Mitte::N,മധ്യസ്ഥാനം,canol
311,Gegenstand::N,സാധനം,eitem
312,Sache::N,വസ്തു,peth
313,Rand::N,തൊങ്ങൽ,cwr
314,Rand::N,തൊങ്ങൽ,ymyl
315,Kante::N,അറ്റം,min
316,Kante::N,അറ്റം,ymyl
317,Ecke::N,മൂല,cornel
318,Spitze::N,അഗ്രം,blaen
319,Ende::N,അവസാനം,pen
320,Loch::N,ദ്വാരം,twll
321,Winkel::N,കോൺ,congl
322,Muster::N,ക്രമം,patrwm
323,Größe::N,വലുപ്പം,maint
324,Größe::N,വലുപ്പം,maintioli
325,Länge::N,നീളം,hyd
326,Höhe::N,ഉയരം,uchder
327,Gewicht::N,കട്ടി,pwysau
328,Menge::N,അളവ്,swm
329,Menge::N,അളവ്,maint
330,Haufen::N,കൂമ്പാരം,pentwr
331,Reihe::N,വരി,rhes
332,Boot::N,ബോട്ട്,cwch
333,Ruder::N,പങ്കായം,rhwyf
334,Schlitten::N,ഉരുളില്ലാവണ്ടി,sled
335,Schlitten::N,ഉരുളില്ലാവണ്ടി,car llusg
336,Ski::N,ഹിമപാദുകം,sgi
337,Lagerfeuer::N,തീ,coelcerth
338,Last::N,ഭാരം,llwyth
339,Gang::N,നടത്തം,tro
340,Schritt::N,ചുവട്,cam
341,Norden::N,വടക്ക്,gogledd
342,Süden::N,തെക്ക്,de
343,Westen::N,പടിഞ്ഞാറ്,gorllewin
344,Osten::N,കിഴക്ക്,dwyrain
345,Holz::N,തടി,pren
346,Brett::N,ബോർഡ്,bwrdd
347,Brett::N,ബോർഡ്,astell
348,Platte::N,തകിട്,llech
349,Stütze::N,താങ്ങ്,ateg
350,Stütze::N,താങ്ങ്,cynhalydd
351,Stange::N,കമ്പ്,polyn
352,Stock::N,വടി,ffon
353,Stock::N,വടി,brigyn
354,Stab::N,കുറുവടി,ffon
355,Rohr::N,കുഴൽ,pibell
356,Haus::N,വീട്,tŷ
357,Heim::N,വീട്,cartref
358,Ofen::N,സ്റ്റൌ,stof
359,Fußboden::N,തറ,llawr
360,Tisch::N,മേശ,bwrdd
361,Stuhl::N,കസേര,cadair
362,Wiege::N,തൊട്ടിൽ,crud
363,Bett::N,കിടക്ക,gwely
364,Regal::N,ഷെൽഫ്,silff
365,Kiste::N,പെട്ടി,bocs
366,Kiste::N,പെട്ടി,blwch
367,Fenster::N,ജനൽ,ffenestr
368,Tür::N,വാതിൽ,drws
369,Tor::N,കവാടം,porth
370,Zaun::N,വേലി,ffens
371,Dach::N,മേൽക്കുര,to
372,Leiter::N,ഏണി,ysgol
373,Besen::N,ചൂല്,ysgub
374,Spaten::N,തൂമ്പ,rhaw
375,Schaufel::N,തൂമ്പ,rhaw
376,Gabel::N,മുൾക്കത്തി,fforc
377,Löffel::N,സ്പൂൺ,llwy
378,Messer::N,കത്തി,cyllell
379,Nagel::N,ആണി,hoel
380,Netz::N,വല,gwe
381,Netz::N,വല,rhwyd
382,Haken::N,കൊളുത്ത്,bach
383,Griff::N,കൈപ്പിടി,carn
384,Schloss::N,പൂട്ട്,clo
385,Bild::N,ചിത്രം,llun
386,Bild::N,ചിത്രം,pictiwr
387,Figur::N,കണക്ക്,ffigur
388,Puppe::N,പാവ,dol
389,Beutel::N,ബാഗ്,cwd
390,Bündel::N,കെട്ട്,bwndel
391,Bündel::N,കെട്ട്,coflaid
392,Tasche::N,ബാഗ്,cod
393,Eimer::N,ബക്കറ്റ്,bwced
394,Eimer::N,ബക്കറ്റ്,cunnog
395,Deckel::N,ഉറ,caead
396,Geschirr::N,പിഞ്ഞാണം,llestri
397,Sack::N,ചാക്ക്,sach
398,Tasse::N,കപ്പ്,cwpan
399,Topf::N,പാത്രം,pot
400,Topf::N,പാത്രം,crochan
401,Kessel::N,കെറ്റ്ല്,tegell
402,Essen::N,ആഹാരസമയം,pryd o fwyd
403,Nahrung::N,ഭക്ഷണം,bwyd
404,Speise::N,ഡിഷ്,saig
405,Fleisch::N,മാംസം,cig
406,Getreide::N,ചോളം,ŷd
407,Getreide::N,ചോളം,llafur
408,Brei::N,കഞ്ഞി,uwd
409,Brot::N,റോട്ടി,bara
410,Scheibe::N,തുണ്ട്,tafell
411,Fett::N,കൊഴുപ്പ്,saim
412,Fett::N,കൊഴുപ്പ്,braster
413,Butter::N,വെണ്ണ,ymenyn
414,Öl::N,എണ്ണ,olew
415,Salz::N,ഉപ്പ്,halen
416,Suppe::N,സൂപ്പ്,cawl
417,Honig::N,തേൻ,mêl
418,Milch::N,പാൽ,llaeth
419,Milch::N,പാൽ,llefrith
420,Tee::N,ചായ,te
421,Leder::N,തുകൽ,lledr
422,Wolle::N,കമ്പിളി,gwlân
423,Stoff::N,തുണി,lliain
424,Stoff::N,തുണി,brethyn
425,Nadel::N,സൂചി,nodwydd
426,Faden::N,നൂല്,edau
427,Faden::N,നൂല്,edefyn
428,Knopf::N,ബട്ടൺ,botwm
429,Knoten::N,കുരുക്ക്,cwlwm
430,Farbe::N,പെയിൻറ്,paent
431,Kleidung::N,വസ്ത്രങ്ങൾ,dillad
432,Kleidung::N,വസ്ത്രങ്ങൾ,gwisgoedd
433,Hemd::N,ഷർട്ട്,crys
434,Kragen::N,കുപ്പായക്കഴുത്ത്,coler
435,Ärmel::N,കുപ്പായക്കൈ,llawes
436,Hose::N,ട്രൌസർ,trowsus
437,Gürtel::N,ബെൽറ്റ്,gwregys
438,Mütze::N,തൊപ്പി,cap
439,Schuh::N,ഷൂ,esgid
440,Stiefel::N,ബൂട്ട്,botasen
441,Ring::N,മോതിരം,modrwy
442,Band::N,റിബൺ,rhuban
443,Kamm::N,ചീപ്പ്,crib
444,Spiegel::N,കണ്ണാടി,drych
445,Riemen::N,സ്ട്രാപ്പ്,strap
446,Schnur::N,ചരട്,llinyn
447,Leine::N,കെട്ടാനുള്ള തോൽവാർ,tennyn
448,Decke::N,പുതപ്പ്,blanced
449,Decke::N,പുതപ്പ്,gwrthban
450,Kissen::N,തലയിണ,clustog
451,Kissen::N,തലയിണ,gobennydd
452,Tuch::N,സ്കാർഫ്,sgarff
453,Handtuch::N,തോർത്ത്,tywel
454,Handtuch::N,തോർത്ത്,lliain sychu
455,Kraft::N,ശക്തി,grym
456,Stärke::N,ശക്തി,nerth
457,Stärke::N,ശക്തി,cryfder
458,Gesundheit::N,ആരോഗ്യം,iechyd
459,Krankheit::N,അസുഖം,afiechyd
460,Krankheit::N,അസുഖം,anhwylder
461,Schmerz::N,വേദന,poen
462,Schmerz::N,വേദന,gwayw
463,Wunde::N,മുറിവ്,clwyf
464,Fieber::N,പനി,twymyn
465,Arznei::N,മരുന്ന്,meddyginiaeth
466,Brücke::N,പാലം,pont
467,Brunnen::N,കിണർ,ffynnon
468,Weide::N,മേച്ചൽ,porfa
469,Pfad::N,വഴി,llwybr
470,Weg::N,വഴി,ffordd
471,Straße::N,റോഡ്,heol
472,Straße::N,റോഡ്,ffordd
473,Dorf::N,ഗ്രാമം,pentref
474,Stadt::N,നഗരം,tref
475,Brief::N,കത്ത്,llythyr
476,Buch::N,പുസ്തകം,llyfr
477,Buchstabe::N,അക്ഷരം,llythyren
478,Zeitung::N,വർത്തമാനപത്രം,papur newydd
479,Leben::N,ജീവൻ,bywyd
480,Tod::N,മരണം,marwolaeth
481,Grab::N,ശവക്കുഴി,bedd
482,Kirche::N,പള്ളി,eglwys
483,Sünde::N,പാപം,pechod
484,Gott::N,ദൈവം,duw
485,Arbeiter::N,ജോലിക്കാരൻ,gweithiwr
486,Chef::N,മേധാവി,pennaeth
487,Meister::N,യജമാനൻ,meistr
488,Arzt::N,ഡോക്ടർ,meddyg
489,Lehrer::N,അധ്യാപകൻ,athro
490,Geld::N,പണം,pres
491,Geld::N,പണം,arian
492,Geschäft::N,ബിസിനസ്,busnes
493,Laden::N,കട,siop
494,Preis::N,വില,pris
495,Ware::N,ചരക്ക്,nwydd
496,Nutzen::N,ലാഭം,elw
497,Nutzen::N,ലാഭം,budd
498,Reichtum::N,ധനം,cyfoeth
499,Welt::N,ലോകം,byd
500,Land::N,രാജ്യം,gwlad
501,Staat::N,രാജ്യം,gwladwriaeth
502,König::N,രാജാവ്,brenin
503,Macht::N,അധികാരം,grym
504,Macht::N,അധികാരം,awdurdod
505,Grenze::N,അതിർത്തി,ffin
506,Grenze::N,അതിർത്തി,goror
507,Krieg::N,യുദ്ധം,rhyfel
508,Feind::N,ശത്രു,gelyn
509,Gewalt::N,അക്രമം,ffyrnigrwydd
510,Kampf::N,പോരാട്ടം,brwydr
511,Bogen[Waffe]::N,വില്ല്,bwa
512,Pfeil::N,അമ്പ്,saeth
513,Gewehr::N,തോക്ക്,dryll
514,Fehler::N,പിശക്,gwall
515,Fehler::N,പിശക്,camgymeriad
516,Lüge::N,കള്ളം,celwydd
517,Lüge::N,കള്ളം,anwiredd
518,Schaden::N,കേടുപാട്,niwed
519,Schaden::N,കേടുപാട്,difrod
520,Unglück::N,ദൌർഭാഗ്യം,anffawd
521,Schuld::N,തെറ്റ്,bai
522,Alter::N,വയസ്സ്,oed
523,Schluss::N,നിഗമനം,diwedd
524,Zeit::N,സമയം,amser
525,Tag::N,ദിവസം,dydd
526,Tag::N,ദിവസം,diwrnod
527,Morgen::N,പ്രഭാതം,bore
528,Mittag::N,ഉച്ച,nawn
529,Abend::N,സായാഹ്നം,noswaith
530,Nacht::N,രാത്രി,nos
531,Woche::N,ആഴ്ച,wythnos
532,Monat::N,മാസം,mis
533,Jahr::N,വർഷം,blwyddyn
534,Frühling::N,വസന്തം,gwanwyn
535,Sommer::N,വേനൽ,haf
536,Herbst::N,ശരത്കാലം,hydref
537,Winter::N,ശൈത്യം,gaeaf
538,Januar::N,ജനുവരി,Ionawr
539,Februar::N,ഫെബ്രുവരി,Chwefror
540,März::N,മാർച്ച്,Mawrth
541,April::N,ഏപ്രിൾ മാസം,Ebrill
542,Mai::N,മെയ് മാസം,Mai
543,Juni::N,ജൂൺ,Mehefin
544,Juli::N,ജൂലൈ,Gorffennaf
545,August::N,ആഗസ്റ്റ്,Awst
546,September::N,സെപ്തംബർ,Medi
547,Oktober::N,ഒക്ടോബർ,Hydref
548,November::N,നവംബർ,Tachwedd
549,Dezember::N,ഡിസംബർ,Rhagfyr
550,Montag::N,തിങ്കളാഴ്ച,dydd Llun
551,Dienstag::N,ചൊവ്വ,dydd Mawrth
552,Mittwoch::N,ബുധനാഴ്ച,dydd Mercher
553,Donnerstag::N,വ്യാഴാഴ്ച,dydd Iau
554,Freitag::N,വെള്ളിയാഴ്ച,dydd Gwener
555,Samstag::N,ശനിയാഴ്ച,dydd Sadwrn
556,Sonntag::N,ഞായറാഴ്ച,dydd Sul
557,groß::A,വലിയ,mawr
558,klein::A,ചെറിയ,bach
559,lang::A,നീണ്ട,hir
560,kurz::A,ഹ്രസ്വമായ,byr
561,kurz::A,ഹ്രസ്വമായ,cwta
562,breit::A,വിശാലമായ,llydan
563,schmal::A,ഇടുങ്ങിയ,cul
564,dicht::A,നിബിഡമായ,dwys
565,dick[Gegenstand]::A,തടിച്ച,trwchus
566,dünn::A,മെലിഞ്ഞ,tenau
567,fein::A,നേർത്ത,main
568,fest::A,ഉറപ്പുള്ള,cadarn
569,flach::A,പരന്ന,gwastad
570,glatt::A,മിനുസമുള്ള,llyfn
571,hart::A,കട്ടിയുള്ള,caled
572,weich::A,മൃദുവായ,meddal
573,rund::A,വട്ടത്തിലുള്ള,crwn
574,spitz::A,മുനയുള്ള,pigfain
575,scharf::A,മൂർച്ചയുള്ള,miniog
576,stumpf::A,തുറന്നടിക്കുന്ന,pŵl
577,schwer::A,ഭാരമുള്ള,trwm
578,schön::A,മനോഹരമായ,teg
579,schön::A,മനോഹരമായ,hardd
580,schön::A,മനോഹരമായ,prydferth
581,heiß::A,ചൂടുള്ള,poeth
582,warm::A,ചൂടുള്ള,twym
583,warm::A,ചൂടുള്ള,cynnes
584,kalt::A,തണുത്ത,oer
585,kühl::A,തണുപ്പുള്ള,oeraidd
586,frisch::A,ശുദ്ധമായ,iach
587,feucht::A,ഈറനുള്ള,llaith
588,nass::A,നനഞ്ഞ,gwlyb
589,trocken::A,വരണ്ട,sych
590,voll::A,നിറയെ,llawn
591,leer::A,ഒഴിഞ്ഞ,gwag
592,offen::A,തുറന്ന,agored
593,geschlossen::A,അടച്ച,caead
594,geschlossen::A,അടച്ച,caeëdig
595,sauber::A,വൃത്തിയുള്ള,glân
596,schmutzig::A,അഴുക്കുനിറഞ്ഞ,budr
597,schmutzig::A,അഴുക്കുനിറഞ്ഞ,brwnt
598,roh::A,അസംസ്കൃതമായ,amrwd
599,reif::A,പഴുത്ത,aeddfed
600,lecker::A,രുചികരമായ,blasus
601,lecker::A,രുചികരമായ,danteithiol
602,süß::A,മധുരമുള്ള,melys
603,bitter::A,കടുത്ത,chwerw
604,sauer::A,പുളിപ്പുള്ള,sur
605,hell::A,ജ്വലിക്കുന്ന,disglair
606,dunkel::A,ഇരുണ്ട,tywyll
607,schwarz::A,കറുത്ത,du
608,weiß::A,വെളുത്ത,gwyn
609,rot::A,ചുവന്ന,coch
610,gelb::A,മഞ്ഞനിറമായ,melyn
611,blau::A,നീലനിറമുള്ള,glas
612,grün::A,പച്ചനിറമുള്ള,gwyrdd
613,grau::A,ചാരനിറത്തിലുള്ള,llwyd
614,bunt::A,വർണ്ണശബളമായ,lliwgar
615,billig::A,വിലകുറഞ്ഞ,rhad
616,teuer::A,ചെലവേറിയ,drud
617,wertvoll::A,വിലപിടിപ്പുള്ള,gwerthfawr
618,blind::A,അന്ധനായ,dall
619,taub::A,കേൾവിക്കുറവുള്ള,byddar
620,kräftig::A,ശക്തിയുള്ള,nerthol
621,kräftig::A,ശക്തിയുള്ള,grymus
622,stark::A,ബലമുള്ള,cryf
623,stark::A,ബലമുള്ള,cadarn
624,schwach::A,ക്ഷീണിച്ച,gwan
625,fett::A,കൊഴുപ്പുള്ള,tew
626,schlank::A,മെലിഞ്ഞ,main
627,hübsch::A,മനോഹരമായ,tlws
628,böse::A,പാപിയായ,drwg
629,dumm::A,വിവരംകെട്ട,twp
630,faul::A,അലസനായ,diog
631,fleißig::A,അദ്ധ്വാനശീലമുള്ള,dyfal
632,geizig::A,പിശുക്കനായ,crintach
633,geizig::A,പിശുക്കനായ,cybyddlyd
