,Concept_ID,fr,da
358,Last::N,fardeau,last
359,Last::N,fardeau,byrde
360,Gang::N,tour,gang
361,Gang::N,marche,gang
362,Schritt::N,pas,skridt
363,Norden::N,nord,nord
364,Süden::N,sud,syd
365,Westen::N,ouest,vest
366,Westen::N,occident,vest
367,Osten::N,est,øst
368,Osten::N,orient,øst
369,Holz::N,bois,træ
370,Brett::N,planche,bræt
371,Platte::N,plaque,plade
372,Stütze::N,appui,støtte
373,Stütze::N,soutien,støtte
374,Stange::N,barre,stang
375,Stange::N,perche,stang
376,Stock::N,canne,stok
377,Stab::N,bâton,stav
378,Rohr::N,tube,rør
379,Rohr::N,tuyau,rør
380,Haus::N,maison,hus
381,Heim::N,maison,hjem
382,Ofen::N,poêle,ovn
383,Fußboden::N,plancher,gulv
384,Tisch::N,table,bord
385,Stuhl::N,chaise,stol
386,Wiege::N,berceau,vugge
387,Bett::N,lit,seng
388,Regal::N,étagère,reol
389,Kiste::N,caisse,kasse
390,Fenster::N,fenêtre,vindue
391,Tür::N,porte,dør
392,Tor::N,porte,port
393,Tor::N,portail,port
394,Zaun::N,clôture,stakit
395,Dach::N,toit,tag
396,Leiter::N,échelle,stige
397,Besen::N,balai,kost
398,Spaten::N,bêche,spade
399,Schaufel::N,pelle,skovl
400,Gabel::N,fourchette,gaffel
401,Löffel::N,cuiller,ske
402,Messer::N,couteau,kniv
403,Nagel::N,clou,søm
404,Netz::N,filet,net
405,Haken::N,croc,krog
406,Haken::N,crochet,krog
407,Griff::N,prise,tag
408,Griff::N,prise,håndtag
409,Griff::N,manche,tag
410,Griff::N,manche,håndtag
411,Schloss::N,serrure,lås
412,Bild::N,image,billede
413,Bild::N,tableau,billede
414,Figur::N,figure,figur
415,Puppe::N,poupée,dukke
416,Beutel::N,sac,pose
417,Beutel::N,petit sac,pose
418,Bündel::N,paquet,bylt
419,Bündel::N,paquet,bundt
420,Bündel::N,faisceau,bylt
421,Bündel::N,faisceau,bundt
422,Tasche::N,sac,taske
423,Eimer::N,seau,spand
424,Deckel::N,couvercle,låg
425,Geschirr::N,vaisselle,husgeråd
426,Sack::N,sac,sæk
427,Tasse::N,tasse,kop
428,Topf::N,pot,gryde
429,Topf::N,marmite,gryde
430,Kessel::N,chaudron,kedel
431,Essen::N,repas,måltid
432,Essen::N,manger,måltid
433,Nahrung::N,nourriture,mad
434,Nahrung::N,nourriture,næring
435,Speise::N,plat,ret
436,Fleisch::N,viande,kød
437,Getreide::N,blé,korn
438,Getreide::N,céréales,korn
439,Brei::N,purée,grød
440,Brei::N,bouillie,grød
441,Brot::N,pain,brød
442,Scheibe::N,tranche,skive
443,Fett::N,graisse,fedt
444,Butter::N,beurre,smør
445,Öl::N,huile,olie
446,Salz::N,sel,salt
447,Suppe::N,soupe,suppe
448,Suppe::N,potage,suppe
449,Honig::N,miel,honning
450,Milch::N,lait,mælk
451,Tee::N,thé,te
452,Leder::N,cuir,skind
453,Wolle::N,laine,uld
454,Stoff::N,tissu,stof
455,Stoff::N,étoffe,stof
456,Nadel::N,aiguille,nål
457,Faden::N,fil,tråd
458,Knopf::N,bouton,knap
459,Knoten::N,nœud,knude
460,Farbe::N,peinture,farve
461,Kleidung::N,vêtements,påklædning
462,Kleidung::N,habillement,påklædning
463,Hemd::N,chemise,skjorte
464,Kragen::N,col,krave
465,Ärmel::N,manche,ærme
466,Hose::N,pantalon,bukser
467,Gürtel::N,ceinture,bælte
468,Mütze::N,bonnet,hue
469,Mütze::N,casquette,hue
470,Schuh::N,soulier,sko
471,Schuh::N,chaussure,sko
472,Stiefel::N,botte,støvle
473,Ring::N,bague,ring
474,Band::N,ruban,bånd
475,Kamm::N,peigne,kam
476,Spiegel::N,glace,spejl
477,Spiegel::N,miroir,spejl
478,Riemen::N,lanière,rem
479,Riemen::N,courroie,rem
480,Schnur::N,corde,snor
481,Schnur::N,ficelle,snor
482,Leine::N,laisse,snor
483,Decke::N,couverture,tæppe
484,Kissen::N,oreiller,pude
485,Tuch::N,drap,sjaltørklæde
486,Tuch::N,fichu,sjaltørklæde
487,Handtuch::N,serviette,håndklæde
488,Handtuch::N,essuie-mains,håndklæde
489,Kraft::N,force,kraft
490,Stärke::N,vigueur,styrke
491,Gesundheit::N,santé,sundhed
492,Krankheit::N,maladie,sygdom
493,Schmerz::N,douleur,smerte
494,Wunde::N,plaie,sår
495,Wunde::N,blessure,sår
496,Fieber::N,fièvre,feber
497,Arznei::N,remède,medicin
498,Arznei::N,remède,lægemiddel
499,Arznei::N,médecine,medicin
500,Arznei::N,médecine,lægemiddel
501,Brücke::N,pont,bro
502,Brunnen::N,puits,brønd
503,Weide::N,pâturage,græsgang
504,Pfad::N,sentier,sti
505,Weg::N,voie,vej
506,Weg::N,chemin,vej
507,Straße::N,route,gade
508,Dorf::N,village,landsby
509,Stadt::N,cité,by
510,Stadt::N,ville,by
511,Brief::N,lettre,brev
512,Buch::N,livre,bog
513,Buchstabe::N,lettre,bogstav
514,Buchstabe::N,caractère,bogstav
515,Zeitung::N,journal,avis
516,Leben::N,vie,liv
517,Tod::N,mort,død
518,Grab::N,tombe,grav
519,Kirche::N,église,kirke
520,Sünde::N,péché,synd
521,Gott::N,dieu,gud
522,Arbeiter::N,ouvrier,arbejder
523,Arbeiter::N,travailleur,arbejder
524,Chef::N,chef,chef
525,Chef::N,patron,chef
526,Meister::N,maître,mester
527,Arzt::N,médecin,læge
528,Lehrer::N,professeur,lærer
529,Lehrer::N,instituteur,lærer
530,Geld::N,argent,penge
531,Geschäft::N,affaire,forretning
532,Geschäft::N,commerce,forretning
533,Laden::N,magasin,butik
534,Laden::N,magasin,forretning
535,Laden::N,boutique,butik
536,Laden::N,boutique,forretning
537,Preis::N,prix,pris
538,Ware::N,marchandise,vare
539,Nutzen::N,profit,nytte
540,Reichtum::N,richesse,rigdom
541,Welt::N,monde,verden
542,Land::N,pays,land
543,Staat::N,État,stat
544,König::N,roi,konge
545,Macht::N,pouvoir,magt
546,Macht::N,puissance,magt
547,Grenze::N,frontière,grænse
548,Krieg::N,guerre,krig
549,Feind::N,ennemi,fjende
550,Gewalt::N,violence,vold
551,Kampf::N,lutte,kamp
552,Kampf::N,combat,kamp
553,Bogen[Waffe]::N,arc,bue
554,Pfeil::N,flèche,pil
555,Gewehr::N,fusil,gevær
556,Fehler::N,faute,fejl
557,Fehler::N,erreur,fejl
558,Lüge::N,mensonge,løgn
559,Schaden::N,dégât,skade
560,Schaden::N,dommage,skade
561,Unglück::N,malheur,uheld
562,Unglück::N,malheur,ulykke
563,Schuld::N,faute,skyld
564,Schuld::N,culpabilité,skyld
565,Alter::N,âge,alder
566,Schluss::N,fin,slut
567,Schluss::N,fin,slutning
568,Zeit::N,temps,tid
569,Tag::N,jour,dag
570,Tag::N,journée,dag
571,Morgen::N,matin,morgen
572,Morgen::N,matinée,morgen
573,Mittag::N,midi,middag
574,Abend::N,soir,aften
575,Abend::N,soirée,aften
576,Nacht::N,nuit,nat
577,Woche::N,semaine,uge
578,Monat::N,mois,måned
579,Jahr::N,an,år
580,Jahr::N,année,år
581,Frühling::N,printemps,forår
582,Sommer::N,été,sommer
583,Herbst::N,automne,efterår
584,Winter::N,hiver,vinter
585,Januar::N,janvier,januar
586,Februar::N,février,februar
587,März::N,mars,marts
588,April::N,avril,april
589,Mai::N,mai,maj
590,Juni::N,juin,juni
591,Juli::N,juillet,juli
592,August::N,août,august
593,September::N,septembre,september
594,Oktober::N,octobre,oktober
595,November::N,novembre,november
596,Dezember::N,décembre,december
597,Montag::N,lundi,mandag
598,Dienstag::N,mardi,tirsdag
599,Mittwoch::N,mercredi,onsdag
600,Donnerstag::N,jeudi,torsdag
601,Freitag::N,vendredi,fredag
602,Samstag::N,samedi,lørdag
603,Sonntag::N,dimanche,søndag
604,groß::A,grand,stor
605,klein::A,petit,lille
606,lang::A,long,lang
607,kurz::A,court,kort
608,breit::A,large,bred
609,schmal::A,étroit,smal
610,dicht::A,dense,tæt
611,dick[Gegenstand]::A,épais,tyk
612,dünn::A,mince,tynd
613,fein::A,fin,fin
614,fein::A,menu,fin
615,fest::A,ferme,fast
616,fest::A,solide,fast
617,flach::A,plat,flad
618,glatt::A,poli,glat
619,glatt::A,lisse,glat
620,hart::A,dur,hård
621,weich::A,mou,blød
622,rund::A,rond,rund
623,spitz::A,aigu,spids
624,spitz::A,pointu,spids
625,scharf::A,tranchant,skarp
626,stumpf::A,mousse,sløv
627,stumpf::A,mousse,stump
628,stumpf::A,émoussé,sløv
629,stumpf::A,émoussé,stump
630,schwer::A,lourd,tung
631,schwer::A,pesant,tung
632,schön::A,beau,skøn
633,heiß::A,chaud,hed
634,heiß::A,très chaud,hed
635,warm::A,chaud,varm
636,kalt::A,froid,kold
637,kühl::A,frais,kølig
638,frisch::A,frais,frisk
639,feucht::A,humide,fugtig
640,nass::A,mouillé,våd
641,trocken::A,sec,tør
642,voll::A,plein,fuld
643,voll::A,rempli,fuld
644,leer::A,vide,tom
645,offen::A,ouvert,åben
646,geschlossen::A,clos,lukket
647,geschlossen::A,fermé,lukket
648,sauber::A,net,ren
649,sauber::A,propre,ren
650,schmutzig::A,sale,snavset
651,schmutzig::A,crasseux,snavset
652,roh::A,cru,rå
653,roh::A,brut,rå
654,reif::A,mûr,moden
655,lecker::A,délicieux,lækker
656,lecker::A,appétissant,lækker
657,süß::A,doux,sød
658,bitter::A,amer,bitter
659,sauer::A,aigre,sur
660,hell::A,clair,lys
661,dunkel::A,sombre,mørk
662,schwarz::A,noir,sort
663,weiß::A,blanc,hvid
664,rot::A,rouge,rød
665,gelb::A,jaune,gul
666,blau::A,bleu,blå
667,grün::A,vert,grøn
668,grau::A,gris,grå
669,bunt::A,multicolore,broget
670,billig::A,bon marché,billig
671,teuer::A,cher,dyr
672,wertvoll::A,précieux,værdifuld
673,blind::A,aveugle,blind
674,taub::A,sourd,døv
675,kräftig::A,fort,kraftig
676,kräftig::A,vigoureux,kraftig
677,stark::A,fort,stærk
678,stark::A,puissant,stærk
679,schwach::A,faible,svag
680,fett::A,gras,fed
681,schlank::A,svelte,slank
682,hübsch::A,joli,køn
683,böse::A,mauvais,ond
684,böse::A,mauvais,slem
685,dumm::A,sot,dum
686,dumm::A,bête,dum
687,faul::A,fainéant,doven
688,faul::A,paresseux,doven
689,fleißig::A,appliqué,flittig
690,geizig::A,avare,gerrig
691,klug::A,intelligent,klog
692,geschickt::A,habile,dygtig
693,geschickt::A,habile,behændig
694,lieb::A,cher,rar
695,lieb::A,gentil,rar
696,lustig::A,gai,lystig
697,lustig::A,joyeux,lystig
698,sanft::A,doux,blid
699,hungrig::A,affamé,sulten
700,krank::A,malade,syg
701,nackt::A,nu,nøgen
702,traurig::A,triste,bedrøvet
703,lebendig::A,vivant,levende
704,gut::A,bon,god
705,schlecht::A,mauvais,dårlig
706,richtig::A,juste,rigtig
707,richtig::A,correct,rigtig
708,schlimm::A,grave,slem
709,schlimm::A,mauvais,slem
710,wahr::A,vrai,sand
711,wahr::A,véritable,sand
712,alt::A,vieux,gammel
713,neu::A,neuf,ny
714,neu::A,nouveau,ny
715,ehemalig::A,ancien,forhenværende
716,alt[Lebewesen]::A,âgé,gammel
717,alt[Lebewesen]::A,vieux,gammel
718,jung::A,jeune,ung
719,arm::A,pauvre,fattig
720,reich::A,riche,rig
721,bekannt::A,connu,kendt
722,berühmt::A,fameux,berømt
723,berühmt::A,célèbre,berømt
724,fremd::A,étranger,fremmed
725,verschieden::A,différent,forskellig
726,nah::A,lié,nær
727,nah::A,proche,nær
728,fern::A,éloigné,fjern
729,fern::A,lointain,fjern
730,linker::A,gauche,venstre
731,rechter::A,droit,højre
732,anderer::A,autre,anden
733,erster::A,premier,første
734,zweiter::A,second,anden
735,zweiter::A,deuxième,anden
736,dritter::A,troisième,tredje
737,letzter::A,dernier,sidste
738,allein::ADV,seul,alene
739,auf einmal::ADV,à la fois,på én gang
740,zusammen::ADV,ensemble,sammen
741,lange::ADV,longtemps,længe
742,plötzlich::ADV,tout à coup,pludselig
743,sofort::ADV,immédiatement,straks
744,später::ADV,plus tard,senere
745,jetzt::ADV,maintenant,nu
746,heute::ADV,aujourd'hui,i dag
747,morgen::ADV,demain,i morgen
748,bald::ADV,bientôt,snart
749,dann::ADV,puis,så
750,dann::ADV,ensuite,så
751,gestern::ADV,hier,i går
752,einst::ADV,jadis,engang
753,einst::ADV,autrefois,engang
754,damals::ADV,alors,dengang
755,damals::ADV,à l'époque,dengang
756,danach::ADV,après,derefter
757,danach::ADV,ensuite,derefter
758,vorher::ADV,auparavant,før
759,vorher::ADV,auparavant,forud
760,zuerst::ADV,d'abord,først
761,zuerst::ADV,premièrement,først
762,einmal::ADV,une fois,en gang
763,manchmal::ADV,parfois,sommetider
764,manchmal::ADV,quelquefois,sommetider
765,oft::ADV,souvent,ofte
766,immer::ADV,toujours,altid
767,niemals::ADV,ne ... jamais,aldrig
768,hier::ADV,ici,her
769,hierhin::ADV,par ici,hid
770,hierhin::ADV,par ici,herhen
771,von hier::ADV,d'ici,herfra
772,dort::ADV,là,der
773,dort::ADV,là-bas,der
774,dorthin::ADV,y,derhen
775,dorthin::ADV,par là,derhen
776,geradeaus::ADV,tout droit,lige ud
777,vorwärts::ADV,en avant,fremad
778,rückwärts::ADV,en arrière,baglæns
779,zurück::ADV,de retour,tilbage
780,unten::ADV,en bas,nede
781,unten::ADV,en bas,forneden
782,unten::ADV,au-dessous,nede
783,unten::ADV,au-dessous,forneden
784,hinab::ADV,en bas,ned
785,hinab::ADV,en bas,nedad
786,hinab::ADV,vers le bas,ned
787,hinab::ADV,vers le bas,nedad
788,oben::ADV,dessus,oppe
789,oben::ADV,dessus,ovenpå
790,oben::ADV,en haut,oppe
791,oben::ADV,en haut,ovenpå
792,hinauf::ADV,en haut,op
793,hinauf::ADV,en haut,opad
794,hinauf::ADV,vers le haut,op
795,hinauf::ADV,vers le haut,opad
796,überall::ADV,partout,overalt
797,nicht::ADV,ne ... pas,ikke
798,ein wenig::ADV,un peu,lidt
799,kaum::ADV,à peine,knap
800,kaum::ADV,à peine,næppe
801,sehr::ADV,très,meget
802,so::ADV,si,så
803,so::ADV,ainsi,så
804,noch::ADV,encore,endnu
805,nur::ADV,seulement,kun
806,nur::ADV,seulement,bare
807,nur::ADV,ne ... que,kun
808,nur::ADV,ne ... que,bare
809,schon::ADV,déjà,alt
810,schon::ADV,déjà,allerede
811,wieder::ADV,de nouveau,igen
812,vergebens::ADV,en vain,forgæves
813,vor::PRP,devant,foran
814,vor::PRP,devant,uden for
815,hinter::PRP,derrière,bag
816,hinter::PRP,derrière,bagved
817,unter::PRP,sous,under
818,unter::PRP,au-dessous de,under
819,durch::PRP,par,gennem
820,durch::PRP,par,igennem
821,durch::PRP,à travers,gennem
822,durch::PRP,à travers,igennem
823,neben::PRP,à côté de,ved siden af
824,zwischen::PRP,entre,mellem
825,wegen::PRP,à cause de,på grund af
826,dies::PRN,ceci,dette
827,das::PRN,ce,det
828,das::PRN,cela,det
829,alles::PRN,tout,alt
830,ich::PRN,je,jeg
831,ich::PRN,moi,jeg
832,du::PRN,tu,du
833,du::PRN,toi,du
834,er::PRN,il,han
835,er::PRN,lui,han
836,wir::PRN,nous,vi
837,ihr::PRN,vous,I
838,sie::PRN,ils,de
839,sie::PRN,elles,de
840,was::FPRN,que,hvad
841,was::FPRN,quoi,hvad
842,wer::FPRN,qui,hvem
843,wo::FADV,où,hvor
844,wohin::FADV,où,hvorhen
845,wie::FADV,comment,hvordan
846,warum::FADV,pourquoi,hvorfor
847,wieviel::FNUM,combien,hvor meget
848,eins::NUM,un,én
849,zwei::NUM,deux,to
850,drei::NUM,trois,tre
851,vier::NUM,quatre,fire
852,fünf::NUM,cinq,fem
853,sechs::NUM,six,seks
854,sieben::NUM,sept,syv
855,acht::NUM,huit,otte
856,neun::NUM,neuf,ni
857,zehn::NUM,dix,ti
858,elf::NUM,onze,elleve
859,zwölf::NUM,douze,tolv
860,zwanzig::NUM,vingt,tyve
861,dreißig::NUM,trente,tredive
862,vierzig::NUM,quarante,fyrre
863,vierzig::NUM,quarante,fyrretyve
864,fünfzig::NUM,cinquante,halvtreds
865,sechzig::NUM,soixante,tres
866,siebzig::NUM,soixante-dix,halvfjerds
