,Concept_ID,sl,xal
788,alles::PRN,vsè,цуһар
789,ich::PRN,jàz,би
790,du::PRN,tí,чи
791,er::PRN,òn,тер
792,wir::PRN,mí,мадн
793,ihr::PRN,ví,та
794,sie::PRN,ôni,тедн
795,was::FPRN,káj,юн
796,wer::FPRN,kdó,кен
797,wo::FADV,kjé,хама
798,wohin::FADV,kám,хамаран
799,wie::FADV,kakó,яһҗ
800,wie::FADV,kakó,яһад
801,warum::FADV,zakáj,юңгад
802,wieviel::FNUM,kóliko,кедү
803,eins::NUM,êden,негн
804,zwei::NUM,dvá,хойр
805,drei::NUM,trí,һурвн
806,vier::NUM,štíri,дөрвн
807,fünf::NUM,pét,тавн
808,sechs::NUM,šést,зурһан
809,sieben::NUM,sédem,долан
810,acht::NUM,ósem,нәәмн
811,neun::NUM,devét,йисн
812,zehn::NUM,desét,арвн
813,elf::NUM,enájst,арвн негн
814,zwölf::NUM,dvánajst,арвн хойр
815,zwanzig::NUM,dvájset,хөрн
816,dreißig::NUM,trídeset,һучн
817,vierzig::NUM,štírideset,дөчн
818,fünfzig::NUM,pétdeset,тәвн
819,sechzig::NUM,šéstdeset,җирн
820,siebzig::NUM,sédemdeset,далн
821,achtzig::NUM,ósemdeset,найн
822,neunzig::NUM,devétdeset,йирн
823,hundert::NUM,stó,зун
824,tausend::NUM,tísoč,миңһн
825,und::CNJ,in,болн
826,oder::CNJ,áli,эс гиҗ
827,oder::CNJ,áli,эс гихлә
828,stehen::V,státi,зогсх
829,sitzen::V,sedéti,суух
830,liegen::V,ležáti,кевтх
831,hängen::V,viséti,өлгәтә бәәх
832,werden::V,postáti,болх
833,passieren::V,zgodíti se,болх
834,beginnen::V,začéti se,эклх
835,enden::V,končáti se,төгсх
836,wechseln::V,ménjati se,хүврх
837,aufgehen[Sonne]::V,vzíti,һарх
838,untergehen[Sonne]::V,zaíti,орх
839,untergehen[Sonne]::V,zaíti,сүүрлх
840,scheinen[Sonne]::V,sijáti,герлтх
841,donnern::V,grméti,күрҗңнх
842,wehen::V,píhati,сальклх
843,strömen::V,líti,һооҗх
844,fließen::V,têči,урсх
845,sich drehen::V,vrtéti se,эргх
846,schwanken::V,kolébati,дәәвлх
847,schwingen::V,níhati,нәәхлх
848,fallen::V,pádati,унх
849,fallen::V,pádati,киисх
850,brennen::V,goréti,шатх
851,rauchen::V,kadíti se,ута һарһх
852,regnen::V,deževáti,орх
853,gefrieren::V,zmŕzniti,мөстх
854,tauen::V,tájati,хәәлх
855,schmelzen::V,kopnéti,хәәлх
856,schmelzen::V,kopnéti,хәәлгдх
857,trocknen::V,sušíti se,эврх
858,sieden::V,kipéti,буслх
859,faulen::V,gníti,үмкәрх
860,verfaulen::V,zgníti,илҗрх
861,reißen::V,tŕgati se,тасрх
862,versinken::V,pogrézniti se,чивх
863,vergehen::V,miníti,болх
864,erscheinen::V,pojáviti se,һарх
865,verschwinden::V,izgíniti,уга болх
866,sinken::V,péšati,татгдх
867,abnehmen::V,pojémati,хасгдх
868,zunehmen::V,véčati se,өсх
869,zunehmen::V,množíti se,өсх
870,steigen::V,dvígati se,немх
871,wachsen::V,rásti,өсх
872,wachsen::V,rásti,урһх
873,glänzen::V,sijáti,гилвкх
874,funkeln::V,ískriti se,цәклх
875,lärmen::V,ropotáti,шууглдх
876,lärmen::V,razgrájati,шууглдх
877,läuten::V,zvoníti,хоңх
878,klingeln::V,zvončkljáti,җиңнулх
879,klirren::V,žvenketáti,җиңнх
880,brausen::V,šuméti,догшрхх
881,rauschen::V,šuštéti,сарҗңнх
882,rauschen::V,šelestéti,сарҗңнх
883,klingen::V,zvenéti,ә һарх
884,bellen::V,lájati,хуцх
885,heulen::V,zavíjati,уульх
886,blasen::V,píhniti,үләх
887,pfeifen::V,pískati,ишкрх
888,pfeifen::V,žvížgati,ишкрх
889,schreien::V,kričáti,хәәкрх
890,stöhnen::V,stókati,түңшх
891,zittern::V,drgetáti,дагҗннх
892,leben::V,živéti,бәәх
893,geboren werden::V,rodíti se,төрх
894,atmen::V,díhati,әмсхлх
895,trinken::V,píti,уух
896,essen::V,jésti,идх
897,schlucken::V,požírati,зальгх
898,müde werden::V,péšati,көшх
899,müde werden::V,utrúditi se,көшх
900,einschlafen::V,zaspáti,унтх
901,schlafen::V,spáti,нөөрсх
902,aufwachen::V,zbudíti se,серх
903,aufstehen::V,vstáti,босх
904,sich erholen::V,oddahníti se,амрх
905,krank werden::V,oboléti,гемтх
906,krank sein::V,bíti bolán,шалтглх
907,schmerzen::V,boléti,өвдх
908,husten::V,kášljati,ханях
909,genesen::V,okrévati,эдгх
910,sterben::V,umréti,үкх
911,sterben::V,umréti,өңгрх
912,umkommen::V,pogíniti,үкх
913,sich bewegen::V,zganíti se,көдлх
914,sich bewegen::V,zganíti se,көндрх
915,sich rühren::V,premakníti se,көндрх
916,sich erheben::V,vstájati,босх
917,sich erheben::V,vzdígniti se,босх
918,sich setzen::V,sésti,суух
919,hinfallen::V,pásti dôl,унх
920,hinfallen::V,pásti dôl,киисх
921,laufen::V,hodíti,йовх
922,schreiten::V,stópati,алхх
923,spazierengehen::V,na sprehòd íti,сергҗ йовх
924,eilen::V,drvéti,шулудх
925,sich beeilen::V,hitéti,адһх
926,sich beeilen::V,hitéti,шамдх
927,sausen::V,dírkati,хурдлх
928,sausen::V,dírkati,йир_хурдар_гүүх
929,sausen::V,dírkati,йир_хурдар_йовх
930,rennen::V,dírjati,гүүх
931,springen::V,skákati,һәрәдх
932,klettern::V,plézati,давшх
933,schaukeln::V,kolébati,дүүдңндх
934,kriechen::V,pláziti se,мөлкх
935,schwimmen::V,plávati,усчх
936,tauchen::V,potápljati se,булхх
937,rudern::V,vesláti,хәәвдх
938,fahren::V,vozíti se,йовх
939,fahren::V,peljáti se,йовх
940,fliegen::V,létati,нисх
941,gehen::V,íti,йовх
942,weggehen::V,odíti,йовх
943,weggehen::V,odíti,одх
944,weggehen::V,odíti,һарх
945,weggehen::V,odíti,мөрлх
946,abfahren::V,odpeljáti se,мордх
947,anhalten::V,ustáviti se,зогсх
948,hineingehen::V,íti nóter,орх
949,eintreten::V,vstopíti,орх
950,kommen::V,príti,ирх
951,ankommen::V,prispéti,ирх
952,ankommen::V,prihájati,ирх
953,zurückkommen::V,vrníti se,орх
954,bleiben::V,ostáti,бәәх
955,warten::V,čákati,күләх
956,erwarten::V,pričakováti,күләх
957,suchen::V,iskáti,хәәх
958,finden::V,nájti,олх
959,versuchen::V,poskúšati,седх
960,vorbereiten::V,pripráviti,белдх
961,lieben::V,ljubíti,дурлх
962,mögen::V,márati,таассгдх
963,lachen::V,smejáti se,инәх
964,rühren::V,ganíti,уйрах
965,weinen::V,jókati,уульх
966,weinen::V,plákati,уульх
967,schimpfen::V,psováti,харах
968,schimpfen::V,zmérjati,харах
969,sich ärgern::V,jezíti se,уурлх
970,sich fürchten::V,báti se,әәх
971,fürchten::V,báti se,әәх
972,fürchten::V,báti se,сүрдх
973,fliehen::V,bežáti,зулх
974,flüchten::V,pobégniti,орһх
975,flüchten::V,pobégniti,зулх
976,sehen::V,vídeti,үзх
977,anschauen::V,oglédati,харх
978,ansehen::V,glédati,хәләх
979,ansehen::V,glédati,үзх
980,hören::V,slíšati,соңсх
981,zuhören::V,poslúšati,соңсх
982,probieren::V,poskúšati,амсх
983,riechen::V,dúhati,үнрчлх
984,fühlen::V,čutíti,медх
985,scheinen::V,zdéti se,болҗ медгдх
986,scheinen::V,zdéti se,миниһәр болхла
987,scheinen::V,zdéti se,болад бәәх
988,zu sehen sein::V,vídeti se,үзгдх
989,vernehmen::V,čúti,соңсх
990,frieren::V,zébsti,даарх
991,tun::V,délati,кех
992,können::V,môči,чадх
993,wollen::V,hotéti,дурлх
994,anfangen::V,začéti,эклх
995,beenden::V,dokončáti,дуусх
996,aufhören::V,prenéhati,уурх
997,gelingen::V,uspéti,бүтх
998,gelingen::V,uspéti,күцәх
999,gelingen::V,posréčiti se,бүтх
1000,gelingen::V,posréčiti se,күцәх
1001,geraten::V,obnêsti se,болх
1002,öffnen::V,odpréti,секх
1003,schließen::V,zapréti,хаах
1004,stellen::V,postáviti,тәвх
1005,setzen::V,posadíti,суулһх
1006,legen::V,položíti,тәвх
1007,berühren::V,dotíkati se,көндәх
1008,verbinden::V,obvézati,боох
1009,bedecken::V,pokríti,хучх
1010,bedecken::V,pokríti,бүркх
1011,aufhängen::V,obésiti,өлгх
1012,anzünden::V,zažgáti,асах
1013,anzünden::V,zažgáti,шатах
1014,aufheben::V,vzdígniti,өөдән өргх
1015,zurücklassen::V,zapustíti,үлдәх
1016,verlieren::V,izgubíti,геех
1017,fallen lassen::V,navréči,алдх
1018,machen::V,naredíti,кех
1019,machen::V,napráviti,кех
1020,herstellen::V,izdélati,кех
1021,bauen::V,gradíti,тосхх
1022,reparieren::V,popráviti,ясх
1023,verbessern::V,izbóljšati,сәәрүлх
1024,ändern::V,spremeníti,хүврәх
1025,graben::V,kopáti,малтх
1026,graben::V,grêbsti,малтх
1027,beugen::V,upogníti,нуһлх
1028,biegen::V,zavíjati,матилһх
1029,drehen::V,vrtéti,эргүлх
1030,wenden::V,obrníti,көмрх
1031,wenden::V,obrníti,эргүлх
1032,umdrehen::V,zasúkati,эргүлх
1033,heben::V,dvígati,өргх
1034,heben::V,dvígati,деер өргх
1035,hochheben::V,privzdígniti,өргх
1036,ergreifen::V,zgrábiti,бәрх
1037,halten::V,držáti,бәрх
1038,drücken::V,tiščáti,шахх
1039,schieben::V,ríniti,түлкх
1040,kratzen::V,práskati,мааҗх
1041,lecken::V,lízati,долах
1042,beißen::V,grísti,хазх
1043,abreißen::V,odtŕgati,таслх
1044,abschneiden::V,odrézati,тәәрх
1045,binden::V,vézati,боох
1046,stecken::V,vtakníti,шаах
1047,stecken::V,vtakníti,хатхх
1048,brechen::V,lomíti,хамхлх
1049,klopfen::V,tólči,цокх
1050,hauen::V,séči,цокх
1051,kleben::V,lépiti,наах
1052,reiben::V,tréti,зүлгх
1053,reiben::V,dŕgniti,зүлгх
1054,streichen::V,namázati,наах
1055,streichen::V,namázati,лашх
1056,streichen::V,namázati,түркх
1057,schleifen::V,brúsiti,хурцлх
1058,schneiden::V,rézati,хәәчлх
1059,rütteln::V,strésti,дәәвлүлх
1060,schütteln::V,majáti,сегсрх
1061,schwenken::V,obrníti,дайлх
1062,schütten::V,sípati,кех
1063,füllen::V,napolníti,дүүргх
1064,einwickeln::V,zavíti,орах
1065,tragen::V,nêsti,зөөх
1066,schleppen::V,vláčiti,чирх
1067,ziehen::V,vléči,татх
1068,aufbewahren::V,shranjeváti,хадһлх
1069,werfen::V,lúčati,хайх
1070,fangen::V,ujéti,бәрх
1071,fangen::V,ujéti,хавлх
1072,packen::V,prijéti,бәрх
1073,verstecken::V,skríti,дүрх
1074,verstecken::V,skríti,бултулх
1075,teilen::V,razdelíti,хувах
1076,schicken::V,pošíljati,илгәх
1077,bringen::V,prinêsti,авч ирх
1078,hinzufügen::V,pristáviti,немх
1079,bekommen::V,dobíti,авх
1080,erhalten::V,prejéti,авх 
1081,nehmen::V,vzéti,авх
1082,wählen::V,izbírati,шүүх
1083,auswählen::V,izbráti,шүүх
1084,bewahren::V,ohraníti,хадһлх
1085,bewahren::V,ohraníti,кевтнь үлдәх
1086,bewahren::V,ohraníti,кевтнь бәәлһх
1087,behindern::V,ovírati,харшлх
1088,verderben::V,pokváriti,үрәх
1089,beschädigen::V,poškodováti,эвдх
1090,zerbrechen::V,razlomíti,күүлх
1091,zerbrechen::V,razlomíti,хамхлх
1092,zerreißen::V,raztŕgati,шуучх
1093,zerstören::V,razrúšiti,эвдх
1094,verbrennen::V,sežgáti,шатах
1095,geben::V,dáti,өгх
1096,reichen::V,séči,өгх
1097,reichen::V,molíti,өгх
1098,schenken::V,podáriti,белглх
1099,versprechen::V,obljubíti,амлх
1100,wünschen::V,vóščiti,сә хәәх
1101,loben::V,hváliti,магтх
1102,küssen::V,poljubováti,үмсх
1103,wiegen::V,zíbati,саатулх
1104,zudecken::V,pokríti,бүркх
1105,wecken::V,zbudíti,серүлх
1106,zeigen::V,pokázati,үзүлх
1107,führen::V,vêsti,көтлх
1108,lehren::V,učíti,заах
1109,lehren::V,učíti,сурһх
1110,unterrichten::V,poučeváti,сурһх
1111,unterrichten::V,poučeváti,багшлх
1112,aufziehen::V,vzgojíti,өскәх
1113,leiten::V,uprávljati,һардх
1114,leiten::V,uprávljati,толһалх
1115,antreiben::V,goníti,шамдах
1116,lassen::V,povzročíti,күч үзүлх
1117,einladen::V,povábiti,үрх
1118,vereinigen::V,zdrúžiti,хамцулх
1119,besuchen::V,obiskáti,одх
1120,treffen::V,pogodíti,харһх
1121,sich versammeln::V,zbráti se,цуглрх
1122,sich versammeln::V,zbráti se,хурх
1123,spielen::V,igráti se,наадх
1124,singen::V,péti,дуулх
1125,tanzen::V,plésati,биилх
1126,sich trennen::V,ločíti se,хаһцх
1127,verlassen::V,zapustíti,хайх
1128,retten::V,réšiti,әм аврх
1129,retten::V,réšiti,әәмшгәс харсх
1130,bewachen::V,strážiti,харх
1131,bewachen::V,strážiti,манх
1132,schützen::V,sčítiti,харсх
1133,verteidigen::V,braníti,харсх
1134,sich schlagen::V,têpsti se,гүвдлдх
1135,schießen::V,stréljati,хах
1136,siegen::V,zmágati,диилх
1137,ärgern::V,jezíti,уурлулх
1138,ärgern::V,razbúriti,уурлулх
1139,schlagen::V,têpsti,цокх
1140,schlagen::V,têpsti,гүвдх
1141,schlagen::V,udáriti,цокх
1142,schlagen::V,udáriti,гүвдх
1143,treten::V,teptáti,
1144,stechen::V,ubôsti,хатхх
1145,stoßen::V,peháti,түлкчкх
1146,stoßen::V,drégniti,түлкчкх
1147,stehlen::V,ukrásti,хулхалх
1148,stehlen::V,pokrásti,хулхалх
1149,stören::V,motíti,һә болх
1150,belästigen::V,nadlegováti,амр эс өгх
1151,verbergen::V,skríti,нуух
1152,verbergen::V,skríti,бултулх
1153,täuschen::V,slepíti,меклх
1154,betrügen::V,várati,меклх
1155,betrügen::V,várati,мек һарһх
1156,betrügen::V,ogoljufáti,меклх
1157,betrügen::V,ogoljufáti,мек һарһх
1158,töten::V,ubíti,алх
1159,wohnen::V,prebívati,бәәх
1160,arbeiten::V,délati,көдлх
1161,sammeln::V,zbráti,түүх
1162,pflücken::V,obráti,түүх
1163,pflücken::V,obráti,хурах
1164,jagen::V,lovíti,аңнх
1165,jagen::V,lovíti,аңһучлх
1166,fischen::V,ribáriti,заһс аңнх
1167,fassen::V,zajéti,бәрх
1168,hüten::V,pásti,хәрүлх
1169,treiben::V,pogánjati,туух
1170,anbinden::V,privézati,уйх
1171,füttern::V,kŕmiti,теҗәх
1172,melken::V,mólsti,саах
1173,hacken::V,sékati,чавчх
1174,gießen::V,ulíti,услх
1175,reifen::V,zoréti,болх
1176,reifen::V,zoréti,болвсрх
1177,zubereiten::V,pripráviti,белдх
1178,kochen::V,kúhati,чанх
1179,kochen::V,kúhati,болһх
1180,backen::V,cvréti,болһх
1181,braten::V,pêči,хуурх
1182,umrühren::V,preméšati,самрх
1183,stricken::V,plêsti,өлгх
1184,nähen::V,šívati,уйх
1185,färben::V,bárvati,будх
1186,reinigen::V,očístiti,цеврлх
1187,waschen::V,opráti,уһах
1188,abwischen::V,obrísati,арчх
1189,spülen::V,splakováti,зәәлх
1190,fegen::V,pométati,сәвүрдх
1191,kehren::V,mésti,сәвүрдх
1192,baden::V,kópati se,өөмх
1193,sich waschen::V,umíti se,уһах
1194,sich waschen::V,umíti se,бийән уһаҗ
1195,ausziehen::V,izvléči,тәәлх
1196,anziehen::V,obléči,өмсх
1197,sich anziehen::V,obléči se,хувцлх
1198,kämmen::V,česáti,самлх
1199,schmücken::V,okrasíti,чимх
1200,schmücken::V,okrasíti,кеерүлх
1201,sagen::V,dejáti,келх
1202,sprechen::V,govoríti,келх
1203,reden::V,rêči,күүндх
1204,reden::V,rêči,күр_кех
1205,sich unterhalten::V,razgovárjati se,күүндх
1206,fragen::V,vprášati,сурх
1207,bitten::V,prosíti,эрх
1208,erzählen::V,práviti,келх
1209,erzählen::V,práviti,келҗ өгх
1210,mitteilen::V,naznániti,медүлх
1211,nennen::V,imenováti,нерәдх
1212,nennen::V,imenováti,нер өгх
1213,rufen::V,klícati,дуудх
1214,prahlen::V,baháti se,көөрх
1215,übersetzen::V,prevêsti,орчулх
1216,denken::V,mísliti,санх
1217,glauben::V,verjéti,шүтх
1218,glauben::V,verjéti,нәәлх
1219,bemerken::V,opáziti,темдглх
1220,erkennen::V,spoznáti,таньх
1221,erkennen::V,spoznáti,медх
1222,begreifen::V,pôjmiti,медх
1223,verstehen::V,razuméti,соңсх
1224,lernen::V,učíti se,сурх
1225,wissen::V,znáti,медх
1226,wissen::V,védeti,медх
1227,sich erinnern an::V,spómniti se,санх
1228,vergessen::V,pozábiti,мартх
1229,messen::V,mériti,кемҗәлх
1230,zählen::V,štéti,тоолх
1231,rechnen::V,račúnati,тоолх
1232,lesen::V,bráti,умшх
1233,lesen::V,čítati,умшх
1234,malen::V,slíkati,зурх
1235,zeichnen::V,rísati,зурх
1236,schreiben::V,písati,бичх
1237,besitzen::V,iméti,эзлх
1238,kaufen::V,kupíti,хулдҗ авх
1239,verkaufen::V,prodáti,хулдх
1240,verkaufen::V,prodáti,гүүлгх
1241,bezahlen::V,pláčati,өгх
1242,zahlen::V,plačeváti,өгх
1243,beherrschen::V,obvládati,эзлх
1244,ertragen::V,prenêsti,даах
1245,Verstand::N,,ухан
