,Concept_ID,mhr,pt
755,nackt::A,чарама́т,despido
756,traurig::A,ойга́н,triste
757,lebendig::A,и́лыше,vivo
758,gut::A,сай,bom
759,schlecht::A,уда́,mau
760,schlecht::A,уда́,ruim
761,schlecht::A,шӱ́кшӧ,mau
762,schlecht::A,шӱ́кшӧ,ruim
763,richtig::A,чы́нле,justo
764,richtig::A,чы́нле,correcto
765,schlimm::A,аля́к,mau
766,schlimm::A,аля́к,grave
767,schlimm::A,тыра́н,mau
768,schlimm::A,тыра́н,grave
769,wahr::A,чы́нле,verdadeiro
770,wahr::A,настоя́щий,verdadeiro
771,alt::A,то́што,velho
772,alt::A,то́што,antigo
773,neu::A,у,novo
774,ehemalig::A,о́нчычсо,antigo
775,ehemalig::A,онда́кысе,antigo
776,alt[Lebewesen]::A,шо́нто,velho
777,jung::A,са́мырык,jovem
778,arm::A,нужна́,pobre
779,reich::A,поя́н,rico
780,bekannt::A,па́лыме,conhecido
781,berühmt::A,лӱ́млӧ,famoso
782,berühmt::A,лӱ́млӧ,célebre
783,fremd::A,йот,alheio
784,fremd::A,йот,estranho
785,verschieden::A,тӱ́рлӧ,diverso
786,verschieden::A,тӱ́рлӧ,diferente
787,nah::A,ли́шыл,próximo
788,fern::A,тора́,remoto
789,fern::A,тора́,distante
790,fern::A,мӱ́ндыр,remoto
791,fern::A,мӱ́ндыр,distante
792,linker::A,шола́,esquerdo
793,rechter::A,пурла́,direito
794,anderer::A,вес,outro
795,anderer::A,мо́ло,outro
796,erster::A,и́кымше,primeiro
797,zweiter::A,ко́кымшо,segundo
798,dritter::A,ку́мшо,terceiro
799,letzter::A,пыта́ртыш,final
800,letzter::A,пыта́ртыш,último
801,allein::ADV,шкет,só
802,auf einmal::ADV,икана́ште,de vez
803,zusammen::ADV,пырля́,juntos
804,lange::ADV,кужу́н,muito tempo
805,plötzlich::ADV,кенета́,de repente
806,sofort::ADV,кызыта́к,imediatamente
807,später::ADV,варара́к,mais tarde
808,jetzt::ADV,ы́нде,agora
809,jetzt::ADV,кы́зыт,agora
810,heute::ADV,та́че,hoje
811,morgen::ADV,эрла́,amanhã
812,bald::ADV,вашке́,logo
813,bald::ADV,вашке́,breve
814,dann::ADV,вара́,então
815,dann::ADV,вара́,depois
816,gestern::ADV,теҥге́че,ontem
817,einst::ADV,икана́,antigamente
818,damals::ADV,туна́м,então
819,danach::ADV,вара́,logo
820,danach::ADV,вара́,depois
821,vorher::ADV,о́нчыч,antes
822,zuerst::ADV,онда́к,primeiro
823,einmal::ADV,икана́,uma vez
824,manchmal::ADV,ка́шын,às vezes
825,manchmal::ADV,кокла́н,às vezes
826,oft::ADV,чӱ́чкыдын,muitas vezes
827,immer::ADV,эре́,sempre
828,immer::ADV,ту́тыш,sempre
829,niemals::ADV,ок нигуна́м,nunca
830,hier::ADV,ты́ште,cá
831,hier::ADV,ты́ште,aqui
832,hierhin::ADV,ты́шке,para cá
833,hierhin::ADV,тыш,para cá
834,von hier::ADV,тыше́ч,daqui
835,von hier::ADV,тыве́ч,daqui
836,dort::ADV,ту́што,lá
837,dort::ADV,ту́што,ali
838,dorthin::ADV,туш,lá
839,dorthin::ADV,туш,para lá
840,dorthin::ADV,ту́шко,lá
841,dorthin::ADV,ту́шко,para lá
842,geradeaus::ADV,вик,em frente
843,vorwärts::ADV,о́нчыко,avante
844,rückwärts::ADV,шеҥге́к,para trás
845,zurück::ADV,мӧҥге́ш,atrás
846,unten::ADV,ӱ́лнӧ,debaixo
847,unten::ADV,ӱ́лнӧ,em baixo
848,unten::ADV,йыма́лне,debaixo
849,unten::ADV,йыма́лне,em baixo
850,hinab::ADV,йыма́к,para baixo
851,oben::ADV,кӱ́шнӧ,em cima
852,oben::ADV,ӱмба́лне,em cima
853,hinauf::ADV,кӱ́ш,para cima
854,hinauf::ADV,кӱ́шкӧ,para cima
855,überall::ADV,чыла́ вере́,em toda parte
856,nicht::ADV,ок,não
857,nicht::ADV,о́геш,não
858,ein wenig::ADV,изи́ш,um pouco
859,ein wenig::ADV,изи́ш,um bocado
860,kaum::ADV,пыкше́,apenas
861,sehr::ADV,чот,muito
862,so::ADV,тыге́,tão
863,so::ADV,тыге́,assim
864,noch::ADV,а́ле,ainda
865,nur::ADV,гына́,só
866,nur::ADV,гына́,apenas
867,nur::ADV,гына́,somente
868,schon::ADV,ы́нде,já
869,wieder::ADV,ада́к,outra vez
870,vergebens::ADV,ара́м,em vão
871,vor::PRP,о́нчыч,diante de
872,hinter::PRP,шеҥге́лне,atrás de
873,unter::PRP,йыма́лне,sob
874,unter::PRP,йыма́лне,debaixo de
875,durch::PRP,вошт,por
876,durch::PRP,вошт,através de
877,neben::PRP,вокте́н,junto de
878,neben::PRP,вокте́н,ao lado de
879,zwischen::PRP,кокла́ште,entre
880,wegen::PRP,верч,por
881,wegen::PRP,верч,por causa de
882,dies::PRN,ти́де,isto
883,das::PRN,са́де,isso
884,das::PRN,са́де,aquilo
885,alles::PRN,чыла́,todo
886,ich::PRN,мый,eu
887,du::PRN,тый,tu
888,er::PRN,ту́до,ele
889,wir::PRN,ме,nós
890,ihr::PRN,те,vós
891,ihr::PRN,те,vocês
892,sie::PRN,ну́но,eles
893,was::FPRN,мо,quê
894,wer::FPRN,кӧ,quem
895,wo::FADV,куша́н,onde
896,wohin::FADV,куш,aonde
897,wohin::FADV,куш,para onde
898,wohin::FADV,ку́шко,aonde
899,wohin::FADV,ку́шко,para onde
900,wie::FADV,кузе́,como
901,warum::FADV,мо,porquê
902,warum::FADV,мо,por que
903,warum::FADV,мола́н,porquê
904,warum::FADV,мола́н,por que
905,wieviel::FNUM,куна́р,quanto
906,eins::NUM,ик,um
907,zwei::NUM,ко́кыт,dois
908,drei::NUM,кум,três
909,vier::NUM,ныл,quatro
910,fünf::NUM,вич,cinco
911,sechs::NUM,куд,seis
912,sieben::NUM,шым,sete
913,acht::NUM,канда́ш,oito
914,neun::NUM,инде́ш,nove
915,zehn::NUM,лу,dez
916,elf::NUM,лати́к,onze
917,zwölf::NUM,латко́к,doze
918,zwanzig::NUM,ко́ло,vinte
919,dreißig::NUM,ку́мло,trinta
920,vierzig::NUM,ны́лле,quarenta
921,fünfzig::NUM,ви́тле,cinquenta
922,sechzig::NUM,ку́дло,sessenta
923,siebzig::NUM,шы́мле,setenta
924,achtzig::NUM,канда́шле,oitenta
925,neunzig::NUM,инде́шле,noventa
926,hundert::NUM,шӱ́дӧ,cem
927,hundert::NUM,шӱ́дӧ,cento
928,tausend::NUM,тӱже́м,mil
929,und::CNJ,да,e
930,und::CNJ,ден,e
931,oder::CNJ,я,ou
932,oder::CNJ,а́ле,ou
933,stehen::V,шога́ш,estar em pé
934,sitzen::V,шинча́ш,estar sentado
935,liegen::V,кия́ш,jazer
936,liegen::V,кия́ш,estar deitado
937,hängen::V,кеча́ш,pender
938,hängen::V,кеча́ш,estar pendurado
939,werden::V,лия́ш,tornar-se
940,passieren::V,лия́ш,acontecer
941,beginnen::V,тӱҥгала́ш,começar
942,enden::V,пыта́ш,acabar
943,enden::V,пыта́ш,terminar
944,wechseln::V,вашталта́ш,variar
945,wechseln::V,вашталта́ш,alternar
946,aufgehen[Sonne]::V,лекта́ш,nascer
947,untergehen[Sonne]::V,шинча́ш,pôr-se
948,scheinen[Sonne]::V,волгалта́ш,brilhar
949,donnern::V,кӱдырта́ш,trovejar
950,donnern::V,сургалта́ш,trovejar
951,wehen::V,пуа́ш,soprar
952,strömen::V,шийалтара́ш,correr
953,fließen::V,йога́ш,fluir
954,sich drehen::V,пӧрда́ш,girar
955,schwanken::V,лӱҥга́ш,oscilar
956,schwanken::V,тайныла́ш,oscilar
957,schwingen::V,рӱпшалта́ш,vibrar
958,fallen::V,воза́ш,cair
959,fallen::V,йӧрла́ш,cair
960,brennen::V,йӱла́ш,arder
961,rauchen::V,шикша́ш,fumegar
962,regnen::V,йӱра́ш,chover
963,gefrieren::V,кылма́ш,gelar
964,gefrieren::V,кылма́ш,congelar
965,gefrieren::V,ияҥа́ш,gelar
966,gefrieren::V,ияҥа́ш,congelar
967,tauen::V,шула́ш,derreter
968,tauen::V,шула́ш,descongelar
969,schmelzen::V,лева́ш,fundir-se
970,trocknen::V,кошка́ш,secar
971,sieden::V,шола́ш,ferver
972,faulen::V,шӱя́ш,estragar-se
973,verfaulen::V,шӱйы́н шуа́ш,apodrecer
974,reißen::V,кӱрла́ш,romper-se
975,versinken::V,пуре́н кая́ш,afundar-se
976,vergehen::V,эрте́н кая́ш,passar
977,erscheinen::V,толы́н лекта́ш,aparecer
978,verschwinden::V,йома́ш,desaparecer
979,sinken::V,пуча́ш,descer
980,abnehmen::V,пуча́ш,diminuir
981,abnehmen::V,пуча́ш,decrescer
982,zunehmen::V,шукема́ш,crescer
983,zunehmen::V,шукема́ш,aumentar
984,steigen::V,нӧлталта́ш,subir
985,wachsen::V,кушка́ш,crescer
986,glänzen::V,йылгыжа́ш,brilhar
987,funkeln::V,чолга́ш,cintilar
988,lärmen::V,рӱшка́ш,fazer barulho
989,läuten::V,мура́ш,chocalhar
990,klingeln::V,йыҥгырта́ш,tocar
991,klirren::V,чылдыртата́ш,tinir
992,brausen::V,лӱшка́ш,bramar
993,rauschen::V,лыжга́ш,murmurar
994,rauschen::V,лыжга́ш,rumorejar
995,klingen::V,йоҥга́ш,soar
996,bellen::V,опта́ш,ladrar
997,heulen::V,урмыжа́ш,uivar
998,blasen::V,пуала́ш,soprar
999,pfeifen::V,шӱ́шкаш,assobiar
1000,schreien::V,кычкыра́ш,gritar
1001,stöhnen::V,йыҥыса́ш,gemer
1002,zittern::V,чытыра́ш,tremer
1003,leben::V,ила́ш,viver
1004,geboren werden::V,шоча́ш,nascer
1005,atmen::V,шӱла́ш,respirar
1006,trinken::V,йӱа́ш,beber
1007,essen::V,кочка́ш,comer
1008,schlucken::V,нела́ш,engolir
1009,müde werden::V,ноя́ш,cansar-se
1010,einschlafen::V,мале́н колта́ш,adormecer
1011,schlafen::V,мала́ш,dormir
1012,aufwachen::V,помыжалта́ш,acordar
1013,aufstehen::V,кынела́ш,levantar-se
1014,sich erholen::V,кана́ш,descansar
1015,krank werden::V,черлане́н воза́ш,adoecer
1016,krank werden::V,черлане́н воза́ш,ficar doente
1017,krank sein::V,черлане́н кия́ш,estar doente
1018,schmerzen::V,коршта́ш,doer
1019,husten::V,кокыра́ш,tossir
1020,genesen::V,тӱрла́ш,convalescer
1021,genesen::V,тазаҥа́ш,convalescer
1022,sterben::V,кола́ш,morrer
1023,umkommen::V,вуй йома́ш,perecer
1024,sich bewegen::V,кошта́ш,mover-se
1025,sich rühren::V,тарвана́ш,mexer-se
1026,sich erheben::V,кынела́ш,levantar-se
1027,sich setzen::V,шинча́ш,sentar-se
1028,hinfallen::V,йӧрла́ш,cair
1029,laufen::V,кошта́ш,andar
1030,laufen::V,кошта́ш,caminhar
1031,schreiten::V,ошкыла́ш,andar
1032,schreiten::V,ошкыла́ш,caminhar
1033,spazierengehen::V,гуля́яш,passear
1034,eilen::V,вашка́ш,apressar-se
1035,sich beeilen::V,вашкешта́ш,apressar-se
1036,sich beeilen::V,вашкешта́ш,despachar-se
1037,sausen::V,юлтка́ш,correr
1038,rennen::V,куржтала́ш,correr
1039,springen::V,тӧршта́ш,saltar
1040,klettern::V,кӱза́ш,trepar
1041,schaukeln::V,лӱҥгалта́ш,baloiçar
1042,kriechen::V,нушка́ш,rastejar
1043,kriechen::V,нушка́ш,arrastar-se
1044,schwimmen::V,ия́ш,nadar
1045,tauchen::V,шуҥгалта́ш,mergulhar
1046,rudern::V,удыра́ш,remar
1047,fahren::V,кудала́ш,ir
1048,fliegen::V,чоҥешта́ш,voar
1049,gehen::V,кая́ш,ir
1050,gehen::V,кая́ш,andar
1051,weggehen::V,кораҥа́ш,partir
1052,weggehen::V,кораҥа́ш,ir-se embora
1053,abfahren::V,лекта́ш,sair
1054,abfahren::V,лекта́ш,partir
1055,anhalten::V,чарна́ш,parar
1056,hineingehen::V,пура́ш,entrar
1057,eintreten::V,пура́ш,entrar
1058,kommen::V,тола́ш,vir
1059,ankommen::V,шуа́ш,chegar
1060,zurückkommen::V,пӧртыла́ш,voltar
1061,zurückkommen::V,пӧртыла́ш,regressar
1062,bleiben::V,кода́ш,ficar
1063,bleiben::V,кода́ш,permanecer
1064,warten::V,вуча́ш,esperar
1065,erwarten::V,вуча́ш,esperar
1066,erwarten::V,вуча́ш,aguardar
1067,suchen::V,кычала́ш,buscar
1068,suchen::V,кычала́ш,procurar
1069,finden::V,муа́ш,achar
1070,finden::V,муа́ш,encontrar
1071,versuchen::V,толаша́ш,tentar
1072,vorbereiten::V,ямдыла́ш,preparar
1073,lieben::V,йӧрата́ш,amar
1074,lieben::V,йӧрата́ш,querer
1075,mögen::V,йӧрата́ш,gostar de
1076,lachen::V,воштыла́ш,rir
1077,lachen::V,воштыла́ш,rir-se
1078,rühren::V,ку́мыл тарвата́ш,comover
1079,weinen::V,шорта́ш,chorar
1080,schimpfen::V,каргаша́ш,ralhar
1081,sich ärgern::V,сыра́ш,zangar-se
1082,sich fürchten::V,лӱда́ш,ter medo de
1083,sich fürchten::V,лӱда́ш,ter receio de
1084,fürchten::V,лӱда́ш,temer
1085,fürchten::V,лӱда́ш,recear
1086,fliehen::V,куржа́ш,fugir
1087,flüchten::V,куржа́ш,refugiar-se
1088,sehen::V,ужа́ш,ver
1089,anschauen::V,онча́ш,olhar
1090,ansehen::V,эскера́ш,mirar
1091,hören::V,кола́ш,ouvir
1092,zuhören::V,колышта́ш,escutar
1093,probieren::V,тамла́ш,provar
1094,probieren::V,тамла́ш,saborear
1095,riechen::V,ӱпшынча́ш,cheirar
1096,fühlen::V,шижа́ш,sentir
1097,scheinen::V,чуча́ш,parecer
1098,zu sehen sein::V,коя́ш,estar à vista
1099,vernehmen::V,кола́ш,ouvir
1100,frieren::V,кылма́ш,ter frio
1101,tun::V,ышта́ш,fazer
1102,können::V,мошта́ш,saber
1103,wollen::V,тӱна́ш,querer
1104,anfangen::V,тӱҥала́ш,iniciar
1105,beenden::V,пытара́ш,acabar
1106,beenden::V,пытара́ш,terminar
1107,aufhören::V,чарна́ш,cessar
1108,aufhören::V,чарна́ш,desistir
1109,gelingen::V,сай лекта́ш,sair bem
1110,gelingen::V,сай лекта́ш,dar bom resultado
1111,geraten::V,лекта́ш,sair
1112,geraten::V,лекта́ш,dar resultado
1113,öffnen::V,поча́ш,abrir
1114,schließen::V,петыра́ш,fechar
1115,stellen::V,шында́ш,pôr
1116,stellen::V,шында́ш,colocar
1117,setzen::V,шында́ш,pôr
1118,setzen::V,шында́ш,meter
1119,legen::V,опта́ш,pôr
1120,legen::V,опта́ш,meter
1121,legen::V,пышта́ш,pôr
1122,legen::V,пышта́ш,meter
1123,berühren::V,тӱка́ш,tocar
1124,verbinden::V,пида́ш,unir
1125,verbinden::V,пида́ш,ligar
1126,bedecken::V,леведа́ш,cobrir
1127,aufhängen::V,сака́ш,pendurar
1128,anzünden::V,чӱкта́ш,acender
1129,aufheben::V,нӧлтала́ш,apanhar
1130,aufheben::V,нӧлтала́ш,levantar
1131,zurücklassen::V,кода́ш,deixar
1132,verlieren::V,йомдара́ш,perder
1133,fallen lassen::V,воза́ш,deixar cair
1134,machen::V,ышта́ш,fazer
1135,herstellen::V,ямдыла́ш,produzir
1136,bauen::V,чоҥа́ш,edificar
1137,bauen::V,чоҥа́ш,construir
1138,reparieren::V,ачала́ш,reparar
1139,reparieren::V,ачала́ш,consertar
1140,verbessern::V,саемда́ш,melhorar
1141,ändern::V,весемда́ш,mudar
1142,ändern::V,весемда́ш,alterar
1143,graben::V,кӱнча́ш,cavar
1144,beugen::V,пӱгырта́ш,curvar
1145,biegen::V,лывырта́ш,vergar
1146,drehen::V,пӱтыра́ш,girar
1147,wenden::V,ирала́ш,virar
1148,wenden::V,ирала́ш,voltar
1149,umdrehen::V,савырала́ш,virar
1150,umdrehen::V,савырала́ш,revolver
1151,heben::V,нӧлта́ш,levantar
1152,hochheben::V,нӧлта́ш,erguer
1153,hochheben::V,нӧлта́ш,levantar
1154,ergreifen::V,руалта́ш,apanhar
1155,halten::V,куча́ш,segurar
1156,drücken::V,иша́ш,apertar
1157,drücken::V,темда́ш,apertar
1158,schieben::V,шӱкала́ш,empurrar
1159,kratzen::V,удыра́ш,raspar
1160,lecken::V,нула́ш,lamber
1161,beißen::V,пура́ш,morder
1162,abreißen::V,кӱрла́ш,arrancar
1163,abschneiden::V,пӱчка́ш,talhar
1164,binden::V,кылда́ш,ligar
1165,stecken::V,шуралта́ш,meter
1166,stecken::V,шуралта́ш,enfiar
1167,brechen::V,тодышта́ш,romper
1168,brechen::V,тодышта́ш,quebrar
1169,klopfen::V,кыра́ш,bater
1170,hauen::V,тӱя́ш,bater
1171,kleben::V,клеитла́ш,colar
1172,reiben::V,йыга́ш,esfregar
1173,reiben::V,туржала́ш,esfregar
1174,streichen::V,шӱра́ш,barrar
1175,schleifen::V,шума́ш,afiar
1176,schleifen::V,яна́ш,afiar
1177,schneiden::V,пӱчка́ш,cortar
1178,rütteln::V,рӱза́ш,sacudir
1179,schütteln::V,почка́ш,abanar
1180,schütteln::V,почка́ш,sacudir
1181,schwenken::V,рӱза́ш,agitar
1182,schütten::V,опта́ш,deitar
1183,füllen::V,тема́ш,encher
1184,einwickeln::V,вӱдыла́ш,envolver
1185,einwickeln::V,вӱдыла́ш,embrulhar
1186,tragen::V,нумала́ш,levar
1187,tragen::V,нумала́ш,trazer
1188,schleppen::V,шӱдыра́ш,arrastar
1189,ziehen::V,шупша́ш,puxar
1190,aufbewahren::V,арала́ш,guardar
1191,aufbewahren::V,арала́ш,conservar
1192,werfen::V,шуа́ш,lançar
1193,werfen::V,кышка́ш,lançar
1194,fangen::V,куча́ш,apanhar
1195,packen::V,руалта́ш,agarrar
1196,verstecken::V,тоя́ш,esconder
1197,teilen::V,пӧла́ш,partir
1198,teilen::V,пӧла́ш,dividir
1199,schicken::V,колта́ш,enviar
1200,bringen::V,конда́ш,trazer
1201,hinzufügen::V,ешара́ш,acrescentar
1202,bekommen::V,нала́ш,obter
1203,erhalten::V,нала́ш,receber
1204,nehmen::V,нала́ш,tomar
1205,wählen::V,сайла́ш,eleger
1206,wählen::V,сайла́ш,escolher
1207,auswählen::V,таҥгла́ш,escolher
1208,auswählen::V,таҥгла́ш,seleccionar
1209,bewahren::V,сакла́ш,guardar
1210,bewahren::V,сакла́ш,conservar
1211,behindern::V,чаракла́ш,impedir
1212,verderben::V,пужа́ш,estragar
1213,verderben::V,пужа́ш,corromper
1214,beschädigen::V,пужа́ш,danificar
1215,zerbrechen::V,пудырта́ш,romper
1216,zerbrechen::V,пудырта́ш,quebrar
1217,zerreißen::V,кӱрла́ш,rasgar
1218,zerstören::V,шалата́ш,destruir
1219,verbrennen::V,йӱлата́ш,queimar
1220,geben::V,пуа́ш,dar
1221,reichen::V,пуа́ш,passar
1222,schenken::V,пӧлекла́ш,oferecer
1223,versprechen::V,сӧра́ш,prometer
1224,wünschen::V,тылана́ш,desejar
1225,loben::V,мокта́ш,louvar
1226,küssen::V,шупшала́ш,beijar
1227,wiegen::V,рӱпша́ш,embalar
1228,zudecken::V,леведа́ш,tapar
1229,zudecken::V,леведа́ш,cobrir
1230,wecken::V,помыжалтара́ш,acordar
1231,wecken::V,помыжалтара́ш,despertar
1232,zeigen::V,ончыкта́ш,mostrar
1233,führen::V,вӱда́ш,guiar
1234,führen::V,вӱда́ш,conduzir
1235,lehren::V,туныкта́ш,ensinar
1236,unterrichten::V,туныкта́ш,instruir
1237,aufziehen::V,орышта́ш,criar
1238,leiten::V,вӱда́ш,dirigir
1239,leiten::V,вӱда́ш,conduzir
1240,leiten::V,вуйлата́ш,dirigir
1241,leiten::V,вуйлата́ш,conduzir
1242,antreiben::V,поктыла́ш,impelir
1243,lassen::V,-та́ш,fazer
1244,einladen::V,ӱжа́ш,convidar
1245,vereinigen::V,иктешла́ш,unir
1246,vereinigen::V,иктешла́ш,reunir
1247,besuchen::V,то́лын кая́ш,ir ver
1248,besuchen::V,то́лын кая́ш,visitar
1249,treffen::V,вашлия́ш,encontrar
1250,sich versammeln::V,погына́ш,reunir-se
1251,sich versammeln::V,чумырга́ш,reunir-se
1252,spielen::V,мода́ш,jogar
1253,spielen::V,мода́ш,brincar
1254,singen::V,мура́ш,cantar
1255,tanzen::V,кушта́ш,bailar
1256,sich trennen::V,ойырла́ш,apartar-se
1257,verlassen::V,кудалта́ш,deixar
1258,verlassen::V,кудалта́ш,abandonar
1259,retten::V,утара́ш,salvar
1260,bewachen::V,орола́ш,vigiar
1261,bewachen::V,орола́ш,guardar
1262,schützen::V,арала́ш,proteger
1263,verteidigen::V,арала́ш,defender
1264,sich schlagen::V,кредала́ш,brigar
1265,sich schlagen::V,кредала́ш,bater-se
1266,schießen::V,лӱя́ш,disparar
1267,siegen::V,сеҥа́ш,vencer
1268,ärgern::V,сырыкта́ш,irritar
1269,ärgern::V,сырыкта́ш,aborrecer
1270,schlagen::V,пера́ш,bater
1271,treten::V,тошка́ш,pisar
1272,stechen::V,кера́ш,picar
1273,stoßen::V,шӱкала́ш,empurrar
1274,stehlen::V,шолышта́ш,furtar
1275,stören::V,мешая́ш,perturbar
1276,belästigen::V,толаштара́ш,incomodar
1277,belästigen::V,толаштара́ш,importunar
1278,verbergen::V,шылта́ш,ocultar
1279,verbergen::V,шылта́ш,esconder
1280,täuschen::V,ондала́ш,iludir
1281,täuschen::V,ондала́ш,enganar
1282,betrügen::V,ондала́ш,burlar
1283,betrügen::V,ондала́ш,enganar
1284,töten::V,пушта́ш,matar
1285,wohnen::V,ила́ш,morar
1286,arbeiten::V,пашалана́ш,trabalhar
1287,arbeiten::V,паша́м ышта́ш,trabalhar
1288,sammeln::V,пога́ш,recolher
1289,sammeln::V,пога́ш,coleccionar
1290,pflücken::V,кӱра́ш,colher
1291,jagen::V,сонарла́ш,caçar
1292,fischen::V,кол куча́ш,pescar
1293,fassen::V,куча́ш,apanhar
1294,hüten::V,кӱта́ш,guardar
1295,treiben::V,покта́ш,conduzir
1296,anbinden::V,йолышта́ш,atar
1297,füttern::V,пукша́ш,dar de comer a
1298,melken::V,лӱшта́ш,ordenhar
1299,hacken::V,руа́ш,rachar
1300,gießen::V,шава́ш,regar
1301,reifen::V,кӱа́ш,amadurecer
1302,zubereiten::V,ямдыла́ш,preparar
1303,kochen::V,шолта́ш,cozer
1304,backen::V,кӱкташ,cozer
1305,braten::V,пуштыла́ш,assar
1306,braten::V,пуштыла́ш,fritar
1307,braten::V,жаритла́ш,assar
1308,braten::V,жаритла́ш,fritar
1309,umrühren::V,луга́ш,remexer
1310,stricken::V,пида́ш,tricotar
1311,stricken::V,пида́ш,fazer malha
1312,nähen::V,урга́ш,coser
1313,nähen::V,урга́ш,costurar
1314,färben::V,чиялта́ш,tingir
1315,färben::V,чиялта́ш,colorir
1316,reinigen::V,эрыкта́ш,limpar
1317,reinigen::V,эрыкта́ш,purificar
1318,waschen::V,мушка́ш,lavar
1319,abwischen::V,ӱшта́ш,limpar
1320,abwischen::V,ӱшта́ш,esfregar
1321,spülen::V,шӱалта́ш,lavar
1322,spülen::V,шӱалта́ш,enxaguar
1323,fegen::V,ӱшта́ш,varrer
1324,kehren::V,ӱшта́ш,varrer
1325,baden::V,йӱштыла́ш,banhar
1326,baden::V,йӱштыла́ш,tomar banho
1327,sich waschen::V,мушкылта́ш,lavar-se
1328,ausziehen::V,кудаша́ш,despir
1329,anziehen::V,чия́ш,vestir
1330,sich anziehen::V,чия́ш,vestir-se
1331,kämmen::V,шера́ш,pentear
1332,schmücken::V,тӱзата́ш,adornar
1333,schmücken::V,чеверта́ш,adornar
1334,sagen::V,ойла́ш,dizer
1335,sagen::V,каласа́ш,dizer
1336,sprechen::V,кутыра́ш,falar
1337,reden::V,мутлана́ш,falar
1338,sich unterhalten::V,кутыра́ш,conversar
1339,fragen::V,йода́ш,perguntar
1340,bitten::V,йода́ш,pedir
1341,erzählen::V,ойла́ш,contar
1342,mitteilen::V,увертара́ш,comunicar
1343,mitteilen::V,увертара́ш,participar
1344,nennen::V,лӱмда́ш,nomear
1345,nennen::V,лӱмда́ш,apelidar
1346,rufen::V,ӱжа́ш,chamar
1347,prahlen::V,моктана́ш,gabar-se
1348,prahlen::V,моктана́ш,vangloriar-se
1349,übersetzen::V,кусара́ш,traduzir
1350,denken::V,шона́ш,pensar
1351,glauben::V,ӱшана́ш,crer
1352,bemerken::V,шижа́ш,notar
1353,bemerken::V,шижа́ш,observar
1354,erkennen::V,пала́ш,reconhecer
1355,begreifen::V,ыҥла́ш,apreender
1356,begreifen::V,ыҥла́ш,compreender
1357,verstehen::V,умыла́ш,entender
1358,verstehen::V,умыла́ш,compreender
1359,lernen::V,тунема́ш,aprender
1360,wissen::V,шинча́ш,saber
1361,sich erinnern an::V,шарна́ш,lembrar-se de
1362,sich erinnern an::V,шарна́ш,recordar-se de
1363,vergessen::V,монда́ш,esquecer
1364,messen::V,виса́ш,medir
1365,zählen::V,шотла́ш,contar
1366,rechnen::V,шотла́ш,calcular
1367,lesen::V,луда́ш,ler
1368,malen::V,сӱретла́ш,pintar
1369,zeichnen::V,сӱретла́ш,desenhar
1370,schreiben::V,воза́ш,escrever
1371,besitzen::V,лия́ш,possuir
1372,kaufen::V,нала́ш,comprar
1373,verkaufen::V,ужала́ш,vender
1374,bezahlen::V,тӱла́ш,pagar
1375,zahlen::V,тӱла́ш,pagar
1376,beherrschen::V,куча́ш,imperar
1377,ertragen::V,турка́ш,suportar
