,Concept_ID,az,ba
749,hier::ADV,bura,бында
750,hier::ADV,burada,бында
751,hierhin::ADV,buraya,бында
752,von hier::ADV,buradan,бынан
753,von hier::ADV,buradan,ошонан
754,dort::ADV,ora,шунда
755,dort::ADV,ora,тегендә
756,dort::ADV,orada,шунда
757,dort::ADV,orada,тегендә
758,dorthin::ADV,oraya,шунда
759,dorthin::ADV,oraya,тегеләй
760,geradeaus::ADV,düz,тура
761,vorwärts::ADV,irəli,алға
762,rückwärts::ADV,geri,кирегә
763,zurück::ADV,geriyə,кирегә
764,unten::ADV,aşağıda,түбәндә
765,hinab::ADV,aşağı,түбәнгә
766,oben::ADV,yuxarıda,юғарыла
767,hinauf::ADV,yuxarı,юғарыға
768,überall::ADV,hər yerdə,бөтә урында
769,nicht::ADV,-ma-,тугел
770,ein wenig::ADV,bir az,аҙ
771,kaum::ADV,güclə,көскә
772,kaum::ADV,güclə,саҡ-саҡ
773,sehr::ADV,çox,ифат
774,so::ADV,belə,шулай
775,noch::ADV,hələ,йәнә
776,nur::ADV,yalnız,бары
777,schon::ADV,artıq,инде
778,wieder::ADV,yenə,тағы
779,vergebens::ADV,boş yerə,бушҡа
780,vor::PRP,önündə,алдында
781,hinter::PRP,arxasında,артында
782,unter::PRP,altında,аҫтында
783,durch::PRP,içindən,үтә
784,neben::PRP,yanında,эргәһендә
785,zwischen::PRP,arasında,араһында
786,wegen::PRP,üçün,өсөн
787,wegen::PRP,üçün,сәбәпле
788,wegen::PRP,ötəri,өсөн
789,wegen::PRP,ötəri,сәбәпле
790,dies::PRN,bu,был
791,dies::PRN,bu,ошо
792,das::PRN,o,ул
793,alles::PRN,hər şey,бөтә
794,ich::PRN,mən,мин
795,du::PRN,sən,һин
796,er::PRN,o,ул
797,wir::PRN,biz,беҙ
798,ihr::PRN,siz,һеҙ
799,sie::PRN,onlar,улар
800,was::FPRN,nə,ә
801,was::FPRN,nə,ни
802,was::FPRN,nə,нәмә
803,wer::FPRN,kim,ҡем
804,wo::FADV,harada,ҡайҙа
805,wohin::FADV,haraya,ҡайҙа
806,wie::FADV,necə,инидәй
807,warum::FADV,niyə,ин өсөн
808,warum::FADV,nə üçün,ин өсөн
809,wieviel::FNUM,neçə,күпме
810,wieviel::FNUM,nə qədər,күпме
811,eins::NUM,bir,бер
812,zwei::NUM,iki,ике
813,zwei::NUM,iki,икәү
814,drei::NUM,üç,өс
815,vier::NUM,dörd,дүрт
816,fünf::NUM,beş,биш
817,sechs::NUM,altı,алты
818,sieben::NUM,yeddi,ете
819,acht::NUM,səkkiz,һигеҙ
820,neun::NUM,doqquz,туғыҙ
821,zehn::NUM,on,ун
822,elf::NUM,on bir,ун бер
823,zwölf::NUM,on iki,ун ике
824,zwanzig::NUM,iyirmi,егерме
825,dreißig::NUM,otuz,утыҙ
826,vierzig::NUM,qırx,ҡырҡ
827,fünfzig::NUM,əlli,илле
828,sechzig::NUM,altmış,алтмыш
829,siebzig::NUM,yetmiş,етмеш
830,achtzig::NUM,səksən,һикһән
831,neunzig::NUM,doxsan,туҡһан
832,hundert::NUM,yüz,йөҙ
833,tausend::NUM,min,мең
834,und::CNJ,və,да
835,oder::CNJ,ya,йәки
836,stehen::V,durmaq,тороу
837,sitzen::V,oturmaq,ултырыу
838,liegen::V,uzanmaq,ятыу
839,hängen::V,asılmaq,аҫылынып тороу
840,werden::V,olmaq,булыу
841,passieren::V,olmaq,булыу
842,passieren::V,baş vermək,булыу
843,beginnen::V,başlamaq,башлау
844,enden::V,bitmək,бөтөү
845,enden::V,bitmək,тамамланыү
846,wechseln::V,dəyişmək,үҙгәреү
847,aufgehen[Sonne]::V,doğmaq,ҡалҡыу
848,untergehen[Sonne]::V,batmaq,байыу
849,scheinen[Sonne]::V,parlamaq,яҡтыртып тороу
850,donnern::V,guruldamaq,күкрәү
851,wehen::V,əsmək,иҫеү
852,strömen::V,axmaq,ташыу
853,fließen::V,axmaq,ағыу
854,sich drehen::V,dönmək,әйләнеү
855,schwanken::V,yellənmək,тирбәлеү
856,schwingen::V,yellənmək,бәүетеү
857,fallen::V,düşmek,йығылыу
858,brennen::V,yanmaq,яныу
859,rauchen::V,tüstüləmək,төтәү
860,regnen::V,yağmaq,ямғыр яуа
861,gefrieren::V,donmaq,туңыү
862,tauen::V,ərimək,иреү
863,schmelzen::V,ərimək,иреү
864,trocknen::V,qurumaq,кибеү
865,sieden::V,qaynamaq,ҡайнау
866,faulen::V,çürümək,сереу
867,verfaulen::V,çürümək,сереу
868,reißen::V,yırtılmaq,өҙөү
869,reißen::V,yırtılmaq,йыртылыу
870,versinken::V,batmaq,батыу
871,vergehen::V,ötmək,үтеү
872,erscheinen::V,görünmək,килеп сығыу
873,verschwinden::V,yox olmaq,юғалыу
874,sinken::V,enmək,түбәнәйеү
875,abnehmen::V,azalmaq,кәметеү
876,zunehmen::V,artmaq,артыу
877,steigen::V,yüksəlmək,күтәрелеү
878,wachsen::V,böyümək,үҫеү
879,glänzen::V,parlamaq,ялтырау
880,funkeln::V,parıldamaq,баҙлау
881,lärmen::V,səs-küy etmək,шаулау
882,läuten::V,çalmaq,ҡағыу
883,klingeln::V,zəng etmək,ҡағыу
884,klingeln::V,zəng etmək,шылтыратыу
885,klirren::V,cingildəmək,шылтыратыу
886,brausen::V,gurlamaq,ҡотороноу
887,rauschen::V,xışıldamaq,шыптырлау
888,klingen::V,səslənmək,яңғырау
889,bellen::V,hürmək,өрөү
890,heulen::V,ulamaq,олоу
891,blasen::V,üfləmək,өрөү
892,pfeifen::V,fit vermek,һызғырып ебәреү
893,schreien::V,bağırmaq,ҡысҡырыу
894,schreien::V,qışqırmaq,ҡысҡырыу
895,stöhnen::V,inləmək,уңғырашыу
896,zittern::V,titrəmək,ҡалтырау
897,leben::V,yaşamaq,йәшәү
898,geboren werden::V,doğmaq,тыуыу
899,atmen::V,nəfəs almaq,тын алыү
900,trinken::V,içmek,эсеү
901,essen::V,yemək,ашау
902,schlucken::V,udmaq,йотоу
903,müde werden::V,yorulmaq,арыу
904,einschlafen::V,yuxuya getmək,йоҡлап китеү
905,schlafen::V,uyumaq,йоҡлау
906,aufwachen::V,oyanmaq,уяныу
907,aufstehen::V,yuxudan durmaq,тороу
908,sich erholen::V,dincəlmək,ял итеү
909,krank werden::V,xəstə olmaq,сирләү
910,krank sein::V,azarlanmaq,сирләү
911,krank sein::V,xəstələnmək,сирләү
912,schmerzen::V,ağrimaq,ауыртыу
913,husten::V,öksürmək,йүтәлләү
914,genesen::V,sağalmaq,һауығыу
915,sterben::V,ölmək,үлеү
916,sterben::V,vəfat etmək,үлеү
917,umkommen::V,həlak olmaq,һәләк булыу
918,sich bewegen::V,hərəkət etmək,хәрәкәт итеү
919,sich rühren::V,tərpənmək,ҡуҙғалыу
920,sich erheben::V,qalxmaq,тороу
921,sich setzen::V,oturmaq,ултырыу
922,hinfallen::V,yıxılmaq,ҡолау
923,laufen::V,yerimək,йөрөү
924,schreiten::V,addım atmaq,атлау
925,spazierengehen::V,gəzmək,ял итеп йороү
926,eilen::V,atılmaq,ашығыу
927,eilen::V,atılmaq,ҡабаланыу
928,sich beeilen::V,tələsmək,ашығыу
929,sich beeilen::V,tələsmək,ҡабаланыу
930,sausen::V,çırpmaq,елеү
931,rennen::V,qaçmaq,йүгеп йөрөү
932,springen::V,sıçramaq,һикереү
933,klettern::V,dırmanmaq,үрмәләү
934,klettern::V,dırmanmaq,үрмәләп менеү
935,schaukeln::V,sallanmaq,сайҡалыу
936,kriechen::V,sürünmək,шыуышыу
937,schwimmen::V,üzmek,йоҙөү
938,tauchen::V,dalmaq,сумыу
939,rudern::V,avarlamaq,ишеү
940,fahren::V,sürmək,йөрөү
941,fliegen::V,uçmaq,осоу
942,gehen::V,getmək,барыу
943,weggehen::V,getmək,китеү
944,abfahren::V,yola düşmək,сығыу
945,anhalten::V,saxlamaq,тукталыу
946,hineingehen::V,girmək,инеү
947,eintreten::V,girmək,инеү
948,eintreten::V,daxil olmaq,инеү
949,kommen::V,gəlmək,килеү
950,ankommen::V,gəlib çatmaq,килеү
951,zurückkommen::V,qayıtmaq,ҡайтыу
952,bleiben::V,qalmaq,ҡалыу
953,warten::V,gözləmək,көтөп тороу
954,erwarten::V,bəkləmək,көтөү
955,suchen::V,aramaq,эҙләү
956,suchen::V,axtarmaq,эҙләү
957,finden::V,tapmaq,табыу
958,versuchen::V,çalışmaq,тырышып ҡарау
959,vorbereiten::V,hazırlamaq,әҙерләү
960,lieben::V,sevmək,яратыу
961,mögen::V,xoşlamaq,һөйөү
962,mögen::V,xoşlamaq,яратыу
963,lachen::V,gülmək,көлөү
964,rühren::V,həyəcanlandırmaq,ҡағылыу
965,weinen::V,ağlamaq,илау
966,schimpfen::V,küfr etmək,һүгенеү
967,schimpfen::V,küfr etmək,тиргәнеү
968,schimpfen::V,küfr etmək,һуҡраныу
969,sich ärgern::V,acıqlanmaq,асыуланыу
970,sich fürchten::V,qorxmaq,ҡурҡыу
971,fürchten::V,qorxmaq,ҡурҡыу
972,fliehen::V,qaçmaq,ҡасыу
973,flüchten::V,qaçmaq,ҡасыу
974,sehen::V,görmək,күреү
975,anschauen::V,baxmaq,ҡарау
976,ansehen::V,baxmaq,ҡарау
977,ansehen::V,baxmaq,тикшереү
978,hören::V,duymaq,ишетеү
979,hören::V,eşitmək,ишетеү
980,zuhören::V,dinləmək,тыңлау
981,probieren::V,dadına baxmaq,татыу
982,riechen::V,qoxlamaq,еҫкәү
983,fühlen::V,duymaq,тойоу
984,scheinen::V,görünmək,кеүек күренеү
985,scheinen::V,görünmək,тойолоу
986,zu sehen sein::V,görünmək,күренеү
987,vernehmen::V,eşitmək,ишетеү
988,frieren::V,üşümək,туңыү
989,tun::V,etmək,яһау
990,tun::V,etmək,әшләү
991,können::V,bilmək,алыу
992,können::V,bilmək,мөмкин булыу
993,können::V,bacarmaq,алыу
994,können::V,bacarmaq,мөмкин булыу
995,wollen::V,istəmək,теләү
996,anfangen::V,başlamaq,башлау
997,beenden::V,bitirmək,бөтөрөү
998,beenden::V,bitirmək,тамамлау
999,aufhören::V,bitmək,туктау
1000,aufhören::V,qurtarmaq,туктау
1001,gelingen::V,müvəffəq olmaq,уңышлы булыу
1002,geraten::V,düşmək,булып сығыу
1003,öffnen::V,açmaq,асыу
1004,schließen::V,qapamaq,йомоу
1005,stellen::V,qoymaq,ҡуйыу
1006,setzen::V,oturtmaq,урынлаштырыу
1007,legen::V,qoymaq,һалыу
1008,berühren::V,toxunmaq,тейеү
1009,berühren::V,toxunmaq,ҡағылыу
1010,verbinden::V,bağlamaq,ҡушыу
1011,verbinden::V,bağlamaq,бәйләү
1012,bedecken::V,örtmək,ҡаплау
1013,aufhängen::V,asmaq,элеү
1014,anzünden::V,yandırmaq,тоҡандырыу
1015,aufheben::V,qaldırmaq,мендереү
1016,zurücklassen::V,buraxmaq,ҡалдырыу
1017,verlieren::V,itirmək,юғалтыу
1018,fallen lassen::V,düşürmək,төшөрөп ебәреү
1019,machen::V,etmək,яһау
1020,machen::V,etmək,эшләү
1021,herstellen::V,istehsal etmək,эшләп сығарыу
1022,bauen::V,tikmək,төҙөү
1023,reparieren::V,təmir etmək,төҙәтеү
1024,verbessern::V,düzəltmək,яҡшыртыу
1025,ändern::V,dəyişdirmək,үҙгәртеү
1026,graben::V,qazımaq,ҡаҙыу
1027,beugen::V,əymək,бөгөү
1028,biegen::V,bükmək,бөгөү
1029,drehen::V,döndərmək,өйрөлтөү
1030,drehen::V,döndərmək,әйләндереү
1031,wenden::V,çevirmək,әйләндереү
1032,umdrehen::V,çevirmək,түңкәреү
1033,heben::V,qaldırmaq,күтәреү
1034,heben::V,qaldırmaq,мендереү
1035,hochheben::V,qaldırmaq,күтәреү
1036,ergreifen::V,tutmaq,тотоп алыу
1037,halten::V,saxlamaq,тотоу
1038,drücken::V,sıxmaq,ҡыҫыу
1039,schieben::V,sürmək,этеү
1040,schieben::V,sürmək,төртөү
1041,kratzen::V,qaşımaq,ҡырыу
1042,lecken::V,yalamaq,ялау
1043,beißen::V,dişləmək,тешләү
1044,abreißen::V,qoparmaq,өҙөү
1045,abschneiden::V,ayırmaq,ҡырҡыу
1046,binden::V,bağlamaq,бәйләү
1047,stecken::V,soxmaq,ҡаҙау
1048,brechen::V,qırmaq,боҙоу
1049,klopfen::V,sındırmaq,шаҡылдау
1050,hauen::V,vurmaq,туҡмау
1051,kleben::V,apışdırmaq,йәбештереү
1052,reiben::V,ovmaq,ыуыу
1053,reiben::V,ovmaq,ышҡыу
1054,streichen::V,sürtmək,яғыу
1055,schleifen::V,bülövləmək,үткерләү
1056,schneiden::V,kəsmək,ҡырҡыу
1057,rütteln::V,sirkələmək,һелкетеү
1058,schütteln::V,çalxalamaq,һелкетеү
1059,schwenken::V,yelləmək,болғау
1060,schütten::V,tökmək,ҡойоу
1061,füllen::V,doldurmaq,тултырыу
1062,einwickeln::V,sarımaq,төрөү
1063,tragen::V,daşımaq,алып барыу
1064,schleppen::V,sürükləmək,һөйрәү
1065,ziehen::V,çəkmək,тартыу
1066,aufbewahren::V,gizlətmək,һаҡлау
1067,werfen::V,atmaq,ырғытыу
1068,fangen::V,tutmaq,тотоу
1069,packen::V,yaxalamaq,етеү
1070,packen::V,yaxalamaq,тотоп алыу
1071,verstecken::V,gizlətmək,йәшереү
1072,teilen::V,bölmək,бүлеү
1073,schicken::V,yollamaq,ебәреү
1074,schicken::V,göndərmək,ебәреү
1075,bringen::V,gətirmək,килтереү
1076,hinzufügen::V,əlavə etmək,өтәү
1077,bekommen::V,almaq,алыу
1078,bekommen::V,əldə etmək,алыу
1079,erhalten::V,almaq,алыу
1080,nehmen::V,almaq,алыу
1081,wählen::V,seçmək,һайлаү
1082,auswählen::V,arımaq,һайлап алыу
1083,bewahren::V,qorumaq,һаҡлау
1084,behindern::V,mane olmaq,тотҡарлыҡ яһау
1085,verderben::V,pozmaq,боҙоу
1086,beschädigen::V,zədələmək,боҙоу
1087,zerbrechen::V,qırmaq,ҡыйратыу
1088,zerbrechen::V,sındırmaq,ҡыйратыу
1089,zerreißen::V,yırtmaq,йыртыу
1090,zerstören::V,dağıtmaq,емереү
1091,verbrennen::V,yandırmaq,үртәү
1092,geben::V,vermək,биреү
1093,reichen::V,uzatmaq,биреү
1094,schenken::V,vermək,бүләк итеү
1095,versprechen::V,vəd vermək,вәғәҙә биреү
1096,wünschen::V,arzulamaq,теләу
1097,loben::V,tərifləmək,маҡтау
1098,küssen::V,öpmək,үбеү
1099,wiegen::V,tərpətmək,бәүетеү
1100,wiegen::V,tərpətmək,тирбәтеү
1101,zudecken::V,örtmək,ҡаплау
1102,wecken::V,oyatmaq,уятыу
1103,zeigen::V,göstərmək,күрһәтеү
1104,führen::V,rəhbərlik etmək,етәкләү
1105,lehren::V,öyrətmək,уҡытыу
1106,lehren::V,öyrətmək,өйрәтеү
1107,unterrichten::V,öyrətmək,уҡытыу
1108,unterrichten::V,dərs vermək,уҡытыу
1109,aufziehen::V,tərbiyə etmək,тәрбиәле
1110,leiten::V,idarə etmək,етәкләү
1111,leiten::V,idarə etmək,етәкселек итеү
1112,antreiben::V,bizləmək,ашыҡтырыу
1113,lassen::V,-tırmaq,мәжбүр итеү
1114,einladen::V,dəvət etmək,саҡырыу
1115,vereinigen::V,birləşdirmək,берләштереү
1116,besuchen::V,baş çəkmək,килеп сығыу
1117,besuchen::V,ziyarət etmək,килеп сығыу
1118,treffen::V,rastlaşmaq,тойоү
1119,treffen::V,rastlaşmaq,осратыу
1120,treffen::V,rastlaşmaq,ҡаршылау
1121,treffen::V,rast gəlmək,тойоү
1122,treffen::V,rast gəlmək,осратыу
1123,treffen::V,rast gəlmək,ҡаршылау
1124,sich versammeln::V,toplanmaq,йыйылыу
1125,spielen::V,oynamaq,тартыу
1126,singen::V,oxumaq,йырлау
1127,tanzen::V,oynamaq,бейеү
1128,tanzen::V,rəqs etmək,бейеү
1129,sich trennen::V,ayrılmaq,айырылышыу
1130,verlassen::V,tərk etmək,ташлау
1131,verlassen::V,tərk etmək,ташлап китеү
1132,retten::V,xilas etmək,ҡотҡарыу
1133,bewachen::V,gözətmək,һаҡлау
1134,schützen::V,qorumaq,һаҡлау
1135,verteidigen::V,qorumaq,яҡлау
1136,sich schlagen::V,döyüşmək,һуғышыу
1137,schießen::V,atmaq,атыу
1138,schießen::V,atəş açmaq,атыу
1139,siegen::V,yenmək,еңеү
1140,ärgern::V,acışdırmaq,асыуландырыу
1141,schlagen::V,döymək,бәреү
1142,schlagen::V,döymək,туҡмау
1143,treten::V,təpmək,тибеү
1144,treten::V,təpmək,типкеләү
1145,stechen::V,soxmaq,сәнсеү
1146,stoßen::V,itələmək,этеү
1147,stoßen::V,itələmək,төртөү
1148,stehlen::V,çalmaq,урлау
1149,stehlen::V,oğurlamaq,урлау
1150,stören::V,pozmaq,ҡамасаулау
1151,belästigen::V,narahat etmək,бимазалау
1152,belästigen::V,narahat etmək,ҡамасаулау
1153,verbergen::V,gizləmək,йәшереү
1154,täuschen::V,aldatmaq,ултыртыу
1155,betrügen::V,aldatmaq,алдау
1156,töten::V,öldürmək,үлтереү
1157,wohnen::V,yaşamaq,йәшәү
1158,arbeiten::V,işləmək,эшләү
1159,arbeiten::V,çalışmaq,эшләү
1160,sammeln::V,yığmaq,йыйыу
1161,sammeln::V,toplamaq,йыйыу
1162,pflücken::V,qoparmaq,өҙөү
1163,jagen::V,ovlamaq,аулау
1164,fischen::V,balıq tutmaq,аулау
1165,fassen::V,tutmaq,тотоу
1166,hüten::V,güdmək,көтөү
1167,treiben::V,haylamaq,ҡыуыу
1168,anbinden::V,bağlamaq,бәйләү
1169,füttern::V,bəsləmək,ашатыу
1170,melken::V,sağmaq,һауыү
1171,hacken::V,yarmaq,турау
1172,hacken::V,yarmaq,тапау
1173,gießen::V,sulamaq,ҡойоу
1174,reifen::V,dəymək,өлғөрөү
1175,zubereiten::V,bişirmək,бешереү
1176,kochen::V,qaynatmaq,бешереү
1177,backen::V,bişirmək,бешереү
1178,braten::V,qızartmaq,ҡурыу
1179,umrühren::V,qarışdırmaq,ҡатнаштырыу
1180,stricken::V,hörmək,бәйләү
1181,nähen::V,tikmək,тегеү
1182,färben::V,boyamaq,буяу
1183,reinigen::V,təmizləmək,таҙартыу
1184,waschen::V,yumaq,йыуыу
1185,abwischen::V,silmək,һөртөү
1186,spülen::V,çalxamaq,сайҡау
1187,fegen::V,süpürmək,һепереү
1188,kehren::V,süpürmək,һепереү
1189,baden::V,çimmək,һыу инеү
1190,sich waschen::V,yuyunmaq,йыуыныу
1191,ausziehen::V,soyunmaq,сисеү
1192,anziehen::V,geymək,кейеү
1193,sich anziehen::V,geyinmək,кейенеү
1194,kämmen::V,daramaq,тарау
1195,schmücken::V,bəzəmək,биҙәү
1196,sagen::V,demək,әйтеү
1197,sagen::V,söymek,әйтеү
1198,sprechen::V,danışmaq,әйтеү
1199,sprechen::V,danışmaq,һөйләшеү
1200,reden::V,danışmaq,һөйләшеү
1201,sich unterhalten::V,söhbət etmək,әңгәмәләшеү
1202,fragen::V,soruşmaq,һорау
1203,bitten::V,diləmək,үтенеү
1204,bitten::V,xahiş etmək,үтенеү
1205,erzählen::V,bəhs etmək,һөйләү
1206,mitteilen::V,bildirmək,әйтеү
1207,nennen::V,adlandırmaq,атау
1208,nennen::V,adlandırmaq,исемләү
1209,rufen::V,çağırmaq,саҡырыу
1210,prahlen::V,öyünmək,маҡтаныу
1211,prahlen::V,öyünmək,шапырыныу
1212,übersetzen::V,tərcümə etmək,тәржемә итеү
1213,denken::V,düşünmək,уйлау
1214,denken::V,fikirləşmək,уйлау
1215,glauben::V,inanmaq,ышаныу
1216,bemerken::V,qeyd etmək,күреү
1217,erkennen::V,tanımaq,таныу
1218,begreifen::V,anlamaq,аңлау
1219,verstehen::V,duymaq,аңлау
1220,lernen::V,öyrənmək,өйрәнеү
1221,wissen::V,bilmək,белеү
1222,sich erinnern an::V,xatırlamaq,хәтергә алыу
1223,vergessen::V,unutmaq,онотоу
1224,messen::V,ölçmək,үлсәү
1225,zählen::V,saymaq,һанау
1226,rechnen::V,hesablamaq,һанау
1227,lesen::V,oxumaq,уҡыу
1228,malen::V,şəkil çəkmək,һүрәт яһау
1229,malen::V,şəkil çəkmək,рәсем төшөрөү
1230,zeichnen::V,cızmaq,һүрәт яһау
1231,zeichnen::V,cızmaq,рәсем төшөрөү
1232,schreiben::V,yazmaq,яҙыу
1233,besitzen::V,yiyələnmək,биләү
1234,besitzen::V,malik olmaq,биләү
1235,kaufen::V,satın almaq,һатып алыу
1236,verkaufen::V,satmaq,һатыу
1237,bezahlen::V,ödəmək,түләү
1238,zahlen::V,ödəmək,түләү
1239,beherrschen::V,idarə etmək,биләү
1240,ertragen::V,dözmək,түҙеү
