,Concept_ID,ar,bn
698,zurück::ADV,إلى الخلف,পিঠ
699,unten::ADV,تحت,নীচে
700,unten::ADV,في الأسفل,নীচে
701,hinab::ADV,إلى تحت,নিম্নগামী
702,oben::ADV,فوق,উপরে
703,oben::ADV,في الأعلى,উপরে
704,hinauf::ADV,إلى فوق,উচ্চতর অংশে
705,hinauf::ADV,إلى الأعلى,উচ্চতর অংশে
706,überall::ADV,في كل مكان,সর্বত্র
707,nicht::ADV,لا,না
708,nicht::ADV,لم,না
709,ein wenig::ADV,قليلا,অল্প
710,kaum::ADV,كاد لا,কষ্টসহকাবে
711,sehr::ADV,جدا,খুব
712,sehr::ADV,كثيرا,খুব
713,so::ADV,كذا,তত
714,so::ADV,كذلك,তত
715,noch::ADV,ما زال,এখন পর্যস্ত
716,nur::ADV,فقط,শুধু
717,schon::ADV,قد,ইতঃপুর্বে
718,wieder::ADV,من جديد,আবার
719,wieder::ADV,مرة أخرى,আবার
720,vergebens::ADV,عبثا,বিফলে
721,vor::PRP,أمام,সম্মুখে
722,hinter::PRP,خلف,পশ্চাতে
723,hinter::PRP,وراء,পশ্চাতে
724,unter::PRP,تحت,নীচে
725,durch::PRP,عبر,দ্বারা
726,durch::PRP,خلال,দ্বারা
727,neben::PRP,جنب,কাছে
728,neben::PRP,بجانب,কাছে
729,zwischen::PRP,بين,মধ্যে
730,wegen::PRP,بسبب,জন্য
731,dies::PRN,هذا,এটা
732,das::PRN,ذلك,ওটা
733,alles::PRN,الكل,সব
734,ich::PRN,أنا,আমি
735,du::PRN,أنت,তুমি
736,er::PRN,هو,উনি
737,wir::PRN,نحن,আমরা
738,ihr::PRN,أنتم,তোমরা
739,ihr::PRN,أنتن,তোমরা
740,sie::PRN,هم,তারা
741,sie::PRN,هن,তারা
742,was::FPRN,ما,কি
743,wer::FPRN,من,কে
744,wo::FADV,أين,কোথায়
745,wohin::FADV,إلى أين,কোথায়
746,wie::FADV,كيف,কেমন
747,warum::FADV,لماذا,কেন
748,wieviel::FNUM,كم,কত
749,eins::NUM,واحد,অক
750,zwei::NUM,اثنين,দুই
751,drei::NUM,ثلاثة,তিন
752,vier::NUM,أربعة,চার
753,fünf::NUM,خمسة,পাঁচ
754,sechs::NUM,ستة,ছয়
755,sieben::NUM,سبعة,সাত
756,acht::NUM,ثمانية,আট
757,neun::NUM,تسعة,নয়
758,zehn::NUM,عشرة,দশ
759,elf::NUM,أحد عشر,এগারো
760,zwölf::NUM,اثنا عشر,দ্বাদশ
761,zwanzig::NUM,عشرون,বিশ
762,dreißig::NUM,ثلاثون,ত্রিশ
763,vierzig::NUM,أربعون,চল্লিশ
764,fünfzig::NUM,خمسون,পঞ্চাশ
765,sechzig::NUM,ستون,ষাট
766,siebzig::NUM,سبعون,সত্তর
767,achtzig::NUM,ثمانون,আশি
768,neunzig::NUM,تسعون,নব্বুই
769,hundert::NUM,مئة,শত
770,tausend::NUM,ألف,হাজার
771,und::CNJ,و,আর
772,und::CNJ,و,এবং
773,oder::CNJ,أو,বা
774,stehen::V,وقف,দাঁড়ানো
775,sitzen::V,جلس,বসা
776,liegen::V,رقد,শোয়া
777,hängen::V,تعلق,ঝোলা
778,werden::V,صار,হইয়া উঠা
779,werden::V,أصبح,হইয়া উঠা
780,passieren::V,حدث,ঘটা
781,beginnen::V,ابتدأ,আরম্ভ হওয়া
782,enden::V,انتهى,শেষ হওয়া
783,wechseln::V,تغير,রূপাস্তর করা
784,aufgehen[Sonne]::V,شرق,উদিত হওয়া
785,untergehen[Sonne]::V,غرب,অস্ত যাওয়া
786,scheinen[Sonne]::V,أضاء,আলো দেওয়া
787,donnern::V,رعد,বজ্রধ্বনি করা
788,wehen::V,هب,প্রবাহিত হওয়া
789,strömen::V,جرى,প্রবাহিত হওয়া
790,fließen::V,سال,ছুটা
791,sich drehen::V,دار,পাক খাওয়া
792,schwanken::V,ترنح,দোলা
793,schwingen::V,ترجح,দোলা
794,fallen::V,سقط,পড়া
795,brennen::V,احترق,সেঁকা
796,rauchen::V,دخن,ধোঁয়া ছড়ান
797,regnen::V,أمطر,বর্ষণ_করা
798,gefrieren::V,تجمد,হিমায়িত হওয়া
799,tauen::V,ذاب,গলা
800,schmelzen::V,ذاب,গলা
801,trocknen::V,نشف,শুষ্ক করা
802,sieden::V,غلى,ফোঁড়া
803,faulen::V,فسد,ক্ষয় হওয়া
804,verfaulen::V,تعفن,ক্ষয় হওয়া 
805,reißen::V,انقطع,ছিঁড়া
806,versinken::V,غرق,ডুবা
807,vergehen::V,مضى,যাওয়া
808,erscheinen::V,لاح,আসা
809,erscheinen::V,ظهر,আসা
810,verschwinden::V,غاب,অদৃশ্য হওয়া
811,sinken::V,هبط,হ্রাস হওয়া
812,abnehmen::V,نقص,হ্রাস হওয়া
813,zunehmen::V,ازداد,বৃদ্ধি পাওয়া
814,steigen::V,صعد,ওঠা
815,steigen::V,ارتفع,ওঠা
816,wachsen::V,نما,বড় হওয়া
817,wachsen::V,نبت,বড় হওয়া
818,glänzen::V,لمع,জ্বলা
819,funkeln::V,تلألأ,জ্বল্জ্বল করা
820,lärmen::V,ضج,
821,lärmen::V,صخب,
822,läuten::V,قرع,রুসুঝুসু করা
823,klingeln::V,دق,বাজা
824,klirren::V,قعقع,টুংটাং-শব্দ করা
825,brausen::V,عج,গর্জন করা
826,rauschen::V,حف,মর্মরধ্বনি করা
827,klingen::V,رن,শব্দ করা
828,bellen::V,نبح,ঘেউ ঘেউ করা
829,heulen::V,عوى,গর্জন করা
830,blasen::V,نفخ,ফুঁ দেওয়া
831,pfeifen::V,صفر,শিস্ দেওয়া
832,schreien::V,صرخ,চিৎকার করা
833,stöhnen::V,أن,গোঁ-গো করা
834,zittern::V,ارتعش,কাঁপা
835,leben::V,عاش,বাঁচা
836,geboren werden::V,ولد,জন্মানো
837,atmen::V,تنفس,শ্বাস ফেলা
838,trinken::V,شرب,পান করা
839,essen::V,أكل,ভক্ষণ করা
840,schlucken::V,جرع,গেলা
841,müde werden::V,تعب,পরিশ্রান্ত হওয়া
842,einschlafen::V,نام,নিদ্রামগ্ন হওয়া
843,schlafen::V,نام,নিদ্রা যাওয়া
844,aufwachen::V,استيقظ,জাগা
845,aufstehen::V,قام,জাগা
846,sich erholen::V,استجم,আরাম করা
847,krank werden::V,مرض,অসুস্থ হত্তয়া
848,krank sein::V,مرض,রূগ্ণ হত্তয়া
849,schmerzen::V,آلم,কন্কন করা
850,husten::V,كح,কাশা
851,husten::V,سعل,কাশা
852,genesen::V,نقه,আরোগ্য হওয়া
853,sterben::V,مات,মারা যাওয়া
854,umkommen::V,هلك,মারা যাওয়া
855,sich bewegen::V,تحرك,চলা
856,sich rühren::V,تحرك,নড়া
857,sich erheben::V,قام,উদিত হওয়া
858,sich setzen::V,جلس,বসা
859,hinfallen::V,وقع,পড়া
860,laufen::V,مشى,হাঁটা
861,schreiten::V,خطا,হাঁটা
862,spazierengehen::V,تنزه,পায়চারি করা
863,eilen::V,عجل,ত্বরাম্বিত করা
864,sich beeilen::V,استعجل,ত্বরাম্বিত করা
865,sausen::V,أسرع,ধেয়ে যাওয়া
866,rennen::V,عدا,চলা
867,rennen::V,ركض,চলা
868,springen::V,قفز,লাফানো
869,klettern::V,تسلق,আরোহণ করা
870,schaukeln::V,تأرجح,দোলা
871,kriechen::V,دب,হামাগুড়ি দেওয়া
872,kriechen::V,زحف,হামাগুড়ি দেওয়া
873,schwimmen::V,سبح,সাঁতার কাটা
874,tauchen::V,غطس,ডোবা
875,rudern::V,جذف,দাঁড় টানা
876,fahren::V,ركب,চালান
877,fahren::V,سافر,চালান
878,fliegen::V,طار,ওড়া
879,gehen::V,سار,যাওয়া
880,gehen::V,ذهب,যাওয়া
881,weggehen::V,ذهب,প্রস্থান করা
882,weggehen::V,انصرف,প্রস্থান করা
883,abfahren::V,رحل,প্রস্থান করা
884,anhalten::V,توقف,থামা
885,hineingehen::V,دخل,ঢোকা
886,eintreten::V,دخل,ঢোকা
887,kommen::V,أتى,আসা
888,kommen::V,جاء,আসা
889,ankommen::V,وصل,আসা
890,zurückkommen::V,عاد,ফিরা
891,zurückkommen::V,رجع,ফিরা
892,bleiben::V,مكث,থাকা
893,warten::V,انتظر,অপেক্ষা করা
894,erwarten::V,ترقب,অপেক্ষা করা
895,erwarten::V,انتظر,অপেক্ষা করা
896,suchen::V,بحث,খোঁজ করা
897,finden::V,وجد,পাওয়া
898,versuchen::V,حاول,পরখ করা
899,vorbereiten::V,أعد,প্রস্তুত করা
900,vorbereiten::V,حضر,প্রস্তুত করা
901,lieben::V,أحب,ভালবাসা
902,mögen::V,أحب,পছন্দ করা
903,lachen::V,ضحك,হাসা
904,rühren::V,أثر,হৃদয়ম্পর্শ করা
905,weinen::V,بكى,কাঁদা
906,schimpfen::V,سب,নালিশ করা
907,schimpfen::V,شتم,নালিশ করা
908,sich ärgern::V,زعل,রাগ হত্তয়া
909,sich fürchten::V,هاب,ভয় করা
910,fürchten::V,خاف,ডরা
911,fürchten::V,خشي,ডরা
912,fliehen::V,هرب,পালানো
913,flüchten::V,فر,পালানো
914,sehen::V,رأى,দেখা
915,anschauen::V,نظر,দেখা
916,ansehen::V,نظر,দেখা
917,hören::V,سمع,শোনা
918,zuhören::V,أصغى,শোনা
919,probieren::V,ذاق,পরখ করা
920,riechen::V,شم,শুঁকা
921,riechen::V,استنشق,শুঁকা
922,fühlen::V,شعر,অনুভব করা
923,scheinen::V,ظهر,মনে হত্তয়া
924,zu sehen sein::V,ظهر,দেখা দেত্তয়া
925,vernehmen::V,سمع,শোনা
926,frieren::V,بردان,শীত লাগা
927,tun::V,فعل,করা
928,können::V,قدر,পারা
929,können::V,استطاع,পারা
930,wollen::V,شاء,ইচ্ছা করা
931,wollen::V,أراد,ইচ্ছা করা
932,anfangen::V,بدأ,আরম্ভ করা
933,beenden::V,أنهى,শেষ করা
934,aufhören::V,توقف,থামা
935,aufhören::V,انقطع,থামা
936,gelingen::V,نجح,সিদ্ধিলাভ করা
937,geraten::V,طلع,পরিণত হত্তয়া
938,öffnen::V,فتح,খোলা
939,schließen::V,أغلق,বন্ধ করা
940,stellen::V,وضع,স্থাপন করা
941,stellen::V,أقام,স্থাপন করা
942,setzen::V,أجلس,স্থাপন করা
943,legen::V,وضع,স্থাপন করা
944,berühren::V,مس,স্পর্শ করা
945,berühren::V,لمس,স্পর্শ করা
946,verbinden::V,ربط,সংযুক্ত করা
947,verbinden::V,وصل,সংযুক্ত করা
948,bedecken::V,غطى,ঢাকা
949,aufhängen::V,علق,ঝুলানো
950,anzünden::V,أوقد,জ্বালান
951,aufheben::V,لقط,কুড়াইয়া তোলা
952,zurücklassen::V,ترك,পরিত্যাগ করা
953,verlieren::V,فقد,হারান
954,fallen lassen::V,أسقط,ফেলা
955,machen::V,فعل,গঠন করা
956,herstellen::V,صنع,সৃষ্টি করা
957,herstellen::V,أنتج,সৃষ্টি করা
958,bauen::V,بنى,নির্মাণ করা
959,bauen::V,شيد,নির্মাণ করা
960,reparieren::V,صلح,মেরামত করা
961,verbessern::V,صحح,উন্নতিলাভ করা
962,ändern::V,غير,পরিবর্তিত করা
963,graben::V,حفر,খনন করা
964,beugen::V,ثنى,নোয়া
965,beugen::V,أحنى,নোয়া
966,biegen::V,لوى,নোয়া
967,drehen::V,أدار,ঘোরান
968,drehen::V,دور,ঘোরান
969,wenden::V,قلب,উলটাইয়া দেত্তয়া
970,umdrehen::V,قلب,উলটানো
971,heben::V,رفع,উত্তোলন করা
972,hochheben::V,رفع,উঁচু করা
973,ergreifen::V,مسك,দখল করা
974,halten::V,مسك,ধরা
975,drücken::V,ضغط,টেপা
976,schieben::V,حرك,ঠেলা
977,kratzen::V,خدش,চাঁচা
978,lecken::V,لعق,চাটা
979,beißen::V,عض,দংশন করা
980,abreißen::V,قلع,বিচ্ছিন্ন করা
981,abschneiden::V,قطع,বিচ্ছিন্ন করা
982,binden::V,ربط,বন্ধন করা
983,stecken::V,دس,বিদ্ধ করা
984,brechen::V,كسر,ভাঙা
985,klopfen::V,طرق,আঘাত করা
986,hauen::V,ضرب,আঘাত করা
987,kleben::V,ألصق,সাঁটা
988,reiben::V,حك,ঘষা
989,streichen::V,نشر,ছড়াইয়া
990,schleifen::V,سن,ধার দেওয়া
991,schneiden::V,قطع,কাটা
992,rütteln::V,رج,নাড়ান
993,schütteln::V,هز,নড়া
994,schwenken::V,لوح,দোলা
995,schütten::V,صب,বর্ষণ করা
996,füllen::V,ملأ,পরিপূর্ণ করা
997,einwickeln::V,لف,মুড়া
998,tragen::V,حمل,বহন করা
999,schleppen::V,سحب,টানা
1000,ziehen::V,سحب,টানা
1001,aufbewahren::V,حفظ,রাখা
1002,werfen::V,رمى,ছুড়া
1003,werfen::V,ألقى,ছুড়া
1004,fangen::V,التقط,লোফা
1005,packen::V,مسك,ধরা
1006,verstecken::V,خبأ,গোপন করা
1007,teilen::V,قسم,বিভক্ত করা
1008,schicken::V,بعث,প্রেরণ করা
1009,schicken::V,أرسل,প্রেরণ করা
1010,bringen::V,جلب,আনা
1011,hinzufügen::V,أضاف,একত্র করা
1012,bekommen::V,حصل,পাওয়া
1013,erhalten::V,استلم,পাওয়া
1014,nehmen::V,أخذ,নেওয়া
1015,wählen::V,اختار,বাছা
1016,auswählen::V,انتقى,বাছা
1017,bewahren::V,حافظ,বাঁচাইয়া রাখা
1018,behindern::V,عاق,বাধা দেওয়া
1019,verderben::V,أفسد,নষ্ট করা
1020,beschädigen::V,أضر,ক্ষতি করা
1021,zerbrechen::V,كسر,ভাঙ্গিয়া যাওয়া
1022,zerreißen::V,مزق,ছিঁড়া
1023,zerstören::V,دمر,বিনাশ করা
1024,verbrennen::V,حرق,দহন করা
1025,geben::V,أعطى,দেওয়া
1026,reichen::V,ناول,দেওয়া
1027,schenken::V,وهب,উপহার দেত্তয়া
1028,versprechen::V,وعد,প্রতিশ্রুতি দেওয়া
1029,wünschen::V,تمنى,আকাঙ্ক্ষা করা
1030,loben::V,مدح,প্রশংসা করা
1031,küssen::V,قبل,চুম্বন করা
1032,wiegen::V,هدهد,দুলানো
1033,zudecken::V,غطى,ঢাকা
1034,wecken::V,أيقظ,জাগানো
1035,zeigen::V,أرى,দেখানো
1036,führen::V,دل,পথ দেখানো
1037,lehren::V,علم,শেখানো
1038,unterrichten::V,علم,শিক্ষা দেওয়া
1039,aufziehen::V,ربى,পালন করা
1040,leiten::V,دل,পরিচালনা করা
1041,leiten::V,أدار,পরিচালনা করা
1042,antreiben::V,حث,চালনা করা
1043,lassen::V,حدا,অনুমতি দেওয়া
1044,einladen::V,دعا,নিমন্ত্রণ করা
1045,vereinigen::V,وحد,এক করা
1046,besuchen::V,زار,দেখিতে যাওয়া
1047,treffen::V,قابل,সন্মুখীন হওয়া
1048,sich versammeln::V,اجتمع,জড়ো হওয়া
1049,spielen::V,لعب,খেলা
1050,singen::V,غنى,গাওয়া
1051,tanzen::V,رقص,নাচা
1052,sich trennen::V,افترق,পৃথক করা
1053,verlassen::V,ترك,পরিত্যাগ করা
1054,retten::V,نجى,উদ্ধার করা
1055,retten::V,أنقذ,উদ্ধার করা
1056,bewachen::V,حرس,পাহারা দেওয়া
1057,schützen::V,حمى,রক্ষা করা
1058,verteidigen::V,دافع,রক্ষা করা
1059,sich schlagen::V,تضارب,লড়াই করা
1060,schießen::V,أطلق,তীরবেগে ছোটা
1061,siegen::V,انتصر,জেতা
1062,ärgern::V,أزعل,বিরক্ত করা
1063,schlagen::V,ضرب,আঘাত করা
1064,treten::V,رفس,লাথি মারা
1065,stechen::V,شك,দংশন করা
1066,stoßen::V,دفع,ঠেলা
1067,stehlen::V,سرق,অপহরণ করা
1068,stören::V,ضايق,ঘাঁটান
1069,belästigen::V,أزعج,বিরক্ত করা
1070,verbergen::V,كتم,গোপন করা
1071,täuschen::V,خدع,প্রবঞ্চনা করা
1072,betrügen::V,غش,প্রতারণা করা
1073,töten::V,قتل,হত্যা করা
1074,wohnen::V,سكن,বাস করা
1075,arbeiten::V,عمل,কাজ করা
1076,arbeiten::V,اشتغل,কাজ করা
1077,sammeln::V,جمع,সংগ্রহ করা
1078,pflücken::V,جنى,চয়ন করা
1079,pflücken::V,قطف,চয়ন করা
1080,jagen::V,صاد,শিকার করা
1081,fischen::V,اصطاد,মাছ ধরা
1082,fassen::V,قبض,ধরা
1083,hüten::V,رعى,যুথভুক্ত করা
1084,treiben::V,ساق,চালনা করা
1085,anbinden::V,ربط,বন্ধন করা
1086,füttern::V,علف,ভোজন করানো
1087,melken::V,حلب,দুগ্ধ দোহন করা
1088,hacken::V,فرم,কাটা
1089,gießen::V,سقى,বর্ষণ করা
1090,reifen::V,نضج,পাকা
1091,zubereiten::V,حضر,রন্ধন করা
1092,kochen::V,طبخ,রন্ধন করা
1093,backen::V,خبز,সেকা
1094,braten::V,قلى,ভাজা
1095,braten::V,حمر,ভাজা
1096,umrühren::V,قلب,নড়ানো
1097,stricken::V,حاك,বোনা
1098,nähen::V,خاط,সেলাই করা
1099,färben::V,صبغ,রঞ্জিত করা
1100,färben::V,لون,রঞ্জিত করা
1101,reinigen::V,نظف,পরিষ্কার করা
1102,waschen::V,غسل,পরিষ্কার করা
1103,abwischen::V,مسح,মুছা
1104,spülen::V,شطف,পরিষ্কার করা
1105,fegen::V,كنس,ঝাঁট দেওয়া
1106,kehren::V,كنس,ঝাঁট দেওয়া
1107,baden::V,استحم,অবগাহন করা
1108,sich waschen::V,اغتسل,ধোয়া
1109,ausziehen::V,خلع,খুলা
1110,anziehen::V,لبس,গায়ে দেত্তয়া
1111,sich anziehen::V,اكتسى,পোশাক পরা
1112,kämmen::V,مشط,আঁচড়ানো
1113,schmücken::V,زين,সাজান করা
1114,sagen::V,قال,উচ্চারণ করা
1115,sprechen::V,تكلم,বলা
1116,reden::V,تكلم,আলাপ করা
1117,sich unterhalten::V,تحادث,আড্ডা দেওয়া
1118,fragen::V,سأل,জিজ্ঞাসা করা
1119,bitten::V,رجا,প্রার্থনা করা
1120,erzählen::V,حكي,বর্ণনা করা
1121,mitteilen::V,بلغ,বলা
1122,nennen::V,سمى,নাম দেওয়া
1123,rufen::V,نادى,আমন্ত্রণ করা
1124,prahlen::V,فشر,বড়াই করা
1125,prahlen::V,تفاخر,বড়াই করা
1126,übersetzen::V,ترجم,ভাষাস্তরিত করা
1127,denken::V,فكر,ভাবা
1128,glauben::V,اعتقد,বিশ্বাস করা
1129,bemerken::V,لاحظ,লক্ষ্য করা
1130,erkennen::V,عرف,চিনিতে পারা
1131,begreifen::V,فهم,উপলব্ধি করা
1132,begreifen::V,أدرك,উপলব্ধি করা
1133,verstehen::V,فهم,উপলব্ধি করা
1134,lernen::V,درس,শেখা
1135,wissen::V,علم,জানা
1136,sich erinnern an::V,تذكر,মনে করা
1137,vergessen::V,نسي,বিস্মৃত হওয়া
1138,messen::V,قاس,মাপা
1139,zählen::V,عد,গণনা করা
1140,zählen::V,أحصى,গণনা করা
1141,rechnen::V,حسب,হিসাব করা
1142,lesen::V,قرأ,পাঠ করা
1143,malen::V,صور,আঁকা
1144,zeichnen::V,رسم,ছকা
1145,schreiben::V,كتب,লেখা
1146,besitzen::V,حاز,অধিকার করা
1147,besitzen::V,ملك,অধিকার করা
1148,kaufen::V,اشترى,ক্রয় করা
1149,verkaufen::V,باع,বেচা
1150,bezahlen::V,دفع,প্রদান করা
1151,zahlen::V,سدد,প্রদান করা
1152,beherrschen::V,حكم,শাসন করা
1153,ertragen::V,أطاق,বহন করা
1154,ertragen::V,تحمل,বহন করা
