,Concept_ID,tr,kv
806,dort::ADV,orada,сэтӧн
807,dort::ADV,şurada,сэтӧн
808,dorthin::ADV,oraya,сэтчин
809,dorthin::ADV,şuraya,сэтчин
810,geradeaus::ADV,doğru,веськыта
811,vorwärts::ADV,ileri,одзӧ
812,rückwärts::ADV,geri,бӧр
813,zurück::ADV,geriye,бӧр
814,unten::ADV,aşağıda,увтын
815,hinab::ADV,aşağıya,увтас
816,oben::ADV,yukarıda,вевдӧрас
817,hinauf::ADV,yukarı,вывлань
818,hinauf::ADV,yukarı,вывланьӧ
819,hinauf::ADV,yukarıya,вывлань
820,hinauf::ADV,yukarıya,вывланьӧ
821,überall::ADV,her yerde,быдлан
822,nicht::ADV,-mi-,ог
823,nicht::ADV,değil,ог
824,ein wenig::ADV,biraz,-ышт
825,ein wenig::ADV,biraz,невна
826,kaum::ADV,dar,ӧдва
827,kaum::ADV,hemen hemen değil,ӧдва
828,sehr::ADV,pek,вывтi
829,sehr::ADV,gayet,вывтi
830,so::ADV,öyle,сiдз
831,so::ADV,böyle,сiдз
832,noch::ADV,hâlâ,эшӧ
833,noch::ADV,henüz,эшӧ
834,nur::ADV,ancak,только
835,nur::ADV,yalnız,только
836,schon::ADV,çoktan,ни
837,wieder::ADV,tekrar,бӧра
838,wieder::ADV,yeniden,бӧра
839,vergebens::ADV,boşuna,весись
840,vor::PRP,önünde,одзас
841,hinter::PRP,arkasında,бӧрӧ
842,unter::PRP,altında,увтын
843,durch::PRP,sayesinde,пыр
844,durch::PRP,ortasından,пыр
845,neben::PRP,yanında,бокам
846,neben::PRP,yanında,боксиным
847,zwischen::PRP,arasında,коласас
848,wegen::PRP,dolayı,понда
849,dies::PRN,bu,эта
850,das::PRN,o,сiя
851,das::PRN,şu,сiя
852,alles::PRN,hepsi,быдӧс
853,alles::PRN,her şey,быдӧс
854,ich::PRN,ben,ме
855,du::PRN,sen,тэ
856,er::PRN,o,сiя
857,wir::PRN,biz,мийӧ
858,ihr::PRN,siz,ті
859,sie::PRN,onlar,нія
860,was::FPRN,ne,мый
861,wer::FPRN,kim,кин
862,wo::FADV,nerede,кытӧн
863,wohin::FADV,nereye,кытчӧ
864,wie::FADV,nasıl,дзик
865,warum::FADV,neden,мыля
866,warum::FADV,neden,мыйсянь
867,wieviel::FNUM,kaç,мымда
868,wieviel::FNUM,ne kadar,мымда
869,eins::NUM,bir,ӧт
870,zwei::NUM,iki,кык
871,drei::NUM,üç,куим
872,vier::NUM,dört,нёль
873,fünf::NUM,beş,вит
874,sechs::NUM,altı,квать
875,sieben::NUM,yedi,сизим
876,acht::NUM,sekiz,кыкьямыс
877,neun::NUM,dokuz,ӧкмыс
878,zehn::NUM,on,дас
879,elf::NUM,on bir,дасотік
880,zwölf::NUM,on iki,даскык
881,zwanzig::NUM,yirmi,кыкдас
882,dreißig::NUM,otuz,куимдас
883,vierzig::NUM,kırk,нёльдас
884,fünfzig::NUM,elli,витдас
885,sechzig::NUM,altmış,кватьдас
886,siebzig::NUM,yetmiş,сизимдас
887,achtzig::NUM,seksen,кыкьямысдас
888,neunzig::NUM,doksan,ӧкмысдас
889,hundert::NUM,yüz,сто
890,tausend::NUM,bin,тысяча
891,und::CNJ,ve,и
892,und::CNJ,ve,да
893,und::CNJ,ile,и
894,und::CNJ,ile,да
895,oder::CNJ,ya,или
896,oder::CNJ,yahut,или
897,stehen::V,durmak,сулавны
898,sitzen::V,oturmak,пукавны
899,liegen::V,yatmak,куйлыны
900,hängen::V,asılı olmak,ӧшавны
901,werden::V,olmak,лоны
902,werden::V,olunmak,лоны
903,passieren::V,olmak,аркмыны
904,beginnen::V,başlamak,петны
905,enden::V,bitmek,-сь
906,enden::V,bitmek,бырны
907,enden::V,sona ermek,-сь
908,enden::V,sona ermek,бырны
909,wechseln::V,değişmek,вежсьыны
910,aufgehen[Sonne]::V,doğmak,петавны
911,untergehen[Sonne]::V,batmak,пуксьыны
912,scheinen[Sonne]::V,parlamak,югьявны
913,donnern::V,gök gürlemek,гымавны
914,wehen::V,esmek,пӧлявны
915,strömen::V,akmak,киссьыны
916,fließen::V,akmak,визывтны
917,sich drehen::V,dönmek,бергавны
918,schwanken::V,sallanmak,кӧвьясьны
919,schwingen::V,titremek,дюттясьны
920,fallen::V,düşmek,усьны
921,brennen::V,yanmak,сотчыны
922,rauchen::V,tütmek,тшынасьны
923,regnen::V,yağmak,зэрны
924,gefrieren::V,donmak,гегдыны
925,tauen::V,erimek,сывны
926,schmelzen::V,erimek,сывны
927,trocknen::V,kurumak,косьмыны
928,sieden::V,kaynamak,пизьны
929,faulen::V,çürümek,нёльзьыны
930,verfaulen::V,çürümek,тӧрмыны
931,verfaulen::V,çürümek,сiсьмыны
932,reißen::V,yırtılmak,косясьны
933,versinken::V,batmak,вӧйны
934,vergehen::V,geçmek,мунны
935,erscheinen::V,görünmek,мыччисьны
936,verschwinden::V,kaybolmak,ӧшны
937,sinken::V,inmek,ямны
938,abnehmen::V,azalmak,ямны
939,zunehmen::V,artmak,паськавны
940,zunehmen::V,çoğalmak,паськавны
941,steigen::V,artmak,лэбтiсьны
942,steigen::V,yükselmek,лэбтiсьны
943,wachsen::V,büyümek,быдмыны
944,wachsen::V,gelişmek,быдмыны
945,glänzen::V,parlamak,свиттявны
946,funkeln::V,parıldamak,югйовтлыны
947,funkeln::V,parıldamak,югйӧв-керны
948,lärmen::V,gürültü yapmak,чавзыны
949,läuten::V,çalmak,диньгыны
950,klingeln::V,zil çalmak,силькӧтны
951,klirren::V,şakırdamak,жольӧтны
952,klirren::V,zangırdamak,жольӧтны
953,brausen::V,köpürmek,гуасьны
954,brausen::V,kükremek,гуасьны
955,rauschen::V,fışırdamak,кышӧтны
956,klingen::V,tınlamak,горавны
957,bellen::V,havlamak,увтны
958,bellen::V,havlamak,вувтны
959,heulen::V,ulumak,уннявны
960,blasen::V,üflemek,пӧлявны
961,pfeifen::V,düdük çalmak,пиксыны
962,schreien::V,bağırmak,айзыны
963,schreien::V,haykırmak,айзыны
964,stöhnen::V,inlemek,ойзыны
965,stöhnen::V,inlemek,ружтыны
966,zittern::V,titremek,легьявны
967,leben::V,yaşamak,овны
968,leben::V,hayatta olmak,овны
969,geboren werden::V,doğmak,шогмыны
970,atmen::V,solunmak,лолавны
971,atmen::V,nefes almak,лолавны
972,trinken::V,içmek,юны
973,essen::V,yemek,сёйны
974,schlucken::V,yutmak,ньылавны
975,müde werden::V,yorulmak,мыдзны
976,einschlafen::V,uykuya dalmak,ланьтны
977,schlafen::V,uyumak,узьны
978,aufwachen::V,uyanmak,саймыны
979,aufwachen::V,uyanmak,пальмыны
980,aufstehen::V,kalkmak,сувтны
981,aufstehen::V,yataktan kalkmak,сувтны
982,sich erholen::V,dinlenmek,шоччисьлыны
983,krank werden::V,hastalanmak,моржитны
984,krank sein::V,hasta olmak,шогавны
985,krank sein::V,hasta olmak,визьӧтны
986,schmerzen::V,ağrımak,висьны
987,husten::V,öksürmek,кашляйтны
988,genesen::V,şifa bulmak,бурдны
989,sterben::V,ölmek,кувны
990,sterben::V,vefat etmek,кувны
991,umkommen::V,ölmek,вийсьыны
992,sich bewegen::V,hareket etmek,локны
993,sich bewegen::V,hareket etmek,ветлӧтны
994,sich rühren::V,kımıldanmak,вӧрзьӧтчыны
995,sich erheben::V,kalkmak,сувтны
996,sich erheben::V,ayağa kalkmak,сувтны
997,sich setzen::V,oturmak,пуксьыны
998,hinfallen::V,yere düşmek,пӧрласьны
999,laufen::V,yürümek,мунны
1000,schreiten::V,yürümek,тальччавны
1001,schreiten::V,adım atmak,тальччавны
1002,spazierengehen::V,gezmek,котрасьны
1003,spazierengehen::V,dolaşmak,котрасьны
1004,eilen::V,seğirtmek,тэрмасьны
1005,sich beeilen::V,acele etmek,тэрмасьны
1006,sausen::V,hızla gitmek,вирдавны-котӧртны
1007,rennen::V,koşmak,
1008,springen::V,atlamak,чеччавны
1009,springen::V,sıçramak,чеччавны
1010,klettern::V,tırmanmak,кышасьны
1011,schaukeln::V,sallanmak,чурликасьны
1012,kriechen::V,sürünmek,кыскасьны-мунны
1013,schwimmen::V,yüzmek,вартчыны
1014,tauchen::V,dalmak,сунгисьны ваӧ
1015,rudern::V,kürek çekmek,сынны
1016,fahren::V,gitmek,мунны
1017,fliegen::V,uçmak,лэбавны
1018,gehen::V,gitmek,мунны
1019,weggehen::V,gitmek,мунны
1020,abfahren::V,kalkmak,иньдӧтчыны
1021,abfahren::V,kalkmak,мунны
1022,anhalten::V,durmak,сувтны
1023,hineingehen::V,içeri girmek,пырны
1024,eintreten::V,girmek,пырны
1025,kommen::V,gelmek,локны
1026,ankommen::V,varmak,локны
1027,zurückkommen::V,dönmek,бертны
1028,zurückkommen::V,dönmek,панӧвтсьыны
1029,bleiben::V,kalmak,кольччыны
1030,warten::V,beklemek,видзчисьны
1031,erwarten::V,beklemek,видзчисьны
1032,suchen::V,aramak,кошшыны
1033,finden::V,bulmak,адззыны
1034,versuchen::V,denemek,пондыны
1035,versuchen::V,denemek,пондӧтны
1036,vorbereiten::V,hazırlamak,лӧсьӧтны
1037,lieben::V,sevmek,милуйтны
1038,mögen::V,beğenmek,радейтны
1039,lachen::V,gülmek,серавны
1040,rühren::V,dokunmak,сьӧлӧм вӧрзьӧтны
1041,rühren::V,duygulandırmak,сьӧлӧм вӧрзьӧтны
1042,weinen::V,ağlamak,горзыны
1043,schimpfen::V,küfretmek,видчыны
1044,sich ärgern::V,kızmak,лёкавны
1045,sich fürchten::V,korkmak,повны
1046,fürchten::V,korkmak,повны
1047,fliehen::V,kaçmak,пышшыны
1048,flüchten::V,kaçmak,пышшыны
1049,sehen::V,görmek,адззыны
1050,anschauen::V,seyretmek,видзӧтны
1051,ansehen::V,bakmak,видзӧтны
1052,hören::V,duymak,кывны
1053,hören::V,işitmek,кывны
1054,zuhören::V,dinlemek,кывзыны
1055,probieren::V,denemek,пешлыны
1056,probieren::V,tadına bakmak,пешлыны
1057,riechen::V,kokusunu almak,дукавны
1058,fühlen::V,duymak,кывны
1059,fühlen::V,hissetmek,кывны
1060,scheinen::V,görünmek,декуйтчыны
1061,zu sehen sein::V,görünmek,тыдавны
1062,vernehmen::V,haber almak,тӧдмавны
1063,frieren::V,üşümek,гегдыны
1064,tun::V,etmek,керны
1065,tun::V,yapmak,керны
1066,können::V,bilmek,вермыны
1067,wollen::V,istemek,мӧдны
1068,anfangen::V,başlamak,петны
1069,beenden::V,bitirmek,ештӧтны
1070,beenden::V,bitirmek,керыштны
1071,aufhören::V,bitmek,дугдыны
1072,gelingen::V,başarmak,шогмыны
1073,geraten::V,düşmek,мыччисьны
1074,öffnen::V,açmak,осьтны
1075,schließen::V,kapamak,пӧднавны
1076,stellen::V,koymak,сувтӧтны
1077,setzen::V,koymak,пуксьӧтны
1078,setzen::V,oturtmak,пуксьӧтны
1079,legen::V,koymak,пуктыны
1080,legen::V,yatırmak,пуктыны
1081,berühren::V,dokunmak,вӧрзьӧтны
1082,verbinden::V,bağlamak,йитны
1083,verbinden::V,birleştirmek,йитны
1084,bedecken::V,örtmek,вевттьыны
1085,bedecken::V,kaplamak,вевттьыны
1086,aufhängen::V,asmak,ӧшӧтны
1087,anzünden::V,yakmak,ӧзтыны
1088,anzünden::V,ateşlemek,ӧзтыны
1089,aufheben::V,kaldırmak,лэбтыны
1090,zurücklassen::V,geride bırakmak,кольны
1091,verlieren::V,yitirmek,ӧштыны
1092,verlieren::V,kaybetmek,ӧштыны
1093,fallen lassen::V,düşürmek,уськӧтны
1094,machen::V,yapmak,керны
1095,herstellen::V,yapmak,вӧчны
1096,herstellen::V,imal etmek,вӧчны
1097,bauen::V,kurmak,строитны
1098,bauen::V,inşa etmek,строитны
1099,reparieren::V,onarmak,вочны
1100,reparieren::V,tamir etmek,вочны
1101,verbessern::V,düzeltmek,бурсьӧтны
1102,ändern::V,değiştirmek,вежны
1103,graben::V,kazmak,гарйыны
1104,beugen::V,eğmek,кусіньтны
1105,biegen::V,bükmek,чукыльтыштны
1106,drehen::V,çevirmek,бергӧтны
1107,drehen::V,döndürmek,бергӧтны
1108,wenden::V,çevirmek,бергӧтны
1109,umdrehen::V,çevirmek,бергӧтны
1110,heben::V,kaldırmak,лэбтыны
1111,hochheben::V,yukarı kaldırmak,лэбтыны
1112,ergreifen::V,tutmak,кватитны
1113,ergreifen::V,yakalamak,кватитны
1114,halten::V,tutmak,видзны
1115,drücken::V,sıkmak,личкыны
1116,schieben::V,itmek,тойлавны
1117,schieben::V,sürmek,тойлавны
1118,kratzen::V,kaşımak,шаркӧтны
1119,lecken::V,yalamak,нювны
1120,beißen::V,ısırmak,йирны
1121,abreißen::V,koparmak,орӧтны
1122,abschneiden::V,keserek ayırmak,шӧрыштны
1123,abschneiden::V,keserek ayırmak,вундыштны
1124,binden::V,bağlamak,гӧрдззыны
1125,stecken::V,sokmak,мӧртны
1126,brechen::V,kırmak,жугдыны
1127,klopfen::V,çalmak,зукӧтны
1128,hauen::V,vurmak,желльыны
1129,kleben::V,yapıştırmak,лякӧтны
1130,reiben::V,ovmak,зыртны
1131,reiben::V,sürtmek,зыртны
1132,streichen::V,sürmek,мавтны
1133,schleifen::V,bilemek,кыскыны
1134,schneiden::V,kesmek,вундавны
1135,rütteln::V,sallamak,шатлавны
1136,schütteln::V,sarsmak,зыбӧтны
1137,schütteln::V,çalkamak,зыбӧтны
1138,schwenken::V,sallamak,ӧвтны
1139,schwenken::V,sallamak,макайтны
1140,schütten::V,dökmek,кисьтны
1141,schütten::V,akıtmak,кисьтны
1142,füllen::V,doldurmak,тыртны
1143,füllen::V,doldurmak,тырсьӧтны
1144,einwickeln::V,sarmak,тубны
1145,tragen::V,taşımak,новйӧтны
1146,schleppen::V,sürüklemek,кыскыны
1147,ziehen::V,çekmek,кыскыны
1148,aufbewahren::V,saklamak,видзны
1149,werfen::V,atmak,шентывлыны
1150,fangen::V,tutmak,кутны
1151,fangen::V,yakalamak,кутны
1152,packen::V,tutmak,кутасьны
1153,packen::V,tutmak,кватитны
1154,packen::V,yakalamak,кутасьны
1155,packen::V,yakalamak,кватитны
1156,verstecken::V,saklamak,дзебны
1157,teilen::V,bölmek,торйӧтны
1158,teilen::V,ayırmak,торйӧтны
1159,schicken::V,yollamak,иньдыны
1160,schicken::V,göndermek,иньдыны
1161,bringen::V,getirmek,вайны
1162,hinzufügen::V,katmak,содтыны
1163,hinzufügen::V,eklemek,содтыны
1164,bekommen::V,almak,получитны
1165,bekommen::V,eline geçmek,получитны
1166,erhalten::V,almak,получитны
1167,nehmen::V,almak,босьтны
1168,wählen::V,seçmek,бӧрйыны
1169,auswählen::V,seçmek,бӧрйыны
1170,auswählen::V,ayırmak,бӧрйыны
1171,bewahren::V,korumak,видзны
1172,behindern::V,engellemek,падтыны
1173,verderben::V,bozmak,изводавны
1174,beschädigen::V,zedelemek,паздыны
1175,beschädigen::V,ziyan vermek,паздыны
1176,zerbrechen::V,kırmak,паздыны
1177,zerreißen::V,yırtmak,косявны
1178,zerstören::V,yıkmak,паздыны
1179,zerstören::V,tahrip etmek,паздыны
1180,verbrennen::V,yakmak,сотны
1181,geben::V,vermek,сетны
1182,reichen::V,uzatmak,сетны
1183,schenken::V,hediye etmek,козьнавны
1184,versprechen::V,vaat etmek,кӧсйыны
1185,wünschen::V,kutlamak,бурсьыны
1186,loben::V,övmek,ошкыны
1187,küssen::V,öpmek,окавны
1188,wiegen::V,sallamak,тюттьӧтны
1189,zudecken::V,örtmek,вевттьыны
1190,wecken::V,uyandırmak,саймӧтны
1191,zeigen::V,göstermek,мыччавны
1192,führen::V,gezdirmek,нуӧтны
1193,führen::V,yol göstermek,нуӧтны
1194,lehren::V,okutmak,велӧтны
1195,lehren::V,öğretmek,велӧтны
1196,unterrichten::V,öğretmek,велӧтны
1197,aufziehen::V,yetiştirmek,быдтыны
1198,leiten::V,yönetmek,юравны
1199,leiten::V,yönetmek,веськӧтлыны
1200,leiten::V,idare etmek,юравны
1201,leiten::V,idare etmek,веськӧтлыны
1202,antreiben::V,teşvik etmek,тэрмӧтны
1203,lassen::V,-tırmak,-ӧтыны
1204,einladen::V,davet etmek,корны
1205,vereinigen::V,birleştirmek,ӧтувтны
1206,vereinigen::V,birleştirmek,ӧтлаавны
1207,besuchen::V,uğramak,пыравлыны
1208,besuchen::V,ziyaret etmek,пыравлыны
1209,besuchen::V,görmeye gitmek,пыравлыны
1210,treffen::V,rastlamak,пантавны
1211,treffen::V,isabet etmek,пантавны
1212,sich versammeln::V,toplanmak,ӧксьыны
1213,spielen::V,oynamak,орсны
1214,singen::V,söylemek,сьывны
1215,singen::V,şarkı söylemek,сьывны
1216,tanzen::V,oynamak,йӧктыны
1217,tanzen::V,dans etmek,йӧктыны
1218,sich trennen::V,ayrılmak,торьясьны
1219,verlassen::V,bırakmak,кольны
1220,verlassen::V,terk etmek,кольны
1221,retten::V,kurtarmak,мынтны
1222,bewachen::V,gözetmek,смекайтны
1223,schützen::V,korumak,дорйыны
1224,verteidigen::V,savunmak,дорйыны
1225,sich schlagen::V,dövüşmek,тышкасьны
1226,schießen::V,ateş etmek,лыйны
1227,siegen::V,yenmek,вермыны
1228,ärgern::V,kızdırmak,лӧгӧтны
1229,schlagen::V,dövmek,базнитны
1230,treten::V,tepmek,чужьявны
1231,stechen::V,sokmak,бытшкыны
1232,stechen::V,batırmak,бытшкыны
1233,stoßen::V,itmek,тапкыны
1234,stoßen::V,itmek,тойыштны
1235,stehlen::V,çalmak,гусявны
1236,stören::V,bozmak,костіавны
1237,stören::V,etkilemek,костіавны
1238,belästigen::V,rahatsız etmek,назыляйтны
1239,verbergen::V,saklamak,дзебны
1240,täuschen::V,aldatmak,бӧбӧтны
1241,täuschen::V,aldatmak,пӧрьявны
1242,betrügen::V,aldatmak,муклачитны
1243,betrügen::V,dolandırmak,муклачитны
1244,töten::V,öldürmek,вийны
1245,wohnen::V,oturmak,овны
1246,arbeiten::V,çalışmak,уджавны
1247,sammeln::V,toplamak,ӧктыны
1248,pflücken::V,koparmak,судзлавны
1249,jagen::V,avlanmak,вӧравны
1250,fischen::V,balık tutmak,чериавны
1251,fassen::V,tutmak,кутны
1252,fassen::V,yakalamak,кутны
1253,hüten::V,otlatmak,вердны
1254,hüten::V,otlatmak,йирсьӧтны
1255,treiben::V,gütmek,вашӧтны
1256,anbinden::V,bağlamak,кӧртавны
1257,füttern::V,beslemek,вердны
1258,melken::V,sağmak,высьтыны
1259,melken::V,sağmak,чилькӧтны
1260,hacken::V,yarmak,керавны
1261,gießen::V,sulamak,киськавны
1262,reifen::V,olgunlaşmak,кисьмыны
1263,zubereiten::V,hazırlamak,лӧсьӧтны
1264,kochen::V,pişirmek,пуны
1265,kochen::V,kaynatmak,пуны
1266,backen::V,pişirmek,пӧжавны
1267,backen::V,fırında pişirmek,пӧжавны
1268,braten::V,kızartmak,жаритны
1269,umrühren::V,karıştırmak,соравны
1270,stricken::V,örmek,домавны
1271,nähen::V,dikmek,вурны
1272,färben::V,boyamak,краситны
1273,reinigen::V,temizlemek,весӧтны
1274,waschen::V,yıkamak,пеславны
1275,abwischen::V,silmek,чышкыны
1276,spülen::V,çalkamak,гывьявны
1277,fegen::V,süpürmek,чышкыны
1278,kehren::V,süpürmek,чышкыны
1279,baden::V,yıkanmak,купайтчыны 
1280,baden::V,banyo yapmak,купайтчыны 
1281,sich waschen::V,yıkanmak,миссьыны
1282,ausziehen::V,çıkarmak,гыжтӧтны
1283,ausziehen::V,çıkarmak,пӧрччавны
1284,anziehen::V,giymek,пасьтавны
1285,sich anziehen::V,giyinmek,пасьтасьны
1286,kämmen::V,taramak,сынавны
1287,schmücken::V,süslemek,баситны
1288,sagen::V,demek,висьтавны
1289,sagen::V,söylemek,висьтавны
1290,sprechen::V,konuşmak,шуны
1291,reden::V,konuşmak,баитны
1292,sich unterhalten::V,sohbet etmek,сёрнитны
1293,fragen::V,sormak,юавны
1294,bitten::V,dilemek,корны
1295,bitten::V,rica etmek,корны
1296,erzählen::V,bahsetmek,висьтавны
1297,erzählen::V,hikâye etmek,висьтавны
1298,mitteilen::V,bildirmek,висьтавны
1299,nennen::V,adlandırmak,нимтны
1300,rufen::V,çağırmak,китсавны
1301,rufen::V,çağırmak,корны
1302,rufen::V,çağırmak,чукӧстны
1303,prahlen::V,övünmek,ошшасьны
1304,übersetzen::V,çevirmek,вуджӧтны
1305,übersetzen::V,tercüme etmek,вуджӧтны
1306,denken::V,düşünmek,чайтны
1307,glauben::V,inanmak,веритны
1308,glauben::V,zannetmek,веритны
1309,bemerken::V,farkına varmak,казявны
1310,erkennen::V,tanımak,тӧдсавны
1311,begreifen::V,anlamak,вежӧртны
1312,begreifen::V,kavramak,вежӧртны
1313,verstehen::V,duymak,кывны
1314,verstehen::V,anlamak,кывны
1315,lernen::V,öğrenmek,велӧтчыны
1316,wissen::V,bilmek,тӧдны
1317,sich erinnern an::V,hatırlamak,касьтывны
1318,vergessen::V,unutmak,вунӧтны
1319,messen::V,ölçmek,меряйтны
1320,zählen::V,saymak,лыддьыны
1321,rechnen::V,hesap etmek,лыддьыны
1322,lesen::V,okumak,лыддьӧтны
1323,malen::V,resmini yapmak,
1324,zeichnen::V,çizmek,гижмавны
1325,schreiben::V,yazmak,гижны
1326,besitzen::V,haiz olmak,лоны
1327,besitzen::V,sahip olmak,лоны
1328,kaufen::V,almak,небны
1329,verkaufen::V,satmak,вузавны
1330,bezahlen::V,ödemek,вештыны
1331,zahlen::V,ödemek,вештыны
1332,beherrschen::V,hâkim olmak,
1333,ertragen::V,dayanmak,терпитны
1334,ertragen::V,katlanmak,терпитны
