,Concept_ID,mn,ru
58,Sehne::N,шандас,тетива
59,Sehne::N,шандас,сухожилие
60,Knochen::N,яс,кость
61,Gehirn::N,тархи,мозг
62,Herz::N,зүрх,сердце
63,Magen::N,ходоод,желудок
64,Leber::N,элэг,печень
65,Atem::N,амьсгаа,дух
66,Atem::N,амьсгаа,дыхание
67,Hunger::N,өлсгөлөн,голод
68,Träne::N,нулимс,слеза
69,Geschmack::N,амт,вкус
70,Geruch::N,үнэр,запах
71,Schlaf::N,нойр,сон
72,Traum::N,зүүд,сновидение
73,Himmel::N,тэнгэр,небо
74,Himmel::N,огторгуй,небо
75,Sonne::N,нар,солнце
76,Mond::N,сар,луна
77,Stern::N,од,звезда
78,Luft::N,агаар,воздух
79,Wind::N,салхи,ветер
80,Welle::N,долгио,волна
81,Welle::N,давалгаа,волна
82,Wasser::N,ус,вода
83,Stein::N,чулуу,камень
84,Boden::N,хөрс,почва
85,Erde::N,газар,земля
86,Erde::N,шороо,земля
87,Staub::N,тоос,пыль
88,Rauch::N,утаа,дым
89,Funke::N,оч,искра
90,Feuer::N,гал,огонь
91,Licht::N,гэрэл,свет
92,Licht::N,гэгээ,свет
93,Schatten::N,сүүдэр,тень
94,Wetter::N,тэнгэр,погода
95,Wetter::N,цаг уур,погода
96,Nebel::N,будан,туман
97,Wolke::N,үүл,облако
98,Regen::N,бороо,дождь
99,Schnee::N,цас,снег
100,Eis::N,мөс,лед
101,Frost::N,хүйт,мороз
102,Kälte::N,хүйт,холод
103,Hitze::N,халуун,жара
104,Raureif::N,цан,иней
105,Raureif::N,хяруу,иней
106,Regenbogen::N,солонго,радуга
107,Donner::N,тэнгэрийн дуу,гром
108,Strömung::N,урсгал,течение
109,Tropfen::N,дусал,капля
110,Schaum::N,хөөс,пена
111,Schmutz::N,хир,грязь
112,Schmutz::N,шавхай,грязь
113,See::N,нуур,озеро
114,Sumpf::N,намаг,топь
115,Sumpf::N,балчиг,топь
116,Moor::N,хүлрийн намаг,болото
117,Wiese::N,нуга,луг
118,Wald::N,ой,лес
119,Hügel::N,болдог,холм
120,Anhöhe::N,гүвээ,возвышенность
121,Berg::N,уул,гора
122,Gipfel::N,орой,вершина
123,Gipfel::N,оргил,вершина
124,Höhle::N,агуй,пещера
125,Abhang::N,хүр,склон
126,Quelle::N,булаг,источник
127,Bach::N,горхи,ручей
128,Fluss::N,гол,река
129,Fluss::N,мөрөн,река
130,Ufer::N,эрэг,берег
131,Küste::N,эрэг,побережье
132,Festland::N,хуурай газар,суша
133,Meer::N,далай,море
134,Meer::N,тэнгис,море
135,Bucht::N,булан,бухта
136,Bucht::N,далайн тохой,бухта
137,Insel::N,арал,остров
138,Blume::N,цэцэг,цветок
139,Gras::N,өвс,трава
140,Gras::N,ногоо,трава
141,Wurzel::N,үндэс,корень
142,Baum::N,мод,дерево
143,Stamm::N,иш,ствол
144,Stamm::N,гуалин,ствол
145,Rinde::N,холтос,кора
146,Ast::N,гишүү,сук
147,Zweig::N,салаа,ветвь
148,Blatt::N,навч,лист
149,Birke::N,хус,береза
150,Kiefer[Baum]::N,нарс,сосна
151,Weide[Baum]::N,уд,ива
152,Weide[Baum]::N,бургас,ива
153,Tanne::N,гачуур,ель
154,Horn::N,эвэр,рог
155,Feder::N,өд,перо
156,Fell::N,арьс,шкура
157,Flügel::N,жигүүр,крыло
158,Flügel::N,далавч,крыло
159,Klaue::N,савар,коготь
160,Klaue::N,хумс,коготь
161,Kralle::N,савар,лапа
162,Schwanz::N,сүүл,хвост
163,Ei::N,өндөг,яйцо
164,Nest::N,үүр,гнездо
165,Bau::N,нүх,нора
166,Bau::N,элүү,нора
167,Tier::N,амьтан,животное
168,Tier::N,адгуус,животное
169,Herde::N,сүрэг,стадо
170,Kuh::N,үнээ,корова
171,Bulle::N,бух,бык
172,Pferd::N,морь,лошадь
173,Pferd::N,адуу,лошадь
174,Schaf::N,хонь,овца
175,Schwein::N,гахай,свинья
176,Hund::N,нохой,собака
177,Katze::N,муур,кошка
178,Katze::N,мигуй,кошка
179,Bär::N,баавгай,медведь
180,Eichhörnchen::N,хэрэм,белка
181,Elch::N,хандгай,лось
182,Fuchs::N,үнэг,лиса
183,Hase::N,туулай,заяц
184,Maus::N,хулгана,мышь
185,Wolf::N,чоно,волк
186,Vogel::N,шувуу,птица
187,Schwarm::N,сүрэг,стая
188,Huhn::N,тахиа,курица
189,Hahn::N,эр тахиа,петух
190,Gans::N,галуу,гусь
191,Adler::N,бүргэд,орел
192,Ente::N,нугас,утка
193,Eule::N,ууль,сова
194,Kranich::N,тогоруу,журавль
195,Krähe::N,хэрээ,ворона
196,Kuckuck::N,хөхөө,кукушка
197,Schwan::N,хун,лебедь
198,Fisch::N,загас,рыба
199,Barsch::N,алгана,окунь
200,Hecht::N,цурхай,щука
201,Schlange[Tier]::N,могой,змея
202,Wurm::N,өт,червяк
203,Wurm::N,хорхой,червяк
204,Spinne::N,аалз,паук
205,Ameise::N,шоргоолж,муравей
206,Laus::N,бөөс,вошь
207,Mücke::N,шумуул,комар
208,Fliege::N,ялаа,муха
209,Schmetterling::N,эрвээхэй,бабочка
210,Beere::N,жимсгэнэ,ягода
211,Apfel::N,алим,яблоко
212,Pilz::N,мөөг,гриб
213,Zwiebel::N,сонгино,луковица
214,Saat::N,тариа,семя
215,Korn::N,үр,зерно
216,Korn::N,мөхлөг,зерно
217,Heu::N,өвс,сено
218,Schale::N,хальс,шелуха
219,Grube::N,алам,яма
220,Grube::N,нүх,яма
221,Falle::N,хавх,ловушка
222,Falle::N,занга,ловушка
223,Schlinge::N,урхи,силок
224,Spur::N,мөр,след
225,Asche::N,үнс,зола
226,Asche::N,үнс,пепел
227,Dreck::N,хир,грязь
228,Eisen::N,төмөр,железо
229,Gold::N,алт,золото
230,Silber::N,мөнгө,серебро
231,Kohle::N,нүүрс,уголь
232,Glas::N,шил,стекло
233,Lehm::N,шавар,глина
234,Sand::N,элс,песок
235,Mensch::N,хүн,человек
236,Mann::N,эр,мужчина
237,Mann::N,эрэгтэй,мужчина
238,Frau::N,эмэгтэй,женщина
239,Frau::N,хатагтай,женщина
240,Kind::N,хүүхэд,ребенок
241,Junge::N,хүү,мальчик
242,Mädchen::N,охин,девочка
243,Mädchen::N,бүсгүй,девочка
244,Familie::N,айл,семья
245,Großvater::N,өвгөн аав,дедушка
246,Großmutter::N,эмэг эх,бабушка
247,Großmutter::N,эмгээ,бабушка
248,Eltern::N,эцэг эх,родители
249,Vater::N,аав,отец
250,Vater::N,эцэг,отец
251,Mutter::N,эх,мать
252,Mutter::N,ээж,мать
253,Sohn::N,хүү,сын
254,Tochter::N,охин,дочь
255,Bruder::N,ах,брат
256,Bruder::N,дүү,брат
257,Schwester::N,эгч,сестра
258,Schwester::N,охин дүү,сестра
259,Onkel::N,авга ах,дядя
260,Onkel::N,нагац ах,дядя
261,Tante::N,авга эгч,тетя
262,Tante::N,нагац эгч,тетя
263,Ehemann::N,нөхөр,муж
264,Ehefrau::N,эхнэр,жена
265,Ehefrau::N,гэргий,жена
266,Freude::N,баяр,радость
267,Freude::N,баясгалан,радость
268,Gelächter::N,инээдэм,смех
269,Glück::N,жаргалан,счастье
270,Kummer::N,гаслан,горе
271,Wunsch::N,ерөөл,желание
272,Lust::N,дур,влечение
273,Lust::N,хүсэл,влечение
274,Geist::N,оюун,дух
275,Gedanke::N,сэтгэл,мысль
276,Gedächtnis::N,ой,память
277,Gedächtnis::N,цээж,память
278,Verstand::N,ухаан,ум
279,Sinn::N,утга,смысл
280,Grund::N,учир,повод
281,Wahrheit::N,үнэн,правда
282,Gespräch::N,яриа,беседа
283,Märchen::N,явган үлгэр,сказка
284,Erzählung::N,тууж,рассказ
285,Nachricht::N,мэдээ,сообщение
286,Neuigkeit::N,сонин,новость
287,Name::N,нэр,имя
288,Rätsel::N,оньсого,загадка
289,Rede::N,хэлсэн үг,речь
290,Sprache::N,хэл,язык
291,Stimme::N,дуу,голос
292,Wort::N,үг,слово
293,Zeichen::N,тамга,знак
294,Zeichen::N,тэмдэг,знак
295,Ruf::N,дуудлага,зов
296,Lärm::N,шуугиан,шум
297,Lärm::N,чимээ,шум
298,Laut::N,анир,звук
299,Laut::N,дуу,звук
300,Ton::N,авиа,звучание
301,Ton::N,аялгуу,звучание
302,Lied::N,дуу,песня
303,Ruhe::N,энх,покой
304,Ruhe::N,тайван,покой
305,Leute::N,хүмүүс,люди
306,Volk::N,улс,народ
307,Arbeit::N,ажил,работа
308,Arbeit::N,хөдөлмөр,работа
309,Gast::N,зочин,гость
310,Gast::N,айлчин,гость
311,Geschenk::N,бэлэг,подарок
312,Spiel::N,наадам,игра
313,Spiel::N,тоглоом,игра
314,Gesellschaft::N,хамт байх,общество
315,Hilfe::N,тусламж,помощь
316,Freund::N,найз,друг
317,Freund::N,нөхөр,друг
318,Kamerad::N,хань,приятель
319,Kamerad::N,нөхөр,приятель
320,Angelegenheit::N,хэрэг,дело
321,Anzahl::N,тоо,количество
322,Art::N,төрөл,вид
323,Art::N,янз,вид
324,Stück::N,хэсэг,кусок
325,Teil::N,хувь,часть
326,Teil::N,хэсэг,часть
327,Hälfte::N,хагас,половина
328,Kreis::N,тойрог,круг
329,Kreis::N,хүрээ,круг
330,Kreuz::N,загалмай,крест
331,Linie::N,шугам,линия
332,Strich::N,зураас,черта
333,Abstand::N,зай,промежуток
334,Entfernung::N,зай,расстояние
335,Entfernung::N,хол ойр,расстояние
336,Gegend::N,хавь,местность
337,Gegend::N,газар,местность
338,Platz::N,зай,пространство
339,Platz::N,завсар,пространство
340,Ort::N,газар,место
341,Ort::N,байр,место
342,Seite::N,тал,сторона
343,Seite::N,этгээд,сторона
344,Mitte::N,төв,середина
345,Mitte::N,дунд,середина
346,Gegenstand::N,юм,предмет
347,Sache::N,үйл,вещь
348,Sache::N,хэрэг,вещь
349,Rand::N,зах,край
350,Rand::N,хөвөө,край
351,Kante::N,ирмэг,ребро
352,Ecke::N,өнцөг,угол
353,Spitze::N,үзүүр,кончик
354,Ende::N,зах,конец
355,Ende::N,үзүүр,конец
356,Loch::N,цоорхой,дыра
357,Loch::N,онгорхой,дыра
358,Winkel::N,өнцөг,угол
359,Muster::N,хээ,узор
360,Muster::N,угалз,узор
361,Größe::N,хэмжээ,размер
362,Länge::N,урт,длина
363,Höhe::N,өндөр,высота
364,Gewicht::N,жин,вес
365,Menge::N,тоо,количество
366,Haufen::N,бөөн,куча
367,Reihe::N,эгнээ,ряд
368,Boot::N,завь,лодка
369,Ruder::N,сэлүүр,весло
370,Schlitten::N,чарга,сани
371,Ski::N,цана,лыжа
372,Lagerfeuer::N,түүдэг,костер
373,Last::N,ачаа,тяжесть
374,Gang::N,явдал,ход
375,Schritt::N,алхам,шаг
376,Norden::N,умар,север
377,Süden::N,урд,юг
378,Süden::N,өмнө,юг
379,Westen::N,өрнө,запад
380,Westen::N,баруун,запад
381,Osten::N,зүүн,восток
382,Osten::N,дорно,восток
383,Holz::N,мод,древесина
384,Brett::N,банз,доска
385,Platte::N,хавтан,плита
386,Stütze::N,тулгуур,подпорка
387,Stütze::N,тулга,подпорка
388,Stange::N,сургааг,жердь
389,Stock::N,саваа,палка
390,Stab::N,таяг,шест
391,Rohr::N,хоолой,труба
392,Haus::N,гэр,дом
393,Haus::N,байшин,дом
394,Heim::N,гэр,дом
395,Ofen::N,зуух,печь
396,Ofen::N,пийшин,печь
397,Fußboden::N,шал,пол
398,Tisch::N,ширээ,стол
399,Stuhl::N,сандал,стул
400,Wiege::N,өлгий,колыбель
401,Bett::N,ор,постель
402,Regal::N,тавиур,полка
403,Kiste::N,авдар,ящик
404,Kiste::N,хайрцаг,ящик
405,Fenster::N,гэгээвч,окно
406,Tür::N,үүд,дверь
407,Tür::N,хаалга,дверь
408,Tor::N,хаалга,ворота
409,Zaun::N,хашаа,забор
410,Dach::N,дээвэр,крыша
411,Leiter::N,шат,лестница
412,Besen::N,хамуур,метла
413,Besen::N,туужуу,метла
414,Spaten::N,хүрз,лопата
415,Schaufel::N,хүрз,совок
416,Gabel::N,сэрээ,вилка
417,Löffel::N,халбага,ложка
418,Messer::N,хутга,нож
419,Nagel::N,хадаас,гвоздь
420,Netz::N,өөш,сеть
421,Netz::N,тор,сеть
422,Haken::N,гох,крюк
423,Griff::N,иш,ручка
424,Griff::N,сэнж,ручка
425,Schloss::N,цуурга,замок
426,Schloss::N,цоож,замок
427,Bild::N,зураг,картина
428,Figur::N,баримал,фигура
429,Puppe::N,хүүхэлдэй,кукла
430,Beutel::N,агсаа,мешок
431,Beutel::N,уут,мешок
432,Bündel::N,боодол,связка
433,Tasche::N,цүнх,сумка
434,Eimer::N,хөнөг,ведро
435,Eimer::N,хувин,ведро
436,Deckel::N,таг,крышка
437,Deckel::N,хавхаг,крышка
438,Geschirr::N,сав суулга,посуда
439,Sack::N,шуудай,мешок
440,Tasse::N,аяга,чашка
441,Topf::N,тогоо,кастрюля
442,Kessel::N,тогоо,котел
443,Essen::N,идээ,еда
444,Nahrung::N,хүнс,пища
445,Speise::N,идээ,блюдо
446,Speise::N,идээ,кушанье
447,Fleisch::N,мах,мясо
448,Getreide::N,будаа,хлеб
449,Brei::N,богшмол,каша
450,Brei::N,будаа,каша
451,Brot::N,талх,хлеб
452,Scheibe::N,зүсэм,ломоть
453,Scheibe::N,хэрчим,ломоть
454,Fett::N,өөх,жир
455,Butter::N,тос,масло
456,Öl::N,тос,масло
457,Salz::N,давс,соль
458,Suppe::N,шөл,суп
459,Honig::N,бал,мед
460,Milch::N,сүү,молоко
461,Tee::N,цай,чай
462,Leder::N,арьс,кожа
463,Leder::N,савхи,кожа
464,Wolle::N,ноос,шерсть
465,Wolle::N,унгас,шерсть
466,Stoff::N,бөс,ткань
467,Nadel::N,зүү,игла
468,Faden::N,боолт,нитка
469,Faden::N,утас,нитка
470,Knopf::N,товч,пуговица
471,Knoten::N,зангилаа,узел
472,Farbe::N,будаг,краска
473,Kleidung::N,хувцас,одежда
474,Hemd::N,цамц,рубашка
475,Kragen::N,зах заам,воротник
476,Ärmel::N,ханцуй,рукав
477,Hose::N,өмд,брюки
478,Gürtel::N,бүс,пояс
479,Mütze::N,малгай,шапка
480,Mütze::N,бүрх,шапка
481,Schuh::N,туфли,ботинок
482,Stiefel::N,гутал,сапог
483,Ring::N,бөгж,кольцо
484,Band::N,тууз,лента
485,Kamm::N,сам,расческа
486,Spiegel::N,толь,зеркало
487,Riemen::N,тасам,ремень
488,Riemen::N,сур,ремень
489,Schnur::N,татлага,веревка
490,Leine::N,оосор,поводок
491,Decke::N,хөнжил,одеяло
492,Decke::N,хучлага,одеяло
493,Kissen::N,дэр,подушка
494,Tuch::N,алчуур,платок
495,Tuch::N,даавуу,платок
496,Handtuch::N,алчуур,полотенце
497,Kraft::N,чадал,сила
498,Kraft::N,хүч,сила
499,Stärke::N,эрч,крепость
500,Stärke::N,тэнхээ,крепость
501,Gesundheit::N,бие,здоровье
502,Gesundheit::N,эрүүл мэнд,здоровье
503,Krankheit::N,эмгэг,болезнь
504,Schmerz::N,өвчин,боль
505,Wunde::N,шарх,рана
506,Fieber::N,халуун,лихорадка
507,Fieber::N,халуун,температура
508,Arznei::N,эм,лекарство
509,Brücke::N,гүүр,мост
510,Brunnen::N,худаг,колодец
511,Weide::N,бэлчээр,пастбище
512,Pfad::N,жим,тропа
513,Pfad::N,зөрөг,тропа
514,Weg::N,зам,путь
515,Weg::N,зам,дорога
516,Weg::N,харгуй,путь
517,Weg::N,харгуй,дорога
518,Straße::N,зам,улица
519,Straße::N,зам,дорога
520,Straße::N,харгуй,улица
521,Straße::N,харгуй,дорога
522,Dorf::N,тосгон,деревня
523,Dorf::N,гацаа,деревня
524,Stadt::N,хот,город
525,Brief::N,захидал,письмо
526,Brief::N,захиа,письмо
527,Buch::N,ном,книга
528,Buch::N,бичиг,книга
529,Buchstabe::N,үсэг,буква
530,Zeitung::N,сонин,газета
531,Leben::N,амь,жизнь
532,Leben::N,амьдрал,жизнь
533,Tod::N,үхэл,смерть
534,Grab::N,булш,могила
535,Kirche::N,сүм,церковь
536,Sünde::N,нүгэл,грех
537,Sünde::N,хилэнц,грех
538,Gott::N,бурхан,бог
539,Arbeiter::N,ажилчин,рабочий
540,Arbeiter::N,хөдөлмөрчин,рабочий
541,Chef::N,дарга,начальник
542,Meister::N,дархан,мастер
543,Arzt::N,эмч,врач
544,Lehrer::N,багш,учитель
545,Geld::N,цаас,деньги
546,Geld::N,мөнгө,деньги
547,Geschäft::N,наймаа,занятие
548,Laden::N,дэлгүүр,магазин
549,Preis::N,үнэ,цена
550,Ware::N,таваар,товар
551,Ware::N,бараа,товар
552,Nutzen::N,ашиг,выгода
553,Reichtum::N,баялаг,богатство
554,Welt::N,дэлхий,мир
555,Welt::N,орчлон,мир
556,Land::N,улс,страна
557,Land::N,орон,страна
558,Staat::N,төр,государство
559,Staat::N,гүрэн,государство
560,König::N,ван,король
561,Macht::N,засаг,власть
562,Grenze::N,хил,граница
563,Krieg::N,дайн,война
564,Feind::N,дайсан,враг
565,Gewalt::N,хүчирхэх,насилие
566,Kampf::N,тэмцэл,борьба
567,Kampf::N,байлдаан,борьба
568,Bogen[Waffe]::N,нум,лук
569,Pfeil::N,годил,стрела
570,Pfeil::N,сум,стрела
571,Gewehr::N,буу,ружье
572,Fehler::N,эндэл,ошибка
573,Fehler::N,алдаа,ошибка
574,Lüge::N,худал,ложь
575,Schaden::N,хор,вред
576,Schaden::N,хөнөөл,вред
577,Unglück::N,гай,беда
578,Unglück::N,гамшиг,беда
579,Schuld::N,гэм,вина
580,Schuld::N,буруу,вина
581,Alter::N,нас,возраст
582,Schluss::N,эцэс,окончание
583,Schluss::N,төгсгөл,окончание
584,Zeit::N,цаг,время
585,Tag::N,өдөр,день
586,Morgen::N,өглөө,утро
587,Mittag::N,үд,полдень
588,Abend::N,үдэш,вечер
589,Nacht::N,шөнө,ночь
590,Woche::N,долоо хоног,неделя
591,Monat::N,сар,месяц
592,Jahr::N,жил,год
593,Frühling::N,хавар,весна
594,Sommer::N,зун,лето
595,Herbst::N,намар,осень
596,Winter::N,өвөл,зима
597,Januar::N,нэгдүгээр сар,январь
598,Februar::N,хоёрдугаар сар,февраль
599,März::N,гуравдугаар сар,март
600,April::N,дөрөвдүгээр сар,апрель
601,Mai::N,тавдугаар сар,май
602,Juni::N,зургаадугаар сар,июнь
603,Juli::N,долдугаар сар,июль
604,August::N,наймдугаар сар,август
605,September::N,есдүгээр сар,сентябрь
606,Oktober::N,аравдугаар сар,октябрь
607,November::N,арван нэгдүгээр сар,ноябрь
608,Dezember::N,арван хоёрдугаар сар,декабрь
609,Montag::N,даваа,понедельник
610,Dienstag::N,мягмар,вторник
611,Mittwoch::N,лхагва,среда
612,Donnerstag::N,пүрэв,четверг
613,Freitag::N,баасан,пятница
614,Samstag::N,бямба,суббота
615,Sonntag::N,ням,воскресенье
616,groß::A,их,большой
617,groß::A,том,большой
618,klein::A,бага,маленький
619,klein::A,жаахан,маленький
620,lang::A,урт,длинный
621,kurz::A,охор,короткий
622,kurz::A,богино,короткий
623,breit::A,өргөн,широкий
624,schmal::A,уйтан,узкий
625,schmal::A,нарийн,узкий
626,dicht::A,нягт,густой
627,dicht::A,чигжүү,густой
628,dick[Gegenstand]::A,зузаан,толстый
629,dünn::A,нимгэн,тонкий
630,fein::A,нарийн,тонкий
631,fest::A,бөх,крепкий
632,fest::A,хатуу,крепкий
633,flach::A,хавтгай,плоский
634,glatt::A,цагаан,гладкий
635,hart::A,хатуу,твердый
636,weich::A,зөөлөн,мягкий
637,rund::A,дугуй,круглый
638,rund::A,дугариг,круглый
639,spitz::A,шовх,остроконечный
640,spitz::A,шовгор,остроконечный
641,scharf::A,хурц,острый
642,scharf::A,иртэй,острый
643,stumpf::A,мохоо,тупой
644,schwer::A,хүнд,тяжелый
645,schön::A,гуа,красивый
646,schön::A,сайхан,красивый
647,heiß::A,халуун,жаркий
648,warm::A,дулаан,теплый
649,kalt::A,хүйтэн,холодный
650,kühl::A,сэрүүн,прохладный
651,frisch::A,эрүүл,свежий
652,frisch::A,жихүүн,свежий
653,feucht::A,чийгтэй,влажный
654,nass::A,нойтон,мокрый
655,trocken::A,хатсан,сухой
656,voll::A,дүүрэн,полный
657,voll::A,дүүрэн,наполненный
658,leer::A,хоосон,пустой
659,offen::A,онгорхой,открытый
660,geschlossen::A,битүү,закрытый
661,geschlossen::A,хаалтай,закрытый
662,sauber::A,цэвэр,чистый
663,sauber::A,хиргүй,чистый
664,schmutzig::A,бохир,грязный
665,schmutzig::A,хиртэй,грязный
666,roh::A,түүхий,сырой
667,reif::A,болсон,зрелый
668,lecker::A,амттай,вкусный
669,süß::A,амттай,сладкий
670,süß::A,чихэрлэг,сладкий
671,bitter::A,гашуун,горький
672,sauer::A,эсгэлэн,кислый
673,hell::A,гэгээн,светлый
674,hell::A,гэрэлтэй,светлый
675,dunkel::A,бараан,темный
676,dunkel::A,харанхуй,темный
677,schwarz::A,хар,черный
678,weiß::A,цагаан,белый
679,rot::A,улаан,красный
680,gelb::A,шар,желтый
681,blau::A,хөх,синий
682,blau::A,цэнхэр,синий
683,grün::A,ногоон,зеленый
684,grau::A,орог,серый
685,grau::A,саарал,серый
686,bunt::A,эрээн,пестрый
687,billig::A,хямд,дешевый
688,teuer::A,үнэтэй,дорогой
689,wertvoll::A,үнэт,ценный
690,blind::A,сохор,слепой
691,taub::A,чих хатуу,глухой
692,kräftig::A,чийрэг,могучий
693,stark::A,хүчтэй,сильный
694,stark::A,чадалтай,сильный
695,schwach::A,сул,слабый
696,fett::A,тарган,жирный
697,fett::A,голигор,жирный
698,schlank::A,голшиг,стройный
699,hübsch::A,сайхан,прелестный
700,hübsch::A,хөөрхөн,прелестный
701,böse::A,муу,злой
702,böse::A,хортой,злой
703,dumm::A,тэнэг,глупый
704,faul::A,залхуу,ленивый
705,fleißig::A,чармайлтгай,прилежный
706,geizig::A,харамч,жадный
707,klug::A,цэцэн,умный
708,geschickt::A,дүйтэй,искусный
709,lieb::A,хайрт,милый
710,lustig::A,цэнгэлтэй,веселый
711,sanft::A,наалинхай,нежный
712,hungrig::A,өлөн,голодный
713,hungrig::A,өлссөн,голодный
714,krank::A,өвчтэй,больной
715,nackt::A,нүцгэн,голый
716,traurig::A,гунигт,грустный
717,lebendig::A,амьд,живой
718,lebendig::A,амьтай,живой
719,gut::A,сайн,хороший
720,schlecht::A,муу,плохой
721,schlecht::A,өөдгүй,плохой
722,richtig::A,зөв,правильный
723,richtig::A,зүйтэй,правильный
724,schlimm::A,муухай,отвратительный
725,schlimm::A,муухай,мерзкий
726,wahr::A,үнэн,настоящий
727,wahr::A,жинхэнэ,настоящий
728,alt::A,хуучин,старый
729,neu::A,шинэ,новый
730,ehemalig::A,агсан,бывший
731,ehemalig::A,байсан,бывший
732,alt[Lebewesen]::A,өвгөн,пожилой
733,alt[Lebewesen]::A,хижээл,пожилой
734,jung::A,залуу,молодой
735,arm::A,ядуу,бедный
736,reich::A,баян,богатый
737,reich::A,баялаг,богатый
738,bekannt::A,танил,знакомый
739,berühmt::A,цуутай,знаменитый
740,berühmt::A,алдартай,знаменитый
741,fremd::A,харь,чужой
742,fremd::A,гадаад,чужой
743,verschieden::A,ондоо,разный
744,verschieden::A,янз янзын,разный
745,nah::A,ойрын,близкий
746,nah::A,дөтийн,близкий
747,fern::A,холын,далекий
748,linker::A,буруу,левый
749,rechter::A,баруун,правый
750,anderer::A,өөр,другой
751,anderer::A,нөгөө,другой
752,erster::A,нэгдэх,первый
753,erster::A,нэгдүгээр,первый
754,zweiter::A,хоёрдугаар,второй
755,dritter::A,гуравдугаар,третий
756,letzter::A,сүүлийн,последний
757,allein::ADV,ганцаараа,один
758,auf einmal::ADV,нэгмөсөн,сразу
759,zusammen::ADV,цуг,вместе
760,zusammen::ADV,хамт,вместе
761,lange::ADV,удаан,долго
762,plötzlich::ADV,гэнэт,вдруг
763,sofort::ADV,дороо,тотчас
764,später::ADV,дараа,позже
765,jetzt::ADV,өнөө,сейчас
766,heute::ADV,өнөө,сегодня
767,heute::ADV,өнөөдөр,сегодня
768,morgen::ADV,маргааш,завтра
769,morgen::ADV,маргаадар,завтра
770,bald::ADV,түргэн,скоро
771,bald::ADV,удахгүй,скоро
772,dann::ADV,хожим,потом
773,dann::ADV,тэгээд,потом
774,gestern::ADV,өчигдөр,вчера
775,einst::ADV,нэг,однажды
776,damals::ADV,тэгэхэд,тогда
777,danach::ADV,тэгээд,затем
778,danach::ADV,дараа нь,затем
779,vorher::ADV,урьд,раньше
780,zuerst::ADV,анх,сперва
781,zuerst::ADV,эхлээд,сперва
782,einmal::ADV,нэг удаа,раз
783,manchmal::ADV,хааяа,иногда
784,manchmal::ADV,заримдаа,иногда
785,oft::ADV,олонтоо,часто
786,immer::ADV,байнга,всегда
787,niemals::ADV,хэзээ ч,никогда
788,niemals::ADV,хэдийд ч,никогда
789,hier::ADV,энд,здесь
790,hierhin::ADV,нааш,сюда
791,von hier::ADV,эндээс,отсюда
792,dort::ADV,тэнд,там
793,dorthin::ADV,тийш,туда
794,geradeaus::ADV,шулуун,прямо
795,vorwärts::ADV,урагшаа,вперед
796,rückwärts::ADV,буцаан,назад
797,rückwärts::ADV,сөөргөө,назад
798,zurück::ADV,буцаж,обратно
799,zurück::ADV,гэдрэг,обратно
800,unten::ADV,дор,внизу
801,hinab::ADV,уруу,вниз
802,oben::ADV,дээр,наверху
803,hinauf::ADV,өөд,вверх
804,hinauf::ADV,дээш,вверх
805,überall::ADV,хааяагүй,везде
806,überall::ADV,энд тэндгүй,везде
807,nicht::ADV,эс,не
808,nicht::ADV,-гүй,не
809,ein wenig::ADV,жаахан,немного
