,Concept_ID,udm,lez
88,Frost::N,кезьыт,аяз
89,Kälte::N,кезьыт,мекь
90,Kälte::N,кезьыт,мекьивал
91,Hitze::N,пӧсь,зегьем
92,Raureif::N,гӧр,къирав
93,Regenbogen::N,вуюись,яргъируш
94,Donner::N,гудыри,цавун ван
95,Strömung::N,бызён,
96,Tropfen::N,шапык,стӏал
97,Schaum::N,шукы,каф
98,Schmutz::N,нӧд,чирк
99,Schmutz::N,нӧд,кьуруш
100,Schmutz::N,дэри,чирк
101,Schmutz::N,дэри,кьуруш
102,See::N,ты,вир
103,Sumpf::N,нюр,уьлен
104,Moor::N,нюр,
105,Wiese::N,возь,векь
106,Wiese::N,возьвыл,векь
107,Wald::N,сик,там
108,Wald::N,нюлэс,там
109,Hügel::N,выр,кӏунтӏ
110,Hügel::N,вырйыл,кӏунтӏ
111,Anhöhe::N,выр,тепе
112,Anhöhe::N,выр,гьуьндуьрвал
113,Anhöhe::N,вырйыл,тепе
114,Anhöhe::N,вырйыл,гьуьндуьрвал
115,Berg::N,гурезь,дагъ
116,Gipfel::N,йыл,кӏукӏ
117,Höhle::N,гу,кьветӏ
118,Abhang::N,бам,гуьне
119,Quelle::N,ошмес,чешме
120,Bach::N,пичи шур,булах
121,Fluss::N,шур,вацӏ
122,Ufer::N,ярдур,къерех
123,Küste::N,вудур,къерех
124,Festland::N,мувыр,кьурамат
125,Meer::N,зарезь,гьуьл
126,Bucht::N,вукож,бухта
127,Insel::N,вумуӵ,остров
128,Insel::N,шормуӵ,остров
129,Blume::N,сяська,цуьк
130,Gras::N,турын,хъач
131,Wurzel::N,выжы,дувул
132,Baum::N,пу,ттар
133,Stamm::N,модос,тан
134,Rinde::N,сул,чкал
135,Ast::N,ул,тӏур
136,Zweig::N,вай,хел
137,Blatt::N,куар,пеш
138,Birke::N,кызьпу,верх
139,Kiefer[Baum]::N,пужым,шамагъаж
140,Weide[Baum]::N,бадьпу,цӏвелин ттар
141,Tanne::N,кыз,ель
142,Horn::N,сюр,карч
143,Feder::N,тылы,цӏакул
144,Fell::N,ку,хам
145,Flügel::N,бурд,лув
146,Klaue::N,гижы,къармах
147,Kralle::N,пыд,пац
148,Kralle::N,пыд,тапас
149,Schwanz::N,быж,ттум
150,Ei::N,пуз,кака
151,Ei::N,кукей,кака
152,Nest::N,кар,муг
153,Nest::N,пузкар,муг
154,Bau::N,кар,тӏеквен
155,Bau::N,гу,тӏеквен
156,Tier::N,пӧйшур,гьайван
157,Herde::N,уллё,суьруь
158,Kuh::N,скал,ккал
159,Bulle::N,ош,яц
160,Bulle::N,ош,бугъа
161,Bulle::N,пороз,яц
162,Bulle::N,пороз,бугъа
163,Pferd::N,вал,балкӏан
164,Schaf::N,ыж,хеб
165,Schwein::N,парсь,вак
166,Hund::N,пуны,кицӏ
167,Katze::N,коӵыш,кац
168,Bär::N,гондыр,сев
169,Eichhörnchen::N,коньы,белка
170,Elch::N,койык,лось
171,Fuchs::N,ӟичы,сикӏ
172,Hase::N,кеч,къуьр
173,Maus::N,шыр,кьиф
174,Wolf::N,кион,жанавур
175,Vogel::N,тылобурдо,луван ничхир
176,Schwarm::N,уллё,луж
177,Huhn::N,курег,верч
178,Hahn::N,атас,кӏек
179,Gans::N,ӟазег,къаз
180,Adler::N,ӧрзи,лекь
181,Ente::N,ӵӧж,пӏатӏ
182,Eule::N,кучыран,тӏиб
183,Kranich::N,тури,дурна
184,Krähe::N,куака,къаргъа
185,Kuckuck::N,кикы,кукупӏ
186,Schwan::N,юсь,къугь
187,Fisch::N,чорыг,гъед
188,Barsch::N,юш,окунь
189,Hecht::N,чипей,щука
190,Schlange[Tier]::N,кый,илан
191,Schlange[Tier]::N,кый,гъуьлягъ
192,Wurm::N,нумыр,квак
193,Spinne::N,чонари,хуьшрекан
194,Ameise::N,кузьыли,цегв
195,Laus::N,тэй,нет
196,Mücke::N,нымы,ветӏ
197,Mücke::N,чибинь,ветӏ
198,Fliege::N,кут,тӏветӏ
199,Schmetterling::N,бубыли,чепелукь
200,Beere::N,узы-боры,куьлуь емиш
201,Apfel::N,яблок,ич
202,Pilz::N,губи,къарникъуз
203,Zwiebel::N,сугон,чичӏек
204,Saat::N,кидыс,тумар
205,Korn::N,тысь,твар
206,Heu::N,турын,векь
207,Heu::N,турын,векьер
208,Schale::N,кыд,пириш
209,Schale::N,кыд,хъуьруьш
210,Grube::N,гу,фур
211,Grube::N,гоп,фур
212,Falle::N,налик,ракьар
213,Schlinge::N,гиӟ,гьалкъа
214,Schlinge::N,герд,гьалкъа
215,Spur::N,пытьы,гел
216,Spur::N,бервыл,гел
217,Asche::N,пень,руьхъ
218,Dreck::N,дэри,чирк
219,Dreck::N,дэри,кьуруш
220,Eisen::N,корт,ракь
221,Gold::N,зарни,алтун
222,Silber::N,азвесь,гимиш
223,Kohle::N,эгыр,цӏивин
224,Glas::N,стекло,шуьше
225,Glas::N,пияла,шуьше
226,Lehm::N,сюй,ччеб
227,Sand::N,луо,къум
228,Mensch::N,мурт,инсан
229,Mensch::N,адями,инсан
230,Mann::N,воргорон,итим
231,Frau::N,кышномурт,паб
232,Frau::N,кышномурт,дишегьли
233,Kind::N,нуны,аял
234,Kind::N,пинал,аял
235,Junge::N,пи,гада
236,Mädchen::N,ныл,руш
237,Familie::N,семья,хзан
238,Familie::N,семья,килфет
239,Großvater::N,песятай,чӏехи буба
240,Großvater::N,пересь атай,чӏехи буба
241,Großmutter::N,песянай,чӏехи диде
242,Großmutter::N,пересь анай,чӏехи диде
243,Eltern::N,атай-анай,диде-буба
244,Eltern::N,бубы-мумы,диде-буба
245,Vater::N,айы,буба
246,Vater::N,атай,буба
247,Mutter::N,мумы,диде
248,Sohn::N,пи,хва
249,Tochter::N,ныл,руш
250,Bruder::N,агай,стха
251,Schwester::N,апа,вах
252,Schwester::N,сузэр,вах
253,Onkel::N,агай,ими
254,Onkel::N,агай,халу
255,Tante::N,апа,эме
256,Tante::N,апа,хала
257,Tante::N,кенак,эме
258,Tante::N,кенак,хала
259,Ehemann::N,карт,гъуьл
260,Ehefrau::N,кышно,паб
261,Freude::N,шумпотон,шадвал
262,Gelächter::N,горем,хъвер
263,Glück::N,шуд,бахт
264,Kummer::N,кайгу,дерт
265,Kummer::N,кайгу,хажалат
266,Kummer::N,куректон,дерт
267,Kummer::N,куректон,хажалат
268,Wunsch::N,мылпотон,мурад
269,Lust::N,потон,гьевес
270,Geist::N,лул,руьгь
271,Gedanke::N,малпан,фикир
272,Gedächtnis::N,йырсазь,
273,Gedächtnis::N,тодэваён,
274,Verstand::N,йырвизь,акьул
275,Sinn::N,смысл,мана
276,Grund::N,муг,себеб
277,Grund::N,ньӧм,себеб
278,Wahrheit::N,зэм,керчек
279,Wahrheit::N,зэм,гьакъикъат
280,Wahrheit::N,шонер,керчек
281,Wahrheit::N,шонер,гьакъикъат
282,Gespräch::N,вераськон,ихтилат
283,Märchen::N,выжыкыл,мах
284,Erzählung::N,верос,кьиса
285,Nachricht::N,ивор,хабар
286,Neuigkeit::N,выльивор,цӏийи хабар
287,Name::N,ним,тӏвар
288,Rätsel::N,мадькыл,мискӏал
289,Rede::N,верам,рахун
290,Sprache::N,кыл,чӏал
291,Stimme::N,куара,ван
292,Wort::N,кыл,гаф
293,Zeichen::N,пус,ишара
294,Zeichen::N,тодмет,ишара
295,Ruf::N,ӧтён,эвер
296,Ruf::N,чортон,эвер
297,Lärm::N,ӵашетон,ван-сес
298,Laut::N,куара,ван
299,Laut::N,куара,сес
300,Ton::N,куара,ван-сес
301,Lied::N,кырӟан,мани
302,Ruhe::N,чалмыт улон,ласвал
303,Ruhe::N,чалмыт улон,фаракъат
304,Ruhe::N,чалмыт улон,асайиш
305,Leute::N,адямиос,инсанар
306,Volk::N,калык,халкь
307,Arbeit::N,уж,кӏвалах
308,Gast::N,куно,мугьман
309,Geschenk::N,салам,савкьат
310,Geschenk::N,кузьым,савкьат
311,Spiel::N,шудон,къугъун
312,Gesellschaft::N,калык,жемят
313,Gesellschaft::N,калык,общество
314,Hilfe::N,юрттон,куьмек
315,Freund::N,эш,дуст
316,Freund::N,юлтош,дуст
317,Kamerad::N,тодмо,яр-дуст
318,Angelegenheit::N,уж,кар
319,Anzahl::N,лыд,сан
320,Anzahl::N,лыд,кьадар
321,Art::N,тус,жуьре
322,Stück::N,юдэс,кӏус
323,Teil::N,люкет,пай
324,Hälfte::N,ӝыны,зур
325,Hälfte::N,ӝыны,зур пай
326,Kreis::N,котырес,круг
327,Kreis::N,котырес,чкаяр
328,Kreis::N,котырес,элкъвей цӏар
329,Kreuz::N,крест,хаш
330,Linie::N,гож,цӏар
331,Strich::N,гож,цӏар
332,Abstand::N,вис,ара
333,Abstand::N,кусып,ара
334,Entfernung::N,кусып,мензил
335,Gegend::N,инты,чка
336,Platz::N,инты,ара
337,Ort::N,инты,чка
338,Ort::N,места,чка
339,Seite::N,пал,пад
340,Mitte::N,шор,юкь
341,Gegenstand::N,арбери,затӏ
342,Sache::N,котыр,шей
343,Sache::N,котыр,затӏ
344,Rand::N,дур,къерех
345,Rand::N,шаер,къерех
346,Kante::N,дур,син
347,Ecke::N,сэрег,пӏипӏ
348,Spitze::N,йыл,кӏвенкӏв
349,Ende::N,пум,кьил
350,Loch::N,пась,тӏеквен
351,Winkel::N,сэрег,пӏипӏ
352,Muster::N,пужы,гишир
353,Größe::N,быдӟала,кьадар
354,Länge::N,кузьдала,яргъивал
355,Höhe::N,ӝуждала,кьакьанвал
356,Gewicht::N,сектала,заланвал
357,Gewicht::N,секытлык,заланвал
358,Menge::N,лыд,кьадар
359,Menge::N,лыдпус,кьадар
360,Haufen::N,люк,хара
361,Reihe::N,чур,жерге
362,Boot::N,пыж,луьткве
363,Boot::N,лодка,луьткве
364,Ruder::N,полыс,кьусу
365,Schlitten::N,додьы,гъелерар
366,Ski::N,куас,
367,Lagerfeuer::N,тылскем,цӏай
368,Last::N,секыт,заланвал
369,Gang::N,ветлон,ериш
370,Schritt::N,вамыш,къадам
371,Norden::N,уйпал,кефер
372,Norden::N,уйпал,кефер пад
373,Süden::N,лымшор,кьибле
374,Westen::N,шунды пуксён,рагъакӏидай пад
375,Osten::N,шунды ӝужан,рагъэкъечӏдай пад
376,Holz::N,пу,кӏарас
377,Brett::N,пул,кьул
378,Brett::N,пул,тахта
379,Platte::N,плита,
380,Stütze::N,пыкет,даях
381,Stange::N,пуӵ,юрк
382,Stock::N,боды,лаш
383,Stab::N,пуӵ,юрк
384,Stab::N,боды,юрк
385,Rohr::N,труба,турба
386,Haus::N,юрт,ужагъ
387,Heim::N,корка,кӏвал
388,Ofen::N,гур,пич
389,Fußboden::N,выж,кӏвалин ччил
390,Tisch::N,ӝӧк,стол
391,Stuhl::N,пукон,стул
392,Wiege::N,кӧкы,кьеб
393,Wiege::N,зыбка,кьеб
394,Bett::N,валес,тахт
395,Regal::N,ӝажы,кьацӏ
396,Kiste::N,ящик,ящик
397,Fenster::N,укно,дакӏар
398,Fenster::N,косяк,дакӏар
399,Tür::N,ӧс,рак
400,Tor::N,ӟезьы,варар
401,Zaun::N,забор,пару
402,Dach::N,липет,къав
403,Leiter::N,падӟа,гурар
404,Besen::N,ӵужон,таран кул
405,Besen::N,исьнер,таран кул
406,Spaten::N,лопатка,ппер
407,Schaufel::N,ютырон,хекендаз
408,Gabel::N,тэчы,шиш
409,Gabel::N,вилка,шиш
410,Löffel::N,пуньы,тӏур
411,Messer::N,пурт,чукӏул
412,Nagel::N,кортӵог,мих
413,Netz::N,сеть,чил
414,Haken::N,курик,къармах
415,Griff::N,ныд,ттум
416,Schloss::N,тунгон,куьлег
417,Bild::N,суред,шикил
418,Bild::N,суред,суьрет
419,Figur::N,фигура,фигура
420,Puppe::N,мунё,нини
421,Beutel::N,пуйы,тагъар
422,Bündel::N,керттэт,галгам
423,Tasche::N,пуйы,чанта
424,Tasche::N,сумка,чанта
425,Eimer::N,ведра,ведре
426,Deckel::N,ӵоксэт,кьил
427,Deckel::N,ӵоксэт,къалпагъ
428,Geschirr::N,тусьты-пуньы,къаб-къажах
429,Sack::N,пуйы,чувал
430,Tasse::N,ӵаша,сукӏра
431,Topf::N,миска,къажгъан
432,Kessel::N,пурты,къажгъан
433,Essen::N,сиськон,тӏуьн
434,Nahrung::N,сион,тӏуьн
435,Speise::N,сиён,хуьрек
436,Fleisch::N,сӥль,як
437,Getreide::N,ю тысь,техил
438,Brei::N,ӝук,хапӏа
439,Brei::N,ӝук,хешил
440,Brot::N,нянь,фу
441,Scheibe::N,шорем,чӏук
442,Fett::N,кӧй,ягълу
443,Butter::N,вӧй,гъери
444,Öl::N,вӧй,ягълу
445,Salz::N,сылал,кьел
446,Suppe::N,шыд,суп
447,Suppe::N,шыд,шурпа
448,Honig::N,чечы,вирт
449,Milch::N,йӧл,нек
450,Tee::N,чай,чай
451,Leder::N,сурон,тумаж
452,Wolle::N,гон,йис
453,Wolle::N,ыжгон,йис
454,Stoff::N,куэм,парча
455,Nadel::N,вень,раб
456,Faden::N,сӥньыс,гъал
457,Knopf::N,бирды,дуьгме
458,Knoten::N,герд,тӏвал
459,Farbe::N,буёл,ранг
460,Kleidung::N,дӥсь,партал
461,Hemd::N,дэрем,перем
462,Kragen::N,сирес,хев
463,Ärmel::N,саес,хел
464,Hose::N,брюки,шалвар
465,Hose::N,штань,шалвар
466,Gürtel::N,кускерттон,чӏул
467,Mütze::N,ызьы,бармак
468,Mütze::N,ызьы,бапӏах
469,Schuh::N,ботинка,ботинка
470,Stiefel::N,сапег,чекме
471,Ring::N,зундэс,тупӏал
472,Band::N,лента,тасма
473,Kamm::N,сын,регъ
474,Spiegel::N,синучкон,гуьзгуь
475,Riemen::N,е,къайиш
476,Schnur::N,гозы,еб
477,Leine::N,думет,
478,Decke::N,шобрет,яргъан
479,Kissen::N,миндэр,хъуьцуьган
480,Tuch::N,кышет,шал
481,Handtuch::N,ӵушкон,дасмал
482,Kraft::N,кать,гуж
483,Kraft::N,ӟигар,гуж
484,Stärke::N,юнлык,къуват
485,Gesundheit::N,тазалык,сагъвал
486,Krankheit::N,висён,тӏал
487,Schmerz::N,висён,тӏал
488,Schmerz::N,висён,тӏарвал
489,Wunde::N,яра,хер
490,Fieber::N,кезег,ифин
491,Arznei::N,эмъюм,дарман
492,Brücke::N,выж,муьгъ
493,Brunnen::N,колдэч,къуй
494,Weide::N,возь,уьруьш
495,Pfad::N,сюрес,рехъ
496,Weg::N,сюрес,рехъ
497,Straße::N,сюрес,рехъ
498,Dorf::N,гурт,хуьр
499,Stadt::N,кар,шегьер
500,Stadt::N,город,шегьер
501,Brief::N,гожтэт,кагъаз
502,Buch::N,книга,улуб
503,Buchstabe::N,буква,гьарф
504,Zeitung::N,газет,газета
505,Leben::N,улон,уьмуьр
506,Tod::N,кулон,кьиникь
507,Grab::N,шайгу,сур
508,Kirche::N,черк,килиса
509,Sünde::N,сьӧлык,гунагь
510,Gott::N,ӥнмар,аллагь
511,Arbeiter::N,рабочий,фяле
512,Chef::N,начальник,гьаким
513,Meister::N,кибашлы,устӏар
514,Arzt::N,врач,доктор
515,Lehrer::N,дышетӥсь,муаллим
516,Geld::N,уксё,пул
517,Geld::N,коньдон,пул
518,Geschäft::N,уж,
519,Laden::N,магазин,магазин
520,Preis::N,дун,къимет
521,Ware::N,вуз,мал
522,Ware::N,вуз,товар
523,Nutzen::N,пайда,хийир
524,Nutzen::N,пайда,менфят
525,Reichtum::N,узырлык,девлет
526,Welt::N,дунне,дуьнья
527,Land::N,шаер,уьлкве
528,Staat::N,кун,пачагьлугъ
529,Staat::N,кун,государство
530,König::N,эксэй,пачагь
531,Macht::N,власть,власть
532,Grenze::N,кунгож,сергьят
533,Krieg::N,ож,дяве
534,Feind::N,тушмон,душман
535,Gewalt::N,эриктэман,гуж
536,Kampf::N,нюръяськон,женг
537,Bogen[Waffe]::N,пукыӵ,чӏемерук
538,Pfeil::N,пукыӵ вень,хьел
539,Gewehr::N,пыӵал,тфенг
540,Fehler::N,янгыш,гъалатӏ
541,Lüge::N,пӧян,ттаб
542,Lüge::N,алдан,ттаб
543,Lüge::N,ӧрекчан,ттаб
544,Schaden::N,изъян,зиян
545,Schaden::N,изъян,зарар
546,Unglück::N,куректон,бала
547,Unglück::N,куректон,бедбахтвал
548,Unglück::N,шудтэме усён,бала
549,Unglück::N,шудтэме усён,бедбахтвал
550,Schuld::N,янгыш,тахсир
551,Alter::N,арлыд,яш
552,Schluss::N,пум,эхир
553,Zeit::N,дыр,вяде
554,Tag::N,нунал,югъ
555,Morgen::N,ӵукна,пакама
556,Mittag::N,лымшор,нисин
557,Abend::N,ӝыт,няни
558,Abend::N,акшан,няни
559,Nacht::N,уй,йиф
560,Woche::N,арня,гьафте
561,Monat::N,толэзь,варз
562,Jahr::N,ар,йис
563,Frühling::N,тулыс,гатфар
564,Sommer::N,гужем,гад
565,Herbst::N,сӥзьыл,зул
566,Winter::N,тол,кьуьд
567,Januar::N,выльартолэзь,январь
568,Februar::N,тулыспал,февраль
569,März::N,южтолэзь,март
570,April::N,оштолэзь,апрель
571,Mai::N,куартолэзь,май
572,Juni::N,вожотолэзь,июнь
573,Juli::N,пӧсьтолэзь,июль
574,August::N,гудырикошкон,август
575,September::N,куарусён,сентябрь
576,Oktober::N,выльӝуктолэзь,октябрь
577,November::N,шуркынмон,ноябрь
578,Dezember::N,толсур,декабрь
579,Montag::N,вордӥськон,ислен
580,Dienstag::N,вторник,саласа
581,Mittwoch::N,вирнунал,арбе
582,Donnerstag::N,покчиарня,хемис югъ
583,Freitag::N,удмуртарня,жуьмя
584,Freitag::N,удмуртарня,жуьмя югъ
585,Samstag::N,кӧснунал,киш
586,Sonntag::N,арня,гьяд
587,groß::A,бадӟым,еке
588,groß::A,бадӟым,чӏехи
589,klein::A,пичи,гъвечӏи
590,lang::A,кузь,яргъи
591,kurz::A,вакчи,куьруь
592,breit::A,паськыт,гьяркьуь
593,schmal::A,сюлэг,гуьтӏуь
594,dicht::A,ӵем,къалин
595,dick[Gegenstand]::A,зӧк,
596,dünn::A,векчи,кьелечӏ
597,fein::A,векчи,шуькӏуь
598,fest::A,юн,кӏеви
599,fest::A,чурыт,кӏеви
600,flach::A,ӵошкыт,кьулу
601,glatt::A,гылыт,цӏалцӏам
602,glatt::A,вольыт,цӏалцӏам
603,hart::A,чурыт,кӏеви
604,weich::A,небыт,хъуьтуьл
605,rund::A,котырес,элкъвей
606,spitz::A,йылсо,хци
607,scharf::A,лэчыт,хци
608,stumpf::A,ныж,къуьруь
609,schwer::A,секыт,залан
610,schön::A,чебер,иер
611,heiß::A,пӧсь,кудай
612,warm::A,шуныт,чими
613,kalt::A,кезьыт,мекьи
614,kühl::A,юзмыт,къайи
615,kühl::A,салкым,къайи
616,frisch::A,выль,таза
617,frisch::A,выль,михьи
618,feucht::A,мускыт,ламу
619,nass::A,котмем,кьежей
620,trocken::A,кӧс,кьуру
621,voll::A,тыр,ацӏай
622,leer::A,буш,буш
623,leer::A,буш,ичӏи
624,leer::A,тырттэм,буш
625,leer::A,тырттэм,ичӏи
626,offen::A,усьтэм,ахъа
627,geschlossen::A,ӵогам,кӏеви
628,geschlossen::A,пунням,кӏеви
629,sauber::A,ӝикыт,михьи
630,sauber::A,чылкыт,михьи
631,schmutzig::A,нӧд,чиркин
632,schmutzig::A,нӧд,кьацӏай
633,roh::A,ыль,чиг
634,roh::A,ыль,ицӏи
635,reif::A,вуэм,дигмиш хьайи
636,lecker::A,ческыт,дадлу
637,süß::A,ческыт,ширин
638,bitter::A,курыт,туькьуьл
639,sauer::A,чырс,цуру
640,hell::A,югыт,экуь
641,dunkel::A,пеймыт,мичӏи
642,schwarz::A,сьӧд,чӏулав
643,weiß::A,тӧдьы,лацу
644,rot::A,горд,яру
645,gelb::A,ӵуж,хъипи
646,blau::A,лыз,вили
647,grün::A,вож,къацу
648,grau::A,пурысь,рехи
649,bunt::A,куӵо,цӏару
650,bunt::A,куӵо,яру-цӏару
651,billig::A,дунтэм,ужуз
652,teuer::A,дуно,багьа
653,wertvoll::A,дуно,масан
654,blind::A,сукыр,буьркьуь
655,blind::A,синтэм,буьркьуь
656,taub::A,пельтэм,биши
657,kräftig::A,кужмо,гужлу
658,stark::A,юн,къуватлу
659,stark::A,кужмо,къуватлу
660,schwach::A,ляб,такьатсуз
661,schwach::A,начар,такьатсуз
662,fett::A,кӧй,куьк
663,schlank::A,веськыт,шумал
664,schlank::A,веськрес,шумал
665,hübsch::A,чебер,гуьрчег
666,hübsch::A,синмаськымон,гуьрчег
667,böse::A,лек,пис
668,dumm::A,шузи,ахмакь
669,dumm::A,визьтэм,ахмакь
670,faul::A,азьтэм,тенпел
671,fleißig::A,сюлмо,сяй ийидай
672,fleißig::A,сюлмо,сяйи ийидай
673,geizig::A,сук,мискьи
674,klug::A,визьмо,акьуллу
675,geschickt::A,усто,магьир
676,geschickt::A,быгатӥсь,магьир
677,lieb::A,мусо,играми
678,lustig::A,шулдыр,шад
679,sanft::A,мусо,назик
680,sanft::A,мусо,милайим
681,sanft::A,эрке,назик
682,sanft::A,эрке,милайим
683,hungrig::A,сютэм,гишин
684,krank::A,висись,кефсуз
685,nackt::A,гольык,кьецӏил
686,traurig::A,мӧзмыт,пашман
687,lebendig::A,улэп,ччан алай
688,gut::A,ӟеч,хъсан
689,gut::A,ӟеч,вижевай
690,gut::A,умой,хъсан
691,gut::A,умой,вижевай
692,schlecht::A,урод,пис
693,schlecht::A,алама,пис
694,richtig::A,шонер,дуьз
695,schlimm::A,алама,нифретлу
696,wahr::A,зэмос,гьакъикъи
697,alt::A,вуж,эски
698,alt::A,вуж,куьгьне
699,neu::A,выль,цӏийи
700,ehemalig::A,азьвылэз,виликан
701,alt[Lebewesen]::A,пересь,кьуьзуь
702,jung::A,егит,жегьил
703,jung::A,пинал,жегьил
704,arm::A,начар,кесиб
705,arm::A,куанер,кесиб
706,reich::A,узыр,девлетлу
707,bekannt::A,тодмо,чидай
708,berühmt::A,дано,машгьур
709,fremd::A,ят,ччара
710,verschieden::A,пӧртэм,жуьреба-жуьре
711,nah::A,матысь,мукьвал
712,fern::A,кыдёкысь,яргъал
713,linker::A,паллян,чапла
714,rechter::A,бур,эрчӏи
715,rechter::A,бурпал,эрчӏи
716,anderer::A,мукет,маса
717,anderer::A,мукет,муькуь
718,erster::A,нырысетӥез,сад лагьай
719,zweiter::A,кыктэтӥез,кьвед лагьай
720,dritter::A,кунньметӥез,пуд лагьай
721,letzter::A,берло,эхиримжи
722,letzter::A,берпум,эхиримжи
723,allein::ADV,огназ,кьилди
724,auf einmal::ADV,огдыре,
725,zusammen::ADV,ӵош,санал
726,zusammen::ADV,валче,санал
727,lange::ADV,кема,яргъалди
728,plötzlich::ADV,мапламтэ шорысь,садлагьана
729,sofort::ADV,али ик,гьасятда
730,später::ADV,бергес,гуьгъуьнлай
731,später::ADV,берлогес,гуьгъуьнлай
732,jetzt::ADV,али,гила
733,jetzt::ADV,табере,гила
734,heute::ADV,туннэ,къе
735,morgen::ADV,ӵуказе,пака
736,bald::ADV,ӝоген,мукьва
737,bald::ADV,ӝоген,мукьвара
738,dann::ADV,берло,ахпа
739,gestern::ADV,толон,накь
740,einst::ADV,огпол,садра
741,einst::ADV,одӥг пол,садра
742,damals::ADV,соку,а чӏавуз
743,danach::ADV,собере,ахпа
744,vorher::ADV,азьло,вилик
745,vorher::ADV,азьвыл,вилик
746,zuerst::ADV,азьло,сифте
747,einmal::ADV,огпол,садра
748,manchmal::ADV,куддыръя,гагь-гагь
749,oft::ADV,ӵем,гзаф вахтара
750,immer::ADV,пыр,гьамиша
751,immer::ADV,котьку,гьамиша
752,niemals::ADV,уз ноку,са чӏавузни
753,niemals::ADV,уз ноку,са вахтундани
754,hier::ADV,татын,ина
755,hierhin::ADV,татчы,иниз
756,von hier::ADV,татысь,инай
757,dort::ADV,отӥ,ана
758,dort::ADV,отын,ана
759,dorthin::ADV,отчы,аниз
760,geradeaus::ADV,меӵак,дуьз
761,vorwärts::ADV,азьлань,вилик
762,vorwärts::ADV,азьлань,виликди
763,rückwärts::ADV,берлань,кьулухъ
764,zurück::ADV,берен,
765,zurück::ADV,берлань,
766,unten::ADV,улын,агъада
767,hinab::ADV,улэ,агъуз
768,oben::ADV,вылын,винел
769,oben::ADV,вылӥын,винел
770,hinauf::ADV,вылэ,виниз
771,hinauf::ADV,вылӥе,виниз
772,hinauf::ADV,выллань,виниз
773,überall::ADV,котькытын,вирина
774,überall::ADV,пасьтана,вирина
775,nicht::ADV,уз,ваъ
776,ein wenig::ADV,ичи,са тӏимил
777,ein wenig::ADV,ӧжыт,са тӏимил
