,Concept_ID,ar,uz
782,untergehen[Sonne]::V,غرب,botmoq
783,scheinen[Sonne]::V,أضاء,yaraqlamoq
784,donnern::V,رعد,gulduramoq
785,wehen::V,هب,elpimoq
786,strömen::V,جرى,oqmoq
787,fließen::V,سال,oqmoq
788,sich drehen::V,دار,aylanmoq
789,schwanken::V,ترنح,qoqilmoq
790,schwingen::V,ترجح,lopillamoq
791,fallen::V,سقط,tushmoq
792,brennen::V,احترق,yonmoq
793,rauchen::V,دخن,tutamoq
794,regnen::V,أمطر,yomg'ir yog'moq
795,gefrieren::V,تجمد,muzlamoq
796,tauen::V,ذاب,ärimoq
797,schmelzen::V,ذاب,ärimoq
798,trocknen::V,نشف,qurimoq
799,sieden::V,غلى,qaynamoq
800,faulen::V,فسد,chirimoq
801,verfaulen::V,تعفن,chirimoq
802,reißen::V,انقطع,qayt qilmoq
803,versinken::V,غرق,g'arq bo'lmoq
804,vergehen::V,مضى,o'tmoq
805,erscheinen::V,لاح,zuhur ätmoq
806,erscheinen::V,ظهر,zuhur ätmoq
807,verschwinden::V,غاب,yo'qolmoq
808,sinken::V,هبط,pasaymoq
809,abnehmen::V,نقص,kamaymoq
810,zunehmen::V,ازداد,urchimoq
811,steigen::V,صعد,oshmoq
812,steigen::V,ارتفع,oshmoq
813,wachsen::V,نما,o'smoq
814,wachsen::V,نبت,o'smoq
815,glänzen::V,لمع,porlamoq
816,funkeln::V,تلألأ,yalt ätmoq
817,lärmen::V,ضج,taraq ätmoq
818,lärmen::V,صخب,taraq ätmoq
819,läuten::V,قرع,jiringlamoq
820,klingeln::V,دق,jiringlamoq
821,klirren::V,قعقع,sharaqlamoq
822,brausen::V,عج,vag'illamoq
823,rauschen::V,حف,shitirlamoq
824,klingen::V,رن,yangramoq
825,bellen::V,نبح,hurmoq
826,heulen::V,عوى,uvlamoq
827,blasen::V,نفخ,puflamoq
828,pfeifen::V,صفر,xushtak chalmoq 
829,schreien::V,صرخ,qiyqirmoq
830,stöhnen::V,أن,nola qilmoq
831,zittern::V,ارتعش,titramoq
832,leben::V,عاش,yashamoq
833,geboren werden::V,ولد,tug'ilmoq
834,atmen::V,تنفس,nafas chiqarmoq
835,trinken::V,شرب,ichmoq
836,essen::V,أكل,emoq
837,schlucken::V,جرع,yutmoq
838,müde werden::V,تعب,horimoq
839,einschlafen::V,نام,uxlab qolmoq
840,schlafen::V,نام,uxlamoq
841,aufwachen::V,استيقظ,uyg'onmoq
842,aufstehen::V,قام,qo'pmoq
843,sich erholen::V,استجم,dam olmoq
844,krank werden::V,مرض,kasallanmoq
845,krank sein::V,مرض,betob yotmoq
846,schmerzen::V,آلم,og'rimoq
847,husten::V,كح,yo'talmoq
848,husten::V,سعل,yo'talmoq
849,genesen::V,نقه,tuzalmoq
850,sterben::V,مات,o'lmoq
851,umkommen::V,هلك,halok bo'lmoq
852,sich bewegen::V,تحرك,harakat qilmoq
853,sich rühren::V,تحرك,qimirlamoq
854,sich erheben::V,قام,qo'pmoq
855,sich setzen::V,جلس,o'tirmoq
856,hinfallen::V,وقع,yiqilmoq
857,laufen::V,مشى,yurmoq
858,schreiten::V,خطا,yurmoq
859,spazierengehen::V,تنزه,sayr ätmoq
860,eilen::V,عجل,tezlamoq
861,sich beeilen::V,استعجل,shoshmoq
862,sausen::V,أسرع,chopqillamoq
863,rennen::V,عدا,yugurmoq
864,rennen::V,ركض,yugurmoq
865,springen::V,قفز,sakramoq
866,klettern::V,تسلق,yuqorilamoq
867,schaukeln::V,تأرجح,irg'amoq
868,kriechen::V,دب,ämaklamoq
869,kriechen::V,زحف,ämaklamoq
870,schwimmen::V,سبح,suzmoq
871,tauchen::V,غطس,chu'mmoq
872,rudern::V,جذف,eshkak eshmoq
873,fahren::V,ركب,haydamoq
874,fahren::V,سافر,haydamoq
875,fliegen::V,طار,uchmoq
876,gehen::V,سار,bormoq
877,gehen::V,ذهب,bormoq
878,weggehen::V,ذهب,ketoq
879,weggehen::V,انصرف,ketoq
880,abfahren::V,رحل,jo'namoq
881,anhalten::V,توقف,to'xtamoq
882,hineingehen::V,دخل,kirmoq
883,eintreten::V,دخل,kirmoq
884,kommen::V,أتى,kelmoq
885,kommen::V,جاء,kelmoq
886,ankommen::V,وصل,etib kelmoq
887,zurückkommen::V,عاد,qaytib kelmoq
888,zurückkommen::V,رجع,qaytib kelmoq
889,bleiben::V,مكث,qolmoq
890,warten::V,انتظر,poylamoq
891,erwarten::V,ترقب,kutmoq
892,erwarten::V,انتظر,kutmoq
893,suchen::V,بحث,izlamoq
894,finden::V,وجد,topmoq
895,versuchen::V,حاول,chalishmoq
896,vorbereiten::V,أعد,hozirlamoq
897,vorbereiten::V,حضر,hozirlamoq
898,lieben::V,أحب,sevmoq
899,mögen::V,أحب,ardoqlamoq
900,lachen::V,ضحك,kulmoq
901,rühren::V,أثر,ta'sirlantirmoq
902,weinen::V,بكى,yig'lamoq
903,schimpfen::V,سب,koyinmoq
904,schimpfen::V,شتم,koyinmoq
905,sich ärgern::V,زعل,g'azab qilmoq
906,sich fürchten::V,هاب,hurkmoq
907,fürchten::V,خاف,qo'rqmoq
908,fürchten::V,خشي,qo'rqmoq
909,fliehen::V,هرب,qochmoq
910,flüchten::V,فر,qochmoq
911,sehen::V,رأى,ko'rmoq
912,anschauen::V,نظر,razm solmoq
913,ansehen::V,نظر,razm qilmoq
914,hören::V,سمع,äshitmoq
915,zuhören::V,أصغى,tinglamoq
916,probieren::V,ذاق,tatib ko'rmoq
917,riechen::V,شم,iskamoq
918,riechen::V,استنشق,iskamoq
919,fühlen::V,شعر,sezmoq
920,scheinen::V,ظهر,tuyilmoq
921,zu sehen sein::V,ظهر,ko'rinmoq
922,vernehmen::V,سمع,äshitmoq
923,frieren::V,بردان,sovuq qotmoq
924,tun::V,فعل,ätmoq
925,können::V,قدر,-a olmoq
926,können::V,قدر,-y olmoq
927,können::V,استطاع,-a olmoq
928,können::V,استطاع,-y olmoq
929,wollen::V,شاء,istamoq
930,wollen::V,أراد,istamoq
931,anfangen::V,بدأ,boshlamoq
932,beenden::V,أنهى,bitirmoq
933,aufhören::V,توقف,tinmoq
934,aufhören::V,انقطع,tinmoq
935,gelingen::V,نجح,muvaffaqiyat qozonmoq
936,geraten::V,طلع,bo'lmoq
937,öffnen::V,فتح,ochmoq
938,schließen::V,أغلق,yopmoq
939,stellen::V,وضع,qo'ymoq
940,stellen::V,أقام,qo'ymoq
941,setzen::V,أجلس,o'tqazmoq
942,legen::V,وضع,yotqizmoq
943,berühren::V,مس,tegmoq
944,berühren::V,لمس,tegmoq
945,verbinden::V,ربط,ulamoq
946,verbinden::V,وصل,ulamoq
947,bedecken::V,غطى,bekitmoq
948,aufhängen::V,علق,ildirmoq
949,anzünden::V,أوقد,yondirmoq
950,aufheben::V,لقط,ko'tarmoq
951,zurücklassen::V,ترك,ayrilmoq
952,verlieren::V,فقد,yo'qotmoq
953,fallen lassen::V,أسقط,tushirmoq
954,machen::V,فعل,qilmoq
955,herstellen::V,صنع,chiqarmoq
956,herstellen::V,أنتج,chiqarmoq
957,bauen::V,بنى,solmoq
958,bauen::V,شيد,solmoq
959,reparieren::V,صلح,tuzatmoq
960,verbessern::V,صحح,isloh qilmoq
961,ändern::V,غير,o'zgartirmoq
962,graben::V,حفر,qazimoq
963,beugen::V,ثنى,bukmoq
964,beugen::V,أحنى,bukmoq
965,biegen::V,لوى,bukmoq
966,drehen::V,أدار,aylantirmoq
967,drehen::V,دور,aylantirmoq
968,wenden::V,قلب,burmoq
969,umdrehen::V,قلب,ag'darmoq
970,heben::V,رفع,yuksaltirmoq
971,hochheben::V,رفع,ko'tarmoq
972,ergreifen::V,مسك,tutamlamoq
973,halten::V,مسك,tutmoq
974,drücken::V,ضغط,bosmoq
975,schieben::V,حرك,surmoq
976,kratzen::V,خدش,qashimoq
977,lecken::V,لعق,mijimoq
978,beißen::V,عض,tishlamoq
979,abreißen::V,قلع,emirmoq
980,abschneiden::V,قطع,cho'rt kesmoq
981,binden::V,ربط,bog'lamoq
982,stecken::V,دس,suqmoq
983,brechen::V,كسر,sindirmoq
984,klopfen::V,طرق,dukurlamoq
985,hauen::V,ضرب,urmoq
986,kleben::V,ألصق,yopishtirmoq
987,reiben::V,حك,surkamoq
988,streichen::V,نشر,surkamoq
989,schleifen::V,سن,qayramoq
990,schneiden::V,قطع,kesmoq
991,rütteln::V,رج,chayqamoq
992,schütteln::V,هز,chayqamoq
993,schwenken::V,لوح,chayqatmoq
994,schütten::V,صب,quymoq
995,füllen::V,ملأ,to'ldirmoq
996,einwickeln::V,لف,chulg'amoq
997,tragen::V,حمل,tashimoq
998,schleppen::V,سحب,sudramoq
999,ziehen::V,سحب,tortmoq
1000,aufbewahren::V,حفظ,tutmoq
1001,werfen::V,رمى,tashlamoq
1002,werfen::V,ألقى,tashlamoq
1003,fangen::V,التقط,tutmoq
1004,packen::V,مسك,opqochmoq
1005,verstecken::V,خبأ,yashirmoq
1006,teilen::V,قسم,bo'lmoq
1007,schicken::V,بعث,yubormoq
1008,schicken::V,أرسل,yubormoq
1009,bringen::V,جلب,keltirmoq
1010,hinzufügen::V,أضاف,tirkamoq
1011,bekommen::V,حصل,olmoq
1012,erhalten::V,استلم,olmoq
1013,nehmen::V,أخذ,olmoq
1014,wählen::V,اختار,saylamoq
1015,auswählen::V,انتقى,saylamoq
1016,bewahren::V,حافظ,saqlamoq
1017,behindern::V,عاق,xalal bermoq
1018,verderben::V,أفسد,xazon qilmoq
1019,beschädigen::V,أضر,buzmoq
1020,zerbrechen::V,كسر,sindirmoq
1021,zerreißen::V,مزق,yirtmoq
1022,zerstören::V,دمر,vayron qilmoq
1023,verbrennen::V,حرق,kuydirmoq
1024,geben::V,أعطى,bermoq
1025,reichen::V,ناول,bermoq
1026,schenken::V,وهب,sovg'a qilmoq
1027,versprechen::V,وعد,va'da bermoq
1028,wünschen::V,تمنى,orziqmoq
1029,loben::V,مدح,maqtamoq
1030,küssen::V,قبل,o'pmoq
1031,wiegen::V,هدهد,tebratmoq
1032,zudecken::V,غطى,yopmoq
1033,wecken::V,أيقظ,uyg'otmoq
1034,zeigen::V,أرى,ko'rsatmoq
1035,führen::V,دل,boshlik bo'lmoq
1036,lehren::V,علم,o'rgatmoq
1037,unterrichten::V,علم,dars bermoq
1038,aufziehen::V,ربى,o'stirmoq
1039,leiten::V,دل,boshqarmoq
1040,leiten::V,أدار,boshqarmoq
1041,antreiben::V,حث,shoshiltirmoq
1042,lassen::V,حدا,ruxsat bermoq
1043,einladen::V,دعا,taklif kilmoq
1044,vereinigen::V,وحد,qo'shmoq
1045,besuchen::V,زار,mehmonga bormoq
1046,treffen::V,قابل,duchor bo'lmoq
1047,sich versammeln::V,اجتمع,to'planmoq
1048,spielen::V,لعب,o'ynamoq
1049,singen::V,غنى,yalla qilmoq
1050,tanzen::V,رقص,raqs qilmoq
1051,sich trennen::V,افترق,yakkalanmoq
1052,verlassen::V,ترك,qoldirmoq
1053,retten::V,نجى,qutqazmoq
1054,retten::V,أنقذ,qutqazmoq
1055,bewachen::V,حرس,qo'rimoq
1056,schützen::V,حمى,yoniga olmoq
1057,verteidigen::V,دافع,yoqlamoq
1058,sich schlagen::V,تضارب,yoqalashmoq
1059,schießen::V,أطلق,otmoq
1060,siegen::V,انتصر,engmoq
1061,ärgern::V,أزعل,jahl chiqarmoq
1062,schlagen::V,ضرب,urmoq
1063,treten::V,رفس,tepmoq
1064,stechen::V,شك,qadamoq
1065,stoßen::V,دفع,turtmoq
1066,stehlen::V,سرق,o'g'rilamoq
1067,stören::V,ضايق,tebratmoq
1068,belästigen::V,أزعج,g'ashini keltirmoq
1069,verbergen::V,كتم,berkitmoq
1070,täuschen::V,خدع,aldamoq
1071,betrügen::V,غش,tirriq qilmoq
1072,töten::V,قتل,o'ldirmoq
1073,wohnen::V,سكن,istiqomat qilmoq
1074,arbeiten::V,عمل,ishlamoq
1075,arbeiten::V,اشتغل,ishlamoq
1076,sammeln::V,جمع,yig'moq
1077,pflücken::V,جنى,termoq
1078,pflücken::V,قطف,termoq
1079,jagen::V,صاد,ov qilmoq
1080,fischen::V,اصطاد,baliq ovlamoq
1081,fassen::V,قبض,ilinmoq
1082,hüten::V,رعى,boqtirmoq
1083,treiben::V,ساق,haydamoq
1084,anbinden::V,ربط,bog'lamoq
1085,füttern::V,علف,edirmoq
1086,melken::V,حلب,sog'moq
1087,hacken::V,فرم,chopmoq
1088,gießen::V,سقى,oqizmoq
1089,reifen::V,نضج,qizarmoq
1090,zubereiten::V,حضر,pishirmoq
1091,kochen::V,طبخ,qaynatmoq
1092,backen::V,خبز,yopmoq
1093,braten::V,قلى,qovurmoq
1094,braten::V,حمر,qovurmoq
1095,umrühren::V,قلب,atalamoq
1096,stricken::V,حاك,to'qimoq
1097,nähen::V,خاط,tikmoq
1098,färben::V,صبغ,bo'yoqlamoq
1099,färben::V,لون,bo'yoqlamoq
1100,reinigen::V,نظف,tozalamoq
1101,waschen::V,غسل,yuvmoq
1102,abwischen::V,مسح,surkamoq
1103,spülen::V,شطف,chaymoq
1104,fegen::V,كنس,cho'tkalamoq
1105,kehren::V,كنس,supurmoq
1106,baden::V,استحم,cho'milmoq
1107,sich waschen::V,اغتسل,yuvinmoq
1108,ausziehen::V,خلع,echintirmoq
1109,anziehen::V,لبس,kiymoq
1110,sich anziehen::V,اكتسى,kiyinmoq
1111,kämmen::V,مشط,taramoq
1112,schmücken::V,زين,yasatmoq
1113,sagen::V,قال,aytmoq
1114,sprechen::V,تكلم,so'zlamoq
1115,reden::V,تكلم,gapirmoq
1116,sich unterhalten::V,تحادث,suhbatlashmoq
1117,fragen::V,سأل,so'ramoq
1118,bitten::V,رجا,iltimos qilmoq
1119,erzählen::V,حكي,aytib bermoq
1120,mitteilen::V,بلغ,bildirmoq
1121,nennen::V,سمى,atamoq
1122,rufen::V,نادى,chaqirmoq
1123,prahlen::V,فشر,gerdaymoq
1124,prahlen::V,تفاخر,gerdaymoq
1125,übersetzen::V,ترجم,tarjima qilmoq
1126,denken::V,فكر,o'ylamoq
1127,glauben::V,اعتقد,ishonmoq
1128,bemerken::V,لاحظ,payqamoq
1129,erkennen::V,عرف,tanimoq
1130,begreifen::V,فهم,tushunmoq
1131,begreifen::V,أدرك,tushunmoq
1132,verstehen::V,فهم,anglamoq
1133,lernen::V,درس,o'qimoq
1134,wissen::V,علم,bilmoq
1135,sich erinnern an::V,تذكر,äsni tanimoq
1136,vergessen::V,نسي,unutmoq
1137,messen::V,قاس,o'lchamoq
1138,zählen::V,عد,raqamlamoq
1139,zählen::V,أحصى,raqamlamoq
1140,rechnen::V,حسب,cho'tlamoq
1141,lesen::V,قرأ,o'qimoq
1142,malen::V,صور,rasm solmoq
1143,zeichnen::V,رسم,chizmoq
1144,schreiben::V,كتب,yozmoq
1145,besitzen::V,حاز,ägalamoq
1146,besitzen::V,ملك,ägalamoq
1147,kaufen::V,اشترى,olmoq
1148,verkaufen::V,باع,sotmoq
1149,bezahlen::V,دفع,to'lamoq
1150,zahlen::V,سدد,to'lamoq
1151,beherrschen::V,حكم,ägalamoq
1152,ertragen::V,أطاق,chidamoq
1153,ertragen::V,تحمل,chidamoq
