,Concept_ID,mn,udm
437,Haus::N,байшин,юрт
438,Heim::N,гэр,корка
439,Ofen::N,зуух,гур
440,Ofen::N,пийшин,гур
441,Fußboden::N,шал,выж
442,Tisch::N,ширээ,ӝӧк
443,Stuhl::N,сандал,пукон
444,Wiege::N,өлгий,кӧкы
445,Wiege::N,өлгий,зыбка
446,Bett::N,ор,валес
447,Regal::N,тавиур,ӝажы
448,Kiste::N,авдар,ящик
449,Kiste::N,хайрцаг,ящик
450,Fenster::N,гэгээвч,укно
451,Fenster::N,гэгээвч,косяк
452,Tür::N,үүд,ӧс
453,Tür::N,хаалга,ӧс
454,Tor::N,хаалга,ӟезьы
455,Zaun::N,хашаа,забор
456,Dach::N,дээвэр,липет
457,Leiter::N,шат,падӟа
458,Besen::N,хамуур,ӵужон
459,Besen::N,хамуур,исьнер
460,Besen::N,туужуу,ӵужон
461,Besen::N,туужуу,исьнер
462,Spaten::N,хүрз,лопатка
463,Schaufel::N,хүрз,ютырон
464,Gabel::N,сэрээ,тэчы
465,Gabel::N,сэрээ,вилка
466,Löffel::N,халбага,пуньы
467,Messer::N,хутга,пурт
468,Nagel::N,хадаас,кортӵог
469,Netz::N,өөш,сеть
470,Netz::N,тор,сеть
471,Haken::N,гох,курик
472,Griff::N,иш,ныд
473,Griff::N,сэнж,ныд
474,Schloss::N,цуурга,тунгон
475,Schloss::N,цоож,тунгон
476,Bild::N,зураг,суред
477,Figur::N,баримал,фигура
478,Puppe::N,хүүхэлдэй,мунё
479,Beutel::N,агсаа,пуйы
480,Beutel::N,уут,пуйы
481,Bündel::N,боодол,керттэт
482,Tasche::N,цүнх,пуйы
483,Tasche::N,цүнх,сумка
484,Eimer::N,хөнөг,ведра
485,Eimer::N,хувин,ведра
486,Deckel::N,таг,ӵоксэт
487,Deckel::N,хавхаг,ӵоксэт
488,Geschirr::N,сав суулга,тусьты-пуньы
489,Sack::N,шуудай,пуйы
490,Tasse::N,аяга,ӵаша
491,Topf::N,тогоо,миска
492,Kessel::N,тогоо,пурты
493,Essen::N,идээ,сиськон
494,Nahrung::N,хүнс,сион
495,Speise::N,идээ,сиён
496,Fleisch::N,мах,сӥль
497,Getreide::N,будаа,ю тысь
498,Brei::N,богшмол,ӝук
499,Brei::N,будаа,ӝук
500,Brot::N,талх,нянь
501,Scheibe::N,зүсэм,шорем
502,Scheibe::N,хэрчим,шорем
503,Fett::N,өөх,кӧй
504,Butter::N,тос,вӧй
505,Öl::N,тос,вӧй
506,Salz::N,давс,сылал
507,Suppe::N,шөл,шыд
508,Honig::N,бал,чечы
509,Milch::N,сүү,йӧл
510,Tee::N,цай,чай
511,Leder::N,арьс,сурон
512,Leder::N,савхи,сурон
513,Wolle::N,ноос,гон
514,Wolle::N,ноос,ыжгон
515,Wolle::N,унгас,гон
516,Wolle::N,унгас,ыжгон
517,Stoff::N,бөс,куэм
518,Nadel::N,зүү,вень
519,Faden::N,боолт,сӥньыс
520,Faden::N,утас,сӥньыс
521,Knopf::N,товч,бирды
522,Knoten::N,зангилаа,герд
523,Farbe::N,будаг,буёл
524,Kleidung::N,хувцас,дӥсь
525,Hemd::N,цамц,дэрем
526,Kragen::N,зах заам,сирес
527,Ärmel::N,ханцуй,саес
528,Hose::N,өмд,брюки
529,Hose::N,өмд,штань
530,Gürtel::N,бүс,кускерттон
531,Mütze::N,малгай,ызьы
532,Mütze::N,бүрх,ызьы
533,Schuh::N,туфли,ботинка
534,Stiefel::N,гутал,сапег
535,Ring::N,бөгж,зундэс
536,Band::N,тууз,лента
537,Kamm::N,сам,сын
538,Spiegel::N,толь,синучкон
539,Riemen::N,тасам,е
540,Riemen::N,сур,е
541,Schnur::N,татлага,гозы
542,Leine::N,оосор,думет
543,Decke::N,хөнжил,шобрет
544,Decke::N,хучлага,шобрет
545,Kissen::N,дэр,миндэр
546,Tuch::N,алчуур,кышет
547,Tuch::N,даавуу,кышет
548,Handtuch::N,алчуур,ӵушкон
549,Kraft::N,чадал,кать
550,Kraft::N,чадал,ӟигар
551,Kraft::N,хүч,кать
552,Kraft::N,хүч,ӟигар
553,Stärke::N,эрч,юнлык
554,Stärke::N,тэнхээ,юнлык
555,Gesundheit::N,бие,тазалык
556,Gesundheit::N,эрүүл мэнд,тазалык
557,Krankheit::N,эмгэг,висён
558,Schmerz::N,өвчин,висён
559,Wunde::N,шарх,яра
560,Fieber::N,халуун,кезег
561,Arznei::N,эм,эмъюм
562,Brücke::N,гүүр,выж
563,Brunnen::N,худаг,колдэч
564,Weide::N,бэлчээр,возь
565,Pfad::N,жим,сюрес
566,Pfad::N,зөрөг,сюрес
567,Weg::N,зам,сюрес
568,Weg::N,харгуй,сюрес
569,Straße::N,зам,сюрес
570,Straße::N,харгуй,сюрес
571,Dorf::N,тосгон,гурт
572,Dorf::N,гацаа,гурт
573,Stadt::N,хот,кар
574,Stadt::N,хот,город
575,Brief::N,захидал,гожтэт
576,Brief::N,захиа,гожтэт
577,Buch::N,ном,книга
578,Buch::N,бичиг,книга
579,Buchstabe::N,үсэг,буква
580,Zeitung::N,сонин,газет
581,Leben::N,амь,улон
582,Leben::N,амьдрал,улон
583,Tod::N,үхэл,кулон
584,Grab::N,булш,шайгу
585,Kirche::N,сүм,черк
586,Sünde::N,нүгэл,сьӧлык
587,Sünde::N,хилэнц,сьӧлык
588,Gott::N,бурхан,ӥнмар
589,Arbeiter::N,ажилчин,рабочий
590,Arbeiter::N,хөдөлмөрчин,рабочий
591,Chef::N,дарга,начальник
592,Meister::N,дархан,кибашлы
593,Arzt::N,эмч,врач
594,Lehrer::N,багш,дышетӥсь
595,Geld::N,цаас,уксё
596,Geld::N,цаас,коньдон
597,Geld::N,мөнгө,уксё
598,Geld::N,мөнгө,коньдон
599,Geschäft::N,наймаа,уж
600,Laden::N,дэлгүүр,магазин
601,Preis::N,үнэ,дун
602,Ware::N,таваар,вуз
603,Ware::N,бараа,вуз
604,Nutzen::N,ашиг,пайда
605,Reichtum::N,баялаг,узырлык
606,Welt::N,дэлхий,дунне
607,Welt::N,орчлон,дунне
608,Land::N,улс,шаер
609,Land::N,орон,шаер
610,Staat::N,төр,кун
611,Staat::N,гүрэн,кун
612,König::N,ван,эксэй
613,Macht::N,засаг,власть
614,Grenze::N,хил,кунгож
615,Krieg::N,дайн,ож
616,Feind::N,дайсан,тушмон
617,Gewalt::N,хүчирхэх,эриктэман
618,Kampf::N,тэмцэл,нюръяськон
619,Kampf::N,байлдаан,нюръяськон
620,Bogen[Waffe]::N,нум,пукыӵ
621,Pfeil::N,годил,пукыӵ вень
622,Pfeil::N,сум,пукыӵ вень
623,Gewehr::N,буу,пыӵал
624,Fehler::N,эндэл,янгыш
625,Fehler::N,алдаа,янгыш
626,Lüge::N,худал,пӧян
627,Lüge::N,худал,алдан
628,Lüge::N,худал,ӧрекчан
629,Schaden::N,хор,изъян
630,Schaden::N,хөнөөл,изъян
631,Unglück::N,гай,куректон
632,Unglück::N,гай,шудтэме усён
633,Unglück::N,гамшиг,куректон
634,Unglück::N,гамшиг,шудтэме усён
635,Schuld::N,гэм,янгыш
636,Schuld::N,буруу,янгыш
637,Alter::N,нас,арлыд
638,Schluss::N,эцэс,пум
639,Schluss::N,төгсгөл,пум
640,Zeit::N,цаг,дыр
641,Tag::N,өдөр,нунал
642,Morgen::N,өглөө,ӵукна
643,Mittag::N,үд,лымшор
644,Abend::N,үдэш,ӝыт
645,Abend::N,үдэш,акшан
646,Nacht::N,шөнө,уй
647,Woche::N,долоо хоног,арня
648,Monat::N,сар,толэзь
649,Jahr::N,жил,ар
650,Frühling::N,хавар,тулыс
651,Sommer::N,зун,гужем
652,Herbst::N,намар,сӥзьыл
653,Winter::N,өвөл,тол
654,Januar::N,нэгдүгээр сар,выльартолэзь
655,Februar::N,хоёрдугаар сар,тулыспал
656,März::N,гуравдугаар сар,южтолэзь
657,April::N,дөрөвдүгээр сар,оштолэзь
658,Mai::N,тавдугаар сар,куартолэзь
659,Juni::N,зургаадугаар сар,вожотолэзь
660,Juli::N,долдугаар сар,пӧсьтолэзь
661,August::N,наймдугаар сар,гудырикошкон
662,September::N,есдүгээр сар,куарусён
663,Oktober::N,аравдугаар сар,выльӝуктолэзь
664,November::N,арван нэгдүгээр сар,шуркынмон
665,Dezember::N,арван хоёрдугаар сар,толсур
666,Montag::N,даваа,вордӥськон
667,Dienstag::N,мягмар,вторник
668,Mittwoch::N,лхагва,вирнунал
669,Donnerstag::N,пүрэв,покчиарня
670,Freitag::N,баасан,удмуртарня
671,Samstag::N,бямба,кӧснунал
672,Sonntag::N,ням,арня
673,groß::A,их,бадӟым
674,groß::A,том,бадӟым
675,klein::A,бага,пичи
676,klein::A,жаахан,пичи
677,lang::A,урт,кузь
678,kurz::A,охор,вакчи
679,kurz::A,богино,вакчи
680,breit::A,өргөн,паськыт
681,schmal::A,уйтан,сюлэг
682,schmal::A,нарийн,сюлэг
683,dicht::A,нягт,ӵем
684,dicht::A,чигжүү,ӵем
685,dick[Gegenstand]::A,зузаан,зӧк
686,dünn::A,нимгэн,векчи
687,fein::A,нарийн,векчи
688,fest::A,бөх,юн
689,fest::A,бөх,чурыт
690,fest::A,хатуу,юн
691,fest::A,хатуу,чурыт
692,flach::A,хавтгай,ӵошкыт
693,glatt::A,цагаан,гылыт
694,glatt::A,цагаан,вольыт
695,hart::A,хатуу,чурыт
696,weich::A,зөөлөн,небыт
697,rund::A,дугуй,котырес
698,rund::A,дугариг,котырес
699,spitz::A,шовх,йылсо
700,spitz::A,шовгор,йылсо
701,scharf::A,хурц,лэчыт
702,scharf::A,иртэй,лэчыт
703,stumpf::A,мохоо,ныж
704,schwer::A,хүнд,секыт
705,schön::A,гуа,чебер
706,schön::A,сайхан,чебер
707,heiß::A,халуун,пӧсь
708,warm::A,дулаан,шуныт
709,kalt::A,хүйтэн,кезьыт
710,kühl::A,сэрүүн,юзмыт
711,kühl::A,сэрүүн,салкым
712,frisch::A,эрүүл,выль
713,frisch::A,жихүүн,выль
714,feucht::A,чийгтэй,мускыт
715,nass::A,нойтон,котмем
716,trocken::A,хатсан,кӧс
717,voll::A,дүүрэн,тыр
718,leer::A,хоосон,буш
719,leer::A,хоосон,тырттэм
720,offen::A,онгорхой,усьтэм
721,geschlossen::A,битүү,ӵогам
722,geschlossen::A,битүү,пунням
723,geschlossen::A,хаалтай,ӵогам
724,geschlossen::A,хаалтай,пунням
725,sauber::A,цэвэр,ӝикыт
726,sauber::A,цэвэр,чылкыт
727,sauber::A,хиргүй,ӝикыт
728,sauber::A,хиргүй,чылкыт
729,schmutzig::A,бохир,нӧд
730,schmutzig::A,хиртэй,нӧд
731,roh::A,түүхий,ыль
732,reif::A,болсон,вуэм
733,lecker::A,амттай,ческыт
734,süß::A,амттай,ческыт
735,süß::A,чихэрлэг,ческыт
736,bitter::A,гашуун,курыт
737,sauer::A,эсгэлэн,чырс
738,hell::A,гэгээн,югыт
739,hell::A,гэрэлтэй,югыт
740,dunkel::A,бараан,пеймыт
741,dunkel::A,харанхуй,пеймыт
742,schwarz::A,хар,сьӧд
743,weiß::A,цагаан,тӧдьы
744,rot::A,улаан,горд
745,gelb::A,шар,ӵуж
746,blau::A,хөх,лыз
747,blau::A,цэнхэр,лыз
748,grün::A,ногоон,вож
749,grau::A,орог,пурысь
750,grau::A,саарал,пурысь
751,bunt::A,эрээн,куӵо
752,billig::A,хямд,дунтэм
753,teuer::A,үнэтэй,дуно
754,wertvoll::A,үнэт,дуно
755,blind::A,сохор,сукыр
756,blind::A,сохор,синтэм
757,taub::A,чих хатуу,пельтэм
758,kräftig::A,чийрэг,кужмо
759,stark::A,хүчтэй,юн
760,stark::A,хүчтэй,кужмо
761,stark::A,чадалтай,юн
762,stark::A,чадалтай,кужмо
763,schwach::A,сул,ляб
764,schwach::A,сул,начар
765,fett::A,тарган,кӧй
766,fett::A,голигор,кӧй
767,schlank::A,голшиг,веськыт
768,schlank::A,голшиг,веськрес
769,hübsch::A,сайхан,чебер
770,hübsch::A,сайхан,синмаськымон
771,hübsch::A,хөөрхөн,чебер
772,hübsch::A,хөөрхөн,синмаськымон
773,böse::A,муу,лек
774,böse::A,хортой,лек
775,dumm::A,тэнэг,шузи
776,dumm::A,тэнэг,визьтэм
777,faul::A,залхуу,азьтэм
778,fleißig::A,чармайлтгай,сюлмо
779,geizig::A,харамч,сук
