,Concept_ID,kv,ar
284,Geschenk::N,подарок,هدية
285,Spiel::N,орсӧм,لعب
286,Gesellschaft::N,компания,صحبة
287,Hilfe::N,отсӧт,عون
288,Hilfe::N,отсӧт,مساعدة
289,Freund::N,модз,صديق
290,Freund::N,дружок,صديق
291,Kamerad::N,тӧдса,زميل
292,Angelegenheit::N,дело,أمر
293,Angelegenheit::N,дело,شأن
294,Anzahl::N,лыд,عدد
295,Art::N,пӧлӧс,نوع
296,Stück::N,тор,قطعة
297,Teil::N,юкӧм,قسم
298,Hälfte::N,джын,نصف
299,Kreis::N,круг,دائرة
300,Kreuz::N,перна,صليب
301,Linie::N,визь,خط
302,Strich::N,кырӧв,شرطة
303,Abstand::N,колас,مسافة
304,Entfernung::N,ылына,بعد
305,Gegend::N,места,ناحية
306,Platz::N,места,فراغ
307,Ort::N,места,مكان
308,Seite::N,ладор,جانب
309,Mitte::N,шӧр,وسط
310,Gegenstand::N,тор,موضوع
311,Sache::N,тор,شيء
312,Rand::N,дор,حافة
313,Kante::N,ордлы,حافة
314,Ecke::N,пельӧс,ركن
315,Spitze::N,йыв,سن
316,Ende::N,йыв,طرف
317,Loch::N,осьта,ثقب
318,Winkel::N,пельӧс,زاوية
319,Muster::N,сер,عينة
320,Größe::N,ыжда,حجم
321,Länge::N,кузя,طول
322,Höhe::N,сувда,علو
323,Höhe::N,сувда,ارتفاع
324,Höhe::N,вылына,علو
325,Höhe::N,вылына,ارتفاع
326,Gewicht::N,сьӧкта,وزن
327,Haufen::N,куча,كوم
328,Reihe::N,лёдз,صف
329,Boot::N,пыж,قارب
330,Boot::N,пыж,زورق
331,Ruder::N,пелыс,مجذاف
332,Schlitten::N,додь,مزلقة
333,Ski::N,лямпа,زلاجة
334,Lagerfeuer::N,бипур,نار المخيم
335,Last::N,тягота,حمل
336,Gang::N,мунӧм,مشية
337,Schritt::N,вожмӧв,خطوة
338,Norden::N,ой,شمال
339,Süden::N,лун,جنوب
340,Westen::N,рытвыв,غرب
341,Osten::N,асыв,شرق
342,Holz::N,пу,خشب
343,Brett::N,пӧв,لوح
344,Platte::N,плита,صفيحة
345,Stütze::N,пика,سند
346,Stütze::N,пика,دعامة
347,Stange::N,зор,عود
348,Stange::N,потш,عود
349,Stock::N,бедь,عصا
350,Stab::N,шест,قضيب
351,Rohr::N,труба,أنبوبة
352,Haus::N,керку,دار
353,Haus::N,керку,بيت
354,Heim::N,керку,بيت
355,Heim::N,керку,مسكن
356,Ofen::N,пӧжавны,مدفأة
357,Fußboden::N,джодж,أرضية
358,Tisch::N,пызан,مائدة
359,Stuhl::N,стул,كرسي
360,Wiege::N,зыбка,مهد
361,Bett::N,кровать,سرير
362,Regal::N,джадж,رف
363,Kiste::N,ящик,صندوق
364,Fenster::N,ӧшын,شباك
365,Fenster::N,ӧшын,نافذة
366,Tür::N,ыбӧс,باب
367,Tor::N,ворота,بوابة
368,Zaun::N,забор,سياج
369,Dach::N,крыша,سطح
370,Leiter::N,лиснич,سلم
371,Besen::N,рос,مكنسة
372,Spaten::N,зыр,مسحاة
373,Schaufel::N,зыр,مجرفة
374,Gabel::N,вила,شوكة
375,Löffel::N,пань,ملعقة
376,Messer::N,пурт,سكين
377,Nagel::N,кӧрттув,مسمار
378,Netz::N,кыйӧт,شبكة
379,Haken::N,ем,خطاف
380,Haken::N,ем,صنارة
381,Griff::N,пу,قبضة
382,Schloss::N,замок,قفل
383,Bild::N,картина,صورة
384,Figur::N,мыгӧр,تمثال
385,Puppe::N,акань,دمية
386,Beutel::N,мешӧк,كيس
387,Bündel::N,нин,ربطة
388,Tasche::N,сумка,شنطة
389,Tasche::N,сумка,محفظة
390,Eimer::N,ведра,سطل
391,Eimer::N,ведра,جردل
392,Deckel::N,вевт,سداد
393,Geschirr::N,доз,أوان
394,Geschirr::N,бекӧрпань,أوان
395,Sack::N,мешӧк,زكيبة
396,Tasse::N,бекӧр,فنجان
397,Topf::N,кастрюля,قدر
398,Topf::N,кастрюля,طنجرة
399,Kessel::N,пӧрт,قدر
400,Kessel::N,пӧрт,غلاية
401,Essen::N,сёйӧм,طعام
402,Nahrung::N,вердан,غذاء
403,Speise::N,сёян,أكل
404,Fleisch::N,яй,لحم
405,Getreide::N,сю,حبوب
406,Brei::N,каша,عصيدة
407,Brot::N,нянь,خبز
408,Scheibe::N,шӧрӧм,شريحة
409,Fett::N,гос,سمن
410,Butter::N,ви,زبدة
411,Öl::N,ви,زيت
412,Salz::N,сов,ملح
413,Suppe::N,шыд,حساء
414,Suppe::N,шыд,شربة
415,Honig::N,ма,عسل
416,Milch::N,йӧв,حليب
417,Tee::N,чай,شاي
418,Leder::N,кучик,جلد
419,Wolle::N,гӧн,صوف
420,Stoff::N,дӧра,قماش
421,Nadel::N,ем,إبرة
422,Faden::N,сунис,خيط
423,Knopf::N,кизь,زر
424,Knoten::N,узӧв,عقدة
425,Knoten::N,гӧрӧд,عقدة
426,Farbe::N,краска,صبغة
427,Kleidung::N,паськӧм,ملابس
428,Hemd::N,йӧрнӧс,قميص
429,Kragen::N,воротник,ياقة
430,Ärmel::N,сос,كم
431,Hose::N,вешьян,سروال
432,Hose::N,вешьян,بنطلون
433,Gürtel::N,йи,حزام
434,Mütze::N,шапка,طاقية
435,Schuh::N,ботинки,حذاء
436,Stiefel::N,сапог,جزمة
437,Stiefel::N,сапог,حذاء طويل
438,Ring::N,чунькытш,حلقة
439,Band::N,ленточка,شريط
440,Kamm::N,сынан,مشط
441,Spiegel::N,зеркало,مرآة
442,Riemen::N,ремень,سير
443,Schnur::N,гез,حبل
444,Schnur::N,гез,دوبارة
445,Leine::N,повод,قيد
446,Decke::N,одеяло,بطانية
447,Kissen::N,подушка,وسادة
448,Tuch::N,чышьян,منديل
449,Handtuch::N,чышкӧт,فوطة
450,Handtuch::N,чышкӧт,منشفة
451,Kraft::N,прак,قدرة
452,Stärke::N,вын,قوة
453,Gesundheit::N,здоровье,صحة
454,Krankheit::N,шог,مرض
455,Schmerz::N,зубыт,ألم
456,Schmerz::N,зубыт,وجع
457,Wunde::N,рана,جرح
458,Fieber::N,лёк тресся,حمى
459,Fieber::N,кынтан шогӧт,حمى
460,Arznei::N,лекарство,دواء
461,Brücke::N,пос,جسر
462,Brunnen::N,колодец ,بئر
463,Weide::N,пода йирсян,مرعى
464,Pfad::N,туй,درب
465,Weg::N,туй,سكة
466,Straße::N,туй,طريق
467,Dorf::N,деревня,قرية
468,Stadt::N,город,مدينة
469,Brief::N,гижӧт,خطاب
470,Brief::N,гижӧт,مكتوب
471,Buch::N,книга,كتاب
472,Buchstabe::N,буква,حرف
473,Zeitung::N,газета,جريدة
474,Leben::N,олан,عيش
475,Leben::N,олан,حياة
476,Tod::N,кулӧм,موت
477,Tod::N,кулӧм,وفاة
478,Grab::N,гу,قبر
479,Kirche::N,вичку,كنيسة
480,Sünde::N,грек,خطيئة
481,Gott::N,ен,إله
482,Arbeiter::N,уджалiсь,عامل
483,Chef::N,начальник,رئيس
484,Meister::N,мастер,أسطى
485,Arzt::N,врач,طبيب
486,Lehrer::N,велӧтісь,مدرس
487,Geld::N,деньга,نقود
488,Geschäft::N,удж,صفقة
489,Laden::N,магазин,دكان
490,Preis::N,дон,سعر
491,Ware::N,товар,بضاعة
492,Nutzen::N,путь,فائدة
493,Reichtum::N,богатство,غنى
494,Reichtum::N,богатство,ثروة
495,Welt::N,му,عالم
496,Welt::N,му,دنيا
497,Land::N,страна,بلد
498,Staat::N,государство,دولة
499,König::N,кан,ملك
500,Macht::N,власть,سلطة
501,Grenze::N,граница,حدود
502,Krieg::N,война,حرب
503,Feind::N,враг,عدو
504,Kampf::N,нярасьӧм,قتال
505,Kampf::N,вермасьӧм,قتال
506,Bogen[Waffe]::N,лук,قوس
507,Pfeil::N,ньӧв,سهم
508,Gewehr::N,ружьё,بندقية
509,Fehler::N,ошибка,خطأ
510,Lüge::N,ылӧтӧм,كذب
511,Lüge::N,пӧрьялӧм,كذب
512,Schaden::N,лёк,تلف
513,Unglück::N,пик,نحس
514,Unglück::N,оказзё,نحس
515,Schuld::N,вина,ذنب
516,Schluss::N,ком,ختام
517,Schluss::N,ком,نهاية
518,Zeit::N,кад,وقت
519,Tag::N,лун,يوم
520,Morgen::N,асыв,صباح
521,Mittag::N,луншӧр кад,ظهر
522,Abend::N,рыт,مساء
523,Nacht::N,ой,ليلة
524,Woche::N,неделя,أسبوع
525,Monat::N,тӧлicь,شهر
526,Jahr::N,год,عام
527,Jahr::N,год,سنة
528,Frühling::N,тулыс,ربيع
529,Sommer::N,гожум,صيف
530,Herbst::N,ар,خريف
531,Winter::N,тӧв,شتاء
532,Januar::N,январ,يناير
533,Januar::N,январ,كانون الثاني
534,Februar::N,февраль,شباط
535,Februar::N,февраль,فبراير
536,März::N,март,آذار
537,März::N,март,مارس
538,April::N,апрель,نيسان
539,Mai::N,май,مايو
540,Juni::N,юнь,يونيو
541,Juni::N,юнь,حزيران
542,Juli::N,юль,تموز
543,Juli::N,юль,يوليو
544,August::N,август,آب
545,August::N,август,أغسطس
546,September::N,сентяб,أيلول
547,September::N,сентяб,سبتمبر
548,Oktober::N,октяб,أكتوبر
549,Oktober::N,октяб,تشرين الأول
550,November::N,нояб,نوفمبر
551,November::N,нояб,تشرين الثاني
552,Dezember::N,декаб,ديسمبر
553,Dezember::N,декаб,كانون الأول
554,Montag::N,вильлун,يوم الاثنين
555,Dienstag::N,мӧдӧдзлун,يوم الثلاثاء
556,Mittwoch::N,шӧрлун,يوم الأربعاء
557,Donnerstag::N,нёльӧдзлун,يوم الخميس
558,Freitag::N,витӧдзлун,يوم الجمعة
559,Samstag::N,пывсянлун,يوم السبت
560,Sonntag::N,кресення,يوم الأحد
561,groß::A,ыджыт,كبير
562,klein::A,учӧтик,صغير
563,lang::A,кузь,طويل
564,kurz::A,дженыт,قصير
565,breit::A,ота,واسع
566,schmal::A,векнит,ضيق
567,dicht::A,тшӧк,كث
568,dicht::A,тшӧк,كثيف
569,dick[Gegenstand]::A,кыз,غليظ
570,dünn::A,вӧснит,رفيع
571,fein::A,вӧснит,رقيق
572,fest::A,крепыт,متين
573,flach::A,лапкӧса,سهل
574,flach::A,лапкӧса,منبسط
575,glatt::A,волькыт,ناعم
576,hart::A,чӧрыт,صلب
577,hart::A,чӧрыт,جامد
578,weich::A,небыт,لين
579,rund::A,гӧгрӧса,مستدير
580,spitz::A,ёся,مدبب
581,scharf::A,лэчыт,حاد
582,stumpf::A,ныж,ثالم
583,schwer::A,сьӧкыт,ثقيل
584,schön::A,басӧк,جميل
585,heiß::A,жар,حار
586,heiß::A,жар,ساخن
587,warm::A,шоныт,دافئ
588,kalt::A,кӧдзыт,بارد
589,kühl::A,сайкыт,قر
590,frisch::A,виль,طازج
591,feucht::A,вакодь,رطب
592,nass::A,ва,مبلول
593,trocken::A,кӧс,جاف
594,voll::A,тыра,ملء
595,leer::A,тыртӧм,خال
596,leer::A,тыртӧм,فارغ
597,offen::A,оссьӧм,مفتوح
598,geschlossen::A,игана,مغلق
599,geschlossen::A,пӧдана,مغلق
600,sauber::A,сӧдз,نظيف
601,sauber::A,сӧстӧм,نظيف
602,schmutzig::A,нятьӧсь,قذر
603,roh::A,путӧм,نيء
604,reif::A,кисьмалӧм,ناضج
605,lecker::A,кӧра ,لذيذ
606,süß::A,чӧскыт,حلو
607,bitter::A,курыт,مر
608,sauer::A,шӧма ,حامض
609,hell::A,югыт,نير
610,dunkel::A,пемыт,مظلم
611,schwarz::A,сьӧд,أسود
612,weiß::A,чочком,أبيض
613,rot::A,гӧрд,أحمر
614,gelb::A,веж,أصفر
615,blau::A,лӧз,أزرق
616,grün::A,веж,أخضر
617,grau::A,руд,رمادي
618,grau::A,бусӧй,رمادي
619,bunt::A,быдрӧма,ملوب
620,billig::A,донтӧм,رخيص
621,teuer::A,дона,غال
622,wertvoll::A,дона,ثمين
623,blind::A,синтӧм,أعمى
624,taub::A,пельтӧм,أصم
625,taub::A,пельтӧм,أطرش
626,kräftig::A,вына,قوي
627,stark::A,вына,قوي
628,schwach::A,некодя,ضعيف
629,fett::A,госа,سمين
630,schlank::A,статя,أهيف
631,hübsch::A,басӧк,جميل
632,böse::A,лёк,رديء
633,dumm::A,бӧбӧв,أبله
634,dumm::A,бӧбӧв,أحمق
635,dumm::A,вежӧртӧм,أبله
636,dumm::A,вежӧртӧм,أحمق
637,faul::A,дыш,كسلان
638,fleißig::A,уджалicь,مجتهد
639,geizig::A,жикмӧра,بخيل
640,geizig::A,горшаліcь,بخيل
641,klug::A,авья,ذكي
642,klug::A,авья,عاقل
643,klug::A,вежӧра,ذكي
644,klug::A,вежӧра,عاقل
645,geschickt::A,кипода,ماهر
646,lieb::A,муса,عزيز
647,lieb::A,дзулиньӧй,عزيز
648,lustig::A,гажа,مرح
649,sanft::A,лебезнӧй,حليم
650,hungrig::A,тшыг,جائع
651,krank::A,шогалiсь,مريض
652,nackt::A,куш,عار
653,traurig::A,жугыль,حزين
654,lebendig::A,ловья,حي
655,gut::A,бур,جيد
656,schlecht::A,умӧль,سيء
657,schlimm::A,нештӧм,خبيث
658,alt::A,важ,قديم
659,neu::A,виль,جديد
660,ehemalig::A,вӧвлӧм,سابق
661,alt[Lebewesen]::A,года,مسن
662,alt[Lebewesen]::A,годдэза,مسن
663,jung::A,том,شاب
664,jung::A,том,صغير
665,arm::A,гов,فقير
666,arm::A,беднӧй,فقير
667,reich::A,эма,غني
668,bekannt::A,тӧдса,معلوم
669,fremd::A,чужӧй,أجنبي
670,verschieden::A,быдкодь,مختلف
671,nah::A,матiсь,قريب
672,fern::A,ылicь,بعيد
673,linker::A,шульга,يسار
674,rechter::A,веськытланись,يمين
675,anderer::A,мукӧд,آخر
676,erster::A,медодзза,أول
677,zweiter::A,кыкӧт,ثان
678,dritter::A,куимӧт,ثالث
679,dritter::A,куимӧдз,ثالث
680,letzter::A,бӧрья,أخير
681,letzter::A,мёдбӧрья,أخير
682,auf einmal::ADV,тшӧтш,بالمرة
683,zusammen::ADV,ӧтлаын,معا
684,lange::ADV,дыр,مدة طويلة
685,plötzlich::ADV,друг,فجأة
686,sofort::ADV,тшӧтш,حالا
687,sofort::ADV,тшӧтш,فورا
688,später::ADV,медбӧрын,فيما بعد
689,jetzt::ADV,ӧні,الآن
690,jetzt::ADV,ӧні,حاليا
691,heute::ADV,талун,اليوم
692,morgen::ADV,ашын,غدا
693,bald::ADV,чожа,قريبا
694,dann::ADV,сыбӧрын,ثم
695,gestern::ADV,тӧн,أمس
696,gestern::ADV,тӧн,البارحة
697,einst::ADV,ӧтпыр,قديما
698,damals::ADV,сэк,حينئذ
699,damals::ADV,сэки,حينئذ
700,danach::ADV,сэсся,ثم
701,danach::ADV,сэсся,بعد ذلك
702,vorher::ADV,одзжык,من قبل
703,vorher::ADV,одзжык,قبل ذلك
704,zuerst::ADV,наперво,أولا
705,einmal::ADV,ӧтпыр,مرة
706,manchmal::ADV,мукӧдпыр,أحيانا
707,oft::ADV,-лы-,كثيرا
708,immer::ADV,быдпыр,دائما
709,immer::ADV,быдпырся,دائما
710,niemals::ADV,некӧр,لا أبدا
711,hier::ADV,татӧн,هنا
712,hierhin::ADV,татчӧ,إلى هنا
713,von hier::ADV,тасянь,من هنا
714,dort::ADV,сэтӧн,هناك
715,dorthin::ADV,сэтчин,إلى هناك
716,geradeaus::ADV,веськыта,إلى الأمام
717,vorwärts::ADV,одзӧ,إلى الأمام
718,rückwärts::ADV,бӧр,إلى الوراء
719,zurück::ADV,бӧр,عودا
720,zurück::ADV,бӧр,إلى الخلف
721,unten::ADV,увтын,تحت
722,unten::ADV,увтын,في الأسفل
723,hinab::ADV,увтас,إلى تحت
724,oben::ADV,вевдӧрас,فوق
725,oben::ADV,вевдӧрас,في الأعلى
726,hinauf::ADV,вывлань,إلى فوق
727,hinauf::ADV,вывлань,إلى الأعلى
728,hinauf::ADV,вывланьӧ,إلى فوق
729,hinauf::ADV,вывланьӧ,إلى الأعلى
730,überall::ADV,быдлан,في كل مكان
731,nicht::ADV,ог,لا
732,nicht::ADV,ог,لم
733,ein wenig::ADV,-ышт,قليلا
734,ein wenig::ADV,невна,قليلا
735,kaum::ADV,ӧдва,كاد لا
736,sehr::ADV,вывтi,جدا
737,sehr::ADV,вывтi,كثيرا
738,so::ADV,сiдз,كذا
739,so::ADV,сiдз,كذلك
740,noch::ADV,эшӧ,ما زال
741,nur::ADV,только,فقط
742,schon::ADV,ни,قد
743,wieder::ADV,бӧра,من جديد
744,wieder::ADV,бӧра,مرة أخرى
745,vergebens::ADV,весись,عبثا
746,vor::PRP,одзас,أمام
747,hinter::PRP,бӧрӧ,خلف
748,hinter::PRP,бӧрӧ,وراء
749,unter::PRP,увтын,تحت
750,durch::PRP,пыр,عبر
751,durch::PRP,пыр,خلال
752,neben::PRP,бокам,جنب
753,neben::PRP,бокам,بجانب
754,neben::PRP,боксиным,جنب
755,neben::PRP,боксиным,بجانب
756,zwischen::PRP,коласас,بين
757,wegen::PRP,понда,بسبب
758,dies::PRN,эта,هذا
759,das::PRN,сiя,ذلك
760,alles::PRN,быдӧс,الكل
761,ich::PRN,ме,أنا
762,du::PRN,тэ,أنت
763,er::PRN,сiя,هو
764,wir::PRN,мийӧ,نحن
765,ihr::PRN,ті,أنتم
766,ihr::PRN,ті,أنتن
767,sie::PRN,нія,هم
768,sie::PRN,нія,هن
769,was::FPRN,мый,ما
770,wer::FPRN,кин,من
771,wo::FADV,кытӧн,أين
772,wohin::FADV,кытчӧ,إلى أين
773,wie::FADV,дзик,كيف
774,warum::FADV,мыля,لماذا
775,warum::FADV,мыйсянь,لماذا
776,wieviel::FNUM,мымда,كم
777,eins::NUM,ӧт,واحد
778,zwei::NUM,кык,اثنين
779,drei::NUM,куим,ثلاثة
