,Concept_ID,es,az
817,nicht::ADV,no,-ma-
818,ein wenig::ADV,un poco,bir az
819,kaum::ADV,apenas,güclə
820,sehr::ADV,muy,çox
821,sehr::ADV,mucho,çox
822,so::ADV,tan,belə
823,noch::ADV,aún,hələ
824,noch::ADV,todavía,hələ
825,nur::ADV,solamente,yalnız
826,schon::ADV,ya,artıq
827,wieder::ADV,de nuevo,yenə
828,vergebens::ADV,en vano,boş yerə
829,vor::PRP,antes de,önündə
830,vor::PRP,delante de,önündə
831,hinter::PRP,tras,arxasında
832,hinter::PRP,detrás de,arxasında
833,unter::PRP,bajo,altında
834,unter::PRP,debajo de,altında
835,durch::PRP,por,içindən
836,durch::PRP,a través de,içindən
837,neben::PRP,al lado de,yanında
838,zwischen::PRP,entre,arasında
839,wegen::PRP,por,üçün
840,wegen::PRP,por,ötəri
841,wegen::PRP,a causa de,üçün
842,wegen::PRP,a causa de,ötəri
843,dies::PRN,esto,bu
844,das::PRN,eso,o
845,das::PRN,esto,o
846,alles::PRN,todo,hər şey
847,ich::PRN,yo,mən
848,du::PRN,tú,sən
849,er::PRN,él,o
850,wir::PRN,nosotros,biz
851,ihr::PRN,vosotros,siz
852,sie::PRN,ellos,onlar
853,was::FPRN,qué,nə
854,wer::FPRN,quién,kim
855,wo::FADV,dónde,harada
856,wohin::FADV,adónde,haraya
857,wohin::FADV,hacia dónde,haraya
858,wie::FADV,cómo,necə
859,warum::FADV,por qué,niyə
860,warum::FADV,por qué,nə üçün
861,wieviel::FNUM,cuánto,neçə
862,wieviel::FNUM,cuánto,nə qədər
863,eins::NUM,uno,bir
864,zwei::NUM,dos,iki
865,drei::NUM,tres,üç
866,vier::NUM,cuatro,dörd
867,fünf::NUM,cinco,beş
868,sechs::NUM,seis,altı
869,sieben::NUM,siete,yeddi
870,acht::NUM,ocho,səkkiz
871,neun::NUM,nueve,doqquz
872,zehn::NUM,diez,on
873,elf::NUM,once,on bir
874,zwölf::NUM,doce,on iki
875,zwanzig::NUM,veinte,iyirmi
876,dreißig::NUM,treinta,otuz
877,vierzig::NUM,cuarenta,qırx
878,fünfzig::NUM,cincuenta,əlli
879,sechzig::NUM,sesenta,altmış
880,siebzig::NUM,setenta,yetmiş
881,achtzig::NUM,ochenta,səksən
882,neunzig::NUM,noventa,doxsan
883,hundert::NUM,cien,yüz
884,hundert::NUM,ciento,yüz
885,tausend::NUM,mil,min
886,und::CNJ,y,və
887,oder::CNJ,o,ya
888,stehen::V,estar de pie,durmaq
889,sitzen::V,estar sentado,oturmaq
890,liegen::V,yacer,uzanmaq
891,liegen::V,estar acostado,uzanmaq
892,hängen::V,pender,asılmaq
893,werden::V,hacerse,olmaq
894,passieren::V,suceder,olmaq
895,passieren::V,suceder,baş vermək
896,beginnen::V,iniciarse,başlamaq
897,beginnen::V,principiar,başlamaq
898,enden::V,acabar,bitmək
899,enden::V,terminar,bitmək
900,wechseln::V,variar,dəyişmək
901,wechseln::V,alternar,dəyişmək
902,aufgehen[Sonne]::V,salir,doğmaq
903,untergehen[Sonne]::V,ponerse,batmaq
904,untergehen[Sonne]::V,descender,batmaq
905,scheinen[Sonne]::V,brillar,parlamaq
906,donnern::V,tronar,guruldamaq
907,wehen::V,soplar,əsmək
908,strömen::V,afluir,axmaq
909,fließen::V,fluir,axmaq
910,fließen::V,correr,axmaq
911,sich drehen::V,girar,dönmək
912,schwanken::V,vacilar,yellənmək
913,schwingen::V,oscilar,yellənmək
914,fallen::V,caer,düşmek
915,brennen::V,arder,yanmaq
916,brennen::V,quemar,yanmaq
917,rauchen::V,humear,tüstüləmək
918,rauchen::V,echar humo,tüstüləmək
919,regnen::V,llover,yağmaq
920,gefrieren::V,helarse,donmaq
921,tauen::V,deshelarse,ərimək
922,schmelzen::V,fundirse,ərimək
923,schmelzen::V,derretirse,ərimək
924,trocknen::V,secarse,qurumaq
925,sieden::V,hervir,qaynamaq
926,faulen::V,pudrirse,çürümək
927,verfaulen::V,pudrirse,çürümək
928,reißen::V,romperse,yırtılmaq
929,versinken::V,hundirse,batmaq
930,vergehen::V,pasar,ötmək
931,erscheinen::V,aparecer,görünmək
932,verschwinden::V,desaparecer,yox olmaq
933,sinken::V,bajar,enmək
934,abnehmen::V,decrecer,azalmaq
935,abnehmen::V,disminuir,azalmaq
936,zunehmen::V,crecer,artmaq
937,zunehmen::V,aumentar,artmaq
938,steigen::V,subir,yüksəlmək
939,steigen::V,ascender,yüksəlmək
940,wachsen::V,crecer,böyümək
941,glänzen::V,brillar,parlamaq
942,glänzen::V,resplandecer,parlamaq
943,funkeln::V,chispear,parıldamaq
944,lärmen::V,hacer ruido,səs-küy etmək
945,läuten::V,sonar,çalmaq
946,läuten::V,repicar,çalmaq
947,klingeln::V,tocar el timbre,zəng etmək
948,klirren::V,tintinear,cingildəmək
949,brausen::V,zumbar,gurlamaq
950,rauschen::V,murmurar,xışıldamaq
951,klingen::V,sonar,səslənmək
952,bellen::V,ladrar,hürmək
953,heulen::V,ulular,ulamaq
954,blasen::V,soplar,üfləmək
955,pfeifen::V,silbar,fit vermek
956,schreien::V,gritar,bağırmaq
957,schreien::V,gritar,qışqırmaq
958,stöhnen::V,gemir,inləmək
959,zittern::V,temblar,titrəmək
960,leben::V,vivir,yaşamaq
961,geboren werden::V,nacer,doğmaq
962,atmen::V,respirar,nəfəs almaq
963,trinken::V,beber,içmek
964,essen::V,comer,yemək
965,schlucken::V,tragar,udmaq
966,müde werden::V,cansarse,yorulmaq
967,müde werden::V,fatigarse,yorulmaq
968,einschlafen::V,dormirse,yuxuya getmək
969,schlafen::V,dormir,uyumaq
970,aufwachen::V,despertarse,oyanmaq
971,aufstehen::V,levantarse,yuxudan durmaq
972,sich erholen::V,reposar,dincəlmək
973,sich erholen::V,descansar,dincəlmək
974,krank werden::V,caer enfermo,xəstə olmaq
975,krank sein::V,estar enfermo,azarlanmaq
976,krank sein::V,estar enfermo,xəstələnmək
977,schmerzen::V,doler,ağrimaq
978,husten::V,toser,öksürmək
979,genesen::V,convalecer,sağalmaq
980,genesen::V,restablecerse,sağalmaq
981,sterben::V,morir,ölmək
982,sterben::V,morir,vəfat etmək
983,umkommen::V,perecer,həlak olmaq
984,sich bewegen::V,moverse,hərəkət etmək
985,sich rühren::V,rebullir,tərpənmək
986,sich erheben::V,levantarse,qalxmaq
987,sich setzen::V,sentarse,oturmaq
988,hinfallen::V,caerse,yıxılmaq
989,laufen::V,andar,yerimək
990,schreiten::V,proceder,addım atmaq
991,spazierengehen::V,pasear,gəzmək
992,spazierengehen::V,pasearse,gəzmək
993,eilen::V,correr prisa,atılmaq
994,sich beeilen::V,darse prisa,tələsmək
995,sausen::V,correr,çırpmaq
996,rennen::V,correr,qaçmaq
997,springen::V,saltar,sıçramaq
998,klettern::V,trepar,dırmanmaq
999,klettern::V,escalar,dırmanmaq
1000,schaukeln::V,bambolearse,sallanmaq
1001,kriechen::V,reptar,sürünmək
1002,kriechen::V,arrastrarse,sürünmək
1003,schwimmen::V,nadar,üzmek
1004,tauchen::V,bucear,dalmaq
1005,tauchen::V,sumergirse,dalmaq
1006,rudern::V,remar,avarlamaq
1007,fahren::V,ir,sürmək
1008,fliegen::V,volar,uçmaq
1009,gehen::V,ir,getmək
1010,gehen::V,andar,getmək
1011,weggehen::V,irse,getmək
1012,weggehen::V,marcharse,getmək
1013,abfahren::V,salir,yola düşmək
1014,abfahren::V,partir,yola düşmək
1015,anhalten::V,parar,saxlamaq
1016,anhalten::V,pararse,saxlamaq
1017,hineingehen::V,entrar,girmək
1018,eintreten::V,entrar,girmək
1019,eintreten::V,entrar,daxil olmaq
1020,kommen::V,venir,gəlmək
1021,ankommen::V,llegar,gəlib çatmaq
1022,zurückkommen::V,volver,qayıtmaq
1023,zurückkommen::V,regresar,qayıtmaq
1024,bleiben::V,quedarse,qalmaq
1025,warten::V,esperar,gözləmək
1026,erwarten::V,esperar,bəkləmək
1027,suchen::V,buscar,aramaq
1028,suchen::V,buscar,axtarmaq
1029,finden::V,hallar,tapmaq
1030,finden::V,encontrar,tapmaq
1031,versuchen::V,intentar,çalışmaq
1032,vorbereiten::V,preparar,hazırlamaq
1033,lieben::V,amar,sevmək
1034,lieben::V,querer,sevmək
1035,mögen::V,querer,xoşlamaq
1036,lachen::V,reír,gülmək
1037,rühren::V,conmover,həyəcanlandırmaq
1038,weinen::V,llorar,ağlamaq
1039,schimpfen::V,regañar,küfr etmək
1040,sich ärgern::V,enfadarse,acıqlanmaq
1041,sich fürchten::V,tener miedo,qorxmaq
1042,fürchten::V,temer,qorxmaq
1043,fürchten::V,tener miedo a,qorxmaq
1044,fliehen::V,huir,qaçmaq
1045,flüchten::V,escaparse,qaçmaq
1046,sehen::V,ver,görmək
1047,anschauen::V,mirar,baxmaq
1048,ansehen::V,mirar,baxmaq
1049,hören::V,oír,duymaq
1050,hören::V,oír,eşitmək
1051,zuhören::V,escuchar,dinləmək
1052,probieren::V,probar,dadına baxmaq
1053,probieren::V,degustar,dadına baxmaq
1054,riechen::V,oler,qoxlamaq
1055,fühlen::V,sentir,duymaq
1056,scheinen::V,parecer,görünmək
1057,zu sehen sein::V,poder verse,görünmək
1058,vernehmen::V,oír,eşitmək
1059,vernehmen::V,percibir,eşitmək
1060,frieren::V,tener frío,üşümək
1061,tun::V,hacer,etmək
1062,können::V,poder,bilmək
1063,können::V,poder,bacarmaq
1064,wollen::V,querer,istəmək
1065,anfangen::V,iniciar,başlamaq
1066,beenden::V,acabar,bitirmək
1067,beenden::V,terminar,bitirmək
1068,aufhören::V,cesar,bitmək
1069,aufhören::V,cesar,qurtarmaq
1070,gelingen::V,salir bien,müvəffəq olmaq
1071,geraten::V,salir,düşmək
1072,geraten::V,dar resultado,düşmək
1073,öffnen::V,abrir,açmaq
1074,schließen::V,cerrar,qapamaq
1075,stellen::V,poner,qoymaq
1076,stellen::V,colocar,qoymaq
1077,setzen::V,poner,oturtmaq
1078,setzen::V,colocar,oturtmaq
1079,legen::V,poner,qoymaq
1080,berühren::V,tocar,toxunmaq
1081,verbinden::V,unir,bağlamaq
1082,verbinden::V,juntar,bağlamaq
1083,bedecken::V,tapar,örtmək
1084,bedecken::V,cubrir,örtmək
1085,aufhängen::V,colgar,asmaq
1086,anzünden::V,encender,yandırmaq
1087,aufheben::V,recoger,qaldırmaq
1088,zurücklassen::V,dejar,buraxmaq
1089,verlieren::V,perder,itirmək
1090,fallen lassen::V,dejar caer,düşürmək
1091,machen::V,hacer,etmək
1092,herstellen::V,fabricar,istehsal etmək
1093,bauen::V,construir,tikmək
1094,reparieren::V,reparar,təmir etmək
1095,verbessern::V,mejorar,düzəltmək
1096,ändern::V,mudar,dəyişdirmək
1097,ändern::V,modificar,dəyişdirmək
1098,graben::V,cavar,qazımaq
1099,beugen::V,doblar,əymək
1100,beugen::V,inclinar,əymək
1101,biegen::V,doblar,bükmək
1102,drehen::V,volver,döndərmək
1103,drehen::V,hacer girar,döndərmək
1104,wenden::V,volver,çevirmək
1105,umdrehen::V,revolver,çevirmək
1106,heben::V,levantar,qaldırmaq
1107,hochheben::V,alzar,qaldırmaq
1108,ergreifen::V,coger,tutmaq
1109,halten::V,tener,saxlamaq
1110,drücken::V,apretar,sıxmaq
1111,schieben::V,empujar,sürmək
1112,kratzen::V,rascar,qaşımaq
1113,lecken::V,lamer,yalamaq
1114,beißen::V,morder,dişləmək
1115,abreißen::V,arrancar,qoparmaq
1116,abschneiden::V,cortar,ayırmaq
1117,binden::V,atar,bağlamaq
1118,stecken::V,meter,soxmaq
1119,brechen::V,romper,qırmaq
1120,brechen::V,quebrar,qırmaq
1121,klopfen::V,golpear,sındırmaq
1122,hauen::V,pegar,vurmaq
1123,kleben::V,pegar,apışdırmaq
1124,kleben::V,encolar,apışdırmaq
1125,reiben::V,frotar,ovmaq
1126,streichen::V,untar,sürtmək
1127,streichen::V,recubrir,sürtmək
1128,schleifen::V,afilar,bülövləmək
1129,schneiden::V,cortar,kəsmək
1130,rütteln::V,agitar,sirkələmək
1131,schütteln::V,agitar,çalxalamaq
1132,schütteln::V,sacudir,çalxalamaq
1133,schwenken::V,menear,yelləmək
1134,schütten::V,verter,tökmək
1135,füllen::V,llenar,doldurmaq
1136,einwickeln::V,envolver,sarımaq
1137,tragen::V,llevar,daşımaq
1138,schleppen::V,arrastrar,sürükləmək
1139,ziehen::V,tirar,çəkmək
1140,aufbewahren::V,conservar,gizlətmək
1141,werfen::V,echar,atmaq
1142,werfen::V,lanzar,atmaq
1143,fangen::V,coger,tutmaq
1144,packen::V,agarrar,yaxalamaq
1145,verstecken::V,esconder,gizlətmək
1146,teilen::V,partir,bölmək
1147,teilen::V,dividir,bölmək
1148,schicken::V,enviar,yollamaq
1149,schicken::V,enviar,göndərmək
1150,bringen::V,traer,gətirmək
1151,hinzufügen::V,añadir,əlavə etmək
1152,bekommen::V,obtener,almaq
1153,bekommen::V,obtener,əldə etmək
1154,bekommen::V,conseguir,almaq
1155,bekommen::V,conseguir,əldə etmək
1156,erhalten::V,recibir,almaq
1157,nehmen::V,tomar,almaq
1158,wählen::V,elegir,seçmək
1159,auswählen::V,escoger,arımaq
1160,auswählen::V,seleccionar,arımaq
1161,bewahren::V,guardar,qorumaq
1162,bewahren::V,preservar,qorumaq
1163,behindern::V,estorbar,mane olmaq
1164,behindern::V,obstaculizar,mane olmaq
1165,verderben::V,estropear,pozmaq
1166,beschädigen::V,deteriorar,zədələmək
1167,zerbrechen::V,romper,qırmaq
1168,zerbrechen::V,romper,sındırmaq
1169,zerbrechen::V,quebrar,qırmaq
1170,zerbrechen::V,quebrar,sındırmaq
1171,zerreißen::V,desgarrar,yırtmaq
1172,zerreißen::V,despedazar,yırtmaq
1173,zerstören::V,destruir,dağıtmaq
1174,zerstören::V,destrozar,dağıtmaq
1175,verbrennen::V,quemar,yandırmaq
1176,geben::V,dar,vermək
1177,reichen::V,pasar,uzatmaq
1178,schenken::V,regalar,vermək
1179,versprechen::V,prometer,vəd vermək
1180,wünschen::V,desear,arzulamaq
1181,loben::V,alabar,tərifləmək
1182,küssen::V,besar,öpmək
1183,wiegen::V,mecer,tərpətmək
1184,zudecken::V,tapar,örtmək
1185,zudecken::V,cubrir,örtmək
1186,wecken::V,despertar,oyatmaq
1187,zeigen::V,mostrar,göstərmək
1188,führen::V,guiar,rəhbərlik etmək
1189,führen::V,conducir,rəhbərlik etmək
1190,lehren::V,enseñar,öyrətmək
1191,lehren::V,instruir,öyrətmək
1192,unterrichten::V,enseñar,öyrətmək
1193,unterrichten::V,enseñar,dərs vermək
1194,aufziehen::V,criar,tərbiyə etmək
1195,leiten::V,guiar,idarə etmək
1196,leiten::V,dirigir,idarə etmək
1197,antreiben::V,impeler,bizləmək
1198,antreiben::V,impulsar,bizləmək
1199,lassen::V,hacer,-tırmaq
1200,einladen::V,invitar,dəvət etmək
1201,vereinigen::V,unir,birləşdirmək
1202,besuchen::V,visitar,baş çəkmək
1203,besuchen::V,visitar,ziyarət etmək
1204,besuchen::V,ir a ver,baş çəkmək
1205,besuchen::V,ir a ver,ziyarət etmək
1206,treffen::V,encontrar,rastlaşmaq
1207,treffen::V,encontrar,rast gəlmək
1208,sich versammeln::V,reunirse,toplanmaq
1209,sich versammeln::V,congregarse,toplanmaq
1210,spielen::V,jugar,oynamaq
1211,singen::V,cantar,oxumaq
1212,tanzen::V,bailar,oynamaq
1213,tanzen::V,bailar,rəqs etmək
1214,sich trennen::V,separarse,ayrılmaq
1215,verlassen::V,dejar,tərk etmək
1216,verlassen::V,abandonar,tərk etmək
1217,retten::V,salvar,xilas etmək
1218,bewachen::V,vigilar,gözətmək
1219,schützen::V,proteger,qorumaq
1220,verteidigen::V,defender,qorumaq
1221,sich schlagen::V,batirse,döyüşmək
1222,schießen::V,tirar,atmaq
1223,schießen::V,tirar,atəş açmaq
1224,schießen::V,disparar,atmaq
1225,schießen::V,disparar,atəş açmaq
1226,siegen::V,vencer,yenmək
1227,ärgern::V,enojar,acışdırmaq
1228,ärgern::V,enfadar,acışdırmaq
1229,schlagen::V,pegar,döymək
1230,schlagen::V,golpear,döymək
1231,treten::V,dar una patada a,təpmək
1232,stechen::V,pinchar,soxmaq
1233,stoßen::V,empujar,itələmək
1234,stehlen::V,robar,çalmaq
1235,stehlen::V,robar,oğurlamaq
1236,stehlen::V,hurtar,çalmaq
1237,stehlen::V,hurtar,oğurlamaq
1238,stören::V,molestar,pozmaq
1239,belästigen::V,molestar,narahat etmək
1240,belästigen::V,importunar,narahat etmək
1241,verbergen::V,ocultar,gizləmək
1242,verbergen::V,esconder,gizləmək
1243,täuschen::V,engañar,aldatmaq
1244,betrügen::V,engañar,aldatmaq
1245,töten::V,matar,öldürmək
1246,wohnen::V,vivir,yaşamaq
1247,wohnen::V,habitar,yaşamaq
1248,arbeiten::V,trabajar,işləmək
1249,arbeiten::V,trabajar,çalışmaq
1250,sammeln::V,recoger,yığmaq
1251,sammeln::V,recoger,toplamaq
1252,sammeln::V,coleccionar,yığmaq
1253,sammeln::V,coleccionar,toplamaq
1254,pflücken::V,coger,qoparmaq
1255,jagen::V,cazar,ovlamaq
1256,fischen::V,pescar,balıq tutmaq
1257,fassen::V,atrapar,tutmaq
1258,fassen::V,capturar,tutmaq
1259,hüten::V,guardar,güdmək
1260,treiben::V,aballar,haylamaq
1261,anbinden::V,atar,bağlamaq
1262,füttern::V,echar de comer,bəsləmək
1263,melken::V,ordeñar,sağmaq
1264,hacken::V,picar,yarmaq
1265,hacken::V,cortar,yarmaq
1266,gießen::V,regar,sulamaq
1267,reifen::V,madurar,dəymək
1268,zubereiten::V,preparar,bişirmək
1269,kochen::V,cocer,qaynatmaq
1270,kochen::V,guisar,qaynatmaq
1271,backen::V,hornear,bişirmək
1272,backen::V,cocer al horno,bişirmək
1273,braten::V,asar,qızartmaq
1274,braten::V,freír,qızartmaq
1275,umrühren::V,remover,qarışdırmaq
1276,stricken::V,hacer punto,hörmək
1277,stricken::V,hacer calceta,hörmək
1278,nähen::V,coser,tikmək
1279,färben::V,teñir,boyamaq
1280,färben::V,colorear,boyamaq
1281,reinigen::V,limpiar,təmizləmək
1282,waschen::V,lavar,yumaq
1283,abwischen::V,fregar,silmək
1284,abwischen::V,limpiar,silmək
1285,spülen::V,aclarar,çalxamaq
1286,spülen::V,enjuagar,çalxamaq
1287,fegen::V,barrer,süpürmək
1288,fegen::V,pasar la escoba,süpürmək
1289,kehren::V,barrer,süpürmək
1290,baden::V,bañarse,çimmək
1291,sich waschen::V,lavarse,yuyunmaq
1292,ausziehen::V,quitar,soyunmaq
1293,ausziehen::V,quitarse,soyunmaq
1294,anziehen::V,ponerse,geymək
1295,sich anziehen::V,vestirse,geyinmək
1296,kämmen::V,peinar,daramaq
1297,schmücken::V,adornar,bəzəmək
1298,sagen::V,decir,demək
1299,sagen::V,decir,söymek
1300,sprechen::V,hablar,danışmaq
1301,reden::V,hablar,danışmaq
1302,reden::V,conversar,danışmaq
1303,sich unterhalten::V,charlar,söhbət etmək
1304,sich unterhalten::V,conversar,söhbət etmək
1305,fragen::V,preguntar,soruşmaq
1306,bitten::V,rogar,diləmək
1307,bitten::V,rogar,xahiş etmək
1308,erzählen::V,contar,bəhs etmək
1309,mitteilen::V,comunicar,bildirmək
1310,mitteilen::V,participar,bildirmək
1311,nennen::V,llamar,adlandırmaq
1312,nennen::V,nombrar,adlandırmaq
1313,rufen::V,llamar,çağırmaq
1314,prahlen::V,jactarse,öyünmək
1315,übersetzen::V,traducir,tərcümə etmək
1316,denken::V,pensar,düşünmək
1317,denken::V,pensar,fikirləşmək
1318,glauben::V,creer,inanmaq
1319,bemerken::V,notar,qeyd etmək
1320,erkennen::V,reconocer,tanımaq
1321,begreifen::V,concebir,anlamaq
1322,verstehen::V,entender,duymaq
1323,verstehen::V,comprender,duymaq
1324,lernen::V,aprender,öyrənmək
1325,wissen::V,saber,bilmək
1326,sich erinnern an::V,recordar,xatırlamaq
1327,sich erinnern an::V,acordarse de,xatırlamaq
1328,vergessen::V,olvidar,unutmaq
1329,messen::V,medir,ölçmək
1330,zählen::V,contar,saymaq
1331,rechnen::V,contar,hesablamaq
1332,rechnen::V,calcular,hesablamaq
1333,lesen::V,leer,oxumaq
1334,malen::V,pintar,şəkil çəkmək
1335,zeichnen::V,dibujar,cızmaq
1336,schreiben::V,escribir,yazmaq
1337,besitzen::V,poseer,yiyələnmək
1338,besitzen::V,poseer,malik olmaq
1339,kaufen::V,comprar,satın almaq
1340,verkaufen::V,vender,satmaq
1341,bezahlen::V,pagar,ödəmək
1342,zahlen::V,pagar,ödəmək
1343,beherrschen::V,dominar,idarə etmək
1344,ertragen::V,soportar,dözmək
