,Concept_ID,bg,mrj
212,Grube::N,дупка,йӓм
213,Falle::N,примка,лӱдӹ
214,Falle::N,примка,лӱдӹш
215,Schlinge::N,клуп,онгы
216,Spur::N,диря,кишӓ
217,Spur::N,следа,кишӓ
218,Asche::N,пепел,ломых
219,Asche::N,пепел,ломпыж
220,Dreck::N,кал,лявӹрӓ
221,Eisen::N,желязо,кӹртни
222,Gold::N,злато,шöртни
223,Gold::N,злато,шöртньӹ
224,Silber::N,сребро,ши
225,Kohle::N,въглища,шӱ
226,Glas::N,стъкло,охоница
227,Lehm::N,глина,шун
228,Sand::N,пясък,ошма
229,Mensch::N,човек,эдем
230,Mann::N,мъж,пӱэргӹ
231,Frau::N,жена,ӹдӹрӓмӓш
232,Kind::N,дете,ӓзӓ
233,Kind::N,дете,шачшы
234,Junge::N,момче,рвезӹ
235,Junge::N,момче,ӹрвезӹ
236,Mädchen::N,момиче,ӹдӹрӓш
237,Familie::N,фамилия,йиш
238,Familie::N,фамилия,семня
239,Familie::N,семейство,йиш
240,Familie::N,семейство,семня
241,Großvater::N,дядо,тьоти
242,Großmutter::N,баба,папа
243,Eltern::N,родители,ӓтя-ӓвӓ
244,Vater::N,баща,ӓтя
245,Mutter::N,майка,ӓвӓ
246,Sohn::N,син,эргӹ
247,Tochter::N,дъщеря,ӹдӹр
248,Bruder::N,брат,ӹза
249,Schwester::N,сестра,ӓкӓ
250,Onkel::N,чичо,кугуза
251,Onkel::N,вуйчо,кугуза
252,Tante::N,леля,куака
253,Ehemann::N,съпруг,мары
254,Ehefrau::N,съпруга,вӓтӹ
255,Freude::N,радост,ӹвӹртӹмӓш
256,Gelächter::N,смях,ваштылмаш
257,Glück::N,щастие,пиӓл
258,Kummer::N,тъга,ясы
259,Wunsch::N,желание,охата
260,Wunsch::N,желание,шанымаш
261,Lust::N,желание,шӓр
262,Lust::N,желание,охата
263,Lust::N,желание,шанымаш
264,Geist::N,дух,тух
265,Gedanke::N,мисъл,шанымаш
266,Gedächtnis::N,памет,ӓш
267,Verstand::N,ум,ыш
268,Verstand::N,разум,ыш
269,Sinn::N,смисъл,кын
270,Grund::N,причина,вир
271,Wahrheit::N,правда,тöр
272,Gespräch::N,разговор,хытырымаш
273,Märchen::N,приказка,ямак
274,Erzählung::N,разказ,шайыштмаш
275,Nachricht::N,вест,увертӓрӹмӓш
276,Nachricht::N,известие,увертӓрӹмӓш
277,Neuigkeit::N,новина,увер
278,Name::N,име,лӹм
279,Rätsel::N,гатанка,тышты
280,Rede::N,реч,шая
281,Rede::N,реч,шамак
282,Rede::N,слово,шая
283,Rede::N,слово,шамак
284,Sprache::N,език,йӹлмӹ
285,Stimme::N,глас,юк
286,Wort::N,дума,шамак
287,Zeichen::N,знак,палӹ
288,Ruf::N,зов,сӹгӹрӹмӓш
289,Lärm::N,шум,юкланымащ
290,Lärm::N,глъчка,юкланымащ
291,Laut::N,звук,юк
292,Ton::N,тон,юк
293,Lied::N,песен,мыры
294,Ruhe::N,тишина,тыр
295,Ruhe::N,спокойствие,тыр
296,Leute::N,хора,эдемвлӓ
297,Volk::N,народ,халык
298,Arbeit::N,труд,пӓшӓ
299,Arbeit::N,работа,пӓшӓ
300,Gast::N,гост,хына
301,Geschenk::N,дар,подарка
302,Geschenk::N,подарък,подарка
303,Spiel::N,игра,мадыш
304,Gesellschaft::N,общество,йӓл
305,Gesellschaft::N,общество,йӓлвлӓ
306,Hilfe::N,помощ,палшык
307,Freund::N,приятел,тӓнг
308,Kamerad::N,другар,тос
309,Angelegenheit::N,работа,дела
310,Angelegenheit::N,работа,йела
311,Angelegenheit::N,работа,йыла
312,Angelegenheit::N,работа,пӓшӓ
313,Anzahl::N,брой,шот
314,Anzahl::N,количество,шот
315,Art::N,вид,цӹре
316,Stück::N,къс,лаштык
317,Stück::N,парче,лаштык
318,Teil::N,дял,пай
319,Teil::N,дял,часть
320,Teil::N,част,пай
321,Teil::N,част,часть
322,Hälfte::N,половина,пел
323,Kreis::N,кръг,тӹртӹш
324,Kreuz::N,кръст,крестӹ
325,Linie::N,черта,
326,Strich::N,щрих,
327,Strich::N,черта,
328,Abstand::N,дистанция,ло
329,Abstand::N,разстояние,ло
330,Entfernung::N,разстояние,ло
331,Gegend::N,местност,вӓр
332,Platz::N,място,вӓр
333,Ort::N,място,вӓр
334,Seite::N,страна,öрдӹж
335,Mitte::N,среда,ло
336,Gegenstand::N,предмет,хӓдӹр
337,Sache::N,вещ,хӓдӹр
338,Rand::N,ръб,шöр
339,Kante::N,ръб,шöр
340,Kante::N,кант,шöр
341,Ecke::N,ъгъл,лык
342,Spitze::N,връх,вуй
343,Spitze::N,острие,вуй
344,Ende::N,край,вуй
345,Ende::N,край,мычаш
346,Loch::N,дупка,ыраж
347,Winkel::N,кът,лык
348,Winkel::N,ъгъл,лык
349,Muster::N,десен,тӹрлец
350,Muster::N,образец,тӹрлец
351,Größe::N,големина,кӱкшӹц
352,Länge::N,дължина,кыт
353,Höhe::N,висота,кӱкшӹц
354,Höhe::N,височина,кӱкшӹц
355,Gewicht::N,тегло,нелӹц
356,Gewicht::N,тежест,нелӹц
357,Menge::N,количество,шот
358,Haufen::N,куп,ара
359,Haufen::N,грамада,ара
360,Reihe::N,ред,ряд
361,Reihe::N,редица,ряд
362,Boot::N,лодка,пыш
363,Ruder::N,весло,вешлӓ
364,Ruder::N,гребло,вешлӓ
365,Schlitten::N,шейна,тир
366,Ski::N,ски,ечӹ
367,Lagerfeuer::N,огнище,тыл
368,Last::N,товар,нелӹц
369,Gang::N,ход,ход
370,Gang::N,вървеж,ход
371,Schritt::N,стъпка,ашкыл
372,Norden::N,север,йыдпелвел
373,Süden::N,юг,кечӹвӓлвел
374,Westen::N,запад,кечӹ шӹцмӹ
375,Osten::N,изток,ирвел
376,Osten::N,изток,кечӹ лӱлтмӹ
377,Holz::N,дърво,пушӓнгӹ
378,Brett::N,дъска,ханга
379,Stange::N,прът,равы
380,Stange::N,прът,намаш
381,Stange::N,върлина,равы
382,Stange::N,върлина,намаш
383,Stock::N,прът,панды
384,Stock::N,тояга,панды
385,Stab::N,прът,равы
386,Rohr::N,цев,пыч
387,Rohr::N,тръба,пыч
388,Haus::N,къща,пöрт
389,Heim::N,дом,пöрт
390,Ofen::N,печка,камака
391,Fußboden::N,под,седӹрӓ
392,Tisch::N,маса,стöл
393,Stuhl::N,стол,пöкен
394,Wiege::N,люлка,шипкӓ
395,Bett::N,легло,койка
396,Bett::N,легло,кравать
397,Bett::N,креват,койка
398,Bett::N,креват,кравать
399,Regal::N,рафт,полицӓ
400,Regal::N,етажерка,полицӓ
401,Kiste::N,кутия,шӱ́ндӹк
402,Kiste::N,сандък,шӱ́ндӹк
403,Fenster::N,прозорец,окня
404,Tür::N,врата,амаса
405,Tor::N,врата,хапка
406,Zaun::N,ограда,забор
407,Dach::N,покрив,левӓш
408,Leiter::N,стълба,ташкалтыш
409,Besen::N,метла,сало
410,Besen::N,метла,салко
411,Spaten::N,лопата,кольмы
412,Schaufel::N,лопата,лоток
413,Gabel::N,вилица,ви́лка
414,Löffel::N,лъжица,савала
415,Messer::N,нож,кӹзӹ
416,Nagel::N,гвоздей,пыда
417,Netz::N,мрежа,вӓпш
418,Haken::N,кука,крӱк
419,Haken::N,кука,кагак
420,Haken::N,закачалка,крӱк
421,Haken::N,закачалка,кагак
422,Griff::N,ръчка,кычем
423,Griff::N,дръжка,кычем
424,Schloss::N,брава,замок
425,Schloss::N,брава,сыравач
426,Schloss::N,ключалка,замок
427,Schloss::N,ключалка,сыравач
428,Bild::N,картина,картин
429,Figur::N,фигура,кӓн
430,Puppe::N,кукла,поханя
431,Beutel::N,кесия,мешӓк
432,Bündel::N,връзка,топ
433,Bündel::N,връзка,пидӹш
434,Bündel::N,връзка,кӹлдӹш
435,Tasche::N,чанта,сумкы
436,Eimer::N,кофа,ведӹрӓ
437,Deckel::N,капак,комдыш
438,Deckel::N,похлупак,комдыш
439,Geschirr::N,съдове,ӓтӹ
440,Sack::N,чувал,мешӓк
441,Tasse::N,чаша,цӓшкӓ
442,Topf::N,гърне,ми́ска
443,Topf::N,тенджера,ми́ска
444,Kessel::N,котел,пад
445,Essen::N,ядене,качкыш
446,Essen::N,ядене,качкыш-йӱш
447,Nahrung::N,храна,качкыш
448,Nahrung::N,храна,качкыш-йӱш
449,Speise::N,ястие,няня
450,Fleisch::N,месо,пай
451,Getreide::N,зърнено храни,киндӹ
452,Brei::N,каша,шӹрӓш
453,Brot::N,хляб,сыкыр
454,Scheibe::N,резен,ламыт
455,Scheibe::N,резен,лаштык
456,Fett::N,мазнина,кая
457,Butter::N,масло,ӱ
458,Öl::N,олио,ӱ
459,Öl::N,оливия,ӱ
460,Salz::N,сол,санзал
461,Suppe::N,супа,лем
462,Honig::N,мед,мӱ
463,Milch::N,мляко,шӹшер
464,Tee::N,чай,чӓй
465,Leder::N,кожа,шарга
466,Leder::N,кожа,кавашты
467,Wolle::N,вълна,миж
468,Stoff::N,плат,матер
469,Stoff::N,плат,матери
470,Stoff::N,материал,матер
471,Stoff::N,материал,матери
472,Nadel::N,игла,им
473,Faden::N,конец,шӹртӹ
474,Knopf::N,копче,полдыш
475,Knoten::N,възел,пӱкшем
476,Farbe::N,боя,чиӓ
477,Farbe::N,боя,крӓскӓ
478,Kleidung::N,дрехи,выргем
479,Kleidung::N,облекло,выргем
480,Hemd::N,риза,тыгыр
481,Kragen::N,яка,шӱ
482,Ärmel::N,ръкав,шокш
483,Hose::N,панталони,ялаш
484,Gürtel::N,пояс,ӹштӹ
485,Gürtel::N,колан,ӹштӹ
486,Mütze::N,каскет,упш
487,Mütze::N,фуражка,упш
488,Schuh::N,обувка,ту́фльы
489,Stiefel::N,ботуш,кем
490,Ring::N,пръстен,шӓргӓш
491,Band::N,лента,лемтӓ
492,Band::N,връзка,лемтӓ
493,Kamm::N,гребен,шерге
494,Spiegel::N,огледало,тӹгӹр
495,Riemen::N,каиш,прӓжӓ
496,Riemen::N,ремък,прӓжӓ
497,Schnur::N,връв,кӓндӹра
498,Leine::N,връв,керем
499,Leine::N,въже,керем
500,Decke::N,покривка,одеял
501,Kissen::N,възглавница,кӹпцӹк
502,Tuch::N,сукно,савыц
503,Handtuch::N,пешкир,шӹргӹсавыц
504,Handtuch::N,пешкир,шӹргӹмсавыц
505,Handtuch::N,кърпа за лице,шӹргӹсавыц
506,Handtuch::N,кърпа за лице,шӹргӹмсавыц
507,Kraft::N,мощ,ви
508,Kraft::N,сила,ви
509,Stärke::N,сила,ви
510,Gesundheit::N,здраве,шу
511,Gesundheit::N,здраве,шулык
512,Krankheit::N,болест,мыж
513,Schmerz::N,болка,карштыш
514,Wunde::N,рана,шушыр
515,Fieber::N,треска,ӱштӹмыж
516,Fieber::N,температура,ӱштӹмыж
517,Arznei::N,лек,лекӓрцӹ
518,Arznei::N,лекарство,лекӓрцӹ
519,Brücke::N,мост,кӹвер
520,Brunnen::N,чешма,вӹдсӹнзӓ
521,Brunnen::N,кладенец,вӹдсӹнзӓ
522,Weide::N,паша,ныр
523,Weide::N,пасище,ныр
524,Pfad::N,пътека,ялгорны
525,Weg::N,път,корны
526,Straße::N,шосе,корны
527,Dorf::N,село,сола
528,Stadt::N,град,города
529,Brief::N,писмо,сирмӓш
530,Buch::N,книга,книгӓ
531,Buchstabe::N,буква,буква́
532,Zeitung::N,вестник,газет
533,Zeitung::N,вестник,кайзет
534,Leben::N,живот,житя
535,Tod::N,смърт,смöрт
536,Grab::N,гроб,шӹгер
537,Grab::N,гроб,мыгилӓ
538,Grab::N,гроб,шӹгерлӓ
539,Kirche::N,църква,церкӹ
540,Sünde::N,грях,сулык
541,Gott::N,бог,йымы
542,Arbeiter::N,работник,пӓшӓзӹ
543,Chef::N,шеф,вуй
544,Chef::N,началник,вуй
545,Meister::N,майстор,мастар
546,Arzt::N,лекар,доктор
547,Lehrer::N,учител,тымдышы
548,Geld::N,пари,окса
549,Geschäft::N,сделка,торге́йӹмӓш
550,Laden::N,дюкян,лапка
551,Laden::N,дюкян,магазин
552,Laden::N,магазин,лапка
553,Laden::N,магазин,магазин
554,Preis::N,цена,ӓк
555,Ware::N,стока,товар
556,Nutzen::N,полза,пайда
557,Nutzen::N,облага,пайда
558,Reichtum::N,богатство,перке
559,Welt::N,свят,сӓндӓлӹк
560,Welt::N,свят,свет
561,Land::N,страна,сӓндӓлӹк
562,Staat::N,щат,кугижӓншӹ
563,Staat::N,държава,кугижӓншӹ
564,König::N,крал,король
565,Macht::N,мощ,власть
566,Macht::N,власт,власть
567,Grenze::N,граница,пӹсмӓн
568,Krieg::N,война,вырсы
569,Feind::N,враг,тышман
570,Feind::N,неприятел,тышман
571,Gewalt::N,сила,ви
572,Gewalt::N,насилие,ви
573,Kampf::N,борба,кредӓлмӓш
574,Kampf::N,сражение,кредӓлмӓш
575,Bogen[Waffe]::N,лък,янгеж
576,Pfeil::N,стрела,пикш
577,Gewehr::N,пушка,пичӓл
578,Fehler::N,грешка,самынь
579,Lüge::N,лъжа,шая
580,Schaden::N,повреда,вре́дӓ
581,Unglück::N,нещастие,пёда
582,Unglück::N,нещастие,тымаша
583,Schuld::N,вина,вуйнамат
584,Alter::N,възраст,иӓш
585,Alter::N,възраст,игечӹ
586,Schluss::N,край,пӹтӓртӹш
587,Zeit::N,време,веремӓ
588,Tag::N,ден,кечӹ
589,Morgen::N,утро,ир
590,Morgen::N,утро,ирок
591,Morgen::N,сутрин,ир
592,Morgen::N,сутрин,ирок
593,Mittag::N,обед,кечӹвӓл
594,Mittag::N,пладне,кечӹвӓл
595,Abend::N,вечер,вады
596,Nacht::N,нощ,йыд
597,Woche::N,седмица,ӓрня
598,Monat::N,месец,тӹ́лзӹ
599,Jahr::N,година,год
600,Frühling::N,пролет,шошым
601,Sommer::N,лято,кӓнгӹж
602,Herbst::N,есен,шӹжӹ
603,Winter::N,зима,тел
604,Winter::N,зима,телӹ
605,Januar::N,януари,январ
606,Januar::N,януари,январь
607,Februar::N,февруари,февраль
608,März::N,март,март
609,April::N,април,апрель
610,Mai::N,май,май
611,Juni::N,юни,июнь
612,Juli::N,юли,июль
613,August::N,август,август
614,September::N,септември,сентябрь
615,Oktober::N,октомври,октябрь
616,November::N,ноември,ноябрь
617,Dezember::N,декември,декавыр
618,Montag::N,понеделник,шачмы
619,Dienstag::N,вторник,кышкыжмы
620,Mittwoch::N,сряда,вӹрчегӹ
621,Donnerstag::N,четвъртък,изӓрня
622,Freitag::N,петък,когарня
623,Samstag::N,събота,кукшыгечӹ
624,Sonntag::N,неделя,рушӓрня
625,groß::A,едър,кого
626,groß::A,голям,кого
627,klein::A,малък,изи
628,klein::A,дребен,изи
629,lang::A,дълъг,кужы
630,kurz::A,къс,кӹтӹк
631,breit::A,широк,кымда
632,schmal::A,тесен,ӓнгӹсӹр
633,dicht::A,гъст,шӹре
634,dick[Gegenstand]::A,дебел,кӹжгӹ
635,dünn::A,тънък,вӹцкӹж
636,fein::A,фин,пыльга
637,fein::A,тънък,пыльга
638,fest::A,твърд,цаткыды
639,fest::A,плътен,цаткыды
640,flach::A,равен,тӓлякӓ
641,flach::A,плосък,тӓлякӓ
642,glatt::A,гладък,ягылгы
643,hart::A,твърд,пингӹдӹ
644,hart::A,корав,пингӹдӹ
645,weich::A,мек,пышкыды
646,rund::A,кръгъл,тӹртӹш
647,spitz::A,островръх,кашар
648,scharf::A,остър,кашар
649,stumpf::A,тъп,нӹшкӹ
650,schwer::A,тежък,нелӹ
651,schön::A,хубав,цевер
652,schön::A,хубав,олмыдшы
653,schön::A,красив,цевер
654,schön::A,красив,олмыдшы
655,heiß::A,жарък,шокшы
656,warm::A,топъл,шокшы
657,kalt::A,студен,ӱштӹ
658,kühl::A,хладен,юалгы
659,kühl::A,хладен,йонгата
660,frisch::A,свеж,йонгата
661,feucht::A,влажен,ӹлӹкшӹ
662,feucht::A,влажен,вӹдӹжгӹ
663,nass::A,мокър,начкы
664,trocken::A,сух,кукшы
665,voll::A,пълен,темшӹ
666,voll::A,пълен,темыман
667,leer::A,празен,йӓрӓ
668,offen::A,откровен,виш
669,geschlossen::A,закрит,чӱчмӹ
670,geschlossen::A,закрит,тӹкӹлӓлтшӹ
671,geschlossen::A,затворен,чӱчмӹ
672,geschlossen::A,затворен,тӹкӹлӓлтшӹ
673,sauber::A,чист,ире
674,schmutzig::A,мръсен,шоран
675,schmutzig::A,мръсен,лявӹрӓн
676,schmutzig::A,мръсен,шорангшы
677,roh::A,суров,пеле кӱшӹ
678,reif::A,зрял,кӱшӹ
679,lecker::A,вкусен,тотан
680,süß::A,сладък,мӱӓн
681,bitter::A,горчив,качы
682,sauer::A,кисел,шапы
683,hell::A,ясен,соты
684,hell::A,ясен,валгыды
685,hell::A,светъл,соты
686,hell::A,светъл,валгыды
687,dunkel::A,тъмен,пӹц
688,dunkel::A,тъмен,пӹцкемӹш
689,schwarz::A,черен,шим
690,weiß::A,бял,ош
691,weiß::A,бял,ошы
692,rot::A,червен,якшаргы
693,gelb::A,жълт,сар
694,gelb::A,жълт,сары
695,blau::A,син,симсӹ
696,grün::A,зелен,ыжар
697,grau::A,сив,луды
698,bunt::A,шарен,ала
699,bunt::A,пъстър,ала
700,billig::A,евтин,шулдаш
701,teuer::A,скъп,шергӹ
702,teuer::A,скъп,шергӓкӓн
703,wertvoll::A,ценен,ӓкӓн
704,blind::A,сляп,слöпöй
705,blind::A,сляп,сльöпöй
706,taub::A,глух,тӱтӱк
707,kräftig::A,силен,виӓн
708,stark::A,здрав,виӓн
709,stark::A,силен,виӓн
710,schwach::A,слаб,шава
711,schwach::A,слаб,лӹпкӓ
712,schwach::A,слаб,слабка
713,fett::A,тлъст,таза
714,schlank::A,тънък,яштака
715,schlank::A,строен,яштака
716,hübsch::A,хубав,сӹлнӹ
717,hübsch::A,хубав,олмыдшы
718,böse::A,зъл,шӹдӓн
719,dumm::A,глупав,окмак
720,faul::A,ленив,ялахай
721,faul::A,мързелив,ялахай
722,fleißig::A,прилежен,пӓшам яратышы
723,geizig::A,скъпернически,шык
724,klug::A,умен,ышан
725,klug::A,разумен,ышан
726,geschickt::A,умел,мастар
727,geschickt::A,сръчен,мастар
728,lieb::A,мил,тыри
729,lieb::A,драг,тыри
730,lustig::A,весел,мындыр
731,lustig::A,весел,сусу
732,sanft::A,нежен,йӹвӹжӓ
733,sanft::A,кротък,йӹвӹжӓ
734,hungrig::A,гладен,шужышы
735,krank::A,болен,церлӹ
736,krank::A,болен,хворой
737,nackt::A,гол,цӓрӓ
738,traurig::A,тъжен,сы́лыкан
739,traurig::A,тъжен,кымы́лдымы
740,traurig::A,печален,сы́лыкан
741,traurig::A,печален,кымы́лдымы
742,lebendig::A,жив,живой
743,gut::A,добър,яжо
744,schlecht::A,лош,уда
745,schlecht::A,лош,худа
746,richtig::A,правилен,вургамла
747,schlimm::A,лош,йӹрнык
748,wahr::A,верен,настоящий
749,wahr::A,верен,настояшый
750,wahr::A,истински,настоящий
751,wahr::A,истински,настояшый
752,alt::A,стар,шонгы
753,alt::A,древен,шонгы
754,neu::A,нов,у
755,ehemalig::A,бивш,тошты
756,alt[Lebewesen]::A,стар,ӹлалшӹ
757,jung::A,млад,нöргӹ
758,jung::A,млад,молода
759,arm::A,беден,укеӓн
760,reich::A,богат,паян
761,reich::A,богат,пурлыкан
762,bekannt::A,познат,палӹмӹ
763,bekannt::A,известен,палӹмӹ
764,berühmt::A,почут,лӹмлы
765,berühmt::A,известен,лӹмлы
766,fremd::A,чужд,эдемӹн
767,verschieden::A,разен,тӹрлӹ
768,verschieden::A,различен,тӹрлӹ
769,nah::A,близък,лишӹл
770,fern::A,далечен,мӹндӹр
771,linker::A,ляв,шалахай
772,rechter::A,прав,вургамла
773,anderer::A,друг,вес
774,anderer::A,друг,весӹ
775,erster::A,пръв,икшӹ
776,erster::A,пръв,икӹмшӹ
777,erster::A,първи,икшӹ
778,erster::A,първи,икӹмшӹ
779,zweiter::A,втори,кокшы
780,dritter::A,трети,кымшы
781,letzter::A,последен,остатка
782,allein::ADV,само,иктӹ
783,allein::ADV,само,иктӹт
