,Concept_ID,tr,xal
230,Mensch::N,insan,күмн
231,Mann::N,adam,эр
232,Mann::N,erkek,эр
233,Frau::N,bayan,күүкд күн
234,Kind::N,çocuk,үрн
235,Junge::N,erkek çocuk,көвүн
236,Mädchen::N,kız,бичкн күүкн
237,Familie::N,aile,бүл
238,Großvater::N,dede,өвк эцк
239,Großvater::N,dede,наһц эцк
240,Großvater::N,büyükbaba,өвк эцк
241,Großvater::N,büyükbaba,наһц эцк
242,Großmutter::N,nine,эмг эк
243,Großmutter::N,nine,наһц эк
244,Großmutter::N,büyükanne,эмг эк
245,Großmutter::N,büyükanne,наһц эк
246,Eltern::N,ebeveyn,эк эцк хойр
247,Eltern::N,ana baba,эк эцк хойр
248,Vater::N,ata,эцк
249,Vater::N,baba,эцк
250,Mutter::N,ana,эк
251,Mutter::N,anne,эк
252,Sohn::N,oğul,көвүн
253,Tochter::N,kız,күүкн
254,Tochter::N,kız evlât,күүкн
255,Bruder::N,abi,дү көвүн
256,Bruder::N,erkek kardeş,дү көвүн
257,Schwester::N,abla,эгч
258,Schwester::N,abla,дү күүкн
259,Schwester::N,kız kardeş,эгч
260,Schwester::N,kız kardeş,дү күүкн
261,Onkel::N,dayı,авһ
262,Onkel::N,dayı,наһцх
263,Tante::N,hala,наһц эгч
264,Tante::N,teyze,наһц эгч
265,Ehemann::N,koca,залу
266,Ehefrau::N,karı,гергн
267,Freude::N,neşe,байр
268,Freude::N,sevinç,байр
269,Gelächter::N,gülme,инәдн
270,Gelächter::N,kahkaha,инәдн
271,Glück::N,mutluluk,җирһл
272,Glück::N,mutluluk,сәәхн җирһл
273,Kummer::N,dert,зовлң
274,Kummer::N,keder,зовлң
275,Wunsch::N,arzu,дурн
276,Wunsch::N,istek,дурн
277,Lust::N,arzu,җилвтлһн
278,Lust::N,heves,җилвтлһн
279,Geist::N,tin,зөрг
280,Gedanke::N,fikir,ухан
281,Gedanke::N,düşünce,ухан
282,Gedächtnis::N,bellek,чееҗин тодлвр
283,Verstand::N,zekâ,ухан
284,Sinn::N,anlam,учр-утх
285,Grund::N,sebep,учр
286,Grund::N,sebep,шалтан
287,Wahrheit::N,doğruluk,үнн
288,Wahrheit::N,gerçeklik,үнн
289,Gespräch::N,görüşme,күүндвүр
290,Märchen::N,masal,тууль
291,Erzählung::N,öykü,келвр
292,Erzählung::N,hikâye,келвр
293,Nachricht::N,haber,медүллһн
294,Neuigkeit::N,haber,зәңг
295,Name::N,ad,нерн
296,Name::N,isim,нерн
297,Rätsel::N,bilmece,тәәлвртә тууль
298,Rede::N,söylev,келлһн
299,Rede::N,konuşma,келлһн
300,Sprache::N,dil,келн
301,Sprache::N,lisan,келн
302,Stimme::N,ses,дун
303,Wort::N,kelime,үг
304,Zeichen::N,işaret,темдг
305,Ruf::N,çağırma,дуудлһн
306,Lärm::N,şamata,шууган
307,Lärm::N,gürültü,шууган
308,Laut::N,ses,ә
309,Ton::N,ses,дун
310,Lied::N,türkü,дун
311,Ruhe::N,sakinlik,амулң
312,Leute::N,halk,әмтн
313,Leute::N,insanlar,әмтн
314,Volk::N,ulus,улс
315,Volk::N,millet,улс
316,Arbeit::N,iş,көдлмш
317,Arbeit::N,çalışma,көдлмш
318,Gast::N,konuk,гиич
319,Gast::N,misafir,гиич
320,Geschenk::N,hediye,белг
321,Geschenk::N,armağan,белг
322,Spiel::N,oyun,наадн
323,Gesellschaft::N,çevre,олн
324,Gesellschaft::N,arkadaşlık,олн
325,Hilfe::N,yardım,нөкд
326,Freund::N,dost,иньг
327,Freund::N,arkadaş,иньг
328,Kamerad::N,arkadaş,үр
329,Angelegenheit::N,iş,керг
330,Angelegenheit::N,husus,керг
331,Anzahl::N,sayı,то
332,Art::N,çeşit,зүүл
333,Stück::N,tane,хусг
334,Stück::N,parça,хусг
335,Teil::N,kısım,хүв
336,Hälfte::N,yarı,өрәл
337,Kreis::N,daire,төгрг
338,Kreuz::N,haç,кирс
339,Linie::N,hat,зурасн
340,Linie::N,çizgi,зурасн
341,Strich::N,çizgi,татасн
342,Abstand::N,aralık,зә
343,Entfernung::N,mesafe,һазр
344,Entfernung::N,uzaklık,һазр
345,Gegend::N,yöre,һазр
346,Platz::N,yer,зә
347,Ort::N,yer,бәәрн
348,Seite::N,yan,тал
349,Seite::N,yan,хаҗу
350,Seite::N,yan,хәврһ
351,Seite::N,taraf,тал
352,Seite::N,taraf,хаҗу
353,Seite::N,taraf,хәврһ
354,Mitte::N,orta,дунд
355,Mitte::N,merkez,дунд
356,Gegenstand::N,şey,юмн
357,Sache::N,iş,юмн
358,Sache::N,şey,юмн
359,Rand::N,kenar,зах
360,Kante::N,kenar,ирмәг
361,Ecke::N,köşe,өнцг
362,Spitze::N,uç,үзүр
363,Spitze::N,baş,үзүр
364,Ende::N,uç,үзүр
365,Loch::N,oyuk,хаһрха
366,Loch::N,delik,хаһрха
367,Winkel::N,köşe,булң
368,Muster::N,örnek,намч
369,Größe::N,büyüklük,кемҗән
370,Länge::N,uzunluk,ут
371,Höhe::N,yükseklik,өндр
372,Gewicht::N,ağırlık,күнд
373,Gewicht::N,ağırlık,чиңнүр
374,Menge::N,miktar,ик
375,Haufen::N,küme,ова
376,Haufen::N,yığın,ова
377,Reihe::N,sıra,зерг
378,Reihe::N,sıra,зерглән
379,Boot::N,kayık,оңһц
380,Boot::N,sandal,оңһц
381,Ruder::N,kürek,хәәв
382,Schlitten::N,kızak,цан
383,Ski::N,kayak,лыҗ
384,Lagerfeuer::N,kamp ateşi,костёр
385,Last::N,yük,күнд
386,Gang::N,gidiş,йовлһн
387,Gang::N,yürüyüş,йовлһн
388,Schritt::N,adım,ишкм
389,Norden::N,kuzey,ар үзг
390,Süden::N,güney,өмн
391,Süden::N,güney,өмн үзг
392,Westen::N,batı,барун
393,Westen::N,batı,барун үзг
394,Osten::N,doğu,зүн
395,Osten::N,doğu,зүн үзг
396,Holz::N,ağaç,модн
397,Holz::N,tahta,модн
398,Brett::N,tahta,харһа
399,Platte::N,levha,хавтха чолун
400,Stütze::N,dayak,тулг
401,Stütze::N,destek,тулг
402,Stange::N,çubuk,уньн
403,Stock::N,sopa,модн
404,Stock::N,değnek,модн
405,Stab::N,sırık,шуург
406,Stab::N,baston,шуург
407,Rohr::N,boru,турва
408,Haus::N,ev,гер
409,Heim::N,ev,гер-бул
410,Heim::N,yurt,гер-бул
411,Ofen::N,soba,беш
412,Fußboden::N,taban,девскр
413,Fußboden::N,döşeme,девскр
414,Tisch::N,masa,ширә
415,Stuhl::N,iskemle,стул
416,Stuhl::N,sandalye,стул
417,Wiege::N,beşik,өлгә
418,Wiege::N,beşik,дүүҗң
419,Bett::N,yatak,орн
420,Bett::N,yatak,орндг
421,Regal::N,raf,таг
422,Regal::N,raf,тәвц
423,Kiste::N,sandık,яршг
424,Fenster::N,pencere,терз
425,Tür::N,kapı,үүдн
426,Tor::N,kapı,үүдн
427,Tor::N,kapı,өргн үүдн
428,Tor::N,kapı,хашан үүдн
429,Zaun::N,çit,хаша
430,Dach::N,dam,деевр
431,Dach::N,çatı,деевр
432,Leiter::N,merdiven,шат
433,Leiter::N,merdiven,давшур
434,Besen::N,süpürge,сәвүр
435,Spaten::N,bel,күрз
436,Schaufel::N,kürek,совг
437,Gabel::N,çatal,серә
438,Löffel::N,kaşık,ухр
439,Messer::N,bıçak,утх
440,Nagel::N,çivi,хадасн
441,Netz::N,ağ,гөлм
442,Haken::N,çengel,дегә
443,Griff::N,kulp,иш
444,Griff::N,kulp,бәрүл
445,Griff::N,tutamak,иш
446,Griff::N,tutamak,бәрүл
447,Schloss::N,kilit,оньс
448,Bild::N,imaj,зург
449,Bild::N,resim,зург
450,Figur::N,şekil,фигур
451,Figur::N,heykel,фигур
452,Puppe::N,kukla,наадһа
453,Beutel::N,kese,мишг
454,Beutel::N,torba,мишг
455,Bündel::N,deste,багла
456,Bündel::N,deste,боодһа
457,Tasche::N,çanta,сумк
458,Eimer::N,kova,суулһ
459,Deckel::N,kapak,бүркәсн
460,Geschirr::N,kap kacak,сав
461,Geschirr::N,kap kacak,сав-сарх
462,Sack::N,torba,мишг
463,Tasse::N,fincan,ааһ
464,Topf::N,tencere,кастрюль
465,Kessel::N,kazan,хәәсн
466,Essen::N,yemek,зоогллһн
467,Nahrung::N,gıda,теҗәл
468,Nahrung::N,besin,теҗәл
469,Speise::N,yemek,хот
470,Fleisch::N,et,махн
471,Getreide::N,tahıl,хот болҗ эдлгддг цецгүдтә урһмл
472,Getreide::N,hububat,хот болҗ эдлгддг цецгүдтә урһмл
473,Brei::N,ezme,хаш
474,Brot::N,ekmek,өдмг
475,Scheibe::N,dilim,зүсм
476,Fett::N,yağ,өөкн
477,Butter::N,tereyağı,тосн
478,Öl::N,yağ,тосн
479,Öl::N,akar yağ,тосн
480,Salz::N,tuz,давсн
481,Suppe::N,çorba,шөлн
482,Honig::N,bal,бал
483,Milch::N,süt,үсн
484,Tee::N,çay,цә
485,Leder::N,deri,арсн
486,Leder::N,meşin,арсн
487,Wolle::N,yün,утцн
488,Wolle::N,yün,эд
489,Stoff::N,kumaş,эд
490,Nadel::N,iğne,зүн
491,Faden::N,tire,утцн
492,Faden::N,iplik,утцн
493,Knopf::N,düğme,товч
494,Knoten::N,düğüm,зәңгдә
495,Farbe::N,boya,будг
496,Kleidung::N,giyim,хувцн
497,Kleidung::N,giyim,хувц-хунр
498,Hemd::N,gömlek,киилг
499,Kragen::N,yaka,зах
500,Ärmel::N,yen,ханцн
501,Ärmel::N,elbise kolu,ханцн
502,Hose::N,pantolon,шалвур
503,Gürtel::N,kuşak,бүс
504,Mütze::N,bere,махла
505,Mütze::N,kasket,махла
506,Schuh::N,kundura,башмгуд
507,Schuh::N,ayakkabı,башмгуд
508,Stiefel::N,çizme,һосн
509,Ring::N,yüzük,билцг
510,Band::N,bağ,лент
511,Band::N,şerit,лент
512,Kamm::N,tarak,сам
513,Spiegel::N,ayna,толь
514,Riemen::N,kayış,бүс
515,Schnur::N,ip,деесн
516,Schnur::N,sicim,деесн
517,Leine::N,kayış,бурнтг
518,Leine::N,kayış,нохан көтлвр
519,Decke::N,örtü,көнҗл
520,Decke::N,yorgan,көнҗл
521,Kissen::N,yastık,дер
522,Tuch::N,bez,альчур
523,Handtuch::N,havlu,полотенц
524,Handtuch::N,havlu,һар-нүүрин альчур
525,Kraft::N,güç,күчн
526,Kraft::N,kuvvet,күчн
527,Stärke::N,kuvvet,чидл
528,Gesundheit::N,sağlık,эрүл-менд
529,Krankheit::N,hastalık,өвчн
530,Schmerz::N,ağrı,өвдлһн
531,Schmerz::N,sancı,өвдлһн
532,Wunde::N,yara,шав
533,Fieber::N,ateş,безг
534,Arznei::N,ilâç,эм
535,Brücke::N,köprü,тагт
536,Brunnen::N,kuyu,худг
537,Brunnen::N,çeşme,худг
538,Weide::N,otlak,малын идг
539,Pfad::N,patika,цувг
540,Pfad::N,keçiyolu,цувг
541,Weg::N,yol,хаалһ
542,Straße::N,yol,зам
543,Straße::N,cadde,зам
544,Dorf::N,köy,хотн
545,Stadt::N,kent,балһсн
546,Stadt::N,şehir,балһсн
547,Brief::N,mektup,бичг
548,Buch::N,kitap,дегтр
549,Buchstabe::N,harf,үзг
550,Zeitung::N,gazete,газет
551,Leben::N,hayat,җирһл
552,Tod::N,ölüm,үкл
553,Tod::N,ölüm,өңгрлһн
554,Grab::N,kabir,оршалһна нүкн
555,Kirche::N,kilise,чонҗ
556,Sünde::N,günah,нүл
557,Sünde::N,günah,килнц
558,Gott::N,tanrı,бурхн
559,Arbeiter::N,işçi,көдлмшч
560,Chef::N,şef,толһач
561,Chef::N,müdür,толһач
562,Meister::N,usta,урн
563,Arzt::N,hekim,эмч
564,Arzt::N,doktor,эмч
565,Lehrer::N,hoca,багш
566,Lehrer::N,öğretmen,багш
567,Geld::N,para,мөңгн
568,Geschäft::N,ticaret,көдлмш
569,Laden::N,dükkân,лавк
570,Preis::N,fiyat,үн
571,Ware::N,mal,эд-тавр
572,Nutzen::N,fayda,олз
573,Reichtum::N,servet,зөөр
574,Reichtum::N,zenginlik,зөөр
575,Welt::N,dünya,орчлң
576,Welt::N,dünya,делкә
577,Land::N,ülke,орн-нутг
578,Staat::N,devlet,государств
579,König::N,kral,хан
580,Macht::N,kudret,йосн
581,Macht::N,iktidar,йосн
582,Grenze::N,had,меҗә
583,Grenze::N,sınır,меҗә
584,Krieg::N,savaş,дән
585,Feind::N,düşman,дәәсн
586,Gewalt::N,zor,күч һарһлһн
587,Gewalt::N,cebir,күч һарһлһн
588,Kampf::N,savaş,ноолдан
589,Kampf::N,savaş,бәрлдлһн
590,Bogen[Waffe]::N,yay,саадг
591,Pfeil::N,ok,сумн
592,Gewehr::N,tüfek,бу
593,Fehler::N,hata,алдг
594,Fehler::N,yanlış,алдг
595,Lüge::N,yalan,худл
596,Schaden::N,zarar,хорлт
597,Unglück::N,felâket,гүрм
598,Unglück::N,talihsizlik,гүрм
599,Schuld::N,suç,гем
600,Schuld::N,suç,буру
601,Schuld::N,kabahat,гем
602,Schuld::N,kabahat,буру
603,Alter::N,yaş,насн
604,Schluss::N,son,чилгч
605,Zeit::N,zaman,цаг
606,Tag::N,gün,өдр
607,Morgen::N,sabah,өрүн
608,Mittag::N,öğle,үд
609,Abend::N,akşam,асхн
610,Nacht::N,gece,сө
611,Woche::N,hafta,долан хонг
612,Monat::N,ay,сар
613,Jahr::N,yıl,җил
614,Jahr::N,sene,җил
615,Frühling::N,ilkbahar,хавр
616,Sommer::N,yaz,зун
617,Herbst::N,güz,намр
618,Herbst::N,sonbahar,намр
619,Winter::N,kış,үвл
620,Januar::N,ocak,январь
621,Februar::N,şubat,февраль
622,März::N,mart,март
623,März::N,mart,моһа сар
624,April::N,nisan,апрель
625,Mai::N,mayıs,май
626,Juni::N,haziran,июнь
627,Juni::N,haziran,мөчн сар
628,Juli::N,temmuz,июль
629,August::N,ağustos,август
630,September::N,eylül,һаха сар
631,Oktober::N,ekim,октябрь
632,November::N,kasım,ноябрь
633,November::N,kasım,үкр сар
634,Dezember::N,aralık,бар сар
635,Montag::N,pazartesi,понедельник
636,Dienstag::N,salı,вторник
637,Mittwoch::N,çarşamba,среда
638,Mittwoch::N,çarşamba,үлмҗ өдр
639,Donnerstag::N,perşembe,четверг
640,Donnerstag::N,perşembe,пүрвә өдр
641,Freitag::N,cuma,пятниц
642,Samstag::N,cumartesi,суббот
643,Sonntag::N,pazar,нарн өдр
644,Sonntag::N,pazar,воскресень
645,groß::A,büyük,ик
646,klein::A,ufak,бичкн
647,klein::A,küçük,бичкн
648,lang::A,uzun,ут
649,kurz::A,kısa,оһтр
650,breit::A,enli,өргн
651,breit::A,geniş,өргн
652,schmal::A,dar,уутьхн
653,dicht::A,sık,нигт
654,dicht::A,yoğun,нигт
655,dick[Gegenstand]::A,kalın,зузан
656,dick[Gegenstand]::A,iri,зузан
657,dünn::A,ince,нимгн
658,fein::A,ince,нәрхн
659,fein::A,narin,нәрхн
660,fest::A,sabit,бат
661,fest::A,sağlam,бат
662,flach::A,düz,хавтха
663,flach::A,yassı,хавтха
664,glatt::A,düz,тегш
665,glatt::A,düz,тиньгр
666,hart::A,katı,хату
667,weich::A,yumuşak,җөөлн
668,weich::A,yumuşak,җөөлкн
669,rund::A,yuvarlak,төгрг
670,spitz::A,sivri,шовһр
671,scharf::A,keskin,хурц
672,stumpf::A,kör,мука
673,schwer::A,ağır,күнд
674,schön::A,güzel,сәәхн
675,heiß::A,kızgın,халун
676,warm::A,sıcak,дулан
677,kalt::A,soğuk,киитн
678,kühl::A,serin,серүн
679,frisch::A,taze,серүн
680,feucht::A,nemli,чиигтә
681,feucht::A,rutubetli,чиигтә
682,nass::A,yaş,чиигтә
683,nass::A,ıslak,чиигтә
684,trocken::A,kuru,хагсу
685,voll::A,dolu,дүүрң
686,voll::A,dolmuş,дүүрң
687,leer::A,boş,сул
688,leer::A,boş,хоосн
689,offen::A,açık,секәтә
690,geschlossen::A,kapalı,хаалһата
691,sauber::A,pak,цевр
692,sauber::A,temiz,цевр
693,schmutzig::A,pis,киртә
694,schmutzig::A,kirli,киртә
695,roh::A,çiğ,түүкә
696,reif::A,olgun,болсн
697,lecker::A,lezzetli,әмтәхн
698,süß::A,tatlı,әмтәхн
699,süß::A,şekerli,әмтәхн
700,bitter::A,acı,һашун
701,bitter::A,acı,һашута
702,sauer::A,ekşi,ишклң
703,hell::A,aydınlık,герлтә
704,dunkel::A,karanlık,харңһу
705,schwarz::A,kara,хар
706,schwarz::A,siyah,хар
707,weiß::A,ak,цаһан
708,weiß::A,beyaz,цаһан
709,rot::A,kırmızı,улан
710,gelb::A,sarı,шар
711,blau::A,mavi,көк
712,grün::A,yeşil,көк
713,grau::A,boz,бор
714,bunt::A,renkli,алг
715,bunt::A,renkli,эрәтә
716,billig::A,ucuz,кимд
717,teuer::A,pahalı,үнтә
718,wertvoll::A,değerli,үнтә
719,wertvoll::A,değerli,эрднь
720,blind::A,kör,сохр
721,taub::A,sağır,дүлә
722,kräftig::A,dinç,күчтә
723,kräftig::A,kuvvetli,күчтә
724,stark::A,güçlü,чаңһ
725,stark::A,kuvvetli,чаңһ
726,schwach::A,zayıf,күчн тату
727,schwach::A,güçsüz,күчн тату
728,fett::A,şişman,тарһн
729,schlank::A,narin,эццн
730,hübsch::A,güzel,көркхн
731,hübsch::A,sevimli,көркхн
732,böse::A,kötü,уурта
733,dumm::A,aptal,тенг
734,faul::A,tembel,залху
735,fleißig::A,çalışkan,кинән
736,fleißig::A,çalışkan,кинмһә
737,geizig::A,cimri,ховдг
738,klug::A,zekî,ухата
739,klug::A,akıllı,ухата
740,geschickt::A,becerikli,чадмг
741,lieb::A,sevimli,эңкр
742,lustig::A,neşeli,сергмҗтә
743,lustig::A,neşeli,җирһлтә
744,sanft::A,nazik,номһн
745,hungrig::A,aç,өлн
746,hungrig::A,aç,харһнсн
747,krank::A,hasta,өвчтә
748,krank::A,hasta,шалтгта
749,krank::A,rahatsız,өвчтә
750,krank::A,rahatsız,шалтгта
751,nackt::A,çıplak,нүцкн
752,traurig::A,kederli,һундлта
753,traurig::A,üzüntülü,һундлта
754,lebendig::A,canlı,әмд
755,gut::A,iyi,сән
756,schlecht::A,kötü,му
757,richtig::A,doğru,зөвтә
758,schlimm::A,kötü,җигшүртә
759,wahr::A,doğru,үнн
760,wahr::A,doğru,мөн
761,wahr::A,gerçek,үнн
762,wahr::A,gerçek,мөн
763,alt::A,eski,хуучн
764,neu::A,yeni,шин
765,ehemalig::A,önceki,хуучн
766,alt[Lebewesen]::A,yaşlı,көгшн
767,jung::A,genç,баһ
768,arm::A,fakir,угатя
769,reich::A,zengin,байн
770,bekannt::A,bilinen,таньл
771,bekannt::A,bilinen,таньдг
772,berühmt::A,ünlü,туурсн
773,berühmt::A,meşhur,туурсн
774,fremd::A,yabancı,күүнә
775,verschieden::A,ayrı,әдл биш
776,verschieden::A,ayrı,йилһәтә
777,verschieden::A,farklı,әдл биш
778,verschieden::A,farklı,йилһәтә
779,nah::A,yakın,өөрхн
780,nah::A,bitişik,өөрхн
781,fern::A,uzak,хол
782,linker::A,sol,зүн
783,rechter::A,sağ,барун
784,anderer::A,diğer,талдан
785,erster::A,ilk,негдгч
786,erster::A,birinci,негдгч
787,zweiter::A,ikinci,хойрдгч
788,dritter::A,üçüncü,һурвдгч
789,letzter::A,son,отхн
790,letzter::A,sonuncu,отхн
791,allein::ADV,yalnız,һанцарн
792,allein::ADV,tek başına,һанцарн
793,auf einmal::ADV,birden,нег дәкҗ
794,zusammen::ADV,beraber,хамдан
795,zusammen::ADV,birlikte,хамдан
796,lange::ADV,çok,удан
