,Concept_ID,ce,sv
816,erscheinen::V,ӏоттадала,synas
817,erscheinen::V,ӏоттадала,visa sig
818,verschwinden::V,къайладала,försvinna
819,sinken::V,лахдала,sjunka
820,zunehmen::V,лакхадала,tilltaga
821,steigen::V,хьаладала,stiga
822,wachsen::V,кхиа,växa
823,glänzen::V,лепа,glimma
824,funkeln::V,къега,tindra
825,funkeln::V,къега,gnistra
826,lärmen::V,гӏовгӏаян,bråka
827,lärmen::V,гӏовгӏаян,väsnas
828,läuten::V,детта,ringa
829,klingeln::V,дека,ringa
830,klirren::V,дека,klirra
831,brausen::V,хьаьдда даха,brusa
832,rauschen::V,леста,susa
833,klingen::V,дека,låta
834,klingen::V,дека,klinga
835,bellen::V,лета,skälla
836,heulen::V,угӏа,yla
837,heulen::V,угӏа,tjuta
838,blasen::V,хӏуп баха,blåsa
839,pfeifen::V,шок етта,vissla
840,schreien::V,мохь бетта,skrika
841,stöhnen::V,узарш дан,stöna
842,zittern::V,дега,darra
843,zittern::V,дега,skälva
844,leben::V,даха,leva
845,geboren werden::V,хила,födas
846,atmen::V,садеӏа,andas
847,trinken::V,мала,dricka
848,essen::V,кхалла,äta
849,schlucken::V,къурдбан,svälja
850,müde werden::V,кӏаддала,tröttna
851,einschlafen::V,наб кхета,somna
852,schlafen::V,вижа,sova
853,schlafen::V,наб ян,sova
854,schlafen::V,дижина хила,sova
855,aufwachen::V,самадала,vakna
856,aufstehen::V,гӏатта,stiga upp
857,sich erholen::V,садаӏа,repa sig
858,sich erholen::V,садаӏа,hämta sig
859,krank werden::V,цомгуш хила,insjukna
860,krank sein::V,цомгуш хила,vara sjuk
861,schmerzen::V,лаза,smärta
862,schmerzen::V,лаза,göra ont
863,schmerzen::V,ӏийжа,smärta
864,schmerzen::V,ӏийжа,göra ont
865,husten::V,йовхарш етта,hosta
866,genesen::V,тадала,tillfriskna
867,sterben::V,дала,dö
868,umkommen::V,хӏаллакхила,omkomma
869,sich bewegen::V,лела,röra sig
870,sich rühren::V,меттахъхьен,röra på sig
871,sich erheben::V,хьалагlатта,resa sig
872,sich setzen::V,хаа,sätta sig
873,hinfallen::V,дожа,falla omkull
874,hinfallen::V,охьакхета,falla omkull
875,laufen::V,вада,löpa
876,laufen::V,хьада,löpa
877,schreiten::V,болар дан,skrida
878,schreiten::V,ког баккха,skrida
879,spazierengehen::V,доладала,promenera
880,eilen::V,сихдала,ila
881,sich beeilen::V,сихдала,skynda sig
882,rennen::V,дада,löpa
883,rennen::V,дада,springa
884,springen::V,ирхкхийсадала,hoppa
885,klettern::V,тӏедийла,klättra
886,schaukeln::V,техко,gunga
887,kriechen::V,такха,kräla
888,schwimmen::V,некадан,simma
889,tauchen::V,чулелха,dyka
890,rudern::V,дига лело,ro
891,rudern::V,кема лело,ro
892,fahren::V,хахка,köra
893,fliegen::V,тӏемадала,flyga
894,gehen::V,лeла,gå
895,weggehen::V,дӏадаха,gå bort
896,abfahren::V,дӏадаха,resa
897,abfahren::V,дӏадаха,avresa
898,anhalten::V,саца,stanna
899,hineingehen::V,чудала,gå in
900,eintreten::V,чудала,träda in
901,kommen::V,кхача,komma
902,kommen::V,дӏакхача,komma
903,kommen::V,схьакхача,komma
904,ankommen::V,кхача,ankomma
905,ankommen::V,схьакхача,ankomma
906,zurückkommen::V,юхада,återkomma
907,bleiben::V,диса,bli
908,bleiben::V,диса,förbli
909,warten::V,хьежа,vänta
910,warten::V,cобар дан,vänta
911,erwarten::V,хьоьжуш ӏан,vänta
912,suchen::V,леха,leta
913,finden::V,каро,finna
914,versuchen::V,дан хьажа,försöka
915,vorbereiten::V,кечъян,förbereda
916,lieben::V,деза,älska
917,mögen::V,безамхила,tycka om
918,lachen::V,дела,skratta
919,rühren::V,хьедан,röra
920,weinen::V,делха,gråta
921,schimpfen::V,чехо,skälla
922,sich ärgern::V,оьгӏазъэха,förargas
923,sich fürchten::V,кхера,vara rädd
924,fürchten::V,кхера,frukta
925,fliehen::V,дӏадада,fly
926,fliehen::V,дӏадада,rymma
927,flüchten::V,дӏадада,fly
928,sehen::V,ган,se
929,anschauen::V,хьажа,se på
930,anschauen::V,хьажа,betrakta
931,anschauen::V,хьежа,se på
932,anschauen::V,хьежа,betrakta
933,ansehen::V,хьовса,åse
934,hören::V,хаза,höra
935,zuhören::V,ладогӏа,höra på
936,zuhören::V,ладогӏа,lyssna till
937,probieren::V,хьажа,smaka
938,probieren::V,хьажа,smaka på
939,riechen::V,хьожа яха,lukta
940,fühlen::V,хаадала,känna
941,scheinen::V,мотта,verka
942,scheinen::V,мотта,tyckas
943,zu sehen sein::V,гуш хила,synas
944,zu sehen sein::V,гуш хила,kunna ses
945,vernehmen::V,бартхатта,få veta
946,vernehmen::V,бартхатта,förnimma
947,frieren::V,гӏоро,frysa
948,tun::V,дан,göra
949,können::V,дадала,kunna
950,wollen::V,тӏергӏа,vilja
951,anfangen::V,доло,börja
952,beenden::V,довла,avsluta
953,aufhören::V,саца,sluta
954,aufhören::V,саца,upphöra
955,gelingen::V,кадала,lyckas
956,geraten::V,хила,bli
957,öffnen::V,дӏаделла,öppna
958,öffnen::V,схьаделла,öppna
959,schließen::V,къовла,låsa
960,schließen::V,къовла,stänga
961,schließen::V,дӏачӏагӏа,låsa
962,schließen::V,дӏачӏагӏа,stänga
963,stellen::V,хlотто,ställa
964,setzen::V,дийгӏа,sätta
965,legen::V,охьадилла,lägga
966,berühren::V,хьедан,beröra
967,verbinden::V,вовшахтаса,förbinda
968,bedecken::V,тилла,täcka
969,bedecken::V,тилла,betäcka
970,bedecken::V,тӏетаса,täcka
971,bedecken::V,тӏетаса,betäcka
972,aufhängen::V,хьалаолла,hänga
973,aufhängen::V,хьалаолла,hänga upp
974,anzünden::V,лато,tända
975,anzünden::V,лато,antända
976,anzünden::V,лато,tända på
977,aufheben::V,айа,lyfta
978,zurücklassen::V,дита,lämna
979,zurücklassen::V,дита,efterlämna
980,verlieren::V,дайа,mista
981,verlieren::V,дайа,förlora
982,fallen lassen::V,охьадожо,tappa
983,fallen lassen::V,охьадожо,släppa
984,machen::V,дан,göra
985,herstellen::V,дан,tillverka
986,herstellen::V,дан,framställa
987,bauen::V,гӏишлоян,bygga
988,reparieren::V,тадан,reparera
989,verbessern::V,нисдан,rätta
990,verbessern::V,нисдан,förbättra
991,ändern::V,хийца,ändra
992,ändern::V,хийца,förändra
993,graben::V,ахка,gräva
994,beugen::V,сатто,böja
995,biegen::V,сатто,böja
996,biegen::V,сатто,kröka
997,drehen::V,хьовзо,vrida
998,umdrehen::V,хьовзo,vrida om
999,heben::V,айа,häva
1000,heben::V,хьалаайа,häva
1001,hochheben::V,хьалаайа,lyfta
1002,ergreifen::V,дӏалаца,gripa
1003,halten::V,латто,hålla
1004,drücken::V,тӏетаӏо,trycka
1005,schieben::V,татта,skjuta
1006,kratzen::V,мӏараш тийса,riva
1007,kratzen::V,мӏараш тийса,skrapa
1008,lecken::V,мотт хьекха,slicka
1009,beißen::V,катoха,bita
1010,abreißen::V,схьадаккха,slita_av
1011,abreißen::V,схьадаккха,riva_av
1012,abschneiden::V,кхада,skära av
1013,binden::V,дӏадехка,binda
1014,binden::V,вовшахтаса,binda
1015,stecken::V,чудахийта,sticka
1016,brechen::V,кагдан,bryta
1017,brechen::V,кагдан,brista
1018,klopfen::V,детта,banka
1019,klopfen::V,детта,klappa
1020,hauen::V,етта,hugga
1021,kleben::V,тӏелато,klistra
1022,reiben::V,хьекхо,gnida
1023,streichen::V,тlехьакха,smörja
1024,schleifen::V,ирдан,slipa
1025,schneiden::V,ларга,skära
1026,schneiden::V,ларга,klippa
1027,rütteln::V,лесто,skaka
1028,schütteln::V,лесто,rista
1029,schwenken::V,лесто,svänga
1030,schütten::V,дотта,hälla
1031,füllen::V,дуза,fylla
1032,einwickeln::V,хьарчо,slå in
1033,einwickeln::V,хьарчо,veckla in
1034,tragen::V,дахьа,bära
1035,schleppen::V,ийзо,släpa
1036,ziehen::V,озо,dra
1037,aufbewahren::V,ӏалашдан,förvara
1038,aufbewahren::V,ӏалашдан,ta vara på
1039,werfen::V,кхосса,kasta
1040,fangen::V,леца,fånga
1041,packen::V,леца,gripa
1042,packen::V,леца,gripa tag
1043,verstecken::V,къайладаккха,gömma
1044,teilen::V,декъа,dela
1045,schicken::V,дӏадахьийта,skicka
1046,bringen::V,дан,bringa
1047,hinzufügen::V,тӏетоха,tillägga
1048,bekommen::V,даккха,få
1049,bekommen::V,даккха,erhålla
1050,erhalten::V,даккха,få
1051,erhalten::V,даккха,erhålla
1052,nehmen::V,схьаэца,ta
1053,nehmen::V,схьаэца,taga
1054,wählen::V,харжа,välja
1055,auswählen::V,харжа,utvälja
1056,bewahren::V,lалашдан,bevara
1057,behindern::V,новкъарло ян,hindra
1058,behindern::V,новкъарло ян,förhindra
1059,verderben::V,талхо,förstöra
1060,beschädigen::V,дохо,skada
1061,zerbrechen::V,дохо,bryta isär
1062,zerbrechen::V,дохо,bryta sönder
1063,zerbrechen::V,кагдан,bryta isär
1064,zerbrechen::V,кагдан,bryta sönder
1065,zerreißen::V,хадо,riva sönder
1066,zerreißen::V,хадо,slita sönder
1067,zerstören::V,дохо,förstöra
1068,zerstören::V,кагдан,förstöra
1069,verbrennen::V,даго,bränna
1070,verbrennen::V,даго,bränna upp
1071,geben::V,яла,ge
1072,reichen::V,дӏадала,räcka
1073,reichen::V,дӏакховдо,räcka
1074,schenken::V,совгӏат дан,skänka
1075,versprechen::V,ваӏда дан,lova
1076,wünschen::V,лаа,önska
1077,loben::V,хасто,lova
1078,loben::V,хасто,beröma
1079,küssen::V,оба яккха,pussa
1080,wiegen::V,тахка,vagga
1081,zudecken::V,тӏетаса,täcka
1082,wecken::V,самадаккха,väcka
1083,zeigen::V,гайта,visa
1084,führen::V,дига,föra
1085,lehren::V,ӏамо,lära
1086,unterrichten::V,хьеха,undervisa
1087,aufziehen::V,кхио,uppfostra
1088,leiten::V,урхалла дан,leda
1089,antreiben::V,сихдан,driva på
1090,lassen::V,-йта,få att
1091,einladen::V,кхайкха,bjuda
1092,einladen::V,кхайкха,inbjuda
1093,vereinigen::V,цхьаьнатоха,förena
1094,besuchen::V,хьажахIотта,besöka
1095,treffen::V,дуьхьалкхета,möta
1096,treffen::V,дуьхьалкхета,träffa
1097,sich versammeln::V,гулдан,församla sig
1098,spielen::V,ловза,leka
1099,spielen::V,ловза,spela
1100,singen::V,лакха,sjunga
1101,tanzen::V,хелхадала,dansa
1102,sich trennen::V,къаста,skiljas
1103,verlassen::V,дита,lämna
1104,verlassen::V,дита,överge
1105,retten::V,кӏелхьардаккха,rädda
1106,bewachen::V,ха дан,bevaka
1107,schützen::V,лардан,skydda
1108,schützen::V,лардан,beskydda
1109,verteidigen::V,лардан,försvara
1110,sich schlagen::V,етта,slåss
1111,schießen::V,детта,skjuta
1112,siegen::V,тола,segra
1113,ärgern::V,оьгӏаздахийта,förarga
1114,schlagen::V,тоха,slå
1115,treten::V,мийра тоха,sparka
1116,stechen::V,ӏотта,sticka
1117,stechen::V,къовзо,sticka
1118,stoßen::V,татта,stöta
1119,stehlen::V,лачкъо,stjäla
1120,stören::V,новкъарло ян,störa
1121,belästigen::V,сагатдан,genera
1122,belästigen::V,сагатдан,besvära
1123,verbergen::V,къайладаккха,dölja
1124,täuschen::V,ӏexo,vilseleda
1125,betrügen::V,ледан,bedra
1126,töten::V,ден,döda
1127,wohnen::V,даха,bo
1128,arbeiten::V,къахьега,arbeta
1129,sammeln::V,гулдан,samla
1130,pflücken::V,даха,plocka
1131,jagen::V,талла,jaga
1132,fischen::V,чӏерий леца,fiska
1133,fassen::V,лаца,fånga
1134,fassen::V,схьалаца,fånga
1135,hüten::V,лардан,vakta
1136,treiben::V,лахка,driva
1137,anbinden::V,дӏадехка,binda fast
1138,füttern::V,хӏума яла,fodra
1139,melken::V,оза,mjölka
1140,gießen::V,хи тоха,hälla
1141,gießen::V,хи тоха,vattna
1142,reifen::V,хьекъа,mogna
1143,zubereiten::V,кечъян,tillaga
1144,zubereiten::V,кечъян,tillreda
1145,zubereiten::V,кхача бан,tillaga
1146,zubereiten::V,кхача бан,tillreda
1147,kochen::V,кхача бан,koka
1148,backen::V,датта,baka
1149,braten::V,кхарза,steka
1150,umrühren::V,кего,röra om
1151,nähen::V,тега,sy
1152,färben::V,басардан,färga
1153,reinigen::V,цӏандан,rensa
1154,reinigen::V,цӏандан,rengöra
1155,waschen::V,йила,tvätta
1156,waschen::V,йитта,tvätta
1157,waschen::V,дӏадайа,tvätta
1158,abwischen::V,дӏадайа,torka av
1159,spülen::V,хи кхарза,spola
1160,spülen::V,хи кхарза,skölja
1161,fegen::V,нуй хьакха,feja
1162,kehren::V,нуй хьакха,sopa
1163,baden::V,лийча,bada
1164,sich waschen::V,юьхь йила,tvätta sig
1165,ausziehen::V,духар дӏадаккха,ta av
1166,sich anziehen::V,духа,klä på sig
1167,kämmen::V,ехк хьакха,kamma
1168,schmücken::V,хаздан,pynta
1169,schmücken::V,хаздан,smycka
1170,sagen::V,ала,säga
1171,sprechen::V,баха,tala
1172,sprechen::V,мотт бийца,tala
1173,reden::V,къамел дан,tala
1174,reden::V,къамел дан,prata
1175,sich unterhalten::V,къамел дан,prata
1176,fragen::V,хатта,fråga
1177,fragen::V,хатта,spörja
1178,bitten::V,деха,be
1179,erzählen::V,дийца,berätta
1180,mitteilen::V,хаам бан,meddela
1181,nennen::V,цӏе яккха,kalla
1182,rufen::V,кхайкха,ropa
1183,prahlen::V,куралла ян,pråla
1184,prahlen::V,куралла ян,skryta
1185,prahlen::V,дозалла дан,pråla
1186,prahlen::V,дозалла дан,skryta
1187,übersetzen::V,гоч дан,tolka
1188,übersetzen::V,гоч дан,översätta
1189,denken::V,ойла ян,tänka
1190,glauben::V,теша,tro
1191,bemerken::V,ган,uppmärksamma
1192,bemerken::V,ган,lägga märke till
1193,erkennen::V,довза,känna igen
1194,begreifen::V,кхета,begripa
1195,verstehen::V,кхета,förstå
1196,lernen::V,деша,lära sig
1197,wissen::V,хаа,veta
1198,sich erinnern an::V,дагадан,minnas
1199,sich erinnern an::V,дагадан,komma ihåg
1200,vergessen::V,дицдала,glömma
1201,messen::V,дуста,mäta
1202,zählen::V,дагардан,räkna
1203,rechnen::V,лара,räkna
1204,lesen::V,еша,läsa
1205,malen::V,сурт дилла,måla
1206,zeichnen::V,сурт дилла,teckna
1207,schreiben::V,яздан,skriva
1208,besitzen::V,доладан,äga
1209,besitzen::V,доладан,besitta
1210,kaufen::V,эца,köpa
1211,verkaufen::V,дохка,sälja
1212,bezahlen::V,мах бала,betala
1213,zahlen::V,мах бала,betala
1214,beherrschen::V,собаре хила,behärska
1215,ertragen::V,лан,tåla
1216,ertragen::V,лан,uthärda
1217,ertragen::V,сатоха,tåla
1218,ertragen::V,сатоха,uthärda
1219,ertragen::V,садетта,tåla
1220,ertragen::V,садетта,uthärda
1221,Schwarm::N,,svärm
1222,Schlinge::N,,snara
1223,Art::N,,art
1224,Art::N,,slag
1225,Entfernung::N,,avstånd
1226,Griff::N,,tag
1227,Griff::N,,handtag
1228,Figur::N,,figur
1229,Bogen[Waffe]::N,,båge
1230,so::ADV,,så
1231,abnehmen::V,,avta
1232,abnehmen::V,,minskas
1233,sausen::V,,susa
1234,wenden::V,,vända
1235,hacken::V,,hacka
1236,stricken::V,,sticka
1237,anziehen::V,,ta på
