,Concept_ID,ce,sv
107,Hügel::N,шу,höjd
108,Hügel::N,шу,kulle
109,Hügel::N,барз,höjd
110,Hügel::N,барз,kulle
111,Anhöhe::N,акъари,höjd
112,Anhöhe::N,акъари,backe
113,Berg::N,лам,berg
114,Berg::N,лам,fjäll
115,Gipfel::N,бохь,topp
116,Höhle::N,хьех,håla
117,Höhle::N,хьех,grotta
118,Abhang::N,басе,slänt
119,Abhang::N,басе,sluttning
120,Quelle::N,шовда,källa
121,Bach::N,татол,bäck
122,Fluss::N,хи,älv
123,Fluss::N,хи,flod
124,Ufer::N,хийист,strand
125,Küste::N,йист,kust
126,Festland::N,латта,fastland
127,Meer::N,xӏорд,hav
128,Bucht::N,чож,vik
129,Bucht::N,чож,bukt
130,Insel::N,гӏайре,ö
131,Blume::N,зезаг,blomma
132,Blume::N,зезаг,blomster
133,Gras::N,буц,gräs
134,Wurzel::N,орам,rot
135,Baum::N,дитт,träd
136,Stamm::N,гӏад,stam
137,Stamm::N,тайпа,stam
138,Rinde::N,кевстиг,bark
139,Ast::N,га,gren
140,Zweig::N,га,kvist
141,Blatt::N,гӏа,löv
142,Blatt::N,гӏа,blad
143,Birke::N,дакх,björk
144,Kiefer[Baum]::N,бага,tall
145,Weide[Baum]::N,дак,pil
146,Weide[Baum]::N,дак,vide
147,Tanne::N,база,gran
148,Horn::N,маӏа,horn
149,Feder::N,пелаг,fjäder
150,Fell::N,цӏока,fäll
151,Fell::N,цӏока,skinn
152,Flügel::N,тӏам,vinge
153,Klaue::N,мӏара,klöv
154,Kralle::N,тlод,klo
155,Schwanz::N,цӏога,svans
156,Schwanz::N,цӏога,stjärt
157,Ei::N,xӏoa,ägg
158,Nest::N,бен,rede
159,Nest::N,бен,näste
160,Bau::N,lуьрг,bo
161,Tier::N,дийнат,djur
162,Herde::N,жа,flock
163,Kuh::N,етт,ko
164,Bulle::N,сту,tjur
165,Pferd::N,говр,häst
166,Schaf::N,жий,får
167,Schaf::N,уьстагӏ,får
168,Schwein::N,хьакха,svin
169,Hund::N,жӏаьла,hund
170,Katze::N,цициг,katt
171,Bär::N,ча,björn
172,Eichhörnchen::N,тарсал,ekorre
173,Elch::N,сай,älg
174,Fuchs::N,цхьогал,räv
175,Hase::N,пхьагал,hare
176,Maus::N,дахка,mus
177,Wolf::N,борз,varg
178,Vogel::N,олхазар,fågel
179,Huhn::N,котам,höns
180,Hahn::N,нӏаьна,tupp
181,Hahn::N,боргӏал,tupp
182,Gans::N,гӏаз,gås
183,Adler::N,aьрзу,örn
184,Ente::N,бад,anka
185,Eule::N,бухӏа,uggla
186,Kranich::N,гӏаргӏули,trana
187,Krähe::N,къиг,kråka
188,Kuckuck::N,aттйокх,gök
189,Schwan::N,гӏургӏаз,svan
190,Fisch::N,чӏара,fisk
191,Barsch::N,окунь,abborre
192,Hecht::N,гӏазкхийн чӏара,gädda
193,Schlange[Tier]::N,лаьхьа,orm
194,Wurm::N,нӏаьна,mask
195,Spinne::N,гезг,spindel
196,Ameise::N,зингат,myra
197,Laus::N,меза,lus
198,Laus::N,гӏениг,lus
199,Mücke::N,чуьрк,mygga
200,Fliege::N,моза,fluga
201,Schmetterling::N,полла,fjäril
202,Beere::N,цӏазам,bär
203,Apfel::N,ӏаж,äpple
204,Pilz::N,жӏаьлин нускал,svamp
205,Zwiebel::N,xох,lök
206,Saat::N,чlу,sådd
207,Korn::N,буьртиг,korn
208,Heu::N,йол,hö
209,Schale::N,пардо,skal
210,Grube::N,ор,grop
211,Falle::N,кӏело,fälla
212,Spur::N,лар,spår
213,Asche::N,чим,aska
214,Dreck::N,мода,lort
215,Eisen::N,эчиг,järn
216,Gold::N,деши,guld
217,Silber::N,дети,silver
218,Kohle::N,кӏора,kol
219,Glas::N,aнгали,glas
220,Lehm::N,поппар,lera
221,Sand::N,гӏум,sand
222,Mensch::N,адам,människa
223,Mann::N,майра,man
224,Frau::N,зуда,kvinna
225,Kind::N,бер,barn
226,Junge::N,жимха,pojke
227,Mädchen::N,жима йоӏ,flicka
228,Familie::N,доьзал,familj
229,Großvater::N,ненада,morfar
230,Großmutter::N,денана,farmor
231,Eltern::N,да-нана,föräldrar
232,Vater::N,да,far
233,Mutter::N,нана,mor
234,Sohn::N,кӏант,son
235,Tochter::N,йоӏ,dotter
236,Bruder::N,ваша,bror
237,Schwester::N,йиша,syster
238,Onkel::N,деваша,morbror
239,Tante::N,дейиша,tant
240,Ehemann::N,майра,äkta man
241,Ehefrau::N,зуда,hustru
242,Freude::N,самукъа,fröjd
243,Freude::N,самукъа,glädje
244,Freude::N,хазахетар,fröjd
245,Freude::N,хазахетар,glädje
246,Gelächter::N,белам,åtlöje
247,Glück::N,ирс,lycka
248,Kummer::N,бала,sorg
249,Wunsch::N,лаам,önskan
250,Lust::N,лаам,lust
251,Geist::N,са,ande
252,Gedanke::N,ойла,tanke
253,Gedächtnis::N,диццадалар,minne
254,Verstand::N,хьекъал,förstånd
255,Sinn::N,маьӏна,mening
256,Sinn::N,маьӏна,betydelse
257,Grund::N,бахьана,skäl
258,Grund::N,бахьана,grund
259,Wahrheit::N,бакъдерг,sanning
260,Gespräch::N,къамел,samtal
261,Märchen::N,туьйра,saga
262,Erzählung::N,дийцар,berättelse
263,Nachricht::N,хаам,meddelande
264,Neuigkeit::N,керланиг,nyhet
265,Name::N,цӏе,namn
266,Rätsel::N,хӏетал-метал,gåta
267,Rede::N,къамел,tal
268,Sprache::N,мотт,språk
269,Stimme::N,aз,stämma
270,Wort::N,дош,ord
271,Zeichen::N,билгало,tecken
272,Ruf::N,кхайкхар,rop
273,Lärm::N,гӏовгӏа,bråk
274,Lärm::N,гӏовгӏа,oväsen
275,Laut::N,аз,ljud
276,Ton::N,aз,ton
277,Lied::N,илли,sång
278,Ruhe::N,тийналла,ro
279,Ruhe::N,тийналла,lugn
280,Leute::N,нах,folk
281,Volk::N,халкъ,folk
282,Arbeit::N,болх,arbete
283,Gast::N,хьаша,gäst
284,Geschenk::N,совгӏат,gåva
285,Geschenk::N,совгӏат,present
286,Spiel::N,ловзар,lek
287,Spiel::N,ловзар,spel
288,Gesellschaft::N,юкъаралла,sällskap
289,Hilfe::N,гӏо,hjälp
290,Freund::N,доттагl,vän
291,Kamerad::N,накъост,kamrat
292,Angelegenheit::N,гӏуллакх,ärende
293,Angelegenheit::N,гӏуллакх,angelägenhet
294,Anzahl::N,терахь,antal
295,Stück::N,юьхк,stycke
296,Teil::N,дакъа,del
297,Hälfte::N,ах,halva
298,Kreis::N,го,krets
299,Kreis::N,го,cirkel
300,Kreuz::N,жӏара,kors
301,Kreuz::N,жӏара,kryss
302,Linie::N,сиз,linje
303,Strich::N,сиз,streck
304,Abstand::N,юкъ,avstånd
305,Gegend::N,мeттиг,trakt
306,Platz::N,майда,plats
307,Ort::N,меттиг,plats
308,Ort::N,меттиг,ställe
309,Seite::N,aгӏo,sida
310,Mitte::N,юкъ,mitt
311,Gegenstand::N,хӏума,föremål
312,Sache::N,хӏума,sak
313,Rand::N,йист,rand
314,Kante::N,йист,kant
315,Ecke::N,са,vrå
316,Ecke::N,са,hörn
317,Spitze::N,ралла,spets
318,Ende::N,юьхьиг,ända
319,Loch::N,ӏуьрг,hål
320,Winkel::N,са,vinkel
321,Muster::N,дагар,mönster
322,Muster::N,тӏамар,mönster
323,Größe::N,барам,storlek
324,Länge::N,йохалла,längd
325,Höhe::N,локхалла,höjd
326,Gewicht::N,йозалла,tyngd
327,Menge::N,дукхалла,mängd
328,Haufen::N,сал,hög
329,Haufen::N,оьла,hög
330,Reihe::N,рагӏ,rad
331,Reihe::N,могӏа,rad
332,Boot::N,кема,båt
333,Ruder::N,пийсиг,åra
334,Schlitten::N,салаз,släde
335,Ski::N,когсалаз,skida
336,Lagerfeuer::N,цӏе,lägereld
337,Last::N,дукъ,last
338,Last::N,дукъ,börda
339,Gang::N,лелар,gång
340,Schritt::N,гӏулч,steg
341,Norden::N,къилбаседе,norr
342,Süden::N,къилбе,söder
343,Westen::N,малхбузе,väster
344,Osten::N,малхбале,öster
345,Holz::N,дечиг,trä
346,Brett::N,у,bräda
347,Platte::N,у,platta
348,Stütze::N,гӏopтоp,stöd
349,Stütze::N,гӏopтоp,stötta
350,Stange::N,гӏуркх,stång
351,Stock::N,ӏаса,käpp
352,Stock::N,ӏаса,pinne
353,Stab::N,гӏаж,stav
354,Rohr::N,биргӏа,rör
355,Haus::N,цӏа,hus
356,Heim::N,кхерч,hem
357,Ofen::N,кхерч,ugn
358,Fußboden::N,цӏенкъа,golv
359,Tisch::N,шун,bord
360,Stuhl::N,гӏант,stol
361,Wiege::N,ага,vagga
362,Bett::N,маьнга,säng
363,Regal::N,терхи,hylla
364,Kiste::N,яьшка,låda
365,Fenster::N,кор,fönster
366,Tür::N,неӏ,dörr
367,Tor::N,ков,port
368,Zaun::N,керт,staket
369,Zaun::N,керт,stängsel
370,Dach::N,тхов,tak
371,Leiter::N,лами,stege
372,Besen::N,нуй,kvast
373,Spaten::N,бел,spade
374,Schaufel::N,аьшкал,skovel
375,Schaufel::N,аьшкал,skyffel
376,Gabel::N,мӏара,gaffel
377,Löffel::N,ӏайг,sked
378,Messer::N,урс,kniv
379,Nagel::N,хьостам,spik
380,Netz::N,бой,nät
381,Haken::N,мӏара,krok
382,Schloss::N,чӏега,las
383,Bild::N,сурт,bild
384,Puppe::N,тайниг,docka
385,Beutel::N,гали,påse
386,Bündel::N,кочар,bunt
387,Bündel::N,кочар,knippa
388,Tasche::N,тӏоьрмиг,väska
389,Eimer::N,чийлик,hink
390,Eimer::N,чийлик,ämbar
391,Deckel::N,негӏар,lock
392,Geschirr::N,пхьегӏа,servis
393,Geschirr::N,пхьегӏа,porslin
394,Sack::N,гали,säck
395,Tasse::N,кад,kopp
396,Topf::N,яй,gryta
397,Topf::N,яй,kastrull
398,Kessel::N,яй,kittel
399,Essen::N,юург,mål
400,Nahrung::N,кхача,näring
401,Speise::N,юург,maträtt
402,Fleisch::N,жижиг,kött
403,Getreide::N,буьртиг,säd
404,Getreide::N,буьртиг,spannmål
405,Brei::N,xудар,gröt
406,Brot::N,бепиг,bröd
407,Brot::N,кхаллар,bröd
408,Scheibe::N,цастар,skiva
409,Fett::N,мохь,fett
410,Butter::N,налха,smör
411,Öl::N,даьтта,olja
412,Salz::N,туьха,salt
413,Suppe::N,чорпа,soppa
414,Honig::N,моз,honung
415,Milch::N,шура,mjölk
416,Tee::N,чай,te
417,Leder::N,цӏока,läder
418,Wolle::N,тӏapгӏa,ull
419,Wolle::N,тӏapгӏa,ylle
420,Stoff::N,кӏади,tyg
421,Stoff::N,кӏади,stoff
422,Nadel::N,маха,nål
423,Faden::N,тай,tråd
424,Knopf::N,нуьйда,knapp
425,Knoten::N,шад,knut
426,Farbe::N,сир,färg
427,Farbe::N,басар,färg
428,Kleidung::N,бедар,klädsel
429,Hemd::N,коч,skjorta
430,Kragen::N,кач,krage
431,Ärmel::N,пхьош,ärm
432,Hose::N,хеча,byxor
433,Gürtel::N,доьхка,bälte
434,Mütze::N,куй,mössa
435,Schuh::N,мача,sko
436,Stiefel::N,этка,stövel
437,Ring::N,чӏуг,ring
438,Band::N,лента,band
439,Kamm::N,ехк,kam
440,Spiegel::N,куьзга,spegel
441,Riemen::N,доьхка,rem
442,Schnur::N,муш,snöre
443,Leine::N,кочатосу доьхка,lina
444,Decke::N,юргӏа,täcke
445,Kissen::N,гIайба,dyna
446,Kissen::N,гIайба,kudde
447,Tuch::N,исхар,sjal
448,Handtuch::N,гата,handduk
449,Kraft::N,гӏора,kraft
450,Stärke::N,гӏап,styrka
451,Gesundheit::N,могашалла,hälsa
452,Krankheit::N,цамгар,sjukdom
453,Schmerz::N,лазар,smärta
454,Wunde::N,чов,sår
455,Fieber::N,xорша,feber
456,Arznei::N,молха,medicin
457,Arznei::N,молха,läkemedel
458,Brücke::N,тӏай,bro
459,Brunnen::N,гӏу,brunn
460,Weide::N,дак,bete
461,Pfad::N,тача,stig
462,Weg::N,некъ,väg
463,Straße::N,урам,gata
464,Dorf::N,юрт,by
465,Stadt::N,гӏала,stad
466,Brief::N,кехат,brev
467,Buch::N,жайна,bok
468,Buchstabe::N,элп,bokstav
469,Zeitung::N,газет,tidning
470,Leben::N,дахар,liv
471,Tod::N,далар,död
472,Tod::N,ӏожалла,död
473,Grab::N,каш,grav
474,Kirche::N,килс,kyrka
475,Sünde::N,къа,synd
476,Gott::N,дела,gud
477,Arbeiter::N,белхало,arbetare
478,Chef::N,хьаькам,chef
479,Meister::N,говзанча,mästare
480,Arzt::N,лор,läkare
481,Lehrer::N,хьехархо,lärare
482,Geld::N,aхча,pengar
483,Geschäft::N,туька,rörelse
484,Laden::N,туька,affär
485,Preis::N,мах,pris
486,Ware::N,хlума,vara
487,Nutzen::N,пайда,gagn
488,Nutzen::N,пайда,nytta
489,Reichtum::N,хьал,rikedom
490,Welt::N,дуьне,värld
491,Land::N,мохк,land
492,Staat::N,пачхьалкх,stat
493,König::N,паччахь,kung
494,König::N,паччахь,konung
495,Macht::N,ӏедал,makt
496,Grenze::N,доза,gräns
497,Krieg::N,тӏом,krig
498,Feind::N,мостагӏ,fiende
499,Gewalt::N,гӏело,våld
500,Kampf::N,къийсам,kamp
501,Kampf::N,къийсам,strid
502,Pfeil::N,пха,pil
503,Gewehr::N,топ,gevär
504,Fehler::N,гӏалат,fel
505,Lüge::N,аьшпаш,lögn
506,Schaden::N,зен,skada
507,Unglück::N,бала,otur
508,Unglück::N,бала,olycka
509,Schuld::N,бехк,skuld
510,Alter::N,хан,ålder
511,Schluss::N,чакхе,slut
512,Zeit::N,хан,tid
513,Tag::N,де,dag
514,Morgen::N,ӏуьйре,morgon
515,Mittag::N,делкъе,middag
516,Abend::N,суьйре,kväll
517,Nacht::N,буьйса,natt
518,Woche::N,кӏира,vecka
519,Monat::N,бутт,månad
520,Jahr::N,шо,år
521,Frühling::N,бӏаьсте,vår
522,Sommer::N,аьхке,sommar
523,Herbst::N,гуьйре,höst
524,Winter::N,ӏа,vinter
525,Januar::N,январь,januari
526,Februar::N,февраль,februari
527,März::N,март,mars
528,April::N,апрель,april
529,Mai::N,май,maj
530,Juni::N,июнь,juni
531,Juli::N,июль,juli
532,August::N,август,augusti
533,September::N,сентябрь,september
534,Oktober::N,октябрь,oktober
535,November::N,ноябрь,november
536,Dezember::N,декабрь,december
537,Montag::N,оршот,måndag
538,Dienstag::N,шинара,tisdag
539,Mittwoch::N,кхаара,onsdag
540,Donnerstag::N,еара,torsdag
541,Freitag::N,пӏераска,fredag
542,Samstag::N,шот,lördag
543,Sonntag::N,кӏиранде,söndag
544,groß::A,доккха,stor
545,klein::A,кегий,liten
546,lang::A,еха,lång
547,kurz::A,доца,kort
548,breit::A,шуьйра,bred
549,schmal::A,готта,smal
550,dicht::A,луьста,tät
551,dick[Gegenstand]::A,стомма,tjock
552,dünn::A,дуткъа,tunn
553,fein::A,ховха,fin
554,fest::A,чӏогӏа,fast
555,flach::A,чӏапа,platt
556,glatt::A,шера,glatt
557,hart::A,чӏогӏa,hård
558,weich::A,кӏеда,mjuk
559,rund::A,горга,rund
560,spitz::A,ира,toppig
561,spitz::A,ира,spetsig
562,scharf::A,ира,vass
563,scharf::A,ира,skarp
564,stumpf::A,аьртa,slö
565,schwer::A,деза,tung
566,schön::A,хаза,skön
567,schön::A,хаза,vacker
568,heiß::A,довха,het
569,warm::A,довха,varm
570,kalt::A,шийла,kall
571,kühl::A,шийла,sval
572,kühl::A,шийла,kylig
573,frisch::A,керла,färsk
574,feucht::A,тӏуьна,fuktig
575,nass::A,тӏеда,våt
576,trocken::A,eкъа,torr
577,voll::A,дуьзна,full
578,leer::A,яьсса,tom
579,offen::A,диллина,öppen
580,geschlossen::A,дӏакъевлина,stängd
581,geschlossen::A,дӏачӏагӏдина,stängd
582,sauber::A,цӏена,ren
583,schmutzig::A,боьха,snuskig
584,roh::A,буьйда,rå
585,reif::A,хилла,mogen
586,lecker::A,чоме,läcker
587,süß::A,мерза,söt
588,bitter::A,къаьхьа,besk
589,bitter::A,къаьхьа,bitter
590,sauer::A,муьста,sur
591,hell::A,сирла,ljus
592,dunkel::A,бодане,mörk
593,schwarz::A,ӏаьржа,svart
594,weiß::A,кӏайн,vit
595,rot::A,цӏен,röd
596,gelb::A,можа,gul
597,blau::A,сийна,blå
598,grün::A,баьццара,grön
599,grau::A,cира,grå
600,grau::A,мокха,grå
601,bunt::A,къорза,brokig
602,billig::A,дораха,billig
603,teuer::A,деза,dyr
604,wertvoll::A,мехала,värdefull
605,blind::A,бӏаьрзе,blind
606,taub::A,къора,döv
607,kräftig::A,нуьцкъала,kraftig
608,stark::A,зоьртала,stark
609,stark::A,нуьцкъала,stark
610,schwach::A,гӏорасиза,svag
611,fett::A,дерстана,fet
612,schlank::A,куц долу,slank
613,hübsch::A,хаза,snygg
614,hübsch::A,хаза,vacker
615,böse::A,вон,ond
616,böse::A,вон,elak
617,dumm::A,сонта,dum
618,faul::A,мало ен,lat
619,fleißig::A,тӏера,flitig
620,geizig::A,пис,snål
621,geizig::A,пис,girig
622,geizig::A,сутара,snål
623,geizig::A,сутара,girig
624,klug::A,хьекъале,klok
625,geschickt::A,тӏахъаьлла,händig
626,geschickt::A,тӏахъаьлла,skicklig
627,lieb::A,хьоме,kär
628,lieb::A,хьоме,snäll
629,lustig::A,самукъане,rolig
630,lustig::A,самукъане,lustig
631,sanft::A,кlеда,mild
632,hungrig::A,меца,hungrig
633,krank::A,цомгуш долу,sjuk
634,nackt::A,дерзана,naken
635,traurig::A,самукъане воцу,ledsen
636,traurig::A,самукъане воцу,sorgsen
637,lebendig::A,дийна,levande
638,gut::A,дика,bra
639,schlecht::A,вон,dålig
640,richtig::A,нийса,riktig
641,schlimm::A,вон,illa
642,wahr::A,бакъдолу,sann
643,alt::A,къена,gammal
644,neu::A,керла,ny
645,ehemalig::A,хилла,forn
646,ehemalig::A,хилла,tidigare
647,alt[Lebewesen]::A,къена,gammal
648,jung::A,къона,ung
649,arm::A,къен,fattig
650,reich::A,хьоле,rik
651,bekannt::A,девзаш долу,känd
652,berühmt::A,цӏеяхана,berömd
653,fremd::A,нехан,främmande
654,verschieden::A,тайп-тайпанара,åtskillig
655,nah::A,гергара,nära
656,fern::A,гена,fjärran
657,fern::A,генара,fjärran
658,linker::A,аьрру,vänster
659,rechter::A,аьтту,höger
660,anderer::A,кхин,annan
661,erster::A,хьалхара,första
662,zweiter::A,шолгIа,andra
663,dritter::A,кхоалгӏа,tredje
664,letzter::A,тӏаьххьара,sist
665,allein::ADV,цхьаъ,allena
666,auf einmal::ADV,цу сохьтта,på en gång
667,zusammen::ADV,цхьана,tillsammans
668,lange::ADV,дукха,länge
669,plötzlich::ADV,цIеххьана,plötsligt
670,sofort::ADV,цу сохьтта,strax
671,sofort::ADV,цу сохьтта,genast
672,später::ADV,тӏаьхьо,senare
673,jetzt::ADV,хӏинца,nu
674,heute::ADV,тахана,i dag
675,morgen::ADV,кхана,i morgon
676,bald::ADV,кеста,snart
677,dann::ADV,тӏаккха,då
678,gestern::ADV,селхана,i går
679,einst::ADV,цкъа,en gång
680,damals::ADV,хӏетахьь,då
681,damals::ADV,хӏетахьь,den gången
682,danach::ADV,тӏаккха,därefter
683,vorher::ADV,хьалхa,före
684,vorher::ADV,хьалхa,förut
685,zuerst::ADV,хьалха,först
686,einmal::ADV,цкъа,en gång
687,manchmal::ADV,цкъаццкъа,ibland
688,oft::ADV,кест-кеста,ofta
689,immer::ADV,даим,alltid
690,niemals::ADV,цкъа а,aldrig
691,hier::ADV,кхузахь,här
692,hierhin::ADV,кхуза,hit
693,von hier::ADV,кхузара,härifrån
694,dort::ADV,цигахь,där
695,dorthin::ADV,цига,dit
696,geradeaus::ADV,нийса дӏа,rätt fram
697,vorwärts::ADV,хьалха,fram
698,vorwärts::ADV,хьалха,framåt
699,rückwärts::ADV,юха,baklänges
700,zurück::ADV,юха,tillbaka
701,unten::ADV,лахахь,nere
702,unten::ADV,лахахь,nedanför
703,hinab::ADV,охьа,ned
704,hinab::ADV,охьа,nedåt
705,oben::ADV,лакхахь,ovan
706,oben::ADV,лакхахь,ovanpå
707,hinauf::ADV,хьала,upp
708,hinauf::ADV,хьала,uppåt
709,überall::ADV,массанхьа,överallt
710,nicht::ADV,ца,ej
711,nicht::ADV,ца,inte
712,ein wenig::ADV,кӏеззиг,litet
713,kaum::ADV,халла,knappt
714,kaum::ADV,халла,knappast
715,sehr::ADV,вуно,mycket
716,noch::ADV,кхин,än
717,noch::ADV,кхин,ännu
718,nur::ADV,бен ...ца,bara
719,nur::ADV,бен ...ца,endast
720,schon::ADV,хӏинцале,redan
721,wieder::ADV,юха а,åter
722,vergebens::ADV,эрна,förgäves
723,vor::PRP,хьалха,utanför
724,hinter::PRP,тӏехьа,bakom
725,unter::PRP,кIелахь,under
726,durch::PRP,чекх,genom
727,durch::PRP,чекх,igenom
728,neben::PRP,юххе,bredvid
729,neben::PRP,юххе,vid sidan av
730,zwischen::PRP,юккъехь,mellan
731,wegen::PRP,дуьхьа,på grund av
732,dies::PRN,и,detta
733,dies::PRN,иза,detta
734,das::PRN,и,det
735,das::PRN,иза,det
736,alles::PRN,дерриг,allt
737,ich::PRN,cо,jag
738,du::PRN,хьо,du
739,er::PRN,и,han
740,er::PRN,иза,han
741,wir::PRN,тхо,vi
742,wir::PRN,вай,vi
743,ihr::PRN,шу,ni
744,sie::PRN,уьш,de
745,was::FPRN,хӏун,vad
746,wer::FPRN,мила,vem
747,wo::FADV,мичaхь,var
748,wohin::FADV,мича,vart
749,wie::FADV,муха,hur
750,warum::FADV,хӏунда,varför
751,wieviel::FNUM,мел,hur mycket
752,wieviel::FNUM,маса,hur mycket
753,eins::NUM,цхьаъ,en
754,eins::NUM,цхьаъ,ett
755,zwei::NUM,шиъ,två
756,drei::NUM,кхоъ,tre
757,vier::NUM,диъ,fyra
758,fünf::NUM,пхиъ,fem
759,sechs::NUM,ялх,sex
760,sieben::NUM,ворхӏ,sju
761,acht::NUM,бархӏ,åtta
762,neun::NUM,исс,nio
763,zehn::NUM,итт,tio
764,elf::NUM,цхьайтта,elva
765,zwölf::NUM,шийтта,tolv
766,zwanzig::NUM,ткъа,tjugo
767,dreißig::NUM,ткъе итт,trettio
768,vierzig::NUM,шовзткъа,fyrtio
769,fünfzig::NUM,шовзткъе итт,femtio
770,sechzig::NUM,кхузткъа,sextio
771,siebzig::NUM,кхузткъе итт,sjuttio
772,achtzig::NUM,дезткъа,åttio
773,neunzig::NUM,дезткъе итт,nittio
774,hundert::NUM,бӏе,hundra
775,tausend::NUM,эзар,tusen
776,und::CNJ,a,och
777,oder::CNJ,я,eller
778,stehen::V,латта,stå
779,sitzen::V,хиъна ӏан,sitta
780,liegen::V,ӏилла,ligga
781,hängen::V,кхаза,hänga
782,werden::V,хила,bli
783,passieren::V,хила,ske
784,passieren::V,хила,hända
785,beginnen::V,доло,börja
786,enden::V,дӏадерза,ända
787,wechseln::V,хийца,växla
788,aufgehen[Sonne]::V,кхета,gå upp
789,untergehen[Sonne]::V,чубуза,gå ned
790,scheinen[Sonne]::V,серло яла,skina
791,donnern::V,къекъа,dundra
792,wehen::V,хьекха,blåsa
793,strömen::V,эха,forsa
794,strömen::V,эха,strömma
795,fließen::V,охьаэха,flyta
796,sich drehen::V,хьийза,snurra
797,schwanken::V,леста,vackla
798,schwingen::V,лесто,svinga
799,fallen::V,охьакхета,falla
800,brennen::V,дага,brinna
801,rauchen::V,оза,ryka
802,regnen::V,догlа догlу,regna
803,gefrieren::V,гӏоро,frysa
804,tauen::V,даша,töa
805,schmelzen::V,лала,smälta
806,trocknen::V,дакъо,torka
807,sieden::V,кхехка,koka
808,sieden::V,кхехка,sjuda
809,faulen::V,дахкадала,ruttna
810,verfaulen::V,дахкадала,ruttna
811,reißen::V,хеда,brista
812,versinken::V,хичудаха,sjunka
813,vergehen::V,дlаэха,förgå
814,erscheinen::V,схьадала,synas
815,erscheinen::V,схьадала,visa sig
