,Concept_ID,cs,et
843,vierzig::NUM,čtyřicet,nelikümmend
844,fünfzig::NUM,padesát,viiskümmend
845,sechzig::NUM,šedesát,kuuskümmend
846,siebzig::NUM,sedmdesát,seitsekümmend
847,achtzig::NUM,osmdesát,kaheksakümmend
848,neunzig::NUM,devadesát,üheksakümmend
849,hundert::NUM,sto,sada
850,tausend::NUM,tisíc,tuhat
851,und::CNJ,a,ja
852,oder::CNJ,nebo,või
853,stehen::V,stát,seisma
854,sitzen::V,sedět,istuma
855,liegen::V,ležet,lamama
856,hängen::V,viset,rippuma
857,werden::V,stát se,saama
858,werden::V,stát se,hakkama
859,passieren::V,stát se,juhtuma
860,beginnen::V,počít,algama
861,beginnen::V,počít,hakkama
862,enden::V,končit,lõppema
863,enden::V,skončit,lõppema
864,wechseln::V,měnit se,vahelduma
865,aufgehen[Sonne]::V,vyjít,tõusma
866,untergehen[Sonne]::V,zapadnout,loojuma
867,scheinen[Sonne]::V,svítit,paistma
868,donnern::V,hřmět,kõmisema
869,wehen::V,vát,puhuma
870,wehen::V,vanout,puhuma
871,strömen::V,proudit,voolama
872,fließen::V,téct,voolama
873,sich drehen::V,točit se,pöörduma
874,schwanken::V,kolísat,kõikuma
875,schwanken::V,houpat se,kõikuma
876,schwingen::V,kývat se,võnkuma
877,fallen::V,padat,langema
878,brennen::V,hořet,põlema
879,rauchen::V,kouřit,suitsema
880,regnen::V,pršet,sadama
881,gefrieren::V,zamrznout,kinni külmuma
882,tauen::V,tát,sulama
883,schmelzen::V,tavit,sulama
884,trocknen::V,schnout,kuivama
885,sieden::V,vřít,keema
886,faulen::V,hnít,mädanema
887,verfaulen::V,shnít,mädanema
888,reißen::V,roztrhat se,rebenema
889,versinken::V,topit se,uppuma
890,versinken::V,ponořit se,uppuma
891,vergehen::V,plynout,mööduma
892,erscheinen::V,objevit se,ilmuma
893,verschwinden::V,zmizet,kaduma
894,sinken::V,klesat,vajuma
895,sinken::V,klesat,langema
896,abnehmen::V,ubýt,vähenema
897,abnehmen::V,ubýt,kahenema
898,zunehmen::V,přibýt,kasvama
899,steigen::V,stoupat,tõusma
900,steigen::V,stoupat,üles minema
901,wachsen::V,růst,kasvama
902,glänzen::V,lesknout se,läikimä
903,funkeln::V,jiskřit se,sädelema
904,lärmen::V,dělat hluk,lärmama
905,läuten::V,zvonit,helisema
906,klingeln::V,zvonit,helisema
907,klirren::V,řinčet,kõlisema
908,brausen::V,hučet,kohisema
909,rauschen::V,šumět,kohisema
910,klingen::V,znít,kõlama
911,bellen::V,štěkat,haukuma
912,heulen::V,výt,uluma
913,blasen::V,foukat,puhuma
914,pfeifen::V,pískat,vilistama
915,schreien::V,křičet,karjuma
916,stöhnen::V,sténat,oigama
917,zittern::V,třást se,värisema
918,leben::V,žít,elama
919,leben::V,žít,elus olema
920,geboren werden::V,rodit se,sündima
921,atmen::V,dýchat,hingama
922,trinken::V,pít,jooma
923,essen::V,jíst,sööma
924,schlucken::V,polykat,neelama
925,müde werden::V,unavit se,väsima
926,einschlafen::V,usnout,uinuma
927,schlafen::V,spát,magama
928,aufwachen::V,probudit se,ärkama
929,aufstehen::V,vstát,ärkama
930,aufstehen::V,vstát,üles tõusma
931,sich erholen::V,zotavovat se,puhkama
932,krank werden::V,onemocnět,haigestuma
933,krank werden::V,onemocnět,haigeks jääma
934,krank sein::V,být nemocný,haige olema
935,schmerzen::V,bolet,valutama
936,husten::V,kašlat,köhima
937,genesen::V,uzdravit se,toibuma
938,sterben::V,umřít,surema
939,umkommen::V,zahynout,surma saama
940,sich bewegen::V,pohnout se,liikuma
941,sich rühren::V,hnout se,liikuma
942,sich erheben::V,zdvihnout se,kerkima
943,sich setzen::V,posadit se,istet võtma
944,hinfallen::V,upadnout,kukkuma
945,hinfallen::V,upadnout,maha kukkuma
946,laufen::V,běžet,kõndima
947,schreiten::V,kráčet,astuma
948,spazierengehen::V,procházet se,jalutama
949,eilen::V,spěchat,ruttama
950,eilen::V,spěchat,kiirustama
951,sich beeilen::V,pospíšit si,ruttama
952,sich beeilen::V,pospíšit si,kiirustama
953,sausen::V,fičet,kihutama
954,sausen::V,fičet,tormama
955,rennen::V,pádit,jooksma
956,rennen::V,pádit,kihutama
957,springen::V,skákat,hüppama
958,klettern::V,lézt,ronima
959,klettern::V,šplhat,ronima
960,schaukeln::V,houpat,kiikuma
961,kriechen::V,lézt,roomama
962,kriechen::V,plazit se,roomama
963,schwimmen::V,plavat,ujuma
964,tauchen::V,nořit se,sukelduma
965,rudern::V,veslovat,sõudma
966,fahren::V,jet,sõitma
967,fahren::V,jezdit,sõitma
968,fliegen::V,létat,lendama
969,gehen::V,jít,käima
970,gehen::V,jít,minema
971,weggehen::V,odejít,ära minema
972,weggehen::V,odejít,välja minema
973,abfahren::V,odjet,väljuma
974,abfahren::V,odjet,ära sõitma
975,anhalten::V,zastavit se,peatuma
976,hineingehen::V,vcházet se,sisenema
977,hineingehen::V,vcházet se,sisse minema
978,eintreten::V,vstoupit,sisenema
979,eintreten::V,vstoupit,sisse astuma
980,kommen::V,přijít,tulema
981,ankommen::V,dojít,saabuma
982,zurückkommen::V,vrátit se,tagasi tulema
983,bleiben::V,zůstat,jääma
984,warten::V,čekat,ootama
985,erwarten::V,čekat na,ootama
986,erwarten::V,čekat na,lootma
987,suchen::V,hledat,otsima
988,finden::V,najít,leidma
989,versuchen::V,zkoušet,püüdma
990,versuchen::V,zkoušet,üritama
991,versuchen::V,zkoušet,katsetama
992,vorbereiten::V,připravit,valmistama
993,lieben::V,milovat,armastama
994,mögen::V,mít rád,sallima
995,mögen::V,mít rád,meeldima
996,lachen::V,smát se,naerma
997,rühren::V,dojmout,liigutama
998,rühren::V,dojmout,heldima panema
999,weinen::V,plakat,nutma
1000,schimpfen::V,nadávat,sõimama
1001,sich ärgern::V,pohoršit se,ärrituma
1002,sich ärgern::V,pohoršit se,vihastuma
1003,sich fürchten::V,bát se,kartma
1004,sich fürchten::V,bát se,hirmu tundma
1005,fürchten::V,bát se,kartma
1006,fliehen::V,utéct,põgenema
1007,flüchten::V,prchnout,põgenema
1008,sehen::V,vidět,nägema
1009,anschauen::V,podívat se na,vaatama
1010,ansehen::V,sledovat,vaatama
1011,hören::V,slyšet,kuulma
1012,zuhören::V,poslouchat,kuulama
1013,probieren::V,ochutnávat,proovima
1014,riechen::V,cítit,nuusutama
1015,fühlen::V,cítit,tundma
1016,scheinen::V,zdát se,näida
1017,scheinen::V,zdát se,ilmuda
1018,zu sehen sein::V,moci být viděn,ilmuma
1019,vernehmen::V,uslyšet,üle kuulama
1020,frieren::V,mrznout,külmetada
1021,tun::V,dělat,tegema
1022,können::V,moct,võima
1023,können::V,moct,oskama
1024,wollen::V,chtít,tahtma
1025,anfangen::V,začít,hakkama
1026,anfangen::V,začít,alustama
1027,beenden::V,ukončit,lõpetama
1028,aufhören::V,přestat,lakkama
1029,gelingen::V,podařit se,õnnestuma
1030,geraten::V,dařit se,jõudma
1031,öffnen::V,otevřít,avama
1032,schließen::V,zavřít,sulgema
1033,stellen::V,postavit,panema
1034,stellen::V,postavit,asetama
1035,setzen::V,posadit,panema
1036,legen::V,klást,panema
1037,legen::V,klást,asetama
1038,legen::V,položit,panema
1039,legen::V,položit,asetama
1040,berühren::V,dotýkat se,riivama
1041,berühren::V,dotýkat se,puudutama
1042,verbinden::V,spojit,ühendama
1043,bedecken::V,pokrýt,katma
1044,aufhängen::V,oběsit,riputama
1045,aufhängen::V,pověsit,riputama
1046,anzünden::V,zapálit,süütama
1047,anzünden::V,podpálit,süütama
1048,aufheben::V,zvednout,üles tõstma
1049,aufheben::V,zdvihnout,üles tõstma
1050,zurücklassen::V,zanechat,jätma
1051,verlieren::V,ztratit,kaotama
1052,fallen lassen::V,upustit,maha pillama
1053,fallen lassen::V,upustit,kukkuda laskma
1054,machen::V,udělat,tegema
1055,herstellen::V,vyrobit,valmistama
1056,bauen::V,stavět,ehitama
1057,bauen::V,budovat,ehitama
1058,reparieren::V,opravit,parandama
1059,verbessern::V,zlepšit,parandama
1060,ändern::V,změnit,muutma
1061,ändern::V,změnit,ümber tegema
1062,graben::V,rýt,kaevama
1063,graben::V,kopat,kaevama
1064,beugen::V,ohnout,painutama
1065,biegen::V,ohnout,painutama
1066,drehen::V,točit,keerama
1067,wenden::V,obrátit,ümber pöörama
1068,umdrehen::V,obrátit,ümber keerama
1069,heben::V,zdvihnout,tõstma
1070,hochheben::V,zvednout,üles tõstma
1071,hochheben::V,zvednout,kõrgele tõstma
1072,ergreifen::V,chopit se,haarama
1073,halten::V,držet,hoidma
1074,drücken::V,stisknout,pigistama
1075,schieben::V,posouvat,lükkama
1076,kratzen::V,škrábat,kraapima
1077,lecken::V,lízat,lakkuma
1078,beißen::V,kousat,purema
1079,beißen::V,kousat,hammustama
1080,abreißen::V,utrhat,rebima
1081,abreißen::V,utrhat,ära rebima
1082,abreißen::V,odtrhat,rebima
1083,abreißen::V,odtrhat,ära rebima
1084,abschneiden::V,uřezat,ära lõikama
1085,abschneiden::V,ukrojit,ära lõikama
1086,binden::V,přivázat,siduma
1087,stecken::V,strčit,pistma
1088,brechen::V,lomit,murdma
1089,klopfen::V,ťukat,koputama
1090,klopfen::V,klepat,koputama
1091,hauen::V,bít,lööma
1092,kleben::V,lepit,kleepima
1093,reiben::V,třít,hõõruma
1094,streichen::V,mazat,silitama
1095,schleifen::V,brousit,lihvima
1096,schleifen::V,brousit,teritama
1097,schneiden::V,řezat,lõikama
1098,schneiden::V,střihat,lõikama
1099,rütteln::V,třást,raputama
1100,rütteln::V,otřást,raputama
1101,schütteln::V,třást,raputama
1102,schütteln::V,třást,loksutama
1103,schütteln::V,zatřást,raputama
1104,schütteln::V,zatřást,loksutama
1105,schwenken::V,mávat,vehkima
1106,schwenken::V,mávat,lehvitama
1107,schütten::V,nasypat,kallama
1108,füllen::V,naplnit,täitma
1109,einwickeln::V,zavinout,sisse mähkima
1110,tragen::V,nést,kandma
1111,schleppen::V,vléct,tassima
1112,schleppen::V,vléct,lohistama
1113,ziehen::V,tahat,vedama
1114,ziehen::V,tahat,tõmbama
1115,ziehen::V,táhnout,vedama
1116,ziehen::V,táhnout,tõmbama
1117,aufbewahren::V,schovat,säilitama
1118,aufbewahren::V,schovat,alal hoidma
1119,werfen::V,házet,viskama
1120,fangen::V,chytat,püüdma
1121,packen::V,uchvátit,kinni haarama
1122,packen::V,uchvátit,kinni võtma
1123,verstecken::V,schovat,peitma
1124,teilen::V,rozdělit,jagama
1125,teilen::V,rozdělit,jaotama
1126,schicken::V,posílat,saatma
1127,bringen::V,přinést,viima
1128,hinzufügen::V,připojit,lisama
1129,bekommen::V,dostat,saama
1130,erhalten::V,uchovat,saama
1131,nehmen::V,vzít,võtma
1132,wählen::V,zvolit,valima
1133,auswählen::V,vybrat,valima
1134,bewahren::V,uchránit,hoidma
1135,behindern::V,překážet,takistama
1136,verderben::V,zkazit,rikkuma
1137,beschädigen::V,porušit,rikkuma
1138,beschädigen::V,poškodit,rikkuma
1139,zerbrechen::V,rozlámat,katki tegema
1140,zerreißen::V,roztrhnout,katki rebima
1141,zerstören::V,zničit,purustama
1142,verbrennen::V,spálit,põletama
1143,geben::V,dát,andma
1144,reichen::V,podat,andma
1145,reichen::V,podat,ulatama
1146,schenken::V,darovat,kinkima
1147,versprechen::V,slíbit,lubama
1148,versprechen::V,slíbit,tõotama
1149,wünschen::V,přát,soovima
1150,loben::V,chválit,kiitma
1151,küssen::V,líbat,suudlema
1152,wiegen::V,chovat,hällitama
1153,wiegen::V,kolébat,hällitama
1154,zudecken::V,přikrýt,kaanetama
1155,zudecken::V,přikrýt,kinni katma
1156,zudecken::V,přiklopit,kaanetama
1157,zudecken::V,přiklopit,kinni katma
1158,wecken::V,vzbudit,äratama
1159,zeigen::V,ukázat,näitama
1160,führen::V,vést,juhatama
1161,lehren::V,učit,õpetama
1162,unterrichten::V,vyučovat,õpetama
1163,aufziehen::V,vychovat,üles kasvatama
1164,leiten::V,vodit,juhtima
1165,antreiben::V,nutit,ergutama
1166,lassen::V,dát,laskma
1167,einladen::V,pozvat,kutsuma
1168,vereinigen::V,spojit,ühendama
1169,besuchen::V,návštívit,külastama
1170,treffen::V,potkat,kohtama
1171,sich versammeln::V,shromáždit se,kogunema
1172,spielen::V,hrát,mängima
1173,singen::V,zpívat,laulma
1174,tanzen::V,tančit,tantsima
1175,sich trennen::V,rozejít se,lahku minema
1176,verlassen::V,opustit,maha jätma
1177,retten::V,zachránit,päästma
1178,bewachen::V,hlídat,valvama
1179,schützen::V,chránit,kaitsma
1180,verteidigen::V,obhájit,kaitsma
1181,sich schlagen::V,bít se,kaklema
1182,schießen::V,střílet,tulistama
1183,siegen::V,zvítězit,võitma
1184,ärgern::V,zlobit,ärritama
1185,ärgern::V,zlobit,vihastama
1186,ärgern::V,pohoršit,ärritama
1187,ärgern::V,pohoršit,vihastama
1188,schlagen::V,udeřit,lööma
1189,schlagen::V,praštit,lööma
1190,treten::V,kopnout,sõtkuma
1191,stechen::V,bodnout,pistma
1192,stechen::V,bodnout,torkama
1193,stechen::V,píchnout,pistma
1194,stechen::V,píchnout,torkama
1195,stoßen::V,strčit,tõukama
1196,stehlen::V,ukrást,varastama
1197,stören::V,vyrušit,segama
1198,stören::V,vyrušit,häirima
1199,belästigen::V,obtěžovat,ahistama
1200,verbergen::V,skrýt,peitma
1201,verbergen::V,skrýt,varjama
1202,täuschen::V,klamat,petma
1203,täuschen::V,klamat,tüssama
1204,betrügen::V,podvést,petma
1205,betrügen::V,podvést,tüssama
1206,betrügen::V,podvést,truudust murtma
1207,töten::V,zabít,tapma
1208,töten::V,zabít,surmama
1209,wohnen::V,bydlit,elama
1210,arbeiten::V,pracovat,töötama
1211,sammeln::V,sebrat,koguma
1212,sammeln::V,sebrat,korjama
1213,pflücken::V,česat,noppima
1214,jagen::V,uhonit,jahtima
1215,fischen::V,chytat ryby,kalastama
1216,fischen::V,chytat ryby,kala püüdma
1217,fassen::V,ulovit,püüdma
1218,hüten::V,pást,karjatama
1219,treiben::V,hnát,ajama
1220,anbinden::V,přivázat,kinni siduma
1221,füttern::V,krmit,söötma
1222,melken::V,dojit,lüpsma
1223,hacken::V,seknout,raiuma
1224,hacken::V,seknout,lõhkuma
1225,gießen::V,zalít,kastma
1226,reifen::V,uzrát,valmima
1227,zubereiten::V,připravit,valmistama
1228,kochen::V,vařit,keetma
1229,backen::V,péct,küpsetama
1230,braten::V,smažit,praadima
1231,umrühren::V,zamíchat,segama
1232,stricken::V,plést,kuduma
1233,nähen::V,šít,õmblema
1234,färben::V,nabarvit,värvima
1235,reinigen::V,očistit,puhastama
1236,waschen::V,mýt,pesema
1237,abwischen::V,utřít,puhtaks pühkima
1238,spülen::V,spláchnout,uhtma
1239,fegen::V,zamést,pühkima
1240,kehren::V,mést,pühkima
1241,baden::V,koupat se,suplema
1242,baden::V,koupat se,kümblema
1243,sich waschen::V,mýt se,end pesema
1244,ausziehen::V,svléct,käest võtma
1245,ausziehen::V,svléct,jalast võtma
1246,ausziehen::V,svléct,seljast võtma
1247,anziehen::V,obléct,jalga panema
1248,sich anziehen::V,oblékat se,riietuma
1249,kämmen::V,učesat,kammima
1250,schmücken::V,ozdobit,kaunistama
1251,sagen::V,říct,ütlema
1252,sprechen::V,mluvit,rääkima
1253,sprechen::V,mluvit,kõnelema
1254,reden::V,hovořit,kõnelema
1255,sich unterhalten::V,povídat se,vestlema
1256,fragen::V,zeptat se,küsima
1257,bitten::V,prosit,paluma
1258,erzählen::V,povídat,jutustama
1259,mitteilen::V,sdělit,teatama
1260,mitteilen::V,sdělit,teada andma
1261,mitteilen::V,oznámit,teatama
1262,mitteilen::V,oznámit,teada andma
1263,nennen::V,nazvat,nimetama
1264,rufen::V,volat,kutsuma
1265,rufen::V,zavolat,kutsuma
1266,prahlen::V,chlubit se,hooplema
1267,übersetzen::V,přeložit,tõlkima
1268,denken::V,myslit,mõtlema
1269,glauben::V,věřit,uskuma
1270,bemerken::V,zpozorovat,märkama
1271,erkennen::V,poznat,ära tundma
1272,begreifen::V,pochopit,aru saama
1273,verstehen::V,porozumět,mõistma
1274,lernen::V,učit se,õppima
1275,wissen::V,vědět,teadma
1276,sich erinnern an::V,vzpomínat si na,mäletama
1277,vergessen::V,zapomínat,unustama
1278,messen::V,měřit,mõõtma
1279,zählen::V,spočítat,loendama
1280,rechnen::V,počítat,arvutama
1281,lesen::V,číst,lugema
1282,malen::V,malovat,maalima
1283,zeichnen::V,rýsovat,joonistama
1284,schreiben::V,psát,kirjutama
1285,besitzen::V,mít,omama
1286,besitzen::V,vlastnit,omama
1287,kaufen::V,koupit,ostma
1288,verkaufen::V,prodat,müüma
1289,bezahlen::V,zaplatit,tasuma
1290,zahlen::V,platit,maksma
1291,beherrschen::V,ovládat,valitsema
1292,ertragen::V,snést,taluma
