,Concept_ID,sv,tt
840,oder::CNJ,eller,яисә
841,stehen::V,stå,тору
842,sitzen::V,sitta,утыру
843,liegen::V,ligga,яту
844,hängen::V,hänga,эленү
845,werden::V,bli,булу
846,passieren::V,ske,булу
847,passieren::V,hända,булу
848,beginnen::V,börja,башлану
849,enden::V,ända,бетү
850,wechseln::V,växla,үзгәртү
851,aufgehen[Sonne]::V,gå upp,чыгу
852,untergehen[Sonne]::V,gå ned,бату
853,scheinen[Sonne]::V,skina,яктырту
854,donnern::V,dundra,күкрәү
855,wehen::V,blåsa,исү
856,strömen::V,forsa,агу
857,strömen::V,strömma,агу
858,fließen::V,flyta,агу
859,sich drehen::V,snurra,бөтерелү
860,schwanken::V,vackla,икеләнү
861,schwingen::V,svinga,тирбәлү
862,fallen::V,falla,егылу
863,brennen::V,brinna,яну
864,rauchen::V,ryka,төтәү
865,rauchen::V,ryka,төтенләү
866,regnen::V,regna,яву
867,gefrieren::V,frysa,кату
868,tauen::V,töa,эрү
869,tauen::V,töa,эретү
870,schmelzen::V,smälta,эрү
871,schmelzen::V,smälta,эретү
872,trocknen::V,torka,кибү
873,sieden::V,koka,ургылу
874,sieden::V,sjuda,ургылу
875,faulen::V,ruttna,черү
876,verfaulen::V,ruttna,черү
877,reißen::V,brista,өзелү
878,versinken::V,sjunka,бату
879,vergehen::V,förgå,авышу
880,erscheinen::V,synas,пәйда булу
881,erscheinen::V,visa sig,пәйда булу
882,verschwinden::V,försvinna,югалу
883,verschwinden::V,försvinna,юк булу
884,sinken::V,sjunka,кимү
885,sinken::V,sjunka,кайту
886,abnehmen::V,avta,азаю
887,abnehmen::V,minskas,азаю
888,zunehmen::V,tilltaga,арту
889,zunehmen::V,tilltaga,күбәю
890,zunehmen::V,tilltaga,ишәю
891,steigen::V,stiga,үсү
892,wachsen::V,växa,үсү
893,glänzen::V,glimma,ялкылдау
894,funkeln::V,tindra,ялтырау
895,funkeln::V,gnistra,ялтырау
896,lärmen::V,bråka,шаулау
897,lärmen::V,väsnas,шаулау
898,läuten::V,ringa,шалтырату
899,klingeln::V,ringa,шалтырату
900,klirren::V,klirra,чылтырау
901,brausen::V,brusa,давыллау
902,brausen::V,brusa,дулау
903,rauschen::V,susa,кыштырдау
904,klingen::V,låta,ишетелү
905,klingen::V,klinga,ишетелү
906,bellen::V,skälla,өрү
907,heulen::V,yla,улау
908,heulen::V,tjuta,улау
909,blasen::V,blåsa,өрү
910,pfeifen::V,vissla,сызгырту
911,schreien::V,skrika,кычкыру
912,stöhnen::V,stöna,ыңгырашу
913,zittern::V,darra,калтырау
914,zittern::V,darra,калтырану
915,zittern::V,skälva,калтырау
916,zittern::V,skälva,калтырану
917,leben::V,leva,яшәү
918,leben::V,leva,гомер итү
919,geboren werden::V,födas,туу
920,atmen::V,andas,сулау
921,trinken::V,dricka,эчү
922,essen::V,äta,ашау
923,schlucken::V,svälja,йоту
924,müde werden::V,tröttna,ялыгу
925,müde werden::V,tröttna,йөгенү
926,einschlafen::V,somna,йокыга китү
927,schlafen::V,sova,йоклау
928,aufwachen::V,vakna,уяну
929,aufstehen::V,stiga upp,тору
930,sich erholen::V,repa sig,ял алу
931,sich erholen::V,repa sig,истирахәт итү
932,sich erholen::V,hämta sig,ял алу
933,sich erholen::V,hämta sig,истирахәт итү
934,krank werden::V,insjukna,чирләү
935,krank sein::V,vara sjuk,чирләү
936,schmerzen::V,smärta,авырту
937,schmerzen::V,göra ont,авырту
938,husten::V,hosta,ютәлләү
939,genesen::V,tillfriskna,савыгу
940,genesen::V,tillfriskna,сәламәтләнү
941,sterben::V,dö,үлү
942,sterben::V,dö,дөнья кую
943,sterben::V,dö,вафат булу
944,umkommen::V,omkomma,үлү
945,sich bewegen::V,röra sig,йөрү
946,sich rühren::V,röra på sig,кыймылдау
947,sich erheben::V,resa sig,басу
948,sich setzen::V,sätta sig,утыру
949,hinfallen::V,falla omkull,егылу
950,laufen::V,löpa,җәяүләү
951,schreiten::V,skrida,атлау
952,spazierengehen::V,promenera,йөрү
953,spazierengehen::V,promenera,йөргенү
954,eilen::V,ila,ашыгу
955,sich beeilen::V,skynda sig,ашыгу
956,sich beeilen::V,skynda sig,кызулау
957,sausen::V,susa,җилдерү
958,rennen::V,löpa,йөгерү
959,rennen::V,springa,йөгерү
960,springen::V,hoppa,сикерү
961,klettern::V,klättra,үрмәләү
962,schaukeln::V,gunga,атыну
963,kriechen::V,kräla,шуышу
964,kriechen::V,kräla,үрмәләү
965,schwimmen::V,simma,йөзү
966,tauchen::V,dyka,чуму
967,rudern::V,ro,ишү
968,fahren::V,köra,бару
969,fliegen::V,flyga,очу
970,gehen::V,gå,йөрү
971,weggehen::V,gå bort,китү
972,abfahren::V,resa,кузгалу
973,abfahren::V,avresa,кузгалу
974,anhalten::V,stanna,тукталу
975,hineingehen::V,gå in,инү
976,eintreten::V,träda in,инү
977,kommen::V,komma,килү
978,ankommen::V,ankomma,бару
979,zurückkommen::V,återkomma,кире кайту
980,bleiben::V,bli,калу
981,bleiben::V,förbli,калу
982,warten::V,vänta,көтү
983,erwarten::V,vänta,көтү
984,suchen::V,leta,эзләү
985,finden::V,finna,табу
986,versuchen::V,försöka,маташу
987,vorbereiten::V,förbereda,хәзерләү
988,lieben::V,älska,сөю
989,lieben::V,älska,ярату
990,mögen::V,tycka om,өнәү
991,lachen::V,skratta,көлү
992,rühren::V,röra,дулкынландыру
993,weinen::V,gråta,елау
994,schimpfen::V,skälla,сүгү
995,schimpfen::V,skälla,сүгенү
996,sich ärgern::V,förargas,ачулану
997,sich fürchten::V,vara rädd,курку
998,fürchten::V,frukta,калтырау
999,fürchten::V,frukta,калтырану
1000,fliehen::V,fly,арка бирү
1001,fliehen::V,rymma,арка бирү
1002,flüchten::V,fly,качу
1003,sehen::V,se,күрү
1004,anschauen::V,se på,карау
1005,anschauen::V,betrakta,карау
1006,ansehen::V,åse,карау
1007,ansehen::V,åse,күзәтү
1008,hören::V,höra,ишетү
1009,zuhören::V,höra på,тыңлау
1010,zuhören::V,lyssna till,тыңлау
1011,probieren::V,smaka,тату
1012,probieren::V,smaka på,тату
1013,riechen::V,lukta,иснәү
1014,fühlen::V,känna,тою
1015,fühlen::V,känna,сизү
1016,scheinen::V,verka,күренү
1017,scheinen::V,tyckas,күренү
1018,zu sehen sein::V,synas,күренү
1019,zu sehen sein::V,kunna ses,күренү
1020,vernehmen::V,få veta,ишетү
1021,vernehmen::V,förnimma,ишетү
1022,frieren::V,frysa,өшү
1023,frieren::V,frysa,күшегү
1024,tun::V,göra,итү
1025,können::V,kunna,алу
1026,wollen::V,vilja,теләү
1027,anfangen::V,börja,керешү
1028,beenden::V,avsluta,бетерү
1029,beenden::V,avsluta,тәмамлау
1030,aufhören::V,sluta,бетү
1031,aufhören::V,upphöra,бетү
1032,gelingen::V,lyckas,уңу
1033,geraten::V,bli,сабышу
1034,öffnen::V,öppna,ачу
1035,schließen::V,låsa,ябу
1036,schließen::V,stänga,ябу
1037,stellen::V,ställa,кую
1038,setzen::V,sätta,утырту
1039,legen::V,lägga,яткыру
1040,berühren::V,beröra,тию
1041,verbinden::V,förbinda,ялгау
1042,bedecken::V,täcka,өрту
1043,bedecken::V,täcka,каплау
1044,bedecken::V,täcka,томалау
1045,bedecken::V,betäcka,өрту
1046,bedecken::V,betäcka,каплау
1047,bedecken::V,betäcka,томалау
1048,aufhängen::V,hänga,асу
1049,aufhängen::V,hänga upp,асу
1050,anzünden::V,tända,кабызу
1051,anzünden::V,antända,кабызу
1052,anzünden::V,tända på,кабызу
1053,aufheben::V,lyfta,күтәрү
1054,zurücklassen::V,lämna,калдыру
1055,zurücklassen::V,efterlämna,калдыру
1056,verlieren::V,mista,югалту
1057,verlieren::V,förlora,югалту
1058,fallen lassen::V,tappa,төшерү
1059,fallen lassen::V,släppa,төшерү
1060,machen::V,göra,ясау
1061,machen::V,göra,эшләү
1062,herstellen::V,tillverka,ясау
1063,herstellen::V,framställa,ясау
1064,bauen::V,bygga,кору
1065,reparieren::V,reparera,төзәтү
1066,verbessern::V,rätta,яхшырту
1067,verbessern::V,förbättra,яхшырту
1068,ändern::V,ändra,үзгәртү
1069,ändern::V,förändra,үзгәртү
1070,graben::V,gräva,казу
1071,beugen::V,böja,ию
1072,biegen::V,böja,бөгү
1073,biegen::V,kröka,бөгү
1074,drehen::V,vrida,бору
1075,drehen::V,vrida,бөтерү
1076,wenden::V,vända,бору
1077,umdrehen::V,vrida om,түнтәрү
1078,heben::V,häva,күтәрү
1079,hochheben::V,lyfta,күтәрү
1080,ergreifen::V,gripa,эләктерү
1081,halten::V,hålla,тоту
1082,drücken::V,trycka,кысу
1083,schieben::V,skjuta,кузгату
1084,kratzen::V,riva,тырнау
1085,kratzen::V,skrapa,тырнау
1086,lecken::V,slicka,ялау
1087,beißen::V,bita,тешләү
1088,abreißen::V,slita_av,өзү
1089,abreißen::V,riva_av,өзү
1090,abschneiden::V,skära av,кыю
1091,abschneiden::V,skära av,кисү
1092,binden::V,binda,бәйләү
1093,stecken::V,sticka,төртү
1094,stecken::V,sticka,тыгу
1095,brechen::V,bryta,сындыру
1096,brechen::V,brista,сындыру
1097,klopfen::V,banka,шаку
1098,klopfen::V,banka,шакылдау
1099,klopfen::V,klappa,шаку
1100,klopfen::V,klappa,шакылдау
1101,hauen::V,hugga,кыйнау
1102,kleben::V,klistra,ябыштыру
1103,reiben::V,gnida,ышку
1104,streichen::V,smörja,ягу
1105,schleifen::V,slipa,кайрау
1106,schneiden::V,skära,кисү
1107,schneiden::V,klippa,кисү
1108,rütteln::V,skaka,селкетү
1109,schütteln::V,rista,селкетү
1110,schwenken::V,svänga,болгау
1111,schütten::V,hälla,кою
1112,füllen::V,fylla,тутыру
1113,einwickeln::V,slå in,төрү
1114,einwickeln::V,veckla in,төрү
1115,tragen::V,bära,ташу
1116,schleppen::V,släpa,сөйрәү
1117,schleppen::V,släpa,өстерәү
1118,ziehen::V,dra,тарту
1119,aufbewahren::V,förvara,саклау
1120,aufbewahren::V,ta vara på,саклау
1121,werfen::V,kasta,ыргыту
1122,fangen::V,fånga,тоту
1123,packen::V,gripa,эләктерү
1124,packen::V,gripa tag,эләктерү
1125,verstecken::V,gömma,яшерү
1126,teilen::V,dela,бүлү
1127,schicken::V,skicka,җибәрү
1128,bringen::V,bringa,китерү
1129,hinzufügen::V,tillägga,өстәү
1130,bekommen::V,få,алу
1131,bekommen::V,erhålla,алу
1132,erhalten::V,få,алу
1133,erhalten::V,erhålla,алу
1134,nehmen::V,ta,алу
1135,nehmen::V,taga,алу
1136,wählen::V,välja,сайлау
1137,auswählen::V,utvälja,сайлау
1138,bewahren::V,bevara,саклау
1139,behindern::V,hindra,комачаулау
1140,behindern::V,förhindra,комачаулау
1141,verderben::V,förstöra,бозу
1142,beschädigen::V,skada,бозу
1143,zerbrechen::V,bryta isär,вату
1144,zerbrechen::V,bryta sönder,вату
1145,zerreißen::V,riva sönder,өзү
1146,zerreißen::V,riva sönder,ерту
1147,zerreißen::V,slita sönder,өзү
1148,zerreißen::V,slita sönder,ерту
1149,zerstören::V,förstöra,җимерү
1150,verbrennen::V,bränna,яндыру
1151,verbrennen::V,bränna,көйдерү
1152,verbrennen::V,bränna upp,яндыру
1153,verbrennen::V,bränna upp,көйдерү
1154,geben::V,ge,бирү
1155,reichen::V,räcka,тапшыру
1156,schenken::V,skänka,бүләкләү
1157,versprechen::V,lova,вәгъдә бирү
1158,wünschen::V,önska,котлау
1159,loben::V,lova,мактау
1160,loben::V,beröma,мактау
1161,küssen::V,pussa,үбү
1162,wiegen::V,vagga,тирбәтү
1163,zudecken::V,täcka,ябу
1164,zudecken::V,täcka,бөркәү
1165,wecken::V,väcka,уяту
1166,zeigen::V,visa,күрсәтү
1167,führen::V,föra,йөртү
1168,lehren::V,lära,өйрәтү
1169,unterrichten::V,undervisa,укыту
1170,aufziehen::V,uppfostra,асрау
1171,leiten::V,leda,җитәкләү
1172,antreiben::V,driva på,куалау
1173,antreiben::V,driva på,әйдәләү
1174,antreiben::V,driva på,ашыктыру
1175,lassen::V,få att,мәҗбүр итү
1176,einladen::V,bjuda,чакыру
1177,einladen::V,inbjuda,чакыру
1178,vereinigen::V,förena,берләштерү
1179,besuchen::V,besöka,керешү
1180,treffen::V,möta,очрату
1181,treffen::V,träffa,очрату
1182,sich versammeln::V,församla sig,җыелышу
1183,spielen::V,leka,уйнау
1184,spielen::V,spela,уйнау
1185,singen::V,sjunga,җырлау
1186,tanzen::V,dansa,бию
1187,sich trennen::V,skiljas,аерылу
1188,sich trennen::V,skiljas,ташлашу
1189,verlassen::V,lämna,ташлау
1190,verlassen::V,lämna,калдыру
1191,verlassen::V,överge,ташлау
1192,verlassen::V,överge,калдыру
1193,retten::V,rädda,коткару
1194,bewachen::V,bevaka,каравыллау
1195,schützen::V,skydda,ышыклау
1196,schützen::V,beskydda,ышыклау
1197,verteidigen::V,försvara,яклау
1198,verteidigen::V,försvara,саклау
1199,sich schlagen::V,slåss,сугышу
1200,schießen::V,skjuta,ату
1201,siegen::V,segra,җиңү
1202,ärgern::V,förarga,ачуландыру
1203,schlagen::V,slå,ору
1204,schlagen::V,slå,бәрү
1205,schlagen::V,slå,тукмау
1206,treten::V,sparka,тибү
1207,stechen::V,sticka,кадау
1208,stoßen::V,stöta,этү
1209,stehlen::V,stjäla,урлау
1210,stören::V,störa,комачаулау
1211,belästigen::V,genera,борчу
1212,belästigen::V,genera,билмазалау
1213,belästigen::V,besvära,борчу
1214,belästigen::V,besvära,билмазалау
1215,verbergen::V,dölja,яшерү
1216,täuschen::V,vilseleda,алдату
1217,betrügen::V,bedra,хәрәмләшү
1218,töten::V,döda,үтерү
1219,wohnen::V,bo,яшәү
1220,arbeiten::V,arbeta,эшләү
1221,sammeln::V,samla,туплау
1222,pflücken::V,plocka,өзү
1223,jagen::V,jaga,аулау
1224,fischen::V,fiska,балык тоту
1225,fassen::V,fånga,тоту
1226,hüten::V,vakta,көтү
1227,treiben::V,driva,куалау
1228,anbinden::V,binda fast,бәйләү
1229,füttern::V,fodra,туйдыру
1230,melken::V,mjölka,саву
1231,hacken::V,hacka,чабу
1232,gießen::V,hälla,сугару
1233,gießen::V,vattna,сугару
1234,reifen::V,mogna,җитешү
1235,zubereiten::V,tillaga,пешеренү
1236,zubereiten::V,tillreda,пешеренү
1237,kochen::V,koka,пешерү
1238,kochen::V,koka,кайнату
1239,backen::V,baka,пешерү
1240,braten::V,steka,куыру
1241,braten::V,steka,кыздыру
1242,umrühren::V,röra om,бутау
1243,umrühren::V,röra om,болгату
1244,stricken::V,sticka,бәйләү
1245,nähen::V,sy,тегү
1246,färben::V,färga,ману
1247,reinigen::V,rensa,чистарту
1248,reinigen::V,rengöra,чистарту
1249,waschen::V,tvätta,юу
1250,abwischen::V,torka av,сөртү
1251,spülen::V,spola,чайкау
1252,spülen::V,skölja,чайкау
1253,fegen::V,feja,себерү
1254,kehren::V,sopa,себерү
1255,baden::V,bada,коену
1256,sich waschen::V,tvätta sig,юыну
1257,ausziehen::V,ta av,чишенү
1258,anziehen::V,ta på,кию
1259,sich anziehen::V,klä på sig,киенү
1260,kämmen::V,kamma,тарау
1261,schmücken::V,pynta,бизәү
1262,schmücken::V,pynta,бизәкләү
1263,schmücken::V,smycka,бизәү
1264,schmücken::V,smycka,бизәкләү
1265,sagen::V,säga,дию
1266,sagen::V,säga,әйтү
1267,sprechen::V,tala,сөйләү
1268,sprechen::V,tala,сөйләшү
1269,reden::V,tala,сөйләү
1270,reden::V,prata,сөйләү
1271,sich unterhalten::V,prata,сөйләшү
1272,fragen::V,fråga,сорау
1273,fragen::V,fråga,сорашу
1274,fragen::V,spörja,сорау
1275,fragen::V,spörja,сорашу
1276,bitten::V,be,үтенү
1277,erzählen::V,berätta,сөйләү
1278,mitteilen::V,meddela,белдерү
1279,nennen::V,kalla,дию
1280,rufen::V,ropa,дәшү
1281,prahlen::V,pråla,мактану
1282,prahlen::V,pråla,шапырыну
1283,prahlen::V,skryta,мактану
1284,prahlen::V,skryta,шапырыну
1285,übersetzen::V,tolka,күчерү
1286,übersetzen::V,översätta,күчерү
1287,denken::V,tänka,уйлау
1288,glauben::V,tro,инану
1289,bemerken::V,uppmärksamma,искәрү
1290,bemerken::V,lägga märke till,искәрү
1291,erkennen::V,känna igen,тану
1292,begreifen::V,begripa,аңлау
1293,begreifen::V,begripa,төшенү
1294,verstehen::V,förstå,аңлау
1295,verstehen::V,förstå,төшенү
1296,lernen::V,lära sig,уку
1297,lernen::V,lära sig,өйрәнү
1298,wissen::V,veta,белү
1299,sich erinnern an::V,minnas,хәтерләү
1300,sich erinnern an::V,komma ihåg,хәтерләү
1301,vergessen::V,glömma,оныту
1302,messen::V,mäta,үлчәү
1303,zählen::V,räkna,санау
1304,rechnen::V,räkna,исәпләү
1305,lesen::V,läsa,уку
1306,malen::V,måla,рәсем ясау
1307,malen::V,måla,сурәт ясау
1308,malen::V,måla,сурәтләү
1309,zeichnen::V,teckna,язу-сызу
1310,zeichnen::V,teckna,сурәт ясау
1311,schreiben::V,skriva,язу
1312,besitzen::V,äga,биләү
1313,besitzen::V,besitta,биләү
1314,kaufen::V,köpa,алу
1315,verkaufen::V,sälja,сату
1316,bezahlen::V,betala,түләү
1317,zahlen::V,betala,түләү
1318,beherrschen::V,behärska,ия булу
1319,ertragen::V,tåla,чыдау
1320,ertragen::V,uthärda,чыдау
