,Concept_ID,te,xal
676,dort::ADV,అక్కడ,тенд
677,dorthin::ADV,అక్కడికి,тиигән
678,geradeaus::ADV,సూటిగా,шуд
679,vorwärts::ADV,ముందుకు,уралан
680,rückwärts::ADV,వెనుకకు,гедргән
681,zurück::ADV,వెనుకభాగము,хәрү
682,unten::ADV,క్రింద,дор
683,hinab::ADV,కిందికి,дор
684,hinab::ADV,కిందికి,доракшан
685,oben::ADV,మీద,деер
686,hinauf::ADV,పైకి,өөдән
687,hinauf::ADV,పైకి,деер
688,überall::ADV,అంతటా,альд болв чигн
689,nicht::ADV,కాదు,эс
690,nicht::ADV,కాదు,биш
691,nicht::ADV,కాదు,бичә
692,ein wenig::ADV,కొంచెము,баахн
693,ein wenig::ADV,కొంచెము,баахнар
694,kaum::ADV,చాలిచాలక,әрә
695,sehr::ADV,చాల,йир
696,so::ADV,ఆలాగున,иигҗ
697,noch::ADV,ఇప్పటికిని,ода чигн
698,nur::ADV,మాత్రము,һанцхн
699,schon::ADV,ఇదివఱకే,одх
700,wieder::ADV,తిరిగి,бас
701,vergebens::ADV,నిష్ఫలముగా,киидән
702,vor::PRP,ముందు,урд
703,hinter::PRP,వెనుక,ца
704,unter::PRP,క్రింద,дор
705,durch::PRP,ద్వారా,ивт
706,durch::PRP,ద్వారా,дундаһур
707,neben::PRP,దగ్గెర,хаҗуд
708,zwischen::PRP,మధ్య,хоорнд
709,wegen::PRP,కారణంగా,көлтә
710,wegen::PRP,కారణంగా,деерәс
711,dies::PRN,ఇది,эн
712,das::PRN,అది,тер
713,alles::PRN,సకలము,цуһар
714,ich::PRN,నేను,би
715,du::PRN,నీవు,чи
716,er::PRN,అతడు,тер
717,wir::PRN,మనము,мадн
718,ihr::PRN,మీరు,та
719,sie::PRN,వారు,тедн
720,was::FPRN,ఏమి,юн
721,wer::FPRN,ఎవడు,кен
722,wo::FADV,ఎక్కడ,хама
723,wohin::FADV,ఎందుకు,хамаран
724,wie::FADV,ఎట్టు,яһҗ
725,wie::FADV,ఎట్టు,яһад
726,warum::FADV,ఏల,юңгад
727,wieviel::FNUM,ఎంత,кедү
728,eins::NUM,ఒకటి,негн
729,zwei::NUM,రెండు,хойр
730,drei::NUM,మూడు,һурвн
731,vier::NUM,నాలుగు,дөрвн
732,fünf::NUM,అయిదు,тавн
733,sechs::NUM,ఆఱు,зурһан
734,sieben::NUM,ఏరు,долан
735,acht::NUM,ఎనిమదు,нәәмн
736,neun::NUM,తొమ్మిది,йисн
737,zehn::NUM,పది,арвн
738,elf::NUM,పదునొకొండు,арвн негн
739,zwölf::NUM,పండ్రండు,арвн хойр
740,zwanzig::NUM,ఇరుపది,хөрн
741,dreißig::NUM,ముప్పది,һучн
742,vierzig::NUM,నలువది,дөчн
743,fünfzig::NUM,ఏబది,тәвн
744,sechzig::NUM,అరుపది,җирн
745,siebzig::NUM,డెబ్బది,далн
746,achtzig::NUM,ఎనుబది,найн
747,neunzig::NUM,తొంబది,йирн
748,hundert::NUM,నూఱు,зун
749,tausend::NUM,వేయి,миңһн
750,und::CNJ,మఱియు,болн
751,oder::CNJ,లేక,эс гиҗ
752,oder::CNJ,లేక,эс гихлә
753,stehen::V,నిలుచు,зогсх
754,sitzen::V,కూర్చుండు,суух
755,liegen::V,పండుకొనుట,кевтх
756,hängen::V,వ్రేలాడదీయు,өлгәтә бәәх
757,werden::V,అగు,болх
758,passieren::V,సంభవించు,болх
759,beginnen::V,ఆరంభించు,эклх
760,enden::V,తీరుట,төгсх
761,wechseln::V,మార్చు,хүврх
762,aufgehen[Sonne]::V,ఉదయించు,һарх
763,untergehen[Sonne]::V,అస్తమించు,орх
764,untergehen[Sonne]::V,అస్తమించు,сүүрлх
765,scheinen[Sonne]::V,ప్రకాశించు,герлтх
766,donnern::V,ఉరుముట,күрҗңнх
767,wehen::V,దురద్పప్టము,сальклх
768,strömen::V,పారుట,һооҗх
769,fließen::V,ప్రవహించు,урсх
770,sich drehen::V,తిరుగు,эргх
771,schwanken::V,ఆడించుట,дәәвлх
772,schwingen::V,ఊగుట,нәәхлх
773,fallen::V,పడు,унх
774,fallen::V,పడు,киисх
775,brennen::V,కాలుట,шатх
776,rauchen::V,పొగసుట,ута һарһх
777,regnen::V,కురిపించుట,орх
778,gefrieren::V,గడ్డకట్టు,мөстх
779,tauen::V,కరగు,хәәлх
780,schmelzen::V,కరగు,хәәлх
781,schmelzen::V,కరగు,хәәлгдх
782,trocknen::V,యెండుట,эврх
783,sieden::V,ఉడుకు,буслх
784,faulen::V,క్రుళ్లు,үмкәрх
785,verfaulen::V,క్షిణించు,илҗрх
786,reißen::V,చించు,тасрх
787,versinken::V,మునుగు,чивх
788,vergehen::V,సంభవించు,болх
789,erscheinen::V,కనబడు,һарх
790,verschwinden::V,అదృశ్యమగు,уга болх
791,sinken::V,ముణుగుట,татгдх
792,abnehmen::V,తగ్గు,хасгдх
793,zunehmen::V,పెరుగుట,өсх
794,steigen::V,లేచు,немх
795,wachsen::V,పెరుగు,өсх
796,wachsen::V,పెరుగు,урһх
797,glänzen::V,ప్రకాశించు,гилвкх
798,funkeln::V,ప్రకాశించు,цәклх
799,lärmen::V,అరుచుట,шууглдх
800,läuten::V,మేళవించుట,хоңх
801,klingeln::V,వాయించుట,җиңнулх
802,klirren::V,ఘంటానాదము,җиңнх
803,brausen::V,గర్జించు,догшрхх
804,rauschen::V,చటచటమనుట,сарҗңнх
805,klingen::V,ధ్వనించుట,ә һарх
806,bellen::V,అఱచు,хуцх
807,heulen::V,కూయు,уульх
808,blasen::V,దురద్పప్టము,үләх
809,pfeifen::V,ఈలవేయు,ишкрх
810,schreien::V,అఱచు,хәәкрх
811,stöhnen::V,మూలుగు,түңшх
812,zittern::V,వణకు,дагҗннх
813,leben::V,జీవించుట,бәәх
814,geboren werden::V,పుట్టుట,төрх
815,atmen::V,ఉపిరి తీయు,әмсхлх
816,trinken::V,త్రాగు,уух
817,essen::V,తిను,идх
818,schlucken::V,మ్రింగు,зальгх
819,müde werden::V,అలయు,көшх
820,einschlafen::V,నిద్రించు,унтх
821,schlafen::V,నిద్రురించు,нөөрсх
822,aufwachen::V,మేలుకొను,серх
823,aufstehen::V,లేచు,босх
824,sich erholen::V,నడ్డి వాల్చు,амрх
825,krank werden::V,జబ్బుపడు,гемтх
826,krank sein::V,జబ్బు చేయు,шалтглх
827,schmerzen::V,నొచ్చుట,өвдх
828,husten::V,దగ్గుట,ханях
829,genesen::V,కుదురుట,эдгх
830,sterben::V,మరణించు,үкх
831,sterben::V,మరణించు,өңгрх
832,umkommen::V,నశించు,үкх
833,sich bewegen::V,కదలు,көдлх
834,sich bewegen::V,కదలు,көндрх
835,sich rühren::V,కదలు,көндрх
836,sich erheben::V,లేచు,босх
837,sich setzen::V,కూర్చుణ్డు,суух
838,hinfallen::V,దొర్లు,унх
839,hinfallen::V,దొర్లు,киисх
840,laufen::V,నడచు,йовх
841,schreiten::V,అడుగుపెట్టుట,алхх
842,spazierengehen::V,పచారు చేయు,сергҗ йовх
843,eilen::V,తొందరపడు,шулудх
844,sich beeilen::V,త్వరపెట్టు,адһх
845,sich beeilen::V,త్వరపెట్టు,шамдх
846,sausen::V,విసరికొట్టు,хурдлх
847,sausen::V,విసరికొట్టు,йир_хурдар_гүүх
848,sausen::V,విసరికొట్టు,йир_хурдар_йовх
849,rennen::V,పరుగెత్తు,гүүх
850,springen::V,దుముకు,һәрәдх
851,klettern::V,ఎక్కు,давшх
852,schaukeln::V,ఉయ్యాల ఊగు ,дүүдңндх
853,kriechen::V,ప్రాకు,мөлкх
854,schwimmen::V,ఈదు,усчх
855,tauchen::V,మునుగు,булхх
856,rudern::V,తెడ్లతోఁగడపు,хәәвдх
857,fahren::V,నడపు,йовх
858,fliegen::V,ఎగురు,нисх
859,gehen::V,పోవు,йовх
860,weggehen::V,బయలుదేరు,йовх
861,weggehen::V,బయలుదేరు,одх
862,weggehen::V,బయలుదేరు,һарх
863,weggehen::V,బయలుదేరు,мөрлх
864,abfahren::V,విడిచిపోవు,мордх
865,anhalten::V,నిలుపు,зогсх
866,hineingehen::V,ప్రవేశించు,орх
867,eintreten::V,ప్రవేశించు,орх
868,kommen::V,వచ్చు,ирх
869,ankommen::V,వచ్చి చేరు,ирх
870,zurückkommen::V,తిరిగీవచ్చుట,орх
871,bleiben::V,ఉండు,бәәх
872,warten::V,కనిపెట్టు,күләх
873,erwarten::V,నిరిక్షించు,күләх
874,suchen::V,వెదకు,хәәх
875,finden::V,కనుగొను,олх
876,versuchen::V,ప్రయత్నించు,седх
877,vorbereiten::V,తయారుచేయు,белдх
878,lieben::V,ప్రేమించు,дурлх
879,mögen::V,ఇష్టపడు,таассгдх
880,lachen::V,నవ్వు,инәх
881,rühren::V,గుండె తాకు,уйрах
882,weinen::V,వీడ్చు,уульх
883,schimpfen::V,గొణుగు,харах
884,sich ärgern::V,అలుగు,уурлх
885,sich fürchten::V,భయపడు,әәх
886,fürchten::V,భయపడు,әәх
887,fürchten::V,భయపడు,сүрдх
888,fliehen::V,పాఱిపోపు,зулх
889,flüchten::V,తప్పించుకొను,орһх
890,flüchten::V,తప్పించుకొను,зулх
891,sehen::V,చూచు,үзх
892,anschauen::V,చూచు,харх
893,ansehen::V,కాచియుండు,хәләх
894,ansehen::V,కాచియుండు,үзх
895,hören::V,విను,соңсх
896,zuhören::V,విను,соңсх
897,probieren::V,చవిచూచుట,амсх
898,riechen::V,వాసనచూచు,үнрчлх
899,fühlen::V,స్పర్శించుట,медх
900,scheinen::V,కనబడు,болҗ медгдх
901,scheinen::V,కనబడు,миниһәр болхла
902,scheinen::V,కనబడు,болад бәәх
903,zu sehen sein::V,చూవు,үзгдх
904,vernehmen::V,విను,соңсх
905,frieren::V,చలికి వడకు,даарх
906,tun::V,చేయు,кех
907,können::V,గల,чадх
908,wollen::V,కోరు,дурлх
909,anfangen::V,ఆరంభించు,эклх
910,beenden::V,ముగించు,дуусх
911,aufhören::V,నిలుపు,уурх
912,gelingen::V,గెలుపాందు,бүтх
913,gelingen::V,గెలుపాందు,күцәх
914,geraten::V,వెలువడు,болх
915,öffnen::V,తెఱచు,секх
916,schließen::V,మూయు,хаах
917,stellen::V,ఉంచు,тәвх
918,setzen::V,ఉంచు,суулһх
919,legen::V,పెట్టు,тәвх
920,berühren::V,తాకు,көндәх
921,verbinden::V,చేర్చుట,боох
922,bedecken::V,మూయు,хучх
923,bedecken::V,మూయు,бүркх
924,aufhängen::V,వ్రేలాడదీయు,өлгх
925,anzünden::V,వెలిగించు,асах
926,anzünden::V,వెలిగించు,шатах
927,aufheben::V,సేకరించు,өөдән өргх
928,zurücklassen::V,విడుచు,үлдәх
929,verlieren::V,పోగొట్టుకొను,геех
930,fallen lassen::V,జాఱవిడుచు,алдх
931,machen::V,చేయు,кех
932,herstellen::V,ఉత్పత్తిచేయు,кех
933,bauen::V,నిర్మించు,тосхх
934,reparieren::V,సరిచేయు,ясх
935,verbessern::V,వృద్ధి చేయు,сәәрүлх
936,ändern::V,మార్చు,хүврәх
937,graben::V,త్రవ్వు,малтх
938,beugen::V,వంచు,нуһлх
939,biegen::V,వంచు,матилһх
940,drehen::V,నూలువడుకు,эргүлх
941,wenden::V,త్రిప్పు,көмрх
942,wenden::V,త్రిప్పు,эргүлх
943,umdrehen::V,త్రిప్పు,эргүлх
944,heben::V,ఎత్తు,өргх
945,heben::V,ఎత్తు,деер өргх
946,hochheben::V,ఎత్తు,өргх
947,ergreifen::V,వశపఱచుకొను,бәрх
948,halten::V,ఉంచు,бәрх
949,drücken::V,అణచు,шахх
950,schieben::V,నొక్కు,түлкх
951,kratzen::V,గోకు,мааҗх
952,lecken::V,నాకు,долах
953,beißen::V,కఱచు,хазх
954,abreißen::V,తెగతెంచు,таслх
955,abschneiden::V,తెగకొట్టు,тәәрх
956,binden::V,కట్టు,боох
957,stecken::V,తగులుకొనివుండుట,шаах
958,stecken::V,తగులుకొనివుండుట,хатхх
959,brechen::V,పగులగొట్టు,хамхлх
960,klopfen::V,కొట్టు,цокх
961,hauen::V,కొట్టు,цокх
962,kleben::V,అంటుకొను,наах
963,reiben::V,రాచు,зүлгх
964,streichen::V,వ్యాపింపజేయు,наах
965,streichen::V,వ్యాపింపజేయు,лашх
966,streichen::V,వ్యాపింపజేయు,түркх
967,schleifen::V,రాచు,хурцлх
968,schneiden::V,కోయు,хәәчлх
969,rütteln::V,కుదిలించుట,дәәвлүлх
970,schütteln::V,కదల్చు,сегсрх
971,schwenken::V,ఊచుట,дайлх
972,schütten::V,పోయు,кех
973,füllen::V,నింపు,дүүргх
974,einwickeln::V,చుట్టు,орах
975,tragen::V,మోయు,зөөх
976,schleppen::V,ఈడ్చు,чирх
977,ziehen::V,ఈడ్చు,татх
978,aufbewahren::V,కాపాడు,хадһлх
979,werfen::V,విసరు,хайх
980,fangen::V,పట్టుకొను,бәрх
981,fangen::V,పట్టుకొను,хавлх
982,packen::V,పట్టుకొను,бәрх
983,verstecken::V,దాచు,дүрх
984,verstecken::V,దాచు,бултулх
985,teilen::V,భాగించు,хувах
986,schicken::V,పంపు,илгәх
987,bringen::V,తెచ్చు,авч ирх
988,hinzufügen::V,చేర్చు,немх
989,bekommen::V,సంపాదించు,авх
990,erhalten::V,పుచ్చుకొను,авх 
991,nehmen::V,తీసికొను,авх
992,wählen::V,ఇష్టపడు,шүүх
993,auswählen::V,ఏరుకొను,шүүх
994,bewahren::V,భద్రపఱుచు,хадһлх
995,bewahren::V,భద్రపఱుచు,кевтнь үлдәх
996,bewahren::V,భద్రపఱుచు,кевтнь бәәлһх
997,behindern::V,అడ్డగించుట,харшлх
998,verderben::V,చెఱచు,үрәх
999,beschädigen::V,చెరుపుట,эвдх
1000,zerbrechen::V,పగులగొట్టు,күүлх
1001,zerbrechen::V,పగులగొట్టు,хамхлх
1002,zerreißen::V,చించు,шуучх
1003,zerstören::V,వాశనము చేయు,эвдх
1004,verbrennen::V,కాల్చు,шатах
1005,geben::V,ఇచ్చు,өгх
1006,reichen::V,అందుకొనుట,өгх
1007,schenken::V,అర్పించు,белглх
1008,versprechen::V,వాగ్దత్తము చేయు,амлх
1009,wünschen::V,కోరు,сә хәәх
1010,loben::V,స్తుతించు,магтх
1011,küssen::V,ముద్దుపెట్టుకొను,үмсх
1012,wiegen::V,ఊచుట,саатулх
1013,zudecken::V,మూయు,бүркх
1014,wecken::V,నిద్రపలేపుట,серүлх
1015,zeigen::V,చూవు,үзүлх
1016,führen::V,దారిచూపు,көтлх
1017,lehren::V,బోధించు,заах
1018,lehren::V,బోధించు,сурһх
1019,unterrichten::V,నేర్పు,сурһх
1020,unterrichten::V,నేర్పు,багшлх
1021,aufziehen::V,పెంచు,өскәх
1022,leiten::V,తీసుకపోవుట,һардх
1023,leiten::V,తీసుకపోవుట,толһалх
1024,antreiben::V,ప్రేరేపించు,шамдах
1025,lassen::V,అనుమతించు,күч үзүлх
1026,einladen::V,ఆహ్వానించు,үрх
1027,vereinigen::V,కూడుట,хамцулх
1028,besuchen::V,పోయి చూచు,одх
1029,treffen::V,కలియు,харһх
1030,sich versammeln::V,కూర్చు,цуглрх
1031,sich versammeln::V,కూర్చు,хурх
1032,spielen::V,ఆట లాడు,наадх
1033,singen::V,పాడు,дуулх
1034,tanzen::V,నృత్యముచేయు,биилх
1035,sich trennen::V,ఎడబాయుట,хаһцх
1036,verlassen::V,విడుచు,хайх
1037,retten::V,తప్పించుట,әм аврх
1038,retten::V,తప్పించుట,әәмшгәс харсх
1039,bewachen::V,కాపాడు,харх
1040,bewachen::V,కాపాడు,манх
1041,schützen::V,రక్షించు,харсх
1042,verteidigen::V,రక్షించు,харсх
1043,sich schlagen::V,జగడమాడు,гүвдлдх
1044,schießen::V,కాల్చు,хах
1045,siegen::V,గెలుచు,диилх
1046,ärgern::V,పీడించుట,уурлулх
1047,schlagen::V,కొట్టు,цокх
1048,schlagen::V,కొట్టు,гүвдх
1049,treten::V,తన్ను,
1050,stechen::V,కుట్టు,хатхх
1051,stoßen::V,గెంటు,түлкчкх
1052,stehlen::V,దొంగిలించు,хулхалх
1053,stören::V,కలతపఱచు,һә болх
1054,belästigen::V,పీడించు,амр эс өгх
1055,verbergen::V,దాచు,нуух
1056,verbergen::V,దాచు,бултулх
1057,täuschen::V,మోసము చేయు,меклх
1058,betrügen::V,మోసపుచ్చు,меклх
1059,betrügen::V,మోసపుచ్చు,мек һарһх
1060,töten::V,చంపు,алх
1061,wohnen::V,నివసించు,бәәх
1062,arbeiten::V,పనిచేయు,көдлх
1063,sammeln::V,ప్రోగుచేయు,түүх
1064,pflücken::V,యేరుట,түүх
1065,pflücken::V,యేరుట,хурах
1066,jagen::V,వేటాడు,аңнх
1067,jagen::V,వేటాడు,аңһучлх
1068,fischen::V,వెదకు,заһс аңнх
1069,fassen::V,పట్టుకొమ,бәрх
1070,hüten::V,మందచేరుట,хәрүлх
1071,treiben::V,నడపు,туух
1072,anbinden::V,కట్టు,уйх
1073,füttern::V,భోజనము పెట్టు,теҗәх
1074,melken::V,పాలు పితుకు,саах
1075,hacken::V,నఱకు,чавчх
1076,gießen::V,నీళ్ళుకట్టుట,услх
1077,reifen::V,పండుట,болх
1078,reifen::V,పండుట,болвсрх
1079,zubereiten::V,వండు,белдх
1080,kochen::V,వండు,чанх
1081,kochen::V,వండు,болһх
1082,backen::V,రొట్టెకాల్చు,болһх
1083,braten::V,వేపు,хуурх
1084,umrühren::V,కదులుట,самрх
1085,stricken::V,అల్లు,өлгх
1086,nähen::V,కుట్టు,уйх
1087,färben::V,రంగు వేయు,будх
1088,reinigen::V,శుభ్రము చేయు,цеврлх
1089,waschen::V,కడుగు,уһах
1090,abwischen::V,తుడుచు,арчх
1091,spülen::V,నీటిలో జడించు,зәәлх
1092,fegen::V,ఊడ్చు,сәвүрдх
1093,kehren::V,ఊడ్చు,сәвүрдх
1094,baden::V,స్నానము చేయు,өөмх
1095,sich waschen::V,కడుగు,уһах
1096,sich waschen::V,కడుగు,бийән уһаҗ
1097,ausziehen::V,విప్పు,тәәлх
1098,anziehen::V,ధరించు,өмсх
1099,sich anziehen::V,బట్టలు వేసుకొను,хувцлх
1100,sich anziehen::V,తొడుగుకొను,хувцлх
1101,kämmen::V,దువ్వుట,самлх
1102,schmücken::V,అలంకరించు,чимх
1103,schmücken::V,అలంకరించు,кеерүлх
1104,sagen::V,చెప్పు,келх
1105,sprechen::V,చెప్పు,келх
1106,reden::V,మాటలాడు,күүндх
1107,reden::V,మాటలాడు,күр_кех
1108,sich unterhalten::V,ముచ్చటలాడు,күүндх
1109,fragen::V,ప్రశ్నించు,сурх
1110,bitten::V,కోరు,эрх
1111,erzählen::V,చెప్పు,келх
1112,erzählen::V,చెప్పు,келҗ өгх
1113,mitteilen::V,తెలియజేయు,медүлх
1114,nennen::V,పేరు వెట్టు,нерәдх
1115,nennen::V,పేరు వెట్టు,нер өгх
1116,rufen::V,పిలుచు,дуудх
1117,prahlen::V,జల్లి,көөрх
1118,übersetzen::V,తర్జుమాచేయు,орчулх
1119,denken::V,ఆలోచించు,санх
1120,glauben::V,నమ్ము,шүтх
1121,glauben::V,నమ్ము,нәәлх
1122,bemerken::V,గుర్తించు,темдглх
1123,erkennen::V,గుర్తించు,таньх
1124,erkennen::V,గుర్తించు,медх
1125,begreifen::V,గ్రహించు,медх
1126,verstehen::V,గ్రహించు,соңсх
1127,lernen::V,నేర్చు కొను,сурх
1128,wissen::V,తెలిసికొను,медх
1129,sich erinnern an::V,జ్ఞాపకముంచుకొను,санх
1130,vergessen::V,మఱచిపోవు,мартх
1131,messen::V,కొలుచుట,кемҗәлх
1132,zählen::V,లెక్కపెట్టు,тоолх
1133,rechnen::V,లెక్కపెట్టు,тоолх
1134,lesen::V,చదువు,умшх
1135,malen::V,పూనుట,зурх
1136,zeichnen::V,వ్రాసుట,зурх
1137,schreiben::V,వ్రాయు,бичх
1138,besitzen::V,కలిగియుండు,эзлх
1139,kaufen::V,కొను,хулдҗ авх
1140,verkaufen::V,అమ్ము,хулдх
1141,verkaufen::V,అమ్ము,гүүлгх
1142,bezahlen::V,చెల్లించు,өгх
1143,zahlen::V,చెల్లించు,өгх
1144,beherrschen::V,ఏలు,эзлх
1145,ertragen::V,భరించు,даах
