,Concept_ID,tt,mdf
202,Pilz::N,гөмбә,панга
203,Zwiebel::N,суган,шурьхкя́
204,Zwiebel::N,суганбаш,шурьхкя́
205,Saat::N,орлык,видьмот
206,Korn::N,иген,сёра
207,Korn::N,орлык,сёра
208,Heu::N,печән,тише
209,Schale::N,кабык,кедь
210,Grube::N,баз,лотка
211,Grube::N,чокыр,лотка
212,Falle::N,тозак,туфкс
213,Falle::N,тозак,кунда́ма
214,Falle::N,капкын,туфкс
215,Falle::N,капкын,кунда́ма
216,Schlinge::N,элмәк,килькш
217,Spur::N,эз,пильгоки́
218,Asche::N,көл,кулу
219,Dreck::N,пычрак,ърда́з
220,Eisen::N,тимер,кшни
221,Gold::N,алтын,ока
222,Gold::N,алтын,золота
223,Silber::N,көмеш,сия́
224,Kohle::N,күмер,седь
225,Kohle::N,күмер,седьвальмя
226,Glas::N,пыяла,кля́нцек
227,Lehm::N,балчык,сёвонь
228,Sand::N,ком,шува́р
229,Mensch::N,адәм,ломань
230,Mensch::N,инсан,ломань
231,Mann::N,ир,аля
232,Mann::N,ир,цёраломань
233,Frau::N,хатын,ава
234,Kind::N,бала,идь
235,Kind::N,бала,шаба
236,Junge::N,малай,цёраня
237,Mädchen::N,кыз,стирня́
238,Familie::N,гаилә,тнал
239,Familie::N,гаилә,семья
240,Großvater::N,бабай,атя
241,Großvater::N,бабай,щя́тя
242,Großmutter::N,әби,баба
243,Eltern::N,ата-ана,тя́дят-а́лят
244,Vater::N,ата,аля
245,Mutter::N,ана,ава
246,Mutter::N,ана,тядя
247,Sohn::N,ул,цёра
248,Tochter::N,кыз,стирь
249,Bruder::N,кардәш,дуган
250,Bruder::N,кардәш,пяльне
251,Schwester::N,апа,ака
252,Schwester::N,апа,сазор
253,Schwester::N,сеңел,ака
254,Schwester::N,сеңел,сазор
255,Onkel::N,дәдә,оця
256,Onkel::N,дәдә,патя
257,Onkel::N,дәдә,щеня́
258,Onkel::N,дәдәй,оця
259,Onkel::N,дәдәй,патя
260,Onkel::N,дәдәй,щеня́
261,Tante::N,түти,ака
262,Tante::N,түти,щака
263,Tante::N,тәтәй,ака
264,Tante::N,тәтәй,щака
265,Ehemann::N,ир,мирде
266,Ehefrau::N,хатын,ърьвя́
267,Freude::N,сөенеч,ке́нярдема
268,Gelächter::N,көлү,рахсема
269,Gelächter::N,көлеш,рахсема
270,Glück::N,бәхет,паваз
271,Kummer::N,хәсрәт,ризф
272,Kummer::N,хәсрәт,пичефкс
273,Wunsch::N,теләк,мяль
274,Wunsch::N,теләк,таколдома
275,Lust::N,теләк,таколдома
276,Lust::N,теләү,таколдома
277,Geist::N,рух,вайме
278,Gedanke::N,уй,мяль
279,Gedanke::N,фикер,мяль
280,Gedächtnis::N,хәтер,прявий
281,Verstand::N,акыл,прявий
282,Sinn::N,мәгънә,ён
283,Grund::N,сәбәп,туфта́л
284,Wahrheit::N,хак,ви́де
285,Wahrheit::N,хак,видеши́
286,Gespräch::N,әңгәмә,корхтама
287,Märchen::N,әкият,ёфкс
288,Erzählung::N,хикәя,азкс
289,Nachricht::N,хәбәр,куля́
290,Neuigkeit::N,яңалык,куля́
291,Name::N,исем,лем
292,Rätsel::N,табышмак,со́дама ёфкс
293,Rede::N,нотык,вал
294,Rede::N,нотык,корхтама
295,Sprache::N,тел,кяль
296,Stimme::N,тавыш,вайгяль
297,Wort::N,сүз,вал
298,Zeichen::N,ишарә,тя́ште
299,Zeichen::N,ишарә,тя́штькс
300,Ruf::N,дәшү,тердема
301,Lärm::N,шау,гайф
302,Lärm::N,шау,жалакодома
303,Laut::N,аваз,вайгяль
304,Ton::N,шалтырату,вайгяль
305,Lied::N,җыр,мора
306,Ruhe::N,тынлык,сетьме
307,Leute::N,халык,ломатть
308,Volk::N,халык,наро́д
309,Arbeit::N,эш,тев
310,Arbeit::N,хезмәт,тев
311,Gast::N,кунак,и́нжи
312,Gast::N,кунак,ко́нак
313,Geschenk::N,бүләк,казне
314,Spiel::N,уен,налхкома
315,Spiel::N,уен,налхксема
316,Gesellschaft::N,җәмгыять,кружок
317,Hilfe::N,ярдәм,лездома
318,Hilfe::N,булышлык,лездома
319,Freund::N,дус,я́лга
320,Kamerad::N,иптәш,я́лга
321,Angelegenheit::N,эш,тев
322,Anzahl::N,микъдар,лувкс
323,Art::N,төр,вид
324,Stück::N,кисәк,пакш
325,Teil::N,өлеш,часть
326,Teil::N,өлеш,пялькс
327,Hälfte::N,ярым,пяле
328,Kreis::N,түгәрәк,шаркс
329,Kreuz::N,хач,крёз
330,Kreuz::N,тәре,крёз
331,Linie::N,сызык,межа
332,Linie::N,сызык,китькс
333,Strich::N,сызык,межа
334,Abstand::N,ара,ётка
335,Entfernung::N,ераклык,ётка
336,Gegend::N,урын,ва́ста
337,Gegend::N,урын,перьфпя́ль
338,Platz::N,бушлык,ва́ста
339,Ort::N,урын,ва́ста
340,Seite::N,як,пяле
341,Mitte::N,урта,кучка́
342,Gegenstand::N,нәрсә,веща
343,Sache::N,нәрсә,тев
344,Sache::N,нәрсә,веща
345,Rand::N,чит,пе
346,Kante::N,кырый,и́рдез
347,Ecke::N,почмак,ужа
348,Spitze::N,оч,пря
349,Ende::N,азак,пе
350,Loch::N,тишек,варя
351,Winkel::N,почмак,ужа
352,Muster::N,парча,сёрма
353,Größe::N,зурлык,серь
354,Länge::N,озынлык,кува́лма
355,Höhe::N,биеклек,серь
356,Gewicht::N,авырлык,сталма
357,Menge::N,микъдар,лувкс
358,Haufen::N,өем,мар
359,Reihe::N,рәт,ряд
360,Boot::N,каек,венеж
361,Boot::N,көймә,венеж
362,Ruder::N,ишкәк,миле
363,Schlitten::N,чана,ну́рда
364,Ski::N,чаңгы,сокс
365,Lagerfeuer::N,костёр,то́лмар
366,Last::N,йөк,канкс
367,Last::N,йөк,сталма
368,Gang::N,йөреш,молема
369,Schritt::N,адым,аськолкс
370,Norden::N,төньяк,якшама шире
371,Süden::N,көньяк,ля́мбе ши́ре
372,Westen::N,көнбатыш,ши валгома шире
373,Osten::N,шәрык,шинь стяма шире
374,Osten::N,көнчыгыш,шинь стяма шире
375,Holz::N,агач,вирь
376,Holz::N,агач,шуфта
377,Brett::N,такта,лавця
378,Platte::N,плитә,плита́
379,Stütze::N,таяу,неже
380,Stange::N,колга,олга
381,Stock::N,таяк,байдек
382,Stab::N,таяк,олгоня
383,Rohr::N,торба,турама
384,Haus::N,өй,куд
385,Haus::N,йорт,куд
386,Heim::N,гаилә,куд
387,Heim::N,нәсел,куд
388,Ofen::N,мич,пянакуд
389,Fußboden::N,идән,кия́кс
390,Tisch::N,өстәл,шра
391,Tisch::N,өстәл,моркш
392,Stuhl::N,утыргыч,стул
393,Wiege::N,бишек,нюря́м
394,Bett::N,ятак,ацам
395,Bett::N,урын-җир,ацам
396,Regal::N,киштә,лавцяланга
397,Regal::N,шүрлек,лавцяланга
398,Kiste::N,әрҗә,парга
399,Fenster::N,тәрәзә,валмья
400,Tür::N,ишек,кенкш
401,Tor::N,капка,ортат
402,Zaun::N,койма,перяфкс
403,Dach::N,түбә,кудпря
404,Leiter::N,баскыч,куцема
405,Besen::N,себерке,тяльме
406,Spaten::N,көрәк,ка́йме
407,Schaufel::N,көрәк,ко́поня
408,Schaufel::N,көрәк,ця́рдом
409,Gabel::N,чәннечке,ця́нгоня
410,Löffel::N,кашык,куцю
411,Messer::N,пычак,пеель
412,Nagel::N,кадак,эска
413,Netz::N,челтәр,
414,Haken::N,ыргак,кя́чказ
415,Griff::N,тотка,недь
416,Griff::N,тотка,кунда́мка
417,Schloss::N,йозак,замо́к
418,Bild::N,рәсем,карти́на
419,Bild::N,картина,карти́на
420,Figur::N,сын,ронга-понда
421,Figur::N,фигура,ронга-понда
422,Puppe::N,курчак,ня́ка
423,Beutel::N,луза,кяскав
424,Bündel::N,бәйләм,кярьме
425,Tasche::N,букча,кошяльня
426,Eimer::N,чиләк,ве́дарка
427,Deckel::N,капкач,тавадкс
428,Deckel::N,капкач,вельхкс
429,Geschirr::N,савыт-саба,кядьге
430,Geschirr::N,кашык-аяк,кядьге
431,Sack::N,капчык,кяскав
432,Tasse::N,чынаяк,ша́ваня
433,Topf::N,чүлмәк,кавозь
434,Kessel::N,казан,сргавозь
435,Essen::N,ашау,ярхцама
436,Nahrung::N,азык,ярхцампяль
437,Nahrung::N,тәгам,ярхцампяль
438,Nahrung::N,ашамлык,ярхцампяль
439,Speise::N,ризык,ярхцама
440,Fleisch::N,ит,пал
441,Fleisch::N,ит,сиволь
442,Getreide::N,ашлык,сёра
443,Brei::N,ботка,ям
444,Brot::N,ипи,кши
445,Brot::N,икмәк,кши
446,Scheibe::N,телем,кочам
447,Fett::N,май,куя́
448,Butter::N,май,вай
449,Öl::N,май,вай
450,Salz::N,тоз,сал
451,Suppe::N,шулпа,шонгарям
452,Suppe::N,шулпа,коршампяль
453,Honig::N,бал,медь
454,Milch::N,сөт,лофца
455,Tee::N,чәй,чай
456,Leder::N,күн,кедь
457,Wolle::N,йон,пона
458,Stoff::N,тукыма,котф
459,Nadel::N,энә,салмокс
460,Faden::N,җеп,сюре
461,Knopf::N,төймә,пуня
462,Knoten::N,төен,сюлма
463,Farbe::N,буяу,архтомбяль
464,Kleidung::N,кием,щам
465,Hemd::N,күлмәк,па́нар
466,Kragen::N,яка,сиве
467,Ärmel::N,җиң,ожа
468,Hose::N,чалбар,понкст
469,Gürtel::N,билбау,каркс
470,Mütze::N,бүрек,вазь
471,Schuh::N,башмак,башма́к
472,Stiefel::N,итек,кя́ме
473,Ring::N,балдак,суркс
474,Band::N,тасма,керькс
475,Band::N,тасма,лента
476,Kamm::N,тарак,сюрьхцем
477,Spiegel::N,көзге,ванома
478,Riemen::N,каеш,шнань каркс
479,Schnur::N,бау,пикс
480,Schnur::N,бау,карькскя
481,Leine::N,тезген,вядьме
482,Decke::N,юрган,вельхкс
483,Kissen::N,мендәр,тоду
484,Tuch::N,яулык,руця́
485,Handtuch::N,сөлгә,на́рдама
486,Kraft::N,егәр,вий
487,Kraft::N,дәрман,вий
488,Stärke::N,көч,вииши
489,Stärke::N,дәрман,вииши
490,Gesundheit::N,саулык,шумбраши́
491,Krankheit::N,чир,урма́
492,Krankheit::N,чир,сярядема
493,Krankheit::N,хаста,урма́
494,Krankheit::N,хаста,сярядема
495,Krankheit::N,сырхау,урма́
496,Krankheit::N,сырхау,сярядема
497,Schmerz::N,авырту,маряма
498,Wunde::N,яра,керф
499,Wunde::N,җәрәхәт,керф
500,Fieber::N,бизгәк,маштыкс
501,Arznei::N,дару,надо́бья
502,Arznei::N,дару,пъчка́фтома
503,Brücke::N,күпер,седь
504,Brunnen::N,кое,эши
505,Weide::N,утлавык,ванома васта
506,Pfad::N,сукмак,ян
507,Pfad::N,сукмак,киня́
508,Weg::N,юл,ки
509,Straße::N,урам,ки
510,Dorf::N,авыл,веле
511,Stadt::N,шәһәр,ош
512,Brief::N,хат,сёрма
513,Buch::N,китап,книга
514,Buchstabe::N,хәреф,бу́ква
515,Zeitung::N,газет,газе́та
516,Zeitung::N,газета,газе́та
517,Leben::N,гомер,эряф
518,Leben::N,гомер,эряма
519,Leben::N,тормыш,эряф
520,Leben::N,тормыш,эряма
521,Leben::N,тереклек,эряф
522,Leben::N,тереклек,эряма
523,Tod::N,үлем,кулома́
524,Grab::N,гүр,калма
525,Grab::N,кабер,калма
526,Kirche::N,чиркәү,це́рькав
527,Sünde::N,язык,пежеть
528,Sünde::N,язык,муворкс
529,Sünde::N,гөнаһ,пежеть
530,Sünde::N,гөнаһ,муворкс
531,Gott::N,алла,шкай
532,Gott::N,ходай,шкай
533,Arbeiter::N,эшче,трудендай
534,Arbeiter::N,эшче,работник
535,Chef::N,башлык,азор
536,Chef::N,башлык,оцюня
537,Meister::N,оста,мастяр
538,Arzt::N,врач,врач
539,Arzt::N,врач,доктор
540,Arzt::N,табиб,врач
541,Arzt::N,табиб,доктор
542,Lehrer::N,укытучы,учи́тель
543,Lehrer::N,мөгаллим,учи́тель
544,Geld::N,акча,ярмакт
545,Geschäft::N,эш,ладяфкс
546,Geschäft::N,эш,ладяф тев
547,Laden::N,кибет,ла́вка
548,Laden::N,магазин,ла́вка
549,Preis::N,бәя,питне
550,Preis::N,бәһа,питне
551,Ware::N,товар,миф
552,Ware::N,товар,ра́маф
553,Nutzen::N,файда,пара
554,Nutzen::N,файда,лезкс
555,Reichtum::N,байлык,ко́зяши
556,Welt::N,дөнья,свет
557,Land::N,ил,мастор
558,Staat::N,дәүләт,государства
559,König::N,патша,король
560,Macht::N,хакимият,азорондама
561,Macht::N,хакимият,азорксши
562,Grenze::N,чик,ёткаян
563,Krieg::N,сугыш,война́
564,Feind::N,дошман,душман
565,Feind::N,дошман,каршек тюри
566,Gewalt::N,көчләү,наругама
567,Kampf::N,көрәш,тюрема́
568,Bogen[Waffe]::N,җәя,нал
569,Pfeil::N,ук,нал
570,Gewehr::N,мылтык,винто́вка
571,Fehler::N,хата,эльбядькс
572,Lüge::N,ялган,васькафнема
573,Schaden::N,зыян,зия́н
574,Schaden::N,зарар,зия́н
575,Unglück::N,бәла,зия́н
576,Schuld::N,гаеп,муворши
577,Alter::N,яшь,эряф кизот
578,Alter::N,яшь,эряфонь пинге
579,Schluss::N,ахыр,пе
580,Zeit::N,заман,пинге
581,Tag::N,көн,ши
582,Morgen::N,иртә,шобдава
583,Mittag::N,өйлә,шикучка
584,Abend::N,кич,иля́дь
585,Nacht::N,төн,ве
586,Woche::N,атна,недя́ля
587,Monat::N,ай,ков
588,Jahr::N,ел,киза
589,Frühling::N,яз,тунда́
590,Sommer::N,җәй,киза
591,Herbst::N,көз,сёксе
592,Winter::N,кыш,тяла
593,Januar::N,гыйнвар,кельмеков
594,Februar::N,февраль,уфайков
595,März::N,март,марайков
596,April::N,апрель,шудиков
597,Mai::N,май,панжиков
598,Juni::N,июнь,лямбеков
599,Juli::N,июль,псиков
600,August::N,август,сёроньков
601,September::N,сентябрь,тюжягов
602,Oktober::N,октябрь,кельмазаков
603,November::N,ноябрь,эйндамков
604,Dezember::N,декабрь,кучкаков
605,Montag::N,дүшәмбе,одговши
606,Dienstag::N,сишәмбе,ша́вши
607,Mittwoch::N,чәршәмбе,вержи
608,Donnerstag::N,атнакич,шува́ланя
609,Donnerstag::N,пәнҗешәмбе,шува́ланя
610,Freitag::N,җомга,пя́денця
611,Samstag::N,шимбә,ёткши
612,Sonntag::N,якшәмбе,таргоши
613,groß::A,зур,оцю
614,klein::A,кечкенә,ёмла
615,lang::A,озын,кува́ка
616,kurz::A,кыска,нюрьхкя́ня
617,breit::A,киң,кели
618,schmal::A,кысык,тяйня
619,dicht::A,куе,сиде
620,dicht::A,куе,туста
621,dick[Gegenstand]::A,калын,эчке
622,dünn::A,нечкә,шува́ня
623,fein::A,нәзакәтле,шува́ня
624,fest::A,нык,кеме
625,flach::A,яссы,лапш
626,flach::A,ялпак,лапш
627,glatt::A,шома,вадяв
628,glatt::A,шома,такор
629,hart::A,каты,калгода
630,weich::A,йомшак,ляпе
631,rund::A,түгәрәк,кру́глай
632,spitz::A,очлы,ботаз
633,spitz::A,очлы,оржа
634,scharf::A,үткен,оржа
635,stumpf::A,үтмәс,ношка
636,schwer::A,салмак,стака
637,schön::A,гүзәл,мазы
638,heiß::A,эссе,пси
639,warm::A,җылы,лямбе
640,kalt::A,суык,кельме
641,kalt::A,салкын,кельме
642,kühl::A,салкынча,эше
643,frisch::A,салкынча,свежай
644,feucht::A,юеш,летьке
645,nass::A,дымлы,начка
646,trocken::A,коры,коське
647,voll::A,тулы,пяшксе
648,leer::A,буш,шава
649,offen::A,ачык,панжада
650,offen::A,ачык,виде
651,geschlossen::A,йомык,пякстаф
652,geschlossen::A,йомык,сёлгф
653,sauber::A,пакь,ару
654,sauber::A,чиста,ару
655,schmutzig::A,керле,рда́зу
656,schmutzig::A,керле,пя́ндра
657,schmutzig::A,пычрак,рда́зу
658,schmutzig::A,пычрак,пя́ндра
659,roh::A,чи,верок
660,reif::A,өлгергән,ке́нерьф
661,lecker::A,тәмле,танцти
662,süß::A,татлы,ламбама
663,bitter::A,ачы,сяпи
664,sauer::A,әче,шапама
665,hell::A,якты,валда
666,dunkel::A,кара,шобда
667,schwarz::A,кара,равжа
668,weiß::A,ак,акша
669,rot::A,кызыл,якстерь
670,gelb::A,сары,тюжя́
671,blau::A,күк,сенем
672,grün::A,яшел,пиже
673,grün::A,яшел,сянгяря
674,grau::A,соры,уле
675,bunt::A,чуар,сёрмав
676,billig::A,арзан,у́цез
677,billig::A,арзан,аф пи́тни
678,teuer::A,хаклы,пи́тни
679,wertvoll::A,кыйммәтле,питни
680,blind::A,сукыр,сокор
681,blind::A,күзсез,сокор
682,taub::A,чукрак,пярав
683,taub::A,саңгырау,пярав
684,kräftig::A,егәрле,пяк вии
685,stark::A,нык,вии
686,stark::A,базык,вии
687,schwach::A,зәгыйфь,лафча
688,fett::A,симез,куя́
689,schlank::A,нәзек,виде ронга
690,hübsch::A,чибәр,мазы
691,böse::A,усал,кяжи
692,dumm::A,акылсыз,аф ёню
693,dumm::A,акылсыз,шава пря
694,faul::A,ялкау,нола
695,faul::A,иренчәк,нола
696,fleißig::A,тырыш,ку́лхцонды
697,fleißig::A,тырышучан,ку́лхцонды
698,geizig::A,саран,кирьжя
699,geizig::A,саран,жаднай
700,klug::A,акыллы,ёню
701,klug::A,акыллы,пря́ви
702,geschickt::A,маһир,маштозь тиф
703,lieb::A,сөекле,цебярь
704,lustig::A,күңелле,ра́хси
705,sanft::A,басынкы,сетьме
706,hungrig::A,ач,вача
707,hungrig::A,ач,вачеда
708,krank::A,чирле,сяряди
709,krank::A,сырхау,сяряди
710,nackt::A,шәрә,штада
711,nackt::A,шәрә,кърхтапа
712,traurig::A,ямансу,ла́жнай
713,lebendig::A,тере,эряй
714,gut::A,яхшы,пара
715,gut::A,яхшы,цебярь
716,schlecht::A,начар,кальдяв
717,richtig::A,дөрес,виде
718,schlimm::A,әшәкә,кальдяв
719,wahr::A,чып-чын,афкуксонь
720,alt::A,иске,ташта
721,neu::A,яңа,од
722,ehemalig::A,элекке,и́нгольдень
723,alt[Lebewesen]::A,карт,сире
724,jung::A,яшь,од
725,arm::A,фәкыйрь,а́шу
726,reich::A,бай,козя
727,bekannt::A,таныш,содаф
728,berühmt::A,атаклы,содавикс
729,fremd::A,ят,лия
730,fremd::A,ят,аф содаф
731,verschieden::A,төрле,аф фкя ла́цонь
732,nah::A,якын,мала
733,nah::A,якын,аф ичкоздень
734,fern::A,ерак,и́чкоздень
735,fern::A,ерак,куна́рдонь
736,linker::A,сул,кержи
737,rechter::A,уң,види
738,anderer::A,бүтән,лия
739,erster::A,беренче,васенце
740,zweiter::A,икенче,омбоце
741,dritter::A,өченче,колмоце
742,letzter::A,ахыргы,ме́кольце
743,allein::ADV,ялгыз,ськамонза
744,auf einmal::ADV,бердән,вихцок
745,zusammen::ADV,бергә,марс
746,zusammen::ADV,бергә,ма́рса
747,lange::ADV,озак,кува́тьс
748,plötzlich::ADV,искәрмәстән,а́пак учт
749,sofort::ADV,хәзер,тяникиге
750,später::ADV,соңрак,ме́ле
751,jetzt::ADV,хәзер,тяни
752,heute::ADV,бүген,тячи
753,morgen::ADV,иртәгә,ва́нды
754,bald::ADV,тиздән,курок
755,dann::ADV,аннары,меле
756,dann::ADV,аннары,сяда меле
757,gestern::ADV,кичә,ися́к
758,einst::ADV,берчак,весть
759,einst::ADV,берчак,мзя́рда-бди
760,damals::ADV,ул вакытта,эста
761,damals::ADV,ул чакта,эста
762,danach::ADV,да,меле
763,vorher::ADV,элек,инголи
764,zuerst::ADV,башта,ва́сенда
765,einmal::ADV,бер,весть
766,einmal::ADV,бер мәртәбә,весть
767,manchmal::ADV,кайчакта,лия́ста
768,manchmal::ADV,кайчакта,ко́ста-ко́ста
769,oft::ADV,еш,си́деста
770,immer::ADV,һәркайчан,фалу
771,immer::ADV,һәркайчан,най
772,niemals::ADV,hичбер вакыт,аф мзя́рдонга
773,hier::ADV,монда,тяса
774,hier::ADV,биредә,тяса
775,hierhin::ADV,монда,сей
776,hierhin::ADV,монда,тяза
777,von hier::ADV,моннан,тя́ста
778,dort::ADV,анда,тоса
779,dorthin::ADV,тегеләй,тов
780,dorthin::ADV,тегеләй,тоза
781,geradeaus::ADV,турыдан-туры,ви́деста
782,vorwärts::ADV,алга,и́нголи
783,rückwärts::ADV,кире,ме́ки
784,zurück::ADV,кире,ме́ки
785,unten::ADV,түбәндә,ала
786,hinab::ADV,аска,алу
787,oben::ADV,өстә,вяре
788,oben::ADV,югарыда,вяре
789,hinauf::ADV,өскә,вяри
790,überall::ADV,hәркайда,се́мбе ва́стова
791,nicht::ADV,түгел,аф
