,Concept_ID,cs,nl
181,Gans::N,husa,gans
182,Adler::N,orel,arend
183,Ente::N,kachna,eend
184,Eule::N,sova,uil
185,Kranich::N,jeřáb,kraanvogel
186,Krähe::N,vrána,kraai
187,Kuckuck::N,kukačka,koekoek
188,Schwan::N,labuť,zwaan
189,Fisch::N,ryba,vis
190,Barsch::N,okoun,baars
191,Hecht::N,štika,snoek
192,Schlange[Tier]::N,had,slang
193,Wurm::N,červ,worm
194,Spinne::N,pavouk,spin
195,Ameise::N,mravenec,mier
196,Laus::N,veš,luis
197,Mücke::N,komár,mug
198,Fliege::N,moucha,vlieg
199,Schmetterling::N,motýl,vlinder
200,Beere::N,bobule,bes
201,Apfel::N,jablko,appel
202,Pilz::N,houba,paddestoel
203,Zwiebel::N,cibule,ui
204,Saat::N,osivo,zaad
205,Korn::N,zrno,graan
206,Korn::N,zrno,korrel
207,Heu::N,seno,hooi
208,Schale::N,slupka,schil
209,Schale::N,skořápka,schil
210,Grube::N,jáma,kuil
211,Falle::N,past,val
212,Falle::N,léčka,val
213,Schlinge::N,smyčka,strop
214,Spur::N,stopa,spoor
215,Asche::N,popel,as
216,Dreck::N,špína,drek
217,Eisen::N,železo,ijzer
218,Gold::N,zlato,goud
219,Silber::N,stříbro,zilver
220,Kohle::N,uhlí,kool
221,Glas::N,sklo,glas
222,Lehm::N,jíl,klei
223,Lehm::N,hlína,klei
224,Sand::N,písek,zand
225,Mensch::N,člověk,mens
226,Mann::N,muž,man
227,Frau::N,žena,vrouw
228,Kind::N,dítě,kind
229,Junge::N,hoch,jongen
230,Junge::N,chlapec,jongen
231,Mädchen::N,děvče,meisje
232,Familie::N,rodina,gezin
233,Familie::N,rodina,familie
234,Großvater::N,děd,grootvader
235,Großvater::N,dědeček,grootvader
236,Großmutter::N,babička,grootmoeder
237,Eltern::N,rodiče,ouders
238,Vater::N,otec,vader
239,Mutter::N,matka,moeder
240,Sohn::N,syn,zoon
241,Tochter::N,dcera,dochter
242,Bruder::N,bratr,broer
243,Bruder::N,bratr,broeder
244,Schwester::N,sestra,zus
245,Schwester::N,sestra,zuster
246,Onkel::N,strýc,oom
247,Tante::N,teta,tante
248,Ehemann::N,choť,echtgenoot
249,Ehemann::N,manžel,echtgenoot
250,Ehefrau::N,choť,echtgenote
251,Ehefrau::N,manželka,echtgenote
252,Freude::N,radost,vreugde
253,Gelächter::N,smích,gelach
254,Glück::N,štěstí,geluk
255,Kummer::N,žal,verdriet
256,Kummer::N,trápení,verdriet
257,Wunsch::N,přání,wens
258,Wunsch::N,přání,verlangen
259,Lust::N,chuť,zin
260,Lust::N,chuť,lust
261,Geist::N,duch,geest
262,Gedanke::N,myšlenka,gedachte
263,Gedächtnis::N,paměť,geheugen
264,Verstand::N,rozum,verstand
265,Sinn::N,smysl,betekenis
266,Grund::N,důvod,reden
267,Wahrheit::N,pravda,waarheid
268,Gespräch::N,rozhovor,gesprek
269,Märchen::N,pohádka,sprookje
270,Erzählung::N,povídka,verhaal
271,Nachricht::N,zpráva,tijding
272,Neuigkeit::N,novina,nieuws
273,Neuigkeit::N,novina,nieuwtje
274,Neuigkeit::N,novinka,nieuws
275,Neuigkeit::N,novinka,nieuwtje
276,Name::N,jméno,naam
277,Rätsel::N,hádanka,raadsel
278,Rede::N,řeč,rede
279,Rede::N,proslov,rede
280,Sprache::N,řeč,taal
281,Sprache::N,jazyk,taal
282,Stimme::N,hlas,stem
283,Wort::N,slovo,woord
284,Zeichen::N,znamení,teken
285,Ruf::N,zavolání,roep
286,Lärm::N,hluk,lawaai
287,Laut::N,zvuk,klank
288,Laut::N,zvuk,geluid
289,Ton::N,tón,toon
290,Ton::N,tón,klank
291,Lied::N,píseň,lied
292,Ruhe::N,klid,rust
293,Ruhe::N,klid,stilte
294,Ruhe::N,pokoj,rust
295,Ruhe::N,pokoj,stilte
296,Leute::N,lidé,lui
297,Leute::N,lidé,mensen
298,Volk::N,národ,volk
299,Arbeit::N,práce,werk
300,Arbeit::N,práce,arbeid
301,Gast::N,host,gast
302,Geschenk::N,dar,cadeau
303,Geschenk::N,dar,geschenk
304,Spiel::N,hra,spel
305,Gesellschaft::N,společnost,gezelschap
306,Hilfe::N,pomoc,hulp
307,Freund::N,přítel,vriend
308,Kamerad::N,kamarád,maat
309,Kamerad::N,kamarád,metgezel
310,Angelegenheit::N,záležitost,zaak
311,Angelegenheit::N,záležitost,aangelegenheid
312,Anzahl::N,počet,tal
313,Anzahl::N,počet,aantal
314,Art::N,druh,slag
315,Art::N,druh,soort
316,Stück::N,kus,stuk
317,Stück::N,kousek,stuk
318,Teil::N,díl,deel
319,Teil::N,část,deel
320,Hälfte::N,půl,helft
321,Kreis::N,kruh,kring
322,Kreis::N,kruh,cirkel
323,Kreuz::N,kříž,kruis
324,Linie::N,linka,lijn
325,Strich::N,čára,haal
326,Strich::N,čára,streep
327,Strich::N,čárka,haal
328,Strich::N,čárka,streep
329,Abstand::N,vzdálenost,afstand
330,Entfernung::N,vzdálenost,afstand
331,Gegend::N,krajina,streek
332,Platz::N,prostor,ruimte
333,Ort::N,místo,oord
334,Ort::N,místo,plaats
335,Seite::N,strana,zij
336,Seite::N,strana,kant
337,Seite::N,strana,zijde
338,Mitte::N,střed,midden
339,Mitte::N,prostředek,midden
340,Gegenstand::N,předmět,voorwerp
341,Sache::N,věc,zaak
342,Rand::N,kraj,rand
343,Rand::N,kraj,boord
344,Rand::N,okraj,rand
345,Rand::N,okraj,boord
346,Kante::N,hrana,kant
347,Ecke::N,roh,hoek
348,Spitze::N,hrot,punt
349,Spitze::N,hrot,spits
350,Spitze::N,špička,punt
351,Spitze::N,špička,spits
352,Ende::N,konec,einde
353,Ende::N,konec,uiteinde
354,Loch::N,díra,gat
355,Winkel::N,kout,hoek
356,Muster::N,vzor,dessin
357,Muster::N,vzor,patroon
358,Größe::N,velikost,grootte
359,Länge::N,délka,lengte
360,Höhe::N,výška,hoogte
361,Gewicht::N,váha,gewicht
362,Menge::N,množství,hoeveelheid
363,Haufen::N,kupa,hoop
364,Haufen::N,hromada,hoop
365,Reihe::N,řada,rij
366,Reihe::N,řada,reeks
367,Reihe::N,řádek,rij
368,Reihe::N,řádek,reeks
369,Boot::N,člun,boot
370,Ruder::N,veslo,roeiriem
371,Schlitten::N,sáně,slee
372,Schlitten::N,sáně,slede
373,Ski::N,lyže,ski
374,Lagerfeuer::N,táborák,kampvuur
375,Last::N,náklad,last
376,Last::N,náklad,vracht
377,Last::N,břemeno,last
378,Last::N,břemeno,vracht
379,Gang::N,chůze,wandeling
380,Gang::N,chodba,wandeling
381,Schritt::N,krok,stap
382,Schritt::N,krok,schrede
383,Norden::N,sever,noorden
384,Süden::N,jih,zuiden
385,Westen::N,západ,westen
386,Osten::N,východ,oosten
387,Holz::N,dřevo,hout
388,Brett::N,prkno,plank
389,Platte::N,deska,plaat
390,Stütze::N,opěra,stut
391,Stütze::N,opěra,steun
392,Stange::N,tyč,stang
393,Stange::N,tyčka,stang
394,Stock::N,hůlka,stok
395,Stab::N,hůl,staf
396,Rohr::N,trubka,pijp
397,Haus::N,dům,huis
398,Heim::N,domov,tehuis
399,Ofen::N,kamna,kachel
400,Fußboden::N,podlaha,vloer
401,Tisch::N,stůl,tafel
402,Stuhl::N,židle,stoel
403,Wiege::N,kolébka,wieg
404,Bett::N,postel,bed
405,Regal::N,regál,rek
406,Regal::N,police,rek
407,Kiste::N,bedna,kist
408,Fenster::N,okno,raam
409,Fenster::N,okno,venster
410,Tür::N,dveře,deur
411,Tor::N,vrata,poort
412,Zaun::N,plot,omheining
413,Dach::N,střecha,dak
414,Leiter::N,žebřík,ladder
415,Besen::N,koště,bezem
416,Besen::N,smeták,bezem
417,Spaten::N,rýč,schop
418,Schaufel::N,lopata,schep
419,Gabel::N,vidlička,vork
420,Löffel::N,lžíce,lepel
421,Messer::N,nůž,mes
422,Nagel::N,hřebík,spijker
423,Netz::N,síť,net
424,Haken::N,hák,haak
425,Griff::N,držadlo,handvat
426,Schloss::N,zámek,slot
427,Bild::N,obraz,beeld
428,Figur::N,figura,figuur
429,Puppe::N,panenka,pop
430,Beutel::N,pytlík,zak
431,Beutel::N,pytlík,buidel
432,Bündel::N,svazek,pak
433,Bündel::N,svazek,bundel
434,Tasche::N,taška,tas
435,Tasche::N,brašna,tas
436,Eimer::N,kýbl,emmer
437,Eimer::N,vědro,emmer
438,Deckel::N,víko,deksel
439,Deckel::N,příklop,deksel
440,Geschirr::N,nádobí,vaatwerk
441,Sack::N,pytel,zak
442,Tasse::N,šálek,kop
443,Topf::N,hrnec,pan
444,Kessel::N,kotel,ketel
445,Essen::N,jídlo,eten
446,Nahrung::N,strava,voedsel
447,Nahrung::N,potrava,voedsel
448,Speise::N,jídlo,spijs
449,Fleisch::N,maso,vlees
450,Getreide::N,obilí,graan
451,Brei::N,kaše,pap
452,Brei::N,kaše,brij
453,Brot::N,chléb,brood
454,Scheibe::N,krajíc,plak
455,Scheibe::N,krajíc,snede
456,Fett::N,tuk,vet
457,Fett::N,omastek,vet
458,Butter::N,máslo,boter
459,Öl::N,olej,olie
460,Salz::N,sůl,zout
461,Suppe::N,polévka,soep
462,Honig::N,med,honing
463,Milch::N,mléko,melk
464,Tee::N,čaj,thee
465,Leder::N,kůže,leer
466,Leder::N,kůže,leder
467,Wolle::N,vlna,wol
468,Stoff::N,látka,stof
469,Nadel::N,jehla,naald
470,Faden::N,nit,draad
471,Knopf::N,knoflík,knoop
472,Knoten::N,uzel,knoop
473,Farbe::N,barva,verf
474,Kleidung::N,šaty,kledij
475,Kleidung::N,šaty,kleding
476,Kleidung::N,šatstvo,kledij
477,Kleidung::N,šatstvo,kleding
478,Hemd::N,košile,hemd
479,Kragen::N,límec,kraag
480,Ärmel::N,rukáv,mouw
481,Hose::N,kalhoty,broek
482,Hose::N,kalhoty,pantalon
483,Gürtel::N,pás,riem
484,Gürtel::N,pás,gordel
485,Gürtel::N,opasek,riem
486,Gürtel::N,opasek,gordel
487,Mütze::N,čepice,muts
488,Schuh::N,bota,schoen
489,Stiefel::N,holínka,laars
490,Ring::N,prsten,ring
491,Band::N,pásek,lint
492,Kamm::N,hřeben,kam
493,Spiegel::N,zrcadlo,spiegel
494,Riemen::N,řemen,riem
495,Schnur::N,šňůra,koord
496,Leine::N,vodítko,lijn
497,Decke::N,pokrývka,deken
498,Decke::N,přikrývka,deken
499,Kissen::N,polštář,kussen
500,Tuch::N,šátek,doek
501,Handtuch::N,ručník,handdoek
502,Kraft::N,síla,kracht
503,Stärke::N,síla,sterkte
504,Gesundheit::N,zdraví,gezondheid
505,Krankheit::N,nemoc,ziekte
506,Krankheit::N,choroba,ziekte
507,Schmerz::N,bolest,pijn
508,Wunde::N,rána,wond
509,Fieber::N,horečka,koorts
510,Arznei::N,lék,medicament
511,Arznei::N,lék,geneesmiddel
512,Brücke::N,most,brug
513,Brunnen::N,studna,put
514,Brunnen::N,studna,bron
515,Weide::N,pastva,wei
516,Weide::N,pastva,weide
517,Weide::N,pastvina,wei
518,Weide::N,pastvina,weide
519,Pfad::N,pěšina,pad
520,Weg::N,cesta,weg
521,Straße::N,silnice,baan
522,Straße::N,silnice,straat
523,Dorf::N,vesnice,dorp
524,Stadt::N,město,stad
525,Brief::N,dopis,brief
526,Buch::N,kniha,boek
527,Buchstabe::N,písmeno,letter
528,Zeitung::N,noviny,krant
529,Zeitung::N,noviny,dagblad
530,Leben::N,život,leven
531,Tod::N,smrt,dood
532,Grab::N,hrob,graf
533,Kirche::N,kostel,kerk
534,Sünde::N,hřích,zonde
535,Gott::N,bůh,god
536,Arbeiter::N,dělník,arbeider
537,Arbeiter::N,pracovník,arbeider
538,Chef::N,šéf,chef
539,Chef::N,vedoucí,chef
540,Meister::N,mistr,meester
541,Arzt::N,lékař,arts
542,Arzt::N,lékař,dokter
543,Lehrer::N,učitel,leraar
544,Lehrer::N,učitel,onderwijzer
545,Geld::N,peníze,geld
546,Geschäft::N,obchod,zaak
547,Laden::N,krám,winkel
548,Preis::N,cena,prijs
549,Ware::N,zboží,waar
550,Nutzen::N,užitek,nut
551,Nutzen::N,užitek,voordeel
552,Reichtum::N,bohatství,rijkdom
553,Welt::N,svět,wereld
554,Land::N,země,land
555,Staat::N,stát,staat
556,König::N,král,koning
557,Macht::N,moc,macht
558,Macht::N,mocnost,macht
559,Grenze::N,hranice,grens
560,Krieg::N,válka,oorlog
561,Feind::N,nepřítel,vijand
562,Gewalt::N,násilí,geweld
563,Kampf::N,boj,strijd
564,Kampf::N,boj,gevecht
565,Bogen[Waffe]::N,luk,boog
566,Pfeil::N,šíp,pijl
567,Gewehr::N,puška,geweer
568,Gewehr::N,ručnice,geweer
569,Fehler::N,chyba,fout
570,Lüge::N,lež,leugen
571,Schaden::N,škoda,schade
572,Unglück::N,neštěstí,tegenspoed
573,Schuld::N,vina,schuld
574,Alter::N,věk,leeftijd
575,Schluss::N,konec,slot
576,Zeit::N,čas,tijd
577,Tag::N,den,dag
578,Morgen::N,ráno,morgen
579,Morgen::N,ráno,ochtend
580,Morgen::N,jitro,morgen
581,Morgen::N,jitro,ochtend
582,Mittag::N,poledne,middag
583,Abend::N,večer,avond
584,Nacht::N,noc,nacht
585,Woche::N,týden,week
586,Monat::N,měsíc,maand
587,Jahr::N,rok,jaar
588,Frühling::N,jaro,lente
589,Frühling::N,jaro,voorjaar
590,Sommer::N,léto,zomer
591,Herbst::N,podzim,herfst
592,Winter::N,zima,winter
593,Januar::N,leden,januari
594,Februar::N,únor,februari
595,März::N,březen,maart
596,April::N,duben,april
597,Mai::N,květen,mei
598,Juni::N,červen,juni
599,Juli::N,červenec,juli
600,August::N,srpen,augustus
601,September::N,září,september
602,Oktober::N,říjen,oktober
603,November::N,listopad,november
604,Dezember::N,prosinec,december
605,Montag::N,pondělí,maandag
606,Montag::N,pondělek,maandag
607,Dienstag::N,úterý,dinsdag
608,Mittwoch::N,středa,woensdag
609,Donnerstag::N,čtvrtek,donderdag
610,Freitag::N,pátek,vrijdag
611,Samstag::N,sobota,zaterdag
612,Sonntag::N,neděle,zondag
613,groß::A,velký,groot
614,klein::A,malý,klein
615,lang::A,dlouhý,lang
616,kurz::A,krátký,kort
617,breit::A,široký,breed
618,schmal::A,úzký,smal
619,dicht::A,hustý,dicht
620,dick[Gegenstand]::A,tlustý,dik
621,dünn::A,tenký,dun
622,fein::A,jemný,fijn
623,fest::A,pevný,vast
624,flach::A,plochý,plat
625,flach::A,placatý,plat
626,glatt::A,hladký,glad
627,hart::A,tvrdý,hard
628,weich::A,měkký,week
629,rund::A,kulatý,rond
630,rund::A,okrouhlý,rond
631,spitz::A,špičatý,spits
632,spitz::A,špičatý,puntig
633,scharf::A,ostrý,scherp
634,stumpf::A,tupý,stomp
635,schwer::A,těžký,zwaar
636,schön::A,pěkný,mooi
637,schön::A,pěkný,fraai
638,schön::A,krásný,mooi
639,schön::A,krásný,fraai
640,heiß::A,horký,heet
641,warm::A,teplý,warm
642,kalt::A,studený,koud
643,kühl::A,chladný,koel
644,frisch::A,svěží,fris
645,feucht::A,vlhký,vochtig
646,nass::A,mokrý,nat
647,trocken::A,suchý,droog
648,voll::A,plný,vol
649,leer::A,prázdný,leeg
650,offen::A,otevřený,open
651,geschlossen::A,zavřený,gesloten
652,sauber::A,čistý,net
653,sauber::A,čistý,schoon
654,schmutzig::A,špinavý,vuil
655,roh::A,syrový,rauw
656,reif::A,zralý,rijp
657,lecker::A,chutný,lekker
658,süß::A,sladký,zoet
659,bitter::A,hořký,bitter
660,sauer::A,kyselý,zuur
661,hell::A,světlý,licht
662,hell::A,světlý,helder
663,dunkel::A,temný,donker
664,schwarz::A,černý,zwart
665,weiß::A,bílý,wit
666,rot::A,rudý,rood
667,rot::A,červený,rood
668,gelb::A,žlutý,geel
669,blau::A,modrý,blauw
670,grün::A,zelený,groen
671,grau::A,šedý,grijs
672,grau::A,šedivý,grijs
673,bunt::A,pestrý,bont
674,billig::A,levný,goedkoop
675,billig::A,laciný,goedkoop
676,teuer::A,drahý,duur
677,wertvoll::A,cenný,kostbaar
678,wertvoll::A,cenný,waardevol
679,blind::A,slepý,blind
680,taub::A,hluchý,doof
681,kräftig::A,silný,krachtig
682,stark::A,silný,sterk
683,schwach::A,slabý,zwak
684,fett::A,tučný,vet
685,fett::A,tlustý,vet
686,schlank::A,štíhlý,slank
687,hübsch::A,hezký,leuk
688,böse::A,zlý,kwaad
689,dumm::A,hloupý,dom
690,faul::A,líný,lui
691,fleißig::A,pilný,vlijtig
692,geizig::A,lakomý,gierig
693,klug::A,chytrý,slim
694,klug::A,chytrý,schrander
695,klug::A,chytrý,verstandig
696,geschickt::A,šikovný,handig
697,geschickt::A,šikovný,vaardig
698,lieb::A,milý,lief
699,lustig::A,veselý,vrolijk
700,sanft::A,mírný,zacht
701,hungrig::A,hladový,hongerig
702,krank::A,nemocný,ziek
703,nackt::A,nahý,naakt
704,traurig::A,smutný,treurig
705,traurig::A,smutný,bedroefd
706,traurig::A,truchlivý,treurig
707,traurig::A,truchlivý,bedroefd
708,lebendig::A,živý,levend
709,gut::A,dobrý,goed
710,schlecht::A,špatný,slecht
711,richtig::A,pravý,juist
712,richtig::A,správný,juist
713,schlimm::A,zlý,erg
714,schlimm::A,zlý,kwaad
715,wahr::A,pravdivý,waar
716,alt::A,starý,oud
717,neu::A,nový,nieuw
718,ehemalig::A,bývalý,voormalig
719,alt[Lebewesen]::A,starý,oud
720,jung::A,mladý,jong
721,arm::A,chudý,arm
722,reich::A,bohatý,rijk
723,bekannt::A,známý,bekend
724,berühmt::A,slavný,beroemd
725,fremd::A,cizí,vreemd
726,verschieden::A,různý,verscheiden
727,verschieden::A,různý,verschillend
728,verschieden::A,rozličný,verscheiden
729,verschieden::A,rozličný,verschillend
730,nah::A,blízký,nabij
731,nah::A,blízký,nabijgelegen
732,fern::A,daleký,ver
733,linker::A,levý,linker
734,rechter::A,pravý,rechter
735,anderer::A,jiný,andere
736,erster::A,první,eerste
737,zweiter::A,druhý,tweede
738,dritter::A,třetí,derde
739,letzter::A,poslední,laatste
740,allein::ADV,sám,alleen
741,auf einmal::ADV,najednou,ineens
742,auf einmal::ADV,najednou,tegelijk
743,zusammen::ADV,spolu,samen
744,zusammen::ADV,spolu,bijeen
745,zusammen::ADV,dohromady,samen
746,zusammen::ADV,dohromady,bijeen
747,lange::ADV,dlouho,lang
748,plötzlich::ADV,vtom,eensklaps
749,plötzlich::ADV,vtom,plotsklaps
750,plötzlich::ADV,náhle,eensklaps
751,plötzlich::ADV,náhle,plotsklaps
752,sofort::ADV,hned,terstond
753,sofort::ADV,hned,aanstonds
754,sofort::ADV,hned,onmiddelijk
755,sofort::ADV,ihned,terstond
756,sofort::ADV,ihned,aanstonds
757,sofort::ADV,ihned,onmiddelijk
758,später::ADV,později,later
759,jetzt::ADV,teď,nu
760,jetzt::ADV,teď,nou
761,jetzt::ADV,teď,thans
762,jetzt::ADV,nyní,nu
763,jetzt::ADV,nyní,nou
764,jetzt::ADV,nyní,thans
765,heute::ADV,dnes,heden
766,heute::ADV,dnes,vandaag
767,heute::ADV,dneska,heden
768,heute::ADV,dneska,vandaag
769,morgen::ADV,zítra,morgen
770,bald::ADV,brzo,gauw
771,bald::ADV,brzo,weldra
772,dann::ADV,pak,dan
773,dann::ADV,pak,toen
774,dann::ADV,potom,dan
775,dann::ADV,potom,toen
776,gestern::ADV,včera,gisteren
777,einst::ADV,kdysi,eens
778,damals::ADV,tehdy,toen
779,damals::ADV,tehdy,destijds
780,damals::ADV,tenkrát,toen
781,damals::ADV,tenkrát,destijds
782,danach::ADV,podle toho,daarna
783,vorher::ADV,dříve,vooraf
784,vorher::ADV,dříve,van tevoren
785,vorher::ADV,napřed,vooraf
786,vorher::ADV,napřed,van tevoren
787,zuerst::ADV,nejprve,eerst
788,zuerst::ADV,nejprve,het eerst
789,zuerst::ADV,nejdříve,eerst
790,zuerst::ADV,nejdříve,het eerst
791,einmal::ADV,jednou,eens
792,einmal::ADV,jednou,eenmaal
793,manchmal::ADV,někdy,soms
794,oft::ADV,často,vaak
795,oft::ADV,často,dikwijls
796,immer::ADV,vždy,altijd
797,immer::ADV,stále,altijd
798,niemals::ADV,nikdy,nooit
799,hier::ADV,zde,hier
800,hier::ADV,tady,hier
801,hierhin::ADV,sem,hierheen
802,von hier::ADV,odtud,van hier
803,von hier::ADV,odtud,hiervandaan
804,dort::ADV,tam,daar
805,dort::ADV,tam,ginds
806,dorthin::ADV,tam,daarheen
807,geradeaus::ADV,rovně,rechtuit
808,geradeaus::ADV,rovně,rechtdoor
809,vorwärts::ADV,kupředu,vooruit
810,vorwärts::ADV,kupředu,voorwaarts
811,rückwärts::ADV,zpět,achteruit
812,rückwärts::ADV,zpět,achterwaarts
813,zurück::ADV,zpět,terug
814,zurück::ADV,nazpět,terug
815,unten::ADV,dole,beneden
816,unten::ADV,dole,onderaan
817,hinab::ADV,dolů,omlaag
818,hinab::ADV,dolů,naar beneden
819,oben::ADV,nahoře,boven
820,oben::ADV,navrchu,boven
821,hinauf::ADV,nahoru,omhoog
822,hinauf::ADV,nahoru,naar boven
823,überall::ADV,všude,alom
824,überall::ADV,všude,overal
825,nicht::ADV,ne,niet
826,ein wenig::ADV,trochu,wat
827,kaum::ADV,sotva,amper
828,kaum::ADV,sotva,nauwelijks
829,sehr::ADV,velmi,erg
830,sehr::ADV,velmi,zeer
831,sehr::ADV,velice,erg
832,sehr::ADV,velice,zeer
833,so::ADV,tak,zo
834,so::ADV,takto,zo
835,noch::ADV,ještě,nog
836,nur::ADV,jen,maar
837,nur::ADV,jen,alleen
838,nur::ADV,jenom,maar
839,nur::ADV,jenom,alleen
840,schon::ADV,už,al
841,schon::ADV,už,reeds
842,schon::ADV,již,al
843,schon::ADV,již,reeds
844,wieder::ADV,zase,weer
845,wieder::ADV,zase,terug
