,Concept_ID,de,la
391,Milch::N,Milch,lac
392,Tee::N,Tee,thea
393,Leder::N,Leder,corium
394,Wolle::N,Wolle,lana
395,Stoff::N,Stoff,textum
396,Nadel::N,Nadel,acus
397,Faden::N,Faden,filum
398,Knopf::N,Knopf,bulla
399,Knoten::N,Knoten,nodus
400,Farbe::N,Farbe,pigmentum
401,Kleidung::N,Kleidung,vestimenta
402,Hemd::N,Hemd,tunica
403,Kragen::N,Kragen,collare
404,Ärmel::N,Ärmel,manica
405,Hose::N,Hose,bracae
406,Gürtel::N,Gürtel,cingulum
407,Mütze::N,Mütze,pilleus
408,Schuh::N,Schuh,calceus
409,Stiefel::N,Stiefel,pero
410,Stiefel::N,Stiefel,caliga
411,Ring::N,Ring,anulus
412,Band::N,Band,redimiculum
413,Kamm::N,Kamm,pecten
414,Spiegel::N,Spiegel,speculum
415,Riemen::N,Riemen,lorum
416,Schnur::N,Schnur,linum
417,Leine::N,Leine,retinaculum
418,Decke::N,Decke,lodix
419,Kissen::N,Kissen,pulvinus
420,Tuch::N,Tuch,velum
421,Handtuch::N,Handtuch,mantele
422,Kraft::N,Kraft,vis
423,Stärke::N,Stärke,robur
424,Gesundheit::N,Gesundheit,valetudo
425,Krankheit::N,Krankheit,morbus
426,Schmerz::N,Schmerz,dolor
427,Wunde::N,Wunde,vulnus
428,Fieber::N,Fieber,febris
429,Arznei::N,Arznei,remedium
430,Brücke::N,Brücke,pons
431,Brunnen::N,Brunnen,puteus
432,Weide::N,Weide,pascua
433,Pfad::N,Pfad,semita
434,Weg::N,Weg,iter
435,Straße::N,Straße,via
436,Dorf::N,Dorf,vicus
437,Stadt::N,Stadt,urbs
438,Stadt::N,Stadt,oppidum
439,Brief::N,Brief,epistula
440,Buch::N,Buch,liber
441,Buchstabe::N,Buchstabe,littera
442,Zeitung::N,Zeitung,diurnum
443,Leben::N,Leben,vita
444,Tod::N,Tod,mors
445,Grab::N,Grab,sepulcrum
446,Kirche::N,Kirche,ecclesia
447,Sünde::N,Sünde,peccatum
448,Gott::N,Gott,deus
449,Arbeiter::N,Arbeiter,operarius
450,Chef::N,Chef,praefectus
451,Meister::N,Meister,magister
452,Arzt::N,Arzt,medicus
453,Lehrer::N,Lehrer,magister
454,Geld::N,Geld,aes
455,Geld::N,Geld,pecunia
456,Geschäft::N,Geschäft,negotium
457,Laden::N,Laden,taberna
458,Preis::N,Preis,pretium
459,Ware::N,Ware,merx
460,Nutzen::N,Nutzen,utilitas
461,Reichtum::N,Reichtum,opes
462,Reichtum::N,Reichtum,divitiae
463,Welt::N,Welt,mundus
464,Land::N,Land,terra
465,Staat::N,Staat,res publica
466,König::N,König,rex
467,Macht::N,Macht,potestas
468,Grenze::N,Grenze,limes
469,Krieg::N,Krieg,bellum
470,Feind::N,Feind,inimicus
471,Gewalt::N,Gewalt,vis
472,Kampf::N,Kampf,pugna
473,Bogen[Waffe]::N,Bogen,arcus
474,Pfeil::N,Pfeil,sagitta
475,Gewehr::N,Gewehr,sclopetum
476,Fehler::N,Fehler,error
477,Lüge::N,Lüge,mendacium
478,Schaden::N,Schaden,damnum
479,Schaden::N,Schaden,detrimentum
480,Unglück::N,Unglück,miseria
481,Unglück::N,Unglück,calamitas
482,Schuld::N,Schuld,culpa
483,Alter::N,Alter,aetas
484,Schluss::N,Schluss,finis
485,Zeit::N,Zeit,tempus
486,Tag::N,Tag,dies
487,Morgen::N,Morgen,mane
488,Mittag::N,Mittag,meridies
489,Abend::N,Abend,vesper
490,Nacht::N,Nacht,nox
491,Woche::N,Woche,septimana
492,Monat::N,Monat,mensis
493,Jahr::N,Jahr,annus
494,Frühling::N,Frühling,ver
495,Sommer::N,Sommer,aestas
496,Herbst::N,Herbst,autumnus
497,Winter::N,Winter,hiems
498,Januar::N,Januar,Ianuarius
499,Februar::N,Februar,Februarius
500,März::N,März,Martius
501,April::N,April,Aprilis
502,Mai::N,Mai,Maius
503,Juni::N,Juni,Iunius
504,Juli::N,Juli,Iulius
505,August::N,August,Augustus
506,September::N,September,September
507,Oktober::N,Oktober,Octobris
508,November::N,November,Novembris
509,Dezember::N,Dezember,December
510,Montag::N,Montag,dies lunae
511,Dienstag::N,Dienstag,dies Martis 
512,Mittwoch::N,Mittwoch,dies Mercurii
513,Donnerstag::N,Donnerstag,dies Iovis
514,Freitag::N,Freitag,dies Veneris
515,Samstag::N,Samstag,dies Saturni
516,Sonntag::N,Sonntag,dominicus
517,Sonntag::N,Sonntag,dies solis
518,groß::A,groß,magnus
519,klein::A,klein,parvus
520,lang::A,lang,longus
521,kurz::A,kurz,brevis
522,breit::A,breit,latus
523,schmal::A,schmal,angustus
524,dicht::A,dicht,densus
525,dick[Gegenstand]::A,dick,crassus
526,dünn::A,dünn,tenuis
527,fein::A,fein,subtilis
528,fest::A,fest,solidus
529,fest::A,fest,stabilis
530,flach::A,flach,planus
531,glatt::A,glatt,levis
532,hart::A,hart,durus
533,weich::A,weich,mollis
534,rund::A,rund,rotundus
535,spitz::A,spitz,acutus
536,scharf::A,scharf,acer
537,stumpf::A,stumpf,hebes
538,schwer::A,schwer,gravis
539,schön::A,schön,pulcher
540,schön::A,schön,formosus
541,heiß::A,heiß,fervidus
542,warm::A,warm,calidus
543,kalt::A,kalt,frigidus
544,kühl::A,kühl,frigidus
545,frisch::A,frisch,recens
546,feucht::A,feucht,umidus
547,nass::A,nass,madidus
548,trocken::A,trocken,aridus
549,voll::A,voll,plenus
550,leer::A,leer,vacuus
551,offen::A,offen,apertus
552,geschlossen::A,geschlossen,clausus
553,sauber::A,sauber,lautus
554,schmutzig::A,schmutzig,sordidus
555,roh::A,roh,crudus
556,reif::A,reif,maturus
557,lecker::A,lecker,delicatus
558,süß::A,süß,dulcis
559,bitter::A,bitter,amarus
560,bitter::A,bitter,acerbus
561,sauer::A,sauer,acidus
562,hell::A,hell,clarus
563,dunkel::A,dunkel,obscurus
564,schwarz::A,schwarz,niger
565,weiß::A,weiß,albus
566,rot::A,rot,ruber
567,gelb::A,gelb,flavus
568,blau::A,blau,caeruleus
569,grün::A,grün,viridis
570,grau::A,grau,canus
571,bunt::A,bunt,varius
572,billig::A,billig,vilis
573,teuer::A,teuer,carus
574,wertvoll::A,wertvoll,pretiosus
575,blind::A,blind,caecus
576,taub::A,taub,surdus
577,kräftig::A,kräftig,robustus
578,stark::A,stark,firmus
579,stark::A,stark,validus
580,schwach::A,schwach,debilis
581,schwach::A,schwach,infirmus
582,fett::A,fett,crassus
583,schlank::A,schlank,procerus
584,hübsch::A,hübsch,pulcher
585,böse::A,böse,improbus
586,dumm::A,dumm,stultus
587,dumm::A,dumm,stupidus
588,faul::A,faul,piger
589,fleißig::A,fleißig,sedulus
590,geizig::A,geizig,avarus
591,klug::A,klug,prudens
592,geschickt::A,geschickt,sollers
593,lieb::A,lieb,carus
594,lustig::A,lustig,iocosus
595,sanft::A,sanft,clemens
596,hungrig::A,hungrig,impastus
597,krank::A,krank,aeger
598,nackt::A,nackt,nudus
599,traurig::A,traurig,maestus
600,lebendig::A,lebendig,vivus
601,gut::A,gut,bonus
602,schlecht::A,schlecht,malus
603,richtig::A,richtig,rectus
604,schlimm::A,schlimm,malus
605,wahr::A,wahr,verus
606,alt::A,alt,antiquus
607,neu::A,neu,novus
608,ehemalig::A,ehemalig,pristinus
609,alt[Lebewesen]::A,alt,vetus
610,jung::A,jung,iuvenis
611,arm::A,arm,pauper
612,reich::A,reich,dives
613,bekannt::A,bekannt,notus
614,berühmt::A,berühmt,celeber
615,berühmt::A,berühmt,illustris
616,fremd::A,fremd,peregrinus
617,verschieden::A,verschieden,varius
618,nah::A,nah,propinquus
619,fern::A,fern,longinquus
620,linker::A,linker,sinister
621,rechter::A,rechter,dexter
622,anderer::A,anderer,alius
623,erster::A,erster,primus
624,zweiter::A,zweiter,secundus
625,dritter::A,dritter,tertius
626,letzter::A,letzter,ultimus
627,allein::ADV,allein,solum
628,auf einmal::ADV,auf einmal,simul
629,zusammen::ADV,zusammen,una
630,lange::ADV,lange,diu
631,plötzlich::ADV,plötzlich,subito
632,plötzlich::ADV,plötzlich,repente
633,sofort::ADV,sofort,statim
634,später::ADV,später,postea
635,jetzt::ADV,jetzt,nunc
636,heute::ADV,heute,hodie
637,morgen::ADV,morgen,cras
638,bald::ADV,bald,mox
639,dann::ADV,dann,deinde
640,gestern::ADV,gestern,heri
641,einst::ADV,einst,olim
642,damals::ADV,damals,tum
643,danach::ADV,danach,postea
644,vorher::ADV,vorher,antea
645,zuerst::ADV,zuerst,primo
646,einmal::ADV,einmal,semel
647,manchmal::ADV,manchmal,interdum
648,oft::ADV,oft,saepe
649,immer::ADV,immer,semper
650,niemals::ADV,niemals,numquam
651,hier::ADV,hier,hic
652,hierhin::ADV,hierhin,huc
653,von hier::ADV,von hier,hinc
654,dort::ADV,dort,ibi
655,dorthin::ADV,dorthin,eo
656,geradeaus::ADV,geradeaus,recte
657,vorwärts::ADV,vorwärts,porro
658,rückwärts::ADV,rückwärts,retro
659,zurück::ADV,zurück,retro
660,unten::ADV,unten,infra
661,hinab::ADV,hinab,pessum
662,oben::ADV,oben,supra
663,hinauf::ADV,hinauf,sursum
664,überall::ADV,überall,ubique
665,nicht::ADV,nicht,non
666,ein wenig::ADV,ein wenig,paulum
667,kaum::ADV,kaum,vix
668,kaum::ADV,kaum,aegre
669,sehr::ADV,sehr,valde
670,sehr::ADV,sehr,magnopere
671,so::ADV,so,ita
672,noch::ADV,noch,etiam
673,nur::ADV,nur,solum
674,nur::ADV,nur,tantum
675,schon::ADV,schon,iam
676,wieder::ADV,wieder,rursus
677,vergebens::ADV,vergebens,frustra
678,vor::PRP,vor,ante
679,hinter::PRP,hinter,post
680,unter::PRP,unter,sub
681,durch::PRP,durch,per
682,neben::PRP,neben,iuxta
683,zwischen::PRP,zwischen,inter
684,wegen::PRP,wegen,propter
685,dies::PRN,dies,hoc
686,das::PRN,das,id
687,alles::PRN,alles,omnia
688,ich::PRN,ich,ego
689,du::PRN,du,tu
690,er::PRN,er,is
691,er::PRN,er,ille
692,wir::PRN,wir,nos
693,ihr::PRN,ihr,vos
694,sie::PRN,sie,ii
695,sie::PRN,sie,illi
696,was::FPRN,was,quid
697,wer::FPRN,wer,quis
698,wo::FADV,wo,ubi
699,wohin::FADV,wohin,quo
700,wie::FADV,wie,quomodo
701,warum::FADV,warum,cur
702,wieviel::FNUM,wieviel,quantum
703,eins::NUM,eins,unus
704,zwei::NUM,zwei,duo
705,drei::NUM,drei,tres
706,vier::NUM,vier,quattuor
707,fünf::NUM,fünf,quinque
708,sechs::NUM,sechs,sex
709,sieben::NUM,sieben,septem
710,acht::NUM,acht,octo
711,neun::NUM,neun,novem
712,zehn::NUM,zehn,decem
713,elf::NUM,elf,undecim
714,zwölf::NUM,zwölf,duodecim
715,zwanzig::NUM,zwanzig,viginti
716,dreißig::NUM,dreißig,triginta
717,vierzig::NUM,vierzig,quadraginta
718,fünfzig::NUM,fünfzig,quinquaginta
719,sechzig::NUM,sechzig,sexaginta
720,siebzig::NUM,siebzig,septuaginta
721,achtzig::NUM,achtzig,octoginta
722,neunzig::NUM,neunzig,nonaginta
723,hundert::NUM,hundert,centum
724,tausend::NUM,tausend,mille
725,und::CNJ,und,et
726,und::CNJ,und,-que
727,oder::CNJ,oder,vel
728,stehen::V,stehen,stare
729,sitzen::V,sitzen,sedere
730,liegen::V,liegen,iacere
731,hängen::V,hängen,pendere
732,werden::V,werden,fieri
733,passieren::V,passieren,accidere
734,beginnen::V,beginnen,incipere
735,enden::V,enden,finem habere
736,wechseln::V,wechseln,mutari
737,aufgehen[Sonne]::V,aufgehen,oriri
738,untergehen[Sonne]::V,untergehen,occidere
739,scheinen[Sonne]::V,scheinen,lucere
740,donnern::V,donnern,tonare
741,wehen::V,wehen,flare
742,strömen::V,strömen,fluere
743,fließen::V,fließen,manare
744,sich drehen::V,sich drehen,torqueri
745,schwanken::V,schwanken,vacillare
746,schwingen::V,schwingen,vibrare
747,fallen::V,fallen,cadere
748,brennen::V,brennen,ardere
749,rauchen::V,rauchen,fumare
750,regnen::V,regnen,pluere
751,gefrieren::V,gefrieren,congelari
752,tauen::V,tauen,rorare
753,schmelzen::V,schmelzen,liquescere
754,trocknen::V,trocknen,arescere
755,sieden::V,sieden,fervere
756,faulen::V,faulen,putescere
757,verfaulen::V,verfaulen,putescere
758,reißen::V,reißen,scindi
759,versinken::V,versinken,mergi
760,vergehen::V,vergehen,praeterire
761,erscheinen::V,erscheinen,apparere
762,verschwinden::V,verschwinden,discedere
763,sinken::V,sinken,labi
764,abnehmen::V,abnehmen,deminui
765,zunehmen::V,zunehmen,augeri
766,steigen::V,steigen,augescere
767,wachsen::V,wachsen,crescere
768,glänzen::V,glänzen,splendere
769,funkeln::V,funkeln,micare
770,lärmen::V,lärmen,strepere
771,läuten::V,läuten,sonare
772,klingeln::V,klingeln,tinnire
773,klirren::V,klirren,crepare
774,brausen::V,brausen,saevire
775,rauschen::V,rauschen,crepare
776,klingen::V,klingen,sonare
777,bellen::V,bellen,latrare
778,heulen::V,heulen,ululare
779,blasen::V,blasen,flare
780,pfeifen::V,pfeifen,sibilare
781,schreien::V,schreien,clamare
782,stöhnen::V,stöhnen,gemere
783,zittern::V,zittern,tremere
784,zittern::V,zittern,trepidare
785,leben::V,leben,vivere
786,geboren werden::V,geboren werden,nasci
787,atmen::V,atmen,spirare
788,trinken::V,trinken,bibere
789,essen::V,essen,edere
790,schlucken::V,schlucken,devorare
791,müde werden::V,müde werden,fatigari
792,einschlafen::V,einschlafen,obdormiscere
793,schlafen::V,schlafen,dormire
794,aufwachen::V,aufwachen,expergisci
795,aufstehen::V,aufstehen,exsurgere
796,sich erholen::V,sich erholen,se reficere
797,krank werden::V,krank werden,aegrescere
798,krank sein::V,krank sein,aegrotare
799,schmerzen::V,schmerzen,dolere
800,husten::V,husten,tussire
801,genesen::V,genesen,convalescere
802,sterben::V,sterben,mori
803,umkommen::V,umkommen,perire
804,sich bewegen::V,sich bewegen,se movere
805,sich rühren::V,sich rühren,micare
806,sich erheben::V,sich erheben,surgere
807,sich setzen::V,sich setzen,considere
808,hinfallen::V,hinfallen,cadere
