,Concept_ID,kn,fa
564,August::N,ಮುಮ್ಮಳೆ,اوت
565,September::N,ನಾಲ್ಮಳೆ,سپتامبر
566,Oktober::N,ಮೊಚ್ಚಳಿ,اکتبر
567,November::N,ಇಚ್ಚಳಿ,نوامبر
568,Dezember::N,ಮುಚ್ಚಳಿ,دسامبر
569,Montag::N,ಸೋಮುವಾರ,دو‌شنبه
570,Dienstag::N,ಮಂಗಳವಾರ,سه‌شنبه
571,Mittwoch::N,ಬುಧವಾರ,چهار‌شنبه
572,Donnerstag::N,ಗುರುವಾರ,پنج شنبه
573,Freitag::N,ಶುಕ್ರವಾರ,جمعه
574,Samstag::N,ಶನಿವಾರ,شنبه
575,Sonntag::N,ಭಾನುವಾರ,یکشنبه
576,groß::A,ದೊಡ್ಡ,بزرگ
577,klein::A,ಪುಟ್ಟ,کوچک
578,lang::A,ದೀರ್ಘ,بلند
579,kurz::A,ಚಕ್ಕ,کوتاه
580,breit::A,ಅಗಲವಾದ,پهن
581,schmal::A,ಇಕ್ಕಟ್ಟಾದ,تنگ
582,schmal::A,ಇಕ್ಕಟ್ಟಾದ,نازک
583,dicht::A,ದಟ್ಟ,چگال
584,dicht::A,ದಟ್ಟ,انبوه
585,dick[Gegenstand]::A,ದಟ್ಟ,ضخیم
586,dünn::A,ತೆಳು,نازک
587,fein::A,ಕೋಮಲ,ریز
588,fein::A,ಕೋಮಲ,باریک
589,fest::A,ಘನ,محکم
590,flach::A,ಚಪ್ಪಟೆ,صاف
591,flach::A,ಚಪ್ಪಟೆ,مسطح
592,glatt::A,ನಯ,لیز
593,hart::A,ಗಟ್ಟಿ,سفت
594,weich::A,ಮೃದುವಾದ,نرم
595,weich::A,ಮೃದುವಾದ,ملایم
596,rund::A,ವರ್ತುಳ,گرد
597,spitz::A,ಮೊನಚಾದ,تیز
598,spitz::A,ಮೊನಚಾದ,نوک‌تیز
599,scharf::A,ತೀಕ್ಷ್ಣ,تیز
600,scharf::A,ತೀಕ್ಷ್ಣ,برنده
601,stumpf::A,ಮೊಂಡು,کند
602,schwer::A,ಭಾರಿ,سنگین
603,schön::A,ಸುಂದರ,زیبا
604,heiß::A,ಬಿಸಿ,داغ
605,warm::A,ಬಿಸಿ,گرم
606,kalt::A,ತಣ್ಣನೆಯ,سرد
607,kühl::A,ತಂಪಾದ,خنک
608,frisch::A,ನಿರ್ಮಲ,تازه
609,feucht::A,ಒದ್ದೆಯಾದ,مرطوب
610,nass::A,ಒದ್ದೆಯಾದ,تر
611,nass::A,ಒದ್ದೆಯಾದ,خیش
612,trocken::A,ಶುಷ್ಕ,خشک
613,voll::A,ತುಂಬಿದ,پر
614,leer::A,ಖಾಲಿ,خالی
615,offen::A,ಮುಚ್ಚಲ್ಲದ,باز
616,geschlossen::A,ಮುಚ್ಚಿದ,بسته
617,sauber::A,ಶುದ್ಧ,پاک
618,sauber::A,ಶುದ್ಧ,تمیز
619,schmutzig::A,ಅಶುದ್ಧ,کثیف
620,schmutzig::A,ಅಶುದ್ಧ,آلوده
621,roh::A,ಹಸಿ,خام
622,reif::A,ಹಣ್ಣಾದ,رسیده
623,lecker::A,ಗುಚಿಕರ,لذیذ
624,lecker::A,ಗುಚಿಕರ,خوشمزه
625,süß::A,ಸಿಹಿ,شیرین
626,bitter::A,ಕಹಿ,تلخ
627,sauer::A,ಹುಳಿಯಾದ,ترش
628,hell::A,ಹೊಳೆಯುವ,روشن
629,dunkel::A,ಮಬ್ಬಾದ,تاریک
630,schwarz::A,ಕಪ್ಪು,سیاه
631,weiß::A,ಬಿಳಿಯ,سفید
632,rot::A,ಕೆಂಪು,سرخ
633,rot::A,ಕೆಂಪು,قرمز
634,gelb::A,ಹಳದಯ,زرد
635,blau::A,ನೀಲ,آبی
636,grün::A,ಕಾಯಾದ,سبز
637,grau::A,ಬೂದುಬಣ್ಣದ,طوسی
638,grau::A,ಬೂದುಬಣ್ಣದ,خاکستری
639,bunt::A,ವರ್ಣರಂಜಿತ,رنگارنگ
640,billig::A,ಅಗ್ಗ,ارزان
641,teuer::A,ದುಬಾರಿಯಾದ,گران
642,wertvoll::A,ಅಮೂಲ್ಯ,قیمتی
643,wertvoll::A,ಅಮೂಲ್ಯ,گرانبها
644,blind::A,ಅಂಧ,کور
645,blind::A,ಅಂಧ,نابینا
646,taub::A,ಕಿವುಡಾದ,کر
647,taub::A,ಕಿವುಡಾದ,ناشنوا
648,kräftig::A,ಪ್ರಬಲ,قوی
649,stark::A,ಶಕ್ತಿವಂತ,قوی
650,stark::A,ಶಕ್ತಿವಂತ,نیرومند
651,schwach::A,ದುರ್ಬಲ,ضعیف
652,fett::A,ಕೊಬ್ಬಿದ,چرب
653,schlank::A,ತೆಳ್ಳಗಿನ,باریک‌اندام
654,hübsch::A,ಅಂದವಾದ,قشنگ
655,hübsch::A,ಅಂದವಾದ,خوشگل
656,böse::A,ಕೆಟ್ಟ,بد
657,dumm::A,ಮಂದ,احمق
658,faul::A,ಆಲಸ,لش
659,faul::A,ಆಲಸ,تنبل
660,fleißig::A,ಕಡಗುವ,زرنگ
661,geizig::A,ಜುಗ್ಗ,خسیس
662,klug::A,ಚತುರ,عاقل
663,klug::A,ಚತುರ,باهوش
664,geschickt::A,ದಕ್ಷ,ماهر
665,lieb::A,ಪ್ರಿಯ,عزیز
666,lustig::A,ಖುಷಿಯಾದ,شاد
667,lustig::A,ಖುಷಿಯಾದ,خوشحال
668,sanft::A,ಸೌಮ್ಯ,لطیف
669,hungrig::A,ಹಸಿದ,گرسنه
670,krank::A,ಅಸ್ವಸ್ಥ,مریض
671,krank::A,ಅಸ್ವಸ್ಥ,بیمار
672,nackt::A,ನಗ್ನ,لخت
673,nackt::A,ನಗ್ನ,برهنه
674,traurig::A,ದುಃಖಿತ,غمگین
675,lebendig::A,ಜೀವಂತ,زنده
676,gut::A,ಒಳ್ಳೆಯ,خوب
677,schlecht::A,ದುಷ್ಟ,بد
678,richtig::A,ಸರಿ,درست
679,schlimm::A,ಅಸಹ್ಯ,وخيم
680,wahr::A,ನಿಜ,درست
681,wahr::A,ನಿಜ,حقیقی
682,alt::A,ಮುದಿ,کهنه
683,neu::A,ಹೊಸ,نو
684,ehemalig::A,ಮಾಜೀ,قبلی
685,alt[Lebewesen]::A,ವೃದ್ಧ,پیر
686,jung::A,ಎಳ,جوان
687,arm::A,ಬಡ,فقیر
688,reich::A,ಶ್ರೀಮಂತ,پولدار
689,reich::A,ಶ್ರೀಮಂತ,ثروتمند
690,bekannt::A,ಅಪ್ತ,آشنا
691,bekannt::A,ಅಪ್ತ,معلوم
692,berühmt::A,ಪ್ರಸಿದ್ಧ,مشهور
693,fremd::A,ಪರಕೀಯ,خارجی
694,fremd::A,ಪರಕೀಯ,بیگانه
695,verschieden::A,ಬೇರೆ,مختلف
696,verschieden::A,ಬೇರೆ,متفاوت
697,nah::A,ಹತ್ತಿರವಾದ,نزدیک
698,fern::A,ದೂರದ,دور
699,linker::A,ಎಡ,چپ
700,rechter::A,ಬಲ,راست
701,anderer::A,ಇತರ,دیگر
702,erster::A,ಪ್ರಥಮ,اول
703,zweiter::A,ದ್ವಿತೀಯ,دوم
704,dritter::A,ಮೂರನೆಯಜಗತ್ತು,سوم
705,letzter::A,ಅಂತ್ಯ,آخر
706,allein::ADV,ಒಬ್ಬನೇ,تنها
707,auf einmal::ADV,ಒಡನೆ,همزمان
708,zusammen::ADV,ಒಟ್ಟಿಗೆ,باهم
709,lange::ADV,ದೀರ್ಘ,مدت‌ها
710,lange::ADV,ದೀರ್ಘ,مدت زیادی
711,plötzlich::ADV,ಅನಾಮತ್ತು,ناگهان
712,sofort::ADV,ಜಾಗ್ರತೆ,فوراً
713,später::ADV,ತರುವಾಯ,بعدها
714,jetzt::ADV,ಈಗ,حالا
715,jetzt::ADV,ಈಗ,اکنون
716,heute::ADV,ಇಂದು,امروز
717,morgen::ADV,ನಾಳೆ,فردا
718,bald::ADV,ಬೇಗ,زود
719,bald::ADV,ಬೇಗ,بزودی
720,dann::ADV,ಆಗ,سپس
721,dann::ADV,ಆಗ,آنوقت
722,gestern::ADV,ನಿನ್ನೆ,دیروز
723,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,وقتی
724,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,زمانی
725,damals::ADV,ಆಗ,آنوقت
726,damals::ADV,ಆಗ,آنزمان
727,danach::ADV,ಆಮೇಲೆ,بعد
728,vorher::ADV,ಮುಂಚೆ,قبلاً
729,zuerst::ADV,ಮೊದಲಿಗೆ,اول
730,zuerst::ADV,ಮೊದಲಿಗೆ,ابتداء
731,einmal::ADV,ಒಮ್ಮೆ,یکدفعه
732,manchmal::ADV,ಆಗಾಗ,گاهی
733,manchmal::ADV,ಆಗಾಗ,بعضی اوقات
734,oft::ADV,ಅನೇಕಸಲ,اغلب
735,immer::ADV,ಯಾವಾಗಲೂ,همیشه
736,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,هرگز
737,hier::ADV,ಇಲ್ಲಿ,اینجا
738,hierhin::ADV,ಇತ್ತ,به اینجا
739,von hier::ADV,ಇಲ್ಲಿಂದ,از اینجا
740,dort::ADV,ಅಲ್ಲಿ,آنجا
741,dorthin::ADV,ಅಲ್ಲಿಗೆ,به آنجا
742,geradeaus::ADV,ಸೀದಾ,راست
743,vorwärts::ADV,ಮುನ್ನೆಡೆವ,جلو
744,vorwärts::ADV,ಮುನ್ನೆಡೆವ,به پیش
745,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,عقب
746,zurück::ADV,ಹಿಂದಕ್ಕೆ,پس
747,zurück::ADV,ಹಿಂದಕ್ಕೆ,عقب
748,zurück::ADV,ಹಿಂದಕ್ಕೆ,بالعکس
749,unten::ADV,ಕೆಳಗೆ,زیر
750,unten::ADV,ಕೆಳಗೆ,پایین
751,hinab::ADV,ಕೆಳಕ್ಕೆ,به پایین
752,oben::ADV,ಮೇಲೆ,بالا
753,hinauf::ADV,ಮೇಲಕ್ಕೆ,به بالا
754,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,همه‌جا
755,nicht::ADV,ಇಲ್ಲ,نه
756,nicht::ADV,ಅಲ್ಲ,نه
757,ein wenig::ADV,ತುಸು,کمی
758,kaum::ADV,ಕಠಿನವಾಗಿ,به سختی
759,sehr::ADV,ಬಹು,خیلی
760,sehr::ADV,ಬಹು,بسیار
761,so::ADV,ಅಷ್ಟು,چنین
762,so::ADV,ಅಷ್ಟು,اینطور
763,noch::ADV,ಇನ್ನು,هنوز
764,nur::ADV,ಕೇವಲ,فقط
765,nur::ADV,ಕೇವಲ,تنها
766,schon::ADV,ಆಗಲೇ,قبلاً
767,schon::ADV,ಆಗಲೇ,به این زودی
768,wieder::ADV,ಪುನಃ,باز
769,wieder::ADV,ಪುನಃ,دوباره
770,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,بیهوده
771,vor::PRP,ಮುಂದೆ,در جلوی
772,hinter::PRP,ಹಿಂದ,پشت
773,unter::PRP,ಕೆಳ,تحت
774,durch::PRP,ನೇರವಾಗಿ,از وسط
775,durch::PRP,ನೇರವಾಗಿ,از ميان
776,neben::PRP,ಅಧರ ಬಲಿಕ,کنار
777,neben::PRP,ಅಧರ ಬಲಿಕ,پهلوی
778,zwischen::PRP,ನಡುವೆ,بین
779,zwischen::PRP,ನಡುವೆ,میان
780,wegen::PRP,ಅಧಕ್ಕಗಿ,برای
781,wegen::PRP,ಅಧಕ್ಕಗಿ,بخاطر
782,dies::PRN,ಈ,این
783,das::PRN,ಅದು,آن
784,alles::PRN,ಎಲ್ಲ,تمام
785,alles::PRN,ಎಲ್ಲ,همه‌چیر
786,ich::PRN,ನಾನು,من
787,du::PRN,ನೀನು,تو
788,er::PRN,ಅವನು,او
789,er::PRN,ಇವನು,او
790,wir::PRN,ನಾವು,ما
791,ihr::PRN,ನೀವು,شما
792,sie::PRN,ಅವರು,آنها
793,was::FPRN,ಏನು,چه
794,wer::FPRN,ಯಾರಿಗೆ,کی
795,wo::FADV,ಎಲ್ಲಿ,کجا
796,wohin::FADV,ಎಲ್ಲಿಗೆ,بکجا
797,wie::FADV,ಹೇಗೆ,چطور
798,wie::FADV,ಹೇಗೆ,چگونه
799,warum::FADV,ಏಕೆ,چرا
800,warum::FADV,ಏಕೆ,برای چه
801,wieviel::FNUM,ಎಷ್ಟು,چند
802,wieviel::FNUM,ಎಷ್ಟು,چقدر
803,eins::NUM,ಒಂದು,یک
804,zwei::NUM,ಎರಡು,دو
805,drei::NUM,ಮೂರು,سه
806,vier::NUM,ನಾಲ್ಕು,چهار
807,fünf::NUM,ಅಯ್ದು,پنج
808,sechs::NUM,ಆರು,شش
809,sieben::NUM,ಏಳು,هفت
810,acht::NUM,ಎಂಟು,هشت
811,neun::NUM,ಒಂಭಬತ್ತು,نه
812,zehn::NUM,ಹತ್ತು,ده
813,elf::NUM,ಹನ್ನೊಂದು,یازده
814,zwölf::NUM,ಹನ್ನೆರಡು,دوازده
815,zwanzig::NUM,ಇಪ್ಪತ್ತು,بیست
816,dreißig::NUM,ಮೂವತ್ತು,سی
817,vierzig::NUM,ನಲವತ್ತು,چهل
818,fünfzig::NUM,ಐವತ್ತು,پنجاه
819,sechzig::NUM,ಅರುವತ್ತು,شصت
820,siebzig::NUM,ಎಪ್ಪತ್ತು,هفتاد
821,achtzig::NUM,ಎಂಬತ್ತು,هشتاد
822,neunzig::NUM,ತೊಂಬತ್ತು,نود
823,hundert::NUM,ನೂರು,صد
824,tausend::NUM,ಸಾವಿರ,هزار
825,und::CNJ,ಮತ್ತು,و
826,oder::CNJ,ಅಥವಾ,یا
827,stehen::V,ನಿಲ್ಲು,ایستادن
828,sitzen::V,ಕುಳ್ಳಿರು,نشستن
829,liegen::V,ಮಲಗಿಕೊ,خوابیدن
830,liegen::V,ಮಲಗಿಕೊ,دراز کشیدن
831,hängen::V,ಇಳಿಯಬಿಡು,آویزان بودن
832,werden::V,ಆಗು,شدن
833,passieren::V,ಆಗು,گذشتن
834,passieren::V,ಆಗು,اتفاق افتادن
835,beginnen::V,ಆರಂಭಿಸು,شروع شدن
836,enden::V,ಕೊನೆಗಾಣು,تمام شدن
837,wechseln::V,ಮಾರ್ಪಡಿಸು,عوض شدن
838,aufgehen[Sonne]::V,ಮೂಡು,برآمدن
839,aufgehen[Sonne]::V,ಮೂಡು,طلوع کردن
840,untergehen[Sonne]::V,ಮುಳುಗು,غروب کردن
841,scheinen[Sonne]::V,ಹೊಳೆ,تابیدن
842,donnern::V,ಗುಡುಗಾಗು,رعد زدن
843,wehen::V,ತೀಡು,دمیدن
844,strömen::V,ಹರಿ,روان شدن
845,fließen::V,ಹರಿ,روان شدن
846,sich drehen::V,ಸುತ್ತು,چرخیدن
847,schwanken::V,ಓಲಾಡು,خم و راست شدن
848,schwingen::V,ತೂಗು,تاب خوردن
849,schwingen::V,ತೂಗು,نوسان کردن
850,fallen::V,ಉದುರು,افتادن
851,fallen::V,ಉದುರು,سقوط کردن
852,brennen::V,ಉರಿ,سوزاندن
853,rauchen::V,ಹೊಗೆಬಿಡು,دود کردن
854,regnen::V,ಸುರಿ,باران آمدن
855,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,یخ بستن
856,tauen::V,ಬೆಚ್ಚಗಾಗು,آب شدن
857,schmelzen::V,ಕರಗು,آب شدن
858,trocknen::V,ಒಣಗು,خشک شدن
859,sieden::V,ಕುದಿ,جوشیدن
860,faulen::V,ಕೊಳೆ,فاسد شدن
861,verfaulen::V,ನಶಿಸು,پوسیدن
862,reißen::V,ಒಡೆ,پاره شدن
863,versinken::V,ಮುಳುಗು,غرق شدن
864,vergehen::V,ಸಾಗು,گذشتن
865,erscheinen::V,ತೋರು,ظاهر شدن
866,verschwinden::V,ಮಾಯವಾಗು,گم شدن
867,verschwinden::V,ಮಾಯವಾಗು,از بین رفتن
868,sinken::V,ಕುಸಿ,پایین آمدن
869,abnehmen::V,ತಗ್ಗು,کم شدن
870,zunehmen::V,ಬೆಳೆ,زیاد شدن
871,steigen::V,ಉಬ್ಬು,بالا رفتن
872,wachsen::V,ಬೆಳೆ,قد کشیدن
873,glänzen::V,ಮಿರುಗು,برق زدن
874,funkeln::V,ಮಿನುಗು,جرقه زدن
875,lärmen::V,ಶಬ್ದ ಮಾಡಲು,شلوغ کردن
876,läuten::V,ಬಾರಿಸು,زنگ زدن
877,klingeln::V,ಅನುರಣಿಸು,زنگ زدن
878,klirren::V,ಕಿಣಿಕಿಣಿಸು,جرنگ جرنگ صدا کردن
879,brausen::V,ಅಬ್ಬರಿಸು,طوفانی بودن
880,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,خش‌خش کردن
881,klingen::V,ಉಸಿರು,صدا دادن
882,bellen::V,ಬಗುಳು,عوعو کردن
883,heulen::V,ಅರಚು,زوزه کشیدن
884,blasen::V,ಗಾಳಿ ಊದು,فوت کردن
885,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,سوت زدن
886,schreien::V,ಕರೆ,فریاد زدن
887,stöhnen::V,ನರಳು,نالیدن
888,zittern::V,ನಡುಗು,لرزیدن
889,leben::V,ಇರು,زیستن
890,leben::V,ಇರು,زندگی کردن
891,geboren werden::V,ಉಂಟಾಗು,متولد شدن
892,atmen::V,ಉಸಿರು,تنفس کردن
893,trinken::V,ಕುಡಿ,نوشیدن
894,essen::V,ತಿನ್ನು,خوردن
895,schlucken::V,ನುಂಗು,بلعیدن
896,schlucken::V,ನುಂಗು,قورت دادن
897,müde werden::V,ಬಳಲು,خسته شدن
898,einschlafen::V,ನಿದ್ಧೆಹೋಗು,خواب رفتن
899,schlafen::V,ನಿದ್ರಿಸು,خوابیدن
900,aufwachen::V,ಏಳು,از خواب بیدار شدن
901,aufstehen::V,ಏಳು,بیدار شدن
902,sich erholen::V,ಸುಧಾರಿಸು,استراحت کردن
903,krank werden::V,ಬೇನೆಬೀಳು,مریض شدن
904,krank sein::V,ಕೆಟ್ಟ ಎಂದು,بیمار بودن
905,schmerzen::V,ಕಚ್ಚು,درد کردن
906,husten::V,ಕೆಮ್ಮು,سرفه کردن
907,genesen::V,ಮತ್ತೆಹೊದಿಸು,بهبود یافتن
908,sterben::V,ಮೃತಪಡು,مردن
909,umkommen::V,ಹಾಳಾಗು,کشته شدن
910,sich bewegen::V,ಚಲಿಸು,حرکت کردن
911,sich rühren::V,ಕದಲು,تکان خوردن
912,sich erheben::V,ಏಳು,برخواستن
913,sich setzen::V,ಕೂರು,نشستن
914,hinfallen::V,ಬೀಳು,زمین خوردن
915,laufen::V,ನಡೆ,پیاده رفتن
916,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,قدم زدن
917,spazierengehen::V,ವಿಹರಿಸು,گردش رفتن
918,eilen::V,ಮುನ್ನುಗ್ಗು,شتاب کردن
919,sich beeilen::V,ಆತುರಪಡು,عجله کردن
920,sausen::V,ಒಗೆ,صفیر کشیدن
921,rennen::V,ಓಡು,دویدن
922,springen::V,ಜಿಗಿ,پریدن
923,klettern::V,ಏರು,بالا رفتن
924,schaukeln::V,ತೂಗು,تاب خوردن
925,kriechen::V,ತೆವಳು,خزیدن
926,schwimmen::V,ಈಜು,شنا کردن
927,tauchen::V,ಕೆಳಗಿಳಿ,غواصی کردن
928,rudern::V,ಸಾಗಿಸು,پارو زدن
929,fahren::V,ನಡೆಸು,سواره رفتن
930,fliegen::V,ಹಾರು,پریدن
931,gehen::V,ಹೋಗು,رفتن
932,weggehen::V,ಹೊರಡು,رفتن
933,abfahren::V,ತೆರಳು,حرکت کردن
934,anhalten::V,ನಿಲ್ಲು,ایست کردن
935,hineingehen::V,ಒಳಹೊಗು,داخل شدن
936,eintreten::V,ಒಳಹೊಗು,وارد شدن
937,kommen::V,ಬರು,آمدن
938,ankommen::V,ಬರು,رسیدن
939,zurückkommen::V,ಹಿಂದಿರುಗು,برگشتن
940,bleiben::V,ಇರು,ماندن
941,warten::V,ಇರು,منتظر بودن
942,erwarten::V,ನಿರೀಕ್ಷಿಸು,انتظار داشتن
943,suchen::V,ಹುಡುಕು,جستجو کردن
944,finden::V,ಕಂಡುಕೊ,یافتن
945,finden::V,ಕಂಡುಕೊ,پیدا کردن
946,versuchen::V,ಪ್ರಯತ್ನಿಸು,سعی کردن
947,versuchen::V,ಪ್ರಯತ್ನಿಸು,کوشش کردن
948,vorbereiten::V,ಸಿದ್ಧವಾಗು,آماده کردن
949,lieben::V,ಪ್ರೀತಿಸು,عاشق بودن
950,mögen::V,ಇಷ್ಟಪಡು,میل داشتن
951,mögen::V,ಇಷ್ಟಪಡು,دوست داشتن
952,lachen::V,ನಗು,خندیدن
953,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,به رقت آوردن
954,weinen::V,ಅಳು,گریه کردن
955,schimpfen::V,ಗೊಣಗು,فحاشی کردن
956,sich ärgern::V,ಗಣಗಾಡು,ناراحت شدن
957,sich fürchten::V,ನಡುಗು,واهمه کردن
958,fürchten::V,ಹೆದರು,ترسیدن
959,fliehen::V,ಓಡಿಹೋಗು,گریختن
960,flüchten::V,ಪಾರಾಗು,فرار کردن
961,sehen::V,ಕಾಣು,دیدن
962,anschauen::V,ನೋಡು,نگاه کردن
963,ansehen::V,ನಿರೀಕ್ಷಿಸು,تماشا کردن
964,hören::V,ಕೇಳು,شنیدن
965,zuhören::V,ಆಲಿಸು,گوش دادن
966,probieren::V,ರುಚಿ ನೋಡು,چشیدن
967,riechen::V,ಮೂಸು,بوییدن
968,riechen::V,ಮೂಸು,بو کردن
969,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,احساس کردن
970,scheinen::V,ತೋರು,بنظر آمدن
971,zu sehen sein::V,ಕಾಣಿಸು,دیده شدن
972,vernehmen::V,ಕೇಳು,شنیدن
973,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,سرد بودن
974,tun::V,ಮಾಡು,کردن
975,können::V,ಮಾಡಬಲ್ಲ,توانستن
976,wollen::V,ಬಯಸು,خواستن
977,anfangen::V,ಪ್ರಾರಂಭಿಸು,شروع کردن
978,beenden::V,ನಿಲ್ಲಿಸು,تمام کردن
979,beenden::V,ನಿಲ್ಲಿಸು,پایان دادن
980,aufhören::V,ಮುಗಿಸು,دست کشیدن
981,gelingen::V,ಯಶಸ್ವಿಯಾಗು,موفق شدن
982,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,نتیجه دادن
983,öffnen::V,ತೆರೆ,گشودن
984,öffnen::V,ತೆರೆ,باز کردن
985,schließen::V,ಮುಚ್ಚು,بستن
986,schließen::V,ಮುಚ್ಚು,قفل کردن
987,stellen::V,ಇಕ್ಕು,گذاردن
988,setzen::V,ಇಡು,نشاندن
989,legen::V,ಇಡು,گذاشتن
990,berühren::V,ತಾಕು,دست زدن
991,berühren::V,ತಾಕು,لمس کردن
992,verbinden::V,ಕೂಡಿಸು,وصل کردن
993,bedecken::V,ಮುಚ್ಚು,پوشاندن
994,aufhängen::V,ತೂಗುಹಾಕು,آویختن
995,anzünden::V,ಹತ್ತಿಸು,سوزاندن
996,aufheben::V,ಆಯಿ,برداشتن
997,aufheben::V,ಆಯಿ,بلند کردن
998,zurücklassen::V,ಬಿಡು,گذاشتن
999,verlieren::V,ಕಳೆ,گم کردن
1000,fallen lassen::V,ಬೀಳಿಸು,انداختن
1001,machen::V,ಮಾಡು,کردن
1002,machen::V,ಮಾಡು,ساختن
1003,herstellen::V,ತಯಾರಿಸು,ساختن
1004,herstellen::V,ತಯಾರಿಸು,تولید کردن
1005,bauen::V,ಕಟ್ಟು,ساختن
1006,bauen::V,ಕಟ್ಟು,بنا کردن
1007,reparieren::V,ಸರಿಪಡಿಸು,درست کردن
1008,reparieren::V,ಸರಿಪಡಿಸು,تعمیر کردن
1009,verbessern::V,ತಿದ್ದು,بهتر کردن
1010,ändern::V,ಬದಲಾಯಿಸು,تغییر دادن
1011,graben::V,ಅಗೆ,کندن
1012,graben::V,ಅಗೆ,گود کردن
1013,beugen::V,ಬಗ್ಗಿಸು,کج کردن
1014,biegen::V,ಬಗ್ಗಿಸು,خم کردن
1015,drehen::V,ತಿರುಗು,چرخاندن
1016,wenden::V,ತಿರುಗು,برگرداندن
1017,umdrehen::V,ತಿರುಗಿಸು,برگرداندن
1018,heben::V,ಎತ್ತು,برداشتن
1019,hochheben::V,ಎತ್ತು,برآوردن
1020,hochheben::V,ಎತ್ತು,بلند کردن
1021,ergreifen::V,ಆಕ್ರಮಿಸು,گرفتن
1022,halten::V,ಹಿಡಿ,نگاه داشتن
1023,drücken::V,ಒತ್ತು,فشار دادن
1024,drücken::V,ಒತ್ತು,فشار آوردن
1025,schieben::V,ನೂಕು,هل دادن
1026,kratzen::V,ತರಚಿಕೊಳ್ಳು,خاریدن
1027,lecken::V,ನೆಕ್ಕು,لیسیدن
1028,beißen::V,ಕಚ್ಚು,گاز زدن
1029,abreißen::V,ಹರಿ,پاره کردن
1030,abschneiden::V,ಕತ್ತರಿಸು,بریدن
1031,abschneiden::V,ಕತ್ತರಿಸು,قطع کردن
1032,binden::V,ಕಟ್ಟು,بستن
1033,stecken::V,ಸಿಕ್ಕಿಸು,فرو کردن
1034,brechen::V,ಮುರಿ,شکستن
1035,klopfen::V,ತಟ್ಟು,کوبیدن
1036,hauen::V,ಹೊಡೆ,زدن
1037,kleben::V,ಅಂಟಿಸು,چسباندن
1038,reiben::V,ಉಜ್ಜು,مالش دادن
1039,streichen::V,ಹರಡು,مالیدن
1040,schleifen::V,ಮಸೆ,تیز کردن
1041,schneiden::V,ಕತ್ತರಿಸು,چیدن
1042,schneiden::V,ಕತ್ತರಿಸು,بریدن
1043,rütteln::V,ಕುಲುಕಿಸು,لرزاندن
1044,rütteln::V,ಕುಲುಕಿಸು,تکان دادن
1045,schütteln::V,ಅಲುಗಿಸು,تکان دادن
1046,schwenken::V,ತೂಗಾಡು,تاب دادن
1047,schütten::V,ಎರೆ,ریختن
1048,füllen::V,ತುಂಬಿಸು,پر کردن
1049,einwickeln::V,ಹೊದಿಸು,پیچیدن
1050,tragen::V,ಹೊರು,بردن
1051,tragen::V,ಹೊರು,حمل کردن
1052,schleppen::V,ಜಗ್ಗು,کشیدن
1053,ziehen::V,ಎಳೆ,کشیدن
1054,aufbewahren::V,ಇಟ್ಟುಕೊ,نگهداری کردن
1055,werfen::V,ಎಸೆ,انداختن
1056,werfen::V,ಎಸೆ,پرتاب کردن
1057,fangen::V,ಹಿಡಿ,گرفتن
1058,packen::V,ಸೆಳೆ,گرفتن
1059,verstecken::V,ಮುಚ್ಚಿಡು,قایم کردن
1060,verstecken::V,ಮುಚ್ಚಿಡು,پنهان کردن
1061,teilen::V,ವಿಭಜಿಸು,قسمت کردن
1062,teilen::V,ವಿಭಜಿಸು,تقسیم کردن
1063,schicken::V,ಕಳುಹಿಸು,فرستادن
1064,schicken::V,ಕಳುಹಿಸು,ارسال کردن
1065,bringen::V,ತರು,آوردن
1066,hinzufügen::V,ಕೂಡಿಸು,افزودن
1067,hinzufügen::V,ಕೂಡಿಸು,اضافه کردن
1068,bekommen::V,ಸಂಪಾದಿಸು,گرفتن
1069,erhalten::V,ಪಡೆ,دریافت کردن
1070,nehmen::V,ಹಿಡಿ,گرفتن
1071,nehmen::V,ಹಿಡಿ,برداشتن
1072,wählen::V,ಆರಿಸು,انتخاب کردن
1073,auswählen::V,ಆಯಿ,برگزیدن
1074,bewahren::V,ರಕ್ಷಿಸಿಡು,حفظ کردن
1075,bewahren::V,ರಕ್ಷಿಸಿಡು,حفاظت کردن
1076,behindern::V,ಅಡ್ಡಿಮಾಡು,مانع بودن
1077,verderben::V,ಕೆಡಿಸು,از بین بردن
