,Concept_ID,ce,lv
241,Höhle::N,хьех,рудӧг
242,Höhle::N,хьех,ala
243,Abhang::N,басе,ньывк
244,Abhang::N,басе,бокша
245,Abhang::N,басе,nogāze
246,Quelle::N,шовда,ӧшмӧс
247,Quelle::N,шовда,avots
248,Bach::N,татол,шор
249,Bach::N,татол,urga
250,Bach::N,татол,strauts
251,Fluss::N,хи,ю
252,Fluss::N,хи,upe
253,Ufer::N,хийист,вадор
254,Ufer::N,хийист,krasts
255,Küste::N,йист,вадор
256,Küste::N,йист,piekraste
257,Festland::N,латта,му
258,Festland::N,латта,sauszeme
259,Meer::N,xӏорд,саридз
260,Meer::N,xӏорд,jūra
261,Bucht::N,чож,куръя
262,Bucht::N,чож,līcis
263,Insel::N,гӏайре,ді
264,Insel::N,гӏайре,sala
265,Blume::N,зезаг,дзоридз
266,Blume::N,зезаг,puķe
267,Blume::N,зезаг,zieds
268,Gras::N,буц,турун
269,Gras::N,буц,zāle
270,Wurzel::N,орам,вуж
271,Wurzel::N,орам,sakne
272,Baum::N,дитт,пу
273,Baum::N,дитт,koks
274,Stamm::N,гӏад,пучер
275,Stamm::N,гӏад,stumbrs
276,Stamm::N,тайпа,пучер
277,Stamm::N,тайпа,stumbrs
278,Rinde::N,кевстиг,кырсь
279,Rinde::N,кевстиг,miza
280,Ast::N,га,ув
281,Ast::N,га,zars
282,Zweig::N,га,вож
283,Zweig::N,га,nozare
284,Blatt::N,гӏа,кор
285,Blatt::N,гӏа,lapa
286,Birke::N,дакх,кыдз
287,Birke::N,дакх,bērzs
288,Kiefer[Baum]::N,бага,пожӧм
289,Kiefer[Baum]::N,бага,priede
290,Weide[Baum]::N,дак,бадь
291,Weide[Baum]::N,дак,kārkls
292,Tanne::N,база,коз
293,Tanne::N,база,egle
294,Horn::N,маӏа,сюр
295,Horn::N,маӏа,rags
296,Feder::N,пелаг,гӧн
297,Feder::N,пелаг,тывборд
298,Feder::N,пелаг,spalva
299,Fell::N,цӏока,ку
300,Fell::N,цӏока,āda
301,Flügel::N,тӏам,борд
302,Flügel::N,тӏам,spārns
303,Klaue::N,мӏара,гыж
304,Klaue::N,мӏара,nags
305,Kralle::N,тlод,гыж
306,Kralle::N,тlод,nags
307,Schwanz::N,цӏога,бӧж
308,Schwanz::N,цӏога,ļipa
309,Ei::N,xӏoa,кольк
310,Ei::N,xӏoa,ola
311,Nest::N,бен,поз
312,Nest::N,бен,ligzda
313,Bau::N,lуьрг,горс
314,Bau::N,lуьрг,пырмӧс
315,Bau::N,lуьрг,гу
316,Bau::N,lуьрг,ala
317,Tier::N,дийнат,пемӧс
318,Tier::N,дийнат,dzīvnieks
319,Herde::N,жа,стада
320,Herde::N,жа,кельӧб
321,Herde::N,жа,ganāmpulks
322,Kuh::N,етт,мӧс
323,Kuh::N,етт,govs
324,Bulle::N,сту,ӧш
325,Bulle::N,сту,bullis
326,Pferd::N,говр,вӧв
327,Pferd::N,говр,zirgs
328,Schaf::N,жий,ыж
329,Schaf::N,жий,aita
330,Schaf::N,уьстагӏ,ыж
331,Schaf::N,уьстагӏ,aita
332,Schwein::N,хьакха,порсь
333,Schwein::N,хьакха,cūka
334,Hund::N,жӏаьла,пон
335,Hund::N,жӏаьла,suns
336,Katze::N,цициг,кань
337,Katze::N,цициг,kaķis
338,Bär::N,ча,ош
339,Bär::N,ча,lācis
340,Eichhörnchen::N,тарсал,ур
341,Eichhörnchen::N,тарсал,vāvere
342,Elch::N,сай,йӧра
343,Elch::N,сай,alnis
344,Fuchs::N,цхьогал,руч
345,Fuchs::N,цхьогал,lapsa
346,Hase::N,пхьагал,кӧч
347,Hase::N,пхьагал,zaķis
348,Maus::N,дахка,шыр
349,Maus::N,дахка,pele
350,Wolf::N,борз,кӧин
351,Wolf::N,борз,vilks
352,Vogel::N,олхазар,кай
353,Vogel::N,олхазар,лэбач
354,Vogel::N,олхазар,putns
355,Huhn::N,котам,курӧг
356,Huhn::N,котам,vista
357,Hahn::N,нӏаьна,петук
358,Hahn::N,нӏаьна,gailis
359,Hahn::N,боргӏал,петук
360,Hahn::N,боргӏал,gailis
361,Gans::N,гӏаз,дзодзӧг
362,Gans::N,гӏаз,zoss
363,Adler::N,aьрзу,кутш
364,Adler::N,aьрзу,ērglis
365,Ente::N,бад,утка
366,Ente::N,бад,pīle
367,Eule::N,бухӏа,сюзь
368,Eule::N,бухӏа,pūce
369,Kranich::N,гӏаргӏули,тури
370,Kranich::N,гӏаргӏули,dzērve
371,Krähe::N,къиг,рака
372,Krähe::N,къиг,vārna
373,Kuckuck::N,aттйокх,кӧк
374,Kuckuck::N,aттйокх,dzeguze
375,Schwan::N,гӏургӏаз,юсь
376,Schwan::N,гӏургӏаз,gulbis
377,Fisch::N,чӏара,чери
378,Fisch::N,чӏара,zivs
379,Barsch::N,окунь,ёкыш
380,Barsch::N,окунь,asaris
381,Hecht::N,гӏазкхийн чӏара,сир
382,Hecht::N,гӏазкхийн чӏара,līdaka
383,Schlange[Tier]::N,лаьхьа,кый
384,Schlange[Tier]::N,лаьхьа,čūska
385,Wurm::N,нӏаьна,номыр
386,Wurm::N,нӏаьна,tārps
387,Spinne::N,гезг,черань
388,Spinne::N,гезг,zirneklis
389,Ameise::N,зингат,кодзувкот
390,Ameise::N,зингат,skudra
391,Laus::N,меза,той
392,Laus::N,меза,uts
393,Laus::N,гӏениг,той
394,Laus::N,гӏениг,uts
395,Mücke::N,чуьрк,ном
396,Mücke::N,чуьрк,ods
397,Fliege::N,моза,гут
398,Fliege::N,моза,muša
399,Schmetterling::N,полла,бобув
400,Schmetterling::N,полла,tauriņš
401,Beere::N,цӏазам,тусь
402,Beere::N,цӏазам,вотӧс
403,Beere::N,цӏазам,oga
404,Apfel::N,ӏаж,яблӧг
405,Apfel::N,ӏаж,ābols
406,Pilz::N,жӏаьлин нускал,тшак
407,Pilz::N,жӏаьлин нускал,sēne
408,Zwiebel::N,xох,луккок
409,Zwiebel::N,xох,йӧнгыль
410,Zwiebel::N,xох,sīpols
411,Saat::N,чlу,тусь
412,Saat::N,чlу,кӧйдыс
413,Saat::N,чlу,sēkla
414,Korn::N,буьртиг,тусь
415,Korn::N,буьртиг,grauds
416,Heu::N,йол,турун
417,Heu::N,йол,siens
418,Schale::N,пардо,кор
419,Schale::N,пардо,čaula
420,Schale::N,пардо,čaumala
421,Grube::N,ор,гу
422,Grube::N,ор,bedre
423,Falle::N,кӏело,лэч
424,Falle::N,кӏело,slazds
425,Falle::N,кӏело,lamatas
426,Spur::N,лар,туй
427,Spur::N,лар,pēda
428,Asche::N,чим,пӧм
429,Asche::N,чим,pelni
430,Dreck::N,мода,няйт
431,Dreck::N,мода,dubļi
432,Eisen::N,эчиг,кӧрт
433,Eisen::N,эчиг,dzelzs
434,Gold::N,деши,зарни
435,Gold::N,деши,zelts
436,Silber::N,дети,эзысь
437,Silber::N,дети,sudrabs
438,Kohle::N,кӏора,шом
439,Kohle::N,кӏора,ogle
440,Glas::N,aнгали,стеклӧ
441,Glas::N,aнгали,stikls
442,Lehm::N,поппар,сёй
443,Lehm::N,поппар,māls
444,Sand::N,гӏум,лыа
445,Sand::N,гӏум,smiltis
446,Mensch::N,адам,морт
447,Mensch::N,адам,cilvēks
448,Mann::N,майра,аймӧрт
449,Mann::N,майра,мужичӧй
450,Mann::N,майра,vīrietis
451,Frau::N,зуда,ань
452,Frau::N,зуда,нывбаба
453,Frau::N,зуда,sieviete
454,Kind::N,бер,кага
455,Kind::N,бер,bērns
456,Junge::N,жимха,пи
457,Junge::N,жимха,zēns
458,Junge::N,жимха,puika
459,Junge::N,жимха,puisis
460,Mädchen::N,жима йоӏ,ныв
461,Mädchen::N,жима йоӏ,meiča
462,Mädchen::N,жима йоӏ,skuķis
463,Mädchen::N,жима йоӏ,meitene
464,Familie::N,доьзал,семья
465,Familie::N,доьзал,ģimene
466,Großvater::N,ненада,пӧль
467,Großvater::N,ненада,vecaistēvs
468,Großmutter::N,денана,баб
469,Großmutter::N,денана,vecāmāte
470,Eltern::N,да-нана,ай-мам
471,Eltern::N,да-нана,бать-мам
472,Eltern::N,да-нана,vecāki
473,Vater::N,да,бать
474,Vater::N,да,ай
475,Vater::N,да,tēvs
476,Mutter::N,нана,мам
477,Mutter::N,нана,māte
478,Sohn::N,кӏант,пи
479,Sohn::N,кӏант,dēls
480,Tochter::N,йоӏ,ныв
481,Tochter::N,йоӏ,meita
482,Bruder::N,ваша,вок
483,Bruder::N,ваша,brālis
484,Schwester::N,йиша,чой
485,Schwester::N,йиша,māsa
486,Onkel::N,деваша,дядь
487,Onkel::N,деваша,tēvocis
488,Tante::N,дейиша,тьӧт
489,Tante::N,дейиша,tante
490,Ehemann::N,майра,верӧс
491,Ehemann::N,майра,vīrs
492,Ehefrau::N,зуда,гӧтыр
493,Ehefrau::N,зуда,sieva
494,Freude::N,самукъа,радлун
495,Freude::N,самукъа,prieks
496,Freude::N,хазахетар,радлун
497,Freude::N,хазахетар,prieks
498,Gelächter::N,белам,серам
499,Gelächter::N,белам,smiekli
500,Glück::N,ирс,шуд
501,Glück::N,ирс,laime
502,Kummer::N,бала,шог
503,Kummer::N,бала,bēdas
504,Kummer::N,бала,raizes
505,Wunsch::N,лаам,кӧсйӧм
506,Wunsch::N,лаам,vēlme
507,Wunsch::N,лаам,vēlējums
508,Lust::N,лаам,кыскӧм
509,Lust::N,лаам,радейтӧм
510,Lust::N,лаам,kāre
511,Geist::N,са,лов
512,Geist::N,са,gars
513,Gedanke::N,ойла,мӧвп
514,Gedanke::N,ойла,doma
515,Gedächtnis::N,диццадалар,паметь
516,Gedächtnis::N,диццадалар,atmiņa
517,Verstand::N,хьекъал,вежӧр
518,Verstand::N,хьекъал,prāts
519,Sinn::N,маьӏна,мог
520,Sinn::N,маьӏна,вежӧртас
521,Sinn::N,маьӏна,nozīme
522,Grund::N,бахьана,помка
523,Grund::N,бахьана,pamats
524,Grund::N,бахьана,iemesls
525,Wahrheit::N,бакъдерг,збыль
526,Wahrheit::N,бакъдерг,збыльтор
527,Wahrheit::N,бакъдерг,taisnība
528,Wahrheit::N,бакъдерг,patiesība
529,Gespräch::N,къамел,сёрни
530,Gespräch::N,къамел,saruna
531,Märchen::N,туьйра,мойд
532,Märchen::N,туьйра,pasaka
533,Erzählung::N,дийцар,висьт
534,Erzählung::N,дийцар,stāsts
535,Erzählung::N,дийцар,nostāsts
536,Nachricht::N,хаам,юӧртӧм
537,Nachricht::N,хаам,ziņa
538,Neuigkeit::N,керланиг,выльтор
539,Neuigkeit::N,керланиг,jaunums
540,Name::N,цӏе,ним
541,Name::N,цӏе,vārds
542,Rätsel::N,хӏетал-метал,нӧдкыв
543,Rätsel::N,хӏетал-метал,mīkla
544,Rede::N,къамел,сёрни
545,Rede::N,къамел,runa
546,Sprache::N,мотт,кыв
547,Sprache::N,мотт,valoda
548,Stimme::N,aз,гӧлӧс
549,Stimme::N,aз,вом шы
550,Stimme::N,aз,balss
551,Wort::N,дош,кыв
552,Wort::N,дош,vārds
553,Zeichen::N,билгало,пас
554,Zeichen::N,билгало,zīme
555,Ruf::N,кхайкхар,чукӧстчӧм
556,Ruf::N,кхайкхар,корӧм
557,Ruf::N,кхайкхар,sauciens
558,Lärm::N,гӏовгӏа,шы
559,Lärm::N,гӏовгӏа,зык
560,Lärm::N,гӏовгӏа,зычитӧм
561,Lärm::N,гӏовгӏа,troksnis
562,Laut::N,аз,шы
563,Laut::N,аз,skaņa
564,Ton::N,aз,шы
565,Ton::N,aз,tonis
566,Lied::N,илли,сьылан
567,Lied::N,илли,сьыланкыв
568,Lied::N,илли,dziesma
569,Ruhe::N,тийналла,чӧв
570,Ruhe::N,тийналла,miers
571,Leute::N,нах,йӧз
572,Leute::N,нах,войтыр
573,Leute::N,нах,ļaudis
574,Leute::N,нах,cilvēki
575,Volk::N,халкъ,йӧз
576,Volk::N,халкъ,войтыр
577,Volk::N,халкъ,tauta
578,Arbeit::N,болх,удж
579,Arbeit::N,болх,darbs
580,Gast::N,хьаша,гӧсть
581,Gast::N,хьаша,viešņa
582,Gast::N,хьаша,ciemiņš
583,Geschenk::N,совгӏат,козин
584,Geschenk::N,совгӏат,dāvana
585,Spiel::N,ловзар,ворсан
586,Spiel::N,ловзар,rotaļa
587,Gesellschaft::N,юкъаралла,котыр
588,Gesellschaft::N,юкъаралла,biedrība
589,Gesellschaft::N,юкъаралла,kompānija
590,Hilfe::N,гӏо,отсӧг
591,Hilfe::N,гӏо,palīdzība
592,Freund::N,доттагl,ёрт
593,Freund::N,доттагl,draugs
594,Kamerad::N,накъост,ёрт
595,Kamerad::N,накъост,biedrs
596,Angelegenheit::N,гӏуллакх,мог
597,Angelegenheit::N,гӏуллакх,делӧ
598,Angelegenheit::N,гӏуллакх,darīšana
599,Anzahl::N,терахь,лыд
600,Anzahl::N,терахь,тшӧт
601,Anzahl::N,терахь,skaits
602,Anzahl::N,терахь,daudzums
603,Stück::N,юьхк,тор
604,Stück::N,юьхк,gabals
605,Teil::N,дакъа,юкӧн
606,Teil::N,дакъа,daļa
607,Hälfte::N,ах,пӧв
608,Hälfte::N,ах,джын
609,Hälfte::N,ах,puse
610,Kreis::N,го,кытш
611,Kreis::N,го,aplis
612,Kreis::N,го,riņķis
613,Kreuz::N,жӏара,перна
614,Kreuz::N,жӏара,крест
615,Kreuz::N,жӏара,krusts
616,Linie::N,сиз,визь
617,Linie::N,сиз,līnija
618,Strich::N,сиз,визь
619,Strich::N,сиз,svītra
620,Abstand::N,юкъ,кост
621,Abstand::N,юкъ,коласт
622,Abstand::N,юкъ,atstarpe
623,Gegend::N,мeттиг,му-ва
624,Gegend::N,мeттиг,apvidus
625,Gegend::N,мeттиг,apgabals
626,Platz::N,майда,ылдӧс
627,Platz::N,майда,йир
628,Platz::N,майда,гӧгӧртас
629,Platz::N,майда,vieta
630,Ort::N,меттиг,ин
631,Ort::N,меттиг,места
632,Ort::N,меттиг,vieta
633,Seite::N,aгӏo,бок
634,Seite::N,aгӏo,ӧтарладор
635,Seite::N,aгӏo,sāns
636,Mitte::N,юкъ,шӧр
637,Mitte::N,юкъ,vidus
638,Gegenstand::N,хӏума,кӧлуй
639,Gegenstand::N,хӏума,priekšmets
640,Sache::N,хӏума,добра
641,Sache::N,хӏума,lieta
642,Rand::N,йист,дор
643,Rand::N,йист,mala
644,Rand::N,йист,apmale
645,Kante::N,йист,дор
646,Kante::N,йист,šķautne
647,Ecke::N,са,пельӧс
648,Ecke::N,са,kakts
649,Ecke::N,са,stūris
650,Spitze::N,ралла,йыв
651,Spitze::N,ралла,smaile
652,Spitze::N,ралла,galotne
653,Ende::N,юьхьиг,пом
654,Ende::N,юьхьиг,gals
655,Ende::N,юьхьиг,uzgalis
656,Loch::N,ӏуьрг,розь
657,Loch::N,ӏуьрг,caurums
658,Winkel::N,са,пельӧс
659,Winkel::N,са,leņķis
660,Muster::N,дагар,сер
661,Muster::N,дагар,piemērs
662,Muster::N,тӏамар,сер
663,Muster::N,тӏамар,piemērs
664,Größe::N,барам,ыджда
665,Größe::N,барам,lielums
666,Länge::N,йохалла,кузьта
667,Länge::N,йохалла,garums
668,Höhe::N,локхалла,джуджда
669,Höhe::N,локхалла,augstums
670,Gewicht::N,йозалла,сьӧкта
671,Gewicht::N,йозалла,сьӧкталун
672,Gewicht::N,йозалла,svars
673,Gewicht::N,йозалла,smagums
674,Menge::N,дукхалла,лун
675,Menge::N,дукхалла,числӧ
676,Menge::N,дукхалла,masa
677,Menge::N,дукхалла,daudzums
678,Haufen::N,сал,чукӧр
679,Haufen::N,сал,čupa
680,Haufen::N,сал,grēda
681,Haufen::N,сал,kaudze
682,Haufen::N,оьла,чукӧр
683,Haufen::N,оьла,čupa
684,Haufen::N,оьла,grēda
685,Haufen::N,оьла,kaudze
686,Reihe::N,рагӏ,рад
687,Reihe::N,рагӏ,rinda
688,Reihe::N,рагӏ,virkne
689,Reihe::N,могӏа,рад
690,Reihe::N,могӏа,rinda
691,Reihe::N,могӏа,virkne
692,Boot::N,кема,пыж
693,Boot::N,кема,laiva
694,Ruder::N,пийсиг,пелыс
695,Ruder::N,пийсиг,ӧпаснӧй
696,Ruder::N,пийсиг,airis
697,Ruder::N,пийсиг,irklis
698,Schlitten::N,салаз,дадь
699,Schlitten::N,салаз,ragavas
700,Ski::N,когсалаз,лызь
701,Ski::N,когсалаз,slēpe
702,Lagerfeuer::N,цӏе,бипур
703,Lagerfeuer::N,цӏе,ugunskurs
704,Last::N,дукъ,сьӧкыдтор
705,Last::N,дукъ,krava
706,Gang::N,лелар,мунӧм
707,Gang::N,лелар,ветлӧм
708,Gang::N,лелар,eja
709,Gang::N,лелар,gājums
710,Schritt::N,гӏулч,воськов
711,Schritt::N,гӏулч,воськовтӧм
712,Schritt::N,гӏулч,solis
713,Norden::N,къилбаседе,войвыв
714,Norden::N,къилбаседе,ziemeļi
715,Süden::N,къилбе,лунвыв
716,Süden::N,къилбе,dienvidi
717,Westen::N,малхбузе,рытыв
718,Westen::N,малхбузе,rietumi
719,Osten::N,малхбале,асыв
720,Osten::N,малхбале,austrumi
721,Holz::N,дечиг,пу
722,Holz::N,дечиг,koks
723,Holz::N,дечиг,koksne
724,Brett::N,у,пӧв
725,Brett::N,у,dēlis
726,Platte::N,у,плита
727,Platte::N,у,plate
728,Platte::N,у,plāksne
729,Stütze::N,гӏopтоp,пыкӧд
730,Stütze::N,гӏopтоp,мыджӧд
731,Stütze::N,гӏopтоp,balsts
732,Stütze::N,гӏopтоp,atspaids
733,Stange::N,гӏуркх,потш
734,Stange::N,гӏуркх,maikste
735,Stock::N,ӏаса,бедь
736,Stock::N,ӏаса,boze
737,Stock::N,ӏаса,spieķis
738,Stab::N,гӏаж,зир
739,Stab::N,гӏаж,zizlis
740,Rohr::N,биргӏа,труба
741,Rohr::N,биргӏа,caurule
742,Haus::N,цӏа,керка
743,Haus::N,цӏа,māja
744,Heim::N,кхерч,горт
745,Heim::N,кхерч,mājas
746,Ofen::N,кхерч,пач
747,Ofen::N,кхерч,krāsns
748,Fußboden::N,цӏенкъа,джодж
749,Fußboden::N,цӏенкъа,grīda
750,Tisch::N,шун,пызан
751,Tisch::N,шун,galds
752,Stuhl::N,гӏант,улӧс
753,Stuhl::N,гӏант,krēsls
754,Wiege::N,ага,зыбка
755,Wiege::N,ага,šūpulis
756,Bett::N,маьнга,вольпась
757,Bett::N,маьнга,gulta
758,Regal::N,терхи,джадж
759,Regal::N,терхи,plaukts
760,Kiste::N,яьшка,куд
761,Kiste::N,яьшка,ящик
762,Kiste::N,яьшка,kaste
763,Kiste::N,яьшка,šķirsts
764,Fenster::N,кор,ӧшинь
765,Fenster::N,кор,logs
766,Tür::N,неӏ,ӧдзӧс
767,Tür::N,неӏ,durvis
768,Tor::N,ков,дзиръя
769,Tor::N,ков,vārti
770,Zaun::N,керт,потшӧс
771,Zaun::N,керт,žogs
772,Dach::N,тхов,вевт
773,Dach::N,тхов,jumts
774,Leiter::N,лами,пос
