,Concept_ID,is,mdf
287,Märchen::N,ævintýri,ёфкс
288,Erzählung::N,saga,азкс
289,Nachricht::N,frétt,куля́
290,Neuigkeit::N,frétt,куля́
291,Name::N,nafn,лем
292,Rätsel::N,gáta,со́дама ёфкс
293,Rede::N,ræða,вал
294,Rede::N,ræða,корхтама
295,Sprache::N,mál,кяль
296,Sprache::N,tungumál,кяль
297,Stimme::N,rödd,вайгяль
298,Wort::N,orð,вал
299,Zeichen::N,tákn,тя́ште
300,Zeichen::N,tákn,тя́штькс
301,Zeichen::N,merki,тя́ште
302,Zeichen::N,merki,тя́штькс
303,Ruf::N,kall,тердема
304,Lärm::N,hávaði,гайф
305,Lärm::N,hávaði,жалакодома
306,Laut::N,hljóð,вайгяль
307,Ton::N,tónn,вайгяль
308,Lied::N,ljóð,мора
309,Lied::N,söngur,мора
310,Ruhe::N,ró,сетьме
311,Ruhe::N,kyrrð,сетьме
312,Leute::N,fólk,ломатть
313,Volk::N,þjóð,наро́д
314,Arbeit::N,vinna,тев
315,Gast::N,gestur,и́нжи
316,Gast::N,gestur,ко́нак
317,Geschenk::N,gjöf,казне
318,Spiel::N,leikur,налхкома
319,Spiel::N,leikur,налхксема
320,Gesellschaft::N,selskapur,кружок
321,Hilfe::N,hjálp,лездома
322,Freund::N,vinur,я́лга
323,Kamerad::N,félagi,я́лга
324,Angelegenheit::N,mál,тев
325,Angelegenheit::N,málefni,тев
326,Anzahl::N,tala,лувкс
327,Anzahl::N,fjöldi,лувкс
328,Art::N,tegund,вид
329,Stück::N,biti,пакш
330,Stück::N,stykki,пакш
331,Teil::N,hluti,часть
332,Teil::N,hluti,пялькс
333,Teil::N,partur,часть
334,Teil::N,partur,пялькс
335,Hälfte::N,helmingur,пяле
336,Kreis::N,hringur,шаркс
337,Kreuz::N,kross,крёз
338,Kreuz::N,krossmark,крёз
339,Linie::N,lína,межа
340,Linie::N,lína,китькс
341,Strich::N,strik,межа
342,Abstand::N,millibil,ётка
343,Entfernung::N,fjarlægð,ётка
344,Gegend::N,hérað,ва́ста
345,Gegend::N,hérað,перьфпя́ль
346,Platz::N,pláss,ва́ста
347,Ort::N,staður,ва́ста
348,Seite::N,hlið,пяле
349,Mitte::N,miðja,кучка́
350,Gegenstand::N,hlutur,веща
351,Sache::N,mál,тев
352,Sache::N,mál,веща
353,Rand::N,brún,пе
354,Kante::N,rönd,и́рдез
355,Ecke::N,horn,ужа
356,Spitze::N,oddur,пря
357,Ende::N,endi,пе
358,Loch::N,gat,варя
359,Loch::N,hola,варя
360,Winkel::N,skot,ужа
361,Winkel::N,krókur,ужа
362,Muster::N,munstur,сёрма
363,Größe::N,stærð,серь
364,Länge::N,lengd,кува́лма
365,Höhe::N,hæð,серь
366,Gewicht::N,vigt,сталма
367,Gewicht::N,þyngd,сталма
368,Menge::N,magn,лувкс
369,Haufen::N,hrúga,мар
370,Haufen::N,haugur,мар
371,Reihe::N,röð,ряд
372,Boot::N,bátur,венеж
373,Ruder::N,ár,миле
374,Schlitten::N,sleði,ну́рда
375,Ski::N,skíði,сокс
376,Lagerfeuer::N,varðeldur,то́лмар
377,Last::N,byrði,канкс
378,Last::N,byrði,сталма
379,Last::N,farmur,канкс
380,Last::N,farmur,сталма
381,Gang::N,ganga,молема
382,Schritt::N,skref,аськолкс
383,Norden::N,norður,якшама шире
384,Süden::N,suður,ля́мбе ши́ре
385,Westen::N,vestur,ши валгома шире
386,Osten::N,austur,шинь стяма шире
387,Holz::N,viður,вирь
388,Holz::N,viður,шуфта
389,Brett::N,fjöl,лавця
390,Platte::N,flötur,плита́
391,Stütze::N,stoð,неже
392,Stange::N,stöng,олга
393,Stock::N,prik,байдек
394,Stock::N,stafur,байдек
395,Stab::N,prik,олгоня
396,Stab::N,stafur,олгоня
397,Rohr::N,rör,турама
398,Rohr::N,pípa,турама
399,Haus::N,hús,куд
400,Heim::N,heimili,куд
401,Ofen::N,ofn,пянакуд
402,Fußboden::N,gólf,кия́кс
403,Tisch::N,borð,шра
404,Tisch::N,borð,моркш
405,Stuhl::N,stóll,стул
406,Wiege::N,vagga,нюря́м
407,Bett::N,rúm,ацам
408,Bett::N,hvíla,ацам
409,Regal::N,hilla,лавцяланга
410,Kiste::N,kassi,парга
411,Fenster::N,gluggi,валмья
412,Tür::N,dyr,кенкш
413,Tür::N,hurð,кенкш
414,Tor::N,hlið,ортат
415,Zaun::N,girðing,перяфкс
416,Zaun::N,limgarður,перяфкс
417,Dach::N,þak,кудпря
418,Leiter::N,stigi,куцема
419,Besen::N,sópur,тяльме
420,Spaten::N,spaði,ка́йме
421,Schaufel::N,skófla,ко́поня
422,Schaufel::N,skófla,ця́рдом
423,Gabel::N,gaffall,ця́нгоня
424,Löffel::N,skeið,куцю
425,Messer::N,hnífur,пеель
426,Nagel::N,nögl,эска
427,Netz::N,net,
428,Haken::N,krókur,кя́чказ
429,Griff::N,tak,недь
430,Griff::N,tak,кунда́мка
431,Schloss::N,lás,замо́к
432,Bild::N,mynd,карти́на
433,Figur::N,stytta,ронга-понда
434,Puppe::N,brúða,ня́ка
435,Beutel::N,poki,кяскав
436,Beutel::N,baggi,кяскав
437,Bündel::N,böggull,кярьме
438,Tasche::N,veski,кошяльня
439,Eimer::N,fata,ве́дарка
440,Deckel::N,lok,тавадкс
441,Deckel::N,lok,вельхкс
442,Geschirr::N,leirtau,кядьге
443,Sack::N,sekkur,кяскав
444,Tasse::N,bolli,ша́ваня
445,Topf::N,pottur,кавозь
446,Kessel::N,ketill,сргавозь
447,Essen::N,matur,ярхцама
448,Nahrung::N,fæða,ярхцампяль
449,Speise::N,réttur,ярхцама
450,Speise::N,matarréttur,ярхцама
451,Fleisch::N,kjöt,пал
452,Fleisch::N,kjöt,сиволь
453,Getreide::N,korn,сёра
454,Brei::N,grautur,ям
455,Brot::N,brauð,кши
456,Scheibe::N,sneið,кочам
457,Fett::N,fita,куя́
458,Butter::N,smjör,вай
459,Öl::N,olía,вай
460,Salz::N,salt,сал
461,Suppe::N,súpa,шонгарям
462,Suppe::N,súpa,коршампяль
463,Honig::N,hunang,медь
464,Milch::N,mjólk,лофца
465,Tee::N,te,чай
466,Leder::N,skinn,кедь
467,Wolle::N,ull,пона
468,Stoff::N,dúkur,котф
469,Nadel::N,nál,салмокс
470,Faden::N,þráður,сюре
471,Knopf::N,tala,пуня
472,Knopf::N,hnappur,пуня
473,Knoten::N,hnútur,сюлма
474,Farbe::N,málning,архтомбяль
475,Kleidung::N,búningur,щам
476,Kleidung::N,klæðnaður,щам
477,Hemd::N,skyrta,па́нар
478,Kragen::N,kragi,сиве
479,Kragen::N,flibbi,сиве
480,Ärmel::N,ermi,ожа
481,Hose::N,buxur,понкст
482,Gürtel::N,belti,каркс
483,Mütze::N,húfa,вазь
484,Schuh::N,skór,башма́к
485,Stiefel::N,stígvél,кя́ме
486,Ring::N,hringur,суркс
487,Band::N,band,керькс
488,Band::N,band,лента
489,Kamm::N,greiða,сюрьхцем
490,Spiegel::N,spegill,ванома
491,Riemen::N,ól,шнань каркс
492,Riemen::N,reim,шнань каркс
493,Schnur::N,snúra,пикс
494,Schnur::N,snúra,карькскя
495,Leine::N,band,вядьме
496,Decke::N,teppi,вельхкс
497,Kissen::N,koddi,тоду
498,Tuch::N,klútur,руця́
499,Handtuch::N,þurrka,на́рдама
500,Handtuch::N,handklæði,на́рдама
501,Kraft::N,afl,вий
502,Kraft::N,kraftur,вий
503,Stärke::N,styrkur,вииши
504,Gesundheit::N,heilsa,шумбраши́
505,Gesundheit::N,heilbrigði,шумбраши́
506,Krankheit::N,sjúkdómur,урма́
507,Krankheit::N,sjúkdómur,сярядема
508,Schmerz::N,sársauki,маряма
509,Wunde::N,sár,керф
510,Fieber::N,hitasótt,маштыкс
511,Arznei::N,lyf,надо́бья
512,Arznei::N,lyf,пъчка́фтома
513,Brücke::N,brú,седь
514,Brunnen::N,brunnur,эши
515,Weide::N,hagi,ванома васта
516,Pfad::N,stígur,ян
517,Pfad::N,stígur,киня́
518,Weg::N,vegur,ки
519,Straße::N,gata,ки
520,Straße::N,stræti,ки
521,Dorf::N,þorp,веле
522,Stadt::N,borg,ош
523,Brief::N,bréf,сёрма
524,Buch::N,bók,книга
525,Buchstabe::N,bókstafur,бу́ква
526,Zeitung::N,dagblað,газе́та
527,Leben::N,líf,эряф
528,Leben::N,líf,эряма
529,Tod::N,dauði,кулома́
530,Grab::N,gröf,калма
531,Kirche::N,kirkja,це́рькав
532,Sünde::N,synd,пежеть
533,Sünde::N,synd,муворкс
534,Gott::N,guð,шкай
535,Arbeiter::N,verkamaður,трудендай
536,Arbeiter::N,verkamaður,работник
537,Chef::N,yfirmaður,азор
538,Chef::N,yfirmaður,оцюня
539,Meister::N,meistari,мастяр
540,Arzt::N,læknir,врач
541,Arzt::N,læknir,доктор
542,Lehrer::N,kennari,учи́тель
543,Geld::N,peningar,ярмакт
544,Geschäft::N,viðskipti,ладяфкс
545,Geschäft::N,viðskipti,ладяф тев
546,Laden::N,búð,ла́вка
547,Laden::N,verslun,ла́вка
548,Preis::N,verð,питне
549,Ware::N,vara,миф
550,Ware::N,vara,ра́маф
551,Nutzen::N,gagn,пара
552,Nutzen::N,gagn,лезкс
553,Reichtum::N,auður,ко́зяши
554,Welt::N,veröld,свет
555,Land::N,land,мастор
556,Staat::N,ríki,государства
557,König::N,konungur,король
558,Macht::N,vald,азорондама
559,Macht::N,vald,азорксши
560,Grenze::N,landamæri,ёткаян
561,Krieg::N,stríð,война́
562,Feind::N,fjandmaður,душман
563,Feind::N,fjandmaður,каршек тюри
564,Gewalt::N,ofbeldi,наругама
565,Kampf::N,bardagi,тюрема́
566,Bogen[Waffe]::N,bogi,нал
567,Pfeil::N,ör,нал
568,Gewehr::N,byssa,винто́вка
569,Fehler::N,villa,эльбядькс
570,Lüge::N,lygi,васькафнема
571,Schaden::N,skemmd,зия́н
572,Unglück::N,óhamingja,зия́н
573,Schuld::N,sök,муворши
574,Alter::N,aldur,эряф кизот
575,Alter::N,aldur,эряфонь пинге
576,Schluss::N,lok,пе
577,Schluss::N,endir,пе
578,Zeit::N,tími,пинге
579,Tag::N,dagur,ши
580,Morgen::N,morgunn,шобдава
581,Mittag::N,hádegi,шикучка
582,Abend::N,kvöld,иля́дь
583,Nacht::N,nótt,ве
584,Woche::N,vika,недя́ля
585,Monat::N,mánuður,ков
586,Jahr::N,ár,киза
587,Frühling::N,vor,тунда́
588,Sommer::N,sumar,киза
589,Herbst::N,haust,сёксе
590,Winter::N,vetur,тяла
591,Januar::N,janúar,кельмеков
592,Februar::N,február,уфайков
593,März::N,mars,марайков
594,April::N,apríl,шудиков
595,Mai::N,maí,панжиков
596,Juni::N,júní,лямбеков
597,Juli::N,júlí,псиков
598,August::N,ágúst,сёроньков
599,September::N,september,тюжягов
600,Oktober::N,október,кельмазаков
601,November::N,nóvember,эйндамков
602,Dezember::N,desember,кучкаков
603,Montag::N,mánudagur,одговши
604,Dienstag::N,þriðjudagur,ша́вши
605,Mittwoch::N,miðvikudagur,вержи
606,Donnerstag::N,fimmtudagur,шува́ланя
607,Freitag::N,föstudagur,пя́денця
608,Samstag::N,laugardagur,ёткши
609,Sonntag::N,sunnudagur,таргоши
610,groß::A,stór,оцю
611,klein::A,lítill,ёмла
612,lang::A,langur,кува́ка
613,kurz::A,stuttur,нюрьхкя́ня
614,breit::A,breiður,кели
615,schmal::A,mjór,тяйня
616,dicht::A,þéttur,сиде
617,dicht::A,þéttur,туста
618,dick[Gegenstand]::A,þykkur,эчке
619,dünn::A,þunnur,шува́ня
620,fein::A,fíngerður,шува́ня
621,fest::A,fastur,кеме
622,flach::A,flatur,лапш
623,glatt::A,háll,вадяв
624,glatt::A,háll,такор
625,glatt::A,sléttur,вадяв
626,glatt::A,sléttur,такор
627,hart::A,harður,калгода
628,weich::A,mjúkur,ляпе
629,rund::A,kringlóttur,кру́глай
630,spitz::A,oddhvass,ботаз
631,spitz::A,oddhvass,оржа
632,scharf::A,beittur,оржа
633,stumpf::A,bitlaus,ношка
634,schwer::A,þungur,стака
635,schön::A,fagur,мазы
636,schön::A,fallegur,мазы
637,heiß::A,heitur,пси
638,warm::A,hlýr,лямбе
639,warm::A,heitur,лямбе
640,kalt::A,kaldur,кельме
641,kühl::A,svalur,эше
642,frisch::A,frískur,свежай
643,feucht::A,rakur,летьке
644,feucht::A,þvalur,летьке
645,nass::A,votur,начка
646,nass::A,blautur,начка
647,trocken::A,þurr,коське
648,voll::A,fullur,пяшксе
649,leer::A,tómur,шава
650,offen::A,opinn,панжада
651,offen::A,opinn,виде
652,geschlossen::A,lokaður,пякстаф
653,geschlossen::A,lokaður,сёлгф
654,sauber::A,þrifinn,ару
655,schmutzig::A,óhreinn,рда́зу
656,schmutzig::A,óhreinn,пя́ндра
657,schmutzig::A,sóðalegur,рда́зу
658,schmutzig::A,sóðalegur,пя́ндра
659,roh::A,hrár,верок
660,reif::A,þroskaður,ке́нерьф
661,lecker::A,ljúffengur,танцти
662,süß::A,sætur,ламбама
663,bitter::A,beiskur,сяпи
664,sauer::A,súr,шапама
665,hell::A,bjartur,валда
666,dunkel::A,dimmur,шобда
667,schwarz::A,svartur,равжа
668,weiß::A,hvítur,акша
669,rot::A,rauður,якстерь
670,gelb::A,gulur,тюжя́
671,blau::A,blár,сенем
672,grün::A,grænn,пиже
673,grün::A,grænn,сянгяря
674,grau::A,grár,уле
675,bunt::A,marglitur,сёрмав
676,billig::A,ódýr,у́цез
677,billig::A,ódýr,аф пи́тни
678,teuer::A,dýr,пи́тни
679,wertvoll::A,verðmætur,питни
680,blind::A,blindur,сокор
681,taub::A,heyrnarlaus,пярав
682,kräftig::A,öflugur,пяк вии
683,stark::A,sterkur,вии
684,schwach::A,veill,лафча
685,fett::A,feitur,куя́
686,schlank::A,grannur,виде ронга
687,schlank::A,spengilegur,виде ронга
688,hübsch::A,snotur,мазы
689,hübsch::A,laglegur,мазы
690,böse::A,illur,кяжи
691,böse::A,vondur,кяжи
692,dumm::A,heimskur,аф ёню
693,dumm::A,heimskur,шава пря
694,faul::A,latur,нола
695,fleißig::A,iðinn,ку́лхцонды
696,geizig::A,nískur,кирьжя
697,geizig::A,nískur,жаднай
698,klug::A,hygginn,ёню
699,klug::A,hygginn,пря́ви
700,geschickt::A,fimur,маштозь тиф
701,geschickt::A,laginn,маштозь тиф
702,lieb::A,kær,цебярь
703,lieb::A,ljúfur,цебярь
704,lustig::A,kátur,ра́хси
705,sanft::A,blíður,сетьме
706,hungrig::A,soltinn,вача
707,hungrig::A,soltinn,вачеда
708,hungrig::A,hungraður,вача
709,hungrig::A,hungraður,вачеда
710,krank::A,sjúkur,сяряди
711,nackt::A,nakinn,штада
712,nackt::A,nakinn,кърхтапа
713,traurig::A,dapur,ла́жнай
714,traurig::A,hryggur,ла́жнай
715,lebendig::A,lifandi,эряй
716,gut::A,góður,пара
717,gut::A,góður,цебярь
718,schlecht::A,slæmur,кальдяв
719,schlecht::A,lélegur,кальдяв
720,richtig::A,réttur,виде
721,schlimm::A,slæmur,кальдяв
722,wahr::A,sannur,афкуксонь
723,alt::A,gamall,ташта
724,neu::A,nýr,од
725,ehemalig::A,fyrrverandi,и́нгольдень
726,alt[Lebewesen]::A,gamall,сире
727,jung::A,ungur,од
728,arm::A,vesall,а́шу
729,arm::A,fátækur,а́шу
730,reich::A,ríkur,козя
731,reich::A,auðugur,козя
732,bekannt::A,kunnugur,содаф
733,berühmt::A,frægur,содавикс
734,fremd::A,framandi,лия
735,fremd::A,framandi,аф содаф
736,fremd::A,ókunnugur,лия
737,fremd::A,ókunnugur,аф содаф
738,verschieden::A,ýmis,аф фкя ла́цонь
739,nah::A,nálægur,мала
740,nah::A,nálægur,аф ичкоздень
741,fern::A,fjarri,и́чкоздень
742,fern::A,fjarri,куна́рдонь
743,fern::A,fjarlægur,и́чкоздень
744,fern::A,fjarlægur,куна́рдонь
745,linker::A,vinstri,кержи
746,rechter::A,hægri,види
747,anderer::A,annar,лия
748,erster::A,fyrsti,васенце
749,zweiter::A,annar,омбоце
750,dritter::A,þriðji,колмоце
751,letzter::A,síðasti,ме́кольце
752,allein::ADV,einn,ськамонза
753,allein::ADV,aleinn,ськамонза
754,auf einmal::ADV,allt í einu,вихцок
755,zusammen::ADV,saman,марс
756,zusammen::ADV,saman,ма́рса
757,lange::ADV,lengi,кува́тьс
758,plötzlich::ADV,skyndilega,а́пак учт
759,sofort::ADV,strax,тяникиге
760,sofort::ADV,þegar í stað,тяникиге
761,später::ADV,seinna,ме́ле
762,jetzt::ADV,nú,тяни
763,jetzt::ADV,núna,тяни
764,heute::ADV,í dag,тячи
765,morgen::ADV,á morgun,ва́нды
766,bald::ADV,brátt,курок
767,bald::ADV,bráðum,курок
768,dann::ADV,svo,меле
769,dann::ADV,svo,сяда меле
770,dann::ADV,síðan,меле
771,dann::ADV,síðan,сяда меле
772,gestern::ADV,í gær,ися́к
773,einst::ADV,forðum,весть
774,einst::ADV,forðum,мзя́рда-бди
775,damals::ADV,þá,эста
776,damals::ADV,á þeim tímum,эста
777,danach::ADV,á eftir því,меле
778,vorher::ADV,áður,инголи
779,zuerst::ADV,fyrst,ва́сенда
780,einmal::ADV,einu sinni,весть
781,manchmal::ADV,stundum,лия́ста
782,manchmal::ADV,stundum,ко́ста-ко́ста
783,oft::ADV,oft,си́деста
784,immer::ADV,alltaf,фалу
785,immer::ADV,alltaf,най
786,immer::ADV,sífellt,фалу
787,immer::ADV,sífellt,най
788,niemals::ADV,aldrei,аф мзя́рдонга
789,hier::ADV,hér,тяса
790,hierhin::ADV,hingað,сей
791,hierhin::ADV,hingað,тяза
792,von hier::ADV,héðan,тя́ста
793,dort::ADV,þar,тоса
794,dort::ADV,þarna,тоса
795,dorthin::ADV,þangað,тов
796,dorthin::ADV,þangað,тоза
