,Concept_ID,el,sl
734,plötzlich::ADV,έξαφνα,nenádoma
735,sofort::ADV,αμέσως,prècej
736,später::ADV,αργότερα,poznêje
737,jetzt::ADV,τώρα,zdàj
738,heute::ADV,σήμερα,dánes
739,morgen::ADV,αύριο,jútri
740,bald::ADV,σε λίγο,kmálu
741,bald::ADV,εντός ολίγου,kmálu
742,dann::ADV,ύστερα,nató
743,gestern::ADV,χτες,včéraj
744,einst::ADV,ποτέ,nékdaj
745,einst::ADV,άλλοτε,nékdaj
746,damals::ADV,τότε,tedàj
747,damals::ADV,τότε,takràt
748,danach::ADV,μετά,potèm
749,danach::ADV,ύστερα,potèm
750,vorher::ADV,πριν,poprèj
751,vorher::ADV,προηγουμένως,poprèj
752,zuerst::ADV,πρώτα,spŕva
753,einmal::ADV,μία φορά,ênkrat
754,manchmal::ADV,κάποτε,včásih
755,oft::ADV,συχνά,pogósto
756,oft::ADV,πολλές φορές,pogósto
757,immer::ADV,πάντα,védno
758,immer::ADV,πάντα,zméraj
759,immer::ADV,πάντοτε,védno
760,immer::ADV,πάντοτε,zméraj
761,niemals::ADV,ποτέ,nikdàr
762,hier::ADV,εδώ,tù
763,hier::ADV,εδώ,túkaj
764,hierhin::ADV,εδώ,sèmkaj
765,von hier::ADV,από δω,od tú
766,dort::ADV,εκεί,tàm
767,dorthin::ADV,προς τα κει,tjà
768,geradeaus::ADV,κατευθείαν,rávno napréj
769,vorwärts::ADV,εμπρός,napréj
770,rückwärts::ADV,πίσω,zádaj
771,zurück::ADV,πίσω,nazáj
772,unten::ADV,κάτω,dôli
773,unten::ADV,κάτω,spôdaj
774,hinab::ADV,προς τα κάτω,dôl
775,oben::ADV,πάνω,gôri
776,oben::ADV,πάνω,zgôraj
777,oben::ADV,επάνω,gôri
778,oben::ADV,επάνω,zgôraj
779,hinauf::ADV,προς τα πάνω,gôr
780,überall::ADV,παντού,povsód
781,nicht::ADV,δεν,ne
782,ein wenig::ADV,λιγάκι,málo
783,kaum::ADV,μόλις,kómaj
784,sehr::ADV,πολύ,zeló
785,so::ADV,έτσι,takó
786,noch::ADV,ακόμα,še
787,nur::ADV,μόνο,samó
788,schon::ADV,ήδη,žè
789,schon::ADV,κιόλας,žè
790,wieder::ADV,ξανά,spét
791,vergebens::ADV,μάταια,zamàn
792,vergebens::ADV,μάταια,zastónj
793,vor::PRP,μπροστά σε,pred
794,vor::PRP,μπροστά από,pred
795,hinter::PRP,πίσω από ,za
796,unter::PRP,υπό,pod
797,unter::PRP,κάτω από,pod
798,durch::PRP,διά,skózi
799,durch::PRP,διά μέσου,skózi
800,neben::PRP,δίπλα σε,kràj
801,neben::PRP,δίπλα σε,póleg
802,zwischen::PRP,μεταξύ,med
803,zwischen::PRP,μεταξύ,izmed
804,zwischen::PRP,ανάμεσα σε,med
805,zwischen::PRP,ανάμεσα σε,izmed
806,wegen::PRP,για,zarádi
807,wegen::PRP,λόγω,zarádi
808,dies::PRN,αυτό,tó
809,das::PRN,το,tó
810,alles::PRN,όλα,vsè
811,ich::PRN,εγώ,jàz
812,du::PRN,σύ,tí
813,du::PRN,εσύ,tí
814,er::PRN,αυτός,òn
815,wir::PRN,εμείς,mí
816,ihr::PRN,εσείς,ví
817,sie::PRN,αυτοί,ôni
818,was::FPRN,τι,káj
819,wer::FPRN,ποιος,kdó
820,wo::FADV,πού,kjé
821,wohin::FADV,πού,kám
822,wohin::FADV,για πού,kám
823,wie::FADV,πώς,kakó
824,warum::FADV,γιατί,zakáj
825,wieviel::FNUM,πόσος,kóliko
826,eins::NUM,ένα,êden
827,zwei::NUM,δύο,dvá
828,drei::NUM,τρία,trí
829,drei::NUM,τρεις,trí
830,vier::NUM,τέσσερα,štíri
831,vier::NUM,τέσσερις,štíri
832,fünf::NUM,πέντε,pét
833,sechs::NUM,έξι,šést
834,sieben::NUM,εφτά,sédem
835,acht::NUM,οχτώ,ósem
836,neun::NUM,εννιά,devét
837,zehn::NUM,δέκα,desét
838,elf::NUM,έντεκα,enájst
839,zwölf::NUM,δώδεκα,dvánajst
840,zwanzig::NUM,είκοσι,dvájset
841,dreißig::NUM,τριάντα,trídeset
842,vierzig::NUM,σαράντα,štírideset
843,fünfzig::NUM,πενήντα,pétdeset
844,sechzig::NUM,εξήντα,šéstdeset
845,siebzig::NUM,εβδομήντα,sédemdeset
846,achtzig::NUM,ογδόντα,ósemdeset
847,neunzig::NUM,ενενήντα,devétdeset
848,hundert::NUM,εκατό,stó
849,tausend::NUM,χίλιοι,tísoč
850,und::CNJ,και,in
851,oder::CNJ,ή,áli
852,stehen::V,στέκομαι,státi
853,stehen::V,είμαι όρθιος,státi
854,sitzen::V,κάθομαι,sedéti
855,liegen::V,είμαι ξαπλωμένος,ležáti
856,hängen::V,κρέμομαι,viséti
857,werden::V,γίνομαι,postáti
858,passieren::V,συμβαίνω,zgodíti se
859,beginnen::V,αρχίζω,začéti se
860,enden::V,τελειώνω,končáti se
861,wechseln::V,αλλάζω,ménjati se
862,aufgehen[Sonne]::V,βγαίνω,vzíti
863,aufgehen[Sonne]::V,ανατέλλω,vzíti
864,untergehen[Sonne]::V,δύω,zaíti
865,untergehen[Sonne]::V,βασιλεύω,zaíti
866,scheinen[Sonne]::V,λάμπω,sijáti
867,donnern::V,βροντώ,grméti
868,wehen::V,φυσώ,píhati
869,strömen::V,ρέω,líti
870,strömen::V,τρέχω,líti
871,fließen::V,ρέω,têči
872,sich drehen::V,γυρίζω,vrtéti se
873,sich drehen::V,στρέφομαι,vrtéti se
874,schwanken::V,ταλαντεύομαι,kolébati
875,schwingen::V,αιωρούμαι,níhati
876,schwingen::V,ταλαντεύομαι,níhati
877,fallen::V,πέφτω,pádati
878,brennen::V,καίω,goréti
879,rauchen::V,καπνίζω,kadíti se
880,regnen::V,βρέχω,deževáti
881,gefrieren::V,παγώνω,zmŕzniti
882,tauen::V,λειώνω,tájati
883,schmelzen::V,λειώνω,kopnéti
884,trocknen::V,στεγνώνω,sušíti se
885,sieden::V,βράζω,kipéti
886,faulen::V,σαπίζω,gníti
887,verfaulen::V,σαπίζω,zgníti
888,reißen::V,σχίζω,tŕgati se
889,versinken::V,βουλιάζω,pogrézniti se
890,versinken::V,βυθίζομαι,pogrézniti se
891,vergehen::V,περνώ,miníti
892,erscheinen::V,εμφανίζομαι,pojáviti se
893,verschwinden::V,χάνομαι,izgíniti
894,verschwinden::V,εξαφανίζομαι,izgíniti
895,sinken::V,κατεβαίνω,péšati
896,abnehmen::V,μειώνομαι ,pojémati
897,zunehmen::V,αυξάνω,véčati se
898,zunehmen::V,αυξάνω,množíti se
899,zunehmen::V,μεγαλώνω,véčati se
900,zunehmen::V,μεγαλώνω,množíti se
901,steigen::V,ανεβαίνω,dvígati se
902,wachsen::V,μεγαλώνω,rásti
903,glänzen::V,γυαλίζω,sijáti
904,funkeln::V,αστράφτω,ískriti se
905,funkeln::V,σπιθοβολώ,ískriti se
906,lärmen::V,θορυβώ,ropotáti
907,lärmen::V,θορυβώ,razgrájati
908,läuten::V,χτυπώ ,zvoníti
909,klingeln::V,κουδουνίζω,zvončkljáti
910,klirren::V,κουδουνίζω,žvenketáti
911,brausen::V,βουΐζω,šuméti
912,rauschen::V,βουΐζω,šuštéti
913,rauschen::V,βουΐζω,šelestéti
914,klingen::V,ηχώ,zvenéti
915,bellen::V,γαυγίζω,lájati
916,heulen::V,ουρλιάζω,zavíjati
917,blasen::V,φυσώ,píhniti
918,pfeifen::V,σφυρίζω,pískati
919,pfeifen::V,σφυρίζω,žvížgati
920,schreien::V,κραυγάζω,kričáti
921,stöhnen::V,βογγώ,stókati
922,zittern::V,τρέμω,drgetáti
923,leben::V,ζω,živéti
924,geboren werden::V,γεννιέμαι,rodíti se
925,atmen::V,αναπνέω,díhati
926,trinken::V,πίνω,píti
927,essen::V,τρώω,jésti
928,schlucken::V,καταπίνω,požírati
929,müde werden::V,κουράζομαι,péšati
930,müde werden::V,κουράζομαι,utrúditi se
931,einschlafen::V,αποκοιμιέμαι,zaspáti
932,schlafen::V,κοιμάμαι,spáti
933,aufwachen::V,ξυπνώ,zbudíti se
934,aufstehen::V,σηκώνομαι,vstáti
935,sich erholen::V,ξεκουράζομαι,oddahníti se
936,krank werden::V,αρρωσταίνω,oboléti
937,krank sein::V,ασθενώ,bíti bolán
938,schmerzen::V,πονώ,boléti
939,husten::V,βήχω,kášljati
940,genesen::V,θεραπεύομαι,okrévati
941,sterben::V,πεθαίνω,umréti
942,umkommen::V,πεθαίνω,pogíniti
943,sich bewegen::V,κουνιέμαι,zganíti se
944,sich rühren::V,σαλεύω,premakníti se
945,sich erheben::V,επαναστατώ,vstájati
946,sich erheben::V,επαναστατώ,vzdígniti se
947,sich setzen::V,κάθομαι,sésti
948,hinfallen::V,πέφτω κάτω,pásti dôl
949,laufen::V,τρέχω,hodíti
950,schreiten::V,βαδίζω,stópati
951,spazierengehen::V,κάνω βόλτα,na sprehòd íti
952,spazierengehen::V,πηγαίνω περίπατο,na sprehòd íti
953,eilen::V,σπεύδω,drvéti
954,sich beeilen::V,βιάζομαι,hitéti
955,sausen::V,τρέχω γρήγορα,dírkati
956,rennen::V,τρέχω,dírjati
957,springen::V,πηδώ,skákati
958,klettern::V,σκαρφαλώνω,plézati
959,schaukeln::V,κουνιέμαι,kolébati
960,kriechen::V,έρπω,pláziti se
961,kriechen::V,σέρνομαι,pláziti se
962,schwimmen::V,κολυμπώ,plávati
963,tauchen::V,βουτώ,potápljati se
964,rudern::V,κωπηλατώ,vesláti
965,fahren::V,πηγαίνω,vozíti se
966,fahren::V,πηγαίνω,peljáti se
967,fliegen::V,πετώ,létati
968,gehen::V,βαδίζω,íti
969,gehen::V,πηγαίνω,íti
970,weggehen::V,φεύγω,odíti
971,abfahren::V,ξεκινώ,odpeljáti se
972,abfahren::V,αναχωρώ,odpeljáti se
973,anhalten::V,σταματώ,ustáviti se
974,hineingehen::V,μπαίνω,íti nóter
975,eintreten::V,μπαίνω,vstopíti
976,eintreten::V,εισέρχομαι,vstopíti
977,kommen::V,έρχομαι,príti
978,ankommen::V,φτάνω,prispéti
979,ankommen::V,φτάνω,prihájati
980,zurückkommen::V,επιστρέφω,vrníti se
981,bleiben::V,μένω,ostáti
982,warten::V,περιμένω,čákati
983,erwarten::V,αναμένω,pričakováti
984,erwarten::V,περιμένω,pričakováti
985,suchen::V,ψάχνω,iskáti
986,finden::V,βρίσκω,nájti
987,versuchen::V,προσπαθώ,poskúšati
988,vorbereiten::V,προετοιμάζω,pripráviti
989,lieben::V,αγαπώ,ljubíti
990,mögen::V,μου αρέσει,márati
991,lachen::V,γελώ,smejáti se
992,rühren::V,συγκινώ,ganíti
993,weinen::V,κλαίω,jókati
994,weinen::V,κλαίω,plákati
995,schimpfen::V,βρίζω,psováti
996,schimpfen::V,βρίζω,zmérjati
997,sich ärgern::V,θυμώνω,jezíti se
998,sich fürchten::V,φοβάμαι,báti se
999,fürchten::V,φοβάμαι,báti se
1000,fliehen::V,φεύγω,bežáti
1001,flüchten::V,δραπετεύω,pobégniti
1002,sehen::V,βλέπω,vídeti
1003,anschauen::V,κοιτάζω,oglédati
1004,ansehen::V,βλέπω,glédati
1005,hören::V,ακούω,slíšati
1006,zuhören::V,ακούω,poslúšati
1007,probieren::V,δοκιμάζω,poskúšati
1008,riechen::V,μυρίζω,dúhati
1009,riechen::V,οσφραίνομαι,dúhati
1010,fühlen::V,αισθάνομαι,čutíti
1011,scheinen::V,φαίνομαι,zdéti se
1012,zu sehen sein::V,φαίνομαι,vídeti se
1013,vernehmen::V,ακούω,čúti
1014,vernehmen::V,μαθαίνω,čúti
1015,frieren::V,κρυώνω,zébsti
1016,tun::V,κάνω,délati
1017,können::V,ξέρω,môči
1018,können::V,μπορώ,môči
1019,wollen::V,θέλω,hotéti
1020,anfangen::V,αρχίζω,začéti
1021,beenden::V,τελειώνω,dokončáti
1022,aufhören::V,παύω,prenéhati
1023,gelingen::V,πετυχαίνω,uspéti
1024,gelingen::V,πετυχαίνω,posréčiti se
1025,geraten::V,γίνομαι,obnêsti se
1026,öffnen::V,ανοίγω,odpréti
1027,schließen::V,κλείνω,zapréti
1028,stellen::V,θέτω,postáviti
1029,setzen::V,θέτω,posadíti
1030,legen::V,θέτω,položíti
1031,berühren::V,εγγίζω,dotíkati se
1032,verbinden::V,συνδέω,obvézati
1033,bedecken::V,σκεπάζω,pokríti
1034,aufhängen::V,κρεμώ,obésiti
1035,anzünden::V,ανάβω,zažgáti
1036,aufheben::V,σηκώνω,vzdígniti
1037,zurücklassen::V,εγκαταλείπω,zapustíti
1038,verlieren::V,χάνω,izgubíti
1039,fallen lassen::V,αφήνω να πέσει,navréči
1040,machen::V,κάνω,naredíti
1041,machen::V,κάνω,napráviti
1042,machen::V,φτιάχνω,naredíti
1043,machen::V,φτιάχνω,napráviti
1044,herstellen::V,κατασκευάζω,izdélati
1045,bauen::V,χτίζω,gradíti
1046,bauen::V,οικοδομώ,gradíti
1047,reparieren::V,επισκευάζω,popráviti
1048,reparieren::V,επιδιορθώνω,popráviti
1049,verbessern::V,βελτιώνω,izbóljšati
1050,verbessern::V,καλυτερεύω,izbóljšati
1051,ändern::V,αλλάζω,spremeníti
1052,graben::V,σκάβω,kopáti
1053,graben::V,σκάβω,grêbsti
1054,beugen::V,λυγίζω,upogníti
1055,biegen::V,κάμπτω,zavíjati
1056,drehen::V,στρέφω,vrtéti
1057,wenden::V,γυρίζω,obrníti
1058,umdrehen::V,γυρίζω,zasúkati
1059,heben::V,υψώνω,dvígati
1060,heben::V,σηκώνω,dvígati
1061,hochheben::V,υψώνω,privzdígniti
1062,hochheben::V,σηκώνω,privzdígniti
1063,ergreifen::V,πιάνω,zgrábiti
1064,ergreifen::V,αρπάζω,zgrábiti
1065,halten::V,βαστώ,držáti
1066,drücken::V,πιέζω,tiščáti
1067,schieben::V,σπρώχνω,ríniti
1068,kratzen::V,γρατσουνίζω,práskati
1069,lecken::V,γλείφω,lízati
1070,beißen::V,δαγκάνω,grísti
1071,abreißen::V,κόβω,odtŕgati
1072,abreißen::V,σχίζω,odtŕgati
1073,abschneiden::V,αποκόπτω,odrézati
1074,binden::V,δένω,vézati
1075,stecken::V,χώνω,vtakníti
1076,brechen::V,σπάζω,lomíti
1077,klopfen::V,χτυπώ,tólči
1078,klopfen::V,τινάζω,tólči
1079,hauen::V,χτυπώ,séči
1080,kleben::V,κολλώ,lépiti
1081,reiben::V,τρίβω,tréti
1082,reiben::V,τρίβω,dŕgniti
1083,streichen::V,αλείφω,namázati
1084,schleifen::V,ακονίζω,brúsiti
1085,schneiden::V,κόβω,rézati
1086,rütteln::V,σείω,strésti
1087,rütteln::V,τινάζω,strésti
1088,schütteln::V,σείω,majáti
1089,schütteln::V,κουνώ,majáti
1090,schwenken::V,κουνώ,obrníti
1091,schütten::V,χύνω,sípati
1092,füllen::V,γεμίζω,napolníti
1093,einwickeln::V,τυλίγω,zavíti
1094,tragen::V,φέρνω,nêsti
1095,schleppen::V,κουβαλώ,vláčiti
1096,ziehen::V,τραβώ,vléči
1097,aufbewahren::V,φυλάω,shranjeváti
1098,werfen::V,ρίχνω,lúčati
1099,fangen::V,πιάνω,ujéti
1100,packen::V,τσακώνω,prijéti
1101,verstecken::V,κρύβω,skríti
1102,teilen::V,μερίζω,razdelíti
1103,schicken::V,στέλνω,pošíljati
1104,bringen::V,φέρνω,prinêsti
1105,hinzufügen::V,προσθέτω,pristáviti
1106,bekommen::V,προσκομίζω,dobíti
1107,erhalten::V,παίρνω,prejéti
1108,erhalten::V,λαμβάνω,prejéti
1109,nehmen::V,πιάνω,vzéti
1110,nehmen::V,παίρνω,vzéti
1111,wählen::V,εκλέγω,izbírati
1112,auswählen::V,διαλέγω,izbráti
1113,bewahren::V,διατηρώ,ohraníti
1114,behindern::V,εμποδίζω,ovírati
1115,verderben::V,χαλώ,pokváriti
1116,beschädigen::V,ζημιώνω,poškodováti
1117,zerbrechen::V,σπάζω,razlomíti
1118,zerreißen::V,σχίζω,raztŕgati
1119,zerstören::V,καταστρέφω,razrúšiti
1120,verbrennen::V,καίω,sežgáti
1121,geben::V,δίνω,dáti
1122,reichen::V,δίνω,séči
1123,reichen::V,δίνω,molíti
1124,schenken::V,χαρίζω,podáriti
1125,versprechen::V,υπόσχομαι,obljubíti
1126,wünschen::V,εύχομαι,vóščiti
1127,loben::V,επαινώ,hváliti
1128,küssen::V,φιλώ,poljubováti
1129,wiegen::V,κουνώ,zíbati
1130,wiegen::V,νανουρίζω,zíbati
1131,zudecken::V,σκεπάζω,pokríti
1132,wecken::V,ξυπνώ,zbudíti
1133,zeigen::V,δείχνω,pokázati
1134,führen::V,οδηγώ,vêsti
1135,lehren::V,διδάσκω,učíti
1136,unterrichten::V,διδάσκω,poučeváti
1137,aufziehen::V,ανατρέφω,vzgojíti
1138,leiten::V,ηγούμαι,uprávljati
1139,leiten::V,διευθύνω,uprávljati
1140,antreiben::V,σπρώχνω,goníti
1141,antreiben::V,παρακινώ,goníti
1142,lassen::V,αφήνω,povzročíti
1143,einladen::V,προσκαλώ,povábiti
1144,vereinigen::V,ενώνω,zdrúžiti
1145,besuchen::V,επισκέπτομαι,obiskáti
1146,treffen::V,συναντώ,pogodíti
1147,sich versammeln::V,μαζεύομαι,zbráti se
1148,spielen::V,παίζω,igráti se
1149,singen::V,τραγουδώ,péti
1150,tanzen::V,χορεύω,plésati
1151,sich trennen::V,αποχωρίζομαι,ločíti se
1152,verlassen::V,εγκαταλείπω,zapustíti
1153,retten::V,σώζω,réšiti
1154,bewachen::V,φρουρώ,strážiti
1155,schützen::V,προστατεύω,sčítiti
1156,verteidigen::V,υπερασπίζω,braníti
1157,sich schlagen::V,χτυπιέμαι,têpsti se
1158,schießen::V,πυροβολώ,stréljati
1159,siegen::V,νικώ,zmágati
1160,ärgern::V,τσαντίζω,jezíti
1161,ärgern::V,τσαντίζω,razbúriti
1162,schlagen::V,χτυπώ,têpsti
1163,schlagen::V,χτυπώ,udáriti
1164,treten::V,κλοτσώ,teptáti
1165,stechen::V,τρυπώ,ubôsti
1166,stoßen::V,ωθώ,peháti
1167,stoßen::V,ωθώ,drégniti
1168,stoßen::V,σπρώχνω,peháti
1169,stoßen::V,σπρώχνω,drégniti
1170,stehlen::V,κλέβω,ukrásti
1171,stehlen::V,κλέβω,pokrásti
1172,stören::V,διαταράσσω,motíti
1173,belästigen::V,ενοχλώ,nadlegováti
1174,verbergen::V,κρύβω,skríti
1175,täuschen::V,παραπλανώ,slepíti
1176,betrügen::V,απατώ,várati
1177,betrügen::V,απατώ,ogoljufáti
1178,töten::V,σκοτώνω,ubíti
1179,töten::V,θανατώνω,ubíti
1180,wohnen::V,μένω,prebívati
1181,wohnen::V,κατοικώ,prebívati
1182,arbeiten::V,δουλεύω,délati
1183,arbeiten::V,εργάζομαι,délati
1184,sammeln::V,μαζεύω,zbráti
1185,sammeln::V,συλλέγω,zbráti
1186,pflücken::V,κόβω,obráti
1187,jagen::V,κυνηγώ,lovíti
1188,fischen::V,ψαρεύω,ribáriti
1189,fassen::V,πιάνω,zajéti
1190,hüten::V,φυλάγω,pásti
1191,hüten::V,προσέχω,pásti
1192,treiben::V,οδηγώ,pogánjati
1193,anbinden::V,δένω,privézati
1194,füttern::V,ταΐζω,kŕmiti
1195,melken::V,αρμέγω,mólsti
1196,hacken::V,κόβω,sékati
1197,gießen::V,ποτίζω,ulíti
1198,reifen::V,ωριμάζω,zoréti
1199,zubereiten::V,ετοιμάζω,pripráviti
1200,kochen::V,βράζω,kúhati
1201,backen::V,ψήνω,cvréti
1202,braten::V,τηγανίζω,pêči
1203,umrühren::V,ανακατεύω,preméšati
1204,stricken::V,πλέκω,plêsti
1205,nähen::V,ράβω,šívati
1206,färben::V,βάφω,bárvati
1207,färben::V,χρωματίζω,bárvati
1208,reinigen::V,καθαρίζω,očístiti
1209,waschen::V,πλένω,opráti
1210,abwischen::V,σφουγγίζω,obrísati
1211,spülen::V,ξεπλένω,splakováti
1212,fegen::V,σκουπίζω,pométati
1213,kehren::V,σκουπίζω,mésti
1214,baden::V,κάνω μπάνιο,kópati se
1215,sich waschen::V,πλένομαι,umíti se
1216,ausziehen::V,βγάζω,izvléči
1217,anziehen::V,φορώ,obléči
1218,sich anziehen::V,ντύνομαι,obléči se
1219,kämmen::V,χτενίζω,česáti
1220,schmücken::V,στολίζω,okrasíti
1221,sagen::V,λέω,dejáti
1222,sprechen::V,μιλώ,govoríti
1223,reden::V,μιλώ,rêči
1224,reden::V,κουβεντιάζω,rêči
1225,sich unterhalten::V,συνομιλώ,razgovárjati se
1226,sich unterhalten::V,κουβεντιάζω,razgovárjati se
1227,fragen::V,ρωτώ,vprášati
1228,bitten::V,ζητώ,prosíti
1229,bitten::V,παρακαλώ,prosíti
1230,erzählen::V,διηγούμαι,práviti
1231,mitteilen::V,πληροφορώ,naznániti
1232,nennen::V,ονομάζω,imenováti
1233,rufen::V,φωνάζω,klícati
1234,prahlen::V,καυχιέμαι,baháti se
1235,übersetzen::V,μεταφράζω,prevêsti
1236,denken::V,σκέφτομαι,mísliti
1237,glauben::V,πιστεύω,verjéti
1238,bemerken::V,παρατηρώ,opáziti
1239,erkennen::V,αναγνωρίζω,spoznáti
1240,begreifen::V,καταλαβαίνω,pôjmiti
1241,verstehen::V,ακούω,razuméti
1242,lernen::V,μαθαίνω,učíti se
1243,wissen::V,ξέρω,znáti
1244,wissen::V,ξέρω,védeti
1245,sich erinnern an::V,θυμάμαι,spómniti se
1246,vergessen::V,ξεχνώ,pozábiti
1247,messen::V,μετρώ,mériti
1248,zählen::V,μετρώ,štéti
1249,rechnen::V,λογαριάζω,račúnati
1250,lesen::V,διαβάζω,bráti
1251,lesen::V,διαβάζω,čítati
1252,malen::V,ζωγραφίζω,slíkati
1253,zeichnen::V,σχεδιάζω,rísati
1254,schreiben::V,γράφω,písati
1255,besitzen::V,κατέχω,iméti
1256,kaufen::V,αγοράζω,kupíti
1257,verkaufen::V,πουλώ,prodáti
1258,bezahlen::V,πληρώνω,pláčati
1259,zahlen::V,πληρώνω,plačeváti
1260,beherrschen::V,κυριαρχώ,obvládati
1261,ertragen::V,βαστώ,prenêsti
1262,ertragen::V,αντέχω,prenêsti
