,Concept_ID,br,en
851,vernehmen::V,merzhañ,hear
852,frieren::V,anoued,be cold
853,tun::V,ober,do
854,können::V,gouzout,can
855,wollen::V,fellout da,want
856,wollen::V,kaout c'hoant da,want
857,anfangen::V,kregiñ,start
858,beenden::V,achuiñ,finish
859,aufhören::V,paouez,stop
860,öffnen::V,digeriñ,open
861,schließen::V,serriñ,close
862,stellen::V,lakaat,put
863,setzen::V,lakaat,place
864,legen::V,lakaat,lay
865,berühren::V,touch,touch
866,verbinden::V,eren,connect
867,bedecken::V,goloiñ,cover
868,aufhängen::V,istribilhañ,hang up
869,anzünden::V,alumiñ,light
870,anzünden::V,c'hwezzañ,light
871,aufheben::V,dastum,pick up
872,zurücklassen::V,lezel,leave
873,verlieren::V,koll,lose
874,fallen lassen::V,laoskel,drop
875,fallen lassen::V,lezel da gouezhel,drop
876,machen::V,ober,make
877,herstellen::V,fardañ,produce
878,bauen::V,sevel,build
879,reparieren::V,adaozañ,mend
880,verbessern::V,gwellaat,improve
881,ändern::V,cheñch,alter
882,graben::V,kleuzañ,dig
883,beugen::V,plegañ,bow
884,biegen::V,krommañ,bend
885,drehen::V,treiñ,spin
886,wenden::V,treiñ,turn
887,umdrehen::V,treiñ,turn around
888,heben::V,sevel,raise
889,hochheben::V,sevel,lift
890,ergreifen::V,kemer,seize
891,halten::V,dalc'hen,hold
892,drücken::V,bountañ,press
893,schieben::V,poulzañ,push
894,kratzen::V,skrabat,scrape
895,lecken::V,lipat,lick
896,beißen::V,kregiñ,bite
897,abreißen::V,diframmañ,tear off
898,abschneiden::V,troc'hañ,cut off
899,binden::V,stagañ,tie
900,stecken::V,sankañ,stick
901,brechen::V,darnaouiñ,break
902,klopfen::V,skoiñ,knock
903,hauen::V,dornañ,hit
904,kleben::V,pegañ,glue
905,reiben::V,taravat,rub
906,reiben::V,trekiñ,rub
907,streichen::V,toazañ,spread
908,schleifen::V,lemmañ,grind
909,schneiden::V,troc'hañ,cut
910,rütteln::V,tordorosañ,jolt
911,schütteln::V,hejañ,shake
912,schütten::V,diskargañ,pour
913,füllen::V,kargañ,fill
914,einwickeln::V,gronnañ,wrap
915,tragen::V,dougen,carry
916,schleppen::V,stlejal,drag
917,ziehen::V,sachañ,pull
918,aufbewahren::V,miret,keep
919,werfen::V,teuler,throw
920,fangen::V,tapañ,catch
921,packen::V,krapat,grab
922,verstecken::V,kuzhat,hide
923,teilen::V,rannañ,divide
924,schicken::V,kas,send
925,bringen::V,degas,bring
926,hinzufügen::V,lakat ouzhpenn,add
927,bekommen::V,kaout,get
928,erhalten::V,kaout,receive
929,nehmen::V,kemer,take
930,wählen::V,choaz,choose
931,auswählen::V,dibab,select
932,bewahren::V,mirout,preserve
933,behindern::V,diaezañ,hinder
934,verderben::V,lovrañ,spoil
935,beschädigen::V,gwallegañ,damage
936,zerbrechen::V,torriñ,break
937,zerreißen::V,diroegiñ,tear
938,zerstören::V,distrujañ,destroy
939,verbrennen::V,deviñ,burn
940,geben::V,reiñ,give
941,schenken::V,donezonañ,give
942,versprechen::V,prometiñ,promise
943,wünschen::V,hetiñ,wish
944,loben::V,feurmiñ,praise
945,küssen::V,pokat,kiss
946,wiegen::V,pouezañ,rock
947,zudecken::V,goloiñ,cover
948,wecken::V,dihuniñ,wake
949,zeigen::V,diskouez,show
950,führen::V,kas,guide
951,lehren::V,deskiñ,teach
952,unterrichten::V,kelenn,instruct
953,leiten::V,bleinañ,lead
954,antreiben::V,poulzañ,urge
955,lassen::V,leuskel,let
956,einladen::V,pediñ,invite
957,vereinigen::V,unisañ,unite
958,besuchen::V,gweladenniñ,visit
959,treffen::V,kejal,meet
960,treffen::V,ankontrañ,meet
961,sich versammeln::V,bodennañ,assemble
962,spielen::V,c'hoari,play
963,singen::V,kanañ,sing
964,tanzen::V,dañsal,dance
965,sich trennen::V,dispartiañ,separate
966,verlassen::V,lezel,leave
967,retten::V,saveteiñ,rescue
968,bewachen::V,mesa,guard
969,schützen::V,diwall,protect
970,verteidigen::V,difenn,defend
971,sich schlagen::V,lopañ,brawl
972,siegen::V,trec'hiñ,win
973,ärgern::V,hegasiñ,annoy
974,schlagen::V,skeiñ,beat
975,treten::V,botaouiñ,kick
976,stechen::V,pikat,sting
977,stoßen::V,stokañ,shove
978,stehlen::V,laerezh,steal
979,stören::V,direnkañ,disturb
980,belästigen::V,dregasiñ,bother
981,verbergen::V,skoachañ,conceal
982,täuschen::V,tromplañ,deceive
983,betrügen::V,lorbañ,cheat
984,töten::V,lazhañ,kill
985,wohnen::V,bezañ o chom,dwell
986,arbeiten::V,labourat,work
987,sammeln::V,dastum,gather
988,pflücken::V,kuntuilhañ,pick
989,jagen::V,chaseal,hunt
990,fischen::V,pesketa,fish
991,fassen::V,pakañ,catch
992,hüten::V,geota,herd
993,anbinden::V,stagañ,tie up
994,füttern::V,boueta,feed
995,melken::V,goro,milk
996,hacken::V,difrakal,chop
997,gießen::V,dourañ,water
998,reifen::V,azviñ,ripen
999,zubereiten::V,keginañ,cook
1000,kochen::V,poazhañ,boil
1001,backen::V,fritañ,bake
1002,braten::V,rostañ,fry
1003,stricken::V,stammañ,knit
1004,nähen::V,gwriat,sew
1005,färben::V,livañ,dye
1006,reinigen::V,naetañ,clean
1007,waschen::V,gwalc'hiñ,wash
1008,abwischen::V,torchañ,wipe
1009,spülen::V,disgwalc'hiñ,rinse
1010,fegen::V,skubañ,sweep
1011,kehren::V,skubañ,sweep
1012,baden::V,kouronkañ,bath
1013,sich waschen::V,en em walc'hiñ,wash
1014,sich anziehen::V,gwiskañ,get dressed
1015,kämmen::V,kribat,comb
1016,schmücken::V,kinklañ,decorate
1017,sagen::V,larêt,say
1018,sagen::V,lavaret,say
1019,sprechen::V,komz,speak
1020,reden::V,kaozeal,talk
1021,sich unterhalten::V,balbotal,chat
1022,fragen::V,goulenn,ask
1023,bitten::V,goulenn,request
1024,erzählen::V,kontañ,tell
1025,mitteilen::V,kemenn,convey
1026,nennen::V,anviñ,name
1027,rufen::V,gelver,call
1028,prahlen::V,fougeal,brag
1029,übersetzen::V,treiñ,translate
1030,denken::V,soñjal,think
1031,glauben::V,krediñ,believe
1032,bemerken::V,apresevañ,notice
1033,erkennen::V,anavout,recognize
1034,begreifen::V,meizañ,grasp
1035,verstehen::V,kompren,understand
1036,lernen::V,deskiñ,learn
1037,wissen::V,gouzout,know
1038,sich erinnern an::V,kaout soñj e,remember
1039,vergessen::V,ankouaat,forget
1040,messen::V,muzuliañ,measure
1041,zählen::V,kontañ,count
1042,rechnen::V,jedañ,calculate
1043,lesen::V,lenn,read
1044,malen::V,livañ,paint
1045,zeichnen::V,tresañ,draw
1046,schreiben::V,skrivañ,write
1047,besitzen::V,kaout,own
1048,kaufen::V,prenañ,buy
1049,verkaufen::V,gwerzhañ,sell
1050,bezahlen::V,paeañ,pay for
1051,zahlen::V,paeañ,pay
1052,beherrschen::V,mestroniañ,rule
1053,ertragen::V,anduriñ,endure
1054,Grube::N,,pit
1055,Spur::N,,track
1056,Lehm::N,,clay
1057,Laut::N,,sound
1058,Winkel::N,,angle
1059,Lagerfeuer::N,,campfire
1060,vergebens::ADV,,in vain
1061,untergehen[Sonne]::V,,set
1062,läuten::V,,chime
1063,klingeln::V,,ring
1064,sich fürchten::V,,be afraid
1065,fürchten::V,,be afraid of
1066,gelingen::V,,succeed
1067,geraten::V,,turn out
1068,schwenken::V,,swing
1069,reichen::V,,hand
1070,aufziehen::V,,bring up
1071,schießen::V,,shoot
1072,treiben::V,,drive
1073,umrühren::V,,stir
1074,ausziehen::V,,take off
1075,anziehen::V,,put on
