,Concept_ID,ja,ps
812,du::PRN,あなた,ته
813,er::PRN,彼,دی
814,wir::PRN,私達,مونږ
815,ihr::PRN,あなた達,تاسې
816,sie::PRN,彼ら,هغوی
817,was::FPRN,何,څهٔ
818,wer::FPRN,誰,چا
819,wer::FPRN,誰,څوک
820,wer::FPRN,どなた,چا
821,wer::FPRN,どなた,څوک
822,wo::FADV,どこ,چيری
823,wo::FADV,どこ,چېرته
824,wo::FADV,どこに,چيری
825,wo::FADV,どこに,چېرته
826,wohin::FADV,どこへ,چېرته
827,wie::FADV,どう,څنګه
828,warum::FADV,何故,ولې
829,warum::FADV,どうして,ولې
830,wieviel::FNUM,どのくらい,څو
831,wieviel::FNUM,どのくらい,څومره
832,eins::NUM,一,یو
833,zwei::NUM,二,دوه
834,zwei::NUM,二つ,دوه
835,drei::NUM,三,درې
836,drei::NUM,三つ,درې
837,vier::NUM,四,څلور
838,vier::NUM,四つ,څلور
839,fünf::NUM,五,پنځه
840,fünf::NUM,五つ,پنځه
841,sechs::NUM,六,شپږ
842,sechs::NUM,六つ,شپږ
843,sieben::NUM,七,اوه
844,sieben::NUM,七つ,اوه
845,acht::NUM,八,اته
846,acht::NUM,八つ,اته
847,neun::NUM,九,نهه
848,neun::NUM,九つ,نهه
849,zehn::NUM,十,لس
850,elf::NUM,十一,یوولس
851,zwölf::NUM,十二,دولس
852,zwanzig::NUM,二十,شل
853,dreißig::NUM,三十,دېرش
854,vierzig::NUM,四十,څلوېښت
855,fünfzig::NUM,五十,پنځوس
856,sechzig::NUM,六十,شپېته
857,siebzig::NUM,七十,اویا
858,achtzig::NUM,八十,اتیا
859,neunzig::NUM,九十,نوي
860,hundert::NUM,百,سل
861,tausend::NUM,千,زر
862,und::CNJ,-と,او
863,und::CNJ,そして,او
864,oder::CNJ,或いは,ېا
865,stehen::V,立っている,درېدل
866,sitzen::V,座っている,کښېنستل
867,liegen::V,横になっている,ملاستل
868,hängen::V,掛かっている,ځړېدل
869,werden::V,なる,کېدل
870,passieren::V,起こる,پېښېدل
871,beginnen::V,始まる,شروع کېدل
872,enden::V,終わる,خلاصدل
873,enden::V,終わる,تمامېدل
874,wechseln::V,変わる,تغییر موندل
875,aufgehen[Sonne]::V,出る,ختل
876,untergehen[Sonne]::V,沈む,لوېدل
877,untergehen[Sonne]::V,沈む,پرېوتل
878,scheinen[Sonne]::V,輝く,رڼا کول
879,donnern::V,雷が鳴る,تنېدل
880,donnern::V,雷が鳴る,غړمبېدل
881,wehen::V,吹く,چلېدل
882,strömen::V,流れる,بهېدل
883,fließen::V,流れる,بهېدل
884,fließen::V,流れる,تویېدل
885,sich drehen::V,回転する,ګرځېدل
886,sich drehen::V,回転する,چورلېدل
887,schwanken::V,揺れる,زنګېدل
888,schwingen::V,振動する,زنګېدل
889,fallen::V,落ちる,ولېدل
890,brennen::V,燃える,سوځېدل
891,rauchen::V,煙を出す,لوګی کول
892,regnen::V,雨が降る,باران اورېدل
893,gefrieren::V,凍る,کنګل نيول
894,tauen::V,溶ける,وېلې کېدل
895,schmelzen::V,溶ける,وېلې کېدل
896,trocknen::V,乾く,وچېدل
897,sieden::V,沸く,اېشېدل
898,faulen::V,腐る,خرابېدل
899,verfaulen::V,朽ちる,ورستېدل
900,reißen::V,切れる,شلېدل
901,versinken::V,沈む,ډوېېدل
902,vergehen::V,経つ,تېرېدل
903,erscheinen::V,現れる,ښکارېدل
904,verschwinden::V,消える,ورکېدل
905,sinken::V,下がる,ښکته کېدل
906,abnehmen::V,減る,کمېدل
907,zunehmen::V,増える,زیاتېدل
908,steigen::V,上がる,جګېدل
909,steigen::V,上がる,پورته کېدل
910,wachsen::V,伸びる,وده کول
911,glänzen::V,輝く,ځلېدل
912,funkeln::V,ぴかぴか光る,پړکېدل
913,lärmen::V,騒ぐ,غال و غول کول
914,läuten::V,鳴る,زنګ وهل
915,klingeln::V,鳴る,زنګ وهل
916,klirren::V,がらんがらんと鳴る,کړنګېدل
917,brausen::V,逆巻く,تلاطم کول
918,rauschen::V,戦ぐ,شڼهار کول
919,klingen::V,鳴る,آواز کول
920,bellen::V,吠える,غپېدل
921,heulen::V,きゃんきゃん鳴く,انګلل
922,blasen::V,吹く,پو کول
923,pfeifen::V,口笛を吹く,شپېلک وهل
924,schreien::V,叫ぶ,ناره کول
925,stöhnen::V,うめく,زګېروی کول
926,zittern::V,震える,لړزېدل
927,leben::V,生きている,ژوند کول
928,geboren werden::V,生まれる,زېږېدل
929,atmen::V,呼吸する,ساه کښل
930,atmen::V,呼吸する,تنفس کول
931,trinken::V,飲む,څښل
932,essen::V,食べる,خوړل
933,schlucken::V,飲み込む,غړپول
934,müde werden::V,眠くなる,ستړی کېدل
935,einschlafen::V,寝付く,ویده کېدل
936,schlafen::V,眠る,خوب کول
937,aufwachen::V,目が覚める,ویښېدل
938,aufstehen::V,起きる,پاڅېدل
939,sich erholen::V,休養する,استراحت کول
940,krank werden::V,病気になる,رنځورېدل
941,krank sein::V,病気である,ناجوړېدل
942,schmerzen::V,痛む,خوږېدل
943,schmerzen::V,痛む,درد کول
944,husten::V,咳をする,ټوخېدل
945,genesen::V,元気になる,رغېدل
946,sterben::V,死ぬ,مړل
947,sterben::V,亡くなる,مړل
948,umkommen::V,死亡する,تلفېدل
949,sich bewegen::V,移動する,چلېدل
950,sich bewegen::V,移動する,حرکت کول
951,sich rühren::V,動く,ښورېدل
952,sich erheben::V,立ち上がる,درېدل
953,sich setzen::V,座る,کښېنستل
954,hinfallen::V,転ぶ,لوېدل
955,laufen::V,歩く,منډې وهل
956,schreiten::V,跨ぐ,قدم ایښودل
957,spazierengehen::V,散歩する,چکر وهل
958,eilen::V,急ぐ,بېړه کول
959,sich beeilen::V,焦る,عجله کول
960,sausen::V,疾駆する,ځغستل
961,rennen::V,走る,زغلېدل
962,springen::V,跳ぶ,ټوپ وهل
963,klettern::V,よじ登る,ختل
964,schaukeln::V,ぶらんこに乗る,زنګېدل
965,kriechen::V,這う,خاپوړی وهل
966,schwimmen::V,泳ぐ,لامبو وهل
967,tauchen::V,潜る,غوټه وهل
968,rudern::V,漕ぐ,پارو وهل
969,fahren::V,行く,تلل
970,fahren::V,乗車する,تلل
971,fliegen::V,飛ぶ,الوتل
972,gehen::V,行く,تلل
973,weggehen::V,立ち去る,بهر وتل
974,abfahren::V,出発する,تلل
975,anhalten::V,止まる,ودرېدل
976,hineingehen::V,入る,داخلېدل
977,eintreten::V,中に入る,ننوتل
978,kommen::V,来る,راتلل
979,ankommen::V,着く,رسېدل
980,ankommen::V,到着する,رسېدل
981,zurückkommen::V,帰る,بېرته راتلل
982,bleiben::V,留まる,پاتې کېدل
983,warten::V,待つ,انتظار وېستل
984,erwarten::V,期待する,انتظار کول
985,suchen::V,探る,لټول
986,finden::V,見つける,میندل
987,finden::V,見つける,پیدا کول
988,versuchen::V,試す,هڅه کول
989,vorbereiten::V,準備する,چمتوکول
990,lieben::V,愛する,مینه لرل
991,mögen::V,好きである,خوښول
992,mögen::V,好きである,علاقه لرل
993,lachen::V,笑う,خندېدل
994,rühren::V,感情を動かす,اغېزه کول
995,weinen::V,泣く,ژړل
996,schimpfen::V,叱る,ښکنځا کول
997,sich ärgern::V,怒る,قهر راتلل
998,sich ärgern::V,腹を立てる,قهر راتلل
999,sich fürchten::V,怖がる,ډارېدل
1000,fürchten::V,恐れる,ډارېدل
1001,fliehen::V,逃げる,تښتېدل
1002,flüchten::V,逃亡する,تښتېدل
1003,sehen::V,見る,لیدل
1004,anschauen::V,眺める,کتل
1005,ansehen::V,見る,ننداره کول
1006,hören::V,聞く,اورېدل
1007,zuhören::V,聴く,غوږ نیول
1008,probieren::V,食べてみる,څکه کول
1009,probieren::V,食べてみる,چاشنی کول
1010,riechen::V,気取る,بويول
1011,fühlen::V,感じる,حسول
1012,scheinen::V,ように見える,ښکارېدل
1013,zu sehen sein::V,見える,ښکارېدل
1014,vernehmen::V,承る,خبرېدل
1015,frieren::V,寒気がする,ساړه کېتل
1016,tun::V,する,کول
1017,können::V,出来る,کولای شول
1018,können::V,出来る,د لاسه کېدل
1019,wollen::V,-たい,غوښتل
1020,anfangen::V,始める,شروع کول
1021,beenden::V,終える,ختمول
1022,beenden::V,終える,پای ته رسول
1023,aufhören::V,止める,بس کول
1024,gelingen::V,成功する,موفق کېدل
1025,gelingen::V,成功する,بریالی کېدل
1026,geraten::V,当たる,کېدل
1027,öffnen::V,開く,خلاصول
1028,öffnen::V,開く,پرانیستل
1029,öffnen::V,開ける,خلاصول
1030,öffnen::V,開ける,پرانیستل
1031,schließen::V,閉める,تړل
1032,stellen::V,置く,ایښودل
1033,stellen::V,据える,ایښودل
1034,setzen::V,座らせる,کښېنول
1035,legen::V,置く,ایښودل
1036,berühren::V,触る,لاس وهل
1037,berühren::V,触れる,لاس وهل
1038,verbinden::V,結びつける,تړل
1039,bedecken::V,覆う,پوښول
1040,aufhängen::V,掛ける,ځوړندول
1041,anzünden::V,燃やす,بلول
1042,anzünden::V,火をつける,بلول
1043,aufheben::V,拾う,پورته کول
1044,zurücklassen::V,残す,پرېښودل
1045,verlieren::V,無くす,ورکول
1046,fallen lassen::V,落とす,له لاسه لوېدل
1047,machen::V,作る,کول
1048,herstellen::V,製造する,جوړول
1049,herstellen::V,製造する,توليدول
1050,bauen::V,建設する,جوړول
1051,reparieren::V,直す,ترمیمول
1052,reparieren::V,修理する,ترمیمول
1053,verbessern::V,改良する,اصلاح کول
1054,ändern::V,変える,تغیر ورکول
1055,graben::V,掘る,کيندل
1056,beugen::V,折る,ټیټول
1057,biegen::V,曲げる,کږول
1058,drehen::V,回す,ګرځول
1059,wenden::V,裏返す,اړول
1060,umdrehen::V,裏返す,اړول
1061,heben::V,挙げる,جګول
1062,heben::V,挙げる,پورته کول
1063,hochheben::V,持ち上げる,جګول
1064,ergreifen::V,取り上げる,نیول
1065,halten::V,持つ,نیول
1066,drücken::V,押す,کښېکښل
1067,schieben::V,ずらす,پوری وهل
1068,kratzen::V,引っ掻く,ګرول
1069,lecken::V,なめる,څټل
1070,beißen::V,噛む,چیچل
1071,abreißen::V,剝ぎ取る,شکول
1072,abschneiden::V,切り取る,پرېکول
1073,binden::V,縛る,تړل
1074,stecken::V,差し込む,ټومبل
1075,brechen::V,破る,ماتول
1076,klopfen::V,とんとん叩く,ټکول
1077,hauen::V,叩く,ټکول
1078,kleben::V,貼る,نښلول
1079,kleben::V,貼る,سرېښول
1080,kleben::V,くっ付ける,نښلول
1081,kleben::V,くっ付ける,سرېښول
1082,reiben::V,擦る,مږل
1083,streichen::V,塗る,مښل
1084,schleifen::V,研ぐ,تېره کول
1085,schneiden::V,切る,غوڅول
1086,schneiden::V,切る,پرېکول
1087,rütteln::V,揺さぶる,خوڅول
1088,schütteln::V,振る,ښورول
1089,schütteln::V,揺さぶる,ښورول
1090,schwenken::V,振る,خوڅول
1091,schütten::V,注ぐ,اچول
1092,schütten::V,注ぐ,تویول
1093,füllen::V,いっぱいにする,ډکول
1094,einwickeln::V,包む,پېچل
1095,einwickeln::V,包む,نغښتل
1096,tragen::V,運ぶ,وړل
1097,schleppen::V,引きずる,وړل
1098,ziehen::V,引く,کښل
1099,aufbewahren::V,預かる,ساتل
1100,werfen::V,投げる,اچول
1101,werfen::V,投げる,غورځول
1102,fangen::V,受ける,نیول
1103,fangen::V,受ける,ګیرول
1104,packen::V,掴む,نیول
1105,verstecken::V,隠す,پټول
1106,teilen::V,分ける,وېشل
1107,teilen::V,分ける,تقسیمول
1108,schicken::V,送る,لېږل
1109,schicken::V,送る,استول
1110,bringen::V,持って行く,راوړل
1111,hinzufügen::V,加える,زیاتول
1112,bekommen::V,得る,حاصلول
1113,erhalten::V,受ける,اخیستل
1114,nehmen::V,取る,نیول
1115,nehmen::V,取る,اخيستل
1116,wählen::V,選ぶ,خوښول
1117,auswählen::V,選ぶ,چنده کول
1118,bewahren::V,保存する,ساتل
1119,behindern::V,妨害する,مانع کېدل
1120,behindern::V,妨害する,ممانعت کول
1121,verderben::V,台無しにする,خرابېدل
1122,beschädigen::V,損傷する,ورانول
1123,zerbrechen::V,割る,ماتول
1124,zerreißen::V,引き裂く,څیرې کول
1125,zerstören::V,破壊する,ړنګول
1126,zerstören::V,破壊する,ورانول
1127,verbrennen::V,焼く,سوځول
1128,geben::V,上げる,ورکول
1129,reichen::V,渡す,ورکول
1130,schenken::V,贈る,بښل
1131,versprechen::V,約束する,لوز کول
1132,wünschen::V,望む,غوښتل
1133,loben::V,褒める,ستایل
1134,loben::V,褒める,تمجید کول
1135,küssen::V,キスする,ښکلول
1136,wiegen::V,揺する,زنګول
1137,zudecken::V,覆う,پوښول
1138,wecken::V,起こす,ويښول
1139,zeigen::V,見せる,ښودل
1140,führen::V,案内する,بیول
1141,lehren::V,教える,درس ورکول
1142,lehren::V,教える,تعلیم ورکول
1143,unterrichten::V,通知する,درس ورکول
1144,aufziehen::V,育てる,روزل
1145,leiten::V,導く,رهبری کول
1146,leiten::V,導く,لارښوونه کول
1147,antreiben::V,励ます,چټک کول
1148,lassen::V,～させる,اړکول
1149,einladen::V,誘う,بلل
1150,einladen::V,招待する,بلل
1151,vereinigen::V,一つにする,متحد کول
1152,vereinigen::V,一つにする,یوځای کول
1153,besuchen::V,訪ねる,کتنه کول
1154,treffen::V,出会う,ليدل
1155,treffen::V,出会う,تلقی کول
1156,sich versammeln::V,集まる,راغونډېدل
1157,spielen::V,遊ぶ,لوبه کول
1158,singen::V,歌う,سندرې وېل
1159,tanzen::V,踊る,ګډېدل
1160,sich trennen::V,別れる,بېلېدل
1161,verlassen::V,別れる,ترک کول
1162,retten::V,救う,نجات ورکول
1163,retten::V,助ける,نجات ورکول
1164,bewachen::V,見張る,ساتل
1165,bewachen::V,見張る,حفاظت کول
1166,bewachen::V,軽微する,ساتل
1167,bewachen::V,軽微する,حفاظت کول
1168,schützen::V,保護する,ژغورل
1169,verteidigen::V,守る,دفاع کول
1170,sich schlagen::V,殴る,جنګېدل
1171,schießen::V,撃つ,ویشتل
1172,siegen::V,勝つ,غالبېدل
1173,ärgern::V,怒らせる,خپه کول
1174,schlagen::V,殴る,وهل
1175,treten::V,蹴る,په لغته وهل
1176,stechen::V,突く,ټومبل
1177,stoßen::V,突く,ټېل وهل
1178,stoßen::V,突く,پوری وهل
1179,stehlen::V,盗る,تښتول
1180,stehlen::V,盗る,غلا کول
1181,stören::V,構う,ماتول
1182,belästigen::V,邪魔する,ځورول
1183,belästigen::V,邪魔する,تکلیف ورکول
1184,verbergen::V,隠す,پټول
1185,täuschen::V,だます,تېرایستل
1186,täuschen::V,だます,خطا ایستل
1187,betrügen::V,だます,غولول
1188,töten::V,殺す,وژل
1189,töten::V,殺す,مړ کول
1190,wohnen::V,住む,اوسېدل
1191,arbeiten::V,働く,کار کول
1192,sammeln::V,集める,راټولول
1193,sammeln::V,集める,راغونډول
1194,sammeln::V,収集する,راټولول
1195,sammeln::V,収集する,راغونډول
1196,pflücken::V,摘む,شکول
1197,jagen::V,狩りをする,ښکار کول
1198,fischen::V,釣る,کب نيول
1199,fassen::V,捕る,نیول
1200,fassen::V,捕る,ګیرول
1201,hüten::V,放牧する,پوول
1202,treiben::V,追う,بیول
1203,anbinden::V,繋ぐ,تړل
1204,füttern::V,餌をやる,خوراک ورکول
1205,melken::V,搾乳する,لوشل
1206,hacken::V,刻む,پی کول
1207,gießen::V,水をやる,اوبه کول
1208,reifen::V,熟す,رسېدل
1209,zubereiten::V,調理する,تیارول
1210,kochen::V,煮る,پخول
1211,backen::V,焼く,پخول
1212,braten::V,焼く,وريتول
1213,braten::V,炒める,وريتول
1214,umrühren::V,混ぜる,لړل
1215,stricken::V,編む,اوبدل
1216,nähen::V,縫う,ګنډل
1217,färben::V,染める,رنګول
1218,reinigen::V,掃除する,صافول
1219,waschen::V,洗う,مینځل
1220,waschen::V,洗濯する,مینځل
1221,abwischen::V,拭く,وچول
1222,spülen::V,洗う,کنګالول
1223,spülen::V,すすぐ,کنګالول
1224,fegen::V,掃除する,جارو کول
1225,kehren::V,掃く,جارو کول
1226,baden::V,入浴する,لمبېدل
1227,sich waschen::V,洗う,ځان مينځل
1228,ausziehen::V,脱ぐ,کښل
1229,ausziehen::V,脱ぐ,ایستل
1230,anziehen::V,着る,اغوستل
1231,sich anziehen::V,着る,کالی اغوستل
1232,kämmen::V,梳く,ګمنځول
1233,schmücken::V,飾る,ښکلی کول
1234,sagen::V,言う,وېل
1235,sprechen::V,話す,وېل
1236,sprechen::V,話す,غږېدل
1237,reden::V,話す,ګړېدل
1238,reden::V,話す,خبرې کول
1239,sich unterhalten::V,話をする,خبری کول
1240,fragen::V,聞く,پوښتنه کول
1241,bitten::V,頼む,غوښتل
1242,bitten::V,お願いする,غوښتل
1243,erzählen::V,物語る,کيسه کول
1244,erzählen::V,物語る,حکايت کول
1245,mitteilen::V,伝える,خبرول
1246,mitteilen::V,伝える,خبر ورکول
1247,nennen::V,名づける,نوم ايښودل
1248,rufen::V,呼ぶ,بلل
1249,prahlen::V,自慢する,لاپې وهل
1250,übersetzen::V,訳す,ژباړل
1251,übersetzen::V,訳す,ترجمه کول
1252,denken::V,考える,فکر کول
1253,glauben::V,信じる,باور کول
1254,bemerken::V,気が付く,لیدل
1255,erkennen::V,認識する,پېژندل
1256,begreifen::V,分かる,رسېدل
1257,begreifen::V,分かる,پوهېدل
1258,verstehen::V,聞き取る,پوهېدل
1259,lernen::V,学ぶ,زده کول
1260,lernen::V,学ぶ,درس لوستل
1261,lernen::V,勉強する,زده کول
1262,lernen::V,勉強する,درس لوستل
1263,wissen::V,知っている,پوهېدل
1264,sich erinnern an::V,思い出す,یادول
1265,sich erinnern an::V,思い出す,په یاد راوړل
1266,vergessen::V,忘れる,هېرول
1267,messen::V,計る,اندازه کول
1268,messen::V,測定する,اندازه کول
1269,zählen::V,数える,شمارل
1270,rechnen::V,計算する,حسابول
1271,lesen::V,読む,لوستل
1272,malen::V,描く,رسمول
1273,zeichnen::V,写生する,رسمول
1274,schreiben::V,書く,لیکل
1275,besitzen::V,所持する,لرل
1276,kaufen::V,買う,رانیول
1277,verkaufen::V,売る,خرڅول
1278,bezahlen::V,払う,تأدیه کول
1279,zahlen::V,支払う,کسات اخيستل
1280,beherrschen::V,支配する,تسلط لرل
1281,ertragen::V,耐える,زغمل
