,Concept_ID,kl,cv
665,flach::A,nalimmappoq,лаптак
666,glatt::A,quasak,такӑр
667,hart::A,mattusooq,хытӑ
668,hart::A,manngerpoq,хытӑ
669,hart::A,titeqquluppoq,хытӑ
670,weich::A,nerumaarpoq,ҫемҫе
671,rund::A,ammallorippoq,ҫавра
672,spitz::A,qummukujooq,шӗвӗр
673,scharf::A,ipippoq,ҫивӗч
674,stumpf::A,anngerpoq,мӑка
675,stumpf::A,anngerpoq,пуклак
676,stumpf::A,anngerpoq,тӗрӗнчӗк
677,stumpf::A,anngerpoq,ӑнкарусӑр
678,schwer::A,oqimaappoq,йывӑр
679,schön::A,kusanarpoq,илемлӗ
680,heiß::A,kiappoq,вӗри
681,warm::A,oqorpoq,ӑшӑ
682,kalt::A,issippoq,сивӗ
683,kühl::A,pueqqortippoq,уҫӑ
684,feucht::A,isugutavoq,йӗпе
685,feucht::A,qaasernarpoq,йӗпе
686,nass::A,imerorpoq,нӳрӗ
687,trocken::A,panerpoq,типӗ
688,voll::A,ulikkaarpoq,тулли
689,leer::A,imaattuarpoq,пушӑ
690,offen::A,ammavoq,уҫӑ
691,geschlossen::A,matuvoq,хупӑ
692,sauber::A,eqqippoq,таса
693,sauber::A,sukuluippoq,таса
694,sauber::A,ipeqanngilaq,таса
695,schmutzig::A,tapappoq,пылчӑклӑ
696,schmutzig::A,tapappoq,вараланчӑк
697,schmutzig::A,minguppoq,пылчӑклӑ
698,schmutzig::A,minguppoq,вараланчӑк
699,roh::A,aapavoq,чӗрӗ
700,reif::A,qaarulerpoq,пулнӑ
701,reif::A,qaarulerpoq,пиҫӗхнӗ
702,reif::A,qaarulerpoq,аталаннӑ
703,reif::A,qaarulerpoq,пиҫсе ҫитнӗ
704,süß::A,tungusunnippoq,пылак
705,bitter::A,qasilippoq,йӳҫӗ
706,hell::A,qaamavoq,ҫутӑ
707,dunkel::A,qernerpoq,тӗттӗм
708,schwarz::A,qernerpoq,хура
709,weiß::A,qaqorpoq,шурӑ
710,rot::A,aappaluppoq,хӗрлӗ
711,gelb::A,sungaarpoq,сарӑ
712,blau::A,tungujorpoq,кӑвак
713,grün::A,qorsooqqippoq,симӗс
714,grün::A,qorsooqqippoq,пиҫмен
715,grün::A,qorsooqqippoq,ӑс пухман
716,grau::A,qaserpoq,кӑвак
717,billig::A,akikippoq,йӳнӗ
718,wertvoll::A,erlinnarpoq,паха
719,blind::A,tappiippoq,суккӑр
720,blind::A,isigisaqanngilaq,суккӑр
721,taub::A,tusilarpoq,хӑлхасӑр
722,kräftig::A,pissaq,хӑватлӑ
723,kräftig::A,pissarsuaq,хӑватлӑ
724,stark::A,sanngivoq,вирлӗ
725,schwach::A,nakuippoq,халсӑр
726,fett::A,pualavoq,самӑр
727,fett::A,pualavoq,мӑнтӑр
728,schlank::A,tuappoq,йӑрӑс
729,schlank::A,tuappoq,яштака
730,hübsch::A,aatsialaq,хитре
731,böse::A,ajorpoq,усал
732,dumm::A,taqajak,ухмах
733,dumm::A,sikkilluppoq,ухмах
734,dumm::A,qaatusimasaqanngilaq,ухмах
735,faul::A,eqiasuppoq,наян
736,faul::A,eqiasuppoq,юлхав
737,faul::A,eqiasuppoq,ӳркенчӗк
738,faul::A,eqiattortuvoq,наян
739,faul::A,eqiattortuvoq,юлхав
740,faul::A,eqiattortuvoq,ӳркенчӗк
741,fleißig::A,eqiasuippoq,хастар
742,geizig::A,iasilaarpoq,хытӑ
743,geizig::A,tukkuippoq,хытӑ
744,klug::A,mallak,ӑслӑ
745,klug::A,ittanneq,ӑслӑ
746,klug::A,kutaappoq,ӑслӑ
747,klug::A,kuttaappoq,ӑслӑ
748,klug::A,qarasagippoq,ӑслӑ
749,lieb::A,akisooq,савнӑ
750,lustig::A,piikulavoq,хаваслӑ
751,sanft::A,isumagippoq,ачаш
752,hungrig::A,kaappoq,выҫӑ
753,hungrig::A,perlilerpoq,выҫӑ
754,krank::A,napparsimavoq,чирлӗ
755,traurig::A,aliasuppoq,салхуллӑ
756,lebendig::A,uumavoq,чӗрӗ
757,gut::A,ajunngilaq,аван
758,gut::A,ajunngilaq,лайӑх
759,schlecht::A,sualuppoq,япӑх
760,schlecht::A,sualuppoq,начар
761,richtig::A,iluarpoq,тӗрӗс
762,schlimm::A,amiilaarnarpoq,йӗрӗнчӗк
763,wahr::A,ilumoorpoq,чӑн
764,alt::A,pisoqaq,кивӗ
765,neu::A,nutaavoq,ҫӗнӗ
766,alt[Lebewesen]::A,utoqqaq,ватӑ
767,jung::A,inuusuppoq,яш
768,jung::A,inuusuppoq,ҫамрӑк
769,jung::A,kingulliarsuk,яш
770,jung::A,kingulliarsuk,ҫамрӑк
771,arm::A,piillasoq,чухӑн
772,arm::A,piitsuuvoq,чухӑн
773,reich::A,pisuuvoq,пуян
774,berühmt::A,tusaamasaq,чаплӑ
775,fremd::A,ajasoornarpoq,ют
776,verschieden::A,allatut,расна
777,verschieden::A,tamalaat,расна
778,nah::A,qanippoq,ҫывӑх
779,nah::A,qanippoq,ҫывӑхри
780,fern::A,ungasippoq,инҫе
781,fern::A,ungasippoq,аякри
782,linker::A,saamerleq,сулахай
783,rechter::A,innarluissut,сылтӑм
784,erster::A,siulleq,пӗрремӗш
785,zweiter::A,qataatsup tullia,иккӗмӗш
786,dritter::A,pingajorarterut,виҫҫӗмӗш
787,letzter::A,kingulleq,юлашки
788,allein::ADV,kisimiippoq,пӗччен
789,auf einmal::ADV,tassanngaannaq,кӗмӗрккен
790,zusammen::ADV,attaasa,пӗрле
791,zusammen::ADV,attarmik,пӗрле
792,lange::ADV,akuni,вӑрах
793,plötzlich::ADV,tassanngaannaq,сасартӑк
794,sofort::ADV,erniinnaq,тӳрех
795,später::ADV,kingorna,кайран
796,jetzt::ADV,maanna,халь
797,jetzt::ADV,maanna,халӗ
798,jetzt::ADV,massakkut,халь
799,jetzt::ADV,massakkut,халӗ
800,heute::ADV,ullumi,паян
801,morgen::ADV,aqagu,ыран
802,bald::ADV,erniinnaq,халех
803,bald::ADV,erniinnaq,кӗҫех
804,dann::ADV,taava,унтан
805,gestern::ADV,ippassaq,ӗнер
806,einst::ADV,ataatsimik,пӗррехинче
807,einst::ADV,ilaanni,пӗррехинче
808,damals::ADV,taamani,ун чухне
809,damals::ADV,taamani,апла пулсан
810,damals::ADV,taamanikkut,ун чухне
811,damals::ADV,taamanikkut,апла пулсан
812,damals::ADV,taassumuunakkut,ун чухне
813,damals::ADV,taassumuunakkut,апла пулсан
814,danach::ADV,taava,унтан
815,vorher::ADV,siornagut,малтан
816,einmal::ADV,ilaanni,пӗррехинче
817,einmal::ADV,ataatsimik,пӗррехинче
818,manchmal::ADV,qaqutigu,хӑш чухне
819,manchmal::ADV,qaqutigut,хӑш чухне
820,oft::ADV,akulikitsumik,тӑтӑш
821,immer::ADV,tamatigut,ялан
822,hier::ADV,maani,кунта
823,hierhin::ADV,maani,кунта
824,dorthin::ADV,ikuuna,унта
825,dorthin::ADV,ikuuna,ҫавӑнта
826,geradeaus::ADV,narlumut,тикӗс
827,vorwärts::ADV,pilangavoc,малалла
828,rückwärts::ADV,kingumut,хыҫала
829,rückwärts::ADV,tunumut or tunummut,хыҫала
830,zurück::ADV,kingumut,каялла
831,zurück::ADV,tunumut or tunummut,каялла
832,unten::ADV,kana,аялта
833,hinab::ADV,qiviu,аялта
834,überall::ADV,tamaginni,таҫта та
835,überall::ADV,tamaginni,пур ҫӗрте те
836,überall::ADV,tamaginni,кирек ӑҫта та
837,überall::ADV,tamani tamaani,таҫта та
838,überall::ADV,tamani tamaani,пур ҫӗрте те
839,überall::ADV,tamani tamaani,кирек ӑҫта та
840,kaum::ADV,qaqutigorsuaq,аран
841,sehr::ADV,assut,питӗ
842,noch::ADV,qeratavoq,татах
843,schon::ADV,taava-una,ӗнтӗ
844,wieder::ADV,kingumut,каллех
845,vergebens::ADV,angiluk,харам
846,dies::PRN,manna,ку
847,dies::PRN,manna,ҫак
848,dies::PRN,matuma,ку
849,dies::PRN,matuma,ҫак
850,das::PRN,ua,ҫав
851,ich::PRN,uanga,эп
852,du::PRN,illit,эс
853,er::PRN,una,вӑл
854,wir::PRN,uagut,эпир
855,ihr::PRN,ilissi,эсир
856,sie::PRN,uku,вӗсем
857,was::FPRN,aat?,мӗн
858,was::FPRN,aat?,мӗскер
859,was::FPRN,aat?,мӗн те пулин
860,wer::FPRN,kikkut,кам
861,wo::FADV,sumi,ӑҫта
862,wohin::FADV,sumut,ӑҫта
863,wie::FADV,qanoq,епле
864,wie::FADV,qanoq,мӗнле
865,warum::FADV,sooq,ма
866,warum::FADV,sooq,мӗншӗн
867,wieviel::FNUM,qassit,миҫе
868,wieviel::FNUM,qanoq atsigisumik?,миҫе
869,eins::NUM,ataaseq,пӗр
870,eins::NUM,ataaseq,пӗрре
871,zwei::NUM,marluk,ик
872,zwei::NUM,marluk,икӗ
873,zwei::NUM,marluk,иккӗ
874,drei::NUM,pingasut,виҫ
875,drei::NUM,pingasut,виҫӗ
876,drei::NUM,pingasut,виҫҫӗ
877,vier::NUM,sisamat,тӑват
878,vier::NUM,qajuusat,тӑват
879,fünf::NUM,tallimat,пилӗк
880,fünf::NUM,tallimat,пиллӗк
881,sechs::NUM,arfineq,улт
882,sechs::NUM,arfineq,ултӑ
883,sechs::NUM,arfineq,улттӑ
884,sechs::NUM,arfinillit,улт
885,sechs::NUM,arfinillit,ултӑ
886,sechs::NUM,arfinillit,улттӑ
887,sieben::NUM,arfineq-marluk,ҫич
888,sieben::NUM,arfineq-marluk,ҫичӗ
889,sieben::NUM,arfineq-marluk,ҫиччӗ
890,acht::NUM,arfineq pingasut,сакӑр
891,acht::NUM,arfineq pingasut,саккӑр
892,neun::NUM,qulingiluat,тӑхӑр
893,neun::NUM,qulingiluat,тӑххӑр
894,neun::NUM,arfineq sisamat,тӑхӑр
895,neun::NUM,arfineq sisamat,тӑххӑр
896,zehn::NUM,qulit,вунӑ
897,zehn::NUM,qulit,вуннӑ
898,elf::NUM,aqqaneq,вун пӗр
899,zwölf::NUM,aqqaneq-marluk,вун ик
900,zwölf::NUM,aqqaneq-marluk,вун икӗ
901,zwölf::NUM,aqqaneq-marluk,вун иккӗ
902,zwanzig::NUM,tyve,ҫирӗм
903,dreißig::NUM,tredive,вӑтӑр
904,dreißig::NUM,pingasunik qulillit,вӑтӑр
905,vierzig::NUM,fyrre,хӗрӗх
906,fünfzig::NUM,halvtreds,аллӑ
907,fünfzig::NUM,tallimanik qulillit,аллӑ
908,sechzig::NUM,tres,утмӑл
909,siebzig::NUM,halvfjerds,ҫитмӗл
910,achtzig::NUM,firs,сакӑр вунӑ
911,achtzig::NUM,firs,сакӑр вуннӑ
912,neunzig::NUM,halvfems,тӑхӑр вун
913,neunzig::NUM,halvfems,тӑхӑр вунӑ
914,neunzig::NUM,halvfems,тӑхӑр вуннӑ
915,hundert::NUM,et hundrede,ҫӗр
916,tausend::NUM,et tusinde,пин
917,und::CNJ,aamma,та
918,oder::CNJ,imalluunnit,е
919,stehen::V,sikingavoq,тӑр
920,sitzen::V,ingippoq,лар
921,liegen::V,nalavoq,вырт
922,liegen::V,aqupivoq,вырт
923,hängen::V,nivinngarpaa,усӑнса тӑр
924,hängen::V,nivinngarpaa,ҫакӑнса тӑр
925,werden::V,pinngorpoq,пул
926,passieren::V,pivoq,пул
927,beginnen::V,aallarnerpaa,пуҫлан
928,enden::V,naggaserpaa,пӗт
929,enden::V,naggaserpaa,вӗҫлен
930,wechseln::V,immikkut ilivoq,улшӑн
931,untergehen[Sonne]::V,ilioqqaasoq,анса лар
932,scheinen[Sonne]::V,qinnorpoq,пӑх
933,scheinen[Sonne]::V,qinngorpoq,пӑх
934,donnern::V,kalleq,кӗмсӗртет
935,donnern::V,kalleq,авӑт
936,wehen::V,timmivoq,варкӑш
937,sich drehen::V,ipippaa,ҫаврӑн
938,schwanken::V,aalavoq,чӳхен
939,schwingen::V,issakajaat or issakatsiaarut,суллан
940,fallen::V,quasivaa,кип
941,fallen::V,quasivaa,тӳр кип
942,fallen::V,quasivaa,татӑлса ан
943,brennen::V,seerpoq,ҫун
944,brennen::V,uuppaa,ҫун
945,rauchen::V,pujoorpoq,мӑкӑрлан
946,rauchen::V,pujoorpoq,тӗтӗм кӑлар
947,regnen::V,siallerpoq,ҫумӑр ҫӑвать
948,gefrieren::V,qiulerpoq,шӑн
949,tauen::V,aappoq,ирӗл
950,schmelzen::V,aappoq,ирӗл
951,schmelzen::V,aatsippaa,ирӗл
952,trocknen::V,panerserpaa,тип
953,sieden::V,qalappoq,вӗре
954,reißen::V,qulli,ҫурӑл
955,reißen::V,alittorpaa,ҫурӑл
956,reißen::V,kimillanneq,ҫурӑл
957,versinken::V,kivivaa,пут
958,versinken::V,apparpoq,пут
959,vergehen::V,qaangerpaa,ирт
960,vergehen::V,sarsuppoq,ирт
961,erscheinen::V,takutippoq,курӑн
962,erscheinen::V,takutippoq,курӑнса кай
963,sinken::V,kivivaa,чак
964,sinken::V,apparpoq,чак
965,abnehmen::V,ikillipput,чак
966,zunehmen::V,allisippaa,пысӑклан
967,steigen::V,allisippaa,ҫӗклен
968,wachsen::V,allivoq,ӳс
969,glänzen::V,qinngorpoq,ҫиҫ
970,glänzen::V,qinnorpoq,ҫиҫ
971,funkeln::V,uisorilavoq,ялкӑш
972,funkeln::V,uisorilavoq,йӑлтӑртат
973,läuten::V,avilualaarpoq,шӑнкӑравла
974,klingeln::V,aviluarpoq,шӑнкӑравла
975,klingeln::V,aviluarpaluppoq,шӑнкӑравла
976,brausen::V,ittuk,ахӑр
977,brausen::V,ittuppoq,ахӑр
978,brausen::V,ittuppaluppoq,ахӑр
979,bellen::V,qiluppoq,вӗр
980,heulen::V,maarpoq,ула
981,heulen::V,maalavoq,ула
982,heulen::V,miaggoorpoq,ула
983,blasen::V,aporneq,вӗр
984,pfeifen::V,siggartartitsivoq,шӑхӑр
985,pfeifen::V,siorsulavoq,шӑхӑр
986,schreien::V,suaarpoq,кӑшкӑр
987,stöhnen::V,nipiliorpoq,йынӑш
988,stöhnen::V,nipilliorpoq,йынӑш
989,zittern::V,qarsulivik,чӗтре
990,leben::V,inuuvoq,пурӑн
991,geboren werden::V,inuuvoq,ҫурал
992,geboren werden::V,inunngorpoq,ҫурал
993,atmen::V,anersaarpoq,сывла
994,trinken::V,imerpoq,ӗҫ
995,essen::V,tamorpoq,ҫи
996,schlucken::V,tuluarnaq,ҫӑт
997,einschlafen::V,sinippoq,ыйха пут
998,einschlafen::V,sinippoq,ҫывӑрса кай
999,schlafen::V,sinik,ҫывӑр
1000,aufwachen::V,iterpoq,вӑран
1001,aufwachen::V,eqqumavoq,вӑран
1002,aufstehen::V,makippoq,тӑр
1003,sich erholen::V,qasuerserpoq,кан
1004,schmerzen::V,anneraa,сур
1005,schmerzen::V,anneraa,ырат
1006,schmerzen::V,annernarpoq,сур
1007,schmerzen::V,annernarpoq,ырат
1008,husten::V,quersorpoq,ӳсӗр
1009,genesen::V,ajunngissivoq,сывал
1010,genesen::V,ajunngissivoq,тӳрлен
1011,genesen::V,ilisimmarpoq,сывал
1012,genesen::V,ilisimmarpoq,тӳрлен
1013,genesen::V,ilorrippoq,сывал
1014,genesen::V,ilorrippoq,тӳрлен
1015,sterben::V,toquvoq,вил
1016,sich bewegen::V,ingerlavoq,куҫ
1017,sich setzen::V,ingippoq,лар
1018,laufen::V,arpappoq,ут
1019,schreiten::V,ingerlavoq,ут
1020,spazierengehen::V,utertakajaarpoq,уҫӑлса ҫӳре
1021,spazierengehen::V,utertakajaarpoq,уткаласа ҫӳре
1022,spazierengehen::V,utertakattajaarpoq,уҫӑлса ҫӳре
1023,spazierengehen::V,utertakattajaarpoq,уткаласа ҫӳре
1024,eilen::V,qaa qaa,васка
1025,eilen::V,qaa qaa,хыпалан
1026,eilen::V,qiilasaarpoq,васка
1027,eilen::V,qiilasaarpoq,хыпалан
1028,eilen::V,ingerlasaarpaa,васка
1029,eilen::V,ingerlasaarpaa,хыпалан
1030,sich beeilen::V,tuaviorpoq,васка
1031,sich beeilen::V,tuaviorpoq,хыпалан
1032,sausen::V,uiguut,ыткӑн
1033,sausen::V,uiguut,вӗҫтер
1034,rennen::V,igivoq,чуп
1035,springen::V,upernassaq,сик
1036,klettern::V,pilaakkeerpoq,улӑх
1037,schaukeln::V,aalavoq,йӳрӗн
1038,schwimmen::V,naluppoq,иш
1039,tauchen::V,allorpoq,чӑм
1040,rudern::V,ipuppaa,авӑс
1041,fahren::V,qimusserpoq,пыр
1042,fliegen::V,timmivoq,вӗҫ
1043,weggehen::V,piiarpoq,кай
1044,anhalten::V,unitsippaa,чарӑн
1045,hineingehen::V,timaappaa,кӗр
1046,eintreten::V,allattorpaa,кӗр
1047,kommen::V,qaa-,кил
1048,kommen::V,pivaa,кил
1049,ankommen::V,tikippoq,ҫит
1050,zurückkommen::V,angerlarpoq,таврӑн
1051,zurückkommen::V,angerlarpoq,каялла кил
1052,bleiben::V,uninngavoq,юл
1053,warten::V,paavoq,кӗт
1054,warten::V,utaqqivoq,кӗт
1055,suchen::V,nivivaa,шыра
1056,finden::V,nanivaa,туп
1057,versuchen::V,uuppaa,пикен
1058,versuchen::V,ussersarpaa,пикен
1059,vorbereiten::V,piareersarpaa,хатӗрле
1060,lieben::V,asavaa,юрат
1061,mögen::V,akaaraa,кӑмӑлла
1062,mögen::V,akaaraa,килӗштер
1063,rühren::V,qeerlerpaa,ҫулӑх
1064,weinen::V,qiavoq,йӗр
1065,weinen::V,qiavoq,макӑр
1066,schimpfen::V,qatimaarpoq,вӑрҫ
1067,schimpfen::V,qatimaarpoq,ятлаҫ
1068,sich ärgern::V,ugguutigaa,ҫиллен
1069,sich fürchten::V,eqqanaarpoq,шиклен
1070,fürchten::V,ersigaa,хӑра
1071,fliehen::V,qimaavoq,тар
1072,flüchten::V,allikarfigaa,чупса тар
1073,sehen::V,isigaa,кур
1074,ansehen::V,alaatsinaappaa,пӑх
1075,hören::V,tusarpaa,илт
1076,zuhören::V,naalappoq,итле
1077,zuhören::V,naalappoq,тӑнла
1078,riechen::V,tipippoq,шӑршла
1079,fühlen::V,misigaa,туй
1080,fühlen::V,misigaa,сис
1081,scheinen::V,takutippoq,туйӑн
1082,frieren::V,qiiavoq,йӳтен
1083,tun::V,iliorpoq,ту
1084,wollen::V,piumavaa,те
1085,anfangen::V,pilerpoq,пуҫла
1086,beenden::V,naggaserpaa,пӗтер
1087,aufhören::V,naammatsippaa,пӑрах
1088,öffnen::V,ammarpaa,уҫ
1089,schließen::V,matuaa,хуп
1090,stellen::V,ilivaa,ларт
1091,stellen::V,ilivaa,тӑрат
1092,stellen::V,iliorarpai,ларт
1093,stellen::V,iliorarpai,тӑрат
1094,stellen::V,ilioqqarpai,ларт
1095,stellen::V,ilioqqarpai,тӑрат
1096,setzen::V,iliorarpai,ларт
1097,setzen::V,ilioqqarpai,ларт
1098,legen::V,ilivaa,хур
1099,berühren::V,attorpaa,перӗн
1100,verbinden::V,taperserpaa,сып
1101,bedecken::V,iikkerpaa,вит
1102,bedecken::V,iikkersorpaa,вит
1103,aufhängen::V,inivaa,ҫак
1104,aufhängen::V,iniorarpai,ҫак
1105,anzünden::V,saggaavoq,ҫут
1106,aufheben::V,allisippaa,ҫӗкле
1107,zurücklassen::V,aallarpoq,манса хӑвар
1108,verlieren::V,annaavaa,ҫӗтер
1109,fallen lassen::V,nakkaavaa,ӳкер
1110,machen::V,iliorpoq,ту
1111,herstellen::V,anillatsippaa,ӑстала
1112,bauen::V,marrarterpaa,ту
1113,reparieren::V,iluarsaappaa,юса
1114,verbessern::V,naqqippaa,лайӑхлат
1115,graben::V,assappaa,чав
1116,graben::V,assappaa,чакала
1117,beugen::V,qappappoq,кукӑрт
1118,biegen::V,qappappoq,ав
1119,biegen::V,qappappoq,кукӑрт
1120,wenden::V,assappaa,ӳпӗнтер
1121,wenden::V,assakarpoq,ӳпӗнтер
1122,umdrehen::V,assakartippaa,ҫавӑр
1123,heben::V,kivippaa,хӑпарт
1124,hochheben::V,kissumiarpaa,йӑт
1125,ergreifen::V,isaappaa,тыт
1126,ergreifen::V,isaguppaa,тыт
1127,halten::V,minarpaa,тыт
1128,drücken::V,naqittaat,пус
1129,kratzen::V,qitsuppaa,хыр
1130,lecken::V,aluppaa,ҫула
1131,beißen::V,kiivaa,ҫырт
1132,beißen::V,kiivaa,хып
1133,abreißen::V,aqqarpaa,тат
1134,abreißen::V,isaterpaa,тат
1135,abschneiden::V,kipivaa,кас
1136,binden::V,kakkersarpaa,ҫых
1137,stecken::V,kussunneq,чик
1138,brechen::V,nallorpaa,хуҫ
1139,klopfen::V,pattappaa,такка
1140,hauen::V,aqivaa,шакка
1141,kleben::V,qaappoq,ҫыпӑҫтар
1142,reiben::V,tagiarpaa,сӑтӑр
1143,reiben::V,tangiarpaa,сӑтӑр
1144,streichen::V,erlerpoq,сӗр
1145,schleifen::V,sequppaa,хӑйра
1146,schneiden::V,uullivoq,кас
1147,schütteln::V,aalavoq,лӑка
1148,schütteln::V,aalavoq,силлентер
1149,schwenken::V,issarpoq,сулла
1150,füllen::V,immerpaa,тултар
1151,einwickeln::V,immoqquserpaa,чӗрке
1152,tragen::V,maqippaa,ҫӗкле
1153,tragen::V,assartorpoq,ҫӗкле
1154,schleppen::V,assartorpoq,сӗтӗр
1155,ziehen::V,kalippaa,тӑс
1156,ziehen::V,kalissarpoq,тӑс
1157,aufbewahren::V,toqqorpaa,усра
1158,werfen::V,kuivaa,пӑрах
1159,fangen::V,anguaa,тыт
1160,verstecken::V,anngigaa,пытарса хур
1161,teilen::V,agguut,уйӑр
1162,teilen::V,agguut,пайла
1163,teilen::V,agguusersorpaa,уйӑр
1164,teilen::V,agguusersorpaa,пайла
1165,schicken::V,nassiuppaa,яр
1166,bringen::V,aggiuppaa,кӳр
1167,bringen::V,nassataraa,кӳр
1168,bekommen::V,tiguaa,ил
1169,bekommen::V,tiguaa,туян
1170,erhalten::V,tiguaa,ил
1171,erhalten::V,tiguaa,туян
1172,nehmen::V,pivoq,ил
1173,nehmen::V,tiguaa,ил
1174,bewahren::V,sukkunik simerserpaa,упра
1175,verderben::V,asiutippaa,пӑс
1176,verderben::V,piuneerunnerit,пӑс
1177,zerbrechen::V,ukuvoq,ват
1178,zerbrechen::V,ukuvoq,ҫӗмӗр
1179,zerreißen::V,tisavaa,ҫур
1180,zerreißen::V,alittorpaa,ҫур
1181,zerstören::V,aserorpaa,иш
1182,verbrennen::V,seerpoq,ҫунтар
1183,geben::V,pivoq,пар
1184,versprechen::V,neriorsorpaa,тума пул
1185,versprechen::V,neriorsorpaa,сӑмах пар
1186,wünschen::V,kissaat,сун
1187,loben::V,nersorpaa,ырла
1188,loben::V,nersornaat,ырла
1189,küssen::V,kunippaa,чуп ту
1190,küssen::V,kunissorpaa,чуп ту
1191,zudecken::V,majorpaa,вит
1192,wecken::V,itersarpaa,вӑрат
1193,zeigen::V,tikkuuppaa,кӑтарт
1194,führen::V,tasissiuppaa,илсе пыр
1195,führen::V,tasissiuppaa,ҫавӑтса пыр
1196,führen::V,ilitsersorpaa,илсе пыр
1197,führen::V,ilitsersorpaa,ҫавӑтса пыр
1198,führen::V,tasissersuuppaa,илсе пыр
1199,führen::V,tasissersuuppaa,ҫавӑтса пыр
1200,lehren::V,ilinniartippaa,вёрент
1201,unterrichten::V,ajoqerpaa,вёрент
1202,unterrichten::V,ajoqersorpaa,вёрент
1203,unterrichten::V,ilinniartitsivoq,вёрент
1204,aufziehen::V,inororsarpaa,вӗрент
1205,leiten::V,iluatsippaa,тытса пыр
1206,antreiben::V,ikusimmippaa,васкат
1207,einladen::V,qaaqquaa,чӗн
1208,einladen::V,qaasarpaa,чӗн
1209,vereinigen::V,taperserpaa,пӗрлештер
1210,besuchen::V,tikeraarpaa,ҫит
1211,besuchen::V,tikeraarpaa,кӗрсе кур
1212,treffen::V,aporappaa,тӗл пул
1213,sich versammeln::V,majorpoq,пуҫтарӑн
1214,spielen::V,pinnguarpoq,выля
1215,singen::V,erinarsorpoq,юрла
1216,tanzen::V,qitippoq,ташла
1217,sich trennen::V,immikkoortippaa,уйрӑл
1218,retten::V,annaappaa,ҫӑл
1219,schützen::V,eriagaa,сыхла
1220,schützen::V,pineqartaalivaa,сыхла
1221,schießen::V,aallaavaa,пер
1222,schießen::V,piseriuppaa,пер
1223,ärgern::V,ninngassarpaa,тарӑхтар
1224,ärgern::V,ninngassarpaa,ҫиллентер
1225,ärgern::V,ninngassaarpaa,тарӑхтар
1226,ärgern::V,ninngassaarpaa,ҫиллентер
1227,schlagen::V,unatarpaa,ҫап
1228,treten::V,tukerpoq,тап
1229,stechen::V,iguppaa,чик
1230,stechen::V,qasilippoq,чик
1231,stoßen::V,ikuserpaa,чыш
1232,stoßen::V,ikusimmippaa,чыш
1233,stehlen::V,tillippaa,вӑрла
1234,stören::V,akornuserpaa,кансӗрле
1235,verbergen::V,anngigaa,пытар
1236,betrügen::V,peqquserluttuliorfigaa,ултала
1237,töten::V,maappaa,вӗлер
1238,töten::V,toquppaa,вӗлер
1239,wohnen::V,najugaqarpoq,чуна пар
1240,wohnen::V,najugaqarpoq,парӑнса тӑр
1241,arbeiten::V,sulivoq,ӗҫле
1242,sammeln::V,katersorpai,пух
1243,jagen::V,piniarpoq,сунара ҫӳре
1244,fischen::V,aalisarpoq,пулӑ тыт
1245,anbinden::V,qilerut,кӑкар
1246,anbinden::V,qilersorpaa,кӑкар
1247,anbinden::V,ungerlatserpaa,кӑкар
1248,füttern::V,nerlerpaa,ҫитер
1249,gießen::V,imerterpaa,шӑвар
1250,kochen::V,igavoq,пӗҫер
1251,braten::V,siappaa,ӑшала
1252,umrühren::V,qeerlerpaa,хутӑштар
1253,färben::V,misuppaa,пӗвет
1254,reinigen::V,sanniarpaa,тасат
1255,waschen::V,asappaa,ҫу
1256,abwischen::V,saligarpaa,шӑл
1257,abwischen::V,saligartorpaa,шӑл
1258,fegen::V,sanngiarpaa,шӑл
1259,baden::V,uffarpoq,шыва кӗр
1260,sich waschen::V,uffarpoq,ҫӑвӑн
1261,ausziehen::V,annoraajarpaa,салан
1262,anziehen::V,ativaa,тӑхӑн
1263,anziehen::V,atitippaa,тӑхӑн
1264,sich anziehen::V,atisalersorpoq,тӑхӑн
1265,sagen::V,oqarpoq,те
1266,sprechen::V,oqaluttarpoq,кала
1267,reden::V,oqaluppoq,сӑмахла
1268,reden::V,oqaluppoq,калаҫ
1269,fragen::V,aperaa,ыйт
1270,bitten::V,aperaa,ыйт
1271,bitten::V,qinnuigaa,ыйт
1272,erzählen::V,oqaluttuaraa,каласа пар
1273,mitteilen::V,oqalualaarpoq,пӗлтер
1274,mitteilen::V,oqalualaarpoq,хыпарла
1275,rufen::V,qaaqquaa,чӗн
1276,prahlen::V,oqqartuvoq,мухтан
1277,prahlen::V,oqqartuvoq,вӗҫкӗнлен
1278,prahlen::V,oqallortuvoq,мухтан
1279,prahlen::V,oqallortuvoq,вӗҫкӗнлен
1280,übersetzen::V,ikaarpoq,куҫар
1281,übersetzen::V,nutserpaa,куҫар
1282,denken::V,isumaqarpoq,шухӑшла
1283,glauben::V,upperaa,ӗнен
1284,glauben::V,isumaqarpoq,ӗнен
1285,erkennen::V,ilisaraa,палла
1286,verstehen::V,paasivaa,пӗл
1287,lernen::V,ilinniarpoq,вӗрен
1288,wissen::V,nalunngilaa,пӗл
1289,wissen::V,nalunngilaa,ӑнкар
1290,sich erinnern an::V,eqqaavaa,аса ил
1291,vergessen::V,puiorpaa,ман
1292,vergessen::V,puiorpaa,манса кай
1293,messen::V,ussersarpaa,виҫ
1294,zählen::V,kisitsivoq,шутла
1295,rechnen::V,kisitsivoq,шутла
