,Concept_ID,kn,it
223,Kind::N,ಮಗು,bambino
224,Junge::N,ಹುಡುಗ,ragazzo
225,Mädchen::N,ಹುಡುಗಿ,ragazza
226,Familie::N,ಕುಟುಂಬ,famiglia
227,Großvater::N,ಅಜ್ಜ,nonno
228,Großmutter::N,ಅಮ್ಮ,nonna
229,Eltern::N,ಹೆತ್ತವರು,genitori
230,Vater::N,ತಂದೆ,padre
231,Mutter::N,ಅಮ್ಮ,madre
232,Sohn::N,ಮಗ ,figlio
233,Tochter::N,ಮಗಳು,figlia
234,Bruder::N,ತಮ್ಮ,fratello
235,Schwester::N,ತಂಗಿ,sorella
236,Onkel::N,ಸೋದರಮಾವ,zio
237,Onkel::N,ದೊಡ್ಡಪ್ಪ,zio
238,Tante::N,ಚಿಕ್ಕಮ್ಮ,zia
239,Ehemann::N,ಗಂಡ,marito
240,Ehefrau::N,ಹೆಂಡತಿ,moglie
241,Freude::N,ನಲಿವು,gioia
242,Freude::N,ನಲಿವು,piacere
243,Gelächter::N,ನಗೆ,risata
244,Glück::N,ಆನಂದ,felicità
245,Kummer::N,ದುಃಖ,afflizione
246,Wunsch::N,ಬಯಕೆ,desiderio
247,Lust::N,ಇಷ್ಟ,voglia
248,Geist::N,ಆತ್ಮ,mente
249,Geist::N,ಆತ್ಮ,spìrito
250,Gedanke::N,ಯೋಚನೆ,idea
251,Gedanke::N,ಯೋಚನೆ,pensiero
252,Gedächtnis::N,ಸ್ಮರಣೆ,memoria
253,Verstand::N,ಮನಸ್ಸು,intelletto
254,Sinn::N,ಅರ್ಥ,senso
255,Sinn::N,ಅರ್ಥ,significato
256,Grund::N,ಕಾರಣ,causa
257,Grund::N,ಕಾರಣ,motivo
258,Grund::N,ಕಾರಣ,ragione
259,Wahrheit::N,ಸತ್ಯ,verità
260,Gespräch::N,ಸಂಭಾಷಣೆ,discorso
261,Gespräch::N,ಸಂಭಾಷಣೆ,conversazione
262,Märchen::N,ಸುಳ್ಳು ಕಥೆ,fiaba
263,Märchen::N,ಸುಳ್ಳು ಕಥೆ,fàvola
264,Erzählung::N,ಕಥೆ,racconto
265,Erzählung::N,ಕಥೆ,narrazione
266,Nachricht::N,ಸಂದೇಶ,messaggio
267,Neuigkeit::N,ಸುದ್ದಿ,notizia
268,Name::N,ಹೆಸರು,nome
269,Rätsel::N,ಒಗಟು,indovinello
270,Rede::N,ಮಾತು,discorso
271,Sprache::N,ಭಾಷೆ,lingua
272,Sprache::N,ಭಾಷೆ,linguaggio
273,Stimme::N,ಧ್ವನಿ,voce
274,Wort::N,ಮಾತು,parola
275,Zeichen::N,ಗುರುತು,segno
276,Zeichen::N,ಗುರುತು,segnale
277,Ruf::N,ಕೂಗು,chiamata
278,Lärm::N,ಸದ್ದು,chiasso
279,Lärm::N,ಸದ್ದು,strèpito
280,Laut::N,ಶಬ್ದ,suono
281,Ton::N,ನಾದ,tono
282,Lied::N,ಗಾನ,canto
283,Lied::N,ಗಾನ,canzone
284,Ruhe::N,ಶಾಂತಿ,calma
285,Ruhe::N,ಶಾಂತಿ,tranquillità
286,Leute::N,ಮಂದಿ,gente
287,Volk::N,ಜನಾಂಗ,pòpolo
288,Arbeit::N,ಕೆಲಸ,lavoro
289,Gast::N,ಅತಿಥಿ,òspite
290,Gast::N,ಅತಿಥಿ,invitato
291,Geschenk::N,ಕಾಣಿಕೆ,regalo
292,Spiel::N,ಆಟ,gioco
293,Gesellschaft::N,ಸಂಗ,compagnìa
294,Hilfe::N,ಸಹಾಯ,aiuto
295,Hilfe::N,ಸಹಾಯ,soccorso
296,Freund::N,ಸ್ನೇಹಿತ,amico
297,Kamerad::N,ಜೊತೆಗಾರ,camerata
298,Angelegenheit::N,ವಿಚಾರ,affare
299,Angelegenheit::N,ವಿಚಾರ,faccenda
300,Anzahl::N,ಎಣಿಕೆ,nùmero
301,Anzahl::N,ಎಣಿಕೆ,quantità
302,Art::N,ತರ,tipo
303,Art::N,ತರ,specie
304,Stück::N,ತುಂಡು,pezzo
305,Teil::N,ಭಾಗ,parte
306,Hälfte::N,ಅರ್ಧ,metà
307,Kreis::N,ವೃತ್ತ,cìrcolo
308,Kreuz::N,ಶಿಲುಬೆ,croce
309,Linie::N,ರೀಖೆ,lìnea
310,Strich::N,ಗೀಟು,tratto
311,Abstand::N,ಅಂತರ,distanza
312,Entfernung::N,ದೂರ,distanza
313,Entfernung::N,ದೂರ,lontananza
314,Gegend::N,ವಿಸ್ತೀರ್ಣ,regione
315,Platz::N,ಅಂತರ,posto
316,Platz::N,ಅಂತರ,spazio
317,Ort::N,ಸ್ಥಳ,luogo
318,Ort::N,ಸ್ಥಳ,località
319,Seite::N,ಪಕ್ಷ,lato
320,Seite::N,ಪಕ್ಷ,parte
321,Mitte::N,ನಡು,mezzo
322,Mitte::N,ನಡು,centro
323,Gegenstand::N,ವಸ್ತು,oggetto
324,Sache::N,ವಸ್ತು,cosa
325,Rand::N,ಅಂಚು,orlo
326,Rand::N,ಅಂಚು,bordo
327,Kante::N,ಅಂಚು,spìgolo
328,Ecke::N,ಮೂಲೆ,canto
329,Spitze::N,ತುದಿ,punta
330,Ende::N,ಕೊನೆ,capo
331,Ende::N,ಕೊನೆ,estremità
332,Loch::N,ತೂತು,buco
333,Winkel::N,ಕೋನ,àngolo
334,Muster::N,ನಮೂನೆ,disegno
335,Größe::N,ಪ್ರಮಾಣ,taglia
336,Größe::N,ಪ್ರಮಾಣ,grandezza
337,Länge::N,ಉದ್ದ,lunghezza
338,Höhe::N,ಎತ್ತರ,altezza
339,Gewicht::N,ತೂಕ,peso
340,Menge::N,ಮೊತ್ತ,quantità
341,Haufen::N,ರಾಶಿ,cùmulo
342,Haufen::N,ರಾಶಿ,mucchio
343,Reihe::N,ಸಾಲು,fila
344,Boot::N,ದೋಣಿ,barca
345,Boot::N,ದೋಣಿ,battello
346,Ruder::N,ಹುಟ್ಟು,remo
347,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,slitta
348,Ski::N,ಜಾರುಪಟ್ಟಿ,sci
349,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,falò
350,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,fuoco di bivacco
351,Last::N,ಹೊರೆ,càrico
352,Gang::N,ತಿರುಗಾಟ,andata
353,Schritt::N,ಹೆಜ್ಜೆ,passo
354,Norden::N,ಉತ್ತರ,nord
355,Norden::N,ಉತ್ತರ,settentrione
356,Süden::N,ದಕ್ಷಿಣ,sud
357,Süden::N,ದಕ್ಷಿಣ,meridione
358,Westen::N,ಪಶ್ಚಿಮ,òvest
359,Westen::N,ಪಶ್ಚಿಮ,occidente
360,Osten::N,ಮೂಡಲು,est
361,Osten::N,ಮೂಡಲು,oriente
362,Holz::N,ಚೌಬೀನೆ,legno
363,Brett::N,ಹಲಗೆ,asse
364,Brett::N,ಹಲಗೆ,tàvola
365,Platte::N,ಹಲಗೆ,lastra
366,Platte::N,ಹಲಗೆ,piastra
367,Stütze::N,ಆಸರೆ,supporto
368,Stange::N,ಕಂಬ,sbarra
369,Stange::N,ಕಂಬ,pèrtica
370,Stock::N,ಕೋಲು,verga
371,Stock::N,ಕೋಲು,bastone
372,Stock::N,ಕೋಲು,bacchetta
373,Stab::N,ದೊಣ್ಣೆ,asta
374,Rohr::N,ನಳಿಕೆ,tubo
375,Haus::N,ಮನೆ,casa
376,Heim::N,ಗೃಹ,casa
377,Ofen::N,ಒಲೆ,stufa
378,Fußboden::N,ನೆಲ,pavimento
379,Tisch::N,ಮೇಜು,tàvolo
380,Stuhl::N,ಕುರ್ಚಿ,sedia
381,Wiege::N,ತೊಟ್ಟಿಲು,culla
382,Bett::N,ಹಾಸಿಗೆ,letto
383,Regal::N,ಬೀರು,scaffale
384,Kiste::N,ಪಟ್ಟಿಗೆ,cassa
385,Fenster::N,ಕಿಟಕಿ,finestra
386,Tür::N,ಬಾಗಿಲು,porta
387,Tor::N,ಹೆಬ್ಬಾಗಿಲು,portone
388,Zaun::N,ಬೇಲಿ,recinto
389,Dach::N,ಮಾಳಿಗೆ,tetto
390,Leiter::N,ಏಣಿ,scala
391,Leiter::N,ಏಣಿ,scala a pioli
392,Besen::N,ಪೊರಕೆ,scopa
393,Spaten::N,ಗುದ್ದಲಿ,vanga
394,Schaufel::N,ಸನಿಕೆ,pala
395,Gabel::N,ಕವಲು,forchetta
396,Löffel::N,ಚಮಚ,cucchiaio
397,Messer::N,ಚಾಕು,coltello
398,Nagel::N,ಆಣಿ,chiodo
399,Netz::N,ಬಲೆ,rete
400,Haken::N,ಕೊಂಡಿ,uncino
401,Griff::N,ಹಿಡಿ,mànico
402,Griff::N,ಹಿಡಿ,maniglia
403,Schloss::N,ವೀಗ,serratura
404,Bild::N,ಚಿತ್ರ,quadro
405,Bild::N,ಚಿತ್ರ,immàgine
406,Figur::N,ಆಕಾರ,figura
407,Puppe::N,ಗೊಂಬೆ,bàmbola
408,Beutel::N,ಸಂಚಿ,borsa
409,Beutel::N,ಸಂಚಿ,sacchetto
410,Bündel::N,ಕಟ್ಟು,fascio
411,Bündel::N,ಕಟ್ಟು,fagotto
412,Tasche::N,ಚೀಲ,borsa
413,Eimer::N,ಬಾನೆ,secchio
414,Deckel::N,ಮುಚ್ಚಳ,coperchio
415,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,stoviglie
416,Sack::N,ಮೂಟೆ,sacco
417,Tasse::N,ಬಟ್ಟಲು,tazza
418,Topf::N,ಮಡಕೆ,pèntola
419,Kessel::N,ಕೆಟಲ್,paiolo
420,Kessel::N,ಕೆಟಲ್,calderone
421,Essen::N,ಊಟ,pasto
422,Essen::N,ಊಟ,mangiare
423,Nahrung::N,ಆಹಾರ,cibo
424,Nahrung::N,ಆಹಾರ,alimento
425,Speise::N,ಊಟ,piatto
426,Fleisch::N,ಮಾಂಸ,carne
427,Getreide::N,ಧಾನ್ಯ,cereali
428,Brei::N,ಗಂಜಿ,purè
429,Brei::N,ಗಂಜಿ,pappa
430,Brot::N,ರೊಟ್ಟಿ,pane
431,Scheibe::N,ಹೋಳು,fetta
432,Scheibe::N,ಹೋಳು,trancia
433,Fett::N,ಕೊಬ್ಬು,grasso
434,Butter::N,ಬೆಣ್ಣೆ,burro
435,Öl::N,ಎಣ್ಣೆ,olio
436,Salz::N,ಉಪ್ಪು,sale
437,Suppe::N,ಎಸರು,zuppa
438,Suppe::N,ಎಸರು,minestra
439,Honig::N,ಮಧು,miele
440,Milch::N,ಹಾಲು,latte
441,Tee::N,ಚಹ,tè
442,Leder::N,ಚಕ್ಕಳ,pelle
443,Wolle::N,ಉಣ್ಣೆ,lana
444,Stoff::N,ಬಟ್ಟೆ,panno
445,Stoff::N,ಬಟ್ಟೆ,tessuto
446,Nadel::N,ಸೂಜಿ,ago
447,Faden::N,ದಾರ,filo
448,Knopf::N,ಗುಂಡು,bottone
449,Knoten::N,ಗಂಟು,nodo
450,Farbe::N,ಬಣ್ಣ,pittura
451,Kleidung::N,ಅರಿವೆ,vestiti
452,Kleidung::N,ಅರಿವೆ,vestiario
453,Hemd::N,ಅಂಗಿ,camicia
454,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,bàvero
455,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,colletto
456,Ärmel::N,ತೋಳು,mànica
457,Hose::N,ಇಜಾರ,calzoni
458,Gürtel::N,ಬೆಲ್ಟು,cintura
459,Mütze::N,ಟೋಪಿ,berretto
460,Schuh::N,ಪಾದರಕ್ಷೆ,scarpa
461,Stiefel::N,ಬೂಟು,stivale
462,Ring::N,ಉಂಗುರ,anello
463,Band::N,ರಿಬ್ಬನ್,nastro
464,Band::N,ರಿಬ್ಬನ್,fettuccia
465,Kamm::N,ಹಣಿಗೆ,pèttine
466,Spiegel::N,ಕನ್ನಡಿ,specchio
467,Riemen::N,ಬಾರು,cinghia
468,Schnur::N,ಹುರಿ,corda
469,Leine::N,ಹಗ್ಗ,guinzaglio
470,Decke::N,ಕಂಬಳಿ,coperta
471,Kissen::N,ದಿಂಬು,cuscino
472,Kissen::N,ದಿಂಬು,guanciale
473,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,fazzoletto
474,Handtuch::N,ಚೌಕ,asciugamano
475,Kraft::N,ಬಲ,forza
476,Stärke::N,ಶಕ್ತಿ,forza
477,Stärke::N,ಶಕ್ತಿ,vigore
478,Stärke::N,ಶಕ್ತಿ,fortezza
479,Gesundheit::N,ಆರೋಗ್ಯ,salute
480,Krankheit::N,ರೋಗ,malattìa
481,Schmerz::N,ನೋವು,dolore
482,Wunde::N,ಗಾಯ,piaga
483,Wunde::N,ಗಾಯ,ferita
484,Fieber::N,ಜ್ವರ,febbre
485,Arznei::N,ಔಷಧ,fàrmaco
486,Arznei::N,ಔಷಧ,medicina
487,Brücke::N,ಸೇತುವೆ,ponte
488,Brunnen::N,ಬಾವಿ,pozzo
489,Weide::N,ಗೋಮಾಳ,pàscolo
490,Pfad::N,ದಾರಿ,sentiero
491,Weg::N,ಹಾದಿ,via
492,Weg::N,ಹಾದಿ,cammino
493,Straße::N,ರಸ್ತೆ,strada
494,Dorf::N,ಹಳ್ಳಿ,paese
495,Dorf::N,ಹಳ್ಳಿ,villaggio
496,Stadt::N,ಪಟ್ಟಣ,città
497,Brief::N,ಕಾಗದ,lèttera
498,Buch::N,ಪುಸ್ತಕ,libro
499,Buchstabe::N,ಅಕ್ಷರ,lèttera
500,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,giornale
501,Leben::N,ಜೀವನ,vita
502,Tod::N,ಮರಣ,morte
503,Grab::N,ಗೋರಿ,tomba
504,Grab::N,ಗೋರಿ,sepolcro
505,Kirche::N,ಚರ್ಚು,chiesa
506,Sünde::N,ಪಾಪ,peccato
507,Gott::N,ದೇವರು,dio
508,Arbeiter::N,ಕೆಲಸಗಾರ,operaio
509,Arbeiter::N,ಕೆಲಸಗಾರ,lavoratore
510,Chef::N,ದಣಿ,capo
511,Chef::N,ದಣಿ,padrone
512,Meister::N,ಶಿಕ್ಷಕ,mastro
513,Meister::N,ಶಿಕ್ಷಕ,maestro
514,Arzt::N,ವೈದ್ಯ,mèdico
515,Arzt::N,ವೈದ್ಯ,dottore
516,Lehrer::N,ಉಪಾಧ್ಯಾಯ,professore
517,Geld::N,ಹಣ,soldi
518,Geld::N,ಹಣ,denaro
519,Geschäft::N,ವಾಣಿಜ್ಯ,affare
520,Geschäft::N,ವಾಣಿಜ್ಯ,negozio
521,Laden::N,ಅಂಗಡಿ,negozio
522,Preis::N,ಬೆಲೆ,prezzo
523,Ware::N,ಸರಕು,merce
524,Nutzen::N,ಲಾಭ,ùtile
525,Nutzen::N,ಲಾಭ,profitto
526,Reichtum::N,ಸಂಪತ್ತು,ricchezza
527,Welt::N,ಭೂಲೋಕ,mondo
528,Land::N,ದೇಶ,paese
529,Staat::N,ರಾಜ್ಯ,Stato
530,König::N,ರಾಜ,re
531,Macht::N,ಅಧಿಕಾರ,potere
532,Grenze::N,ಗಡಿ,confine
533,Grenze::N,ಗಡಿ,frontiera
534,Krieg::N,ಯುದ್ಧ,guerra
535,Feind::N,ಶತ್ರು,nemico
536,Gewalt::N,ಹಿಂಸೆ,violenza
537,Kampf::N,ಹೋರಾಟ,lotta
538,Bogen[Waffe]::N,ಬಿಲ್ಲು,arco
539,Pfeil::N,ಅಂಬು,freccia
540,Gewehr::N,ಬಂದೂಕು,fucile
541,Fehler::N,ತಪ್ಪು,errore
542,Fehler::N,ತಪ್ಪು,sbaglio
543,Lüge::N,ಸುಳ್ಳು,bugìa
544,Lüge::N,ಸುಳ್ಳು,menzogna
545,Schaden::N,ಹಾನಿ,danno
546,Unglück::N,ಅಪಾಯ,sfortuna
547,Schuld::N,ದೋಷ,colpa
548,Alter::N,ಮುಪ್ಪು,età
549,Schluss::N,ಮುಕ್ತಾಯ,fine
550,Zeit::N,ಕಾಲ,tempo
551,Tag::N,ದಿನ,giorno
552,Tag::N,ದಿನ,giornata
553,Morgen::N,ಮುಂಜಾನೆ,mattina
554,Mittag::N,ನಡುಹಗಲು,mezzogiorno
555,Abend::N,ಸಂಜೆ,sera
556,Abend::N,ಸಂಜೆ,serata
557,Nacht::N,ರಾತ್ರಿ,notte
558,Woche::N,ವಾರ,settimana
559,Monat::N,ತಿಂಗಳು,mese
560,Jahr::N,ಸಂವತ್ಸರ,anno
561,Frühling::N,ವಸಂತ,primavera
562,Sommer::N,ಬಿಸಿಲುಕಾಲ,estate
563,Herbst::N,ಶರತ್ಕಾಲ,autunno
564,Winter::N,ಚಳಿಗಾಲ,inverno
565,Januar::N,ನಾಲ್ಚಳಿ,gennaio
566,Februar::N,ಅಯ್ಚಳಿ,febbraio
567,März::N,ಮೊಬ್ಬೇಸಿಗೆ,marzo
568,April::N,ಇಬ್ಬೇಸಿಗೆ,aprile
569,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,maggio
570,Juni::N,ಮೊಮ್ಮಳೆ,giugno
571,Juli::N,ಇಮ್ಮಳೆ,luglio
572,August::N,ಮುಮ್ಮಳೆ,agosto
