,Concept_ID,la,hy
61,Geschmack::N,gustus,բուրմունք
62,Geruch::N,odor,հոտ
63,Geruch::N,odor,բուրում
64,Schlaf::N,somnus,քուն
65,Traum::N,somnium,երազ
66,Himmel::N,caelum,երկինք
67,Sonne::N,sol,արեւ
68,Mond::N,luna,լուսին
69,Stern::N,sidus,աստղ
70,Stern::N,stella,աստղ
71,Luft::N,aer,օդ
72,Wind::N,ventus,քամի
73,Welle::N,unda,ալիք
74,Wasser::N,aqua,ջուր
75,Stein::N,lapis,քար
76,Boden::N,solum,գետին
77,Erde::N,terra,հող
78,Staub::N,pulvis,փոշի
79,Rauch::N,fumus,ծուխ
80,Funke::N,scintilla,կայծ
81,Feuer::N,ignis,կրակ
82,Feuer::N,ignis,հրդեհ
83,Licht::N,lux,լույս
84,Licht::N,lumen,լույս
85,Schatten::N,umbra,ստվեր
86,Wetter::N,caelum,եղանակ
87,Wetter::N,tempestas,եղանակ
88,Nebel::N,nebula,մեգ
89,Nebel::N,nebula,մառախուղ
90,Wolke::N,nubes,ամպ
91,Regen::N,imber,անձրև
92,Regen::N,pluvia,անձրև
93,Schnee::N,nix,ձյուն
94,Eis::N,glacies,սառույց
95,Frost::N,gelu,սառնամանիք
96,Kälte::N,frigus,դող
97,Hitze::N,calor,շոգ
98,Hitze::N,aestus,շոգ
99,Raureif::N,pruina,ցօղեղեամ
100,Regenbogen::N,arcus,ծիածան
101,Donner::N,tonitrus,որոտ
102,Strömung::N,fluctus,հոսանք
103,Tropfen::N,gutta,կաթիլ
104,Schaum::N,spuma,փրփուր
105,Schmutz::N,sordes,կեղտ
106,Schmutz::N,squalor,կեղտ
107,See::N,lacus,լիճ
108,Sumpf::N,palus,ճահիճ
109,Moor::N,palus,ճահիճ
110,Wiese::N,pratum,մարգագետին
111,Wald::N,silva,անտառ
112,Hügel::N,collis,բլուր
113,Anhöhe::N,specula,բարձունք
114,Berg::N,mons,լեռ
115,Gipfel::N,vertex,գագաթ
116,Gipfel::N,vertex,կատար
117,Höhle::N,caverna,քարայր
118,Höhle::N,spelunca,քարայր
119,Abhang::N,declivum,լանջ
120,Abhang::N,declivum,զառիվայր
121,Quelle::N,fons,աղբյուր
122,Bach::N,rivus,վտակ
123,Fluss::N,flumen,գետ
124,Ufer::N,ripa,ծովափ
125,Küste::N,litus,ափ
126,Küste::N,litus,ծովափ
127,Festland::N,continens,ցամաք
128,Meer::N,mare,ծով
129,Bucht::N,sinus,հաչիւն
130,Insel::N,insula,վղզի
131,Blume::N,flos,ծաղիկ
132,Gras::N,herba,խոտ
133,Gras::N,gramen,խոտ
134,Wurzel::N,radix,արմատ
135,Baum::N,arbor,ծառ
136,Stamm::N,truncus,իրան
137,Rinde::N,cortex,կեղեւ
138,Rinde::N,cortex,հաչոց
139,Ast::N,ramus,ճյուղ
140,Zweig::N,ramus,ճյուղ
141,Blatt::N,folium,տերեւ
142,Birke::N,betulla,ցարասի
143,Kiefer[Baum]::N,pinus,սոճի
144,Weide[Baum]::N,salix,ուռենի
145,Tanne::N,abies,եղեւին
146,Horn::N,cornu,
147,Feder::N,penna,փետուր
148,Fell::N,pellis,մորթի
149,Flügel::N,ala,թեւ
150,Klaue::N,unguis,չանչ
151,Kralle::N,unguis,ճանկ
152,Schwanz::N,cauda,պոչ
153,Ei::N,ovum,ձու
154,Nest::N,nidus,բույն
155,Bau::N,cavum,որջ
156,Bau::N,cavum,բայոց
157,Bau::N,latibulum,որջ
158,Bau::N,latibulum,բայոց
159,Tier::N,bestia,կենդանի
160,Herde::N,grex,հոտ
161,Kuh::N,vacca,կով
162,Bulle::N,taurus,ցուլ
163,Pferd::N,equus,ձի
164,Schaf::N,ovis,ոչխար
165,Schwein::N,sus,խոզ
166,Schwein::N,porcus,խոզ
167,Hund::N,canis,շուն
168,Katze::N,felis,կատու
169,Bär::N,ursus,արջ
170,Eichhörnchen::N,sciurus,սկյուռ
171,Elch::N,alces,հիւսիսային եղջերու
172,Fuchs::N,vulpes,աղվես
173,Hase::N,lepus,նապաստակ
174,Maus::N,mus,մուկ
175,Wolf::N,lupus,գայլ
176,Vogel::N,avis,թռչուն
177,Schwarm::N,examen,երամ
178,Huhn::N,gallina,հավ
179,Hahn::N,gallus,աքաղաղ
180,Gans::N,anser,սագ
181,Adler::N,aquila,արծիվ
182,Ente::N,anas,բադ
183,Eule::N,ulula,բու
184,Eule::N,noctua,բու
185,Kranich::N,grus,կռունկ
186,Krähe::N,cornix,ագռավ
187,Kuckuck::N,cuculus,կուկու
188,Schwan::N,olor,կարապ
189,Schwan::N,cycnus,կարապ
190,Fisch::N,piscis,ձուկ
191,Barsch::N,perca,պերկես
192,Hecht::N,esox,գայլաձուկ
193,Schlange[Tier]::N,serpens,օձ
194,Wurm::N,vermis,որդ
195,Wurm::N,vermis,ճիճու
196,Spinne::N,aranea,սարդ
197,Ameise::N,formica,միջյուն
198,Laus::N,pediculus,ոջիլ
199,Mücke::N,culex,մժղուկ
200,Fliege::N,musca,ճանճ
201,Schmetterling::N,papilio,թիթեռ
202,Beere::N,baca,հատապտուղ
203,Apfel::N,malum,խնձոր
204,Pilz::N,fungus,սունկ
205,Zwiebel::N,cepa,սոխ
206,Saat::N,seges,սերմ
207,Korn::N,granum,հատիկ
208,Heu::N,faenum,խոտ
209,Schale::N,putamen,կեղեւ
210,Grube::N,fovea,փոս
211,Falle::N,pedica,ծուղակ
212,Schlinge::N,laqueus,խեղդան
213,Spur::N,vestigium,հետք
214,Asche::N,cinis,մոխիր
215,Dreck::N,lutum,աղտ
216,Eisen::N,ferrum,երկաթ
217,Gold::N,aurum,ոսկի
218,Silber::N,argentum,արծաթ
219,Kohle::N,carbo,քարածուխ
220,Glas::N,vitrum,ապակի
221,Lehm::N,lutum,կավ
222,Sand::N,arena,ավազ
223,Mensch::N,homo,մարդ
224,Mann::N,vir,մարդ
225,Mann::N,vir,տղամարդ
226,Frau::N,mulier,կին
227,Kind::N,puer,զավակ
228,Kind::N,infans,զավակ
229,Junge::N,puer,տղա
230,Mädchen::N,puella,աղջիկ
231,Familie::N,familia,ընտանիք
232,Großvater::N,avus,պապ
233,Großmutter::N,avia,տատ
234,Eltern::N,parentes,ծնողներ
235,Vater::N,pater,հայր
236,Mutter::N,mater,մայր
237,Sohn::N,filius,որդի
238,Tochter::N,filia,աղջիկ
239,Tochter::N,filia,դուստր
240,Bruder::N,frater,եղբայր
241,Schwester::N,soror,քույր
242,Onkel::N,patruus,քեռի
243,Onkel::N,patruus,հորեղբայր
244,Onkel::N,avunculus,քեռի
245,Onkel::N,avunculus,հորեղբայր
246,Tante::N,amita,մորաքույր
247,Ehemann::N,maritus,մարդ
248,Ehemann::N,maritus,ամուսին
249,Ehefrau::N,uxor,կին ամուսին
250,Freude::N,gaudium,ուրախություն
251,Freude::N,laetitia,ուրախություն
252,Gelächter::N,risus,ծիծաղ
253,Glück::N,felicitas,երջանկություն
254,Kummer::N,aegritudo,վիշտ
255,Wunsch::N,voluntas,ցանկություն
256,Wunsch::N,desiderium,ցանկություն
257,Lust::N,libido,փափագ
258,Lust::N,libido,իղձ
259,Lust::N,voluptas,փափագ
260,Lust::N,voluptas,իղձ
261,Geist::N,mens,ոգի
262,Geist::N,animus,ոգի
263,Gedanke::N,sententia,միտք
264,Gedächtnis::N,memoria,հիշողություն
265,Verstand::N,ratio,խելք
266,Verstand::N,ingenium,խելք
267,Sinn::N,sensus,իմաստ
268,Grund::N,causa,պատճառ
269,Wahrheit::N,veritas,ճշմարտություն
270,Gespräch::N,sermo,զրույց
271,Märchen::N,fabula,պայիկի պատմություն
272,Erzählung::N,fabula,պատմվածք
273,Erzählung::N,fabula,պատմություն
274,Erzählung::N,narratio,պատմվածք
275,Erzählung::N,narratio,պատմություն
276,Nachricht::N,nuntius,հաղորդագրություն
277,Neuigkeit::N,novitas,լուր
278,Neuigkeit::N,novitas,նորություն
279,Name::N,nomen,անուն
280,Rätsel::N,aenigma,բարդ խնդիր
281,Rede::N,oratio,ճառ
282,Rede::N,oratio,ելույթ
283,Sprache::N,lingua,լեզու
284,Stimme::N,vox,ձայն
285,Wort::N,verbum,բառ
286,Wort::N,vocabulum,բառ
287,Zeichen::N,signum,նշան
288,Ruf::N,clamor,կոչ
289,Ruf::N,clamor,կանչ
290,Lärm::N,strepitus,աղմուկ
291,Laut::N,sonus,հնչյուն
292,Laut::N,sonus,ձայն
293,Ton::N,sonus,տոն
294,Lied::N,carmen,երգ
295,Ruhe::N,quies,անդորրություն
296,Leute::N,homines,մարդիկ
297,Volk::N,populus,ազգ
298,Arbeit::N,labor,գործ
299,Arbeit::N,labor,աշխատանք
300,Gast::N,hospes,հյուր
301,Gast::N,conviva,հյուր
302,Geschenk::N,munus,նվեր
303,Spiel::N,ludus,խաղ
304,Gesellschaft::N,societas,ընկերություն
305,Hilfe::N,auxilium,օգնությթուն
306,Hilfe::N,subsidium,օգնությթուն
307,Freund::N,amicus,ընկեր
308,Freund::N,amicus,բարեկամ
309,Kamerad::N,socius,ուղեկից
310,Angelegenheit::N,res,բան
311,Angelegenheit::N,res,գործ
312,Anzahl::N,numerus,քանակ
313,Anzahl::N,numerus,գումար
314,Art::N,genus,տեսակ
315,Stück::N,frustum,կտոր
316,Stück::N,fragmentum,կտոր
317,Teil::N,pars,մաս
318,Hälfte::N,dimidium,կես
319,Kreis::N,orbis,շիջանակ
320,Kreis::N,circus,շիջանակ
321,Kreuz::N,crux,խաչ
322,Linie::N,linea,գիծ
323,Strich::N,lineamentum,գիծ
324,Abstand::N,intervallum,անջրպետ
325,Entfernung::N,spatium,հեռավորություն
326,Gegend::N,loca,շրջան
327,Gegend::N,regio,շրջան
328,Platz::N,locus,տարածություն
329,Ort::N,locus,տեղ
330,Ort::N,locus,վայր
331,Seite::N,latus,կողմ
332,Mitte::N,medium,մեջտեղ
333,Gegenstand::N,res,առարկա
334,Sache::N,res,բան
335,Rand::N,margo,վերջք
336,Kante::N,angulus,եզր
337,Ecke::N,angulus,անկյուն
338,Spitze::N,cacumen,ծայր
339,Ende::N,caput,ծայր
340,Loch::N,foramen,անցք
341,Winkel::N,angulus,անկյուն
342,Muster::N,exemplum,օրինակ
343,Größe::N,magnitudo,մեծություն
344,Länge::N,longitudo,երկարություն
345,Höhe::N,altitudo,բարձրություն
346,Gewicht::N,pondus,կշիռ
347,Menge::N,copia,քանակ
348,Haufen::N,acervus,դեզ
349,Haufen::N,acervus,կույտ
350,Reihe::N,ordo,շարք
351,Reihe::N,ordo,կարգ
352,Boot::N,navicula,նավակ
353,Ruder::N,remus,թի
354,Ruder::N,remus,թիակ
355,Schlitten::N,sclodia,բալխիր
356,Ski::N,narta,դահուկ
357,Lagerfeuer::N,ignis,բացօդեայ կրակ
358,Last::N,onus,բեռ
359,Gang::N,cursus,զբոսանք
360,Schritt::N,gradus,քայլ
361,Norden::N,septentriones,հյուսիս
362,Süden::N,meridies,հարավ
363,Westen::N,occidens,արեւմուտք
364,Osten::N,oriens,արեւելք
365,Holz::N,lignum,փայտ
366,Brett::N,tabula,տախտակ
367,Platte::N,lamina,թիթեղ
368,Stütze::N,adminiculum,նեցուկ
369,Stange::N,pertica,ձող
370,Stock::N,baculum,փայտ
371,Stab::N,scipio,ցուպ
372,Stab::N,scipio,գավազան
373,Rohr::N,tubus,խողովակ
374,Haus::N,aedes,տուն
375,Heim::N,domicilium,տուն
376,Ofen::N,fornax,վառարան
377,Fußboden::N,solum,հատակ
378,Tisch::N,mensa,սեղան
379,Stuhl::N,sella,աթոռ
380,Wiege::N,cunae,օրորոց
381,Bett::N,lectus,անկողին
382,Regal::N,foruli,դարակ
383,Kiste::N,cista,տուփ
384,Fenster::N,fenestra,պատուհան
385,Tür::N,ianua,դուռ
386,Tor::N,porta,դարպաս
387,Zaun::N,saepes,ցանկապատ
388,Dach::N,tectum,տանիք
389,Dach::N,tectum,կտուր
390,Leiter::N,scalae,սանդուղք
391,Besen::N,scopae,ավել
392,Spaten::N,pala,բահ
393,Schaufel::N,pala,թի
394,Gabel::N,fuscinula,պատառաքաղ
395,Löffel::N,coclear,գդալ
396,Messer::N,culter,դանակ
397,Nagel::N,clavus,մեխ
398,Netz::N,rete,ցանց
399,Haken::N,hamus,կարթ
400,Griff::N,manubrium,կոթ
401,Griff::N,manubrium,բռնակ
402,Schloss::N,claustra,կողպեք
403,Bild::N,tabula,նկար
404,Bild::N,tabula,պատկեր
405,Bild::N,pictura,նկար
406,Bild::N,pictura,պատկեր
407,Figur::N,statunculum,քանդակ
408,Figur::N,statunculum,պատկեր
409,Puppe::N,pupa,տիկնիկ
410,Beutel::N,sacculus,տոպրակ
411,Bündel::N,fascis,կապոց
412,Tasche::N,sacculus,պայուսակ
413,Eimer::N,situla,դույլ
414,Deckel::N,operculum,կափարիչ
415,Geschirr::N,vasa,ամանեղեն
416,Sack::N,saccus,պարկ
417,Sack::N,saccus,տոպրակ
418,Tasse::N,pocillum,թաս
419,Tasse::N,pocillum,գավաթ
420,Topf::N,olla,անոթ
421,Kessel::N,aenum,կաթսա
422,Essen::N,cena,կերակուր
423,Nahrung::N,cibus,ուտելիք
424,Nahrung::N,alimenta,ուտելիք
425,Speise::N,cibus,խորտիկ
426,Speise::N,cibus,կերակուր
427,Fleisch::N,caro,միս
428,Getreide::N,frumentum,հացահատիկ
429,Brei::N,puls,լանդակ
430,Brot::N,panis,հաց
431,Scheibe::N,frustum,կտոր
432,Scheibe::N,frustum,պատառ
433,Fett::N,pingue,ճարպ
434,Butter::N,butȳrum,կարագ
435,Öl::N,oleum,ձեթ
436,Salz::N,sal,աղ
437,Suppe::N,ius,սուպ
438,Suppe::N,ius,ապուր
439,Honig::N,mel,մեղր
440,Milch::N,lac,կաթ
441,Tee::N,thea,թեյ
442,Leder::N,corium,կաշի
443,Wolle::N,lana,բուրդ
444,Stoff::N,textum,գործվածք
445,Nadel::N,acus,ասեղ
446,Faden::N,filum,թել
447,Knopf::N,bulla,կոճակ
448,Knoten::N,nodus,հանգույց
449,Farbe::N,pigmentum,ներկ
450,Kleidung::N,vestimenta,հագուստ
451,Hemd::N,tunica,վերնաշապիկ
452,Kragen::N,collare,օձիք
453,Ärmel::N,manica,թեւք
454,Hose::N,bracae,շալվար
455,Gürtel::N,cingulum,գոտի
456,Mütze::N,pilleus,կեպի
457,Schuh::N,calceus,կոշիկ
458,Stiefel::N,pero,երկարաճիթ կոշիկ
459,Stiefel::N,caliga,երկարաճիթ կոշիկ
460,Ring::N,anulus,զնգալ
461,Band::N,redimiculum,ժապավեն
462,Kamm::N,pecten,սանր
463,Spiegel::N,speculum,հայելի
464,Riemen::N,lorum,փոկ
465,Schnur::N,linum,լար
466,Leine::N,retinaculum,փոկ
467,Decke::N,lodix,վերմակ
468,Kissen::N,pulvinus,բարձ
469,Tuch::N,velum,թաշկինակ
470,Handtuch::N,mantele,սրբիչ
471,Kraft::N,vis,ուժ
472,Stärke::N,robur,պնդություն
473,Stärke::N,robur,ամրություն
474,Gesundheit::N,valetudo,առողջություն
475,Krankheit::N,morbus,ախտ
476,Krankheit::N,morbus,հիվանդություն
477,Schmerz::N,dolor,ցավ
478,Schmerz::N,dolor,տանջանք
479,Wunde::N,vulnus,վերք
480,Fieber::N,febris,տենդ
481,Arznei::N,remedium,դեղ
482,Brücke::N,pons,կամուրջ
483,Brunnen::N,puteus,հոր
484,Brunnen::N,puteus,ջրհոր
485,Weide::N,pascua,արոտավայր
486,Pfad::N,semita,արահետ
487,Weg::N,iter,ուղի
488,Straße::N,via,ճանապարհ
489,Dorf::N,vicus,գյուղ
490,Stadt::N,urbs,քաղաք
491,Stadt::N,oppidum,քաղաք
492,Brief::N,epistula,նամակ
493,Buch::N,liber,գիրք
494,Buchstabe::N,littera,տառ
495,Buchstabe::N,littera,գիր
496,Zeitung::N,diurnum,լրագիր
497,Leben::N,vita,կյանք
498,Tod::N,mors,մահ
499,Grab::N,sepulcrum,գերեզման
500,Kirche::N,ecclesia,եկեղեցի
501,Sünde::N,peccatum,մեղք
502,Gott::N,deus,աստված
503,Arbeiter::N,operarius,բանվոր
504,Arbeiter::N,operarius,աշխատող
505,Chef::N,praefectus,տեր
506,Meister::N,magister,վարպետ
507,Arzt::N,medicus,բժիշկ
508,Lehrer::N,magister,ուսուցիչ
509,Geld::N,aes,փող
510,Geld::N,pecunia,փող
511,Geschäft::N,negotium,գործ
512,Geschäft::N,negotium,աշխատանք
513,Laden::N,taberna,կրպակ
514,Laden::N,taberna,խանութ
515,Preis::N,pretium,գին
516,Ware::N,merx,ապրանք
517,Nutzen::N,utilitas,օգուտ
518,Reichtum::N,opes,հարստություն
519,Reichtum::N,divitiae,հարստություն
520,Welt::N,mundus,աշխարհ
521,Land::N,terra,երկիր
522,Staat::N,res publica,պետություն
523,König::N,rex,արքա
524,König::N,rex,թագավոր
525,Macht::N,potestas,իշխանություն
526,Grenze::N,limes,սահման
527,Krieg::N,bellum,պատերազմ
528,Feind::N,inimicus,թշնամի
529,Gewalt::N,vis,բռնություն
530,Gewalt::N,vis,սաստկություն
531,Kampf::N,pugna,մարտ
532,Bogen[Waffe]::N,arcus,աղեղ
533,Pfeil::N,sagitta,նետ
534,Gewehr::N,sclopetum,հրացան
535,Fehler::N,error,սխալ
536,Lüge::N,mendacium,սուտ
537,Schaden::N,damnum,վնաս
538,Schaden::N,detrimentum,վնաս
539,Unglück::N,miseria,դժբախտություն
540,Unglück::N,calamitas,դժբախտություն
541,Schuld::N,culpa,պակասություն
542,Alter::N,aetas,հասակ
543,Schluss::N,finis,վերջ
544,Schluss::N,finis,վախճան
545,Zeit::N,tempus,ժամանակ
546,Tag::N,dies,օր
547,Morgen::N,mane,առավոտ
548,Mittag::N,meridies,կեսօր
549,Abend::N,vesper,երեկո
550,Nacht::N,nox,գիշեր
551,Woche::N,septimana,շաբաթ
552,Monat::N,mensis,ամիս
553,Jahr::N,annus,տարի
554,Frühling::N,ver,գարուն
555,Sommer::N,aestas,ամառ
556,Herbst::N,autumnus,աշուն
557,Winter::N,hiems,ձմեռ
558,Januar::N,Ianuarius,հունվար
559,Februar::N,Februarius,փետրվար
560,März::N,Martius,մարտ
561,April::N,Aprilis,ապրիլ
562,Mai::N,Maius,մայիս
563,Juni::N,Iunius,հունիս
564,Juli::N,Iulius,հուլիս
565,August::N,Augustus,օգոստոս
566,September::N,September,սեպտեմբեր
567,Oktober::N,Octobris,հոկտեմբեր
568,November::N,Novembris,նոյեմբեր
569,Dezember::N,December,դեկտեմբեր
570,Montag::N,dies lunae,երկուշաբթի
571,Dienstag::N,dies Martis ,երեքշաբթի
572,Mittwoch::N,dies Mercurii,չորեքշաբթի
573,Donnerstag::N,dies Iovis,հինգշաբթի
574,Freitag::N,dies Veneris,ուրբաթ
575,Samstag::N,dies Saturni,շաբաթ
576,Sonntag::N,dominicus,կիրակի
577,Sonntag::N,dies solis,կիրակի
578,groß::A,magnus,մեծ
579,groß::A,magnus,խոշոր
580,klein::A,parvus,պստիկ
581,klein::A,parvus,փոքրիկ
582,lang::A,longus,երկար
583,kurz::A,brevis,կարճ
584,breit::A,latus,լայն
585,schmal::A,angustus,նեղ
586,dicht::A,densus,խիտ
587,dick[Gegenstand]::A,crassus,հաստ
588,dünn::A,tenuis,բարակ
589,fein::A,subtilis,նուրբ
590,fest::A,solidus,ամուր
591,fest::A,solidus,պինդ
592,fest::A,stabilis,ամուր
593,fest::A,stabilis,պինդ
594,flach::A,planus,տափակ
595,glatt::A,levis,հարթ
596,hart::A,durus,կարծր
597,weich::A,mollis,մեղմ
598,weich::A,mollis,փափուկ
599,rund::A,rotundus,կլոր
600,spitz::A,acutus,սրածայր
601,scharf::A,acer,սուր
602,stumpf::A,hebes,գուլ
603,schwer::A,gravis,ծանր
604,schön::A,pulcher,սիրուն
605,schön::A,pulcher,գեղեցիկ
606,schön::A,formosus,սիրուն
607,schön::A,formosus,գեղեցիկ
608,heiß::A,fervidus,թեժ
609,warm::A,calidus,տաք
610,warm::A,calidus,ջերմ
611,kalt::A,frigidus,ցուրտ
612,kühl::A,frigidus,զով
613,frisch::A,recens,թարմ
614,feucht::A,umidus,ղոնավ
615,nass::A,madidus,թաց
616,trocken::A,aridus,ցամաք
617,voll::A,plenus,լի
618,voll::A,plenus,լիքը
619,leer::A,vacuus,դատարկ
620,offen::A,apertus,բաց
621,geschlossen::A,clausus,գոց
622,sauber::A,lautus,մաքուր
623,schmutzig::A,sordidus,կեղտոտ
624,roh::A,crudus,հում
625,reif::A,maturus,հասած
626,reif::A,maturus,հասուն
627,lecker::A,delicatus,համեղ
628,süß::A,dulcis,անուշ
629,bitter::A,amarus,կծու
630,bitter::A,acerbus,կծու
631,sauer::A,acidus,թթու
632,sauer::A,acidus,թթված
633,hell::A,clarus,պայծառ
634,hell::A,clarus,խելամիտ
635,dunkel::A,obscurus,մութ
636,schwarz::A,niger,սեւ
637,weiß::A,albus,սպիտակ
638,rot::A,ruber,կարմիր
639,gelb::A,flavus,դեղին
640,blau::A,caeruleus,կապույտ
641,grün::A,viridis,կանաչ
642,grau::A,canus,գորշ
643,bunt::A,varius,գոյնզգոյն
644,billig::A,vilis,էժան
645,teuer::A,carus,թանկ
646,wertvoll::A,pretiosus,թանկարժեք
647,blind::A,caecus,կույր
648,taub::A,surdus,խուլ
649,kräftig::A,robustus,հզոր
650,stark::A,firmus,ուժեղ
651,stark::A,validus,ուժեղ
652,schwach::A,debilis,տկար
653,schwach::A,debilis,թույլ
654,schwach::A,infirmus,տկար
655,schwach::A,infirmus,թույլ
656,fett::A,crassus,գեր
657,schlank::A,procerus,նիհար
658,hübsch::A,pulcher,գրավիչ
659,hübsch::A,pulcher,սիրունիկ
660,böse::A,improbus,չար
661,dumm::A,stultus,հիմար
662,dumm::A,stupidus,հիմար
663,faul::A,piger,ծույլ
664,fleißig::A,sedulus,ջանասեր
665,fleißig::A,sedulus,փութաջան
666,geizig::A,avarus,ագահ
667,geizig::A,avarus,կծծի
668,klug::A,prudens,խելոք
669,klug::A,prudens,ընդունակ
670,geschickt::A,sollers,ճարտար
671,lieb::A,carus,սիրելի
672,lustig::A,iocosus,զվարթ
673,sanft::A,clemens,հեզ
674,hungrig::A,impastus,քաղցած
675,krank::A,aeger,հիվանդ
676,nackt::A,nudus,մերկ
677,traurig::A,maestus,տխուր
678,lebendig::A,vivus,կենդանի
679,gut::A,bonus,լավ
680,schlecht::A,malus,վատ
681,richtig::A,rectus,ձիշտ
682,schlimm::A,malus,լղրճուկ
683,wahr::A,verus,ճիշտ
684,wahr::A,verus,իրական
685,alt::A,antiquus,հին
686,neu::A,novus,նոր
687,ehemalig::A,pristinus,նախկին
688,alt[Lebewesen]::A,vetus,ծեր
689,alt[Lebewesen]::A,vetus,պառավ
690,jung::A,iuvenis,մատաղ
691,arm::A,pauper,աղքատ
692,reich::A,dives,հարուստ
693,bekannt::A,notus,ծանոթ
694,berühmt::A,celeber,հայտնի
695,berühmt::A,celeber,հռչակավոր
696,berühmt::A,illustris,հայտնի
697,berühmt::A,illustris,հռչակավոր
698,fremd::A,peregrinus,օտար
699,verschieden::A,varius,տարբեր
700,nah::A,propinquus,մոտ
701,nah::A,propinquus,մերձ
702,fern::A,longinquus,հեռավոր
703,linker::A,sinister,ձախ
704,rechter::A,dexter,աջ
705,anderer::A,alius,այլ
706,anderer::A,alius,ուրիշ
707,erster::A,primus,առաջին
708,zweiter::A,secundus,երկրորդ
709,dritter::A,tertius,երրորդ
710,letzter::A,ultimus,վերջին
711,allein::ADV,solum,միայնակ
712,auf einmal::ADV,simul,միասնաբար
713,zusammen::ADV,una,միասին
714,zusammen::ADV,una,իրար հետ
715,lange::ADV,diu,երկար ժամանակ
716,plötzlich::ADV,subito,հանկարծ
717,plötzlich::ADV,repente,հանկարծ
718,sofort::ADV,statim,իսկույն
719,später::ADV,postea,ավելի ուշ
720,später::ADV,postea,հետո
721,jetzt::ADV,nunc,այժմ
722,heute::ADV,hodie,այսօր
723,morgen::ADV,cras,վաղը
724,bald::ADV,mox,շուտով
725,dann::ADV,deinde,ապա
726,dann::ADV,deinde,հետո
727,gestern::ADV,heri,երեկ
728,einst::ADV,olim,հին ատեն
729,damals::ADV,tum,ատէնին
730,danach::ADV,postea,ապա
731,danach::ADV,postea,այն ժամանակ
732,vorher::ADV,antea,առաջ
733,zuerst::ADV,primo,նախ
734,einmal::ADV,semel,մի անգամ
735,manchmal::ADV,interdum,երբեմն
736,oft::ADV,saepe,հաճախ
737,immer::ADV,semper,միշտ
738,niemals::ADV,numquam,երբեք
739,hier::ADV,hic,այստեղ
740,hierhin::ADV,huc,այստեղ
741,von hier::ADV,hinc,այդտեղից
742,dort::ADV,ibi,այնտեղ
743,dorthin::ADV,eo,այնտեղ
744,geradeaus::ADV,recte,ուղիղ
745,vorwärts::ADV,porro,առաջ
746,rückwärts::ADV,retro,դեպի ետ
747,zurück::ADV,retro,ետ
748,unten::ADV,infra,ներքեւում
749,hinab::ADV,pessum,ներքեւ
750,oben::ADV,supra,վերեւում
751,hinauf::ADV,sursum,վերեւ
752,überall::ADV,ubique,ամենուր
753,nicht::ADV,non,չէ
754,ein wenig::ADV,paulum,մի քիչ
755,kaum::ADV,vix,հազիվ
756,kaum::ADV,aegre,հազիվ
757,sehr::ADV,valde,շատ
758,sehr::ADV,magnopere,շատ
759,so::ADV,ita,այդպես
760,noch::ADV,etiam,դեռ
761,nur::ADV,solum,միայն
762,nur::ADV,tantum,միայն
763,schon::ADV,iam,արդեն
764,wieder::ADV,rursus,նորից
