,Concept_ID,nl,ml
651,reich::A,rijk,സമ്പന്നമായ
652,bekannt::A,bekend,പരിചിതമായ
653,berühmt::A,beroemd,പ്രശസ്തനായ
654,fremd::A,vreemd,വൈദേശികമായ
655,verschieden::A,verscheiden,വ്യത്യസ്തമായ
656,verschieden::A,verschillend,വ്യത്യസ്തമായ
657,nah::A,nabij,അരികത്തുള്ള
658,nah::A,nabijgelegen,അരികത്തുള്ള
659,fern::A,ver,അകലെയുള്ള
660,linker::A,linker,അവശേഷിച്ച
661,rechter::A,rechter,വലത്തേ
662,anderer::A,andere,മറ്റുള്ള
663,erster::A,eerste,ആദ്യത്തെ
664,zweiter::A,tweede,രണ്ടാം
665,dritter::A,derde,മൂന്നാമത്
666,letzter::A,laatste,അവസാനത്തെ
667,allein::ADV,alleen,തനിച്ചുള്ള
668,auf einmal::ADV,ineens,ഉടന്
669,auf einmal::ADV,tegelijk,ഉടന്
670,zusammen::ADV,samen,ഒരുമിച്ച
671,zusammen::ADV,bijeen,ഒരുമിച്ച
672,lange::ADV,lang,നീണ്ട_കാലത്തേയ്ക്ക്
673,plötzlich::ADV,eensklaps,പെട്ടെന്ന്
674,plötzlich::ADV,plotsklaps,പെട്ടെന്ന്
675,sofort::ADV,terstond,തത്ക്ഷണം
676,sofort::ADV,aanstonds,തത്ക്ഷണം
677,sofort::ADV,onmiddelijk,തത്ക്ഷണം
678,später::ADV,later,പിന്നീട്
679,jetzt::ADV,nu,ഇപ്പോൾ
680,jetzt::ADV,nou,ഇപ്പോൾ
681,jetzt::ADV,thans,ഇപ്പോൾ
682,heute::ADV,heden,ഇന്ന്
683,heute::ADV,vandaag,ഇന്ന്
684,morgen::ADV,morgen,നാളെ
685,bald::ADV,gauw,ഉടനെ
686,bald::ADV,weldra,ഉടനെ
687,dann::ADV,dan,അപ്പോൾ
688,dann::ADV,toen,അപ്പോൾ
689,gestern::ADV,gisteren,ഇന്നലെ
690,einst::ADV,eens,പണ്ടൊരിക്കല്
691,damals::ADV,toen,അപ്പോൾ
692,damals::ADV,destijds,അപ്പോൾ
693,danach::ADV,daarna,പിന്നീട്
694,vorher::ADV,vooraf,മുൻപ്
695,vorher::ADV,van tevoren,മുൻപ്
696,zuerst::ADV,eerst,ആദ്യം
697,zuerst::ADV,het eerst,ആദ്യം
698,einmal::ADV,eens,ഒരിക്കൽ
699,einmal::ADV,eenmaal,ഒരിക്കൽ
700,manchmal::ADV,soms,ചിലപ്പോൾ
701,oft::ADV,vaak,പലപ്പോഴും
702,oft::ADV,dikwijls,പലപ്പോഴും
703,immer::ADV,altijd,എപ്പോഴും
704,niemals::ADV,nooit,ഒരിക്കലും
705,hier::ADV,hier,ഇവിടെ
706,hierhin::ADV,hierheen,ഇവിടേക്ക്
707,von hier::ADV,van hier,ഇവിടെനിന്ന്
708,von hier::ADV,hiervandaan,ഇവിടെനിന്ന്
709,dort::ADV,daar,അവിടെ
710,dort::ADV,ginds,അവിടെ
711,dorthin::ADV,daarheen,അവിടേക്ക്
712,geradeaus::ADV,rechtuit,മുമ്പിൽ
713,geradeaus::ADV,rechtuit,മുമന്നോട്ട്
714,geradeaus::ADV,rechtdoor,മുമ്പിൽ
715,geradeaus::ADV,rechtdoor,മുമന്നോട്ട്
716,vorwärts::ADV,vooruit,മുന്നോട്ട്
717,vorwärts::ADV,voorwaarts,മുന്നോട്ട്
718,rückwärts::ADV,achteruit,തലതിരിച്ച്
719,rückwärts::ADV,achterwaarts,തലതിരിച്ച്
720,zurück::ADV,terug,പുറകിലേക്ക്
721,unten::ADV,beneden,താഴെ
722,unten::ADV,onderaan,താഴെ
723,hinab::ADV,omlaag,താഴേക്ക്
724,hinab::ADV,naar beneden,താഴേക്ക്
725,oben::ADV,boven,മുകളിൽ
726,hinauf::ADV,omhoog,മുകളിൽ
727,hinauf::ADV,naar boven,മുകളിൽ
728,überall::ADV,alom,എല്ലായിടത്തും
729,überall::ADV,overal,എല്ലായിടത്തും
730,nicht::ADV,niet,ഇല്ല
731,ein wenig::ADV,wat,കുറച്ച്
732,kaum::ADV,amper,കഷ്ടിച്ച്
733,kaum::ADV,nauwelijks,കഷ്ടിച്ച്
734,sehr::ADV,erg,വളരെ
735,sehr::ADV,zeer,വളരെ
736,so::ADV,zo,അങ്ങനെ
737,noch::ADV,nog,ഇപ്പോഴും
738,nur::ADV,maar,മാത്രം
739,nur::ADV,alleen,മാത്രം
740,schon::ADV,al,നേരത്തേ തന്നെ
741,schon::ADV,reeds,നേരത്തേ തന്നെ
742,wieder::ADV,weer,വീണ്ടും
743,wieder::ADV,terug,വീണ്ടും
744,vergebens::ADV,vergeefs,വിഫല
745,vergebens::ADV,tevergeefs,വിഫല
746,vor::PRP,voor,മുമ്പിൽ
747,hinter::PRP,achter,പുറകിൽ
748,unter::PRP,onder,കീഴിൽ
749,unter::PRP,beneden,കീഴിൽ
750,durch::PRP,door,ഉള്ളിലൂടെ
751,neben::PRP,naast,അടുത്ത്
752,zwischen::PRP,tussen,ഇടയ്ക്ക്
753,wegen::PRP,wegens,നിമിത്തം
754,wegen::PRP,vanwege,നിമിത്തം
755,dies::PRN,dit,ഇത്
756,das::PRN,dat,അത്
757,alles::PRN,alles,എല്ലാം
758,ich::PRN,ik,ഞാൻ
759,du::PRN,je,നിങ്ങൾ
760,du::PRN,jij,നിങ്ങൾ
761,er::PRN,hij,അദ്ദേഹം
762,er::PRN,hij,അയാൾ
763,er::PRN,hij,അവൻ
764,er::PRN,hij,അവർ
765,er::PRN,hij,അവൾ
766,wir::PRN,we,നമ്മൾ
767,wir::PRN,wij,നമ്മൾ
768,ihr::PRN,jullie,നിങ്ങൾ
769,sie::PRN,ze,അവർ
770,sie::PRN,zij,അവർ
771,was::FPRN,wat,എന്ത്
772,wer::FPRN,wie,ആര്
773,wo::FADV,waar,എവിടെ
774,wohin::FADV,waarheen,എവിടേക്ക്
775,wie::FADV,hoe,എങ്ങനെ
776,warum::FADV,waarom,എന്തുകൊണ്ട്
777,wieviel::FNUM,hoeveel,എത്ര
778,eins::NUM,één,ഒന്ന്
779,zwei::NUM,twee,രണ്ട്
780,drei::NUM,drie,മൂന്ന്
781,vier::NUM,vier,നാല്
782,fünf::NUM,vijf,അഞ്ച്
783,sechs::NUM,zes,ആറ്
784,sieben::NUM,zeven,ഏഴ്
785,acht::NUM,acht,എട്ട്
786,neun::NUM,negen,ഒമ്പത്
787,zehn::NUM,tien,പത്ത്
788,elf::NUM,elf,പതിനൊന്ന്
789,zwölf::NUM,twaalf,പന്ത്രണ്ട്
790,zwanzig::NUM,twintig,ഇരുപത്
791,dreißig::NUM,dertig,മുപ്പത്
792,vierzig::NUM,veertig,നാൽപ്പത്
793,fünfzig::NUM,vijftig,അൻപത്
794,sechzig::NUM,zestig,അറുപത്
795,siebzig::NUM,zeventig,എഴുപത്
796,achtzig::NUM,tachtig,എൺപത്
797,neunzig::NUM,negentig,തൊണ്ണൂറ്
798,hundert::NUM,honderd,നൂറ്
799,tausend::NUM,duizend,ആയിരം
800,und::CNJ,en,ഉം
801,oder::CNJ,of,അഥവാ
802,stehen::V,staan,നിൽക്കുക
803,sitzen::V,zitten,ഇരിക്കുക
804,liegen::V,liggen,കിടക്കുക
805,hängen::V,hangen,തൂങ്ങുക
806,werden::V,worden,ആയിത്തീരുക
807,passieren::V,gebeuren,സംഭവിക്കുക
808,beginnen::V,beginnen,ആരംഭിക്കുക
809,enden::V,eindigen,അവസാനിപ്പിക്കുക
810,wechseln::V,wijzigen,മാറ്റുക
811,wechseln::V,veranderen,മാറ്റുക
812,aufgehen[Sonne]::V,opgaan,ഉയരുക
813,untergehen[Sonne]::V,ondergaan,അടുക്കി_വയ്ക്കുക
814,scheinen[Sonne]::V,schijnen,പ്രകാശിക്കുക
815,donnern::V,donderen,ഇടിവെട്ടുക
816,wehen::V,waaien,വീശുക
817,strömen::V,stromen,ഒഴുകുക
818,fließen::V,vloeien,ഒഴുകുക
819,sich drehen::V,draaien,ചുറ്റുക
820,sich drehen::V,draaien,കറക്കുക
821,sich drehen::V,zich draaien,ചുറ്റുക
822,sich drehen::V,zich draaien,കറക്കുക
823,schwanken::V,wankelen,ഇരുവശത്തേയ്ക്കും_ആടുക
824,schwingen::V,zwieren,ആടുക
825,fallen::V,vallen,വീഴുക
826,brennen::V,branden,കത്തുക
827,rauchen::V,roken,പുകയുക
828,regnen::V,regenen,മഴ_പെയ്യുക
829,gefrieren::V,bevriezen,തണത്ത്_മരവിക്കുക
830,tauen::V,dooien,അലിയുക
831,schmelzen::V,smelten,ഉരുകുക
832,trocknen::V,drogen,വരളുക
833,sieden::V,koken,തിളപ്പിക്കുക
834,sieden::V,zieden,തിളപ്പിക്കുക
835,faulen::V,rotten,ചീയുക
836,verfaulen::V,verrotten,അഴുകുക
837,reißen::V,scheuren,ശബ്ദത്തോടെ_മുറിയുക
838,versinken::V,verzinken,മുക്കുക
839,vergehen::V,vergaan,കടന്നുപോകുക
840,erscheinen::V,opdagen,പ്രത്യക്ഷപ്പെടുക
841,erscheinen::V,verschijnen,പ്രത്യക്ഷപ്പെടുക
842,verschwinden::V,verdwijnen,അദൃശ്യമാകുക
843,sinken::V,zinken,താഴുക
844,abnehmen::V,afnemen,കുറിയുക
845,abnehmen::V,verminderen,കുറിയുക
846,zunehmen::V,toenemen,വർദ്ധിക്കുക
847,steigen::V,stijgen,ഉയരുക
848,steigen::V,omhooggaan,ഉയരുക
849,wachsen::V,groeien,വളരുക
850,glänzen::V,glanzen,മിന്നുക
851,glänzen::V,schitteren,മിന്നുക
852,funkeln::V,fonkelen,തിളങ്ങുക
853,lärmen::V,lawaai maken,ശബ്ദമുണ്ടാക്കുക
854,läuten::V,luiden,മണിമുഴങ്ങുക
855,klingeln::V,bellen,ചിലമ്പുക
856,klirren::V,rinkelen,കിലുക്കുക
857,brausen::V,bruisen,മുഴങ്ങുക
858,rauschen::V,ruisen,അനങ്ങുക
859,klingen::V,klinken,മുഴക്കുക
860,bellen::V,blaffen,കുരയ്ക്കുക
861,heulen::V,huilen,ഓരിയിടുക
862,blasen::V,blazen,ഊതുക
863,pfeifen::V,fluiten,വിസിലടിക്കുക
864,schreien::V,gillen,ആക്രോശിക്കുക
865,schreien::V,schreeuwen,ആക്രോശിക്കുക
866,stöhnen::V,steunen,അരക്കം
867,stöhnen::V,steunen,ആർത്തനാദം
868,zittern::V,beven,വിറയ്ക്കുക
869,zittern::V,sidderen,വിറയ്ക്കുക
870,leben::V,leven,താമസിക്കുക
871,geboren werden::V,geboren worden,ജനിക്കുക
872,atmen::V,ademen,ശ്വസിക്കുക
873,trinken::V,drinken,കുടിക്കുക
874,essen::V,eten,കഴിക്കുക
875,schlucken::V,slikken,വിഴുങ്ങുക
876,müde werden::V,moe worden,ക്ഷീണിക്കുക
877,einschlafen::V,inslapen,നിദ്രിക്കുക
878,schlafen::V,slapen,ഉറങ്ങുക
879,aufwachen::V,ontwaken,ഉണരുക
880,aufwachen::V,wakker worden,ഉണരുക
881,aufstehen::V,opstaan,എഴുന്നേൽക്കുക
882,sich erholen::V,zich ontspannen,വിശ്രമിക്കുക
883,krank werden::V,ziek worden,ദീനംപിടിക്കുക
884,krank sein::V,ziek zijn,രോഗികളാകുക
885,schmerzen::V,pijn doen,വേദനിക്കുക
886,husten::V,hoesten,ചുമയ്ക്കുക
887,genesen::V,genezen,സുഖപ്പെടുക
888,sterben::V,sterven,മരിക്കുക
889,sterben::V,overlijden,മരിക്കുക
890,umkommen::V,omkomen,മരിക്കുക
891,sich bewegen::V,zich bewegen,സ്ഥലം_മാറുക
892,sich rühren::V,zich verroeren,ചലിക്കുക
893,sich erheben::V,oprijzen,നിൽക്കുക
894,sich erheben::V,verrijzen,നിൽക്കുക
895,sich setzen::V,gaan zitten,ഇരിക്കുക
896,hinfallen::V,vallen,വീഴുക
897,hinfallen::V,neervallen,വീഴുക
898,laufen::V,lopen,നടക്കുക
899,schreiten::V,stappen,നടക്കുക
900,schreiten::V,schrijden,നടക്കുക
901,spazierengehen::V,gaan wandelen,ഉലാത്തുക
902,eilen::V,ijlen,പാഞ്ഞെത്തുക
903,eilen::V,haasten,പാഞ്ഞെത്തുക
904,sich beeilen::V,zich haasten,തിരിക്കുകൂട്ടുക
905,sich beeilen::V,zich haasten,തിടുക്കം_കാട്ടുക
906,sausen::V,stuiven,കുതിക്കുക
907,rennen::V,rennen,ഓടുക
908,springen::V,springen,ചാടുക
909,klettern::V,klimmen,കയറുക
910,klettern::V,klauteren,കയറുക
911,schaukeln::V,schommelen,ഇളകുക
912,kriechen::V,kruipen,പതുങ്ങികയറുക
913,schwimmen::V,zwemmen,നീന്തുക
914,tauchen::V,duiken,വെള്ളത്തിലേക്ക് ചാടുക
915,rudern::V,roeien,തുഴയുക
916,fahren::V,rijden,വാഹനം ഓടിക്കുക
917,fliegen::V,vliegen,പറക്കുക
918,gehen::V,gaan,പോകുക
919,weggehen::V,weggaan,വിടുക
920,abfahren::V,vertrekken,പുറപ്പെടുക
921,anhalten::V,stoppen,നിർത്തുക
922,anhalten::V,stilhouden,നിർത്തുക
923,hineingehen::V,ingaan,പ്രവേശിക്കുക
924,hineingehen::V,binnengaan,പ്രവേശിക്കുക
925,eintreten::V,binnenkomen,പ്രവേശിക്കുക
926,kommen::V,komen,വരുക
927,ankommen::V,aankomen,എത്തിച്ചേരുക
928,zurückkommen::V,terugkomen,തിരിച്ചു വരുക
929,bleiben::V,blijven,തുടരുക
930,warten::V,wachten,കാത്തിരിക്കുക
931,erwarten::V,verwachten,പ്രതീക്ഷിക്കുക
932,suchen::V,zoeken,തിരയുക
933,finden::V,vinden,കണ്ടെത്തുക
934,versuchen::V,proberen,ശ്രമിക്കുക
935,versuchen::V,beproeven,ശ്രമിക്കുക
936,vorbereiten::V,voorbereiden,തയ്യാറെടുക്കുക
937,lieben::V,houden van,സ്നേഹിക്കുക
938,mögen::V,lusten,ഇഷ്ടപ്പെടുക
939,mögen::V,houden van,ഇഷ്ടപ്പെടുക
940,lachen::V,lachen,ചിരിക്കുക
941,rühren::V,roeren,ഹൃദയം സ്പർശിക്കുക
942,weinen::V,huilen,തേങ്ങുക
943,weinen::V,schreien,തേങ്ങുക
944,schimpfen::V,kijven,പിറുപിറുക്കുക
945,schimpfen::V,schelden,പിറുപിറുക്കുക
946,sich ärgern::V,zich ergeren,കോപിക്കുക
947,sich fürchten::V,bang zijn,പേടിക്കുക
948,fürchten::V,vrezen,പേടിക്കുക
949,fliehen::V,vluchten,രക്ഷപ്പെടുക
950,flüchten::V,ontsnappen,രക്ഷപ്പെടുക
951,flüchten::V,ontkomen,രക്ഷപ്പെടുക
952,sehen::V,zien,കാണുക
953,anschauen::V,aankijken,നോക്കുക
954,ansehen::V,aanzien,നോക്കുക
955,ansehen::V,bekijken,നോക്കുക
956,hören::V,horen,കേൾക്കുക
957,zuhören::V,luisteren,ശ്രദ്ധിക്കുക
958,probieren::V,proeven,രുചിയുള്ളതായി_തോന്നുക
959,riechen::V,ruiken,മണത്തു_നോക്കുക
960,fühlen::V,voelen,സ്പർശിച്ചറിയുക
961,scheinen::V,lijken,കാണപ്പെടുക
962,zu sehen sein::V,te zien zijn,വെളിച്ചപ്പെടുക
963,vernehmen::V,vernemen,കേൾക്കുക
964,frieren::V,het koud hebben,വിറയ്ക്കുക
965,tun::V,doen,ചെയ്യുക
966,können::V,kunnen,കഴിയുക
967,wollen::V,willen,വേണുക
968,anfangen::V,beginnen,തുടങ്ങുക
969,anfangen::V,aanvangen,തുടങ്ങുക
970,beenden::V,beëindigen,പൂർത്തിയാക്കുക
971,aufhören::V,ophouden,നിർത്തുക
972,gelingen::V,lukken,വിജയിക്കുക
973,gelingen::V,gelukken,വിജയിക്കുക
974,geraten::V,uitvallen,പരിണമിക്കുക
975,öffnen::V,openen,തുറക്കുക
976,öffnen::V,opendoen,തുറക്കുക
977,schließen::V,sluiten,അടയ്ക്കുക
978,schließen::V,dichtdoen,അടയ്ക്കുക
979,stellen::V,stellen,വയ്ക്കുക
980,stellen::V,plaatsen,വയ്ക്കുക
981,setzen::V,zetten,വയ്ക്കുക
982,setzen::V,plaatsen,വയ്ക്കുക
983,legen::V,leggen,ഇടുക
984,berühren::V,aanraken,തൊടുക
985,verbinden::V,verbinden,ഘടിപ്പിക്കുക
986,bedecken::V,bedekken,മുടുക
987,aufhängen::V,ophangen,കെട്ടിതൂക്കുക
988,anzünden::V,aansteken,കത്തിക്കുക
989,aufheben::V,oprapen,പെറുക്കിയെടുക്കുക
990,zurücklassen::V,achterlaten,വച്ചുപോരുക
991,verlieren::V,verliezen,നഷ്ടപ്പെടുക
992,fallen lassen::V,laten vallen,വീഴ്ത്തുക
993,machen::V,maken,ഉണ്ടാക്കുക
994,herstellen::V,produceren,ഉൽപാദിപ്പിക്കുക
995,herstellen::V,voortbrengen,ഉൽപാദിപ്പിക്കുക
996,bauen::V,bouwen,നിർമ്മിക്കുക
997,reparieren::V,repareren,നന്നാക്കുക
998,reparieren::V,herstellen,നന്നാക്കുക
999,verbessern::V,verbeteren,മെച്ചപ്പെടുക
1000,ändern::V,wijzigen,മാറ്റംവരുത്തുക
1001,ändern::V,veranderen,മാറ്റംവരുത്തുക
1002,graben::V,graven,കുഴിക്കുക
1003,beugen::V,buigen,വണങ്ങുക
1004,biegen::V,buigen,കുനിയുക
1005,drehen::V,draaien,തിരിക്കുക
1006,wenden::V,keren,തിരിയുക
1007,wenden::V,wenden,തിരിയുക
1008,umdrehen::V,omdraaien,തിരിയുക
1009,heben::V,heffen,ഉയർത്തുക
1010,heben::V,optillen,ഉയർത്തുക
1011,hochheben::V,tillen,ഉയർത്തുക
1012,ergreifen::V,pakken,ബലമായി_പിടിക്കുക
1013,ergreifen::V,grijpen,ബലമായി_പിടിക്കുക
1014,halten::V,houden,പിടിക്കുക
1015,drücken::V,drukken,അമർത്തുക
1016,schieben::V,duwen,തള്ളുക
1017,schieben::V,schuiven,തള്ളുക
1018,kratzen::V,krassen,ചുരണ്ടുക
1019,lecken::V,likken,നക്കുക
1020,beißen::V,bijten,കടിക്കുക
1021,abreißen::V,afrukken,കീറിക്കളയുക
1022,abreißen::V,afscheuren,കീറിക്കളയുക
1023,abschneiden::V,afsnijden,മുറിച്ചുമാറ്റുക
1024,binden::V,binden,കെട്ടുക
1025,stecken::V,steken,തുളയ്ക്കുക
1026,brechen::V,breken,ഉടയുക
1027,klopfen::V,kloppen,തട്ടുക
1028,hauen::V,houwen,അടിക്കുക
1029,kleben::V,plakken,ഒട്ടിക്കുക
1030,reiben::V,wrijven,തിരുമ്മിത്തുടയ്ക്കുക
1031,streichen::V,smeren,പടർത്തുക
1032,schleifen::V,slijpen,പൊടിക്കുക
1033,schneiden::V,snijden,മുറിക്കുക
1034,rütteln::V,schudden,മുട്ടുക
1035,schütteln::V,schudden,കുലുക്കുക
1036,schwenken::V,wuiven,ആടുക
1037,schwenken::V,zwaaien,ആടുക
1038,schütten::V,gieten,ഒഴിക്കുക
1039,schütten::V,storten,ഒഴിക്കുക
1040,füllen::V,vullen,നിറയ്ക്കുക
1041,einwickeln::V,inwikkelen,പൊതിയുക
1042,tragen::V,dragen,വഹിക്കുക
1043,schleppen::V,slepen,വലിച്ചിഴയ്ക്കുക
1044,ziehen::V,trekken,വലിക്കുക
1045,aufbewahren::V,bewaren,വയ്ക്കുക
1046,werfen::V,gooien,എറിയുക
1047,fangen::V,vangen,പിടിക്കുക
1048,packen::V,pakken,തട്ടിപ്പറിക്കുക
1049,packen::V,vastpakken,തട്ടിപ്പറിക്കുക
1050,verstecken::V,verstoppen,മറയ്ക്കുക
1051,teilen::V,delen,വിഭജിക്കുക
1052,schicken::V,sturen,അയയ്ക്കുക
1053,bringen::V,brengen,കൊണ്ടുവരുക
1054,hinzufügen::V,toevoegen,കൂട്ടുക
1055,bekommen::V,verkrijgen,കിട്ടുക
1056,erhalten::V,krijgen,സ്വീകരിക്കുക
1057,nehmen::V,nemen,എടുക്കുക
1058,wählen::V,kiezen,തിരഞ്ഞെടുക്കുക
1059,wählen::V,verkiezen,തിരഞ്ഞെടുക്കുക
1060,auswählen::V,uitkiezen,തിരഞ്ഞെടുക്കുക
1061,bewahren::V,bewaren,പുലർത്തുക
1062,behindern::V,hinderen,തടയിടുക
1063,verderben::V,bederven,നശിപ്പിക്കുക
1064,beschädigen::V,beschadigen,ക്ഷതമേൽപ്പിക്കുക
1065,zerbrechen::V,breken,ഉടയുക
1066,zerbrechen::V,stukbreken,ഉടയുക
1067,zerreißen::V,scheuren,കീറുക
1068,zerreißen::V,verscheuren,കീറുക
1069,zerstören::V,vernielen,നശിപ്പിക്കുക
1070,verbrennen::V,branden,കത്തിനശിക്കുക
1071,verbrennen::V,branden,കത്തിച്ചുകളയുക
1072,verbrennen::V,verbranden,കത്തിനശിക്കുക
1073,verbrennen::V,verbranden,കത്തിച്ചുകളയുക
1074,geben::V,geven,കൊടുക്കുക
1075,geben::V,geven,തരുക
1076,reichen::V,reiken,കൈമാറുക
1077,reichen::V,aanreiken,കൈമാറുക
1078,schenken::V,schenken,സമ്മാനം കൊടുക്കുക
1079,versprechen::V,beloven,വാഗ്ദാനം_നൽകുക
1080,wünschen::V,wensen,ആഗ്രഹിക്കുക
1081,loben::V,loven,പുകഴ്ത്തുക
1082,loben::V,prijzen,പുകഴ്ത്തുക
1083,küssen::V,kussen,ഉമ്മവയ്ക്കുക
1084,wiegen::V,wiegen,ഇളകുക
1085,zudecken::V,toedekken,മുടുക
1086,wecken::V,wekken,ഉണർത്തുക
1087,zeigen::V,tonen,കാണിക്കുക
1088,zeigen::V,wijzen,കാണിക്കുക
1089,führen::V,voeren,നടത്തുക
1090,lehren::V,leren,പഠിപ്പിക്കുക
1091,unterrichten::V,onderwijzen,പരിശീലിപ്പിക്കുക
1092,aufziehen::V,grootbrengen,വളർത്തിക്കൊണ്ടുവരുക
1093,leiten::V,leiden,നയിക്കുക
1094,antreiben::V,aandrijven,പ്രേരിപ്പിക്കുക
1095,lassen::V,laten,അനുവദിക്കുക
1096,einladen::V,uitnodigen,ക്ഷണിക്കുക
1097,vereinigen::V,verenigen,കൂടിച്ചേരുക
1098,besuchen::V,bezoeken,സന്ദർശിക്കുക
1099,treffen::V,treffen,തമ്മിൽ കാണുക
1100,treffen::V,ontmoeten,തമ്മിൽ കാണുക
1101,sich versammeln::V,zich verzamelen,സംയോജിപ്പിക്കുക
1102,spielen::V,spelen,കളിക്കുക
1103,singen::V,zingen,പാടുക
1104,tanzen::V,dansen,നൃത്തം ചെയ്യുക
1105,sich trennen::V,van elkaar gaan,നേർപെടുത്തുക
1106,verlassen::V,verlaten,പിൻവാങ്ങുക
1107,retten::V,redden,രക്ഷിക്കുക
1108,bewachen::V,bewaken,കാവൽനിൽക്കുക
1109,schützen::V,beschermen,പരിരക്ഷിക്കുക
1110,verteidigen::V,verdedigen,പ്രതിരോധിക്കുക
1111,sich schlagen::V,knokken,കലഹിക്കുക
1112,schießen::V,schieten,വെടിവെക്കുക
1113,siegen::V,overwinnen,വിജയിക്കുക
1114,ärgern::V,ergeren,വിഷമിപ്പിക്കുക
1115,schlagen::V,slaan,അടിക്കുക
1116,treten::V,trappen,തൊഴിക്കുക
1117,treten::V,schoppen,തൊഴിക്കുക
1118,stechen::V,steken,കുത്തുക
1119,stechen::V,prikken,കുത്തുക
1120,stoßen::V,stoten,തള്ളുക
1121,stehlen::V,stelen,മോഷ്ടിക്കുക
1122,stören::V,storen,ശല്യപ്പെടുത്തുക
1123,stören::V,verstoren,ശല്യപ്പെടുത്തുക
1124,belästigen::V,lastig vallen,മെനക്കെടുക
1125,verbergen::V,verbergen,മറയ്ക്കുക
1126,verbergen::V,verbergen,ഒളിക്കുക
1127,täuschen::V,misleiden,കബളിപ്പിക്കുക
1128,betrügen::V,bedriegen,ചതിക്കുക
1129,töten::V,doden,കൊല്ലുക
1130,wohnen::V,wonen,താമസിക്കുക
1131,arbeiten::V,werken,ജോലിചെയ്യുക
1132,sammeln::V,inzamelen,സഞ്ചയിക്കുക
1133,sammeln::V,verzamelen,സഞ്ചയിക്കുക
1134,pflücken::V,plukken,പറിച്ചെടുക്കുക
1135,jagen::V,jagen,വേട്ടയാടുക
1136,fischen::V,vissen,മീൻ പിടിക്കുക
1137,fassen::V,vangen,പിടിക്കുക
1138,hüten::V,hoeden,ചേർക്കുക
1139,treiben::V,drijven,വാഹനം_ഓടിക്കുക
1140,anbinden::V,vastbinden,കെട്ടിയിടുക
1141,füttern::V,voeren,തീറ്റുക
1142,melken::V,melken,പാലുകറക്കുക
1143,hacken::V,hakken,വെട്ടിമുറിക്കുക
1144,gießen::V,gieten,നനയ്ക്കുക
1145,reifen::V,rijpen,പാകമാകുക
1146,zubereiten::V,klaarmaken,പാചകം_ചെയ്യുക
1147,zubereiten::V,toebereiden,പാചകം_ചെയ്യുക
1148,kochen::V,koken,വേവിക്കുക
1149,backen::V,bakken,ബേക്ക് ചെയ്യുക
1150,braten::V,braden,പോരിക്കുക
1151,umrühren::V,omroeren,ഇളക്കുക
1152,stricken::V,breien,മെടയുക
1153,nähen::V,naaien,തുന്നുക
1154,färben::V,verven,ചായം പൂശുക
1155,färben::V,kleuren,ചായം പൂശുക
1156,reinigen::V,reinigen,വൃത്തിയാക്കുക
1157,waschen::V,wassen,കഴുകുക
1158,abwischen::V,afvegen,തുടയ്ക്കുക
1159,spülen::V,spoelen,കഴുകുക
1160,spülen::V,afwassen,കഴുകുക
1161,fegen::V,vegen,അടിച്ചുവാരുക
1162,kehren::V,vegen,അടിച്ചുവാരുക
1163,baden::V,baden,നീന്തിത്തുടിക്കുക
1164,sich waschen::V,zich wassen,കഴുകുക
1165,ausziehen::V,uittrekken,ഇഴുക്കുക
1166,anziehen::V,aantrekken,ഉടുക്കുക
1167,sich anziehen::V,zich aankleden,ധരിച്ച നേടുകയുക
1168,kämmen::V,kammen,മുടിചീകുക
1169,schmücken::V,tooien,അലങ്കരിക്കുക
1170,sagen::V,zeggen,പറയുക
1171,sprechen::V,spreken,സംസാരിക്കുക
1172,reden::V,praten,സംസാരിക്കുക
1173,sich unterhalten::V,zich onderhouden,നർമ്മസല്ലാപം നടത്തുക
1174,fragen::V,vragen,ചോദിക്കുക
1175,bitten::V,vragen,അപേക്ഷിക്കുക
1176,bitten::V,verzoeken,അപേക്ഷിക്കുക
1177,erzählen::V,vertellen,പറയുക
1178,mitteilen::V,meedelen,അറിയിക്കുക
1179,nennen::V,noemen,പേരിടുക
1180,rufen::V,roepen,വിളിക്കുക
1181,prahlen::V,pralen,പൊങ്ങച്ചം പറയുക
1182,übersetzen::V,vertalen,പരിഭാഷപ്പെടുത്തുക
1183,denken::V,denken,ചിന്തിക്കുക
1184,glauben::V,geloven,വിശ്വസിക്കുക
1185,bemerken::V,bemerken,ശ്രദ്ധിക്കുക
1186,erkennen::V,herkennen,തിരിചറിയുക
1187,begreifen::V,begrijpen,കൈപ്പിടിയിലാക്കുക
1188,verstehen::V,verstaan,മനസ്സിലാക്കുക
1189,lernen::V,leren,പഠിക്കുക
1190,wissen::V,weten,അറിയുക
1191,sich erinnern an::V,zich herinneren aan,ഓർമിക്കുക
1192,vergessen::V,vergeten,മറക്കുക
1193,messen::V,meten,അളക്കുക
1194,zählen::V,tellen,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1195,rechnen::V,rekenen,ഗണിക്കുക
1196,lesen::V,lezen,വായിക്കുക
1197,malen::V,schilderen,ചിത്രം വരയ്ക്കുക
1198,zeichnen::V,tekenen,വരയ്ക്കുക
1199,schreiben::V,schrijven,എഴുതുക
1200,besitzen::V,bezitten,സ്വന്തമാക്കുക
1201,kaufen::V,kopen,വാങ്ങുക
