,Concept_ID,nl,kv
817,sechs::NUM,zes,квать
818,sieben::NUM,zeven,сизим
819,acht::NUM,acht,кыкьямыс
820,neun::NUM,negen,ӧкмыс
821,zehn::NUM,tien,дас
822,elf::NUM,elf,дасотік
823,zwölf::NUM,twaalf,даскык
824,zwanzig::NUM,twintig,кыкдас
825,dreißig::NUM,dertig,куимдас
826,vierzig::NUM,veertig,нёльдас
827,fünfzig::NUM,vijftig,витдас
828,sechzig::NUM,zestig,кватьдас
829,siebzig::NUM,zeventig,сизимдас
830,achtzig::NUM,tachtig,кыкьямысдас
831,neunzig::NUM,negentig,ӧкмысдас
832,hundert::NUM,honderd,сто
833,tausend::NUM,duizend,тысяча
834,und::CNJ,en,и
835,und::CNJ,en,да
836,oder::CNJ,of,или
837,stehen::V,staan,сулавны
838,sitzen::V,zitten,пукавны
839,liegen::V,liggen,куйлыны
840,hängen::V,hangen,ӧшавны
841,werden::V,worden,лоны
842,passieren::V,gebeuren,аркмыны
843,beginnen::V,beginnen,петны
844,enden::V,eindigen,-сь
845,enden::V,eindigen,бырны
846,wechseln::V,wijzigen,вежсьыны
847,wechseln::V,veranderen,вежсьыны
848,aufgehen[Sonne]::V,opgaan,петавны
849,untergehen[Sonne]::V,ondergaan,пуксьыны
850,scheinen[Sonne]::V,schijnen,югьявны
851,donnern::V,donderen,гымавны
852,wehen::V,waaien,пӧлявны
853,strömen::V,stromen,киссьыны
854,fließen::V,vloeien,визывтны
855,sich drehen::V,draaien,бергавны
856,sich drehen::V,zich draaien,бергавны
857,schwanken::V,wankelen,кӧвьясьны
858,schwingen::V,zwieren,дюттясьны
859,fallen::V,vallen,усьны
860,brennen::V,branden,сотчыны
861,rauchen::V,roken,тшынасьны
862,regnen::V,regenen,зэрны
863,gefrieren::V,bevriezen,гегдыны
864,tauen::V,dooien,сывны
865,schmelzen::V,smelten,сывны
866,trocknen::V,drogen,косьмыны
867,sieden::V,koken,пизьны
868,sieden::V,zieden,пизьны
869,faulen::V,rotten,нёльзьыны
870,verfaulen::V,verrotten,тӧрмыны
871,verfaulen::V,verrotten,сiсьмыны
872,reißen::V,scheuren,косясьны
873,versinken::V,verzinken,вӧйны
874,vergehen::V,vergaan,мунны
875,erscheinen::V,opdagen,мыччисьны
876,erscheinen::V,verschijnen,мыччисьны
877,verschwinden::V,verdwijnen,ӧшны
878,sinken::V,zinken,ямны
879,abnehmen::V,afnemen,ямны
880,abnehmen::V,verminderen,ямны
881,zunehmen::V,toenemen,паськавны
882,steigen::V,stijgen,лэбтiсьны
883,steigen::V,omhooggaan,лэбтiсьны
884,wachsen::V,groeien,быдмыны
885,glänzen::V,glanzen,свиттявны
886,glänzen::V,schitteren,свиттявны
887,funkeln::V,fonkelen,югйовтлыны
888,funkeln::V,fonkelen,югйӧв-керны
889,lärmen::V,lawaai maken,чавзыны
890,läuten::V,luiden,диньгыны
891,klingeln::V,bellen,силькӧтны
892,klirren::V,rinkelen,жольӧтны
893,brausen::V,bruisen,гуасьны
894,rauschen::V,ruisen,кышӧтны
895,klingen::V,klinken,горавны
896,bellen::V,blaffen,увтны
897,bellen::V,blaffen,вувтны
898,heulen::V,huilen,уннявны
899,blasen::V,blazen,пӧлявны
900,pfeifen::V,fluiten,пиксыны
901,schreien::V,gillen,айзыны
902,schreien::V,schreeuwen,айзыны
903,stöhnen::V,steunen,ойзыны
904,stöhnen::V,steunen,ружтыны
905,zittern::V,beven,легьявны
906,zittern::V,sidderen,легьявны
907,leben::V,leven,овны
908,geboren werden::V,geboren worden,шогмыны
909,atmen::V,ademen,лолавны
910,trinken::V,drinken,юны
911,essen::V,eten,сёйны
912,schlucken::V,slikken,ньылавны
913,müde werden::V,moe worden,мыдзны
914,einschlafen::V,inslapen,ланьтны
915,schlafen::V,slapen,узьны
916,aufwachen::V,ontwaken,саймыны
917,aufwachen::V,ontwaken,пальмыны
918,aufwachen::V,wakker worden,саймыны
919,aufwachen::V,wakker worden,пальмыны
920,aufstehen::V,opstaan,сувтны
921,sich erholen::V,zich ontspannen,шоччисьлыны
922,krank werden::V,ziek worden,моржитны
923,krank sein::V,ziek zijn,шогавны
924,krank sein::V,ziek zijn,визьӧтны
925,schmerzen::V,pijn doen,висьны
926,husten::V,hoesten,кашляйтны
927,genesen::V,genezen,бурдны
928,sterben::V,sterven,кувны
929,sterben::V,overlijden,кувны
930,umkommen::V,omkomen,вийсьыны
931,sich bewegen::V,zich bewegen,локны
932,sich bewegen::V,zich bewegen,ветлӧтны
933,sich rühren::V,zich verroeren,вӧрзьӧтчыны
934,sich erheben::V,oprijzen,сувтны
935,sich erheben::V,verrijzen,сувтны
936,sich setzen::V,gaan zitten,пуксьыны
937,hinfallen::V,vallen,пӧрласьны
938,hinfallen::V,neervallen,пӧрласьны
939,laufen::V,lopen,мунны
940,schreiten::V,stappen,тальччавны
941,schreiten::V,schrijden,тальччавны
942,spazierengehen::V,gaan wandelen,котрасьны
943,eilen::V,ijlen,тэрмасьны
944,eilen::V,haasten,тэрмасьны
945,sich beeilen::V,zich haasten,тэрмасьны
946,sausen::V,stuiven,вирдавны-котӧртны
947,rennen::V,rennen,
948,springen::V,springen,чеччавны
949,klettern::V,klimmen,кышасьны
950,klettern::V,klauteren,кышасьны
951,schaukeln::V,schommelen,чурликасьны
952,kriechen::V,kruipen,кыскасьны-мунны
953,schwimmen::V,zwemmen,вартчыны
954,tauchen::V,duiken,сунгисьны ваӧ
955,rudern::V,roeien,сынны
956,fahren::V,rijden,мунны
957,fliegen::V,vliegen,лэбавны
958,gehen::V,gaan,мунны
959,weggehen::V,weggaan,мунны
960,abfahren::V,vertrekken,иньдӧтчыны
961,abfahren::V,vertrekken,мунны
962,anhalten::V,stoppen,сувтны
963,anhalten::V,stilhouden,сувтны
964,hineingehen::V,ingaan,пырны
965,hineingehen::V,binnengaan,пырны
966,eintreten::V,binnenkomen,пырны
967,kommen::V,komen,локны
968,ankommen::V,aankomen,локны
969,zurückkommen::V,terugkomen,бертны
970,zurückkommen::V,terugkomen,панӧвтсьыны
971,bleiben::V,blijven,кольччыны
972,warten::V,wachten,видзчисьны
973,erwarten::V,verwachten,видзчисьны
974,suchen::V,zoeken,кошшыны
975,finden::V,vinden,адззыны
976,versuchen::V,proberen,пондыны
977,versuchen::V,proberen,пондӧтны
978,versuchen::V,beproeven,пондыны
979,versuchen::V,beproeven,пондӧтны
980,vorbereiten::V,voorbereiden,лӧсьӧтны
981,lieben::V,houden van,милуйтны
982,mögen::V,lusten,радейтны
983,mögen::V,houden van,радейтны
984,lachen::V,lachen,серавны
985,rühren::V,roeren,сьӧлӧм вӧрзьӧтны
986,weinen::V,huilen,горзыны
987,weinen::V,schreien,горзыны
988,schimpfen::V,kijven,видчыны
989,schimpfen::V,schelden,видчыны
990,sich ärgern::V,zich ergeren,лёкавны
991,sich fürchten::V,bang zijn,повны
992,fürchten::V,vrezen,повны
993,fliehen::V,vluchten,пышшыны
994,flüchten::V,ontsnappen,пышшыны
995,flüchten::V,ontkomen,пышшыны
996,sehen::V,zien,адззыны
997,anschauen::V,aankijken,видзӧтны
998,ansehen::V,aanzien,видзӧтны
999,ansehen::V,bekijken,видзӧтны
1000,hören::V,horen,кывны
1001,zuhören::V,luisteren,кывзыны
1002,probieren::V,proeven,пешлыны
1003,riechen::V,ruiken,дукавны
1004,fühlen::V,voelen,кывны
1005,scheinen::V,lijken,декуйтчыны
1006,zu sehen sein::V,te zien zijn,тыдавны
1007,vernehmen::V,vernemen,тӧдмавны
1008,frieren::V,het koud hebben,гегдыны
1009,tun::V,doen,керны
1010,können::V,kunnen,вермыны
1011,wollen::V,willen,мӧдны
1012,anfangen::V,beginnen,петны
1013,anfangen::V,aanvangen,петны
1014,beenden::V,beëindigen,ештӧтны
1015,beenden::V,beëindigen,керыштны
1016,aufhören::V,ophouden,дугдыны
1017,gelingen::V,lukken,шогмыны
1018,gelingen::V,gelukken,шогмыны
1019,geraten::V,uitvallen,мыччисьны
1020,öffnen::V,openen,осьтны
1021,öffnen::V,opendoen,осьтны
1022,schließen::V,sluiten,пӧднавны
1023,schließen::V,dichtdoen,пӧднавны
1024,stellen::V,stellen,сувтӧтны
1025,stellen::V,plaatsen,сувтӧтны
1026,setzen::V,zetten,пуксьӧтны
1027,setzen::V,plaatsen,пуксьӧтны
1028,legen::V,leggen,пуктыны
1029,berühren::V,aanraken,вӧрзьӧтны
1030,verbinden::V,verbinden,йитны
1031,bedecken::V,bedekken,вевттьыны
1032,aufhängen::V,ophangen,ӧшӧтны
1033,anzünden::V,aansteken,ӧзтыны
1034,aufheben::V,oprapen,лэбтыны
1035,zurücklassen::V,achterlaten,кольны
1036,verlieren::V,verliezen,ӧштыны
1037,fallen lassen::V,laten vallen,уськӧтны
1038,machen::V,maken,керны
1039,herstellen::V,produceren,вӧчны
1040,herstellen::V,voortbrengen,вӧчны
1041,bauen::V,bouwen,строитны
1042,reparieren::V,repareren,вочны
1043,reparieren::V,herstellen,вочны
1044,verbessern::V,verbeteren,бурсьӧтны
1045,ändern::V,wijzigen,вежны
1046,ändern::V,veranderen,вежны
1047,graben::V,graven,гарйыны
1048,beugen::V,buigen,кусіньтны
1049,biegen::V,buigen,чукыльтыштны
1050,drehen::V,draaien,бергӧтны
1051,wenden::V,keren,бергӧтны
1052,wenden::V,wenden,бергӧтны
1053,umdrehen::V,omdraaien,бергӧтны
1054,heben::V,heffen,лэбтыны
1055,heben::V,optillen,лэбтыны
1056,hochheben::V,tillen,лэбтыны
1057,ergreifen::V,pakken,кватитны
1058,ergreifen::V,grijpen,кватитны
1059,halten::V,houden,видзны
1060,drücken::V,drukken,личкыны
1061,schieben::V,duwen,тойлавны
1062,schieben::V,schuiven,тойлавны
1063,kratzen::V,krassen,шаркӧтны
1064,lecken::V,likken,нювны
1065,beißen::V,bijten,йирны
1066,abreißen::V,afrukken,орӧтны
1067,abreißen::V,afscheuren,орӧтны
1068,abschneiden::V,afsnijden,шӧрыштны
1069,abschneiden::V,afsnijden,вундыштны
1070,binden::V,binden,гӧрдззыны
1071,stecken::V,steken,мӧртны
1072,brechen::V,breken,жугдыны
1073,klopfen::V,kloppen,зукӧтны
1074,hauen::V,houwen,желльыны
1075,kleben::V,plakken,лякӧтны
1076,reiben::V,wrijven,зыртны
1077,streichen::V,smeren,мавтны
1078,schleifen::V,slijpen,кыскыны
1079,schneiden::V,snijden,вундавны
1080,rütteln::V,schudden,шатлавны
1081,schütteln::V,schudden,зыбӧтны
1082,schwenken::V,wuiven,ӧвтны
1083,schwenken::V,wuiven,макайтны
1084,schwenken::V,zwaaien,ӧвтны
1085,schwenken::V,zwaaien,макайтны
1086,schütten::V,gieten,кисьтны
1087,schütten::V,storten,кисьтны
1088,füllen::V,vullen,тыртны
1089,füllen::V,vullen,тырсьӧтны
1090,einwickeln::V,inwikkelen,тубны
1091,tragen::V,dragen,новйӧтны
1092,schleppen::V,slepen,кыскыны
1093,ziehen::V,trekken,кыскыны
1094,aufbewahren::V,bewaren,видзны
1095,werfen::V,gooien,шентывлыны
1096,fangen::V,vangen,кутны
1097,packen::V,pakken,кутасьны
1098,packen::V,pakken,кватитны
1099,packen::V,vastpakken,кутасьны
1100,packen::V,vastpakken,кватитны
1101,verstecken::V,verstoppen,дзебны
1102,teilen::V,delen,торйӧтны
1103,schicken::V,sturen,иньдыны
1104,bringen::V,brengen,вайны
1105,hinzufügen::V,toevoegen,содтыны
1106,bekommen::V,verkrijgen,получитны
1107,erhalten::V,krijgen,получитны
1108,nehmen::V,nemen,босьтны
1109,wählen::V,kiezen,бӧрйыны
1110,wählen::V,verkiezen,бӧрйыны
1111,auswählen::V,uitkiezen,бӧрйыны
1112,bewahren::V,bewaren,видзны
1113,behindern::V,hinderen,падтыны
1114,verderben::V,bederven,изводавны
1115,beschädigen::V,beschadigen,паздыны
1116,zerbrechen::V,breken,паздыны
1117,zerbrechen::V,stukbreken,паздыны
1118,zerreißen::V,scheuren,косявны
1119,zerreißen::V,verscheuren,косявны
1120,zerstören::V,vernielen,паздыны
1121,verbrennen::V,branden,сотны
1122,verbrennen::V,verbranden,сотны
1123,geben::V,geven,сетны
1124,reichen::V,reiken,сетны
1125,reichen::V,aanreiken,сетны
1126,schenken::V,schenken,козьнавны
1127,versprechen::V,beloven,кӧсйыны
1128,wünschen::V,wensen,бурсьыны
1129,loben::V,loven,ошкыны
1130,loben::V,prijzen,ошкыны
1131,küssen::V,kussen,окавны
1132,wiegen::V,wiegen,тюттьӧтны
1133,zudecken::V,toedekken,вевттьыны
1134,wecken::V,wekken,саймӧтны
1135,zeigen::V,tonen,мыччавны
1136,zeigen::V,wijzen,мыччавны
1137,führen::V,voeren,нуӧтны
1138,lehren::V,leren,велӧтны
1139,unterrichten::V,onderwijzen,велӧтны
1140,aufziehen::V,grootbrengen,быдтыны
1141,leiten::V,leiden,юравны
1142,leiten::V,leiden,веськӧтлыны
1143,antreiben::V,aandrijven,тэрмӧтны
1144,lassen::V,laten,-ӧтыны
1145,einladen::V,uitnodigen,корны
1146,vereinigen::V,verenigen,ӧтувтны
1147,vereinigen::V,verenigen,ӧтлаавны
1148,besuchen::V,bezoeken,пыравлыны
1149,treffen::V,treffen,пантавны
1150,treffen::V,ontmoeten,пантавны
1151,sich versammeln::V,zich verzamelen,ӧксьыны
1152,spielen::V,spelen,орсны
1153,singen::V,zingen,сьывны
1154,tanzen::V,dansen,йӧктыны
1155,sich trennen::V,van elkaar gaan,торьясьны
1156,verlassen::V,verlaten,кольны
1157,retten::V,redden,мынтны
1158,bewachen::V,bewaken,смекайтны
1159,schützen::V,beschermen,дорйыны
1160,verteidigen::V,verdedigen,дорйыны
1161,sich schlagen::V,knokken,тышкасьны
1162,schießen::V,schieten,лыйны
1163,siegen::V,overwinnen,вермыны
1164,ärgern::V,ergeren,лӧгӧтны
1165,schlagen::V,slaan,базнитны
1166,treten::V,trappen,чужьявны
1167,treten::V,schoppen,чужьявны
1168,stechen::V,steken,бытшкыны
1169,stechen::V,prikken,бытшкыны
1170,stoßen::V,stoten,тапкыны
1171,stoßen::V,stoten,тойыштны
1172,stehlen::V,stelen,гусявны
1173,stören::V,storen,костіавны
1174,stören::V,verstoren,костіавны
1175,belästigen::V,lastig vallen,назыляйтны
1176,verbergen::V,verbergen,дзебны
1177,täuschen::V,misleiden,бӧбӧтны
1178,täuschen::V,misleiden,пӧрьявны
1179,betrügen::V,bedriegen,муклачитны
1180,töten::V,doden,вийны
1181,wohnen::V,wonen,овны
1182,arbeiten::V,werken,уджавны
1183,sammeln::V,inzamelen,ӧктыны
1184,sammeln::V,verzamelen,ӧктыны
1185,pflücken::V,plukken,судзлавны
1186,jagen::V,jagen,вӧравны
1187,fischen::V,vissen,чериавны
1188,fassen::V,vangen,кутны
1189,hüten::V,hoeden,вердны
1190,hüten::V,hoeden,йирсьӧтны
1191,treiben::V,drijven,вашӧтны
1192,anbinden::V,vastbinden,кӧртавны
1193,füttern::V,voeren,вердны
1194,melken::V,melken,высьтыны
1195,melken::V,melken,чилькӧтны
1196,hacken::V,hakken,керавны
1197,gießen::V,gieten,киськавны
1198,reifen::V,rijpen,кисьмыны
1199,zubereiten::V,klaarmaken,лӧсьӧтны
1200,zubereiten::V,toebereiden,лӧсьӧтны
1201,kochen::V,koken,пуны
1202,backen::V,bakken,пӧжавны
1203,braten::V,braden,жаритны
1204,umrühren::V,omroeren,соравны
1205,stricken::V,breien,домавны
1206,nähen::V,naaien,вурны
1207,färben::V,verven,краситны
1208,färben::V,kleuren,краситны
1209,reinigen::V,reinigen,весӧтны
1210,waschen::V,wassen,пеславны
1211,abwischen::V,afvegen,чышкыны
1212,spülen::V,spoelen,гывьявны
1213,spülen::V,afwassen,гывьявны
1214,fegen::V,vegen,чышкыны
1215,kehren::V,vegen,чышкыны
1216,baden::V,baden,купайтчыны 
1217,sich waschen::V,zich wassen,миссьыны
1218,ausziehen::V,uittrekken,гыжтӧтны
1219,ausziehen::V,uittrekken,пӧрччавны
1220,anziehen::V,aantrekken,пасьтавны
1221,sich anziehen::V,zich aankleden,пасьтасьны
1222,kämmen::V,kammen,сынавны
1223,schmücken::V,tooien,баситны
1224,sagen::V,zeggen,висьтавны
1225,sprechen::V,spreken,шуны
1226,reden::V,praten,баитны
1227,sich unterhalten::V,zich onderhouden,сёрнитны
1228,fragen::V,vragen,юавны
1229,bitten::V,vragen,корны
1230,bitten::V,verzoeken,корны
1231,erzählen::V,vertellen,висьтавны
1232,mitteilen::V,meedelen,висьтавны
1233,nennen::V,noemen,нимтны
1234,rufen::V,roepen,китсавны
1235,rufen::V,roepen,корны
1236,rufen::V,roepen,чукӧстны
1237,prahlen::V,pralen,ошшасьны
1238,übersetzen::V,vertalen,вуджӧтны
1239,denken::V,denken,чайтны
1240,glauben::V,geloven,веритны
1241,bemerken::V,bemerken,казявны
1242,erkennen::V,herkennen,тӧдсавны
1243,begreifen::V,begrijpen,вежӧртны
1244,verstehen::V,verstaan,кывны
1245,lernen::V,leren,велӧтчыны
1246,wissen::V,weten,тӧдны
1247,sich erinnern an::V,zich herinneren aan,касьтывны
1248,vergessen::V,vergeten,вунӧтны
1249,messen::V,meten,меряйтны
1250,zählen::V,tellen,лыддьыны
1251,rechnen::V,rekenen,лыддьыны
1252,lesen::V,lezen,лыддьӧтны
1253,malen::V,schilderen,
1254,zeichnen::V,tekenen,гижмавны
1255,schreiben::V,schrijven,гижны
1256,besitzen::V,bezitten,лоны
1257,kaufen::V,kopen,небны
1258,verkaufen::V,verkopen,вузавны
1259,bezahlen::V,betalen,вештыны
1260,zahlen::V,betalen,вештыны
1261,beherrschen::V,beheersen,
1262,ertragen::V,verdragen,терпитны
