,Concept_ID,kl,uk
748,sehr::ADV,assut,дуже
749,noch::ADV,qeratavoq,ще
750,schon::ADV,taava-una,вже
751,wieder::ADV,kingumut,знову
752,vergebens::ADV,angiluk,дарма
753,dies::PRN,manna,це
754,dies::PRN,matuma,це
755,das::PRN,ua,то
756,ich::PRN,uanga,я
757,du::PRN,illit,ти
758,er::PRN,una,він
759,wir::PRN,uagut,ми
760,ihr::PRN,ilissi,ви
761,sie::PRN,uku,вони
762,was::FPRN,aat?,що
763,wer::FPRN,kikkut,хто
764,wo::FADV,sumi,де
765,wohin::FADV,sumut,куди
766,wie::FADV,qanoq,як
767,warum::FADV,sooq,чому
768,wieviel::FNUM,qassit,скільки
769,wieviel::FNUM,qanoq atsigisumik?,скільки
770,eins::NUM,ataaseq,один
771,zwei::NUM,marluk,два
772,drei::NUM,pingasut,три
773,vier::NUM,sisamat,чотири
774,vier::NUM,qajuusat,чотири
775,fünf::NUM,tallimat,п’ять
776,sechs::NUM,arfineq,шість
777,sechs::NUM,arfinillit,шість
778,sieben::NUM,arfineq-marluk,сім
779,acht::NUM,arfineq pingasut,вісім
780,neun::NUM,qulingiluat,дев’ять
781,neun::NUM,arfineq sisamat,дев’ять
782,zehn::NUM,qulit,десять
783,elf::NUM,aqqaneq,одинадцять
784,zwölf::NUM,aqqaneq-marluk,дванадцять
785,zwanzig::NUM,tyve,двадцять
786,dreißig::NUM,tredive,тридцять
787,dreißig::NUM,pingasunik qulillit,тридцять
788,vierzig::NUM,fyrre,сорок
789,fünfzig::NUM,halvtreds,п’ятдесят
790,fünfzig::NUM,tallimanik qulillit,п’ятдесят
791,sechzig::NUM,tres,шістдесят
792,siebzig::NUM,halvfjerds,сімдесят
793,achtzig::NUM,firs,вісімдесят
794,neunzig::NUM,halvfems,дев’яносто
795,hundert::NUM,et hundrede,сто
796,tausend::NUM,et tusinde,тисяча
797,und::CNJ,aamma,і
798,oder::CNJ,imalluunnit,або
799,stehen::V,sikingavoq,стояти
800,sitzen::V,ingippoq,сидіти
801,liegen::V,nalavoq,лежати
802,liegen::V,aqupivoq,лежати
803,hängen::V,nivinngarpaa,висіти
804,werden::V,pinngorpoq,стати
805,werden::V,pinngorpoq,робитися
806,passieren::V,pivoq,трапитися
807,beginnen::V,aallarnerpaa,початися
808,enden::V,naggaserpaa,кінчитися
809,wechseln::V,immikkut ilivoq,мінятися
810,untergehen[Sonne]::V,ilioqqaasoq,зайти
811,scheinen[Sonne]::V,qinnorpoq,світити
812,scheinen[Sonne]::V,qinngorpoq,світити
813,donnern::V,kalleq,гриміти
814,wehen::V,timmivoq,віяти
815,sich drehen::V,ipippaa,обертатися
816,schwanken::V,aalavoq,коливатися
817,schwingen::V,issakajaat or issakatsiaarut,хитатися
818,schwingen::V,issakajaat or issakatsiaarut,гойдатися
819,fallen::V,quasivaa,падати
820,brennen::V,seerpoq,горіти
821,brennen::V,uuppaa,горіти
822,rauchen::V,pujoorpoq,диміти
823,regnen::V,siallerpoq,дощити
824,gefrieren::V,qiulerpoq,змерзнути
825,tauen::V,aappoq,танути
826,schmelzen::V,aappoq,плавитися
827,schmelzen::V,aatsippaa,плавитися
828,trocknen::V,panerserpaa,сохнути
829,sieden::V,qalappoq,кипіти
830,reißen::V,qulli,рватися
831,reißen::V,alittorpaa,рватися
832,reißen::V,kimillanneq,рватися
833,versinken::V,kivivaa,тонути
834,versinken::V,apparpoq,тонути
835,vergehen::V,qaangerpaa,проходити
836,vergehen::V,sarsuppoq,проходити
837,erscheinen::V,takutippoq,з’явитися
838,sinken::V,kivivaa,спадати
839,sinken::V,apparpoq,спадати
840,abnehmen::V,ikillipput,поменшитися
841,zunehmen::V,allisippaa,збільшуватися
842,steigen::V,allisippaa,підніматися
843,wachsen::V,allivoq,рости
844,glänzen::V,qinngorpoq,блищати
845,glänzen::V,qinnorpoq,блищати
846,funkeln::V,uisorilavoq,блискати
847,läuten::V,avilualaarpoq,дзвонити
848,klingeln::V,aviluarpoq,дзвонити
849,klingeln::V,aviluarpaluppoq,дзвонити
850,brausen::V,ittuk,бушувати
851,brausen::V,ittuppoq,бушувати
852,brausen::V,ittuppaluppoq,бушувати
853,bellen::V,qiluppoq,гавкати
854,heulen::V,maarpoq,вити
855,heulen::V,maalavoq,вити
856,heulen::V,miaggoorpoq,вити
857,blasen::V,aporneq,дунути
858,pfeifen::V,siggartartitsivoq,свистіти
859,pfeifen::V,siorsulavoq,свистіти
860,schreien::V,suaarpoq,кричати
861,stöhnen::V,nipiliorpoq,стогнати
862,stöhnen::V,nipilliorpoq,стогнати
863,zittern::V,qarsulivik,тремтіти
864,leben::V,inuuvoq,жити
865,geboren werden::V,inuuvoq,народитися
866,geboren werden::V,inunngorpoq,народитися
867,atmen::V,anersaarpoq,дихати
868,trinken::V,imerpoq,пити
869,essen::V,tamorpoq,їсти
870,schlucken::V,tuluarnaq,ковтати
871,einschlafen::V,sinippoq,заснути
872,schlafen::V,sinik,спати
873,aufwachen::V,iterpoq,прокинутися
874,aufwachen::V,eqqumavoq,прокинутися
875,aufstehen::V,makippoq,встати
876,sich erholen::V,qasuerserpoq,відпочивати
877,schmerzen::V,anneraa,боліти
878,schmerzen::V,annernarpoq,боліти
879,husten::V,quersorpoq,кашляти
880,genesen::V,ajunngissivoq,одужати
881,genesen::V,ajunngissivoq,видужати
882,genesen::V,ilisimmarpoq,одужати
883,genesen::V,ilisimmarpoq,видужати
884,genesen::V,ilorrippoq,одужати
885,genesen::V,ilorrippoq,видужати
886,sterben::V,toquvoq,померти
887,sich bewegen::V,ingerlavoq,рухатися
888,sich setzen::V,ingippoq,сісти
889,laufen::V,arpappoq,ходити
890,schreiten::V,ingerlavoq,крокувати
891,spazierengehen::V,utertakajaarpoq,гуляти
892,spazierengehen::V,utertakattajaarpoq,гуляти
893,eilen::V,qaa qaa,спішити
894,eilen::V,qiilasaarpoq,спішити
895,eilen::V,ingerlasaarpaa,спішити
896,sich beeilen::V,tuaviorpoq,поспішати
897,sausen::V,uiguut,мчатися
898,rennen::V,igivoq,бігати
899,springen::V,upernassaq,скакати
900,springen::V,upernassaq,стрибати
901,klettern::V,pilaakkeerpoq,лазити
902,schaukeln::V,aalavoq,гойдатися
903,schwimmen::V,naluppoq,пливти
904,schwimmen::V,naluppoq,плавати
905,tauchen::V,allorpoq,пірнати
906,rudern::V,ipuppaa,гребти
907,rudern::V,ipuppaa,веслувати
908,fahren::V,qimusserpoq,їхати
909,fliegen::V,timmivoq,літати
910,weggehen::V,piiarpoq,піти
911,anhalten::V,unitsippaa,зупинитися
912,hineingehen::V,timaappaa,входити
913,eintreten::V,allattorpaa,увійти
914,kommen::V,qaa-,прийти
915,kommen::V,pivaa,прийти
916,ankommen::V,tikippoq,прибути
917,zurückkommen::V,angerlarpoq,повернутися
918,bleiben::V,uninngavoq,залишитися
919,warten::V,paavoq,чекати
920,warten::V,utaqqivoq,чекати
921,suchen::V,nivivaa,шукати
922,finden::V,nanivaa,знайти
923,versuchen::V,uuppaa,випробовувати
924,versuchen::V,ussersarpaa,випробовувати
925,vorbereiten::V,piareersarpaa,підготувати
926,lieben::V,asavaa,любити
927,mögen::V,akaaraa,любити
928,mögen::V,akaaraa,подобатися
929,rühren::V,qeerlerpaa,розчулити
930,weinen::V,qiavoq,плакати
931,schimpfen::V,qatimaarpoq,лаятися
932,sich ärgern::V,ugguutigaa,сердитися
933,sich fürchten::V,eqqanaarpoq,боятися
934,fürchten::V,ersigaa,боятися
935,fliehen::V,qimaavoq,тікати
936,flüchten::V,allikarfigaa,утекти
937,sehen::V,isigaa,бачити
938,ansehen::V,alaatsinaappaa,дивитися на
939,hören::V,tusarpaa,чути
940,zuhören::V,naalappoq,слухати
941,riechen::V,tipippoq,нюхати
942,fühlen::V,misigaa,відчувати
943,scheinen::V,takutippoq,здаватися
944,frieren::V,qiiavoq,мерзнути
945,tun::V,iliorpoq,робити
946,wollen::V,piumavaa,хотіти
947,anfangen::V,pilerpoq,почати
948,beenden::V,naggaserpaa,закінчити
949,aufhören::V,naammatsippaa,перестати
950,öffnen::V,ammarpaa,відкрити
951,schließen::V,matuaa,закрити
952,stellen::V,ilivaa,поставити
953,stellen::V,iliorarpai,поставити
954,stellen::V,ilioqqarpai,поставити
955,setzen::V,iliorarpai,посадити
956,setzen::V,ilioqqarpai,посадити
957,legen::V,ilivaa,класти
958,berühren::V,attorpaa,чіпати
959,verbinden::V,taperserpaa,зв’язати
960,bedecken::V,iikkerpaa,покрити
961,bedecken::V,iikkersorpaa,покрити
962,aufhängen::V,inivaa,повісити
963,aufhängen::V,iniorarpai,повісити
964,anzünden::V,saggaavoq,запалити
965,aufheben::V,allisippaa,підняти
966,zurücklassen::V,aallarpoq,залишити
967,verlieren::V,annaavaa,загубити
968,fallen lassen::V,nakkaavaa,упустити
969,machen::V,iliorpoq,зробити
970,herstellen::V,anillatsippaa,виготовити
971,bauen::V,marrarterpaa,будувати
972,reparieren::V,iluarsaappaa,лагодити
973,verbessern::V,naqqippaa,поліпшити
974,graben::V,assappaa,копати
975,beugen::V,qappappoq,зігнути
976,biegen::V,qappappoq,погнути
977,wenden::V,assappaa,повернути
978,wenden::V,assakarpoq,повернути
979,umdrehen::V,assakartippaa,перевернути
980,heben::V,kivippaa,піднімати
981,hochheben::V,kissumiarpaa,підняти
982,ergreifen::V,isaappaa,схопити
983,ergreifen::V,isaguppaa,схопити
984,halten::V,minarpaa,тримати
985,drücken::V,naqittaat,натискати
986,kratzen::V,qitsuppaa,шкребти
987,lecken::V,aluppaa,лизати
988,beißen::V,kiivaa,кусати
989,abreißen::V,aqqarpaa,відірвати
990,abreißen::V,isaterpaa,відірвати
991,abschneiden::V,kipivaa,відрізати
992,binden::V,kakkersarpaa,в’язати
993,stecken::V,kussunneq,увіткнути
994,brechen::V,nallorpaa,зламати
995,klopfen::V,pattappaa,стукати
996,hauen::V,aqivaa,бити
997,kleben::V,qaappoq,клеїти
998,reiben::V,tagiarpaa,терти
999,reiben::V,tangiarpaa,терти
1000,streichen::V,erlerpoq,намазати
1001,schleifen::V,sequppaa,точити
1002,schneiden::V,uullivoq,різати
1003,schütteln::V,aalavoq,трясти
1004,schwenken::V,issarpoq,махати
1005,füllen::V,immerpaa,наповнити
1006,einwickeln::V,immoqquserpaa,загорнути
1007,tragen::V,maqippaa,нести
1008,tragen::V,assartorpoq,нести
1009,schleppen::V,assartorpoq,тягти
1010,ziehen::V,kalippaa,тягнути
1011,ziehen::V,kalissarpoq,тягнути
1012,aufbewahren::V,toqqorpaa,зберігати
1013,werfen::V,kuivaa,кидати
1014,fangen::V,anguaa,ловити
1015,verstecken::V,anngigaa,сховати
1016,teilen::V,agguut,розділити
1017,teilen::V,agguusersorpaa,розділити
1018,schicken::V,nassiuppaa,посилати
1019,bringen::V,aggiuppaa,принести
1020,bringen::V,nassataraa,принести
1021,bekommen::V,tiguaa,дістати
1022,erhalten::V,tiguaa,одержати
1023,nehmen::V,pivoq,взяти
1024,nehmen::V,tiguaa,взяти
1025,bewahren::V,sukkunik simerserpaa,зберегти
1026,verderben::V,asiutippaa,зіпсувати
1027,verderben::V,piuneerunnerit,зіпсувати
1028,zerbrechen::V,ukuvoq,розбити
1029,zerreißen::V,tisavaa,розірвати
1030,zerreißen::V,alittorpaa,розірвати
1031,zerstören::V,aserorpaa,зруйнувати
1032,verbrennen::V,seerpoq,спалити
1033,geben::V,pivoq,дати
1034,versprechen::V,neriorsorpaa,обіцяти
1035,wünschen::V,kissaat,бажати
1036,loben::V,nersorpaa,хвалити
1037,loben::V,nersornaat,хвалити
1038,küssen::V,kunippaa,цілувати
1039,küssen::V,kunissorpaa,цілувати
1040,zudecken::V,majorpaa,накрити
1041,wecken::V,itersarpaa,розбудити
1042,zeigen::V,tikkuuppaa,показати
1043,führen::V,tasissiuppaa,вести
1044,führen::V,ilitsersorpaa,вести
1045,führen::V,tasissersuuppaa,вести
1046,lehren::V,ilinniartippaa,вчити
1047,unterrichten::V,ajoqerpaa,викладати
1048,unterrichten::V,ajoqersorpaa,викладати
1049,unterrichten::V,ilinniartitsivoq,викладати
1050,aufziehen::V,inororsarpaa,виховати
1051,leiten::V,iluatsippaa,керувати
1052,antreiben::V,ikusimmippaa,підганяти
1053,einladen::V,qaaqquaa,запросити
1054,einladen::V,qaasarpaa,запросити
1055,vereinigen::V,taperserpaa,об’єднати
1056,besuchen::V,tikeraarpaa,завітати
1057,besuchen::V,tikeraarpaa,відвідати
1058,treffen::V,aporappaa,зустріти
1059,sich versammeln::V,majorpoq,зібратися
1060,spielen::V,pinnguarpoq,грати
1061,singen::V,erinarsorpoq,співати
1062,tanzen::V,qitippoq,танцювати
1063,sich trennen::V,immikkoortippaa,розлучитися
1064,retten::V,annaappaa,врятувати
1065,schützen::V,eriagaa,уберігати
1066,schützen::V,pineqartaalivaa,уберігати
1067,schießen::V,aallaavaa,стріляти
1068,schießen::V,piseriuppaa,стріляти
1069,ärgern::V,ninngassarpaa,сердити
1070,ärgern::V,ninngassaarpaa,сердити
1071,schlagen::V,unatarpaa,ударити
1072,treten::V,tukerpoq,штовхати
1073,stechen::V,iguppaa,вколоти
1074,stechen::V,qasilippoq,вколоти
1075,stoßen::V,ikuserpaa,штовхнути
1076,stoßen::V,ikusimmippaa,штовхнути
1077,stehlen::V,tillippaa,украсти
1078,stören::V,akornuserpaa,перешкодити
1079,verbergen::V,anngigaa,сховати
1080,betrügen::V,peqquserluttuliorfigaa,зшахраювати
1081,töten::V,maappaa,убити
1082,töten::V,toquppaa,убити
1083,wohnen::V,najugaqarpoq,жити
1084,wohnen::V,najugaqarpoq,мешкати
1085,arbeiten::V,sulivoq,працювати
1086,sammeln::V,katersorpai,зібрати
1087,jagen::V,piniarpoq,полювати
1088,fischen::V,aalisarpoq,рибалити
1089,anbinden::V,qilerut,прив’язати
1090,anbinden::V,qilersorpaa,прив’язати
1091,anbinden::V,ungerlatserpaa,прив’язати
1092,füttern::V,nerlerpaa,годувати
1093,füttern::V,nerlerpaa,харчувати
1094,gießen::V,imerterpaa,полити
1095,kochen::V,igavoq,варити
1096,kochen::V,igavoq,готувати
1097,braten::V,siappaa,смажити
1098,umrühren::V,qeerlerpaa,переміщати
1099,färben::V,misuppaa,пофарбувати
1100,reinigen::V,sanniarpaa,очистити
1101,waschen::V,asappaa,мити
1102,abwischen::V,saligarpaa,витерти
1103,abwischen::V,saligartorpaa,витерти
1104,fegen::V,sanngiarpaa,підмітати
1105,baden::V,uffarpoq,купатися
1106,sich waschen::V,uffarpoq,митися
1107,ausziehen::V,annoraajarpaa,зняти
1108,anziehen::V,ativaa,надіти
1109,anziehen::V,atitippaa,надіти
1110,sich anziehen::V,atisalersorpoq,одягтися
1111,sich anziehen::V,atisalersorpoq,одягнутися
1112,sagen::V,oqarpoq,сказати
1113,sprechen::V,oqaluttarpoq,говорити
1114,reden::V,oqaluppoq,розмовляти
1115,fragen::V,aperaa,запитати
1116,bitten::V,aperaa,просити
1117,bitten::V,qinnuigaa,просити
1118,erzählen::V,oqaluttuaraa,розповісти
1119,mitteilen::V,oqalualaarpoq,повідомити
1120,rufen::V,qaaqquaa,кликати
1121,prahlen::V,oqqartuvoq,хвалитися
1122,prahlen::V,oqallortuvoq,хвалитися
1123,übersetzen::V,ikaarpoq,перекласти
1124,übersetzen::V,nutserpaa,перекласти
1125,denken::V,isumaqarpoq,думати
1126,denken::V,isumaqarpoq,мислити
1127,glauben::V,upperaa,вірити
1128,glauben::V,isumaqarpoq,вірити
1129,erkennen::V,ilisaraa,пізнати
1130,verstehen::V,paasivaa,почути
1131,lernen::V,ilinniarpoq,навчатися
1132,wissen::V,nalunngilaa,знати
1133,sich erinnern an::V,eqqaavaa,пам’ятати
1134,vergessen::V,puiorpaa,забути
1135,messen::V,ussersarpaa,міряти
1136,zählen::V,kisitsivoq,лічити
1137,rechnen::V,kisitsivoq,рахувати
1138,lesen::V,atuarpoq,читати
1139,malen::V,qalipappaa,малювати
1140,schreiben::V,allappoq,писати
1141,kaufen::V,pisiaraa,купити
1142,verkaufen::V,akigaa,продати
1143,bezahlen::V,akilerpaa,заплатити
1144,beherrschen::V,inappaa,володіти
1145,ertragen::V,ernertaaraa,витерпіти
1146,Nase::N,,ніс
1147,Schnurrbart::N,,вуса
1148,Fuß::N,,нога
1149,Schlaf::N,,сон
1150,Schlaf::N,,сплячка
1151,Strömung::N,,струмина
1152,Moor::N,,болото
1153,Wald::N,,ліс
1154,Anhöhe::N,,височина
1155,Gipfel::N,,вершина
1156,Quelle::N,,джерело
1157,Festland::N,,суша
1158,Kiefer[Baum]::N,,сосна
1159,Pferd::N,,кінь
1160,Elch::N,,лось
1161,Schwarm::N,,зграя
1162,Ente::N,,качка
1163,Barsch::N,,окунь
1164,Hecht::N,,щука
1165,Wurm::N,,черв’як
1166,Heu::N,,сіно
1167,Kummer::N,,горе
1168,Gespräch::N,,розмова
1169,Spiel::N,,гра
1170,Gesellschaft::N,,товариство
1171,Angelegenheit::N,,справа
1172,Anzahl::N,,число
1173,Strich::N,,штрих
1174,Gegenstand::N,,предмет
1175,Höhe::N,,висота
1176,Lagerfeuer::N,,вогнище
1177,Gang::N,,хід
1178,Heim::N,,житло
1179,Beutel::N,,мішечок
1180,Beutel::N,,торбинка
1181,Eimer::N,,відро
1182,Sack::N,,мішок
1183,Brei::N,,каша
1184,Leder::N,,шкіра
1185,Gott::N,,бог
1186,Reichtum::N,,багатство
1187,Staat::N,,держава
1188,Gewalt::N,,насильство
1189,Bogen[Waffe]::N,,лук
1190,Lüge::N,,брехня
1191,Schaden::N,,шкода
1192,Schaden::N,,збиток
1193,April::N,,квітень
1194,frisch::A,,свіжий
1195,lecker::A,,смачний
1196,sauer::A,,кислий
1197,bunt::A,,барвистий
1198,teuer::A,,дорогий
1199,geschickt::A,,умілий
1200,nackt::A,,голий
1201,ehemalig::A,,колишній
1202,bekannt::A,,знайомий
1203,anderer::A,,інакший
1204,zuerst::ADV,,спершу
1205,zuerst::ADV,,спочатку
1206,niemals::ADV,,ніколи
1207,von hier::ADV,,звідси
1208,dort::ADV,,там
1209,oben::ADV,,вгорі
1210,hinauf::ADV,,вгору
1211,nicht::ADV,,не
1212,ein wenig::ADV,,трохи
1213,ein wenig::ADV,,небагато
1214,so::ADV,,так
1215,nur::ADV,,лише
1216,nur::ADV,,тільки
1217,vor::PRP,,перед
1218,hinter::PRP,,ззаду
1219,hinter::PRP,,позаду
1220,unter::PRP,,під
1221,durch::PRP,,крізь
1222,neben::PRP,,біля
1223,zwischen::PRP,,між
1224,wegen::PRP,,з-за
1225,wegen::PRP,,через
1226,alles::PRN,,все
1227,aufgehen[Sonne]::V,,зійти
1228,strömen::V,,литися
1229,fließen::V,,текти
1230,faulen::V,,гнити
1231,verfaulen::V,,згнити
1232,verschwinden::V,,щезнути
1233,verschwinden::V,,зникнути
1234,lärmen::V,,шуміти
1235,klirren::V,,дзвякати
1236,rauschen::V,,шелестіти
1237,klingen::V,,лунати
1238,klingen::V,,звучати
1239,müde werden::V,,втомитися
1240,krank werden::V,,захворіти
1241,krank sein::V,,хворіти
1242,umkommen::V,,згинути
1243,sich rühren::V,,ворушитися
1244,sich erheben::V,,встати
1245,hinfallen::V,,упасти
1246,kriechen::V,,повзати
1247,gehen::V,,іти
1248,abfahren::V,,від’їхати
1249,abfahren::V,,відправитися
1250,erwarten::V,,чекати
1251,lachen::V,,сміятися
1252,anschauen::V,,поглянути
1253,probieren::V,,покуштувати
1254,zu sehen sein::V,,виднітися
1255,vernehmen::V,,почути
1256,können::V,,могти
1257,gelingen::V,,вдатися
1258,geraten::V,,опинитися
1259,ändern::V,,змінити
1260,drehen::V,,вертіти
1261,schieben::V,,пхати
1262,schieben::V,,штовхати
1263,rütteln::V,,хитати
1264,schütten::V,,налити
1265,packen::V,,схопити
1266,hinzufügen::V,,додати
1267,wählen::V,,вибрати
1268,auswählen::V,,відібрати
1269,behindern::V,,перешкоджати
1270,beschädigen::V,,зашкодити
1271,reichen::V,,передати
1272,schenken::V,,дарувати
1273,wiegen::V,,качати
1274,lassen::V,,змусити
1275,verlassen::V,,покинути
1276,bewachen::V,,охороняти
1277,verteidigen::V,,захистити
1278,sich schlagen::V,,битися
1279,sich schlagen::V,,дратися
1280,siegen::V,,перемогти
1281,belästigen::V,,докучати
1282,täuschen::V,,обдурити
1283,pflücken::V,,зривати
1284,fassen::V,,піймати
1285,hüten::V,,пасти
1286,treiben::V,,гнати
1287,melken::V,,доїти
1288,hacken::V,,рубати
1289,reifen::V,,дозріти
1290,zubereiten::V,,зготовити
1291,zubereiten::V,,приготувати
1292,backen::V,,пекти
1293,stricken::V,,в’язати
1294,nähen::V,,шити
1295,spülen::V,,полоскати
1296,kehren::V,,мести
1297,kämmen::V,,зачесати
1298,schmücken::V,,оздобити
1299,sich unterhalten::V,,бесідувати
1300,nennen::V,,назвати
1301,bemerken::V,,помітити
1302,begreifen::V,,осягнути
1303,zeichnen::V,,рисувати
1304,besitzen::V,,мати
1305,zahlen::V,,платити
