,Concept_ID,nl,uz
816,schwanken::V,wankelen,qoqilmoq
817,schwingen::V,zwieren,lopillamoq
818,fallen::V,vallen,tushmoq
819,brennen::V,branden,yonmoq
820,rauchen::V,roken,tutamoq
821,regnen::V,regenen,yomg'ir yog'moq
822,gefrieren::V,bevriezen,muzlamoq
823,tauen::V,dooien,ärimoq
824,schmelzen::V,smelten,ärimoq
825,trocknen::V,drogen,qurimoq
826,sieden::V,koken,qaynamoq
827,sieden::V,zieden,qaynamoq
828,faulen::V,rotten,chirimoq
829,verfaulen::V,verrotten,chirimoq
830,reißen::V,scheuren,qayt qilmoq
831,versinken::V,verzinken,g'arq bo'lmoq
832,vergehen::V,vergaan,o'tmoq
833,erscheinen::V,opdagen,zuhur ätmoq
834,erscheinen::V,verschijnen,zuhur ätmoq
835,verschwinden::V,verdwijnen,yo'qolmoq
836,sinken::V,zinken,pasaymoq
837,abnehmen::V,afnemen,kamaymoq
838,abnehmen::V,verminderen,kamaymoq
839,zunehmen::V,toenemen,urchimoq
840,steigen::V,stijgen,oshmoq
841,steigen::V,omhooggaan,oshmoq
842,wachsen::V,groeien,o'smoq
843,glänzen::V,glanzen,porlamoq
844,glänzen::V,schitteren,porlamoq
845,funkeln::V,fonkelen,yalt ätmoq
846,lärmen::V,lawaai maken,taraq ätmoq
847,läuten::V,luiden,jiringlamoq
848,klingeln::V,bellen,jiringlamoq
849,klirren::V,rinkelen,sharaqlamoq
850,brausen::V,bruisen,vag'illamoq
851,rauschen::V,ruisen,shitirlamoq
852,klingen::V,klinken,yangramoq
853,bellen::V,blaffen,hurmoq
854,heulen::V,huilen,uvlamoq
855,blasen::V,blazen,puflamoq
856,pfeifen::V,fluiten,xushtak chalmoq 
857,schreien::V,gillen,qiyqirmoq
858,schreien::V,schreeuwen,qiyqirmoq
859,stöhnen::V,steunen,nola qilmoq
860,zittern::V,beven,titramoq
861,zittern::V,sidderen,titramoq
862,leben::V,leven,yashamoq
863,geboren werden::V,geboren worden,tug'ilmoq
864,atmen::V,ademen,nafas chiqarmoq
865,trinken::V,drinken,ichmoq
866,essen::V,eten,emoq
867,schlucken::V,slikken,yutmoq
868,müde werden::V,moe worden,horimoq
869,einschlafen::V,inslapen,uxlab qolmoq
870,schlafen::V,slapen,uxlamoq
871,aufwachen::V,ontwaken,uyg'onmoq
872,aufwachen::V,wakker worden,uyg'onmoq
873,aufstehen::V,opstaan,qo'pmoq
874,sich erholen::V,zich ontspannen,dam olmoq
875,krank werden::V,ziek worden,kasallanmoq
876,krank sein::V,ziek zijn,betob yotmoq
877,schmerzen::V,pijn doen,og'rimoq
878,husten::V,hoesten,yo'talmoq
879,genesen::V,genezen,tuzalmoq
880,sterben::V,sterven,o'lmoq
881,sterben::V,overlijden,o'lmoq
882,umkommen::V,omkomen,halok bo'lmoq
883,sich bewegen::V,zich bewegen,harakat qilmoq
884,sich rühren::V,zich verroeren,qimirlamoq
885,sich erheben::V,oprijzen,qo'pmoq
886,sich erheben::V,verrijzen,qo'pmoq
887,sich setzen::V,gaan zitten,o'tirmoq
888,hinfallen::V,vallen,yiqilmoq
889,hinfallen::V,neervallen,yiqilmoq
890,laufen::V,lopen,yurmoq
891,schreiten::V,stappen,yurmoq
892,schreiten::V,schrijden,yurmoq
893,spazierengehen::V,gaan wandelen,sayr ätmoq
894,eilen::V,ijlen,tezlamoq
895,eilen::V,haasten,tezlamoq
896,sich beeilen::V,zich haasten,shoshmoq
897,sausen::V,stuiven,chopqillamoq
898,rennen::V,rennen,yugurmoq
899,springen::V,springen,sakramoq
900,klettern::V,klimmen,yuqorilamoq
901,klettern::V,klauteren,yuqorilamoq
902,schaukeln::V,schommelen,irg'amoq
903,kriechen::V,kruipen,ämaklamoq
904,schwimmen::V,zwemmen,suzmoq
905,tauchen::V,duiken,chu'mmoq
906,rudern::V,roeien,eshkak eshmoq
907,fahren::V,rijden,haydamoq
908,fliegen::V,vliegen,uchmoq
909,gehen::V,gaan,bormoq
910,weggehen::V,weggaan,ketoq
911,abfahren::V,vertrekken,jo'namoq
912,anhalten::V,stoppen,to'xtamoq
913,anhalten::V,stilhouden,to'xtamoq
914,hineingehen::V,ingaan,kirmoq
915,hineingehen::V,binnengaan,kirmoq
916,eintreten::V,binnenkomen,kirmoq
917,kommen::V,komen,kelmoq
918,ankommen::V,aankomen,etib kelmoq
919,zurückkommen::V,terugkomen,qaytib kelmoq
920,bleiben::V,blijven,qolmoq
921,warten::V,wachten,poylamoq
922,erwarten::V,verwachten,kutmoq
923,suchen::V,zoeken,izlamoq
924,finden::V,vinden,topmoq
925,versuchen::V,proberen,chalishmoq
926,versuchen::V,beproeven,chalishmoq
927,vorbereiten::V,voorbereiden,hozirlamoq
928,lieben::V,houden van,sevmoq
929,mögen::V,lusten,ardoqlamoq
930,mögen::V,houden van,ardoqlamoq
931,lachen::V,lachen,kulmoq
932,rühren::V,roeren,ta'sirlantirmoq
933,weinen::V,huilen,yig'lamoq
934,weinen::V,schreien,yig'lamoq
935,schimpfen::V,kijven,koyinmoq
936,schimpfen::V,schelden,koyinmoq
937,sich ärgern::V,zich ergeren,g'azab qilmoq
938,sich fürchten::V,bang zijn,hurkmoq
939,fürchten::V,vrezen,qo'rqmoq
940,fliehen::V,vluchten,qochmoq
941,flüchten::V,ontsnappen,qochmoq
942,flüchten::V,ontkomen,qochmoq
943,sehen::V,zien,ko'rmoq
944,anschauen::V,aankijken,razm solmoq
945,ansehen::V,aanzien,razm qilmoq
946,ansehen::V,bekijken,razm qilmoq
947,hören::V,horen,äshitmoq
948,zuhören::V,luisteren,tinglamoq
949,probieren::V,proeven,tatib ko'rmoq
950,riechen::V,ruiken,iskamoq
951,fühlen::V,voelen,sezmoq
952,scheinen::V,lijken,tuyilmoq
953,zu sehen sein::V,te zien zijn,ko'rinmoq
954,vernehmen::V,vernemen,äshitmoq
955,frieren::V,het koud hebben,sovuq qotmoq
956,tun::V,doen,ätmoq
957,können::V,kunnen,-a olmoq
958,können::V,kunnen,-y olmoq
959,wollen::V,willen,istamoq
960,anfangen::V,beginnen,boshlamoq
961,anfangen::V,aanvangen,boshlamoq
962,beenden::V,beëindigen,bitirmoq
963,aufhören::V,ophouden,tinmoq
964,gelingen::V,lukken,muvaffaqiyat qozonmoq
965,gelingen::V,gelukken,muvaffaqiyat qozonmoq
966,geraten::V,uitvallen,bo'lmoq
967,öffnen::V,openen,ochmoq
968,öffnen::V,opendoen,ochmoq
969,schließen::V,sluiten,yopmoq
970,schließen::V,dichtdoen,yopmoq
971,stellen::V,stellen,qo'ymoq
972,stellen::V,plaatsen,qo'ymoq
973,setzen::V,zetten,o'tqazmoq
974,setzen::V,plaatsen,o'tqazmoq
975,legen::V,leggen,yotqizmoq
976,berühren::V,aanraken,tegmoq
977,verbinden::V,verbinden,ulamoq
978,bedecken::V,bedekken,bekitmoq
979,aufhängen::V,ophangen,ildirmoq
980,anzünden::V,aansteken,yondirmoq
981,aufheben::V,oprapen,ko'tarmoq
982,zurücklassen::V,achterlaten,ayrilmoq
983,verlieren::V,verliezen,yo'qotmoq
984,fallen lassen::V,laten vallen,tushirmoq
985,machen::V,maken,qilmoq
986,herstellen::V,produceren,chiqarmoq
987,herstellen::V,voortbrengen,chiqarmoq
988,bauen::V,bouwen,solmoq
989,reparieren::V,repareren,tuzatmoq
990,reparieren::V,herstellen,tuzatmoq
991,verbessern::V,verbeteren,isloh qilmoq
992,ändern::V,wijzigen,o'zgartirmoq
993,ändern::V,veranderen,o'zgartirmoq
994,graben::V,graven,qazimoq
995,beugen::V,buigen,bukmoq
996,biegen::V,buigen,bukmoq
997,drehen::V,draaien,aylantirmoq
998,wenden::V,keren,burmoq
999,wenden::V,wenden,burmoq
1000,umdrehen::V,omdraaien,ag'darmoq
1001,heben::V,heffen,yuksaltirmoq
1002,heben::V,optillen,yuksaltirmoq
1003,hochheben::V,tillen,ko'tarmoq
1004,ergreifen::V,pakken,tutamlamoq
1005,ergreifen::V,grijpen,tutamlamoq
1006,halten::V,houden,tutmoq
1007,drücken::V,drukken,bosmoq
1008,schieben::V,duwen,surmoq
1009,schieben::V,schuiven,surmoq
1010,kratzen::V,krassen,qashimoq
1011,lecken::V,likken,mijimoq
1012,beißen::V,bijten,tishlamoq
1013,abreißen::V,afrukken,emirmoq
1014,abreißen::V,afscheuren,emirmoq
1015,abschneiden::V,afsnijden,cho'rt kesmoq
1016,binden::V,binden,bog'lamoq
1017,stecken::V,steken,suqmoq
1018,brechen::V,breken,sindirmoq
1019,klopfen::V,kloppen,dukurlamoq
1020,hauen::V,houwen,urmoq
1021,kleben::V,plakken,yopishtirmoq
1022,reiben::V,wrijven,surkamoq
1023,streichen::V,smeren,surkamoq
1024,schleifen::V,slijpen,qayramoq
1025,schneiden::V,snijden,kesmoq
1026,rütteln::V,schudden,chayqamoq
1027,schütteln::V,schudden,chayqamoq
1028,schwenken::V,wuiven,chayqatmoq
1029,schwenken::V,zwaaien,chayqatmoq
1030,schütten::V,gieten,quymoq
1031,schütten::V,storten,quymoq
1032,füllen::V,vullen,to'ldirmoq
1033,einwickeln::V,inwikkelen,chulg'amoq
1034,tragen::V,dragen,tashimoq
1035,schleppen::V,slepen,sudramoq
1036,ziehen::V,trekken,tortmoq
1037,aufbewahren::V,bewaren,tutmoq
1038,werfen::V,gooien,tashlamoq
1039,fangen::V,vangen,tutmoq
1040,packen::V,pakken,opqochmoq
1041,packen::V,vastpakken,opqochmoq
1042,verstecken::V,verstoppen,yashirmoq
1043,teilen::V,delen,bo'lmoq
1044,schicken::V,sturen,yubormoq
1045,bringen::V,brengen,keltirmoq
1046,hinzufügen::V,toevoegen,tirkamoq
1047,bekommen::V,verkrijgen,olmoq
1048,erhalten::V,krijgen,olmoq
1049,nehmen::V,nemen,olmoq
1050,wählen::V,kiezen,saylamoq
1051,wählen::V,verkiezen,saylamoq
1052,auswählen::V,uitkiezen,saylamoq
1053,bewahren::V,bewaren,saqlamoq
1054,behindern::V,hinderen,xalal bermoq
1055,verderben::V,bederven,xazon qilmoq
1056,beschädigen::V,beschadigen,buzmoq
1057,zerbrechen::V,breken,sindirmoq
1058,zerbrechen::V,stukbreken,sindirmoq
1059,zerreißen::V,scheuren,yirtmoq
1060,zerreißen::V,verscheuren,yirtmoq
1061,zerstören::V,vernielen,vayron qilmoq
1062,verbrennen::V,branden,kuydirmoq
1063,verbrennen::V,verbranden,kuydirmoq
1064,geben::V,geven,bermoq
1065,reichen::V,reiken,bermoq
1066,reichen::V,aanreiken,bermoq
1067,schenken::V,schenken,sovg'a qilmoq
1068,versprechen::V,beloven,va'da bermoq
1069,wünschen::V,wensen,orziqmoq
1070,loben::V,loven,maqtamoq
1071,loben::V,prijzen,maqtamoq
1072,küssen::V,kussen,o'pmoq
1073,wiegen::V,wiegen,tebratmoq
1074,zudecken::V,toedekken,yopmoq
1075,wecken::V,wekken,uyg'otmoq
1076,zeigen::V,tonen,ko'rsatmoq
1077,zeigen::V,wijzen,ko'rsatmoq
1078,führen::V,voeren,boshlik bo'lmoq
1079,lehren::V,leren,o'rgatmoq
1080,unterrichten::V,onderwijzen,dars bermoq
1081,aufziehen::V,grootbrengen,o'stirmoq
1082,leiten::V,leiden,boshqarmoq
1083,antreiben::V,aandrijven,shoshiltirmoq
1084,lassen::V,laten,ruxsat bermoq
1085,einladen::V,uitnodigen,taklif kilmoq
1086,vereinigen::V,verenigen,qo'shmoq
1087,besuchen::V,bezoeken,mehmonga bormoq
1088,treffen::V,treffen,duchor bo'lmoq
1089,treffen::V,ontmoeten,duchor bo'lmoq
1090,sich versammeln::V,zich verzamelen,to'planmoq
1091,spielen::V,spelen,o'ynamoq
1092,singen::V,zingen,yalla qilmoq
1093,tanzen::V,dansen,raqs qilmoq
1094,sich trennen::V,van elkaar gaan,yakkalanmoq
1095,verlassen::V,verlaten,qoldirmoq
1096,retten::V,redden,qutqazmoq
1097,bewachen::V,bewaken,qo'rimoq
1098,schützen::V,beschermen,yoniga olmoq
1099,verteidigen::V,verdedigen,yoqlamoq
1100,sich schlagen::V,knokken,yoqalashmoq
1101,schießen::V,schieten,otmoq
1102,siegen::V,overwinnen,engmoq
1103,ärgern::V,ergeren,jahl chiqarmoq
1104,schlagen::V,slaan,urmoq
1105,treten::V,trappen,tepmoq
1106,treten::V,schoppen,tepmoq
1107,stechen::V,steken,qadamoq
1108,stechen::V,prikken,qadamoq
1109,stoßen::V,stoten,turtmoq
1110,stehlen::V,stelen,o'g'rilamoq
1111,stören::V,storen,tebratmoq
1112,stören::V,verstoren,tebratmoq
1113,belästigen::V,lastig vallen,g'ashini keltirmoq
1114,verbergen::V,verbergen,berkitmoq
1115,täuschen::V,misleiden,aldamoq
1116,betrügen::V,bedriegen,tirriq qilmoq
1117,töten::V,doden,o'ldirmoq
1118,wohnen::V,wonen,istiqomat qilmoq
1119,arbeiten::V,werken,ishlamoq
1120,sammeln::V,inzamelen,yig'moq
1121,sammeln::V,verzamelen,yig'moq
1122,pflücken::V,plukken,termoq
1123,jagen::V,jagen,ov qilmoq
1124,fischen::V,vissen,baliq ovlamoq
1125,fassen::V,vangen,ilinmoq
1126,hüten::V,hoeden,boqtirmoq
1127,treiben::V,drijven,haydamoq
1128,anbinden::V,vastbinden,bog'lamoq
1129,füttern::V,voeren,edirmoq
1130,melken::V,melken,sog'moq
1131,hacken::V,hakken,chopmoq
1132,gießen::V,gieten,oqizmoq
1133,reifen::V,rijpen,qizarmoq
1134,zubereiten::V,klaarmaken,pishirmoq
1135,zubereiten::V,toebereiden,pishirmoq
1136,kochen::V,koken,qaynatmoq
1137,backen::V,bakken,yopmoq
1138,braten::V,braden,qovurmoq
1139,umrühren::V,omroeren,atalamoq
1140,stricken::V,breien,to'qimoq
1141,nähen::V,naaien,tikmoq
1142,färben::V,verven,bo'yoqlamoq
1143,färben::V,kleuren,bo'yoqlamoq
1144,reinigen::V,reinigen,tozalamoq
1145,waschen::V,wassen,yuvmoq
1146,abwischen::V,afvegen,surkamoq
1147,spülen::V,spoelen,chaymoq
1148,spülen::V,afwassen,chaymoq
1149,fegen::V,vegen,cho'tkalamoq
1150,kehren::V,vegen,supurmoq
1151,baden::V,baden,cho'milmoq
1152,sich waschen::V,zich wassen,yuvinmoq
1153,ausziehen::V,uittrekken,echintirmoq
1154,anziehen::V,aantrekken,kiymoq
1155,sich anziehen::V,zich aankleden,kiyinmoq
1156,kämmen::V,kammen,taramoq
1157,schmücken::V,tooien,yasatmoq
1158,sagen::V,zeggen,aytmoq
1159,sprechen::V,spreken,so'zlamoq
1160,reden::V,praten,gapirmoq
1161,sich unterhalten::V,zich onderhouden,suhbatlashmoq
1162,fragen::V,vragen,so'ramoq
1163,bitten::V,vragen,iltimos qilmoq
1164,bitten::V,verzoeken,iltimos qilmoq
1165,erzählen::V,vertellen,aytib bermoq
1166,mitteilen::V,meedelen,bildirmoq
1167,nennen::V,noemen,atamoq
1168,rufen::V,roepen,chaqirmoq
1169,prahlen::V,pralen,gerdaymoq
1170,übersetzen::V,vertalen,tarjima qilmoq
1171,denken::V,denken,o'ylamoq
1172,glauben::V,geloven,ishonmoq
1173,bemerken::V,bemerken,payqamoq
1174,erkennen::V,herkennen,tanimoq
1175,begreifen::V,begrijpen,tushunmoq
1176,verstehen::V,verstaan,anglamoq
1177,lernen::V,leren,o'qimoq
1178,wissen::V,weten,bilmoq
1179,sich erinnern an::V,zich herinneren aan,äsni tanimoq
1180,vergessen::V,vergeten,unutmoq
1181,messen::V,meten,o'lchamoq
1182,zählen::V,tellen,raqamlamoq
1183,rechnen::V,rekenen,cho'tlamoq
1184,lesen::V,lezen,o'qimoq
1185,malen::V,schilderen,rasm solmoq
1186,zeichnen::V,tekenen,chizmoq
1187,schreiben::V,schrijven,yozmoq
1188,besitzen::V,bezitten,ägalamoq
1189,kaufen::V,kopen,olmoq
1190,verkaufen::V,verkopen,sotmoq
1191,bezahlen::V,betalen,to'lamoq
1192,zahlen::V,betalen,to'lamoq
1193,beherrschen::V,beheersen,ägalamoq
1194,ertragen::V,verdragen,chidamoq
