,Concept_ID,sk,mrj
53,Geschmack::N,chuť,тот
54,Geruch::N,pach,пыш
55,Schlaf::N,spánok,ом
56,Traum::N,sen,ом
57,Himmel::N,nebo,пӹлгом
58,Sonne::N,slnko,кечӹ
59,Mond::N,mesiac,тӹлзӹ
60,Stern::N,hviezda,шӹдӹр
61,Luft::N,vzduch,юж
62,Luft::N,vzduch,воздух
63,Wind::N,vietor,мардеж
64,Welle::N,vlna,ко
65,Welle::N,vlna,коэ
66,Wasser::N,voda,вӹд
67,Stein::N,kameň,кӱ
68,Boden::N,zem,рок
69,Boden::N,pôda,рок
70,Erde::N,zem,свет
71,Staub::N,prach,пырак
72,Rauch::N,dym,шӹкш
73,Funke::N,iskra,ип
74,Funke::N,iskra,тылип
75,Feuer::N,oheň,тыл
76,Licht::N,svetlo,соты
77,Licht::N,svetlo,валгыды
78,Schatten::N,tieň,ӹмӹл
79,Wetter::N,počasie,игечӹ
80,Nebel::N,hmla,тӹтӹрӓ
81,Wolke::N,oblak,пӹл
82,Wolke::N,mračno,пӹл
83,Regen::N,dážď,юр
84,Schnee::N,sneh,лым
85,Eis::N,ľad,и
86,Frost::N,mráz,ӱштӹ
87,Kälte::N,zima,ӱштӹ
88,Kälte::N,chlad,ӱштӹ
89,Hitze::N,horúčava,шокшы
90,Raureif::N,srieň,пöрш
91,Raureif::N,inovať,пöрш
92,Regenbogen::N,dúha,шанавӹл
93,Donner::N,hrom,хӹдӹртӹш
94,Strömung::N,prúdenie,йогы
95,Tropfen::N,kvapka,капльы
96,Tropfen::N,kvapka,капльык
97,Schaum::N,pena,шонг
98,Schmutz::N,špina,лявӹрӓ
99,Schmutz::N,nečistota,лявӹрӓ
100,See::N,jazero,йӓр
101,Sumpf::N,bahno,лӱкӹ
102,Moor::N,močiar,куп
103,Wiese::N,lúka,алык
104,Wald::N,les,шӹргӹ
105,Wald::N,hora,шӹргӹ
106,Hügel::N,vŕšok,пӱгӹрикӓ
107,Anhöhe::N,výšina,кӱкшикӓ
108,Anhöhe::N,vyvýšenina,кӱкшикӓ
109,Berg::N,hora,кырык
110,Gipfel::N,vrchol,неркӓ
111,Höhle::N,jaskyňa,ы́раж
112,Abhang::N,úbočie,полом
113,Quelle::N,prameň,вӹдсӹнзӓ
114,Bach::N,potok,ӓнгӹр
115,Fluss::N,rieka,вӹд
116,Ufer::N,breh,сир
117,Küste::N,pobrežie,сир
118,Festland::N,pevnina,мӱлӓндӹ
119,Meer::N,more,тангыж
120,Bucht::N,záliv,вӹдъял
121,Bucht::N,zátoka,вӹдъял
122,Insel::N,ostrov,острок
123,Blume::N,kvet,пеледӹш
124,Blume::N,kvetina,пеледӹш
125,Gras::N,tráva,шуды
126,Wurzel::N,koreň,важ
127,Baum::N,strom,пушӓнгӹ
128,Stamm::N,kmeň,пушӓнгӹ тӹнг
129,Rinde::N,kôra,каргыж
130,Ast::N,konár,укш
131,Zweig::N,vetva,укш
132,Blatt::N,list,листӹ
133,Birke::N,breza,куги
134,Kiefer[Baum]::N,sosna,йӓктӹ
135,Kiefer[Baum]::N,borovica,йӓктӹ
136,Weide[Baum]::N,vŕba,уа
137,Tanne::N,jedľa,кож
138,Horn::N,roh,шур
139,Feder::N,pero,пын
140,Fell::N,koža,кавашты
141,Fell::N,kožušina,кавашты
142,Flügel::N,krídlo,шылдыр
143,Klaue::N,paznecht,кӹч
144,Kralle::N,pazúr,лапа
145,Schwanz::N,chvost,пач
146,Ei::N,vajce,мыны
147,Ei::N,vajíčko,мыны
148,Nest::N,hniezdo,пӹжӓш
149,Bau::N,nora,ыраж
150,Tier::N,zviera,во́льык
151,Herde::N,stádo,кӹтö
152,Kuh::N,krava,ышкал
153,Bulle::N,býk,ӱшкӱж
154,Pferd::N,kôň,имни
155,Schaf::N,ovca,шарык
156,Schwein::N,sviňa,сасна
157,Hund::N,pes,пи
158,Katze::N,mačka,коти
159,Bär::N,medveď,мöскӓ
160,Eichhörnchen::N,veverička,ур
161,Elch::N,los,шарды
162,Fuchs::N,líška,рӹвӹж
163,Hase::N,zajac,морен
164,Maus::N,myš,каля
165,Wolf::N,vlk,пирӹ
166,Vogel::N,vták,кек
167,Schwarm::N,roj,цуца
168,Huhn::N,kurča,цӹвӹ
169,Huhn::N,sliepka,цӹвӹ
170,Hahn::N,kohút,ӓптӓн
171,Gans::N,hus,комбы
172,Adler::N,orol,кучкыж
173,Ente::N,kačka,лыды
174,Ente::N,kačica,лыды
175,Eule::N,sova,тымана
176,Kranich::N,žeriav,тырня
177,Kranich::N,žeriav,тыртня
178,Krähe::N,vrana,лудыгарак
179,Kuckuck::N,kukučka,куку
180,Schwan::N,labuť,йӱксӹ
181,Fisch::N,ryba,кол
182,Barsch::N,ostriež,алангы
183,Hecht::N,šťuka,нуж
184,Hecht::N,šťuka,нужгол
185,Schlange[Tier]::N,had,кӹшкы
186,Wurm::N,červ,шукш
187,Spinne::N,pavúk,ӓнгӹремшӹ
188,Ameise::N,mravec,кыткы
189,Laus::N,voš,ти
190,Mücke::N,komár,кужнер
191,Mücke::N,komár,кужынер
192,Fliege::N,mucha,шӹнгӓ
193,Schmetterling::N,motýľ,лӹпӹ
194,Beere::N,bobuľa,мöр
195,Apfel::N,jablko,олма
196,Pilz::N,hríb,понгы
197,Zwiebel::N,cibuľa,охыра
198,Saat::N,osivo,нӱшмӹ
199,Saat::N,osivo,нӱшмӱ
200,Korn::N,zrno,пӹрцӹ
201,Heu::N,seno,шуды
202,Schale::N,šupa,аваха
203,Schale::N,šupa,карлангы
204,Schale::N,škrupina,аваха
205,Schale::N,škrupina,карлангы
206,Grube::N,jama,йӓм
207,Falle::N,pasca,лӱдӹ
208,Falle::N,pasca,лӱдӹш
209,Falle::N,klepec,лӱдӹ
210,Falle::N,klepec,лӱдӹш
211,Schlinge::N,slučka,онгы
212,Spur::N,stopa,кишӓ
213,Asche::N,popol,ломых
214,Asche::N,popol,ломпыж
215,Dreck::N,kal,лявӹрӓ
216,Dreck::N,blato,лявӹрӓ
217,Eisen::N,železo,кӹртни
218,Gold::N,zlato,шöртни
219,Gold::N,zlato,шöртньӹ
220,Silber::N,striebro,ши
221,Kohle::N,uhlie,шӱ
222,Glas::N,sklo,охоница
223,Lehm::N,íl,шун
224,Lehm::N,hlina,шун
225,Sand::N,piesok,ошма
226,Mensch::N,človek,эдем
227,Mann::N,muž,пӱэргӹ
228,Mann::N,chlap,пӱэргӹ
229,Frau::N,žena,ӹдӹрӓмӓш
230,Kind::N,dieťa,ӓзӓ
231,Kind::N,dieťa,шачшы
232,Junge::N,chlapec,рвезӹ
233,Junge::N,chlapec,ӹрвезӹ
234,Mädchen::N,dievka,ӹдӹрӓш
235,Familie::N,rodina,йиш
236,Familie::N,rodina,семня
237,Großvater::N,dedo,тьоти
238,Großvater::N,starý otec,тьоти
239,Großmutter::N,babička,папа
240,Großmutter::N,stará mať,папа
241,Eltern::N,rodičia,ӓтя-ӓвӓ
242,Vater::N,otec,ӓтя
243,Mutter::N,mať,ӓвӓ
244,Mutter::N,matka,ӓвӓ
245,Sohn::N,syn,эргӹ
246,Tochter::N,dcéra,ӹдӹр
247,Bruder::N,brat,ӹза
248,Schwester::N,sestra,ӓкӓ
249,Onkel::N,ujo,кугуза
250,Onkel::N,strýko,кугуза
251,Tante::N,teta,куака
252,Tante::N,tetka,куака
253,Ehemann::N,muž,мары
254,Ehemann::N,manžel,мары
255,Ehefrau::N,žena,вӓтӹ
256,Ehefrau::N,manželka,вӓтӹ
257,Freude::N,radosť,ӹвӹртӹмӓш
258,Gelächter::N,smiech,ваштылмаш
259,Glück::N,šťastie,пиӓл
260,Kummer::N,žiaľ,ясы
261,Kummer::N,zármutok,ясы
262,Wunsch::N,prianie,охата
263,Wunsch::N,prianie,шанымаш
264,Lust::N,chuť,шӓр
265,Lust::N,chuť,охата
266,Lust::N,chuť,шанымаш
267,Geist::N,duch,тух
268,Gedanke::N,myšlienka,шанымаш
269,Gedächtnis::N,pamäť,ӓш
270,Verstand::N,rozum,ыш
271,Sinn::N,zmysel,кын
272,Grund::N,dôvod,вир
273,Grund::N,príčina,вир
274,Wahrheit::N,pravda,тöр
275,Gespräch::N,reč,хытырымаш
276,Gespräch::N,rozhovor,хытырымаш
277,Märchen::N,rozprávka,ямак
278,Erzählung::N,poviedka,шайыштмаш
279,Nachricht::N,správa,увертӓрӹмӓш
280,Neuigkeit::N,novinka,увер
281,Name::N,meno,лӹм
282,Rätsel::N,záhada,тышты
283,Rätsel::N,hádanka,тышты
284,Rede::N,reč,шая
285,Rede::N,reč,шамак
286,Sprache::N,reč,йӹлмӹ
287,Sprache::N,jazyk,йӹлмӹ
288,Stimme::N,hlas,юк
289,Wort::N,slovo,шамак
290,Zeichen::N,znak,палӹ
291,Ruf::N,volanie,сӹгӹрӹмӓш
292,Ruf::N,zavolanie,сӹгӹрӹмӓш
293,Lärm::N,hluk,юкланымащ
294,Lärm::N,hurhaj,юкланымащ
295,Laut::N,zvuk,юк
296,Ton::N,tón,юк
297,Ton::N,zvuk,юк
298,Lied::N,pieseň,мыры
299,Ruhe::N,pokoj,тыр
300,Leute::N,ľudia,эдемвлӓ
301,Volk::N,ľud,халык
302,Volk::N,národ,халык
303,Arbeit::N,práca,пӓшӓ
304,Arbeit::N,robota,пӓшӓ
305,Gast::N,hosť,хына
306,Geschenk::N,dar,подарка
307,Spiel::N,hra,мадыш
308,Gesellschaft::N,spoločnosť,йӓл
309,Gesellschaft::N,spoločnosť,йӓлвлӓ
310,Hilfe::N,pomoc,палшык
311,Freund::N,priateľ,тӓнг
312,Kamerad::N,kamarát,тос
313,Angelegenheit::N,vec,дела
314,Angelegenheit::N,vec,йела
315,Angelegenheit::N,vec,йыла
316,Angelegenheit::N,vec,пӓшӓ
317,Angelegenheit::N,záležitosť,дела
318,Angelegenheit::N,záležitosť,йела
319,Angelegenheit::N,záležitosť,йыла
320,Angelegenheit::N,záležitosť,пӓшӓ
321,Anzahl::N,počet,шот
322,Anzahl::N,množstvo,шот
323,Art::N,druh,цӹре
324,Stück::N,kus,лаштык
325,Stück::N,kúsok,лаштык
326,Teil::N,časť,пай
327,Teil::N,časť,часть
328,Hälfte::N,polka,пел
329,Hälfte::N,polovica,пел
330,Kreis::N,kruh,тӹртӹш
331,Kreuz::N,kríž,крестӹ
332,Linie::N,línia,
333,Strich::N,čiara,
334,Abstand::N,vzdialenosť,ло
335,Entfernung::N,vzdialenosť,ло
336,Gegend::N,kraj,вӓр
337,Gegend::N,krajina,вӓр
338,Platz::N,miesto,вӓр
339,Ort::N,miesto,вӓр
340,Seite::N,bok,öрдӹж
341,Seite::N,strana,öрдӹж
342,Mitte::N,stred,ло
343,Gegenstand::N,predmet,хӓдӹр
344,Sache::N,vec,хӓдӹр
345,Rand::N,kraj,шöр
346,Rand::N,okraj,шöр
347,Kante::N,hrana,шöр
348,Ecke::N,roh,лык
349,Spitze::N,hrot,вуй
350,Spitze::N,špička,вуй
351,Ende::N,koniec,вуй
352,Ende::N,koniec,мычаш
353,Loch::N,diera,ыраж
354,Winkel::N,kút,лык
355,Muster::N,vzor,тӹрлец
356,Muster::N,vzorka,тӹрлец
357,Größe::N,veľkosť,кӱкшӹц
358,Länge::N,dĺžka,кыт
359,Höhe::N,výška,кӱкшӹц
360,Gewicht::N,váha,нелӹц
361,Menge::N,množstvo,шот
362,Haufen::N,hŕba,ара
363,Reihe::N,rad,ряд
364,Boot::N,čln,пыш
365,Ruder::N,veslo,вешлӓ
366,Schlitten::N,sane,тир
367,Ski::N,lyža,ечӹ
368,Lagerfeuer::N,táborák,тыл
369,Last::N,ťarcha,нелӹц
370,Last::N,bremeno,нелӹц
371,Gang::N,chôdza,ход
372,Schritt::N,krok,ашкыл
373,Norden::N,sever,йыдпелвел
374,Süden::N,juh,кечӹвӓлвел
375,Westen::N,západ,кечӹ шӹцмӹ
376,Osten::N,východ,ирвел
377,Osten::N,východ,кечӹ лӱлтмӹ
378,Holz::N,drevo,пушӓнгӹ
379,Brett::N,doska,ханга
380,Platte::N,doska,плитӓ
381,Platte::N,platňa,плитӓ
382,Stütze::N,opora,цӓрӓк
383,Stange::N,tyč,равы
384,Stange::N,tyč,намаш
385,Stock::N,palica,панды
386,Stab::N,palica,равы
387,Rohr::N,rúra,пыч
388,Haus::N,dom,пöрт
389,Heim::N,domov,пöрт
390,Ofen::N,pec,камака
391,Ofen::N,kachle,камака
392,Fußboden::N,dlážka,седӹрӓ
393,Fußboden::N,podlaha,седӹрӓ
394,Tisch::N,stôl,стöл
395,Stuhl::N,stolička,пöкен
396,Wiege::N,kolíska,шипкӓ
397,Bett::N,lôžko,койка
398,Bett::N,lôžko,кравать
399,Bett::N,posteľ,койка
400,Bett::N,posteľ,кравать
401,Regal::N,regál,полицӓ
402,Regal::N,polica,полицӓ
403,Kiste::N,debna,шӱ́ндӹк
404,Fenster::N,okno,окня
405,Fenster::N,oblok,окня
406,Tür::N,dvere,амаса
407,Tor::N,vráta,хапка
408,Zaun::N,plot,забор
409,Zaun::N,ohrada,забор
410,Dach::N,krov,левӓш
411,Dach::N,strecha,левӓш
412,Leiter::N,rebrík,ташкалтыш
413,Leiter::N,rebrina,ташкалтыш
414,Besen::N,metla,сало
415,Besen::N,metla,салко
416,Spaten::N,rýľ,кольмы
417,Schaufel::N,lopata,лоток
418,Gabel::N,vidlička,ви́лка
419,Löffel::N,lyžica,савала
420,Messer::N,nôž,кӹзӹ
421,Nagel::N,klinec,пыда
422,Netz::N,sieť,вӓпш
423,Haken::N,hák,крӱк
424,Haken::N,hák,кагак
425,Haken::N,háčik,крӱк
426,Haken::N,háčik,кагак
427,Griff::N,rukoväť,кычем
428,Schloss::N,zámka,замок
429,Schloss::N,zámka,сыравач
430,Bild::N,obraz,картин
431,Figur::N,figúra,кӓн
432,Puppe::N,bábka,поханя
433,Puppe::N,bábika,поханя
434,Beutel::N,vrece,мешӓк
435,Beutel::N,vrecko,мешӓк
436,Bündel::N,uzlík,топ
437,Bündel::N,uzlík,пидӹш
438,Bündel::N,uzlík,кӹлдӹш
439,Bündel::N,zväzok,топ
440,Bündel::N,zväzok,пидӹш
441,Bündel::N,zväzok,кӹлдӹш
442,Tasche::N,taška,сумкы
443,Tasche::N,kabelka,сумкы
444,Eimer::N,vedro,ведӹрӓ
445,Deckel::N,vrchnák,комдыш
446,Deckel::N,pokrývka,комдыш
447,Geschirr::N,nádoba,ӓтӹ
448,Sack::N,mech,мешӓк
449,Sack::N,vrece,мешӓк
450,Tasse::N,šálka,цӓшкӓ
451,Topf::N,hrniec,ми́ска
452,Kessel::N,kotol,пад
453,Essen::N,jedlo,качкыш
454,Essen::N,jedlo,качкыш-йӱш
455,Nahrung::N,strava,качкыш
456,Nahrung::N,strava,качкыш-йӱш
457,Nahrung::N,potrava,качкыш
458,Nahrung::N,potrava,качкыш-йӱш
459,Speise::N,jedlo,няня
460,Fleisch::N,mäso,пай
461,Getreide::N,obilie,киндӹ
462,Brei::N,kaša,шӹрӓш
463,Brot::N,chlieb,сыкыр
464,Scheibe::N,kotúč,ламыт
465,Scheibe::N,kotúč,лаштык
466,Scheibe::N,krajec,ламыт
467,Scheibe::N,krajec,лаштык
468,Fett::N,tuk,кая
469,Fett::N,masť,кая
470,Butter::N,maslo,ӱ
471,Öl::N,olej,ӱ
472,Salz::N,soľ,санзал
473,Suppe::N,polievka,лем
474,Honig::N,med,мӱ
475,Milch::N,mlieko,шӹшер
476,Tee::N,čaj,чӓй
477,Leder::N,koža,шарга
478,Leder::N,koža,кавашты
479,Wolle::N,vlna,миж
480,Stoff::N,súkno,матер
481,Stoff::N,súkno,матери
482,Nadel::N,ihla,им
483,Faden::N,niť,шӹртӹ
484,Faden::N,vlákno,шӹртӹ
485,Knopf::N,gombík,полдыш
486,Knoten::N,uzol,пӱкшем
487,Farbe::N,farba,чиӓ
488,Farbe::N,farba,крӓскӓ
489,Kleidung::N,šaty,выргем
490,Kleidung::N,šatstvo,выргем
491,Hemd::N,košeľa,тыгыр
492,Kragen::N,golier,шӱ
493,Ärmel::N,rukáv,шокш
494,Hose::N,nohavice,ялаш
495,Gürtel::N,pás,ӹштӹ
496,Gürtel::N,opasok,ӹштӹ
497,Mütze::N,čiapka,упш
498,Schuh::N,obuv,ту́фльы
499,Schuh::N,topánka,ту́фльы
500,Stiefel::N,čižma,кем
501,Ring::N,prsteň,шӓргӓш
502,Band::N,stuha,лемтӓ
503,Kamm::N,hrebeň,шерге
504,Spiegel::N,zrkadlo,тӹгӹр
505,Riemen::N,remeň,прӓжӓ
506,Schnur::N,šnúra,кӓндӹра
507,Leine::N,vodidlo,керем
508,Decke::N,deka,одеял
509,Decke::N,prikrývka,одеял
510,Kissen::N,poduška,кӹпцӹк
511,Tuch::N,šatka,савыц
512,Handtuch::N,uterák,шӹргӹсавыц
513,Handtuch::N,uterák,шӹргӹмсавыц
514,Kraft::N,moc,ви
515,Stärke::N,sila,ви
516,Gesundheit::N,zdravie,шу
517,Gesundheit::N,zdravie,шулык
518,Krankheit::N,nemoc,мыж
519,Krankheit::N,choroba,мыж
520,Schmerz::N,bolesť,карштыш
521,Wunde::N,rana,шушыр
522,Fieber::N,horúčka,ӱштӹмыж
523,Arznei::N,liek,лекӓрцӹ
524,Brücke::N,most,кӹвер
525,Brunnen::N,studňa,вӹдсӹнзӓ
526,Weide::N,pastva,ныр
527,Pfad::N,chodník,ялгорны
528,Weg::N,cesta,корны
529,Straße::N,hradská,корны
530,Dorf::N,dedina,сола
531,Stadt::N,mesto,города
532,Brief::N,list,сирмӓш
533,Buch::N,kniha,книгӓ
534,Buchstabe::N,litera,буква́
535,Buchstabe::N,písmeno,буква́
536,Zeitung::N,noviny,газет
537,Zeitung::N,noviny,кайзет
538,Leben::N,život,житя
539,Tod::N,smrť,смöрт
540,Grab::N,hrob,шӹгер
541,Grab::N,hrob,мыгилӓ
542,Grab::N,hrob,шӹгерлӓ
543,Kirche::N,kostol,церкӹ
544,Sünde::N,hriech,сулык
545,Gott::N,boh,йымы
546,Arbeiter::N,robotník,пӓшӓзӹ
547,Arbeiter::N,pracnovík,пӓшӓзӹ
548,Chef::N,šéf,вуй
549,Chef::N,riaditeľ,вуй
550,Meister::N,majster,мастар
551,Arzt::N,lekár,доктор
552,Lehrer::N,učiteľ,тымдышы
553,Geld::N,peniaze,окса
554,Geschäft::N,obchod,торге́йӹмӓш
555,Laden::N,obchod,лапка
556,Laden::N,obchod,магазин
557,Preis::N,cena,ӓк
558,Ware::N,tovar,товар
559,Nutzen::N,osoh,пайда
560,Nutzen::N,úžitok,пайда
561,Reichtum::N,bohatstvo,перке
562,Welt::N,svet,сӓндӓлӹк
563,Welt::N,svet,свет
564,Land::N,územie,сӓндӓлӹк
565,Land::N,krajina,сӓндӓлӹк
566,Staat::N,štát,кугижӓншӹ
567,König::N,kráľ,король
568,Macht::N,moc,власть
569,Macht::N,mocnosť,власть
570,Grenze::N,hranica,пӹсмӓн
571,Krieg::N,vojna,вырсы
572,Feind::N,nepriateľ,тышман
573,Gewalt::N,násilie,ви
574,Kampf::N,boj,кредӓлмӓш
575,Bogen[Waffe]::N,luk,янгеж
576,Pfeil::N,šíp,пикш
577,Pfeil::N,strela,пикш
578,Gewehr::N,puška,пичӓл
579,Fehler::N,omyl,самынь
580,Fehler::N,chyba,самынь
581,Lüge::N,lož,шая
582,Schaden::N,ujma,вре́дӓ
583,Schaden::N,škoda,вре́дӓ
584,Unglück::N,nešťastie,пёда
585,Unglück::N,nešťastie,тымаша
586,Schuld::N,vina,вуйнамат
587,Schuld::N,previnenie,вуйнамат
588,Alter::N,vek,иӓш
589,Alter::N,vek,игечӹ
590,Schluss::N,záver,пӹтӓртӹш
591,Schluss::N,koniec,пӹтӓртӹш
592,Zeit::N,čas,веремӓ
593,Tag::N,deň,кечӹ
594,Morgen::N,ráno,ир
595,Morgen::N,ráno,ирок
596,Mittag::N,poludnie,кечӹвӓл
597,Abend::N,večer,вады
598,Nacht::N,noc,йыд
599,Woche::N,týždeň,ӓрня
600,Monat::N,mesiac,тӹ́лзӹ
601,Jahr::N,rok,год
602,Frühling::N,jar,шошым
603,Sommer::N,leto,кӓнгӹж
604,Herbst::N,jeseň,шӹжӹ
605,Winter::N,zima,тел
606,Winter::N,zima,телӹ
607,Januar::N,január,январ
608,Januar::N,január,январь
609,Februar::N,február,февраль
610,März::N,marec,март
611,April::N,apríl,апрель
612,Mai::N,máj,май
613,Juni::N,jún,июнь
614,Juli::N,júl,июль
615,August::N,august,август
616,September::N,september,сентябрь
617,Oktober::N,október,октябрь
618,November::N,november,ноябрь
619,Dezember::N,december,декавыр
620,Montag::N,pondelok,шачмы
621,Dienstag::N,utorok,кышкыжмы
622,Mittwoch::N,streda,вӹрчегӹ
623,Donnerstag::N,štvrtok,изӓрня
624,Freitag::N,piatok,когарня
625,Samstag::N,sobota,кукшыгечӹ
626,Sonntag::N,nedeľa,рушӓрня
627,groß::A,veľký,кого
628,klein::A,malý,изи
629,lang::A,dlhý,кужы
630,kurz::A,krátky,кӹтӹк
631,breit::A,široký,кымда
632,schmal::A,úzky,ӓнгӹсӹр
633,dicht::A,hustý,шӹре
634,dick[Gegenstand]::A,tlstý,кӹжгӹ
635,dünn::A,tenký,вӹцкӹж
636,fein::A,jemný,пыльга
637,fest::A,pevný,цаткыды
638,flach::A,rovný,тӓлякӓ
639,flach::A,plochý,тӓлякӓ
640,glatt::A,hladký,ягылгы
641,hart::A,tvrdý,пингӹдӹ
642,weich::A,mäkký,пышкыды
643,rund::A,guľatý,тӹртӹш
644,rund::A,okrúhly,тӹртӹш
645,spitz::A,končitý,кашар
646,scharf::A,ostrý,кашар
647,stumpf::A,tupý,нӹшкӹ
648,schwer::A,ťažký,нелӹ
649,schön::A,pekný,цевер
650,schön::A,pekný,олмыдшы
651,schön::A,krásny,цевер
652,schön::A,krásny,олмыдшы
653,heiß::A,horúci,шокшы
654,warm::A,teplý,шокшы
655,kalt::A,studený,ӱштӹ
656,kühl::A,chladný,юалгы
657,kühl::A,chladný,йонгата
658,frisch::A,svieži,йонгата
659,feucht::A,vlhký,ӹлӹкшӹ
660,feucht::A,vlhký,вӹдӹжгӹ
661,feucht::A,zvlhnutý,ӹлӹкшӹ
662,feucht::A,zvlhnutý,вӹдӹжгӹ
663,nass::A,mokrý,начкы
664,trocken::A,suchý,кукшы
665,voll::A,plný,темшӹ
666,voll::A,plný,темыман
667,leer::A,prázdny,йӓрӓ
668,offen::A,otvorený,виш
669,geschlossen::A,zavretý,чӱчмӹ
670,geschlossen::A,zavretý,тӹкӹлӓлтшӹ
671,sauber::A,čistý,ире
672,schmutzig::A,špinavý,шоран
673,schmutzig::A,špinavý,лявӹрӓн
674,schmutzig::A,špinavý,шорангшы
675,roh::A,surový,пеле кӱшӹ
676,reif::A,zrelý,кӱшӹ
677,lecker::A,chutný,тотан
678,süß::A,sladký,мӱӓн
679,bitter::A,horký,качы
680,sauer::A,kyslý,шапы
681,hell::A,jasný,соты
682,hell::A,jasný,валгыды
683,hell::A,svetlý,соты
684,hell::A,svetlý,валгыды
685,dunkel::A,temný,пӹц
686,dunkel::A,temný,пӹцкемӹш
687,schwarz::A,čierny,шим
688,weiß::A,biely,ош
689,weiß::A,biely,ошы
690,rot::A,červený,якшаргы
691,gelb::A,žltý,сар
692,gelb::A,žltý,сары
693,blau::A,modrý,симсӹ
694,blau::A,belasý,симсӹ
695,grün::A,zelený,ыжар
696,grau::A,šedý,луды
697,bunt::A,pestrý,ала
698,billig::A,lacný,шулдаш
699,teuer::A,drahý,шергӹ
700,teuer::A,drahý,шергӓкӓн
701,wertvoll::A,cenný,ӓкӓн
702,blind::A,slepý,слöпöй
703,blind::A,slepý,сльöпöй
704,taub::A,hluchý,тӱтӱк
705,kräftig::A,silný,виӓн
706,stark::A,silný,виӓн
707,schwach::A,slabý,шава
708,schwach::A,slabý,лӹпкӓ
709,schwach::A,slabý,слабка
710,schwach::A,bezvládny,шава
711,schwach::A,bezvládny,лӹпкӓ
712,schwach::A,bezvládny,слабка
713,fett::A,tučný,таза
714,schlank::A,štíhly,яштака
715,hübsch::A,šumný,сӹлнӹ
716,hübsch::A,šumný,олмыдшы
717,hübsch::A,švárny,сӹлнӹ
718,hübsch::A,švárny,олмыдшы
719,böse::A,zlý,шӹдӓн
720,dumm::A,hlúpy,окмак
721,faul::A,lenivý,ялахай
722,fleißig::A,snaživý,пӓшам яратышы
723,fleißig::A,usilovný,пӓшам яратышы
724,geizig::A,skupý,шык
725,geizig::A,lakomý,шык
726,klug::A,múdry,ышан
727,klug::A,bystrý,ышан
728,geschickt::A,zručný,мастар
729,geschickt::A,šikovný,мастар
730,lieb::A,milý,тыри
731,lustig::A,veselý,мындыр
732,lustig::A,veselý,сусу
733,sanft::A,nežný,йӹвӹжӓ
734,hungrig::A,lačný,шужышы
735,hungrig::A,hladný,шужышы
736,krank::A,chorý,церлӹ
737,krank::A,chorý,хворой
738,krank::A,nemocný,церлӹ
739,krank::A,nemocný,хворой
740,nackt::A,nahý,цӓрӓ
741,traurig::A,smutný,сы́лыкан
742,traurig::A,smutný,кымы́лдымы
743,lebendig::A,živý,живой
744,gut::A,dobrý,яжо
745,schlecht::A,zlý,уда
746,schlecht::A,zlý,худа
747,richtig::A,správny,вургамла
748,schlimm::A,zlý,йӹрнык
749,schlimm::A,nepríjemný,йӹрнык
750,wahr::A,pravý,настоящий
751,wahr::A,pravý,настояшый
752,wahr::A,pravdivý,настоящий
753,wahr::A,pravdivý,настояшый
754,alt::A,starý,шонгы
755,neu::A,nový,у
756,ehemalig::A,bývalý,тошты
757,alt[Lebewesen]::A,starý,ӹлалшӹ
758,jung::A,mladý,нöргӹ
759,jung::A,mladý,молода
