,Concept_ID,ru,be
831,sterben::V,умереть,памерці
832,umkommen::V,погибнуть,загінуць
833,sich bewegen::V,двигаться,рухацца
834,sich rühren::V,шевельнуться,варушыцца
835,sich erheben::V,встать,устаць
836,sich setzen::V,сесть,сесці
837,hinfallen::V,упасть,упасці
838,laufen::V,ходить,хадзіць
839,schreiten::V,шагать,шагаць
840,schreiten::V,шагать,крочыць
841,spazierengehen::V,гулять,гуляць
842,eilen::V,спешить,спяшацца
843,sich beeilen::V,торопиться,спяшацца
844,sausen::V,мчаться,імчацца
845,rennen::V,бегать,бегаць
846,springen::V,прыгать,скакаць
847,klettern::V,лазать,лазіць
848,schaukeln::V,раскачиваться,гайдацца
849,kriechen::V,ползать,поўзаць
850,schwimmen::V,плавать,плаваць
851,tauchen::V,нырять,ныраць
852,rudern::V,грести,веславаць
853,fahren::V,ехать,ехаць
854,fliegen::V,летать,лятаць
855,gehen::V,идти,ісці
856,weggehen::V,уйти,пайсці
857,abfahren::V,отправиться,адʼяжджаць
858,anhalten::V,остановиться,спыніцца
859,anhalten::V,остановиться,затрымацца
860,hineingehen::V,входить,уваходзіць
861,eintreten::V,войти,увайсці
862,kommen::V,прийти,прыйсці
863,ankommen::V,прибыть,прыбыць
864,zurückkommen::V,возвратиться,вярнуцца
865,bleiben::V,остаться,застацца
866,warten::V,ждать,чакаць
867,erwarten::V,ожидать,чакаць
868,suchen::V,искать,шукаць
869,finden::V,найти,знайсці
870,versuchen::V,пытаться,прабаваць
871,vorbereiten::V,подготовить,падрыхтаваць
872,lieben::V,любить,кахаць
873,mögen::V,любить,любіць
874,lachen::V,смеяться,смяяцца
875,rühren::V,растрогать,расчуліць
876,weinen::V,плакать,плакаць
877,schimpfen::V,ругаться,лаяцца
878,sich ärgern::V,сердиться,сердаваць
879,sich fürchten::V,бояться,баяцца
880,fürchten::V,бояться,баяцца
881,fliehen::V,убегать,уцякаць
882,flüchten::V,убежать,уцячы
883,sehen::V,видеть,бачыць
884,anschauen::V,посмотреть,паглядзець
885,ansehen::V,смотреть,глядзець
886,hören::V,слышать,чуць
887,zuhören::V,слушать,слухаць
888,probieren::V,пробовать,каштаваць
889,riechen::V,нюхать,нюхаць
890,fühlen::V,чувствовать,адчуваць
891,scheinen::V,казаться,здавацца
892,zu sehen sein::V,виднеться,віднецца
893,vernehmen::V,услышать,пачуць
894,frieren::V,мерзнуть,мёрзнуць
895,tun::V,делать,рабіць
896,können::V,мочь,умець
897,können::V,уметь,умець
898,wollen::V,хотеть,хацець
899,anfangen::V,начать,пачаць
900,beenden::V,закончить,закончыць
901,aufhören::V,перестать,перастаць
902,gelingen::V,удаться,удацца
903,geraten::V,оказаться,аказацца
904,öffnen::V,открыть,адчыніць
905,schließen::V,закрыть,зачыніць
906,stellen::V,поставить,паставіць
907,setzen::V,посадить,пасадзіць
908,legen::V,класть,класці
909,berühren::V,трогать,чапаць
910,verbinden::V,связать,звязаць
911,bedecken::V,покрыть,накрыць
912,aufhängen::V,повесить,павесіць
913,anzünden::V,зажечь,запаліць
914,aufheben::V,поднять,падняць
915,zurücklassen::V,оставить,пакінуць
916,verlieren::V,потерять,згубіць
917,fallen lassen::V,уронить,упусціць
918,machen::V,сделать,зрабіць
919,herstellen::V,изготовить,вырабіць
920,bauen::V,строить,будаваць
921,reparieren::V,чинить,правіць
922,verbessern::V,улучшить,палепшыць
923,ändern::V,изменить,змяніць
924,graben::V,копать,капаць
925,beugen::V,согнуть,сагнуць
926,biegen::V,погнуть,пагнуць
927,drehen::V,вертеть,вярцець
928,wenden::V,повернуть,павярнуць
929,umdrehen::V,перевернуть,перавярнуць
930,heben::V,поднимать,падымаць
931,hochheben::V,поднять,падняць
932,ergreifen::V,схватить,схапіць
933,ergreifen::V,схватить,схваціць
934,halten::V,держать,трымаць
935,drücken::V,нажимать,націскаць
936,schieben::V,толкать,пхаць
937,schieben::V,толкать,штурхаць
938,kratzen::V,скрести,скрэбці
939,lecken::V,лизать,лізаць
940,beißen::V,кусать,кусаць
941,abreißen::V,оторвать,адарваць
942,abschneiden::V,отрезать,адрэзаць
943,binden::V,вязать,вязаць
944,stecken::V,воткнуть,уваткнуць
945,brechen::V,сломать,зламаць
946,klopfen::V,стучать,стукаць
947,hauen::V,бить,біць
948,kleben::V,клеить,клеіць
949,reiben::V,тереть,церці
950,streichen::V,намазать,намазаць
951,schleifen::V,точить,тачыць
952,schneiden::V,резать,рэзаць
953,rütteln::V,шатать,хістаць
954,schütteln::V,трясти,трэсці
955,schwenken::V,махать,махаць
956,schütten::V,налить,наліць
957,füllen::V,наполнить,напоўніць
958,einwickeln::V,завернуть,загарнуць
959,tragen::V,нести,несці
960,schleppen::V,тащить,цягнуць
961,ziehen::V,тянуть,цягнуць
962,aufbewahren::V,хранить,захоўваць
963,werfen::V,бросать,кідаць
964,fangen::V,ловить,лавіць
965,packen::V,схватить,схапіць
966,packen::V,схватить,схваціць
967,verstecken::V,спрятать,схаваць
968,teilen::V,разделить,раздзяліць
969,schicken::V,посылать,пасылаць
970,bringen::V,принести,прынесці
971,hinzufügen::V,добавить,дабавіць
972,bekommen::V,достать,дастаць
973,erhalten::V,получить,атрымаць
974,nehmen::V,взять,ўзяць
975,wählen::V,выбрать,выбраць
976,auswählen::V,отобрать,адабраць
977,bewahren::V,сохранить,захаваць
978,behindern::V,препятствовать,перашкаджаць
979,verderben::V,испортить,сапсаваць
980,beschädigen::V,повредить,пашкодзіць
981,zerbrechen::V,разбить,разбіць
982,zerreißen::V,разорвать,разадраць
983,zerstören::V,разрушить,разбурыць
984,verbrennen::V,сжечь,спаліць
985,geben::V,дать,даць
986,reichen::V,передать,перадаць
987,schenken::V,дарить,дарыць
988,versprechen::V,обещать,абяцаць
989,wünschen::V,желать,жадаць
990,loben::V,хвалить,хваліць
991,küssen::V,целовать,цалаваць
992,wiegen::V,качать,гушкаць
993,wiegen::V,качать,калыхаць
994,zudecken::V,накрыть,накрыць
995,wecken::V,разбудить,пабудзіць
996,zeigen::V,показать,паказаць
997,führen::V,вести,весці
998,lehren::V,учить,вучыць
999,unterrichten::V,преподавать,выкладаць
1000,aufziehen::V,воспитать,выхаваць
1001,leiten::V,руководить,кіраваць
1002,antreiben::V,подгонять,падганяць
1003,lassen::V,заставить,прымусіць
1004,einladen::V,пригласить,запрасіць
1005,vereinigen::V,объединить,абʼяднаць
1006,besuchen::V,посетить,наведаць
1007,treffen::V,встретить,сустрэць
1008,sich versammeln::V,собраться,сабрацца
1009,spielen::V,играть,гуляць
1010,singen::V,петь,пець
1011,singen::V,петь,спяваць
1012,tanzen::V,плясать,танцаваць
1013,tanzen::V,танцевать,танцаваць
1014,sich trennen::V,расстаться,расстацца
1015,verlassen::V,покинуть,пакінуць
1016,retten::V,спасти,выратаваць
1017,bewachen::V,охранять,ахоўваць
1018,schützen::V,уберегать,уберагаць
1019,verteidigen::V,защитить,абараніць
1020,sich schlagen::V,драться,біцца
1021,sich schlagen::V,драться,драцца
1022,schießen::V,стрелять,страляць
1023,siegen::V,победить,перамагчы
1024,ärgern::V,сердить,злаваць
1025,schlagen::V,ударить,ударыць
1026,treten::V,пинать,штурхаць
1027,stechen::V,уколоть,укалоць
1028,stoßen::V,толкнуть,папхнуць
1029,stehlen::V,украсть,украсці
1030,stören::V,помешать,перашкодзіць
1031,belästigen::V,надоедать,дакучаць
1032,verbergen::V,скрыть,скрыць
1033,verbergen::V,скрыть,схаваць
1034,täuschen::V,обмануть,падмануць
1035,betrügen::V,смошенничать,змахляваць
1036,töten::V,убить,забіць
1037,wohnen::V,проживать,жыць
1038,arbeiten::V,работать,працаваць
1039,sammeln::V,собрать,сабраць
1040,pflücken::V,рвать,зрываць
1041,pflücken::V,срывать,зрываць
1042,jagen::V,охотиться,паляваць
1043,fischen::V,рыбачить,рыбачыць
1044,fassen::V,поймать,злавіць
1045,hüten::V,пасти,пасвіць
1046,treiben::V,гнать,гнаць
1047,anbinden::V,привязать,прывязаць
1048,füttern::V,кормить,карміць
1049,melken::V,доить,даіць
1050,hacken::V,рубить,сячы
1051,gießen::V,полить,паліць
1052,reifen::V,созреть,паспець
1053,zubereiten::V,приготовить,зварыць
1054,zubereiten::V,приготовить,згатаваць
1055,kochen::V,варить,варыць
1056,backen::V,печь,пячы
1057,braten::V,жарить,смажыць
1058,umrühren::V,перемешать,перамяшаць
1059,stricken::V,вязать,вязаць
1060,nähen::V,шить,шыць
1061,färben::V,покрасить,пафарбаваць
1062,reinigen::V,очистить,ачысціць
1063,waschen::V,стирать,мыць
1064,abwischen::V,вытереть,выцерці
1065,spülen::V,полоскать,паласкаць
1066,fegen::V,подметать,падмятаць
1067,kehren::V,мести,месці
1068,baden::V,купаться,купацца
1069,sich waschen::V,мыться,мыцца
1070,ausziehen::V,снять,зняць
1071,anziehen::V,надеть,надзець
1072,sich anziehen::V,одеться,адзецца
1073,kämmen::V,причесать,прычасаць
1074,schmücken::V,украсить,аздобіць
1075,sagen::V,сказать,сказаць
1076,sprechen::V,говорить,гаварыць
1077,reden::V,разговаривать,размаўляць
1078,sich unterhalten::V,беседовать,гутарыць
1079,fragen::V,спросить,спытаць
1080,bitten::V,просить,прасіць
1081,erzählen::V,рассказать,расказаць
1082,mitteilen::V,сообщить,паведаміць
1083,nennen::V,назвать,назваць
1084,rufen::V,звать,зваць
1085,prahlen::V,хвастаться,хваліцца
1086,übersetzen::V,перевести,перакласці
1087,denken::V,думать,думаць
1088,glauben::V,верить,верыць
1089,bemerken::V,заметить,заўважыць
1090,erkennen::V,узнать,пазнаць
1091,begreifen::V,понять,спасцігнуць
1092,begreifen::V,постичь,спасцігнуць
1093,verstehen::V,услышать,пачуць
1094,lernen::V,учиться,вучыцца
1095,wissen::V,знать,знаць
1096,sich erinnern an::V,вспомнить,памятаць
1097,vergessen::V,забыть,забыць
1098,messen::V,мерить,мераць
1099,zählen::V,считать,лічыць
1100,rechnen::V,считать,лічыць
1101,lesen::V,читать,чытаць
1102,malen::V,рисовать,маляваць
1103,zeichnen::V,рисовать,рысаваць
1104,schreiben::V,писать,пісаць
1105,besitzen::V,иметь,мець
1106,kaufen::V,купить,купіць
1107,verkaufen::V,продать,прадаць
1108,bezahlen::V,заплатить,заплаціць
1109,zahlen::V,платить,плаціць
1110,beherrschen::V,владеть,уладаць
1111,beherrschen::V,владеть,валодаць
1112,ertragen::V,вытерпеть,выцерпець
