,Concept_ID,he,bn
708,sieben::NUM,שבעה,সাত
709,acht::NUM,שמונה,আট
710,neun::NUM,תשעה,নয়
711,zehn::NUM,עשרה,দশ
712,elf::NUM,אחת עשרה,এগারো
713,zwölf::NUM,שתים עשרה,দ্বাদশ
714,zwanzig::NUM,עשרים,বিশ
715,dreißig::NUM,שלושים,ত্রিশ
716,vierzig::NUM,ארבעים,চল্লিশ
717,fünfzig::NUM,חמשים,পঞ্চাশ
718,sechzig::NUM,ששים,ষাট
719,siebzig::NUM,שבעים,সত্তর
720,achtzig::NUM,שמונים,আশি
721,neunzig::NUM,תשעים,নব্বুই
722,hundert::NUM,מאה,শত
723,tausend::NUM,אלף,হাজার
724,und::CNJ,ו,আর
725,und::CNJ,ו,এবং
726,oder::CNJ,או,বা
727,stehen::V,עמד,দাঁড়ানো
728,sitzen::V,ישב,বসা
729,liegen::V,שכב,শোয়া
730,hängen::V,היה תלוי,ঝোলা
731,werden::V,הפך ל,হইয়া উঠা
732,passieren::V,קרה,ঘটা
733,beginnen::V,התחיל,আরম্ভ হওয়া
734,enden::V,הסתים,শেষ হওয়া
735,wechseln::V,השתנה,রূপাস্তর করা
736,aufgehen[Sonne]::V,זרח,উদিত হওয়া
737,untergehen[Sonne]::V,שקע,অস্ত যাওয়া
738,scheinen[Sonne]::V,בהק,আলো দেওয়া
739,donnern::V,רעם,বজ্রধ্বনি করা
740,wehen::V,נשב,প্রবাহিত হওয়া
741,strömen::V,זרם,প্রবাহিত হওয়া
742,fließen::V,זרם,ছুটা
743,sich drehen::V,הסתובב,পাক খাওয়া
744,schwanken::V,התנודד,দোলা
745,schwingen::V,התנענע,দোলা
746,fallen::V,נפל,পড়া
747,brennen::V,בער,সেঁকা
748,rauchen::V,עשן,ধোঁয়া ছড়ান
749,regnen::V,ירד גשם,বর্ষণ_করা
750,gefrieren::V,קפא,হিমায়িত হওয়া
751,tauen::V,נמס,গলা
752,schmelzen::V,התיך,গলা
753,trocknen::V,התיבש,শুষ্ক করা
754,sieden::V,רתח,ফোঁড়া
755,faulen::V,רקב,ক্ষয় হওয়া
756,verfaulen::V,רקב,ক্ষয় হওয়া 
757,reißen::V,נקרע,ছিঁড়া
758,versinken::V,טבע,ডুবা
759,vergehen::V,עבר,যাওয়া
760,erscheinen::V,נגלה,আসা
761,erscheinen::V,הופיע,আসা
762,verschwinden::V,נעלם,অদৃশ্য হওয়া
763,sinken::V,ירד,হ্রাস হওয়া
764,abnehmen::V,הפחית,হ্রাস হওয়া
765,zunehmen::V,רבה,বৃদ্ধি পাওয়া
766,steigen::V,עלה,ওঠা
767,wachsen::V,גדל,বড় হওয়া
768,glänzen::V,נצץ,জ্বলা
769,glänzen::V,בהק,জ্বলা
770,funkeln::V,נצנץ,জ্বল্জ্বল করা
771,lärmen::V,רעש,
772,läuten::V,צלצל,রুসুঝুসু করা
773,klingeln::V,צלצל,বাজা
774,klirren::V,קרקש,টুংটাং-শব্দ করা
775,brausen::V,געש,গর্জন করা
776,rauschen::V,רשרש,মর্মরধ্বনি করা
777,klingen::V,נשמע,শব্দ করা
778,bellen::V,נבח,ঘেউ ঘেউ করা
779,heulen::V,ילל,গর্জন করা
780,blasen::V,נשף,ফুঁ দেওয়া
781,pfeifen::V,שרק,শিস্ দেওয়া
782,schreien::V,צעק,চিৎকার করা
783,stöhnen::V,נאנק,গোঁ-গো করা
784,zittern::V,רעד,কাঁপা
785,leben::V,חי,বাঁচা
786,geboren werden::V,נולד,জন্মানো
787,atmen::V,נשם,শ্বাস ফেলা
788,trinken::V,שתה,পান করা
789,essen::V,אכל,ভক্ষণ করা
790,schlucken::V,בלע,গেলা
791,müde werden::V,התעיף,পরিশ্রান্ত হওয়া
792,einschlafen::V,נרדם,নিদ্রামগ্ন হওয়া
793,schlafen::V,ישן,নিদ্রা যাওয়া
794,aufwachen::V,התעורר,জাগা
795,aufstehen::V,קם,জাগা
796,sich erholen::V,נפש,আরাম করা
797,krank werden::V,חלה,অসুস্থ হত্তয়া
798,krank sein::V,היה חולה,রূগ্ণ হত্তয়া
799,schmerzen::V,כאב,কন্কন করা
800,husten::V,השתעל,কাশা
801,genesen::V,הבריא,আরোগ্য হওয়া
802,sterben::V,מת,মারা যাওয়া
803,umkommen::V,נספה,মারা যাওয়া
804,sich bewegen::V,נע,চলা
805,sich rühren::V,זז,নড়া
806,sich erheben::V,קם,উদিত হওয়া
807,sich setzen::V,התישב,বসা
808,hinfallen::V,נפל,পড়া
809,laufen::V,הלך ברגל,হাঁটা
810,schreiten::V,פסע,হাঁটা
811,spazierengehen::V,טיל,পায়চারি করা
812,eilen::V,אץ,ত্বরাম্বিত করা
813,eilen::V,מהר,ত্বরাম্বিত করা
814,sich beeilen::V,מהר,ত্বরাম্বিত করা
815,sausen::V,אץ,ধেয়ে যাওয়া
816,rennen::V,רץ,চলা
817,springen::V,קפץ,লাফানো
818,klettern::V,טפס,আরোহণ করা
819,schaukeln::V,התנדנד,দোলা
820,kriechen::V,זחל,হামাগুড়ি দেওয়া
821,schwimmen::V,שחה,সাঁতার কাটা
822,tauchen::V,צלל,ডোবা
823,rudern::V,חתר,দাঁড় টানা
824,fahren::V,נסע,চালান
825,fliegen::V,עף,ওড়া
826,gehen::V,הלך,যাওয়া
827,weggehen::V,עזב,প্রস্থান করা
828,abfahren::V,יצא,প্রস্থান করা
829,anhalten::V,עצר,থামা
830,hineingehen::V,נכנס,ঢোকা
831,eintreten::V,נכנס,ঢোকা
832,kommen::V,בא,আসা
833,ankommen::V,הגיע,আসা
834,zurückkommen::V,שב,ফিরা
835,zurückkommen::V,חזר,ফিরা
836,bleiben::V,נשאר,থাকা
837,warten::V,חכה,অপেক্ষা করা
838,warten::V,המתין,অপেক্ষা করা
839,erwarten::V,צפה,অপেক্ষা করা
840,suchen::V,חפש,খোঁজ করা
841,finden::V,מצא,পাওয়া
842,versuchen::V,נסה,পরখ করা
843,vorbereiten::V,הכין,প্রস্তুত করা
844,lieben::V,אהב,ভালবাসা
845,mögen::V,אהב,পছন্দ করা
846,lachen::V,צחק,হাসা
847,rühren::V,נגע ללב,হৃদয়ম্পর্শ করা
848,weinen::V,בכה,কাঁদা
849,schimpfen::V,גער,নালিশ করা
850,sich ärgern::V,זעם,রাগ হত্তয়া
851,sich ärgern::V,כעס,রাগ হত্তয়া
852,sich fürchten::V,פחד,ভয় করা
853,sich fürchten::V,חשש,ভয় করা
854,fürchten::V,פחד מ,ডরা
855,fürchten::V,חשש מ,ডরা
856,fliehen::V,ברח,পালানো
857,flüchten::V,נמלט,পালানো
858,sehen::V,ראה,দেখা
859,anschauen::V,הביט,দেখা
860,ansehen::V,התבונן,দেখা
861,hören::V,שמע,শোনা
862,zuhören::V,הקשיב,শোনা
863,probieren::V,נסה,পরখ করা
864,riechen::V,הריח,শুঁকা
865,fühlen::V,חש,অনুভব করা
866,scheinen::V,נדמה,মনে হত্তয়া
867,zu sehen sein::V,נראה,দেখা দেত্তয়া
868,vernehmen::V,נודע ל,শোনা
869,frieren::V,קר ל,শীত লাগা
870,tun::V,פעל,করা
871,können::V,יכל,পারা
872,wollen::V,רצה,ইচ্ছা করা
873,anfangen::V,התחיל,আরম্ভ করা
874,beenden::V,גמר,শেষ করা
875,aufhören::V,סים,থামা
876,gelingen::V,הצליח,সিদ্ধিলাভ করা
877,geraten::V,עלה,পরিণত হত্তয়া
878,öffnen::V,פתח,খোলা
879,schließen::V,סגר,বন্ধ করা
880,stellen::V,העמיד,স্থাপন করা
881,setzen::V,הושיב,স্থাপন করা
882,legen::V,שם,স্থাপন করা
883,berühren::V,נגע,স্পর্শ করা
884,verbinden::V,קשר,সংযুক্ত করা
885,bedecken::V,כסה,ঢাকা
886,aufhängen::V,תלה,ঝুলানো
887,anzünden::V,הצית,জ্বালান
888,aufheben::V,אסף,কুড়াইয়া তোলা
889,zurücklassen::V,השאיר,পরিত্যাগ করা
890,verlieren::V,אבד,হারান
891,fallen lassen::V,שמט,ফেলা
892,fallen lassen::V,הפיל,ফেলা
893,machen::V,עשה,গঠন করা
894,herstellen::V,יצר,সৃষ্টি করা
895,bauen::V,בנה,নির্মাণ করা
896,reparieren::V,תקן,মেরামত করা
897,verbessern::V,שפר,উন্নতিলাভ করা
898,ändern::V,שנה,পরিবর্তিত করা
899,graben::V,חפר,খনন করা
900,beugen::V,כפף,নোয়া
901,biegen::V,כופף,নোয়া
902,drehen::V,סובב,ঘোরান
903,wenden::V,הפך,উলটাইয়া দেত্তয়া
904,umdrehen::V,סובב,উলটানো
905,heben::V,הרים,উত্তোলন করা
906,hochheben::V,הרים,উঁচু করা
907,ergreifen::V,אחז,দখল করা
908,halten::V,החזיק,ধরা
909,drücken::V,לחץ,টেপা
910,schieben::V,הזיז,ঠেলা
911,kratzen::V,שרט,চাঁচা
912,kratzen::V,שפשף,চাঁচা
913,lecken::V,לקק,চাটা
914,beißen::V,נשך,দংশন করা
915,abreißen::V,קרע,বিচ্ছিন্ন করা
916,abschneiden::V,חתך,বিচ্ছিন্ন করা
917,binden::V,קשר,বন্ধন করা
918,stecken::V,תקע,বিদ্ধ করা
919,brechen::V,שבר,ভাঙা
920,klopfen::V,נקש,আঘাত করা
921,hauen::V,הכה,আঘাত করা
922,kleben::V,הדביק,সাঁটা
923,reiben::V,שפשף,ঘষা
924,streichen::V,מרח,ছড়াইয়া
925,schleifen::V,השחיז,ধার দেওয়া
926,schneiden::V,גזר,কাটা
927,rütteln::V,נענע,নাড়ান
928,schütteln::V,נער,নড়া
929,schwenken::V,נופף,দোলা
930,schwenken::V,טלטל,দোলা
931,schütten::V,שפך,বর্ষণ করা
932,füllen::V,מלא,পরিপূর্ণ করা
933,einwickeln::V,עטף,মুড়া
934,tragen::V,נשא,বহন করা
935,schleppen::V,סחב,টানা
936,ziehen::V,משך,টানা
937,aufbewahren::V,שמר,রাখা
938,werfen::V,זרק,ছুড়া
939,fangen::V,תפס,লোফা
940,packen::V,אחז,ধরা
941,verstecken::V,החביא,গোপন করা
942,teilen::V,חלק,বিভক্ত করা
943,schicken::V,שלח,প্রেরণ করা
944,bringen::V,הביא,আনা
945,hinzufügen::V,הוסיף,একত্র করা
946,bekommen::V,תפס,পাওয়া
947,erhalten::V,קבל,পাওয়া
948,nehmen::V,אחז,নেওয়া
949,wählen::V,בחר,বাছা
950,auswählen::V,בחר ב,বাছা
951,bewahren::V,קים,বাঁচাইয়া রাখা
952,behindern::V,מנע,বাধা দেওয়া
953,verderben::V,מנע,নষ্ট করা
954,beschädigen::V,הזיק,ক্ষতি করা
955,zerbrechen::V,נשבר,ভাঙ্গিয়া যাওয়া
956,zerreißen::V,קרע,ছিঁড়া
957,zerstören::V,הרס,বিনাশ করা
958,zerstören::V,השמיד,বিনাশ করা
959,verbrennen::V,שרף,দহন করা
960,geben::V,נתן,দেওয়া
961,reichen::V,העביר,দেওয়া
962,schenken::V,נתן במתנה,উপহার দেত্তয়া
963,versprechen::V,הבטיח,প্রতিশ্রুতি দেওয়া
964,wünschen::V,אחל,আকাঙ্ক্ষা করা
965,loben::V,שבח,প্রশংসা করা
966,küssen::V,נשק,চুম্বন করা
967,wiegen::V,נדנד,দুলানো
968,zudecken::V,כסה,ঢাকা
969,wecken::V,עורר,জাগানো
970,zeigen::V,הראה,দেখানো
971,führen::V,הביא,পথ দেখানো
972,führen::V,הוביל,পথ দেখানো
973,lehren::V,למד,শেখানো
974,unterrichten::V,למד,শিক্ষা দেওয়া
975,aufziehen::V,רומם,পালন করা
976,leiten::V,נהל,পরিচালনা করা
977,antreiben::V,המרץ,চালনা করা
978,lassen::V,נתן,অনুমতি দেওয়া
979,einladen::V,הזמין,নিমন্ত্রণ করা
980,vereinigen::V,אחד,এক করা
981,vereinigen::V,לכד,এক করা
982,besuchen::V,בקר,দেখিতে যাওয়া
983,treffen::V,פגש,সন্মুখীন হওয়া
984,sich versammeln::V,התאסף,জড়ো হওয়া
985,spielen::V,שחק,খেলা
986,singen::V,שר,গাওয়া
987,tanzen::V,רקד,নাচা
988,sich trennen::V,נפרד,পৃথক করা
989,verlassen::V,עזב,পরিত্যাগ করা
990,retten::V,הציל,উদ্ধার করা
991,bewachen::V,שמר,পাহারা দেওয়া
992,schützen::V,אבטח,রক্ষা করা
993,verteidigen::V,הגן,রক্ষা করা
994,sich schlagen::V,התכתש,লড়াই করা
995,schießen::V,ירה,তীরবেগে ছোটা
996,siegen::V,גבר,জেতা
997,siegen::V,נצח,জেতা
998,ärgern::V,עצבן,বিরক্ত করা
999,schlagen::V,הכה,আঘাত করা
1000,schlagen::V,הלקה,আঘাত করা
1001,treten::V,בעט,লাথি মারা
1002,stechen::V,דקר,দংশন করা
1003,stoßen::V,דחק,ঠেলা
1004,stehlen::V,גנב,অপহরণ করা
1005,stören::V,קטע,ঘাঁটান
1006,stören::V,הפריע,ঘাঁটান
1007,belästigen::V,הציק,বিরক্ত করা
1008,belästigen::V,הטריד,বিরক্ত করা
1009,verbergen::V,הצניע,গোপন করা
1010,täuschen::V,שגע,প্রবঞ্চনা করা
1011,betrügen::V,הונה,প্রতারণা করা
1012,töten::V,הרג,হত্যা করা
1013,wohnen::V,גר,বাস করা
1014,arbeiten::V,עבד,কাজ করা
1015,sammeln::V,אסף,সংগ্রহ করা
1016,pflücken::V,קטף,চয়ন করা
1017,jagen::V,צד,শিকার করা
1018,fischen::V,דג,মাছ ধরা
1019,fassen::V,תפס,ধরা
1020,hüten::V,רעה,যুথভুক্ত করা
1021,treiben::V,הוציא,চালনা করা
1022,anbinden::V,קשר,বন্ধন করা
1023,füttern::V,הלעיט,ভোজন করানো
1024,melken::V,חלב,দুগ্ধ দোহন করা
1025,hacken::V,קצץ,কাটা
1026,gießen::V,השקה,বর্ষণ করা
1027,reifen::V,בשל,পাকা
1028,zubereiten::V,הכין,রন্ধন করা
1029,kochen::V,בשל,রন্ধন করা
1030,backen::V,אפה,সেকা
1031,braten::V,צלה,ভাজা
1032,braten::V,טגן,ভাজা
1033,umrühren::V,ערבב,নড়ানো
1034,stricken::V,סרג,বোনা
1035,nähen::V,תפר,সেলাই করা
1036,färben::V,צבע,রঞ্জিত করা
1037,reinigen::V,נקה,পরিষ্কার করা
1038,waschen::V,רחץ,পরিষ্কার করা
1039,waschen::V,כבס,পরিষ্কার করা
1040,abwischen::V,נגב,মুছা
1041,spülen::V,שטף,পরিষ্কার করা
1042,fegen::V,טאטא,ঝাঁট দেওয়া
1043,kehren::V,טאטא,ঝাঁট দেওয়া
1044,baden::V,טבל,অবগাহন করা
1045,baden::V,שחה,অবগাহন করা
1046,sich waschen::V,התרחץ,ধোয়া
1047,ausziehen::V,הוריד,খুলা
1048,anziehen::V,לבש,গায়ে দেত্তয়া
1049,sich anziehen::V,התלבש,পোশাক পরা
1050,kämmen::V,סרק,আঁচড়ানো
1051,schmücken::V,קשט,সাজান করা
1052,sagen::V,אמר,উচ্চারণ করা
1053,sprechen::V,דבר,বলা
1054,reden::V,דבר,আলাপ করা
1055,sich unterhalten::V,שוחח,আড্ডা দেওয়া
1056,fragen::V,שאל,জিজ্ঞাসা করা
1057,bitten::V,בקש,প্রার্থনা করা
1058,erzählen::V,ספר,বর্ণনা করা
1059,mitteilen::V,מסר,বলা
1060,mitteilen::V,הודיע,বলা
1061,nennen::V,קרא בשם,নাম দেওয়া
1062,rufen::V,גיס,আমন্ত্রণ করা
1063,rufen::V,הזמין לבוא,আমন্ত্রণ করা
1064,prahlen::V,התרברב,বড়াই করা
1065,übersetzen::V,תרגם,ভাষাস্তরিত করা
1066,denken::V,חשב,ভাবা
1067,glauben::V,האמין,বিশ্বাস করা
1068,bemerken::V,הבחין,লক্ষ্য করা
1069,erkennen::V,זהה,চিনিতে পারা
1070,begreifen::V,קלט,উপলব্ধি করা
1071,begreifen::V,הבין,উপলব্ধি করা
1072,verstehen::V,הבין,উপলব্ধি করা
1073,lernen::V,למד,শেখা
1074,wissen::V,ידע,জানা
1075,sich erinnern an::V,זכר,মনে করা
1076,vergessen::V,שכח,বিস্মৃত হওয়া
1077,messen::V,מדד,মাপা
1078,zählen::V,ספר,গণনা করা
1079,rechnen::V,חשב,হিসাব করা
1080,lesen::V,קרא,পাঠ করা
1081,malen::V,ציר,আঁকা
1082,zeichnen::V,שרטט,ছকা
1083,schreiben::V,כתב,লেখা
1084,besitzen::V,היה בעל של,অধিকার করা
1085,kaufen::V,קנה,ক্রয় করা
1086,kaufen::V,רכש,ক্রয় করা
1087,verkaufen::V,מכר,বেচা
1088,bezahlen::V,שלם,প্রদান করা
1089,zahlen::V,שלם,প্রদান করা
1090,beherrschen::V,שלט,শাসন করা
1091,ertragen::V,סבל,বহন করা
