,Concept_ID,av,sl
372,Wiege::N,кини,zíbel
373,Bett::N,кровать,póstelja
374,Regal::N,хъарщи,políca
375,Kiste::N,ящик,zabòj
376,Kiste::N,тӏалагъуд,zabòj
377,Fenster::N,гордо,ôkno
378,Tür::N,нуцӏа,vráta
379,Tor::N,каву,velíka vráta
380,Zaun::N,раци,ográja
381,Dach::N,тӏох,stréha
382,Leiter::N,мали,léstev
383,Besen::N,жул,mêtla
384,Spaten::N,бел,lopáta
385,Schaufel::N,раххан,lopáta
386,Gabel::N,гӏучӏ,vílice
387,Löffel::N,гъуд,žlíca
388,Messer::N,нус,nòž
389,Nagel::N,магӏ,žebèlj
390,Netz::N,гьин,mréža
391,Haken::N,гъанцӏа,kljúka
392,Griff::N,гӏоркь,ročáj
393,Griff::N,гӏоркь,oprijèm
394,Schloss::N,кӏулал,ključávnica
395,Bild::N,сурат,slíka
396,Puppe::N,нани,lútka
397,Beutel::N,таргьа,môšnja
398,Bündel::N,къай,cúla
399,Bündel::N,къай,svéženj
400,Tasche::N,сумка,tórba
401,Tasche::N,сумка,tobôlec
402,Tasche::N,къвачӏа,tórba
403,Tasche::N,къвачӏа,tobôlec
404,Eimer::N,ведро,vêdro
405,Deckel::N,тӏалъел,pokròv
406,Deckel::N,тӏалъел,poklópec
407,Deckel::N,дадитӏалъел,pokròv
408,Deckel::N,дадитӏалъел,poklópec
409,Geschirr::N,цӏарагӏ,posóda
410,Sack::N,хъап,vréča
411,Sack::N,къандалъо,vréča
412,Tasse::N,чашка,skodélica
413,Topf::N,хьаг,lônec
414,Kessel::N,хьаг,kôtel
415,Kessel::N,гереги,kôtel
416,Essen::N,тӏагӏам,hrána
417,Nahrung::N,квен,živílo
418,Speise::N,квен,jéd
419,Fleisch::N,гьан,mesó
420,Getreide::N,бугӏа-ролъ,žíto
421,Getreide::N,могьолабл_культураби,žíto
422,Brei::N,карщ,káša
423,Brot::N,чед,krùh
424,Scheibe::N,мочӏу,réženj
425,Fett::N,беэнлъи,mást
426,Fett::N,беэнлъи,maščôba
427,Butter::N,нах,máslo
428,Öl::N,нах,ólje
429,Salz::N,цӏам,sól
430,Suppe::N,чурпа,júha
431,Honig::N,гьоцӏо,méd
432,Milch::N,рахь,mléko
433,Tee::N,чай,čáj
434,Leder::N,тӏом,úsnje
435,Wolle::N,квас,vólna
436,Stoff::N,ххам,blagó
437,Nadel::N,рокӏкӏен,ígla
438,Faden::N,кун,nít
439,Knopf::N,маргъал,gúmb
440,Knoten::N,гарацӏ,vôzel
441,Farbe::N,релъен,bárva
442,Kleidung::N,ретӏел,obléka
443,Hemd::N,гурде,srájca
444,Kragen::N,габур,ovrátnik
445,Ärmel::N,къвал,rokáv
446,Hose::N,тӏажу,hláče
447,Gürtel::N,рачел,pás
448,Mütze::N,тӏагъур,kápa
449,Mütze::N,тӏагъур,čépica
450,Stiefel::N,этек,škórenj
451,Stiefel::N,чакма,škórenj
452,Ring::N,баргъич,pŕstan
453,Band::N,лента,trák
454,Kamm::N,гьоркьо,glavník
455,Spiegel::N,матӏу,zrcálo
456,Spiegel::N,матӏу,ogledálo
457,Riemen::N,рижу,jêrmen
458,Decke::N,одея́ло,odéja
459,Kissen::N,къандалъо,blazína
460,Tuch::N,квархьи,pŕt
461,Tuch::N,квархьи,rúta
462,Handtuch::N,беркӏалрацӏцӏ,brisáča
463,Kraft::N,гуч,síla
464,Kraft::N,къуват,síla
465,Stärke::N,хӏалкӏвей,jákost
466,Gesundheit::N,сахлъи́,zdrávje
467,Krankheit::N,унти,bolézen
468,Krankheit::N,щокълъи,bolézen
469,Schmerz::N,унти,ból
470,Schmerz::N,унти,bolečína
471,Wunde::N,ругъун,rána
472,Fieber::N,цӏа-кан,vročína
473,Arznei::N,дару,lék
474,Arznei::N,дару,zdravílo
475,Brücke::N,кьо,móst
476,Brunnen::N,гъуй,vodnják
477,Weide::N,рицӏцӏ,páša
478,Weide::N,лъичӏирма,páša
479,Weide::N,гӏурдаллъи,páša
480,Weide::N,ри́цӏигъветӏ,páša
481,Weide::N,рицӏцӏигъветӏ,páša
482,Pfad::N,сухъмахъ,stezà
483,Weg::N,нух,pót
484,Straße::N,нух,césta
485,Dorf::N,росу,vás
486,Stadt::N,шагьар,mésto
487,Brief::N,кагъат,písmo
488,Brief::N,рисалат,písmo
489,Buch::N,тӏехь,knjíga
490,Buchstabe::N,хӏарп,čŕka
491,Zeitung::N,газет,čásnik
492,Leben::N,яшав,življênje
493,Tod::N,хвел,smŕt
494,Grab::N,хоб,gròb
495,Kirche::N,килиса,cérkev
496,Sünde::N,хӏакъ,gréh
497,Sünde::N,мунагь,gréh
498,Gott::N,бичас,bóg
499,Gott::N,аллагь,bóg
500,Arbeiter::N,хӏалтӏухъан,délavec
501,Chef::N,хӏаким,šéf
502,Chef::N,начальник,šéf
503,Meister::N,устар,mójster
504,Meister::N,мастер,mójster
505,Meister::N,махщалилав,mójster
506,Arzt::N,жайрахӏ,zdravník
507,Lehrer::N,мугӏалим,učítelj
508,Geld::N,гӏарац,denár
509,Laden::N,тукен,trgovína
510,Preis::N,багьа,céna
511,Ware::N,къайи,róba
512,Nutzen::N,мунпагӏат,príd
513,Reichtum::N,бечелъи,bogástvo
514,Welt::N,дуниял,svét
515,Land::N,улка,dežêla
516,Land::N,икълим,dežêla
517,Staat::N,пачалихъ,držáva
518,König::N,пача,králj
519,König::N,малик,králj
520,König::N,къирал,králj
521,König::N,падишагь,králj
522,Macht::N,кверщел,oblást
523,Grenze::N,гӏорхъи,mêja
524,Krieg::N,рагъ,vôjna
525,Feind::N,тушман,sovrážnik
526,Gewalt::N,зулму,nasílje
527,Kampf::N,къеркьей,bòj
528,Kampf::N,къеркьей,bórba
529,Bogen[Waffe]::N,газаргъо,lók
530,Pfeil::N,чӏор,puščíca
531,Gewehr::N,туманкӏ,púška
532,Fehler::N,гъалатӏ,zmóta
533,Lüge::N,гьереси,láž
534,Schaden::N,зиян,okvára
535,Schaden::N,зарал,okvára
536,Unglück::N,балагь,nesréča
537,Schuld::N,гӏайиб,krívda
538,Alter::N,гӏумру,dôba
539,Schluss::N,ахир,kônec
540,Zeit::N,заман,čàs
541,Tag::N,къо,dán
542,Morgen::N,радалмех,jútro
543,Mittag::N,къадемех,póldan
544,Abend::N,релъедамех,večér
545,Nacht::N,сордо,nóč
546,Woche::N,анкь,téden
547,Monat::N,моцӏ,mésec
548,Jahr::N,сон,léto
549,Jahr::N,лъагӏел,léto
550,Frühling::N,их,pomlád
551,Sommer::N,рии,polétje
552,Herbst::N,хасалихълъи,jesén
553,Winter::N,кьин,zíma
554,Januar::N,январь,jánuar
555,Februar::N,февра́ль,fébruar
556,März::N,март,márec
557,April::N,апрель,apríl
558,Mai::N,май,máj
559,Juni::N,июнь,júnij
560,Juli::N,июль,júlij
561,August::N,август,avgúst
562,September::N,сентябрь,septêmber
563,Oktober::N,октябрь,október
564,November::N,ноябрь,novêmber
565,Dezember::N,декабрь,decémber
566,Montag::N,итни,ponedéljek
567,Dienstag::N,талат,tôrek
568,Mittwoch::N,арбагӏ,sréda
569,Donnerstag::N,хамиз,četŕtek
570,Freitag::N,рузман,pétek
571,Samstag::N,щамат,sobóta
572,Sonntag::N,гьатӏан,nedélja
573,groß::A,кӏудияб,vêlik
574,klein::A,гьитӏинаб,májhen
575,lang::A,халатаб,dólg
576,kurz::A,къокъаб,krátek
577,breit::A,гӏебаб,širòk
578,schmal::A,къваридаб,ózek
579,dicht::A,ризаб,góst
580,dick[Gegenstand]::A,бицатаб,dêbel
581,dünn::A,тӏеренаб,tánek
582,fein::A,тӏеренаб,drôben
583,fest::A,къвакӏараб,tŕden
584,flach::A,чӏепараб,plán
585,flach::A,чӏепараб,plòsk
586,glatt::A,цӏвакараб,gládek
587,hart::A,кьварараб,tŕd
588,weich::A,тамахаб,mehák
589,rund::A,гургинаб,okrógel
590,spitz::A,бегӏераб,šílast
591,scharf::A,рекӏараб,óster
592,stumpf::A,тӏехӏараб,tóp
593,stumpf::A,тӏехӏараб,skŕhan
594,stumpf::A,рекӏинчӏеб,tóp
595,stumpf::A,рекӏинчӏеб,skŕhan
596,schwer::A,бакӏаб,têžek
597,schön::A,берцинаб,lép
598,schön::A,берцинаб,krásen
599,heiß::A,лагьараб,vròč
600,warm::A,хинаб,tôpel
601,kalt::A,квачараб,mŕzel
602,kalt::A,квачараб,hláden
603,kühl::A,квачараб,hláden
604,frisch::A,цӏияб,svéž
605,feucht::A,рагьараб,vlážen
606,nass::A,би́ччараб,móker
607,trocken::A,бакъвараб,súh
608,leer::A,чӏобогояб,prázen
609,offen::A,рагьараб,odpŕt
610,geschlossen::A,рахараб-къараб,zapŕt
611,sauber::A,бацӏцӏадаб,číst
612,sauber::A,бацӏцӏадаб,líčen
613,schmutzig::A,гъизараб,umázan
614,roh::A,хамаб,suròv
615,roh::A,гӏатӏгояб,suròv
616,reif::A,барщараб,zrèl
617,lecker::A,тӏагӏамаб,okúsen
618,süß::A,гьуинаб,sládek
619,bitter::A,кьогӏаб,grenák
620,sauer::A,цӏекӏаб,kísel
621,hell::A,канаб,svetèl
622,dunkel::A,бецӏаб,temèn
623,schwarz::A,чӏегӏераб,čŕn
624,weiß::A,хъахӏаб,bél
625,rot::A,багӏараб,rdèč
626,gelb::A,гӏобилаб,žólt
627,gelb::A,гӏобилаб,rumèn
628,gelb::A,тӏогьилаб,žólt
629,gelb::A,тӏогьилаб,rumèn
630,blau::A,хъахӏилаб,móder
631,grün::A,гӏурччинаб,zelèn
632,grau::A,накӏкӏуяб,sív
633,bunt::A,къвекӏаб,písan
634,bunt::A,чара-гъараб,písan
635,billig::A,учузаб,pocéni
636,teuer::A,хири́яб,drág
637,wertvoll::A,къиматаб,dragocén
638,blind::A,беццаб,slép
639,taub::A,гъугъаб,glúh
640,kräftig::A,гучаб,močán
641,stark::A,къуватаб,ják
642,schwach::A,гӏажизаб,šíbek
643,fett::A,кьарияб,dêbel
644,schlank::A,чергесаб,vítek
645,hübsch::A,гьайбатаб,lép
646,böse::A,ракӏквешаб,zèl
647,böse::A,ракӏквешаб,hudôben
648,dumm::A,гьагаб,glúp
649,dumm::A,гьагаб,bédast
650,dumm::A,гӏантаб,glúp
651,dumm::A,гӏантаб,bédast
652,faul::A,кӏохӏалаб,lén
653,faul::A,кӏухӏа́лаб,lén
654,fleißig::A,хӏаракатаб,marljív
655,geizig::A,къарумаб,škŕt
656,klug::A,лумияб,pámeten
657,geschickt::A,махщел бугев,spréten
658,lieb::A,гӏазизаб,míl
659,lieb::A,гӏазизаб,ljúb
660,lustig::A,кепаб,vesél
661,sanft::A,хӏалимаб,láhek
662,sanft::A,хӏере́наб,láhek
663,hungrig::A,бакъараб,láčen
664,krank::A,щокъаб,bolán
665,krank::A,унтараб,bolán
666,nackt::A,гӏицӏаб,nág
667,nackt::A,чӏанкӏараб,nág
668,traurig::A,пашманаб,túžen
669,lebendig::A,чӏагояб,žív
670,gut::A,лъикӏаб,dóber
671,schlecht::A,къадараб,malopríden
672,richtig::A,битӏараб,pravílen
673,schlimm::A,нажасаб,húd
674,schlimm::A,къабихӏаб,húd
675,wahr::A,хӏакъаб,resníčen
676,wahr::A,битӏараб,resníčen
677,alt::A,басрияб,stàr
678,neu::A,цӏияб,nòv
679,ehemalig::A,цебе́госеб,nekdánji
680,alt[Lebewesen]::A,хераб,stàr
681,jung::A,тӏинчӏаб,mlád
682,jung::A,гӏолохъанаб,mlád
683,arm::A,пакъираб,ubóg
684,arm::A,пакъираб,réven
685,reich::A,бечедаб,bogàt
686,bekannt::A,лъалеб,znán
687,berühmt::A,машгьураб,sláven
688,berühmt::A,машгьураб,znamenít
689,fremd::A,чияр,túj
690,verschieden::A,батӏи-батӏияб,razlíčen
691,nah::A,гӏагарда бугеб,blížnji
692,fern::A,рикӏкӏадаб,dáleč
693,linker::A,квегӏаб,lévi
694,rechter::A,кваранаб,désni
695,anderer::A,батӏияб,drúgi
696,erster::A,тӏоцебесеб,pŕvi
697,zweiter::A,кӏиабилеб,drúgi
698,dritter::A,лъабабилеб,trétji
699,letzter::A,ахирисеб,poslédnji
700,allein::ADV,ялгъузго,sám
701,auf einmal::ADV,цихӏинтӏаго,obênem
702,zusammen::ADV,цойида,skúpaj
703,plötzlich::ADV,цойидасанго,náglo
704,plötzlich::ADV,цойидасанго,nenádoma
705,sofort::ADV,гьебсагӏат,prècej
706,jetzt::ADV,гьанже,zdàj
707,heute::ADV,жакъа,dánes
708,morgen::ADV,метер,jútri
709,bald::ADV,гьабсагӏаталъ,kmálu
710,dann::ADV,цинги,nató
711,gestern::ADV,сон,včéraj
712,einst::ADV,цин,nékdaj
713,damals::ADV,гьебмехалъ,tedàj
714,damals::ADV,гьебмехалъ,takràt
715,damals::ADV,гьебмехалда,tedàj
716,damals::ADV,гьебмехалда,takràt
717,danach::ADV,цинги,potèm
718,danach::ADV,хадуса,potèm
719,vorher::ADV,цебе,poprèj
720,zuerst::ADV,тӏоцебе,spŕva
721,einmal::ADV,цинцӏул,ênkrat
722,einmal::ADV,цихӏин,ênkrat
723,einmal::ADV,цоцӏул,ênkrat
724,manchmal::ADV,олоцӏул,včásih
725,oft::ADV,гӏемерго,pogósto
726,immer::ADV,кидаго,védno
727,immer::ADV,кидаго,zméraj
728,niemals::ADV,киданиги,nikdàr
729,hier::ADV,аниб,tù
730,hier::ADV,аниб,túkaj
731,hierhin::ADV,анибехун,sèmkaj
732,von hier::ADV,гьаниса,od tú
733,dort::ADV,гьениб,tàm
734,dorthin::ADV,гьадаба,tjà
735,geradeaus::ADV,битӏутӏа,rávno napréj
736,vorwärts::ADV,цебехун,napréj
737,rückwärts::ADV,нахъ-нахъ,zádaj
738,zurück::ADV,нахъе,nazáj
739,unten::ADV,ахакь,dôli
740,unten::ADV,ахакь,spôdaj
741,unten::ADV,гъоркь,dôli
742,unten::ADV,гъоркь,spôdaj
743,hinab::ADV,эхебе,dôl
744,oben::ADV,тӏад,gôri
745,oben::ADV,тӏад,zgôraj
