,Concept_ID,ps,kl
101,Hitze::N,تودوخي,kianneq
102,Hitze::N,تودوخي,kiassuseq
103,Raureif::N,سپینه پرخه,kaneq
104,Regenbogen::N,بوډۍ ټال,neriusaaq
105,Regenbogen::N,سره زرغونه,neriusaaq
106,Donner::N,تالنده,kalleq
107,Strömung::N,بهېدنه,
108,Tropfen::N,قطره,kuseriarneq
109,Tropfen::N,څاڅکی,kuseriarneq
110,Schaum::N,ځګ,qapuk
111,Schmutz::N,ناپاکي,minguk
112,See::N,جهیل,taseq
113,Sumpf::N,جبه,maqulluk
114,Moor::N,جبه,
115,Wiese::N,چمن,masarsuk
116,Wiese::N,شنېلی,masarsuk
117,Wald::N,ځنګل,
118,Hügel::N,تپه,qattuneq
119,Hügel::N,تپه,majuariaq
120,Hügel::N,تپه,majorajaaq
121,Hügel::N,تپه,qaqqannguaq
122,Anhöhe::N,غونډۍ,
123,Berg::N,غ‍‍‍‍‍ر,qaqqaq
124,Gipfel::N,څوکه,
125,Höhle::N,کاز,qaarusuk
126,Abhang::N,لمن,ippik
127,Abhang::N,لمن,sivinganeq
128,Abhang::N,لمن,sivingajaaq
129,Abhang::N,لمن,kussangajaaq
130,Quelle::N,چینه,
131,Bach::N,واله,kuunnguaq
132,Fluss::N,سیند,kuuk
133,Ufer::N,غاړه,sissap sinaa
134,Küste::N,ساحل,sineriak
135,Festland::N,وچه,
136,Meer::N,بحر,imaq
137,Meer::N,سمندر,imaq
138,Bucht::N,کارۍ,ikeq
139,Bucht::N,کارۍ,kangerluk
140,Bucht::N,کارۍ,kangerliumaneq
141,Insel::N,ټاپو,qeqertaq
142,Insel::N,جزيره,qeqertaq
143,Blume::N,ګل,naasoq
144,Gras::N,واښه,ivigaq
145,Wurzel::N,ریښه,niulutaq
146,Baum::N,ونه,orpik
147,Stamm::N,ډډ,kanaartaq
148,Rinde::N,پوستکی,ameraq
149,Ast::N,ښاخ,avalequt
150,Zweig::N,څانګه,avalequt
151,Blatt::N,پاڼه,pilutaq
152,Birke::N,توس,patitsit
153,Kiefer[Baum]::N,نښتر,
154,Weide[Baum]::N,وله,palleq
155,Tanne::N,ناجو,orsuerneq
156,Horn::N,ښکر,nassuk
157,Feder::N,بڼکه,suluk
158,Fell::N,پوستکی,ameq
159,Flügel::N,وزر,suluk
160,Flügel::N,وزر,isaroq
161,Klaue::N,پنجه,kukik
162,Klaue::N,منګول,kukik
163,Kralle::N,پنجه,kukik
164,Kralle::N,منګول,kukik
165,Schwanz::N,لکۍ,pamioq
166,Schwanz::N,لکۍ,paperuusaq
167,Ei::N,وۍ,mannik
168,Ei::N,هګۍ,mannik
169,Nest::N,جاله,ullut
170,Bau::N,کاز,ini
171,Tier::N,ژوی,uumasoq
172,Tier::N,حیوان,uumasoq
173,Herde::N,رمه,unguukkat
174,Herde::N,غېله,unguukkat
175,Kuh::N,غوا,ussik
176,Bulle::N,غوئی,angukulak
177,Bulle::N,غوئی,anguteralak
178,Bulle::N,غوئی,angutikulooq
179,Pferd::N,آس,
180,Schaf::N,پسه,sava
181,Schwein::N,سرکوزی,puuluki
182,Hund::N,سپی,qimmeq
183,Katze::N,پشه,puisaaq
184,Bär::N,خرس,allaq
185,Eichhörnchen::N,خړ لمی,sissinnguaq
186,Elch::N,ګوزن,
187,Fuchs::N,سپلم,terianniaq
188,Hase::N,سوی,ukaleq
189,Maus::N,مږک,teriannguaq
190,Wolf::N,لېوه,amaroq
191,Vogel::N,مرغه,timmiaq
192,Schwarm::N,سېل,
193,Huhn::N,چرګه,kukkukooq
194,Huhn::N,چرګه,marloraaqaaq
195,Hahn::N,چرګ,kiasiusaq
196,Gans::N,بته,nerleq
197,Adler::N,عقاب,nattoralik
198,Ente::N,ایلۍ,
199,Eule::N,ګونګی,uppik
200,Kranich::N,کلنګ,qorlorfik
201,Krähe::N,کارغه,tuluatsiaq
202,Kuckuck::N,فاخته,kukkooq
203,Schwan::N,قو,qussuk
204,Fisch::N,کب,aalisagaq
205,Fisch::N,ماهی,aalisagaq
206,Schlange[Tier]::N,مار,pulateriarsuk
207,Schlange[Tier]::N,مار,pulateriaarsuk
208,Wurm::N,چینجی,
209,Spinne::N,غڼه,aasiaq
210,Spinne::N,غڼه,nissavaarsuk
211,Spinne::N,تارکښ,aasiaq
212,Spinne::N,تارکښ,nissavaarsuk
213,Ameise::N,مېږی,uniaaluk
214,Laus::N,سپږه,kumak
215,Mücke::N,ماشی,ippernaq
216,Fliege::N,مچ,ippernaq
217,Schmetterling::N,پتنګ,paluaq
218,Schmetterling::N,پتنګ,pakkaluaq
219,Schmetterling::N,پتنګ,utsuppaluaq
220,Schmetterling::N,پتنګ,taqaleqisaaq
221,Beere::N,مېوۍ,paarmaq
222,Beere::N,مېوۍ,paarngaq
223,Apfel::N,مڼه,iipili
224,Pilz::N,خرېړی,anngiusaq
225,Zwiebel::N,پیاز,uanitsoq
226,Saat::N,تخم,naatsiiassaq
227,Korn::N,تخم,maannineq
228,Korn::N,دانه,maannineq
229,Heu::N,بوس,
230,Heu::N,پروړه,
231,Schale::N,پوستکی,niutsivik
232,Schale::N,پوستکی,ilulissaq qaartussaq
233,Grube::N,کنده,itersaq
234,Falle::N,دام,pualavoq
235,Falle::N,لومه,pualavoq
236,Schlinge::N,کړۍ,orseq
237,Schlinge::N,کړۍ,norloq
238,Spur::N,نښه,tumaa
239,Asche::N,آس,arsat
240,Asche::N,ایره,arsat
241,Dreck::N,ناپاکي,minguk
242,Eisen::N,اوسپنه,savimineq
243,Eisen::N,اوسپنه,saffiugassaq
244,Gold::N,سره زر,kuulti
245,Silber::N,نقره,siilviuvoq
246,Silber::N,سپین زر,siilviuvoq
247,Kohle::N,سکور,aamarsuit aamaruutissat
248,Kohle::N,سکاره,aamarsuit aamaruutissat
249,Glas::N,ښيښه,igalaaq
250,Glas::N,ښيښه,imertarfik
251,Glas::N,ښيښه,igalaamineq
252,Lehm::N,خټه,marraq
253,Sand::N,شګه,sioqqat
254,Mensch::N,انسان,inuk
255,Mensch::N,انسان,silamiu
256,Mann::N,سړی,angut
257,Mann::N,نارینه,angut
258,Frau::N,ښځه,arnaq
259,Kind::N,بچی,meeraq
260,Kind::N,ماشوم,meeraq
261,Junge::N,هلک,nukappiaraq
262,Mädchen::N,نجلۍ,arnannguaq
263,Familie::N,کورنۍ,ilaqutakka
264,Familie::N,کورنۍ,ilaqutariit
265,Großvater::N,بابا,aatak
266,Großmutter::N,انا,aanaq
267,Eltern::N,مور او پلار,angajoqqaat
268,Vater::N,پلار,ataata
269,Vater::N,پلار,ataataq
270,Mutter::N,مور,anaana
271,Sohn::N,زوی,erneq
272,Tochter::N,لور,panik
273,Bruder::N,ورور,ani
274,Bruder::N,ورور,aqqaluk
275,Bruder::N,ورور,qatanngut
276,Schwester::N,خور,naja
277,Schwester::N,خور,aleqa
278,Schwester::N,خور,qatanngut
279,Onkel::N,تره,akkak
280,Onkel::N,ماما,akkak
281,Tante::N,خاله,aja
282,Tante::N,خاله,ajak
283,Tante::N,خاله,atsak
284,Ehemann::N,مېړه,ui
285,Ehefrau::N,مېرمن,nuliaq
286,Freude::N,خوشحالي,tipaatsussuseq
287,Gelächter::N,خندا,illaq
288,Glück::N,بخت,usornaat
289,Glück::N,بخت,usornarsuseq
290,Kummer::N,غم,
291,Wunsch::N,هيله,kissaat
292,Wunsch::N,غوښتنه,kissaat
293,Lust::N,شوق,illigussuseq
294,Lust::N,شوق,piummaseq
295,Lust::N,مینه,illigussuseq
296,Lust::N,مینه,piummaseq
297,Geist::N,روح,anerneq
298,Geist::N,روح,toornaq
299,Gedanke::N,فکر,isumassaq
300,Gedächtnis::N,یاد,eqqaamannissuseq
301,Gedächtnis::N,حافظه,eqqaamannissuseq
302,Verstand::N,عقل,isuma
303,Verstand::N,عقل,sianissut
304,Verstand::N,عقل,misigissut
305,Verstand::N,عقل,sianissuseq
306,Verstand::N,عقل,silaqassuseq
307,Verstand::N,شعور,isuma
308,Verstand::N,شعور,sianissut
309,Verstand::N,شعور,misigissut
310,Verstand::N,شعور,sianissuseq
311,Verstand::N,شعور,silaqassuseq
312,Sinn::N,معنی,isuma
313,Grund::N,علت,patsit
314,Grund::N,اساس,patsit
315,Wahrheit::N,حقیقت,sallusuissut
316,Gespräch::N,مرکه,
317,Gespräch::N,خبرې اترې,
318,Märchen::N,افسانه,oqalualaarut
319,Märchen::N,افسانه,oqaluasaaq
320,Erzählung::N,قصه,oqaluttuaq
321,Erzählung::N,کیسه,oqaluttuaq
322,Nachricht::N,خبر,oqaassut
323,Nachricht::N,خبر,oqqersuut
324,Neuigkeit::N,نوی خبر,tusarnartaq
325,Name::N,نوم,ateq
326,Rätsel::N,کیسۍ,nalorsitsaarut
327,Rätsel::N,چیستان,nalorsitsaarut
328,Rede::N,وینا,oqaluuseq
329,Sprache::N,ژبه,oqaatsit
330,Stimme::N,غږ,erinaq
331,Stimme::N,غږ,qarluuseq
332,Stimme::N,اواز,erinaq
333,Stimme::N,اواز,qarluuseq
334,Wort::N,لغت,oqaasii
335,Wort::N,کلمه,oqaasii
336,Zeichen::N,نښه,nalunaaqqut
337,Zeichen::N,اشاره,nalunaaqqut
338,Ruf::N,ږغ,qaaqqussut
339,Ruf::N,بلنه,qaaqqussut
340,Lärm::N,غالمغال,perpaluk
341,Laut::N,ږغ,torsukattak
342,Ton::N,اواز,erinaq
343,Lied::N,غزله,taalliaq
344,Lied::N,غزله,erinarsuut
345,Lied::N,سندره,taalliaq
346,Lied::N,سندره,erinarsuut
347,Ruhe::N,ارامي,qatsunganeq
348,Leute::N,خلک,inuiak
349,Leute::N,خلک,inuiaqatigiit
350,Volk::N,ولس,inuiaat
351,Arbeit::N,کار,suliaq
352,Gast::N,مېلمه,qaaqqusaq
353,Geschenk::N,تحفه,pajugut
354,Geschenk::N,سوغات,pajugut
355,Spiel::N,لوبه,
356,Gesellschaft::N,ډله,
357,Hilfe::N,کومک,annertoqqut
358,Hilfe::N,مرسته,annertoqqut
359,Freund::N,ملګری,tiliaq
360,Freund::N,ملګری,ikinngut
361,Kamerad::N,انډيوال,tiliaq
362,Kamerad::N,انډيوال,ikinngut
363,Angelegenheit::N,موضوع,
364,Anzahl::N,شمېر,
365,Anzahl::N,تعداد,
366,Art::N,ډول,ileqquuseq
367,Stück::N,ټوټه,nakkaalaniku
368,Teil::N,برخه,tassiaasat
369,Hälfte::N,نیم,affaq
370,Kreis::N,دایره,kaajaluinneq or kaajaluitsoq
371,Kreuz::N,صلیب,sanningasulik
372,Linie::N,خط,tittaq
373,Linie::N,خط,titarneq
374,Linie::N,لیکه,tittaq
375,Linie::N,لیکه,titarneq
376,Strich::N,کرښه,
377,Abstand::N,فاصله,aku
378,Abstand::N,فاصله,ikiaq
379,Entfernung::N,واټن,asi
380,Gegend::N,سیمه,nuna
381,Gegend::N,منطقه,nuna
382,Platz::N,ځای,ini
383,Platz::N,ځای,inissaq
384,Ort::N,ځای,sumiiffik
385,Seite::N,مخ,saneraq
386,Seite::N,اړخ,saneraq
387,Mitte::N,وسط,qiteq
388,Mitte::N,مینځ,qiteq
389,Gegenstand::N,شی,
390,Sache::N,شی,pigisaq
391,Sache::N,څيز,pigisaq
392,Rand::N,څنډه,sini
393,Rand::N,څنډه,akerfineq
394,Rand::N,کناره,sini
395,Rand::N,کناره,akerfineq
396,Kante::N,اړخ,akerfineq
397,Ecke::N,ګوټ,teqeqqoq
398,Ecke::N,ګوټ,tikeqqoq
399,Spitze::N,څوکه,inngik
400,Ende::N,څوکه,isu
401,Loch::N,سوری,putu
402,Winkel::N,کنج,teqeqqorissaat
403,Winkel::N,کوتی,teqeqqorissaat
404,Muster::N,نمونه,ilisserut
405,Größe::N,قد,angissuseq
406,Größe::N,لويوالی,angissuseq
407,Länge::N,طول,takissuseq
408,Länge::N,اوږد والی,takissuseq
409,Höhe::N,جګوالی,
410,Gewicht::N,وزن,oqimaalutaq
411,Menge::N,اندازه,amerlassuseq
412,Haufen::N,کوټه,eqimattat
413,Reihe::N,صف,allunaasaq
414,Reihe::N,کتار,allunaasaq
415,Boot::N,قايق,qajaq
416,Boot::N,قايق,angallat
417,Boot::N,قايق,umiatsiaq
418,Ruder::N,چپه,iput
419,Schlitten::N,ښویېدونی,qamutit
420,Schlitten::N,ښویېدونی,qimusseq
421,Ski::N,سکي,ataarut
422,Lagerfeuer::N,اور,
423,Last::N,بار,nammagaq
424,Last::N,پېټی,nammagaq
425,Gang::N,تګ,
426,Schritt::N,ګام,allorneq
427,Norden::N,شمال,avannaq
428,Süden::N,سوېل,qava
429,Süden::N,سوېل,kujat
430,Süden::N,سوېل,kujataa
431,Westen::N,لوېدېځ,kitaa
432,Osten::N,شرق,kangi
433,Osten::N,ختیځ,kangi
434,Holz::N,لرګی,qisuk
435,Brett::N,تخته,salliligaq
436,Platte::N,تخته,qaateq
437,Stütze::N,تکیوان,ajagutaq
438,Stütze::N,تکیوان,ajaagutaq
439,Stange::N,ډاګه,kaaviffik
440,Stock::N,لرګی,ajaappissat
441,Stab::N,چيخله,ajaappissat
442,Rohr::N,نل,sullulik
443,Haus::N,کور,illu
444,Heim::N,کور,
445,Ofen::N,تودنۍ,kissarsuut
446,Fußboden::N,غولی,nateq
447,Tisch::N,مېز,allattarfik
448,Stuhl::N,چوکۍ,issiavik
449,Stuhl::N,چوکۍ,issiaffik
450,Wiege::N,زانګو,uaasoq
451,Bett::N,کټ,nallavik
452,Bett::N,چپرکټ,nallavik
453,Regal::N,تاخچۍ,ilisivik
454,Kiste::N,صندوق,sakissat
455,Kiste::N,صندوق,illerfiusaq
456,Fenster::N,کړکۍ,aki
457,Fenster::N,کړکۍ,igalaaq
458,Tür::N,دروازه,matu
459,Tor::N,دروازه,isaaffik
460,Zaun::N,کټاره,saputit
461,Dach::N,بام,qaliaq
462,Leiter::N,زينه,tummeqqat
463,Leiter::N,زينه,majuartarfiit
464,Besen::N,جارو,saligutit
465,Spaten::N,یوم,nivaataq
466,Schaufel::N,بېلچه,nivaataq
467,Gabel::N,پنجه,qilluaq
468,Gabel::N,پنجه,ajassaatit
469,Löffel::N,کاشوغه,alussaat
470,Messer::N,چاقو,savik
471,Nagel::N,ميخ,kukik
472,Netz::N,جال,anguffaseq
473,Haken::N,څنګک,nissik
474,Haken::N,څنګک,qarsorsaq
475,Haken::N,څنګک,qarsorsartoq
476,Griff::N,لاستی,ipi
477,Schloss::N,کلپ,illussaarsuaq
478,Bild::N,رسم,assiliaq
479,Figur::N,قدوقامت,kisitsit
480,Puppe::N,ګوډۍ,inuusaq
481,Beutel::N,کڅوړه,
482,Bündel::N,دسته,qilertaq
483,Tasche::N,بکس,pooqattaq
484,Tasche::N,توبره,pooqattaq
485,Eimer::N,سطل,
486,Deckel::N,سرپوښ,matu
487,Geschirr::N,لوښی,anut
488,Sack::N,جوال,
489,Tasse::N,پیاله,tiitorfik
490,Tasse::N,پیاله,tiitorfiup ilorlia
491,Topf::N,دېګی,qoqqoq
492,Kessel::N,دېګ,uunnaavik
493,Essen::N,خوراک,igaaq
494,Nahrung::N,خوراک,neqissaq
495,Speise::N,خواړه,nerisassat
496,Fleisch::N,غوښه,neqi
497,Getreide::N,غله,maannineq
498,Brei::N,اوګره,
499,Brot::N,ډوډۍ,iffit
500,Brot::N,ډوډۍ,iffiaq
501,Scheibe::N,مړۍ,igalaassiaq
502,Fett::N,غوړي,tarnutissaq
503,Fett::N,غوړي,tarnutissiaq
504,Butter::N,کوچ,punneq
505,Öl::N,تېل,uulia
506,Salz::N,مالګه,taratsut
507,Suppe::N,شوربا,qajoq
508,Honig::N,شات,tungusunnitsuut
509,Milch::N,شوده,immuk
510,Tee::N,چای,tii
511,Tee::N,چای,teeq
512,Leder::N,څرمن,
513,Wolle::N,پشم,nuersagassiaq
514,Stoff::N,ټوټه,milliaq
515,Stoff::N,ټوټه,qarlissiaq
516,Nadel::N,ستن,meqqut
517,Faden::N,تار,ujalussiaq
518,Knopf::N,تڼۍ,attat
519,Knopf::N,تکمه,attat
520,Knoten::N,غوټه,akeroq
521,Knoten::N,غوټه,qilerneq
522,Farbe::N,رنګ,qalipaat
523,Kleidung::N,کالي,atisat
524,Kleidung::N,کالي,annoraaq
525,Hemd::N,کميس,ilupaaq
526,Kragen::N,غاړه,qungasiinnaq
527,Ärmel::N,لستوڼی,aaq
528,Hose::N,پطلون,qarliit
529,Gürtel::N,کمربند,qiterut
530,Gürtel::N,کمربند,unngersaq
531,Mütze::N,خولۍ,nasaq
532,Schuh::N,بوټ,skuu
533,Schuh::N,بوټ,ikernuk
534,Schuh::N,بوټ,ateraasaq
535,Stiefel::N,موزه,kamik
536,Ring::N,ګوته,assammiu
537,Band::N,فيته,qilerutissiaq
538,Kamm::N,ګمنځ,illaagutit
539,Kamm::N,ګمنځ,illaajaatit pl.
540,Spiegel::N,ایینه,tarrarsuut
541,Spiegel::N,هنداره,tarrarsuut
542,Riemen::N,تسمه,allunaaq
543,Schnur::N,مزی,kujaaq
544,Schnur::N,مزی,allunaasaq
545,Leine::N,رسۍ,aleq
546,Decke::N,بړستن,qipik
547,Kissen::N,بالښت,akit
548,Tuch::N,ټیکری,qarlissiaq
549,Handtuch::N,دسمال,allarut
550,Handtuch::N,دسمال,allarterut
551,Kraft::N,زور,pissak
552,Kraft::N,توان,pissak
553,Stärke::N,قوت,qerattarsaat
554,Gesundheit::N,صحت,peqqisusseq
555,Gesundheit::N,روغتیا,peqqisusseq
556,Krankheit::N,مرض,nappaat
557,Krankheit::N,ناروغي,nappaat
558,Schmerz::N,درد,anniaat
559,Wunde::N,ټپ,iki
560,Wunde::N,زخم,iki
561,Fieber::N,تبه,nappaat qanimanartoq
562,Arznei::N,دوا,imigassaq
563,Arznei::N,دارو,imigassaq
564,Brücke::N,پول,ikaartarfik
565,Brunnen::N,څاه,tissaluttuliaq
566,Brunnen::N,کوهی,tissaluttuliaq
567,Weide::N,وله,masarsuk
568,Pfad::N,تړه,aqqut
569,Weg::N,لیار,aggerfik
570,Straße::N,سړک,aqqusineq
571,Dorf::N,کلی,nunaqarfik
572,Stadt::N,ښار,illorpaat
573,Stadt::N,ښار,illorpalik
574,Brief::N,لیک,allagarsiaq
575,Brief::N,مکتوب,allagarsiaq
576,Buch::N,کتاب,atuakkat
577,Buch::N,کتاب,mappersagaq
578,Buchstabe::N,حرف,naqinneq
579,Buchstabe::N,توری,naqinneq
580,Zeitung::N,اخبار,aviisi
581,Leben::N,ژوند,inuussuseq
582,Tod::N,مرګ,toqu
583,Tod::N,مرګ,toquneq
584,Tod::N,مړینه,toqu
585,Tod::N,مړینه,toquneq
586,Grab::N,قبر,iliveq
587,Grab::N,قبر,illissat
588,Grab::N,ډورۍ,iliveq
589,Grab::N,ډورۍ,illissat
590,Kirche::N,کلیسا,oqaluffik
591,Sünde::N,ګناه,ajorti
592,Gott::N,خدای,
593,Arbeiter::N,کاریګر,sulisoq
594,Chef::N,آمر,ittoqut
595,Meister::N,استاد,naalagaq
596,Arzt::N,طبیب,katsorsaasoq
597,Arzt::N,ډاکټر,katsorsaasoq
598,Lehrer::N,معلم,ilinniartitsisoq
599,Lehrer::N,ښوونکی,ilinniartitsisoq
600,Geld::N,پیسې,aningaasat
601,Geschäft::N,سوداګري,niuertarfik
602,Laden::N,دکان,niuertarfik
603,Laden::N,مغازه,niuertarfik
604,Preis::N,بیه,aki
605,Ware::N,مال,qaliata pii
606,Ware::N,مال,nioqqutissaq
607,Nutzen::N,ګټه,iluaqut
608,Reichtum::N,شتمني,
609,Welt::N,نړۍ,nunarsuaq
610,Welt::N,دنیا,nunarsuaq
611,Land::N,هېواد,nuna
612,Staat::N,دولت,
613,König::N,باچا,kunngi
614,König::N,پادشاه,kunngi
615,Macht::N,قدرت,pissaassuseq
616,Grenze::N,حد,killik
617,Grenze::N,سرحد,killik
618,Krieg::N,جګړه,sorsunneq
619,Feind::N,دښمن,akeraq
620,Feind::N,دښمن,akerartorti
621,Feind::N,دښمن,qinngarsuisoq
622,Gewalt::N,زور,
623,Gewalt::N,تشدد,
624,Kampf::N,جنګ,sorsunneq
625,Kampf::N,مبارزه,sorsunneq
626,Bogen[Waffe]::N,لیندۍ,
627,Pfeil::N,غشی,qalugiusaq
628,Gewehr::N,ټوپک,aallaat
629,Fehler::N,خطا,kukkuneq
630,Fehler::N,خطا,paarlaappaa
631,Fehler::N,غلطي,kukkuneq
632,Fehler::N,غلطي,paarlaappaa
633,Lüge::N,دروغ,
634,Schaden::N,زیان,
635,Schaden::N,تاوان,
636,Unglück::N,بدبختي,perluut
637,Schuld::N,ګناه,akiitsugaq
638,Schuld::N,ګناه,akiligassaq
639,Alter::N,منګ,utoqqaq
640,Schluss::N,اخر,isu
641,Zeit::N,وخت,ulloq
642,Zeit::N,وخت,akuttoqatigiinneq
643,Tag::N,ورځ,ulloq
644,Morgen::N,سبا,ullaaq
645,Morgen::N,سهار,ullaaq
646,Mittag::N,غرمه,ulloqeqqa
647,Abend::N,ماښام,unnuk
648,Nacht::N,شپه,unnuaq
649,Woche::N,اونۍ,sapaatip akunnera
650,Monat::N,مياشت,qaammat
651,Jahr::N,کال,ukioq
652,Frühling::N,پسرلی,upernaaq
653,Sommer::N,دوبی,aasaq
654,Herbst::N,منی,ukiaq
655,Herbst::N,خزان,ukiaq
656,Winter::N,ژمی,ukioq
657,Januar::N,جنوري,siulleeq
658,Januar::N,جنوري,qaammaliaq
659,Februar::N,فبروري,aarlaat
660,März::N,مارچ,marsi
661,März::N,مارچ,martsi
662,April::N,اپریل,
663,Mai::N,مې,maaji
664,Juni::N,جون,juuni
665,Juli::N,جولای,juuli
666,August::N,اګست,aggusti
667,September::N,سپټامبر,septembari
668,Oktober::N,اکتوبر,oktobari
669,November::N,نومبر,novembari
670,Dezember::N,دسمبر,detsembari
671,Montag::N,دوشنبه,ataasinngortoq
672,Dienstag::N,سه شنبه,marlunngorneq
673,Mittwoch::N,چارشنبه,pingasunngorneq
674,Donnerstag::N,پنجشنبه,sisamanngorneq
675,Freitag::N,جمعه,tallimanngorneq
676,Samstag::N,خالي,arfininngorneq
677,Sonntag::N,یکشنبه,sapaat
678,Sonntag::N,یکشنبه,sapaati
679,groß::A,لوی,angivoq
680,klein::A,وړوکی,mikivoq
681,lang::A,اوړد,takisooq
682,kurz::A,لنډ,naatsoq
683,breit::A,پراخه,silippoq
684,schmal::A,تنګ,amitsoq
685,dicht::A,ګڼ,torsusooq
686,dick[Gegenstand]::A,پنډ,issuvoq
687,dick[Gegenstand]::A,پنډ,issusooq
688,dünn::A,نری,amitsoq
689,fein::A,نازک,mamarpoq
690,fest::A,کلک,tangeqarpoq
691,fest::A,ټینګ,tangeqarpoq
692,flach::A,هوار,nalimmappoq
693,glatt::A,ښوی,quasak
694,hart::A,کلک,mattusooq
695,hart::A,کلک,manngerpoq
696,hart::A,کلک,titeqquluppoq
697,weich::A,نرم,nerumaarpoq
698,weich::A,پوست,nerumaarpoq
699,rund::A,ګرد,ammallorippoq
700,spitz::A,تېره,qummukujooq
701,scharf::A,تېز,ipippoq
702,scharf::A,تېره,ipippoq
703,stumpf::A,پڅ,anngerpoq
704,schwer::A,دروند,oqimaappoq
705,schön::A,ښکلی,kusanarpoq
706,heiß::A,تود,kiappoq
707,warm::A,تود,oqorpoq
708,kalt::A,ېخ,issippoq
709,kalt::A,سوړ,issippoq
710,kühl::A,ېخ,pueqqortippoq
711,kühl::A,سوړ,pueqqortippoq
712,frisch::A,تازه,
713,feucht::A,مرطوب,isugutavoq
714,feucht::A,مرطوب,qaasernarpoq
715,nass::A,لوند,imerorpoq
716,trocken::A,وچ,panerpoq
717,voll::A,ډک,ulikkaarpoq
718,leer::A,خالی,imaattuarpoq
719,offen::A,خلاص,ammavoq
720,offen::A,پرانیستی,ammavoq
721,geschlossen::A,تړلی,matuvoq
722,sauber::A,پاک,eqqippoq
723,sauber::A,پاک,sukuluippoq
724,sauber::A,پاک,ipeqanngilaq
725,schmutzig::A,چټل,tapappoq
726,schmutzig::A,چټل,minguppoq
727,roh::A,خام,aapavoq
728,reif::A,پوخ,qaarulerpoq
