,Concept_ID,az,da
826,trocknen::V,qurumaq,tørre
827,sieden::V,qaynamaq,koge
828,faulen::V,çürümək,rådne
829,verfaulen::V,çürümək,rådne
830,reißen::V,yırtılmaq,briste
831,versinken::V,batmaq,synke
832,versinken::V,batmaq,synke ned
833,vergehen::V,ötmək,forløbe
834,erscheinen::V,görünmək,vise sig
835,verschwinden::V,yox olmaq,forsvinde
836,sinken::V,enmək,synke
837,abnehmen::V,azalmaq,aftage
838,zunehmen::V,artmaq,tiltage
839,steigen::V,yüksəlmək,stige
840,wachsen::V,böyümək,gro
841,wachsen::V,böyümək,vokse
842,glänzen::V,parlamaq,glinse
843,funkeln::V,parıldamaq,tindre
844,lärmen::V,səs-küy etmək,larme
845,läuten::V,çalmaq,ringe
846,klingeln::V,zəng etmək,ringe
847,klirren::V,cingildəmək,klirre
848,brausen::V,gurlamaq,bruse
849,rauschen::V,xışıldamaq,suse
850,klingen::V,səslənmək,lyde
851,klingen::V,səslənmək,klinge
852,bellen::V,hürmək,gø
853,heulen::V,ulamaq,hyle
854,blasen::V,üfləmək,blæse
855,pfeifen::V,fit vermek,fløjte
856,schreien::V,bağırmaq,skrige
857,schreien::V,qışqırmaq,skrige
858,stöhnen::V,inləmək,stønne
859,zittern::V,titrəmək,dirre
860,zittern::V,titrəmək,skælve
861,leben::V,yaşamaq,leve
862,geboren werden::V,doğmaq,fødes
863,atmen::V,nəfəs almaq,ånde
864,trinken::V,içmek,drikke
865,essen::V,yemək,spise
866,schlucken::V,udmaq,synke
867,müde werden::V,yorulmaq,blive træt
868,einschlafen::V,yuxuya getmək,falde i søvn
869,schlafen::V,uyumaq,sove
870,aufwachen::V,oyanmaq,vågne
871,aufstehen::V,yuxudan durmaq,stå op
872,sich erholen::V,dincəlmək,komme sig
873,krank werden::V,xəstə olmaq,blive syg
874,krank sein::V,azarlanmaq,være syg
875,krank sein::V,xəstələnmək,være syg
876,schmerzen::V,ağrimaq,smerte
877,husten::V,öksürmək,hoste
878,genesen::V,sağalmaq,komme sig
879,sterben::V,ölmək,dø
880,sterben::V,vəfat etmək,dø
881,umkommen::V,həlak olmaq,omkomme
882,sich bewegen::V,hərəkət etmək,bevæge sig
883,sich rühren::V,tərpənmək,røre på sig
884,sich erheben::V,qalxmaq,rejse sig
885,sich setzen::V,oturmaq,sætte sig
886,hinfallen::V,yıxılmaq,
887,laufen::V,yerimək,løbe
888,schreiten::V,addım atmaq,skride
889,spazierengehen::V,gəzmək,gå en tur
890,eilen::V,atılmaq,ile
891,sich beeilen::V,tələsmək,skynde sig
892,sausen::V,çırpmaq,suse
893,rennen::V,qaçmaq,løbe
894,rennen::V,qaçmaq,rende
895,springen::V,sıçramaq,hoppe
896,springen::V,sıçramaq,springe
897,klettern::V,dırmanmaq,klatre
898,schaukeln::V,sallanmaq,gynge
899,kriechen::V,sürünmək,krybe
900,schwimmen::V,üzmek,svømme
901,tauchen::V,dalmaq,dykke
902,rudern::V,avarlamaq,ro
903,fahren::V,sürmək,køre
904,fliegen::V,uçmaq,flyve
905,gehen::V,getmək,gå
906,weggehen::V,getmək,gå bort
907,abfahren::V,yola düşmək,køre bort
908,anhalten::V,saxlamaq,standse
909,hineingehen::V,girmək,gå ind
910,eintreten::V,girmək,træde ind
911,eintreten::V,daxil olmaq,træde ind
912,kommen::V,gəlmək,komme
913,ankommen::V,gəlib çatmaq,ankomme
914,zurückkommen::V,qayıtmaq,komme tilbage
915,bleiben::V,qalmaq,blive
916,bleiben::V,qalmaq,forblive
917,warten::V,gözləmək,vente
918,erwarten::V,bəkləmək,vente
919,erwarten::V,bəkləmək,afvente
920,suchen::V,aramaq,søge
921,suchen::V,axtarmaq,søge
922,finden::V,tapmaq,finde
923,versuchen::V,çalışmaq,forsøge
924,vorbereiten::V,hazırlamaq,forberede
925,lieben::V,sevmək,elske
926,mögen::V,xoşlamaq,holde af
927,mögen::V,xoşlamaq,kunne lide
928,lachen::V,gülmək,le
929,rühren::V,həyəcanlandırmaq,røre
930,weinen::V,ağlamaq,græde
931,schimpfen::V,küfr etmək,skænde
932,sich ärgern::V,acıqlanmaq,ærgre sig
933,sich fürchten::V,qorxmaq,være bange
934,fürchten::V,qorxmaq,være bange for
935,fliehen::V,qaçmaq,flygte
936,flüchten::V,qaçmaq,flygte
937,sehen::V,görmək,se
938,anschauen::V,baxmaq,se på
939,anschauen::V,baxmaq,betragte
940,ansehen::V,baxmaq,anse
941,hören::V,duymaq,høre
942,hören::V,eşitmək,høre
943,zuhören::V,dinləmək,høre til
944,probieren::V,dadına baxmaq,smage
945,probieren::V,dadına baxmaq,smage på
946,riechen::V,qoxlamaq,lugte
947,fühlen::V,duymaq,føle
948,scheinen::V,görünmək,synes
949,zu sehen sein::V,görünmək,synes
950,vernehmen::V,eşitmək,erfare
951,frieren::V,üşümək,fryse
952,tun::V,etmək,gøre
953,können::V,bilmək,kunne
954,können::V,bacarmaq,kunne
955,wollen::V,istəmək,ville
956,anfangen::V,başlamaq,begynde
957,beenden::V,bitirmək,afslutte
958,aufhören::V,bitmək,ophøre
959,aufhören::V,bitmək,holde op
960,aufhören::V,qurtarmaq,ophøre
961,aufhören::V,qurtarmaq,holde op
962,gelingen::V,müvəffəq olmaq,lykkes
963,geraten::V,düşmək,blive
964,öffnen::V,açmaq,åbne
965,schließen::V,qapamaq,lukke
966,stellen::V,qoymaq,stille
967,setzen::V,oturtmaq,sætte
968,legen::V,qoymaq,lægge
969,berühren::V,toxunmaq,berøre
970,verbinden::V,bağlamaq,forbinde
971,bedecken::V,örtmək,dække
972,bedecken::V,örtmək,bedække
973,aufhängen::V,asmaq,hænge
974,aufhängen::V,asmaq,hænge op
975,anzünden::V,yandırmaq,tænde
976,anzünden::V,yandırmaq,antænde
977,aufheben::V,qaldırmaq,løfte
978,aufheben::V,qaldırmaq,tage op
979,zurücklassen::V,buraxmaq,lade tilbage
980,verlieren::V,itirmək,miste
981,fallen lassen::V,düşürmək,tabe
982,fallen lassen::V,düşürmək,droppe
983,machen::V,etmək,gøre
984,herstellen::V,istehsal etmək,fremstille
985,bauen::V,tikmək,bygge
986,reparieren::V,təmir etmək,reparere
987,verbessern::V,düzəltmək,rette
988,verbessern::V,düzəltmək,forbedre
989,ändern::V,dəyişdirmək,ændre
990,graben::V,qazımaq,grave
991,beugen::V,əymək,bøje
992,biegen::V,bükmək,bøje
993,drehen::V,döndərmək,dreje
994,wenden::V,çevirmək,vende
995,umdrehen::V,çevirmək,dreje om
996,heben::V,qaldırmaq,hæve
997,hochheben::V,qaldırmaq,løfte
998,ergreifen::V,tutmaq,gribe fat i
999,halten::V,saxlamaq,holde
1000,drücken::V,sıxmaq,trykke
1001,schieben::V,sürmək,skyde
1002,schieben::V,sürmək,skubbe
1003,kratzen::V,qaşımaq,klø
1004,kratzen::V,qaşımaq,kradse
1005,lecken::V,yalamaq,slikke
1006,beißen::V,dişləmək,bide
1007,abreißen::V,qoparmaq,rive af
1008,abschneiden::V,ayırmaq,skære af
1009,binden::V,bağlamaq,binde
1010,stecken::V,soxmaq,stikke
1011,brechen::V,qırmaq,brække
1012,klopfen::V,sındırmaq,banke
1013,hauen::V,vurmaq,hugge
1014,kleben::V,apışdırmaq,klistre
1015,reiben::V,ovmaq,gnide
1016,streichen::V,sürtmək,smøre
1017,schleifen::V,bülövləmək,slibe
1018,schneiden::V,kəsmək,skære
1019,schneiden::V,kəsmək,klippe
1020,rütteln::V,sirkələmək,ruske
1021,schütteln::V,çalxalamaq,ryste
1022,schwenken::V,yelləmək,svinge
1023,schütten::V,tökmək,hælde
1024,füllen::V,doldurmaq,fylde
1025,einwickeln::V,sarımaq,pakke ind
1026,tragen::V,daşımaq,bære
1027,schleppen::V,sürükləmək,slæbe
1028,ziehen::V,çəkmək,trække
1029,aufbewahren::V,gizlətmək,opbevare
1030,werfen::V,atmaq,kaste
1031,fangen::V,tutmaq,fange
1032,packen::V,yaxalamaq,gribe
1033,verstecken::V,gizlətmək,gemme
1034,teilen::V,bölmək,dele
1035,schicken::V,yollamaq,sende
1036,schicken::V,göndərmək,sende
1037,bringen::V,gətirmək,bringe
1038,hinzufügen::V,əlavə etmək,tilføje
1039,bekommen::V,almaq,få
1040,bekommen::V,əldə etmək,få
1041,erhalten::V,almaq,få
1042,nehmen::V,almaq,tage
1043,wählen::V,seçmək,vælge
1044,auswählen::V,arımaq,udvælge
1045,bewahren::V,qorumaq,bevare
1046,behindern::V,mane olmaq,hindre
1047,behindern::V,mane olmaq,forhindre
1048,verderben::V,pozmaq,ødelægge
1049,beschädigen::V,zədələmək,beskadige
1050,zerbrechen::V,qırmaq,brække itu
1051,zerbrechen::V,sındırmaq,brække itu
1052,zerreißen::V,yırtmaq,rive itu
1053,zerstören::V,dağıtmaq,ødelægge
1054,verbrennen::V,yandırmaq,brænde
1055,geben::V,vermək,give
1056,reichen::V,uzatmaq,række
1057,schenken::V,vermək,forære
1058,versprechen::V,vəd vermək,love
1059,wünschen::V,arzulamaq,ønske
1060,loben::V,tərifləmək,rose
1061,küssen::V,öpmək,kysse
1062,wiegen::V,tərpətmək,vugge
1063,zudecken::V,örtmək,dække til
1064,wecken::V,oyatmaq,vække
1065,zeigen::V,göstərmək,vise
1066,führen::V,rəhbərlik etmək,føre
1067,lehren::V,öyrətmək,lære
1068,unterrichten::V,öyrətmək,undervise
1069,unterrichten::V,dərs vermək,undervise
1070,aufziehen::V,tərbiyə etmək,opdrage
1071,leiten::V,idarə etmək,lede
1072,antreiben::V,bizləmək,skynde på
1073,lassen::V,-tırmaq,få til at
1074,einladen::V,dəvət etmək,indbyde
1075,einladen::V,dəvət etmək,invitere
1076,vereinigen::V,birləşdirmək,forene
1077,besuchen::V,baş çəkmək,besøge
1078,besuchen::V,ziyarət etmək,besøge
1079,treffen::V,rastlaşmaq,møde
1080,treffen::V,rast gəlmək,møde
1081,sich versammeln::V,toplanmaq,forsamles
1082,spielen::V,oynamaq,lege
1083,spielen::V,oynamaq,spille
1084,singen::V,oxumaq,synge
1085,tanzen::V,oynamaq,danse
1086,tanzen::V,rəqs etmək,danse
1087,sich trennen::V,ayrılmaq,skilles
1088,verlassen::V,tərk etmək,forlade
1089,retten::V,xilas etmək,redde
1090,bewachen::V,gözətmək,bevogte
1091,schützen::V,qorumaq,skærme
1092,schützen::V,qorumaq,beskytte
1093,verteidigen::V,qorumaq,forsvare
1094,sich schlagen::V,döyüşmək,slås
1095,schießen::V,atmaq,skyde
1096,schießen::V,atəş açmaq,skyde
1097,siegen::V,yenmək,sejre
1098,ärgern::V,acışdırmaq,ærgre
1099,schlagen::V,döymək,slå
1100,treten::V,təpmək,sparke
1101,stechen::V,soxmaq,stikke
1102,stoßen::V,itələmək,støde
1103,stehlen::V,çalmaq,stjæle
1104,stehlen::V,oğurlamaq,stjæle
1105,stören::V,pozmaq,forstyrre
1106,belästigen::V,narahat etmək,genere
1107,belästigen::V,narahat etmək,ulejlige
1108,verbergen::V,gizləmək,skjule
1109,täuschen::V,aldatmaq,villede
1110,betrügen::V,aldatmaq,bedrage
1111,töten::V,öldürmək,dræbe
1112,wohnen::V,yaşamaq,bo
1113,arbeiten::V,işləmək,arbejde
1114,arbeiten::V,çalışmaq,arbejde
1115,sammeln::V,yığmaq,samle
1116,sammeln::V,toplamaq,samle
1117,pflücken::V,qoparmaq,plukke
1118,jagen::V,ovlamaq,jage
1119,fischen::V,balıq tutmaq,fiske
1120,fassen::V,tutmaq,fange
1121,hüten::V,güdmək,vogte
1122,treiben::V,haylamaq,drive
1123,anbinden::V,bağlamaq,binde fast
1124,füttern::V,bəsləmək,fodre
1125,melken::V,sağmaq,malke
1126,hacken::V,yarmaq,hakke
1127,gießen::V,sulamaq,hælde
1128,reifen::V,dəymək,modne
1129,zubereiten::V,bişirmək,tilberede
1130,kochen::V,qaynatmaq,koge
1131,backen::V,bişirmək,bage
1132,braten::V,qızartmaq,stege
1133,umrühren::V,qarışdırmaq,røre om
1134,stricken::V,hörmək,strikke
1135,nähen::V,tikmək,sy
1136,färben::V,boyamaq,farve
1137,reinigen::V,təmizləmək,rense
1138,reinigen::V,təmizləmək,gøre ren
1139,waschen::V,yumaq,vaske
1140,abwischen::V,silmək,tørre af
1141,spülen::V,çalxamaq,skylle
1142,fegen::V,süpürmək,feje
1143,kehren::V,süpürmək,feje
1144,baden::V,çimmək,bade
1145,sich waschen::V,yuyunmaq,vaske sig
1146,ausziehen::V,soyunmaq,tage af
1147,anziehen::V,geymək,tage på
1148,sich anziehen::V,geyinmək,klæde sig på
1149,kämmen::V,daramaq,rede
1150,kämmen::V,daramaq,frisere
1151,schmücken::V,bəzəmək,pynte
1152,schmücken::V,bəzəmək,smykke
1153,sagen::V,demək,sige
1154,sagen::V,söymek,sige
1155,sprechen::V,danışmaq,snakke
1156,reden::V,danışmaq,tale
1157,reden::V,danışmaq,snakke
1158,sich unterhalten::V,söhbət etmək,snakke sammen
1159,fragen::V,soruşmaq,spørge
1160,bitten::V,diləmək,bede
1161,bitten::V,xahiş etmək,bede
1162,erzählen::V,bəhs etmək,berette
1163,erzählen::V,bəhs etmək,fortælle
1164,mitteilen::V,bildirmək,meddele
1165,nennen::V,adlandırmaq,nævne
1166,rufen::V,çağırmaq,råbe
1167,prahlen::V,öyünmək,prale
1168,übersetzen::V,tərcümə etmək,oversætte
1169,denken::V,düşünmək,tænke
1170,denken::V,fikirləşmək,tænke
1171,glauben::V,inanmaq,tro
1172,bemerken::V,qeyd etmək,bemærke
1173,bemerken::V,qeyd etmək,lægge mærke til
1174,erkennen::V,tanımaq,genkende
1175,begreifen::V,anlamaq,begribe
1176,verstehen::V,duymaq,forstå
1177,lernen::V,öyrənmək,lære
1178,wissen::V,bilmək,vide
1179,sich erinnern an::V,xatırlamaq,mindes
1180,sich erinnern an::V,xatırlamaq,huske på
1181,vergessen::V,unutmaq,glemme
1182,messen::V,ölçmək,måle
1183,zählen::V,saymaq,tælle
1184,rechnen::V,hesablamaq,regne
1185,lesen::V,oxumaq,læse
1186,malen::V,şəkil çəkmək,male
1187,zeichnen::V,cızmaq,tegne
1188,schreiben::V,yazmaq,skrive
1189,besitzen::V,yiyələnmək,eje
1190,besitzen::V,yiyələnmək,besidde
1191,besitzen::V,malik olmaq,eje
1192,besitzen::V,malik olmaq,besidde
1193,kaufen::V,satın almaq,købe
1194,verkaufen::V,satmaq,sælge
1195,bezahlen::V,ödəmək,betale
1196,zahlen::V,ödəmək,betale
1197,beherrschen::V,idarə etmək,beherske
1198,ertragen::V,dözmək,tåle
1199,ertragen::V,dözmək,udholde
