,Concept_ID,ko,eu
105,Schmutz::N,때,lohi
106,Schmutz::N,때,zikin
107,See::N,호수,laku
108,See::N,호수,aintzira
109,Sumpf::N,습지,zingira
110,Moor::N,저습지,zohikaztegi
111,Wiese::N,목초지,larre
112,Wiese::N,목초지,belardi
113,Wald::N,숲,baso
114,Wald::N,숲,oihan
115,Hügel::N,언덕,muino
116,Hügel::N,언덕,pentoka
117,Anhöhe::N,언덕,garai
118,Anhöhe::N,언덕,goragune
119,Berg::N,산,mendi
120,Gipfel::N,졀졍,gain
121,Gipfel::N,졀졍,tontor
122,Höhle::N,공동,kobazulo
123,Abhang::N,몰매,aldapa
124,Quelle::N,근원,iturri
125,Quelle::N,근원,iturbegi
126,Bach::N,내,lats
127,Bach::N,내,erreka
128,Fluss::N,강,ibai
129,Fluss::N,강,uhaitz
130,Ufer::N,강변,bazter
131,Ufer::N,바닷가,bazter
132,Küste::N,해변,itsasalde
133,Küste::N,해변가,itsasalde
134,Festland::N,본토,lehor
135,Meer::N,바다,itsaso
136,Bucht::N,협만,golko
137,Insel::N,섬,irla
138,Insel::N,섬,uharte
139,Blume::N,꽃,lili
140,Gras::N,풀,belar
141,Wurzel::N,뿌리,zuztar
142,Wurzel::N,뿌리,sustrai
143,Baum::N,나무,zuhaitz
144,Stamm::N,대,enbor
145,Rinde::N,나무껍질,azal
146,Ast::N,가지,adar
147,Zweig::N,가지,abar
148,Blatt::N,잎,hosto
149,Birke::N,자작나무,urki
150,Kiefer[Baum]::N,소나무,ler
151,Weide[Baum]::N,쉬양버들,zume
152,Weide[Baum]::N,쉬양버들,sahats
153,Tanne::N,전나무,izei
154,Horn::N,뿔,adar
155,Feder::N,깃털,luma
156,Feder::N,깃털,hegaki
157,Fell::N,피혁모피,ile
158,Fell::N,피혁모피,larru
159,Flügel::N,날개,hego
160,Klaue::N,갈고리 발톺,atzapar
161,Kralle::N,발툭,erpe
162,Kralle::N,발툭,atzapar
163,Schwanz::N,꼬리,isats
164,Schwanz::N,꼬리,buztan
165,Ei::N,알,arrautza
166,Nest::N,보금자리,habia
167,Bau::N,굴,ohantze
168,Tier::N,짐승,abere
169,Tier::N,짐승,piztia
170,Herde::N,가축의떼,saldo
171,Herde::N,가축의떼,abere talde
172,Kuh::N,암소,behi
173,Bulle::N,황소,zezen
174,Pferd::N,말,zaldi
175,Schaf::N,양,ardi
176,Schwein::N,돼지,urde
177,Schwein::N,돼지,txerri
178,Hund::N,개,txakur
179,Katze::N,고양이,katu
180,Bär::N,콤,hartz
181,Eichhörnchen::N,다람쥐,urtxintxa
182,Elch::N,고라니,altze
183,Fuchs::N,여우,azeri
184,Hase::N,토끼,erbi
185,Maus::N,쥐,sagu
186,Wolf::N,늑대,otso
187,Vogel::N,새,txori
188,Vogel::N,새,hegazti
189,Schwarm::N,뗴,aldra
190,Huhn::N,암탉,oilo
191,Hahn::N,수탉,oilar
192,Gans::N,거위,antzara
193,Adler::N,수리,arrano
194,Ente::N,오리,ahate
195,Eule::N,부엉이,hontza
196,Kranich::N,두루미,kurrilo
197,Krähe::N,까마귀,bele
198,Kuckuck::N,뻐꾸기,kuku
199,Schwan::N,배조,beltxarga
200,Fisch::N,물고기,arrain
201,Barsch::N,농어,perka
202,Hecht::N,에속스,lutxo
203,Schlange[Tier]::N,뱀,suge
204,Wurm::N,벌레,har
205,Spinne::N,거미,armiarma
206,Ameise::N,개미,inurri
207,Laus::N,이,zorri
208,Mücke::N,모기,eltxo
209,Fliege::N,날기,euli
210,Schmetterling::N,나비,pinpirin
211,Schmetterling::N,나비,tximeleta
212,Beere::N,장과,baia
213,Apfel::N,사과,sagar
214,Pilz::N,고방이,onddo
215,Pilz::N,고방이,perretxiko
216,Zwiebel::N,양파,tipula
217,Saat::N,씨,haziak
218,Korn::N,알맹이,ale
219,Korn::N,알맹이,pikor
220,Heu::N,건초,belar ondu
221,Schale::N,피상,azal
222,Falle::N,함정,harrapagailu
223,Schlinge::N,올가미,bilur
224,Schlinge::N,올가미,xedera
225,Schlinge::N,멜빵붕대,bilur
226,Schlinge::N,멜빵붕대,xedera
227,Spur::N,발지국,lorratz
228,Asche::N,재,errauts
229,Dreck::N,똥,satsukeria
230,Dreck::N,오물,satsukeria
231,Eisen::N,쇠,burdina
232,Eisen::N,철,burdina
233,Gold::N,항금,urre
234,Gold::N,항금,urregorri
235,Silber::N,은,zilar
236,Silber::N,은,urrezuri
237,Kohle::N,슻,ikatz
238,Glas::N,유리,beira
239,Lehm::N,찰흙,buztin
240,Sand::N,모래,harea
241,Sand::N,모래,hondar
242,Mensch::N,사람,gizaki
243,Mann::N,남자,gizon
244,Frau::N,여자,andere
245,Frau::N,여자,emakume
246,Kind::N,아이,haur
247,Junge::N,소녁,mutil
248,Mädchen::N,소녀,neska
249,Familie::N,가족,sendi
250,Familie::N,가족,familia
251,Großvater::N,할아버지,aitona
252,Großvater::N,할아버지,aitatxi
253,Großmutter::N,할머니,amona
254,Großmutter::N,할머니,amatxi
255,Eltern::N,어버오,gurasoak
256,Vater::N,아버지,aita
257,Mutter::N,어머니,ama
258,Sohn::N,아들,seme
259,Tochter::N,딸기,alaba
260,Bruder::N,형제,neba
261,Bruder::N,형제,anaia
262,Schwester::N,누이,ahizpa
263,Onkel::N,백부,osaba
264,Tante::N,아주머니,izeba
265,Ehemann::N,남편,senar
266,Ehefrau::N,아내,emazte
267,Freude::N,기쁨,poz
268,Freude::N,기쁨,pozkari
269,Gelächter::N,웃음,barre
270,Gelächter::N,웃음,karkara
271,Glück::N,즐거움,zori
272,Kummer::N,슬픔,xangrin
273,Kummer::N,슬픔,atsekabe
274,Wunsch::N,소망,nahi
275,Wunsch::N,소망,nahikunde
276,Geist::N,할기,gogo
277,Gedanke::N,상념,gogoeta
278,Gedächtnis::N,기억,oroimen
279,Gedächtnis::N,기억,gogoramen
280,Verstand::N,분별,adimen
281,Verstand::N,분별,ulermen
282,Verstand::N,지능,adimen
283,Verstand::N,지능,ulermen
284,Sinn::N,센스,zentzu
285,Grund::N,까닭,zergati
286,Wahrheit::N,참,egia
287,Wahrheit::N,진실,egia
288,Gespräch::N,대화,hizketa
289,Gespräch::N,대화,elkarrizketa
290,Märchen::N,동화,ipuin
291,Erzählung::N,이야기,edesti
292,Erzählung::N,이야기,kontakizun
293,Neuigkeit::N,뉴스,berri
294,Name::N,이름,izen
295,Rätsel::N,수수께끼,asmakizun
296,Rede::N,연설,hitzaldi
297,Rede::N,연설,mintzaldi
298,Sprache::N,말,hizkuntza
299,Stimme::N,목소리,ahots
300,Wort::N,낱말,hitz
301,Zeichen::N,신호,agerbide
302,Zeichen::N,신호,agergarri
303,Ruf::N,부름,dei
304,Lärm::N,소동,zarata
305,Lärm::N,소동,harrabots
306,Laut::N,음성,hots
307,Ton::N,목소리,tonu
308,Ton::N,목소리,soinu
309,Lied::N,노래,abesti
310,Ruhe::N,쉼,nasaitasun
311,Leute::N,사람들,jende
312,Volk::N,국중,herri
313,Volk::N,국중,populu
314,Arbeit::N,근로,lan
315,Arbeit::N,너무,lan
316,Gast::N,손님,arrotz
317,Gast::N,손님,apopilo
318,Geschenk::N,행하,opari
319,Spiel::N,무리,jolas
320,Gesellschaft::N,교제,gizarte
321,Hilfe::N,거들음,helpide
322,Hilfe::N,거들음,laguntza
323,Hilfe::N,보좌,helpide
324,Hilfe::N,보좌,laguntza
325,Freund::N,친구,lagun
326,Kamerad::N,동실자,adiskide
327,Kamerad::N,동실자,lagunkide
328,Angelegenheit::N,용무,afera
329,Anzahl::N,어떤,kopuru
330,Anzahl::N,수,kopuru
331,Art::N,정류,mota
332,Stück::N,일부분,puska
333,Teil::N,몱,atal
334,Teil::N,구훠,atal
335,Hälfte::N,2분의,erdi
336,Kreis::N,고리,biribilki
337,Kreuz::N,열십자,gurutze
338,Linie::N,선,linea
339,Strich::N,스침,marra
340,Abstand::N,거리,tarte
341,Entfernung::N,거리,urrunera
342,Gegend::N,곳,alderdi
343,Gegend::N,곳,eskualde
344,Gegend::N,부금,alderdi
345,Gegend::N,부금,eskualde
346,Platz::N,장소,leku
347,Ort::N,장소,toki
348,Seite::N,옆면,albo
349,Mitte::N,궁간,erdi
350,Gegenstand::N,항목,gauzaki
351,Sache::N,뭉에,gauza
352,Rand::N,가,ertz
353,Kante::N,귀퉁,ertz
354,Ecke::N,구석,kantoi
355,Spitze::N,끝,punta
356,Spitze::N,참단,punta
357,Ende::N,말당,buru
358,Ende::N,말당,mutur
359,Loch::N,빙옷,zulo
360,Winkel::N,각도,zoko
361,Winkel::N,각도,bazter
362,Muster::N,본,eredu
363,Muster::N,본,marrazki
364,Muster::N,견복,eredu
365,Muster::N,견복,marrazki
366,Größe::N,신장,kaizu
367,Größe::N,신장,tamaina
368,Länge::N,길이긺,luzera
369,Höhe::N,높이,goiera
370,Höhe::N,높이,garaiera
371,Gewicht::N,추,hazta
372,Menge::N,수양,kopuru
373,Haufen::N,퇴적,pila
374,Haufen::N,퇴적,mendoi
375,Reihe::N,열,ilara
376,Reihe::N,열,errenkada
377,Boot::N,보트,potin
378,Boot::N,보트,txalupa
379,Ruder::N,노,arraun
380,Schlitten::N,썰매,lera
381,Schlitten::N,썰매,narra
382,Ski::N,스키,eski
383,Lagerfeuer::N,캠프의 모닥불,su
384,Last::N,무거운짐,zama
385,Last::N,무거운짐,karga
386,Gang::N,걸음,ibilera
387,Schritt::N,보조,pauso
388,Schritt::N,보조,urrats
389,Norden::N,북쪽 ,ipar
390,Norden::N,북쪽 ,iparralde
391,Süden::N,남쪽,hego
392,Süden::N,남쪽,hegoalde
393,Westen::N,서쪽,sartalde
394,Westen::N,서쪽,mendebalde
395,Osten::N,동쪽,ekialde
396,Osten::N,동쪽,sortalde
397,Holz::N,목재,zur
398,Brett::N,마루널,ohol
399,Platte::N,탤,lauza
400,Platte::N,금속판,lauza
401,Stütze::N,버팀목,irozgarri
402,Stütze::N,버팀목,bermagailu
403,Stange::N,장대,haga
404,Stock::N,막대기,makila
405,Stab::N,작대기,makila
406,Rohr::N,갈대,hodi
407,Haus::N,집,etxe
408,Heim::N,집,etxe
409,Heim::N,집,etxaleku
410,Ofen::N,아궁이,berogailu
411,Fußboden::N,마루,zoru
412,Tisch::N,탁자,mahai
413,Stuhl::N,의자,aulki
414,Wiege::N,발상지,kuma
415,Wiege::N,발상지,sehaska
416,Bett::N,침대,ohe
417,Bett::N,침대,ohatze
418,Regal::N,서가,apalategi
419,Kiste::N,짐궤,kutxa
420,Fenster::N,눔,leiho
421,Tür::N,문,ate
422,Tor::N,대문,atari
423,Zaun::N,담장,hesi
424,Dach::N,지붕,teilatu
425,Leiter::N,사닥다리,zurubi
426,Besen::N,비,erratz
427,Spaten::N,가래,burdinpala
428,Schaufel::N,삽,pala
429,Gabel::N,갈래,sardexka
430,Löffel::N,숟가락,koilara
431,Messer::N,나이프,aizto
432,Nagel::N,발툽,iltze
433,Netz::N,그물,sare
434,Haken::N,갈고리,mako
435,Griff::N,움켜쥠,eskutoki
436,Schloss::N,자물쇠,sarraila
437,Bild::N,그림,irudi
438,Figur::N,몸메,figura
439,Puppe::N,인형,panpina
440,Puppe::N,인형,andrakila
441,Beutel::N,클,zorro
442,Bündel::N,자근다발,azao
443,Bündel::N,자근다발,espal
444,Tasche::N,가방,poltsa
445,Eimer::N,동이,treska
446,Deckel::N,뚜껑,tapa
447,Deckel::N,뚜껑,estalki
448,Geschirr::N,식시,baxera
449,Geschirr::N,식시,ontziteria
450,Sack::N,조갑,zaku
451,Tasse::N,차잔,kikara
452,Topf::N,단지,ontzi
453,Topf::N,단지,lapiko
454,Kessel::N,주전자,pazia
455,Essen::N,먹기,janaldi
456,Nahrung::N,식료,jan
457,Speise::N,음식물,jaki
458,Fleisch::N,고기,okela
459,Fleisch::N,고기,haragi
460,Getreide::N,곡물,labore
461,Brei::N,젤리,ahi
462,Brei::N,젤리,pure
463,Brot::N,빵,ogi
464,Scheibe::N,원반,xerra
465,Scheibe::N,원반,pirripita
466,Fett::N,기름,urin
467,Fett::N,기름,koipe
468,Butter::N,버터,gurin
469,Öl::N,올리브유,olio
470,Salz::N,소금,gatz
471,Suppe::N,국,zopa
472,Suppe::N,국,salda
473,Suppe::N,수프,zopa
474,Suppe::N,수프,salda
475,Honig::N,감미,ezti
476,Milch::N,유즙,esne
477,Tee::N,차,te
478,Leder::N,가죽,larru
479,Wolle::N,양털,artile
480,Stoff::N,패료,ehun
481,Nadel::N,바늘,orratz
482,Nadel::N,바늘,jostorratz
483,Faden::N,콘실,hari
484,Knopf::N,단추,botoi
485,Knoten::N,곁절,korapilo
486,Farbe::N,색,pintura
487,Kleidung::N,옷입기,arropa
488,Kleidung::N,옷입기,jantziak
489,Hemd::N,속옷,atorra
490,Hemd::N,속옷,alkandora
491,Kragen::N,깃,idun
492,Ärmel::N,소매,mahuka
493,Hose::N,바지,prakak
494,Hose::N,바지,galtzak
495,Gürtel::N,밴드,gerriko
496,Mütze::N,모자,txano
497,Mütze::N,모자,txapel
498,Schuh::N,구두,oski
499,Schuh::N,구두,oinetako
500,Stiefel::N,장화,bota
501,Ring::N,고리,uztai
502,Band::N,리본,zinta
503,Band::N,리본,xingola
504,Kamm::N,빗,orrazi
505,Spiegel::N,거울,mirail
506,Riemen::N,가죽끈,uhal
507,Schnur::N,밧줄,lokailu
508,Leine::N,고삐줄,lotura
509,Decke::N,이부자리,burusi
510,Kissen::N,깔개,kuxin
511,Tuch::N,천,zapi
512,Tuch::N,천,oihal
513,Handtuch::N,수건,eskuzapi
514,Handtuch::N,수건,eskuoihal
515,Kraft::N,세력,indar
516,Stärke::N,힘,indar
517,Gesundheit::N,위생,osasun
518,Krankheit::N,병,eritasun
519,Krankheit::N,병,gaixotasun
520,Schmerz::N,아픔고통,min
521,Wunde::N,상처,zauri
522,Fieber::N,열별,sukar
523,Arznei::N,약,osagai
524,Arznei::N,약,sendagai
525,Brücke::N,교량,zubi
526,Brunnen::N,원천,putzu
527,Weide::N,목장,alha
528,Weide::N,목장,bazkaleku
529,Pfad::N,좁은길,zidor
530,Pfad::N,좁은길,bidexka
531,Weg::N,길,bide
532,Straße::N,길,errepide
533,Dorf::N,촌,herri
534,Dorf::N,촌락,herri
535,Stadt::N,도시,hiri
536,Brief::N,서한,gutun
537,Brief::N,서한,eskutitz
538,Buch::N,책,liburu
539,Buchstabe::N,문자,hizki
540,Zeitung::N,신문,egunkari
541,Leben::N,삶,bizi
542,Leben::N,삶,bizitza
543,Tod::N,죽음,herio
544,Tod::N,죽음,heriotza
545,Grab::N,무덤,hobi
546,Grab::N,무덤,hilobi
547,Kirche::N,교회,eliza
548,Sünde::N,부정,hoben
549,Sünde::N,부정,bekatu
550,Gott::N,하느님,jainko
551,Arbeiter::N,일하는사람,langile
552,Arbeiter::N,일하는사람,behargin
553,Chef::N,사장,nagusi
554,Meister::N,명인,maisu
555,Meister::N,대가,maisu
556,Arzt::N,의사,osagile
557,Arzt::N,의사,sendagile
558,Lehrer::N,교사,irakasle
559,Geld::N,돈,diru
560,Geschäft::N,일,negozio
561,Laden::N,가게,denda
562,Laden::N,가게,saltegi
563,Preis::N,가격,prezio
564,Preis::N,가격,salneurri
565,Ware::N,상품,salgai
566,Nutzen::N,이익,onura
567,Nutzen::N,이익,probetxu
568,Reichtum::N,많음,aberastasun
569,Welt::N,세상,ludi
570,Welt::N,세상,mundu
571,Land::N,지방,herrialde
572,Staat::N,국가,estatu
573,König::N,국왕,errege
574,Macht::N,힘,botere
575,Grenze::N,국경,muga
576,Krieg::N,전쟁,guda
577,Feind::N,적,etsai
578,Feind::N,적,arerio
579,Gewalt::N,권력,bortxa
580,Gewalt::N,권력,bortizkeria
581,Kampf::N,전투,gudu
582,Kampf::N,전투,auska
583,Bogen[Waffe]::N,활,arku
584,Pfeil::N,화살,gezi
585,Gewehr::N,무기,fusil
586,Fehler::N,오류,huts
587,Fehler::N,오류,hutsegin
588,Lüge::N,거짓말,gezur
589,Schaden::N,손상,kalte
590,Unglück::N,불행,zoritxar
591,Unglück::N,불행,zorigaitz
592,Schuld::N,부채,erru
593,Alter::N,연령,adin
594,Schluss::N,마감,bukaera
595,Zeit::N,때,aldi
596,Zeit::N,때,denbora
597,Zeit::N,시간,aldi
598,Zeit::N,시간,denbora
599,Tag::N,하루,egun
600,Morgen::N,이침,goiz
601,Mittag::N,대낮,eguerdi
602,Abend::N,저녁,arrats
603,Nacht::N,밤,gau
604,Woche::N,근무일,aste
605,Monat::N,달,hil
606,Jahr::N,해,urte
607,Frühling::N,봄,udalehen
608,Sommer::N,여름,uda
609,Herbst::N,가을,udazken
610,Herbst::N,가을,neguantz
611,Winter::N,겨울,negu
612,Januar::N,일월,urtarril
613,Februar::N,이월,otsail
614,März::N,삼월,martxo
615,April::N,사월,apiril
616,Mai::N,오월,maiatz
617,Juni::N,유월,ekain
618,Juli::N,칠월,uztail
619,August::N,팔월,abuztu
620,September::N,구월,irail
621,Oktober::N,시월,urri
622,November::N,십일월,azaro
623,Dezember::N,십이월,abendu
624,Montag::N,월요일,astelehen
625,Dienstag::N,화요일,astearte
626,Mittwoch::N,수요일,asteazken
627,Donnerstag::N,모교일,ostegun
628,Freitag::N,그묘일,ostiral
629,Samstag::N,토요일,larunbat
630,Sonntag::N,일요일,igande
631,groß::A,큰,handi
632,klein::A,자근,txiki
633,lang::A,긴,luze
634,kurz::A,짧은,labur
635,breit::A,넓은,zabal
636,schmal::A,좁은,mehar
637,dicht::A,농밀한,sarri
638,dicht::A,농밀한,trinko
639,dick[Gegenstand]::A,두꺼운,lodi
640,dünn::A,얇은,mehe
641,fein::A,미세한,fin
642,fest::A,굳은,tinko
643,flach::A,얕은,lau
644,flach::A,얕은,ordoki
645,glatt::A,반들반들한,leun
646,hart::A,굳은,gogor
647,weich::A,연한,bigun
648,weich::A,연한,beratz
649,rund::A,둥근,biribil
650,spitz::A,뾰족한,puntadun
651,scharf::A,날카로운,zorrotz
652,stumpf::A,무딘,kamuts
653,schwer::A,무거운,astun
654,schwer::A,무거운,pisutsu
655,schön::A,멋진,eder
656,heiß::A,뜨거운,bero
657,heiß::A,뜨거운,oso bero
658,warm::A,따뜻한,bero
659,kalt::A,찬,hotz
660,kühl::A,서늘한,hotzil
661,frisch::A,신선한,fresko
662,frisch::A,신선한,hozkirri
663,feucht::A,축축한,heze
664,nass::A,젖은,busti
665,trocken::A,마른,siku
666,trocken::A,마른,lehor
667,voll::A,완전한,bete
668,leer::A,빈,huts
669,offen::A,열린,ireki
670,geschlossen::A,닫힌,itxita
671,sauber::A,깨끗한,xahu
672,sauber::A,깨끗한,garbi
673,schmutzig::A,더러운,lohi
674,schmutzig::A,더러운,zikin
675,roh::A,날게잇의,gordin
676,reif::A,이근,umo
677,reif::A,이근,heldu
678,lecker::A,맛있는,goxo
679,süß::A,단,goxo
680,bitter::A,찌르는듯한,karmin
681,bitter::A,찌르는듯한,garratz
682,sauer::A,산성의,mingots
683,hell::A,밝은,argi
684,dunkel::A,어두운,ilun
685,schwarz::A,검은,beltz
686,weiß::A,하얀,zuri
687,rot::A,붉은,gorri
688,gelb::A,황색,hori
689,blau::A,푸른,urdin
690,grün::A,녹색의,berde
691,grün::A,녹색의,musker
692,grau::A,회색의,urdin
693,grau::A,회색의,urdinabar
694,bunt::A,알록달록한,koloretsu
695,billig::A,싼,merke
696,teuer::A,값비산,garesti
697,wertvoll::A,가치가많은,baliotsu
698,blind::A,눈먼,itsu
699,taub::A,무감간한,gor
700,kräftig::A,강장한,kementsu
701,stark::A,강한,bizkor
702,stark::A,강한,indartsu
703,schwach::A,약한,ahul
704,schwach::A,약한,indargabe
705,fett::A,실찐,gizen
706,schlank::A,호리호리한,lerden
707,hübsch::A,예쁜,polit
708,böse::A,나쁜,tzar
709,böse::A,나쁜,gaizto
710,dumm::A,어리석은,lelo
711,dumm::A,어리석은,pello
712,faul::A,너덜너덜한,nagi
713,faul::A,너덜너덜한,alfer
714,fleißig::A,근면한,maratz
715,fleißig::A,근면한,lanzale
716,geizig::A,인색한,zeken
717,geizig::A,인색한,zikoitz
718,geschickt::A,교묘한,trebe
719,geschickt::A,교묘한,antzetsu
720,lieb::A,친애하는,maite
721,lieb::A,친애하는,laztan
722,lustig::A,유쾌한,alaitsu
723,sanft::A,온화한,eme
724,sanft::A,온화한,ezti
725,hungrig::A,배고픈,gose
726,krank::A,병든,eri
727,krank::A,병든,gaixo
728,nackt::A,벌거벗은,biluzi
729,traurig::A,슬픈,itun
730,traurig::A,슬픈,betilun
731,lebendig::A,살아있는,bizirik
732,gut::A,좋은,on
733,schlecht::A,나쁜,txar
734,richtig::A,바른,zuzen
735,schlimm::A,못된,larri
736,wahr::A,참된,egiazko
737,alt::A,늙은,zahar
738,neu::A,새,berri
739,ehemalig::A,전의,lehengo
740,alt[Lebewesen]::A,낡은,adindun
741,jung::A,젊은,gazte
742,arm::A,가난한,txiro
743,arm::A,가난한,behartsu
744,reich::A,풍부한,dirudun
745,bekannt::A,저명한,ezagun
746,berühmt::A,유명한,entzun
747,berühmt::A,유명한,ospetsu
748,fremd::A,타처이,arrotz
749,verschieden::A,따른,ezberdin
750,verschieden::A,따른,desberdin
751,nah::A,가까운,hurre
752,nah::A,가까운,hurbil
753,fern::A,먼,urrun
754,linker::A,왼쭉의,ezker
755,rechter::A,오른쪽의,eskuin
756,anderer::A,다른,beste
757,erster::A,첫째,lehen
758,erster::A,첫째,aurren
759,zweiter::A,둘째,bigarren
760,dritter::A,셋째,hirugarren
761,letzter::A,의후자의,azken
762,letzter::A,의후자의,hondar
763,allein::ADV,훌로,bakarrik
764,auf einmal::ADV,갑자기,batera
765,zusammen::ADV,모아서,elkarrekin
766,lange::ADV,오래,luzaro
767,plötzlich::ADV,둘연한,bat-batean
768,sofort::ADV,즉시,berehala
769,später::ADV,보다늦은,gero
770,jetzt::ADV,목하,orain
771,heute::ADV,오늘,gaur
772,morgen::ADV,내일,bihar
773,bald::ADV,곱,aurki
774,bald::ADV,곱,laster
775,dann::ADV,그경우에,ondoren
776,gestern::ADV,어제,atzo
777,einst::ADV,옛날에,antzina
778,damals::ADV,그때에,orduan
779,danach::ADV,그 뒤에,gerora
780,danach::ADV,그 뒤에,ondoren
781,vorher::ADV,미리,lehenago
782,zuerst::ADV,최초로,aurrena
783,zuerst::ADV,최초로,lehenbizi
784,einmal::ADV,한번,behin
785,einmal::ADV,한번,aldi bat
786,manchmal::ADV,땓대로,batzuetan
787,manchmal::ADV,땓대로,zenbaitetan
788,oft::ADV,땓대로,maiz
789,oft::ADV,땓대로,askotan
790,immer::ADV,늘,beti
791,niemals::ADV,결코...(하지)않다,inoiz ez
792,niemals::ADV,결코...(하지)않다,sekula ez
793,hier::ADV,여기,hemen
794,hierhin::ADV,여기로,hona
795,dort::ADV,거기,han
796,dorthin::ADV,저기예,hara
797,geradeaus::ADV,곧장,artez
798,vorwärts::ADV,앞으로,aurrera
799,rückwärts::ADV,뒤로,atzera
800,rückwärts::ADV,뒤로,atzerantz
801,zurück::ADV,제자리로,atzera
802,unten::ADV,아래에,behean
803,hinab::ADV,아래쪽으로,behera
804,hinab::ADV,아래쪽으로,beherantz
805,oben::ADV,위에,goian
806,hinauf::ADV,위쪽으로,gora
807,hinauf::ADV,위쪽으로,gorantz
808,überall::ADV,도처에,edonon
809,nicht::ADV,안,ez
810,ein wenig::ADV,적음,apur bat
811,ein wenig::ADV,적음,pixka bat
812,kaum::ADV,가의,ozta
813,kaum::ADV,가의,nekez
814,sehr::ADV,자주,oso
815,so::ADV,그와같이,hala
816,so::ADV,그와같이,honela
817,noch::ADV,아직,oraindik
818,nur::ADV,다만,bakarrik
819,schon::ADV,이미,ja
820,schon::ADV,이미,jada
821,wieder::ADV,다시,berriro
822,vergebens::ADV,헛되이,alferrik
823,vor::PRP,앞에,aurrean
824,hinter::PRP,뒤에,ostean
825,hinter::PRP,뒤에,gibelean
826,unter::PRP,잍에,pean
827,unter::PRP,잍에,azpian
828,durch::PRP,통고하여,zehar
829,neben::PRP,와나란히,ondoan
830,neben::PRP,와나란히,aldamenean
831,zwischen::PRP,의사이로,artean
832,wegen::PRP,때문에,-gatik
833,dies::PRN,이,hau
834,das::PRN,저,hura
835,alles::PRN,모든것,dena
836,ich::PRN,나,ni
