,Concept_ID,el,fi
294,Gespräch::N,συνομιλία,keskustelu
295,Märchen::N,παραμύθι,satu
296,Erzählung::N,διήγημα,tarina
297,Erzählung::N,διήγημα,kertomus
298,Nachricht::N,είδηση,tieto
299,Nachricht::N,είδηση,ilmoitus
300,Neuigkeit::N,νέο,uutinen
301,Name::N,όνομα,nimi
302,Rätsel::N,αίνιγμα,arvoitus
303,Rede::N,λόγος,puhe
304,Rede::N,ομιλία,puhe
305,Sprache::N,γλώσσα,kieli
306,Stimme::N,φωνή,ääni
307,Wort::N,λέξη,sana
308,Zeichen::N,σημείο,merkki
309,Ruf::N,κραυγή,kutsu
310,Lärm::N,θόρυβος,melu
311,Lärm::N,θόρυβος,hälinä
312,Laut::N,ήχος,ääni
313,Ton::N,ήχος,sävel
314,Ton::N,τόνος,sävel
315,Lied::N,τραγούδι,laulu
316,Ruhe::N,ησυχία,lepo
317,Ruhe::N,ησυχία,rauha
318,Leute::N,κόσμος,väki
319,Leute::N,κόσμος,ihmiset
320,Leute::N,άνθρωποι,väki
321,Leute::N,άνθρωποι,ihmiset
322,Volk::N,λαός,kansa
323,Arbeit::N,εργασία,työ
324,Gast::N,επισκέπτης,vieras
325,Geschenk::N,δώρο,lahja
326,Spiel::N,παιχνίδι,peli
327,Spiel::N,παιχνίδι,leikki
328,Gesellschaft::N,κοινωνία,seura
329,Hilfe::N,βοήθεια,apu
330,Freund::N,φίλος,ystävä
331,Kamerad::N,σύντροφος,toveri
332,Angelegenheit::N,υπόθεση,asia
333,Anzahl::N,αριθμός,lukumäärä
334,Art::N,είδος,laji
335,Stück::N,κομμάτι,pala
336,Stück::N,κομμάτι,kappale
337,Teil::N,μέρος,osa
338,Hälfte::N,μισό,puoli
339,Kreis::N,κύκλος,ympyrä
340,Kreuz::N,σταυρός,risti
341,Linie::N,γραμμή,viiva
342,Strich::N,γραμμή,piirto
343,Abstand::N,απόσταση,väli
344,Abstand::N,απόσταση,väljyys
345,Entfernung::N,απόσταση,etäisyys
346,Gegend::N,περιοχή,seutu
347,Gegend::N,τοποθεσία,seutu
348,Platz::N,χώρος,tila
349,Ort::N,τόπος,kohta
350,Ort::N,τόπος,paikka
351,Seite::N,πλευρά,sivu
352,Seite::N,πλευρά,kylki
353,Mitte::N,μέση,keskus
354,Mitte::N,μέση,puoliväli
355,Gegenstand::N,αντικείμενο,kalu
356,Gegenstand::N,αντικείμενο,esine
357,Sache::N,πράγμα,asia
358,Rand::N,άκρη,ääri
359,Rand::N,άκρη,syrjä
360,Rand::N,χείλος,ääri
361,Rand::N,χείλος,syrjä
362,Kante::N,άκρη,särmä
363,Ecke::N,γωνιά,nurkka
364,Spitze::N,μύτη,terä
365,Spitze::N,μύτη,kärki
366,Ende::N,άκρη,pää
367,Ende::N,άκρη,perä
368,Loch::N,τρύπα,kolo
369,Loch::N,τρύπα,reikä
370,Winkel::N,γωνία,kulma
371,Muster::N,σχέδιο,kuvio
372,Größe::N,μέγεθος,koko
373,Größe::N,μέγεθος,suuruus
374,Länge::N,μήκος,pituus
375,Höhe::N,ύψος,korkeus
376,Gewicht::N,βάρος,paino
377,Menge::N,ποσότητα,määrä
378,Haufen::N,σωρός,kasa
379,Reihe::N,αράδα,rivi
380,Boot::N,βάρκα,vene
381,Ruder::N,κουπί,airo
382,Schlitten::N,έλκηθρο,reki
383,Schlitten::N,έλκηθρο,kelkka
384,Ski::N,σκι,suksi
385,Lagerfeuer::N,φωτιά,nuotio
386,Last::N,φορτίο,kuorma
387,Gang::N,δρόμος,kulku
388,Gang::N,δρόμος,käynti
389,Schritt::N,βήμα,askel
390,Norden::N,βορράς,pohjoinen
391,Süden::N,νότος,etelä
392,Westen::N,δύση,länsi
393,Osten::N,ανατολή,itä
394,Holz::N,ξύλο,puu
395,Brett::N,σανίδι,lauta
396,Platte::N,πλάκα,levy
397,Stütze::N,στήριγμα,noja
398,Stange::N,ραβδί,tanko
399,Stange::N,κοντός,tanko
400,Stock::N,ξύλο,keppi
401,Stock::N,μπαστούνι,keppi
402,Stab::N,ραβδί,sauva
403,Stab::N,ραβδί,seiväs
404,Rohr::N,σωλήνας,putki
405,Haus::N,σπίτι,talo
406,Heim::N,σπίτι,koti
407,Ofen::N,σόμπα,uuni
408,Ofen::N,θερμάστρα,uuni
409,Fußboden::N,πάτωμα,lattia
410,Tisch::N,τραπέζι,pöytä
411,Stuhl::N,καρέκλα,tuoli
412,Wiege::N,κούνια,kehto
413,Bett::N,κρεβάτι,sänky
414,Regal::N,ράφι,hylly
415,Kiste::N,κιβώτιο,arkku
416,Kiste::N,κιβώτιο,kirstu
417,Kiste::N,κιβώτιο,laatikko
418,Fenster::N,παράθυρο,ikkuna
419,Tür::N,πόρτα,ovi
420,Tor::N,πύλη,portti
421,Zaun::N,φράχτης,aita
422,Dach::N,στέγη,katto
423,Leiter::N,σκάλα,tikkaat
424,Leiter::N,σκάλα,tikapuut
425,Leiter::N,κλίμακα,tikkaat
426,Leiter::N,κλίμακα,tikapuut
427,Besen::N,σκούπα,luuta
428,Spaten::N,φτυάρι,lapio
429,Schaufel::N,φτυάρι,lapio
430,Gabel::N,πιρούνι,haarukka
431,Löffel::N,κουτάλι,lusikka
432,Messer::N,μαχαίρι,veitsi
433,Nagel::N,καρφί,naula
434,Netz::N,δίχτυ,verkko
435,Haken::N,γάντζος,haka
436,Haken::N,γάντζος,koukku
437,Haken::N,αγκίστρι,haka
438,Haken::N,αγκίστρι,koukku
439,Griff::N,λαβή,ripa
440,Griff::N,λαβή,kahva
441,Schloss::N,κλειδαριά,lukko
442,Bild::N,εικόνα,kuva
443,Figur::N,ανάστημα,kuvio
444,Puppe::N,κούκλα,nukke
445,Beutel::N,πουγγί,pussi
446,Bündel::N,δεμάτι,nippu
447,Bündel::N,δεμάτι,kimppu
448,Tasche::N,τσάντα,laukku
449,Eimer::N,κουβάς,sanko
450,Eimer::N,κουβάς,ämpäri
451,Deckel::N,καπάκι,kansi
452,Geschirr::N,σκεύη,astia
453,Sack::N,σάκος,säkki
454,Tasse::N,φλιτζάνι,kuppi
455,Topf::N,χύτρα,pata
456,Kessel::N,καζάνι,kattila
457,Essen::N,φαγητό,syönti
458,Nahrung::N,τροφή,ruoka
459,Nahrung::N,τροφή,ravinto
460,Speise::N,φαγητό,ruoka
461,Fleisch::N,κρέας,liha
462,Getreide::N,σιτάρι,vilja
463,Brei::N,χυλός,puuro
464,Brot::N,ψωμί,leipä
465,Brot::N,άρτος,leipä
466,Scheibe::N,φέτα,viipale
467,Fett::N,πάχος,rasva
468,Butter::N,βούτυρο,voi
469,Öl::N,λάδι,öljy
470,Salz::N,αλάτι,suola
471,Suppe::N,σούπα,keitto
472,Honig::N,μέλι,hunaja
473,Milch::N,γάλα,maito
474,Tee::N,τσάι,tee
475,Leder::N,πετσί,nahka
476,Wolle::N,μαλλί,villa
477,Stoff::N,ύφασμα,kangas
478,Nadel::N,βελόνα,neula
479,Faden::N,κλωστή,lanka
480,Knopf::N,κουμπί,nappi
481,Knoten::N,κόμπος,solmu
482,Farbe::N,μπογιά,maali
483,Kleidung::N,ρούχα,vaatteet
484,Kleidung::N,ενδυμασία,vaatteet
485,Hemd::N,πουκάμισο,paita
486,Kragen::N,κολάρο,kaulus
487,Ärmel::N,μανίκι,hiha
488,Hose::N,πανταλόνι,housut
489,Gürtel::N,ζώνη,vyö
490,Mütze::N,σκούφος,lakki
491,Schuh::N,παπούτσι,kenkä
492,Stiefel::N,μπότα,saapas
493,Ring::N,δαχτυλίδι,sormus
494,Band::N,κορδέλα,nauha
495,Kamm::N,χτένα,kampa
496,Spiegel::N,καθρέφτης,peili
497,Riemen::N,λουρί,hihna
498,Schnur::N,κορδόνι,naru
499,Schnur::N,κορδόνι,nuora
500,Leine::N,σχοινί,talutushihna
501,Decke::N,κουβέρτα,peite
502,Kissen::N,μαξιλάρι,tyyny
503,Kissen::N,μαξιλάρι,pielus
504,Tuch::N,πανί,huivi
505,Tuch::N,μαντήλι,huivi
506,Handtuch::N,πετσέτα,pyyheliina
507,Kraft::N,δύναμη,väki
508,Kraft::N,δύναμη,voima
509,Stärke::N,ισχύς,vahvuus
510,Stärke::N,δύναμη,vahvuus
511,Gesundheit::N,υγεία,terveys
512,Krankheit::N,αρρώστια,tauti
513,Krankheit::N,αρρώστια,sairaus
514,Schmerz::N,πόνος,kipu
515,Schmerz::N,πόνος,särky
516,Wunde::N,πληγή,haava
517,Fieber::N,πυρετός,kuume
518,Arznei::N,φάρμακο,lääke
519,Brücke::N,γέφυρα,silta
520,Brunnen::N,πηγάδι,kaivo
521,Weide::N,βοσκή,laidun
522,Pfad::N,μονοπάτι,polku
523,Weg::N,δρόμος,tie
524,Straße::N,οδός,katu
525,Straße::N,δρόμος,katu
526,Dorf::N,χωριό,kylä
527,Stadt::N,πόλη,kaupunki
528,Brief::N,γράμμα,kirje
529,Brief::N,επιστολή,kirje
530,Buch::N,βιβλίο,kirja
531,Buchstabe::N,γράμμα,kirjain
532,Zeitung::N,εφημερίδα,lehti
533,Zeitung::N,εφημερίδα,sanomalehti
534,Leben::N,ζωή,elo
535,Leben::N,ζωή,elämä
536,Leben::N,βίος,elo
537,Leben::N,βίος,elämä
538,Tod::N,θάνατος,kuolema
539,Grab::N,τάφος,hauta
540,Kirche::N,εκκλησία,kirkko
541,Sünde::N,αμαρτία,synti
542,Gott::N,θεός,jumala
543,Arbeiter::N,εργάτης,työläinen
544,Chef::N,προϊστάμενος,päällikkö
545,Meister::N,μάστορας,mestari
546,Meister::N,αρχιτεχνίτης,mestari
547,Arzt::N,γιατρός,lääkäri
548,Lehrer::N,δάσκαλος,opettaja
549,Geld::N,λεφτά,raha
550,Geld::N,χρήματα,raha
551,Geschäft::N,συναλλαγή,liike
552,Laden::N,μαγαζί,puoti
553,Laden::N,μαγαζί,kauppa
554,Laden::N,κατάστημα,puoti
555,Laden::N,κατάστημα,kauppa
556,Preis::N,τιμή,hinta
557,Ware::N,εμπόρευμα,tavara
558,Nutzen::N,όφελος,hyöty
559,Reichtum::N,πλούτος,rikkaus
560,Welt::N,κόσμος,maailma
561,Land::N,χώρα,maa
562,Staat::N,κράτος,valtio
563,Staat::N,πολιτεία,valtio
564,König::N,βασιλιάς,kuningas
565,Macht::N,εξουσία,mahti
566,Grenze::N,σύνορα,raja
567,Krieg::N,πόλεμος,sota
568,Feind::N,εχθρός,vihollinen
569,Gewalt::N,βία,väkivalta
570,Kampf::N,αγώνας,taistelu
571,Bogen[Waffe]::N,τόξο,jousi
572,Pfeil::N,σαΐτα,nuoli
573,Gewehr::N,τουφέκι,kivääri
574,Fehler::N,λάθος,vika
575,Fehler::N,λάθος,virhe
576,Fehler::N,σφάλμα,vika
577,Fehler::N,σφάλμα,virhe
578,Lüge::N,ψέμα,valhe
579,Lüge::N,ψεύδος,valhe
580,Schaden::N,ζημία,vaurio
581,Schaden::N,ζημία,vahinko
582,Unglück::N,δυστυχία,vahinko
583,Unglück::N,δυστυχία,onnettomuus
584,Schuld::N,ενοχή,syy
585,Schuld::N,φταίξιμο,syy
586,Alter::N,ηλικία,ikä
587,Schluss::N,τέλος,loppu
588,Zeit::N,χρόνος,aika
589,Tag::N,μέρα,päivä
590,Tag::N,ημέρα,päivä
591,Morgen::N,πρωί,aamu
592,Morgen::N,πρωί,huomen
593,Mittag::N,μεσημέρι,keskipäivä
594,Abend::N,βράδυ,ilta
595,Nacht::N,νύχτα,yö
596,Woche::N,εβδομάδα,viikko
597,Monat::N,μήνας,kuukausi
598,Jahr::N,έτος,vuosi
599,Jahr::N,χρόνος,vuosi
600,Frühling::N,άνοιξη,kevät
601,Sommer::N,καλοκαίρι,kesä
602,Herbst::N,φθινόπωρο,syksy
603,Winter::N,χειμώνας,talvi
604,Januar::N,Ιανουάριος,tammikuu
605,Februar::N,Φεβρουάριος,helmikuu
606,März::N,Μάρτιος,maaliskuu
607,April::N,Απρίλιος,huhtikuu
608,Mai::N,Μάιος,toukokuu
609,Juni::N,Ιούνιος,kesäkuu
610,Juli::N,Ιούλιος,heinäkuu
611,August::N,Αύγουστος,elokuu
612,September::N,Σεπτέμβριος,syyskuu
613,Oktober::N,Οκτώβριος,lokakuu
614,November::N,Νοέμβριος,marraskuu
615,Dezember::N,Δεκέμβριος,joulukuu
616,Montag::N,Δευτέρα,maanantai
617,Dienstag::N,Τρίτη,tiistai
618,Mittwoch::N,Τετάρτη,keskiviikko
619,Donnerstag::N,Πέμπτη,torstai
620,Freitag::N,Παρασκευή,perjantai
621,Samstag::N,Σάββατο,lauantai
622,Sonntag::N,Κυριακή,sunnuntai
623,groß::A,μεγάλος,iso
624,groß::A,μεγάλος,suuri
625,klein::A,μικρός,pieni
626,lang::A,μακρύς,pitkä
627,kurz::A,κοντός,lyhyt
628,breit::A,φαρδύς,leveä
629,schmal::A,στενός,kapea
630,dicht::A,πυκνός,taaja
631,dick[Gegenstand]::A,παχύς,paksu
632,dick[Gegenstand]::A,χοντρός,paksu
633,dünn::A,ψιλός,ohut
634,dünn::A,λεπτός,ohut
635,fein::A,ψιλός,hieno
636,fest::A,στερεός,luja
637,flach::A,επίπεδος,litteä
638,flach::A,επίπεδος,tasainen
639,glatt::A,λείος,sileä
640,glatt::A,λείος,siloinen
641,glatt::A,ομαλός,sileä
642,glatt::A,ομαλός,siloinen
643,hart::A,σκληρός,kova
644,weich::A,μαλακός,pehmeä
645,rund::A,στρογγυλός,pyöreä
646,spitz::A,μυτερός,terävä
647,scharf::A,κοφτερός,terävä
648,stumpf::A,αμβλύς,tylsä
649,schwer::A,βαρύς,raskas
650,schwer::A,βαρύς,painava
651,schön::A,ωραίος,kaunis
652,schön::A,όμορφος,kaunis
653,heiß::A,ζεστός,kuuma
654,warm::A,θερμός,lämmin
655,kalt::A,κρύος,kylmä
656,kalt::A,κρύος,viluinen
657,kalt::A,ψυχρός,kylmä
658,kalt::A,ψυχρός,viluinen
659,kühl::A,δροσερός,viileä
660,frisch::A,νωπός,tuore
661,frisch::A,φρέσκος,tuore
662,feucht::A,υγρός,kostea
663,nass::A,βρεγμένος,märkä
664,trocken::A,ξηρός,kuiva
665,trocken::A,στεγνός,kuiva
666,voll::A,γεμάτος,täysi
667,leer::A,άδειος,tyhjä
668,offen::A,ανοιχτός,avonainen
669,geschlossen::A,κλειστός,suljettu
670,sauber::A,καθαρός,puhdas
671,schmutzig::A,βρώμικος,likainen
672,schmutzig::A,λερωμένος,likainen
673,roh::A,ωμός,raaka
674,reif::A,ώριμος,kypsä
675,lecker::A,νόστιμος,herkullinen
676,süß::A,γλυκός,makea
677,bitter::A,πικρός,karvas
678,bitter::A,πικρός,kitkerä
679,sauer::A,ξινός,hapan
680,hell::A,φωτεινός,kirkas
681,hell::A,φωτεινός,valoisa
682,dunkel::A,σκοτεινός,pimeä
683,schwarz::A,μαύρος,musta
684,schwarz::A,μελανός,musta
685,weiß::A,άσπρος,valkea
686,rot::A,κόκκινος,punainen
687,gelb::A,κίτρινος,keltainen
688,blau::A,μπλε,sininen
689,blau::A,γαλανός,sininen
690,grün::A,πράσινος,vihreä
691,grau::A,γκρίζος,harmaa
692,bunt::A,ποικιλόχρωπος,kirjava
693,billig::A,φτηνός,halpa
694,billig::A,φτηνός,huokea
695,teuer::A,ακριβός,kallis
696,wertvoll::A,πολύτιμος,arvokas
697,blind::A,τυφλός,sokea
698,taub::A,κουφός,kuuro
699,kräftig::A,δυνατός,väkevä
700,kräftig::A,δυνατός,voimakas
701,stark::A,γερός,vahva
702,schwach::A,αδύνατος,heikko
703,fett::A,παχύς,lihava
704,schlank::A,λεπτός,hoikka
705,schlank::A,λεπτός,solakka
706,schlank::A,λυγερός,hoikka
707,schlank::A,λυγερός,solakka
708,hübsch::A,όμορφος,soma
709,hübsch::A,όμορφος,sievä
710,hübsch::A,χαριτωμένος,soma
711,hübsch::A,χαριτωμένος,sievä
712,böse::A,κακός,paha
713,böse::A,κακός,häijy
714,dumm::A,κουτός,tyhmä
715,dumm::A,κουτός,typerä
716,dumm::A,ανόητος,tyhmä
717,dumm::A,ανόητος,typerä
718,faul::A,τεμπέλης,laiska
719,fleißig::A,εργατικός,ahkera
720,geizig::A,τσιγγούνης,saita
721,klug::A,έξυπνος,älykäs
722,geschickt::A,επιδέξιος,taitava
723,lieb::A,φίλος,rakas
724,lieb::A,αγαπητός,rakas
725,lustig::A,εύθυμος,hauska
726,lustig::A,εύθυμος,iloinen
727,lustig::A,χαρούμενος,hauska
728,lustig::A,χαρούμενος,iloinen
729,sanft::A,ήπιος,lauha
730,sanft::A,ήπιος,lempeä
731,hungrig::A,πεινασμένος,nälkäinen
732,krank::A,άρρωστος,sairas
733,nackt::A,γυμνός,alaston
