,Concept_ID,os,be
750,auf einmal::ADV,æвиппайды,адразу
751,auf einmal::ADV,æваст,адразу
752,zusammen::ADV,иумӕ,разам
753,lange::ADV,бирæ рæстæг,доўга
754,plötzlich::ADV,æвиппайды,раптам
755,plötzlich::ADV,æваст,раптам
756,sofort::ADV,уыцы сахат,зараз
757,sofort::ADV,уайтагъд,зараз
758,später::ADV,фæстæдæр,пазней
759,jetzt::ADV,ныр,цяпер
760,heute::ADV,абон,сёння
761,morgen::ADV,райсом,заўтра
762,bald::ADV,тагъд,хутка
763,bald::ADV,тагъд,неўзабаве
764,bald::ADV,рæхджы,хутка
765,bald::ADV,рæхджы,неўзабаве
766,dann::ADV,стæй,потым
767,gestern::ADV,знон,учора
768,einst::ADV,кӕддӕр,аднойчы
769,damals::ADV,уæд,тады
770,danach::ADV,стæй,затым
771,danach::ADV,уый фæстæ,затым
772,vorher::ADV,раздæр,раней
773,zuerst::ADV,фыццаг,спярша
774,zuerst::ADV,фыццаг,спачатку
775,einmal::ADV,иу хатт,адзін раз
776,manchmal::ADV,хатт,часам
777,oft::ADV,арæх,часта
778,immer::ADV,ӕдзух,заўсёды
779,niemals::ADV,никуы,ніколі
780,niemals::ADV,никæд,ніколі
781,hier::ADV,ам,тут
782,hierhin::ADV,ардӕм,сюды
783,von hier::ADV,ардыгæй,адсюль
784,von hier::ADV,ардыгæй,адгэтуль
785,dort::ADV,уым,там
786,dorthin::ADV,уырдӕм,туды
787,geradeaus::ADV,æргом,прама
788,vorwärts::ADV,размӕ,наперад
789,rückwärts::ADV,фӕстӕмӕ,назад
790,zurück::ADV,фӕстӕмӕ,назад
791,unten::ADV,дæлæ,унізе
792,unten::ADV,дæлейы,унізе
793,unten::ADV,бынæй,унізе
794,hinab::ADV,дӕлӕмӕ,уніз
795,hinab::ADV,уырдыгмӕ,уніз
796,oben::ADV,уӕле,угары
797,oben::ADV,уӕле,наверсе
798,hinauf::ADV,уӕлӕмӕ,угару
799,überall::ADV,алыран,усюды
800,überall::ADV,алкæм,усюды
801,überall::ADV,кæмдæриддæр,усюды
802,nicht::ADV,нӕ,не
803,ein wenig::ADV,чысыл,трошкі
804,kaum::ADV,цъус,ледзьве
805,sehr::ADV,тынг,вельмі
806,sehr::ADV,иттӕг,вельмі
807,so::ADV,афтӕ,так
808,noch::ADV,ма,яшчэ
809,nur::ADV,канд,толькі
810,nur::ADV,ӕрмӕст,толькі
811,schon::ADV,нырид,ужо
812,wieder::ADV,ногӕй,зноў
813,vergebens::ADV,дзæгъæлы,дарма
814,vergebens::ADV,дзæгъæлы,дарэмна
815,vergebens::ADV,уæгъды,дарма
816,vergebens::ADV,уæгъды,дарэмна
817,vergebens::ADV,æнæхъуаджы,дарма
818,vergebens::ADV,æнæхъуаджы,дарэмна
819,vor::PRP,разы,перад
820,hinter::PRP,фӕстӕ,за
821,hinter::PRP,фӕстӕ,ззаду
822,unter::PRP,бын,пад
823,durch::PRP,æхсæнты,праз
824,neben::PRP,цур,каля
825,zwischen::PRP,астӕу,між
826,zwischen::PRP,астӕу,паміж
827,wegen::PRP,тыххай,з-за
828,dies::PRN,ай,гэта
829,das::PRN,уый,тое
830,alles::PRN,алцы,усё
831,alles::PRN,æппæтдæр,усё
832,alles::PRN,иууылдӕр,усё
833,ich::PRN,æз,я
834,du::PRN,ды,ты
835,er::PRN,уый,ён
836,wir::PRN,мах,мы
837,ihr::PRN,сымах,вы
838,sie::PRN,уыдон,яны
839,was::FPRN,цы,што
840,wer::FPRN,чи,хто
841,wo::FADV,кӕм,дзе
842,wohin::FADV,кӕдӕм,куды
843,wie::FADV,куыд,як
844,warum::FADV,цӕмӕн,чаму
845,wieviel::FNUM,цал,колькі
846,eins::NUM,иу,адзін
847,zwei::NUM,дыууӕ,два
848,drei::NUM,ӕртӕ,тры
849,vier::NUM,цыппар,чатыры
850,fünf::NUM,фондз,пяць
851,sechs::NUM,ӕхсӕз,шесць
852,sieben::NUM,авд,сем
853,acht::NUM,аст,восем
854,neun::NUM,фараст,дзевяць
855,zehn::NUM,дӕс,дзесяць
856,elf::NUM,иуæндæс,адзінаццаць
857,zwölf::NUM,дыууадæс,дванаццаць
858,zwanzig::NUM,дыууын,дваццаць
859,dreißig::NUM,æртын,трыццаць
860,dreißig::NUM,дæсæмæссæдз,трыццаць
861,vierzig::NUM,цыппор,сорак
862,vierzig::NUM,цыппур,сорак
863,vierzig::NUM,дыууиссæдзы,сорак
864,fünfzig::NUM,фӕндзай,пядзесят
865,sechzig::NUM,æхсай,шесдзесят
866,sechzig::NUM,æртиссæдзы,шесдзесят
867,siebzig::NUM,æвдай,семдзесят
868,siebzig::NUM,дæс æмæ æртиссæдзы,семдзесят
869,achtzig::NUM,цыппарыссæдзы,восемдзесят
870,achtzig::NUM,æстай,восемдзесят
871,neunzig::NUM,нæуæдз,дзевяноста
872,neunzig::NUM,дæс æмæ цыппарыссæдзы,дзевяноста
873,hundert::NUM,сӕдӕ,сто
874,tausend::NUM,мин,тысяча
875,und::CNJ,ӕмӕ,і
876,und::CNJ,ӕмӕ,ды
877,oder::CNJ,кӕнӕ,або
878,stehen::V,лӕууын,стаяць
879,sitzen::V,бадын,сядзець
880,liegen::V,хуыссын,ляжаць
881,hängen::V,ауыгъд уын,вісець
882,werden::V,суӕвын,стаць
883,werden::V,суӕвын,зрабіцца
884,passieren::V,æрцæуын,трапіцца
885,beginnen::V,райдайын,пачацца
886,enden::V,фæуын,кончыцца
887,wechseln::V,ивын,мяняцца
888,aufgehen[Sonne]::V,скæсын,узысці
889,untergehen[Sonne]::V, аныгуылын,зайсці
890,scheinen[Sonne]::V,рухс кӕнын,свяціць
891,donnern::V,нæрын,грымець
892,wehen::V,дымын,дзьмуць
893,strömen::V,кӕлын,ліцца
894,fließen::V,цæуын,цячы
895,fließen::V,уайын,цячы
896,fließen::V,кæлын,цячы
897,sich drehen::V,зилын,круціцца
898,sich drehen::V,зилын,варочацца
899,schwanken::V,æнкъуысын,хістацца
900,schwingen::V,æнкъуысын,гайдацца
901,schwingen::V,æнкъуысын,калыхацца
902,schwingen::V,змæлын,гайдацца
903,schwingen::V,змæлын,калыхацца
904,fallen::V,хауын,падаць
905,brennen::V,судзын,гарэць
906,rauchen::V,фæздæг кæнын,дымець
907,regnen::V,уарын,дажджыць
908,gefrieren::V,сӕлын,замерзнуць
909,tauen::V,стайын,раставаць
910,schmelzen::V,тайын,плавіцца
911,trocknen::V,хус кæнын,сохнуць
912,sieden::V,фыцын,кіпець
913,faulen::V,ӕмбийын,гнісці
914,verfaulen::V,бамбийын,згнісці
915,reißen::V,скъуийын,ірвацца
916,versinken::V,дӕлдон_кӕнын,тануць
917,vergehen::V,аивгъуийын,праходзіць
918,erscheinen::V,разынын,зʼявіцца
919,verschwinden::V,фæтары уын,знікнуць
920,verschwinden::V,фæдæлдзæх уын,знікнуць
921,verschwinden::V,фесæфын,знікнуць
922,verschwinden::V,æрбайсæфын,знікнуць
923,sinken::V,дæлæмæ æрхауын,спадаць
924,abnehmen::V,фæкъаддæр уын,паменшыцца
925,abnehmen::V,фæцух уын,паменшыцца
926,zunehmen::V,фæфылдæр уын,павялічвацца
927,zunehmen::V,сбирæ уын,павялічвацца
928,zunehmen::V,сахадын,павялічвацца
929,steigen::V,сыстын,паднімацца
930,wachsen::V,рӕзын,расці
931,glänzen::V,ӕрттивын,блішчаць
932,funkeln::V,тыбар-тыбур_кӕнын,бліскаць
933,lärmen::V,хъæлæба кæнын,шумець
934,läuten::V,цæгъдын,званіць
935,klingeln::V,цæгъдын,званіць
936,klirren::V,дзыгъал-мыгъул кæнын,бразгаць
937,klirren::V,дзæгъ-дзæгъ кæнын,бразгаць
938,brausen::V,абухын,бушаваць
939,klingen::V,зæлын,гучаць
940,klingen::V,азæлын,гучаць
941,klingen::V,хъуысын,гучаць
942,bellen::V,рæйын,брахаць
943,heulen::V,ниуын,выць
944,blasen::V,фу кӕнын,дзьмухнуць
945,pfeifen::V,æхситт кæнын,свістаць
946,pfeifen::V,къуыззитт кæнын,свістаць
947,schreien::V,хъӕр кӕнын,крычаць
948,stöhnen::V,хъæрзын,стагнаць
949,stöhnen::V,дзыназын,стагнаць
950,zittern::V,ризын,дрыжаць
951,leben::V,цӕрын,жыць
952,geboren werden::V,райгуырын,нарадзіцца
953,atmen::V,улӕфын,дыхаць
954,trinken::V,нуазын,піць
955,essen::V,хӕрын,есці
956,schlucken::V,ныхъуырын,глытаць
957,müde werden::V,бафæллайын,стаміцца
958,müde werden::V,бафæлмæцын,стаміцца
959,müde werden::V,сфæлмæцын,стаміцца
960,einschlafen::V,бафынæй уын,заснуць
961,schlafen::V,хуыссын,спаць
962,schlafen::V,фынӕй кӕнын,спаць
963,aufwachen::V,райхъал уын,рассыпацца
964,aufstehen::V,стын,устаць
965,sich erholen::V,фæллад уадзын,адпачываць
966,sich erholen::V,улæфын,адпачываць
967,krank werden::V,фӕрынчын уын,захварэць
968,krank sein::V,сӕйын,хварэць
969,schmerzen::V,риссын,балець
970,husten::V,хуыфын,кашляць
971,genesen::V,сдзæбæх уын,паправіцца
972,genesen::V,сдзæбæх уын,паздаравець
973,genesen::V,рандидзын,паправіцца
974,genesen::V,рандидзын,паздаравець
975,genesen::V,сæндидзын,паправіцца
976,genesen::V,сæндидзын,паздаравець
977,sterben::V,мӕлын,памерці
978,umkommen::V,фесæфын,загінуць
979,umkommen::V,байсæфын,загінуць
980,umkommen::V,бабын уын,загінуць
981,umkommen::V,мард фæуын,загінуць
982,sich bewegen::V,тæлфын,рухацца
983,sich bewegen::V,цæуын,рухацца
984,sich rühren::V,змӕлын,варушыцца
985,sich erheben::V,стын,устаць
986,sich setzen::V,сбадын,сесці
987,hinfallen::V,ӕрхауын,упасці
988,laufen::V,цӕуын,хадзіць
989,laufen::V,рацу-бацу_кӕнын,хадзіць
990,schreiten::V,къахдзæф кæнын,шагаць
991,schreiten::V,къахдзæф кæнын,крочыць
992,schreiten::V,санчъех кæнын,шагаць
993,schreiten::V,санчъех кæнын,крочыць
994,schreiten::V,цæуын,шагаць
995,schreiten::V,цæуын,крочыць
996,spazierengehen::V,озер кæнын,гуляць
997,spazierengehen::V,тезгъо кæнын,гуляць
998,eilen::V,тагъд кæнын,спяшацца
999,eilen::V,тындзын,спяшацца
1000,sich beeilen::V,тагъд кæнын,спяшацца
1001,sich beeilen::V,тындзын,спяшацца
1002,sausen::V,уайын,імчацца
1003,sausen::V,тæхын,імчацца
1004,rennen::V,згъорын,бегаць
1005,springen::V,гæпп кæнын,скакаць
1006,springen::V,сæррæтт кæнын,скакаць
1007,springen::V,лиуырын,скакаць
1008,klettern::V,хилын,лазіць
1009,schaukeln::V,хецъро кæнын,гайдацца
1010,schaukeln::V,херыйыл бадын,гайдацца
1011,kriechen::V,бырын,поўзаць
1012,schwimmen::V,ленк кӕнын,плаваць
1013,tauchen::V,ныгъуылын,ныраць
1014,rudern::V,бæлæгъ тæрын,веславаць
1015,rudern::V,чема тæрын,веславаць
1016,fahren::V,цӕуын,ехаць
1017,fliegen::V,тӕхын,лятаць
1018,gehen::V,цӕуын,ісці
1019,weggehen::V,ацӕуын,пайсці
1020,abfahren::V,араст уын,адʼяжджаць
1021,anhalten::V,æрлæууын,спыніцца
1022,anhalten::V,æрлæууын,затрымацца
1023,hineingehen::V,мидæмæ цæуын,уваходзіць
1024,eintreten::V,бацӕуын,увайсці
1025,kommen::V,æрцæуын,прыйсці
1026,ankommen::V,æрцæуын,прыбыць
1027,zurückkommen::V,раздæхын,вярнуцца
1028,zurückkommen::V,фæстæмæ_раздæхын,вярнуцца
1029,zurückkommen::V,æрбаздæхын,вярнуцца
1030,zurückkommen::V,аздæхын,вярнуцца
1031,bleiben::V,лӕууын,застацца
1032,warten::V,ӕнхъӕлмӕ кӕсын,чакаць
1033,erwarten::V,ӕнхъӕлмӕ кӕсын,чакаць
1034,suchen::V,агурын,шукаць
1035,finden::V,ссарын,знайсці
1036,versuchen::V,фӕлварын,прабаваць
1037,vorbereiten::V,бацаттæ кæнын,падрыхтаваць
1038,vorbereiten::V,æрæввонг кæнын,падрыхтаваць
1039,lieben::V,уарзын,кахаць
1040,mögen::V,зæрдæмæ цæуын,любіць
1041,lachen::V,худын,смяяцца
1042,rühren::V,зæрдæ суынгæг кæнын,расчуліць
1043,weinen::V,кӕуын,плакаць
1044,schimpfen::V,æлгъитын,лаяцца
1045,sich ärgern::V,мæсты кæнын,сердаваць
1046,sich fürchten::V,тæрсын,баяцца
1047,fürchten::V,тæрсын,баяцца
1048,fliehen::V,лидзын,уцякаць
1049,flüchten::V,алидзын,уцячы
1050,sehen::V,уынын,бачыць
1051,anschauen::V,акӕсын,паглядзець
1052,ansehen::V,кӕсын,глядзець
1053,hören::V,хъусын,чуць
1054,zuhören::V,хъусын,слухаць
1055,probieren::V,уынын,каштаваць
1056,probieren::V,аходын,каштаваць
1057,riechen::V,смудын,нюхаць
1058,fühlen::V,ӕнкъарын,адчуваць
1059,scheinen::V,зынын,здавацца
1060,zu sehen sein::V,зынын,віднецца
1061,vernehmen::V,фехъусын,пачуць
1062,frieren::V,сийын,мёрзнуць
1063,tun::V,кӕнын,рабіць
1064,können::V,фӕразын,умець
1065,wollen::V,фӕндын,хацець
1066,anfangen::V,райдайын,пачаць
1067,beenden::V,фӕуын,закончыць
1068,aufhören::V,банцайын,перастаць
1069,aufhören::V,фенцайын,перастаць
1070,gelingen::V,бантысын,удацца
1071,geraten::V,разынын,аказацца
1072,öffnen::V,гом кӕнын,адчыніць
1073,schließen::V,ӕхгӕнын,зачыніць
1074,stellen::V,ӕвӕрын,паставіць
1075,setzen::V,сбадын кӕнын,пасадзіць
1076,legen::V,ӕрӕвӕрын,класці
1077,berühren::V,агайын,чапаць
1078,verbinden::V,бӕттын,звязаць
1079,bedecken::V,ӕмбӕрзын,накрыць
1080,aufhängen::V,ауындзын,павесіць
1081,anzünden::V,ссудзын,запаліць
1082,aufheben::V,сисын,падняць
1083,zurücklassen::V,ныууадзын,пакінуць
1084,verlieren::V,фесафын,згубіць
1085,fallen lassen::V,ӕрӕппарын,упусціць
1086,fallen lassen::V,къухтӕй феуӕгъд кӕнын,упусціць
1087,machen::V,саразын,зрабіць
1088,herstellen::V,сцæттæ кæнын,вырабіць
1089,herstellen::V,саразын,вырабіць
1090,bauen::V,амайын,будаваць
1091,reparieren::V,æмпъузын,правіць
1092,reparieren::V,цалцæг кæнын,правіць
1093,verbessern::V,фæхуыздæр кæнын,палепшыць
1094,ändern::V,аивын,змяніць
1095,graben::V,къахын,капаць
1096,beugen::V,æркъæдз кæнын,сагнуць
1097,beugen::V,æртасын кæнын,сагнуць
1098,biegen::V,тасын кӕнын,пагнуць
1099,drehen::V,здухын,вярцець
1100,wenden::V,афæлдахын,павярнуць
1101,wenden::V,рафæлдахын,павярнуць
1102,umdrehen::V,афæлдахын,перавярнуць
1103,heben::V,сдарын,падымаць
1104,heben::V,схæцын,падымаць
1105,hochheben::V,уæлæмæ хæцын,падняць
1106,ergreifen::V,фӕлӕбурын,схапіць
1107,ergreifen::V,фӕлӕбурын,схваціць
1108,halten::V,дарын,трымаць
1109,drücken::V,æлхъивын,націскаць
1110,drücken::V,хæцын,націскаць
1111,schieben::V,схойын,пхаць
1112,schieben::V,схойын,штурхаць
1113,kratzen::V,хафын,скрэбці
1114,lecken::V,сдæрын,лізаць
1115,beißen::V,хæцын,кусаць
1116,abreißen::V,ратонын,адарваць
1117,abschneiden::V,ралыг кӕнын,адрэзаць
1118,binden::V,бабӕттын,вязаць
1119,stecken::V,ныссадзын,уваткнуць
1120,brechen::V,асæттын,зламаць
1121,brechen::V,басæттын,зламаць
1122,brechen::V,ныссæттын,зламаць
1123,klopfen::V,хойын,стукаць
1124,klopfen::V,гуыпп-гуыпп кæнын,стукаць
1125,klopfen::V,къуырцц-къуырцц кæнын,стукаць
1126,hauen::V,цӕвын,біць
1127,hauen::V,нӕмын,біць
1128,kleben::V,ныхасын,клеіць
1129,kleben::V,æндадзын,клеіць
1130,reiben::V,сӕрфын,церці
1131,reiben::V,хафын,церці
1132,streichen::V,байсæрдын,намазаць
1133,streichen::V,сахорын,намазаць
1134,schleifen::V,ссын,тачыць
1135,schleifen::V,цыргъ кӕнын,тачыць
1136,schneiden::V,кӕрдын,рэзаць
1137,rütteln::V,æнкъусын,хістаць
1138,schütteln::V,уигъын,трэсці
1139,schwenken::V,тилын,махаць
1140,schwenken::V,уигъын,махаць
1141,schütten::V,ныккӕнын,наліць
1142,füllen::V,байдзаг кæнын,напоўніць
1143,einwickeln::V,батухын,загарнуць
1144,tragen::V,хӕссын,несці
1145,schleppen::V,ласын,цягнуць
1146,ziehen::V,ласын,цягнуць
1147,aufbewahren::V,æвæрын,захоўваць
1148,werfen::V,зыввытт кӕнын,кідаць
1149,fangen::V,ӕрцахсын,лавіць
1150,packen::V,рацахсын,схапіць
1151,packen::V,рацахсын,схваціць
1152,verstecken::V,æмбæхсын,схаваць
1153,verstecken::V,нымæхсын,схаваць
1154,teilen::V,уарын,раздзяліць
1155,schicken::V,ӕрвитын,пасылаць
1156,bringen::V,æрхæссын,прынесці
1157,bringen::V,æрбахæссын,прынесці
1158,hinzufügen::V,ӕфтауын,дабавіць
1159,bekommen::V,ссарын,дастаць
1160,bekommen::V,сфæрæз кæнын,дастаць
1161,bekommen::V,самал кæнын,дастаць
1162,erhalten::V,райсын,атрымаць
1163,nehmen::V,райсын,ўзяць
1164,wählen::V,равзарын,выбраць
1165,auswählen::V,авзарын,адабраць
1166,bewahren::V,бавæрын,захаваць
1167,bewahren::V,нывæрын,захаваць
1168,behindern::V,цæлхдур æвæрын,перашкаджаць
1169,behindern::V,ныхдур æвæрын,перашкаджаць
1170,behindern::V,къуылымпы кæнын,перашкаджаць
1171,behindern::V,хъыг дарын,перашкаджаць
1172,verderben::V,фесафын,сапсаваць
1173,beschädigen::V,халын,пашкодзіць
1174,zerbrechen::V,асӕттын,разбіць
1175,zerreißen::V,аскъуынын,разадраць
1176,zerstören::V,фехалын,разбурыць
1177,verbrennen::V,басудзын,спаліць
1178,geben::V,дӕттын,даць
1179,reichen::V,адæттын,перадаць
1180,schenken::V,лæвар кæнын,дарыць
1181,versprechen::V,дзырд раттын,абяцаць
1182,versprechen::V,зӕрдӕ бавӕрын,абяцаць
1183,wünschen::V,зæрдæ зæгъы,жадаць
1184,loben::V,раппӕлын,хваліць
1185,küssen::V,пъа кæнын,цалаваць
1186,küssen::V,ба кæнын,цалаваць
1187,wiegen::V,узын,гушкаць
1188,wiegen::V,узын,калыхаць
1189,zudecken::V,бамбӕрзын,накрыць
1190,wecken::V,райхъал кӕнын,пабудзіць
1191,zeigen::V,амонын,паказаць
1192,führen::V,кӕнын,весці
1193,führen::V,фæкæнын,весці
1194,lehren::V,ахуыр кæнын,вучыць
1195,unterrichten::V,ахуыр кæнын,выкладаць
1196,aufziehen::V,хъомыл кӕнын,выхаваць
1197,leiten::V,разамынд дӕттын,кіраваць
1198,antreiben::V,тагъд кæнын,падганяць
1199,antreiben::V,рог кæнын,падганяць
1200,lassen::V,кæнын,прымусіць
1201,einladen::V,ӕрхонын,запрасіць
1202,einladen::V,ӕрбахонын,запрасіць
1203,vereinigen::V,баиу кӕнын,абʼяднаць
1204,besuchen::V,абæрæг кæнын,наведаць
1205,besuchen::V,бабæрæг кæнын,наведаць
1206,besuchen::V,бауайын,наведаць
1207,treffen::V,фембæлын,сустрэць
1208,sich versammeln::V,æрæмбырд уын,сабрацца
1209,spielen::V,хъазын,гуляць
1210,singen::V,зарын,пець
1211,singen::V,зарын,спяваць
1212,tanzen::V,кафын,танцаваць
1213,sich trennen::V,фæйнæрдæм фæцæуын айхæлын,расстацца
1214,verlassen::V,ныууадзын,пакінуць
1215,retten::V,фервӕзын кӕнын,выратаваць
1216,bewachen::V,хъахъхъӕнын,ахоўваць
1217,schützen::V,хъахъхъӕнын,уберагаць
1218,verteidigen::V,бахизын,абараніць
1219,sich schlagen::V,хыл кæнын,біцца
1220,sich schlagen::V,хыл кæнын,драцца
1221,schießen::V,ӕхсын,страляць
1222,siegen::V,басӕттын,перамагчы
1223,siegen::V,фӕуӕлахиз уӕвын,перамагчы
1224,ärgern::V,мӕсты кӕнын,злаваць
1225,schlagen::V,ныццæвын,ударыць
1226,stechen::V,фæрæхойын,укалоць
1227,stoßen::V,риуыгъын,папхнуць
1228,stehlen::V,давын,украсці
1229,stören::V,хъыгдарын,перашкодзіць
1230,belästigen::V,хъыгдарын,дакучаць
1231,verbergen::V,бамбӕхсын,скрыць
1232,verbergen::V,бамбӕхсын,схаваць
1233,verbergen::V,басусӕг кӕнын,скрыць
1234,verbergen::V,басусӕг кӕнын,схаваць
1235,täuschen::V,фӕливын,падмануць
1236,täuschen::V,асайын,падмануць
1237,betrügen::V,асайын,змахляваць
1238,töten::V,амарын,забіць
1239,wohnen::V,цӕрын,жыць
1240,arbeiten::V,кусын,працаваць
1241,sammeln::V,æртонын,сабраць
1242,pflücken::V,тонын,зрываць
1243,jagen::V,цуан кæнын,паляваць
1244,fischen::V,кæсаг ахсын æнгуырæй,рыбачыць
1245,fischen::V,æнгуыр дарын,рыбачыць
1246,fassen::V,ӕрцахсын,злавіць
1247,hüten::V,хизын,пасвіць
1248,treiben::V,скъӕрын,гнаць
1249,anbinden::V,бабæттын,прывязаць
1250,anbinden::V,æрбæттын,прывязаць
1251,füttern::V,холлаг дæттын,карміць
1252,füttern::V,холлаг æвæрын,карміць
1253,füttern::V,дарын,карміць
1254,melken::V,дуцын,даіць
1255,hacken::V,кæрдын,сячы
1256,hacken::V,лыгтæ кæнын,сячы
1257,gießen::V,бакалын,паліць
1258,reifen::V,срæгъæд уын,паспець
1259,reifen::V,сцæттæ уын,паспець
1260,zubereiten::V,сцӕттӕ кӕнын,зварыць
1261,zubereiten::V,сцӕттӕ кӕнын,згатаваць
1262,kochen::V,фыцын,варыць
1263,backen::V,фыцын,пячы
1264,braten::V,цурын,смажыць
1265,umrühren::V,ахæццæ кæнын,перамяшаць
1266,umrühren::V,азмæнтын,перамяшаць
1267,umrühren::V,астауын,перамяшаць
1268,stricken::V,кæнын,вязаць
1269,stricken::V,бийын,вязаць
1270,nähen::V,хуыйын,шыць
1271,färben::V,ахорын,пафарбаваць
1272,reinigen::V,ссыгъдæг кæнын,ачысціць
1273,reinigen::V,ныссыгъдæг кæнын,ачысціць
1274,reinigen::V,ныссæрфын,ачысціць
1275,waschen::V,ӕхсын,мыць
1276,abwischen::V,сӕрфын,выцерці
1277,spülen::V,æнхъæвзын,паласкаць
1278,fegen::V,мӕрзын,падмятаць
1279,kehren::V,мӕрзын,месці
1280,baden::V,хи найын,купацца
1281,sich waschen::V,хи æхсын,мыцца
1282,ausziehen::V,ласын,зняць
1283,anziehen::V,скæнын,надзець
1284,sich anziehen::V,дзаума скæнын,адзецца
1285,sich anziehen::V,дарæс скæнын,адзецца
1286,kämmen::V,ныффасын,прычасаць
1287,kämmen::V,æрфасын,прычасаць
1288,schmücken::V,фӕлындын,аздобіць
1289,sagen::V,зæгъын,сказаць
1290,sprechen::V,дзурын,гаварыць
1291,reden::V,ныхас кӕнын,размаўляць
1292,sich unterhalten::V,ныхас кæнын,гутарыць
1293,fragen::V,фӕрсын,спытаць
1294,bitten::V,курын,прасіць
1295,erzählen::V,радзурын,расказаць
1296,erzählen::V,ратаурæгъ кæнын,расказаць
1297,mitteilen::V,фехъусын кæнын,паведаміць
1298,nennen::V,хонын,назваць
1299,rufen::V,сидын,зваць
1300,prahlen::V,ӕппӕлын,хваліцца
1301,übersetzen::V,ратæлмац кæнын,перакласці
1302,denken::V,ӕнхъӕлын,думаць
1303,denken::V,хъуыды кӕнын,думаць
1304,glauben::V,уырнын,верыць
1305,bemerken::V,фенын,заўважыць
1306,erkennen::V,базонын,пазнаць
1307,begreifen::V,ӕмбарын,спасцігнуць
1308,begreifen::V,бамбарын,спасцігнуць
1309,lernen::V,ахуыр кӕнын,вучыцца
1310,wissen::V,зонын,знаць
1311,sich erinnern an::V,зæрдыл æрлæууын,памятаць
1312,sich erinnern an::V,æрымысын,памятаць
1313,sich erinnern an::V,æрбаймысын,памятаць
1314,sich erinnern an::V,æрхъуыды кæнын,памятаць
1315,vergessen::V,ферох кæнын,забыць
1316,vergessen::V,айрох кæнын,забыць
1317,messen::V,барын,мераць
1318,zählen::V,нымайын,лічыць
1319,rechnen::V,хынцын,лічыць
1320,lesen::V,кӕсын,чытаць
1321,lesen::V,фӕрсын,чытаць
1322,malen::V,ныв кӕнын,маляваць
1323,zeichnen::V,ныв кӕнын,рысаваць
1324,schreiben::V,фыссын,пісаць
1325,besitzen::V,хицау уын,мець
1326,kaufen::V,балхӕнын,купіць
1327,verkaufen::V,уӕй кӕнын,прадаць
1328,bezahlen::V,бафидын,заплаціць
1329,zahlen::V,фидын,плаціць
1330,beherrschen::V,æлдариуæг кæнын,уладаць
1331,beherrschen::V,æлдариуæг кæнын,валодаць
1332,ertragen::V,бавзарын,выцерпець
1333,Leine::N,,павадок
1334,rauschen::V,,шастаць
1335,treten::V,,штурхаць
1336,verstehen::V,,пачуць
