,Concept_ID,br,vep
804,faulen::V,breinañ,traudäs
805,verfaulen::V,breinañ,hapata
806,reißen::V,darnaouiñ,rebita
807,versinken::V,sodellañ,upota
808,vergehen::V,tremen,mända
809,erscheinen::V,donet war-wel,ozutadas
810,verschwinden::V,monet diwar wel,hajeta
811,sinken::V,en em izelat,väheta
812,sinken::V,en em izelat,lasktas
813,abnehmen::V,nebeutaat,peneta
814,zunehmen::V,kreskiñ,ližaduda
815,steigen::V,sevel,nousta
816,wachsen::V,kreskiñ,kazda
817,glänzen::V,lugernañ,loštta
818,funkeln::V,elieniñ,hoštta
819,lärmen::V,rabotat,robaita
820,klirren::V,diridignat,biraita
821,klirren::V,sterlinkañ,biraita
822,brausen::V,gwegal,bruncta
823,rauschen::V,trouzal,šobaita
824,klingen::V,seniñ,heläita
825,bellen::V,harzhal,nutta
826,heulen::V,yudal,ulaita
827,blasen::V,c'hwezhañ,puhuda
828,pfeifen::V,c'hwitellat,pistta
829,pfeifen::V,c'hwitellat,vihelta
830,schreien::V,huchal,kirkta
831,schreien::V,huchal,kidastada
832,stöhnen::V,hirvoudiñ,ohkta
833,stöhnen::V,hirvoudiñ,voivotada
834,zittern::V,krenañ,säraita
835,leben::V,bevañ,eläda
836,geboren werden::V,genel,sünduda
837,atmen::V,tennañ e anal,henktä
838,trinken::V,evañ,joda
839,essen::V,debriñ,söda
840,schlucken::V,lonkañ,lainata
841,müde werden::V,skuizhañ,väzuda
842,müde werden::V,skuizhañ,šuštuda
843,einschlafen::V,menel kousket,uinota
844,schlafen::V,kousket,magata
845,schlafen::V,kousket,nukkuda
846,aufwachen::V,dihuniñ,heraštuda
847,aufstehen::V,sevel,nousta
848,sich erholen::V,diskuizhañ,lebaitas
849,krank werden::V,klañviñ,läžegata
850,krank sein::V,bezañ klañv,läžuda
851,schmerzen::V,skourjezañ,kibištada
852,husten::V,pasaat,rügda
853,husten::V,peudal,rügda
854,genesen::V,pareañ,tervehtuda
855,sterben::V,mervel,kolda
856,umkommen::V,perisañ,kolda
857,sich bewegen::V,bouljal,likkuda
858,sich rühren::V,fiñval,likahtada
859,sich rühren::V,fiñval,kubahtada
860,sich erheben::V,sevel,nousta
861,sich setzen::V,azezañ,išttas
862,sich setzen::V,mont en e goazez,išttas
863,hinfallen::V,kouezhañ,langeta
864,laufen::V,redek,kävuda
865,schreiten::V,kerzhet,astta
866,schreiten::V,kerzhet,haškta
867,spazierengehen::V,pourmen,kävelta
868,eilen::V,hastañ,kiruhtada
869,sich beeilen::V,hastañ,kiruhtada
870,sausen::V,karzhañ,fun'urta
871,rennen::V,redek,joksta
872,springen::V,lammat,hüptä
873,klettern::V,krimpat,libuda
874,schaukeln::V,brañsellat,čibuda
875,kriechen::V,skrampañ,ličtas
876,schwimmen::V,neuial,ujuda
877,tauchen::V,splujañ,čukautas
878,rudern::V,roeñvat,souta
879,fahren::V,kas,ajada
880,fahren::V,kas,ajelda
881,fahren::V,bleniañ,ajada
882,fahren::V,bleniañ,ajelda
883,fliegen::V,nijal,leta
884,gehen::V,mont,mända
885,gehen::V,mont,kävuda
886,weggehen::V,mont kuit,päzda
887,weggehen::V,mont kuit,lähtta
888,abfahren::V,mont kuit,tönduda
889,anhalten::V,chom a-sav,seižutadas
890,hineingehen::V,monet e-barzh,mända südäimehe
891,eintreten::V,monet e-barzh,tulda
892,kommen::V,dont,tulda
893,ankommen::V,erruout,tulda
894,zurückkommen::V,addonet,pörtas
895,bleiben::V,chom,jäda
896,warten::V,gortoz,varastada
897,erwarten::V,gortoz,varastada
898,suchen::V,klask,ectä
899,finden::V,kavout,löuta
900,versuchen::V,klask,ladida
901,versuchen::V,klask,rohkaita
902,vorbereiten::V,aozañ,vaumita
903,lieben::V,karout,armastada
904,mögen::V,karout,navedida
905,lachen::V,c'hoarzin,nagrda
906,rühren::V,tenerañ,likutada
907,weinen::V,gouelañ,itkta
908,schimpfen::V,krozal,laidas
909,schimpfen::V,krozal,pačatada
910,sich ärgern::V,fachañ,rändüda
911,sich ärgern::V,en em fachañ,rändüda
912,fliehen::V,tec'het,pageta
913,flüchten::V,tuzañ,pageta
914,flüchten::V,tuzañ,joksta
915,sehen::V,gwelet,nähta
916,anschauen::V,sellout ouzh,kacta
917,ansehen::V,sellout ouzh,kacta
918,hören::V,klevet,kulda
919,zuhören::V,selaou,kundeltas
920,probieren::V,blasa,mujada
921,riechen::V,klevet,rižada
922,fühlen::V,santout,mujada
923,scheinen::V,diskouez bezañ,näguda
924,zu sehen sein::V,bezañ gwelus,näguda
925,vernehmen::V,merzhañ,kulištada
926,frieren::V,anoued,kül'mdä
927,tun::V,ober,tehta
928,können::V,gouzout,voida
929,können::V,gouzout,mahtta
930,wollen::V,fellout da,himoita
931,wollen::V,fellout da,tahtoida
932,wollen::V,kaout c'hoant da,himoita
933,wollen::V,kaout c'hoant da,tahtoida
934,anfangen::V,kregiñ,zavottä
935,anfangen::V,kregiñ,augotada
936,beenden::V,achuiñ,loptä
937,aufhören::V,paouez,loptas
938,öffnen::V,digeriñ,avaita
939,schließen::V,serriñ,saubata
940,stellen::V,lakaat,panda
941,stellen::V,lakaat,seižutada
942,setzen::V,lakaat,ištutada
943,legen::V,lakaat,panda
944,berühren::V,touch,koskta
945,berühren::V,touch,käziduda
946,verbinden::V,eren,ühtenzoitta
947,bedecken::V,goloiñ,katta
948,bedecken::V,goloiñ,peitta
949,aufhängen::V,istribilhañ,riputada
950,anzünden::V,alumiñ,sütutada
951,anzünden::V,c'hwezzañ,sütutada
952,aufheben::V,dastum,leta
953,zurücklassen::V,lezel,jätta
954,verlieren::V,koll,kadotada
955,fallen lassen::V,laoskel,kirbotada
956,fallen lassen::V,lezel da gouezhel,kirbotada
957,machen::V,ober,säta
958,machen::V,ober,tehta
959,herstellen::V,fardañ,tehta
960,bauen::V,sevel,leta
961,bauen::V,sevel,sauda
962,reparieren::V,adaozañ,koheta
963,verbessern::V,gwellaat,paremboita
964,ändern::V,cheñch,vajehtada
965,graben::V,kleuzañ,kaida
966,graben::V,kleuzañ,čongoida
967,beugen::V,plegañ,koverta
968,biegen::V,krommañ,painda
969,drehen::V,treiñ,punotada
970,wenden::V,treiñ,käta
971,wenden::V,treiñ,kärauta
972,umdrehen::V,treiñ,käta
973,heben::V,sevel,leta
974,hochheben::V,sevel,libutada
975,ergreifen::V,kemer,tabata
976,halten::V,dalc'hen,pidada
977,drücken::V,bountañ,painda
978,schieben::V,poulzañ,žigutada
979,kratzen::V,skrabat,künstä
980,lecken::V,lipat,nolda
981,beißen::V,kregiñ,purda
982,beißen::V,kregiñ,hambastada
983,abreißen::V,diframmañ,ratketa
984,abschneiden::V,troc'hañ,čapata
985,abschneiden::V,troc'hañ,leikata
986,binden::V,stagañ,sidoda
987,stecken::V,sankañ,čokaita
988,brechen::V,darnaouiñ,katkaita
989,klopfen::V,skoiñ,kolkotada
990,hauen::V,dornañ,löda
991,kleben::V,pegañ,klejata
992,reiben::V,taravat,hosta
993,reiben::V,taravat,törkita
994,reiben::V,taravat,jorotada
995,reiben::V,trekiñ,hosta
996,reiben::V,trekiñ,törkita
997,reiben::V,trekiñ,jorotada
998,streichen::V,toazañ,voita
999,schleifen::V,lemmañ,hijoida
1000,schleifen::V,lemmañ,teravzoitta
1001,schneiden::V,troc'hañ,leikata
1002,rütteln::V,tordorosañ,heilutada
1003,schütteln::V,hejañ,pudištada
1004,schütten::V,diskargañ,valada
1005,füllen::V,kargañ,täutta
1006,einwickeln::V,gronnañ,kärdä
1007,tragen::V,dougen,kantta
1008,tragen::V,dougen,kandišta
1009,schleppen::V,stlejal,vedätada
1010,ziehen::V,sachañ,vedada
1011,aufbewahren::V,miret,kaita
1012,werfen::V,teuler,čuta
1013,werfen::V,teuler,tactä
1014,fangen::V,tapañ,püta
1015,packen::V,krapat,tabata
1016,verstecken::V,kuzhat,peitta
1017,teilen::V,rannañ,jagada
1018,schicken::V,kas,oigeta
1019,bringen::V,degas,veda
1020,hinzufügen::V,lakat ouzhpenn,ližata
1021,bekommen::V,kaout,sada
1022,erhalten::V,kaout,sada
1023,nehmen::V,kemer,otta
1024,wählen::V,choaz,valita
1025,auswählen::V,dibab,valita
1026,bewahren::V,mirout,kaita
1027,behindern::V,diaezañ,telustada
1028,verderben::V,lovrañ,travida
1029,beschädigen::V,gwallegañ,satatada
1030,zerbrechen::V,torriñ,mureta
1031,zerreißen::V,diroegiñ,rebitada
1032,zerstören::V,distrujañ,mureta
1033,verbrennen::V,deviñ,poltta
1034,geben::V,reiñ,antta
1035,schenken::V,donezonañ,lahjoita
1036,versprechen::V,prometiñ,toivotada
1037,wünschen::V,hetiñ,toivotada
1038,loben::V,feurmiñ,kitta
1039,küssen::V,pokat,tervehtada
1040,wiegen::V,pouezañ,likutada
1041,zudecken::V,goloiñ,katta
1042,wecken::V,dihuniñ,noustatada
1043,zeigen::V,diskouez,ozutada
1044,führen::V,kas,astutada
1045,lehren::V,deskiñ,opeta
1046,unterrichten::V,kelenn,opeta
1047,leiten::V,bleinañ,ohjata
1048,antreiben::V,poulzañ,rigehtoitta
1049,lassen::V,leuskel,käskta
1050,einladen::V,pediñ,kucta
1051,vereinigen::V,unisañ,ühtenzoitta
1052,besuchen::V,gweladenniñ,rižada
1053,treffen::V,kejal,vastata
1054,treffen::V,ankontrañ,vastata
1055,sich versammeln::V,bodennañ,kägeta
1056,sich versammeln::V,bodennañ,sätas
1057,spielen::V,c'hoari,väta
1058,singen::V,kanañ,pajatada
1059,tanzen::V,dañsal,kargaita
1060,sich trennen::V,dispartiañ,erigata
1061,verlassen::V,lezel,jätta
1062,retten::V,saveteiñ,päzutada
1063,bewachen::V,mesa,varjoita
1064,schützen::V,diwall,kaita
1065,verteidigen::V,difenn,kaita
1066,sich schlagen::V,lopañ,torata
1067,siegen::V,trec'hiñ,vägestada
1068,ärgern::V,hegasiñ,verdutada
1069,ärgern::V,hegasiñ,rändütada
1070,schlagen::V,skeiñ,löda
1071,schlagen::V,skeiñ,iškta
1072,treten::V,botaouiñ,peksta
1073,treten::V,botaouiñ,topsta
1074,stechen::V,pikat,pystiä
1075,stoßen::V,stokañ,iškta
1076,stoßen::V,stokañ,pudištada
1077,stehlen::V,laerezh,vargastada
1078,stören::V,direnkañ,keskustada
1079,belästigen::V,dregasiñ,tartuteldas
1080,verbergen::V,skoachañ,katelda
1081,täuschen::V,tromplañ,manitada
1082,betrügen::V,lorbañ,manitada
1083,töten::V,lazhañ,rikta
1084,töten::V,lazhañ,surmita
1085,wohnen::V,bezañ o chom,eläda
1086,arbeiten::V,labourat,rata
1087,sammeln::V,dastum,kogota
1088,pflücken::V,kuntuilhañ,poimda
1089,jagen::V,chaseal,mecata
1090,fischen::V,pesketa,kalatada
1091,fassen::V,pakañ,tabata
1092,hüten::V,geota,paimeta
1093,anbinden::V,stagañ,küttestada
1094,anbinden::V,stagañ,sidoda
1095,füttern::V,boueta,sötta
1096,melken::V,goro,lüpsta
1097,hacken::V,difrakal,sauda
1098,gießen::V,dourañ,valada
1099,reifen::V,azviñ,küpseta
1100,zubereiten::V,keginañ,vaumištada
1101,kochen::V,poazhañ,keitta
1102,backen::V,fritañ,paštta
1103,braten::V,rostañ,žarda
1104,stricken::V,stammañ,kudoda
1105,nähen::V,gwriat,ombelta
1106,färben::V,livañ,mujutada
1107,reinigen::V,naetañ,puhtastada
1108,waschen::V,gwalc'hiñ,pesta
1109,abwischen::V,torchañ,pühktä
1110,spülen::V,disgwalc'hiñ,huhtoida
1111,fegen::V,skubañ,pühkta
1112,kehren::V,skubañ,uhoita
1113,baden::V,kouronkañ,kül'ptäs
1114,sich waschen::V,en em walc'hiñ,pestas
1115,sich anziehen::V,gwiskañ,sobdas
1116,kämmen::V,kribat,harjata
1117,schmücken::V,kinklañ,čomitada
1118,sagen::V,larêt,sanuda
1119,sagen::V,lavaret,sanuda
1120,sprechen::V,komz,pagišta
1121,reden::V,kaozeal,pagišta
1122,sich unterhalten::V,balbotal,lodaita
1123,fragen::V,goulenn,küzuda
1124,bitten::V,goulenn,pakita
1125,erzählen::V,kontañ,sanuda
1126,erzählen::V,kontañ,starinoita
1127,mitteilen::V,kemenn,tedotada
1128,nennen::V,anviñ,nimitada
1129,rufen::V,gelver,kucta
1130,prahlen::V,fougeal,kittäs
1131,übersetzen::V,treiñ,käta
1132,denken::V,soñjal,meletada
1133,glauben::V,krediñ,uskta
1134,bemerken::V,apresevañ,homaita
1135,erkennen::V,anavout,tundištada
1136,begreifen::V,meizañ,tabata
1137,verstehen::V,kompren,el'geta
1138,verstehen::V,kompren,toimetada
1139,lernen::V,deskiñ,opetas
1140,wissen::V,gouzout,teta
1141,sich erinnern an::V,kaout soñj e,johtutada
1142,vergessen::V,ankouaat,unohtada
1143,messen::V,muzuliañ,märita
1144,zählen::V,kontañ,lugeda
1145,rechnen::V,jedañ,lugeda
1146,lesen::V,lenn,lugeda
1147,malen::V,livañ,pirta
1148,zeichnen::V,tresañ,pirta
1149,schreiben::V,skrivañ,kirjutada
1150,besitzen::V,kaout,omištada
1151,kaufen::V,prenañ,ostta
1152,verkaufen::V,gwerzhañ,möda
1153,bezahlen::V,paeañ,maksta
1154,zahlen::V,paeañ,maksta
1155,beherrschen::V,mestroniañ,valdoita
1156,ertragen::V,anduriñ,tirpta
1157,Grube::N,,kop
1158,Spur::N,,jäl'g
1159,Lehm::N,,savi
1160,Laut::N,,kulund
1161,Winkel::N,,čoga
1162,Winkel::N,,saum
1163,Lagerfeuer::N,,nodj
1164,Lagerfeuer::N,,pažag
1165,vergebens::ADV,,uhtei
1166,untergehen[Sonne]::V,,lasktas
1167,läuten::V,,judaita
1168,klingeln::V,,kelotada
1169,sich fürchten::V,,varaita
1170,fürchten::V,,varaita
1171,gelingen::V,,lähtta
1172,gelingen::V,,tehtas
1173,geraten::V,,tulda
1174,schwenken::V,,maihutada
1175,reichen::V,,antta
1176,aufziehen::V,,kazvatada
1177,schießen::V,,ampta
1178,treiben::V,,ajada
1179,umrühren::V,,segoitada
1180,ausziehen::V,,riičta
1181,ausziehen::V,,rušta
1182,anziehen::V,,panda päle
1183,anziehen::V,,panda kädehe
1184,anziehen::V,,panda jaugha
