,Concept_ID,mdf,it
252,Eltern::N,тя́дят-а́лят,genitori
253,Vater::N,аля,padre
254,Mutter::N,ава,madre
255,Mutter::N,тядя,madre
256,Sohn::N,цёра,figlio
257,Tochter::N,стирь,figlia
258,Bruder::N,дуган,fratello
259,Bruder::N,пяльне,fratello
260,Schwester::N,ака,sorella
261,Schwester::N,сазор,sorella
262,Onkel::N,оця,zio
263,Onkel::N,патя,zio
264,Onkel::N,щеня́,zio
265,Tante::N,ака,zia
266,Tante::N,щака,zia
267,Ehemann::N,мирде,marito
268,Ehefrau::N,ърьвя́,moglie
269,Freude::N,ке́нярдема,gioia
270,Freude::N,ке́нярдема,piacere
271,Gelächter::N,рахсема,risata
272,Glück::N,паваз,felicità
273,Kummer::N,ризф,afflizione
274,Kummer::N,пичефкс,afflizione
275,Wunsch::N,мяль,desiderio
276,Wunsch::N,таколдома,desiderio
277,Lust::N,таколдома,voglia
278,Geist::N,вайме,mente
279,Geist::N,вайме,spìrito
280,Gedanke::N,мяль,idea
281,Gedanke::N,мяль,pensiero
282,Gedächtnis::N,прявий,memoria
283,Verstand::N,прявий,intelletto
284,Sinn::N,ён,senso
285,Sinn::N,ён,significato
286,Grund::N,туфта́л,causa
287,Grund::N,туфта́л,motivo
288,Grund::N,туфта́л,ragione
289,Wahrheit::N,ви́де,verità
290,Wahrheit::N,видеши́,verità
291,Gespräch::N,корхтама,discorso
292,Gespräch::N,корхтама,conversazione
293,Märchen::N,ёфкс,fiaba
294,Märchen::N,ёфкс,fàvola
295,Erzählung::N,азкс,racconto
296,Erzählung::N,азкс,narrazione
297,Nachricht::N,куля́,messaggio
298,Neuigkeit::N,куля́,notizia
299,Name::N,лем,nome
300,Rätsel::N,со́дама ёфкс,indovinello
301,Rede::N,вал,discorso
302,Rede::N,корхтама,discorso
303,Sprache::N,кяль,lingua
304,Sprache::N,кяль,linguaggio
305,Stimme::N,вайгяль,voce
306,Wort::N,вал,parola
307,Zeichen::N,тя́ште,segno
308,Zeichen::N,тя́ште,segnale
309,Zeichen::N,тя́штькс,segno
310,Zeichen::N,тя́штькс,segnale
311,Ruf::N,тердема,chiamata
312,Lärm::N,гайф,chiasso
313,Lärm::N,гайф,strèpito
314,Lärm::N,жалакодома,chiasso
315,Lärm::N,жалакодома,strèpito
316,Laut::N,вайгяль,suono
317,Ton::N,вайгяль,tono
318,Lied::N,мора,canto
319,Lied::N,мора,canzone
320,Ruhe::N,сетьме,calma
321,Ruhe::N,сетьме,tranquillità
322,Leute::N,ломатть,gente
323,Volk::N,наро́д,pòpolo
324,Arbeit::N,тев,lavoro
325,Gast::N,и́нжи,òspite
326,Gast::N,и́нжи,invitato
327,Gast::N,ко́нак,òspite
328,Gast::N,ко́нак,invitato
329,Geschenk::N,казне,regalo
330,Spiel::N,налхкома,gioco
331,Spiel::N,налхксема,gioco
332,Gesellschaft::N,кружок,compagnìa
333,Hilfe::N,лездома,aiuto
334,Hilfe::N,лездома,soccorso
335,Freund::N,я́лга,amico
336,Kamerad::N,я́лга,camerata
337,Angelegenheit::N,тев,affare
338,Angelegenheit::N,тев,faccenda
339,Anzahl::N,лувкс,nùmero
340,Anzahl::N,лувкс,quantità
341,Art::N,вид,tipo
342,Art::N,вид,specie
343,Stück::N,пакш,pezzo
344,Teil::N,часть,parte
345,Teil::N,пялькс,parte
346,Hälfte::N,пяле,metà
347,Kreis::N,шаркс,cìrcolo
348,Kreuz::N,крёз,croce
349,Linie::N,межа,lìnea
350,Linie::N,китькс,lìnea
351,Strich::N,межа,tratto
352,Abstand::N,ётка,distanza
353,Entfernung::N,ётка,distanza
354,Entfernung::N,ётка,lontananza
355,Gegend::N,ва́ста,regione
356,Gegend::N,перьфпя́ль,regione
357,Platz::N,ва́ста,posto
358,Platz::N,ва́ста,spazio
359,Ort::N,ва́ста,luogo
360,Ort::N,ва́ста,località
361,Seite::N,пяле,lato
362,Seite::N,пяле,parte
363,Mitte::N,кучка́,mezzo
364,Mitte::N,кучка́,centro
365,Gegenstand::N,веща,oggetto
366,Sache::N,тев,cosa
367,Sache::N,веща,cosa
368,Rand::N,пе,orlo
369,Rand::N,пе,bordo
370,Kante::N,и́рдез,spìgolo
371,Ecke::N,ужа,canto
372,Spitze::N,пря,punta
373,Ende::N,пе,capo
374,Ende::N,пе,estremità
375,Loch::N,варя,buco
376,Winkel::N,ужа,àngolo
377,Muster::N,сёрма,disegno
378,Größe::N,серь,taglia
379,Größe::N,серь,grandezza
380,Länge::N,кува́лма,lunghezza
381,Höhe::N,серь,altezza
382,Gewicht::N,сталма,peso
383,Menge::N,лувкс,quantità
384,Haufen::N,мар,cùmulo
385,Haufen::N,мар,mucchio
386,Reihe::N,ряд,fila
387,Boot::N,венеж,barca
388,Boot::N,венеж,battello
389,Ruder::N,миле,remo
390,Schlitten::N,ну́рда,slitta
391,Ski::N,сокс,sci
392,Lagerfeuer::N,то́лмар,falò
393,Lagerfeuer::N,то́лмар,fuoco di bivacco
394,Last::N,канкс,càrico
395,Last::N,сталма,càrico
396,Gang::N,молема,andata
397,Schritt::N,аськолкс,passo
398,Norden::N,якшама шире,nord
399,Norden::N,якшама шире,settentrione
400,Süden::N,ля́мбе ши́ре,sud
401,Süden::N,ля́мбе ши́ре,meridione
402,Westen::N,ши валгома шире,òvest
403,Westen::N,ши валгома шире,occidente
404,Osten::N,шинь стяма шире,est
405,Osten::N,шинь стяма шире,oriente
406,Holz::N,вирь,legno
407,Holz::N,шуфта,legno
408,Brett::N,лавця,asse
409,Brett::N,лавця,tàvola
410,Platte::N,плита́,lastra
411,Platte::N,плита́,piastra
412,Stütze::N,неже,supporto
413,Stange::N,олга,sbarra
414,Stange::N,олга,pèrtica
415,Stock::N,байдек,verga
416,Stock::N,байдек,bastone
417,Stock::N,байдек,bacchetta
418,Stab::N,олгоня,asta
419,Rohr::N,турама,tubo
420,Haus::N,куд,casa
421,Heim::N,куд,casa
422,Ofen::N,пянакуд,stufa
423,Fußboden::N,кия́кс,pavimento
424,Tisch::N,шра,tàvolo
425,Tisch::N,моркш,tàvolo
426,Stuhl::N,стул,sedia
427,Wiege::N,нюря́м,culla
428,Bett::N,ацам,letto
429,Regal::N,лавцяланга,scaffale
430,Kiste::N,парга,cassa
431,Fenster::N,валмья,finestra
432,Tür::N,кенкш,porta
433,Tor::N,ортат,portone
434,Zaun::N,перяфкс,recinto
435,Dach::N,кудпря,tetto
436,Leiter::N,куцема,scala
437,Leiter::N,куцема,scala a pioli
438,Besen::N,тяльме,scopa
439,Spaten::N,ка́йме,vanga
440,Schaufel::N,ко́поня,pala
441,Schaufel::N,ця́рдом,pala
442,Gabel::N,ця́нгоня,forchetta
443,Löffel::N,куцю,cucchiaio
444,Messer::N,пеель,coltello
445,Nagel::N,эска,chiodo
446,Haken::N,кя́чказ,uncino
447,Griff::N,недь,mànico
448,Griff::N,недь,maniglia
449,Griff::N,кунда́мка,mànico
450,Griff::N,кунда́мка,maniglia
451,Schloss::N,замо́к,serratura
452,Bild::N,карти́на,quadro
453,Bild::N,карти́на,immàgine
454,Figur::N,ронга-понда,figura
455,Puppe::N,ня́ка,bàmbola
456,Beutel::N,кяскав,borsa
457,Beutel::N,кяскав,sacchetto
458,Bündel::N,кярьме,fascio
459,Bündel::N,кярьме,fagotto
460,Tasche::N,кошяльня,borsa
461,Eimer::N,ве́дарка,secchio
462,Deckel::N,тавадкс,coperchio
463,Deckel::N,вельхкс,coperchio
464,Geschirr::N,кядьге,stoviglie
465,Sack::N,кяскав,sacco
466,Tasse::N,ша́ваня,tazza
467,Topf::N,кавозь,pèntola
468,Kessel::N,сргавозь,paiolo
469,Kessel::N,сргавозь,calderone
470,Essen::N,ярхцама,pasto
471,Essen::N,ярхцама,mangiare
472,Nahrung::N,ярхцампяль,cibo
473,Nahrung::N,ярхцампяль,alimento
474,Speise::N,ярхцама,piatto
475,Fleisch::N,пал,carne
476,Fleisch::N,сиволь,carne
477,Getreide::N,сёра,cereali
478,Brei::N,ям,purè
479,Brei::N,ям,pappa
480,Brot::N,кши,pane
481,Scheibe::N,кочам,fetta
482,Scheibe::N,кочам,trancia
483,Fett::N,куя́,grasso
484,Butter::N,вай,burro
485,Öl::N,вай,olio
486,Salz::N,сал,sale
487,Suppe::N,шонгарям,zuppa
488,Suppe::N,шонгарям,minestra
489,Suppe::N,коршампяль,zuppa
490,Suppe::N,коршампяль,minestra
491,Honig::N,медь,miele
492,Milch::N,лофца,latte
493,Tee::N,чай,tè
494,Leder::N,кедь,pelle
495,Wolle::N,пона,lana
496,Stoff::N,котф,panno
497,Stoff::N,котф,tessuto
498,Nadel::N,салмокс,ago
499,Faden::N,сюре,filo
500,Knopf::N,пуня,bottone
501,Knoten::N,сюлма,nodo
502,Farbe::N,архтомбяль,pittura
503,Kleidung::N,щам,vestiti
504,Kleidung::N,щам,vestiario
505,Hemd::N,па́нар,camicia
506,Kragen::N,сиве,bàvero
507,Kragen::N,сиве,colletto
508,Ärmel::N,ожа,mànica
509,Hose::N,понкст,calzoni
510,Gürtel::N,каркс,cintura
511,Mütze::N,вазь,berretto
512,Schuh::N,башма́к,scarpa
513,Stiefel::N,кя́ме,stivale
514,Ring::N,суркс,anello
515,Band::N,керькс,nastro
516,Band::N,керькс,fettuccia
517,Band::N,лента,nastro
518,Band::N,лента,fettuccia
519,Kamm::N,сюрьхцем,pèttine
520,Spiegel::N,ванома,specchio
521,Riemen::N,шнань каркс,cinghia
522,Schnur::N,пикс,corda
523,Schnur::N,карькскя,corda
524,Leine::N,вядьме,guinzaglio
525,Decke::N,вельхкс,coperta
526,Kissen::N,тоду,cuscino
527,Kissen::N,тоду,guanciale
528,Tuch::N,руця́,fazzoletto
529,Handtuch::N,на́рдама,asciugamano
530,Kraft::N,вий,forza
531,Stärke::N,вииши,forza
532,Stärke::N,вииши,vigore
533,Stärke::N,вииши,fortezza
534,Gesundheit::N,шумбраши́,salute
535,Krankheit::N,урма́,malattìa
536,Krankheit::N,сярядема,malattìa
537,Schmerz::N,маряма,dolore
538,Wunde::N,керф,piaga
539,Wunde::N,керф,ferita
540,Fieber::N,маштыкс,febbre
541,Arznei::N,надо́бья,fàrmaco
542,Arznei::N,надо́бья,medicina
543,Arznei::N,пъчка́фтома,fàrmaco
544,Arznei::N,пъчка́фтома,medicina
545,Brücke::N,седь,ponte
546,Brunnen::N,эши,pozzo
547,Weide::N,ванома васта,pàscolo
548,Pfad::N,ян,sentiero
549,Pfad::N,киня́,sentiero
550,Weg::N,ки,via
551,Weg::N,ки,cammino
552,Straße::N,ки,strada
553,Dorf::N,веле,paese
554,Dorf::N,веле,villaggio
555,Stadt::N,ош,città
556,Brief::N,сёрма,lèttera
557,Buch::N,книга,libro
558,Buchstabe::N,бу́ква,lèttera
559,Zeitung::N,газе́та,giornale
560,Leben::N,эряф,vita
561,Leben::N,эряма,vita
562,Tod::N,кулома́,morte
563,Grab::N,калма,tomba
564,Grab::N,калма,sepolcro
565,Kirche::N,це́рькав,chiesa
566,Sünde::N,пежеть,peccato
567,Sünde::N,муворкс,peccato
568,Gott::N,шкай,dio
569,Arbeiter::N,трудендай,operaio
570,Arbeiter::N,трудендай,lavoratore
571,Arbeiter::N,работник,operaio
572,Arbeiter::N,работник,lavoratore
573,Chef::N,азор,capo
574,Chef::N,азор,padrone
575,Chef::N,оцюня,capo
576,Chef::N,оцюня,padrone
577,Meister::N,мастяр,mastro
578,Meister::N,мастяр,maestro
579,Arzt::N,врач,mèdico
580,Arzt::N,врач,dottore
581,Arzt::N,доктор,mèdico
582,Arzt::N,доктор,dottore
583,Lehrer::N,учи́тель,professore
584,Geld::N,ярмакт,soldi
585,Geld::N,ярмакт,denaro
586,Geschäft::N,ладяфкс,affare
587,Geschäft::N,ладяфкс,negozio
588,Geschäft::N,ладяф тев,affare
589,Geschäft::N,ладяф тев,negozio
590,Laden::N,ла́вка,negozio
591,Preis::N,питне,prezzo
592,Ware::N,миф,merce
593,Ware::N,ра́маф,merce
594,Nutzen::N,пара,ùtile
595,Nutzen::N,пара,profitto
596,Nutzen::N,лезкс,ùtile
597,Nutzen::N,лезкс,profitto
598,Reichtum::N,ко́зяши,ricchezza
599,Welt::N,свет,mondo
600,Land::N,мастор,paese
601,Staat::N,государства,Stato
602,König::N,король,re
603,Macht::N,азорондама,potere
604,Macht::N,азорксши,potere
605,Grenze::N,ёткаян,confine
606,Grenze::N,ёткаян,frontiera
607,Krieg::N,война́,guerra
608,Feind::N,душман,nemico
609,Feind::N,каршек тюри,nemico
610,Gewalt::N,наругама,violenza
611,Kampf::N,тюрема́,lotta
612,Bogen[Waffe]::N,нал,arco
613,Pfeil::N,нал,freccia
614,Gewehr::N,винто́вка,fucile
615,Fehler::N,эльбядькс,errore
616,Fehler::N,эльбядькс,sbaglio
617,Lüge::N,васькафнема,bugìa
618,Lüge::N,васькафнема,menzogna
619,Schaden::N,зия́н,danno
620,Unglück::N,зия́н,sfortuna
621,Schuld::N,муворши,colpa
622,Alter::N,эряф кизот,età
623,Alter::N,эряфонь пинге,età
624,Schluss::N,пе,fine
625,Zeit::N,пинге,tempo
626,Tag::N,ши,giorno
627,Tag::N,ши,giornata
628,Morgen::N,шобдава,mattina
629,Mittag::N,шикучка,mezzogiorno
630,Abend::N,иля́дь,sera
631,Abend::N,иля́дь,serata
632,Nacht::N,ве,notte
633,Woche::N,недя́ля,settimana
634,Monat::N,ков,mese
635,Jahr::N,киза,anno
636,Frühling::N,тунда́,primavera
637,Sommer::N,киза,estate
638,Herbst::N,сёксе,autunno
639,Winter::N,тяла,inverno
640,Januar::N,кельмеков,gennaio
641,Februar::N,уфайков,febbraio
642,März::N,марайков,marzo
643,April::N,шудиков,aprile
644,Mai::N,панжиков,maggio
645,Juni::N,лямбеков,giugno
646,Juli::N,псиков,luglio
647,August::N,сёроньков,agosto
648,September::N,тюжягов,settembre
649,Oktober::N,кельмазаков,ottobre
650,November::N,эйндамков,novembre
651,Dezember::N,кучкаков,dicembre
652,Montag::N,одговши,lunedì
653,Dienstag::N,ша́вши,martedì
654,Mittwoch::N,вержи,mercoledì
655,Donnerstag::N,шува́ланя,giovedì
656,Freitag::N,пя́денця,venerdì
657,Samstag::N,ёткши,sàbato
658,Sonntag::N,таргоши,domenica
659,groß::A,оцю,grande
660,klein::A,ёмла,pìccolo
661,lang::A,кува́ка,lungo
662,kurz::A,нюрьхкя́ня,corto
663,breit::A,кели,largo
664,schmal::A,тяйня,stretto
665,dicht::A,сиде,denso
666,dicht::A,туста,denso
667,dick[Gegenstand]::A,эчке,spesso
668,dünn::A,шува́ня,sottile
669,fein::A,шува́ня,fine
670,fein::A,шува́ня,delicato
671,fest::A,кеме,sodo
672,fest::A,кеме,fisso
673,flach::A,лапш,piano
674,flach::A,лапш,piatto
675,glatt::A,вадяв,liscio
676,glatt::A,такор,liscio
677,hart::A,калгода,duro
678,weich::A,ляпе,molle
679,rund::A,кру́глай,rotondo
680,spitz::A,ботаз,aguzzo
681,spitz::A,ботаз,appuntito
682,spitz::A,оржа,aguzzo
683,spitz::A,оржа,appuntito
684,scharf::A,оржа,affilato
685,scharf::A,оржа,tagliente
686,stumpf::A,ношка,smussato
687,schwer::A,стака,pesante
688,schön::A,мазы,bello
689,heiß::A,пси,caldo
690,heiß::A,пси,bollente
691,warm::A,лямбе,caldo
692,kalt::A,кельме,freddo
693,kühl::A,эше,fresco
694,frisch::A,свежай,fresco
695,feucht::A,летьке,ùmido
696,nass::A,начка,bagnato
697,trocken::A,коське,secco
698,voll::A,пяшксе,pieno
699,leer::A,шава,vuoto
700,offen::A,панжада,aperto
701,offen::A,виде,aperto
702,geschlossen::A,пякстаф,chiuso
703,geschlossen::A,сёлгф,chiuso
704,sauber::A,ару,netto
705,sauber::A,ару,pulito
706,schmutzig::A,рда́зу,sporco
707,schmutzig::A,рда́зу,sùdicio
708,schmutzig::A,пя́ндра,sporco
709,schmutzig::A,пя́ндра,sùdicio
710,roh::A,верок,crudo
711,reif::A,ке́нерьф,maturo
712,lecker::A,танцти,ghiotto
713,lecker::A,танцти,squisito
714,süß::A,ламбама,dolce
715,bitter::A,сяпи,amaro
716,sauer::A,шапама,aspro
717,sauer::A,шапама,acerbo
718,hell::A,валда,chiaro
719,dunkel::A,шобда,buio
720,dunkel::A,шобда,oscuro
721,schwarz::A,равжа,nero
722,weiß::A,акша,bianco
723,rot::A,якстерь,rosso
724,gelb::A,тюжя́,giallo
725,blau::A,сенем,blu
726,blau::A,сенем,azzurro
727,grün::A,пиже,verde
728,grün::A,сянгяря,verde
729,grau::A,уле,grigio
730,bunt::A,сёрмав,variopinto
731,billig::A,у́цез,a buon prezzo
732,billig::A,у́цез,a buon mercato
733,billig::A,аф пи́тни,a buon prezzo
734,billig::A,аф пи́тни,a buon mercato
735,teuer::A,пи́тни,caro
736,wertvoll::A,питни,prezioso
737,blind::A,сокор,cieco
738,taub::A,пярав,sordo
739,kräftig::A,пяк вии,forte
740,kräftig::A,пяк вии,robusto
741,stark::A,вии,forte
742,stark::A,вии,vigoroso
743,schwach::A,лафча,dèbole
744,fett::A,куя́,grasso
745,schlank::A,виде ронга,snello
746,schlank::A,виде ронга,slanciato
747,hübsch::A,мазы,bello
748,hübsch::A,мазы,carino
749,böse::A,кяжи,cattivo
750,dumm::A,аф ёню,stùpido
751,dumm::A,шава пря,stùpido
752,faul::A,нола,pigro
753,fleißig::A,ку́лхцонды,diligente
754,geizig::A,кирьжя,avaro
755,geizig::A,жаднай,avaro
756,klug::A,ёню,intelligente
757,klug::A,пря́ви,intelligente
758,geschickt::A,маштозь тиф,àbile
759,lieb::A,цебярь,caro
760,lustig::A,ра́хси,gaio
761,lustig::A,ра́хси,allegro
762,sanft::A,сетьме,dolce
763,hungrig::A,вача,affamato
764,hungrig::A,вачеда,affamato
765,krank::A,сяряди,malato
766,krank::A,сяряди,infermo
767,nackt::A,штада,nudo
768,nackt::A,кърхтапа,nudo
769,traurig::A,ла́жнай,triste
770,lebendig::A,эряй,vivo
771,gut::A,пара,buono
772,gut::A,цебярь,buono
773,schlecht::A,кальдяв,cattivo
774,richtig::A,виде,giusto
775,schlimm::A,кальдяв,grave
776,wahr::A,афкуксонь,vero
777,alt::A,ташта,vecchio
778,neu::A,од,nuovo
779,ehemalig::A,и́нгольдень,vecchio
780,ehemalig::A,и́нгольдень,d'una_volta
781,alt[Lebewesen]::A,сире,anziano
782,jung::A,од,giovane
783,arm::A,а́шу,pòvero
784,reich::A,козя,ricco
785,bekannt::A,содаф,noto
786,bekannt::A,содаф,conosciuto
787,berühmt::A,содавикс,famoso
788,berühmt::A,содавикс,cèlebre
789,fremd::A,лия,estràneo
790,fremd::A,лия,straniero
791,fremd::A,аф содаф,estràneo
792,fremd::A,аф содаф,straniero
793,verschieden::A,аф фкя ла́цонь,diverso
794,verschieden::A,аф фкя ла́цонь,differente
795,nah::A,мала,vicino
796,nah::A,мала,propinquo
797,nah::A,аф ичкоздень,vicino
798,nah::A,аф ичкоздень,propinquo
799,fern::A,и́чкоздень,lontano
800,fern::A,куна́рдонь,lontano
801,linker::A,кержи,sinistro
802,rechter::A,види,destro
