,Concept_ID,be,ce
790,sinken::V,спадаць,лахдала
791,abnehmen::V,паменшыцца,
792,zunehmen::V,павялічвацца,лакхадала
793,steigen::V,паднімацца,хьаладала
794,wachsen::V,расці,кхиа
795,glänzen::V,блішчаць,лепа
796,funkeln::V,бліскаць,къега
797,lärmen::V,шумець,гӏовгӏаян
798,läuten::V,званіць,детта
799,klingeln::V,званіць,дека
800,klirren::V,бразгаць,дека
801,brausen::V,бушаваць,хьаьдда даха
802,rauschen::V,шастаць,леста
803,klingen::V,гучаць,дека
804,bellen::V,брахаць,лета
805,heulen::V,выць,угӏа
806,blasen::V,дзьмухнуць,хӏуп баха
807,pfeifen::V,свістаць,шок етта
808,schreien::V,крычаць,мохь бетта
809,stöhnen::V,стагнаць,узарш дан
810,zittern::V,дрыжаць,дега
811,leben::V,жыць,даха
812,geboren werden::V,нарадзіцца,хила
813,atmen::V,дыхаць,садеӏа
814,trinken::V,піць,мала
815,essen::V,есці,кхалла
816,schlucken::V,глытаць,къурдбан
817,müde werden::V,стаміцца,кӏаддала
818,einschlafen::V,заснуць,наб кхета
819,schlafen::V,спаць,вижа
820,schlafen::V,спаць,наб ян
821,schlafen::V,спаць,дижина хила
822,aufwachen::V,рассыпацца,самадала
823,aufstehen::V,устаць,гӏатта
824,sich erholen::V,адпачываць,садаӏа
825,krank werden::V,захварэць,цомгуш хила
826,krank sein::V,хварэць,цомгуш хила
827,schmerzen::V,балець,лаза
828,schmerzen::V,балець,ӏийжа
829,husten::V,кашляць,йовхарш етта
830,genesen::V,паправіцца,тадала
831,genesen::V,паздаравець,тадала
832,sterben::V,памерці,дала
833,umkommen::V,загінуць,хӏаллакхила
834,sich bewegen::V,рухацца,лела
835,sich rühren::V,варушыцца,меттахъхьен
836,sich erheben::V,устаць,хьалагlатта
837,sich setzen::V,сесці,хаа
838,hinfallen::V,упасці,дожа
839,hinfallen::V,упасці,охьакхета
840,laufen::V,хадзіць,вада
841,laufen::V,хадзіць,хьада
842,schreiten::V,шагаць,болар дан
843,schreiten::V,шагаць,ког баккха
844,schreiten::V,крочыць,болар дан
845,schreiten::V,крочыць,ког баккха
846,spazierengehen::V,гуляць,доладала
847,eilen::V,спяшацца,сихдала
848,sich beeilen::V,спяшацца,сихдала
849,sausen::V,імчацца,
850,rennen::V,бегаць,дада
851,springen::V,скакаць,ирхкхийсадала
852,klettern::V,лазіць,тӏедийла
853,schaukeln::V,гайдацца,техко
854,kriechen::V,поўзаць,такха
855,schwimmen::V,плаваць,некадан
856,tauchen::V,ныраць,чулелха
857,rudern::V,веславаць,дига лело
858,rudern::V,веславаць,кема лело
859,fahren::V,ехаць,хахка
860,fliegen::V,лятаць,тӏемадала
861,gehen::V,ісці,лeла
862,weggehen::V,пайсці,дӏадаха
863,abfahren::V,адʼяжджаць,дӏадаха
864,anhalten::V,спыніцца,саца
865,anhalten::V,затрымацца,саца
866,hineingehen::V,уваходзіць,чудала
867,eintreten::V,увайсці,чудала
868,kommen::V,прыйсці,кхача
869,kommen::V,прыйсці,дӏакхача
870,kommen::V,прыйсці,схьакхача
871,ankommen::V,прыбыць,кхача
872,ankommen::V,прыбыць,схьакхача
873,zurückkommen::V,вярнуцца,юхада
874,bleiben::V,застацца,диса
875,warten::V,чакаць,хьежа
876,warten::V,чакаць,cобар дан
877,erwarten::V,чакаць,хьоьжуш ӏан
878,suchen::V,шукаць,леха
879,finden::V,знайсці,каро
880,versuchen::V,прабаваць,дан хьажа
881,vorbereiten::V,падрыхтаваць,кечъян
882,lieben::V,кахаць,деза
883,mögen::V,любіць,безамхила
884,lachen::V,смяяцца,дела
885,rühren::V,расчуліць,хьедан
886,weinen::V,плакаць,делха
887,schimpfen::V,лаяцца,чехо
888,sich ärgern::V,сердаваць,оьгӏазъэха
889,sich fürchten::V,баяцца,кхера
890,fürchten::V,баяцца,кхера
891,fliehen::V,уцякаць,дӏадада
892,flüchten::V,уцячы,дӏадада
893,sehen::V,бачыць,ган
894,anschauen::V,паглядзець,хьажа
895,anschauen::V,паглядзець,хьежа
896,ansehen::V,глядзець,хьовса
897,hören::V,чуць,хаза
898,zuhören::V,слухаць,ладогӏа
899,probieren::V,каштаваць,хьажа
900,riechen::V,нюхаць,хьожа яха
901,fühlen::V,адчуваць,хаадала
902,scheinen::V,здавацца,мотта
903,zu sehen sein::V,віднецца,гуш хила
904,vernehmen::V,пачуць,бартхатта
905,frieren::V,мёрзнуць,гӏоро
906,tun::V,рабіць,дан
907,können::V,умець,дадала
908,wollen::V,хацець,тӏергӏа
909,anfangen::V,пачаць,доло
910,beenden::V,закончыць,довла
911,aufhören::V,перастаць,саца
912,gelingen::V,удацца,кадала
913,geraten::V,аказацца,хила
914,öffnen::V,адчыніць,дӏаделла
915,öffnen::V,адчыніць,схьаделла
916,schließen::V,зачыніць,къовла
917,schließen::V,зачыніць,дӏачӏагӏа
918,stellen::V,паставіць,хlотто
919,setzen::V,пасадзіць,дийгӏа
920,legen::V,класці,охьадилла
921,berühren::V,чапаць,хьедан
922,verbinden::V,звязаць,вовшахтаса
923,bedecken::V,накрыць,тилла
924,bedecken::V,накрыць,тӏетаса
925,aufhängen::V,павесіць,хьалаолла
926,anzünden::V,запаліць,лато
927,aufheben::V,падняць,айа
928,zurücklassen::V,пакінуць,дита
929,verlieren::V,згубіць,дайа
930,fallen lassen::V,упусціць,охьадожо
931,machen::V,зрабіць,дан
932,herstellen::V,вырабіць,дан
933,bauen::V,будаваць,гӏишлоян
934,reparieren::V,правіць,тадан
935,verbessern::V,палепшыць,нисдан
936,ändern::V,змяніць,хийца
937,graben::V,капаць,ахка
938,beugen::V,сагнуць,сатто
939,biegen::V,пагнуць,сатто
940,drehen::V,вярцець,хьовзо
941,wenden::V,павярнуць,
942,umdrehen::V,перавярнуць,хьовзo
943,heben::V,падымаць,айа
944,heben::V,падымаць,хьалаайа
945,hochheben::V,падняць,хьалаайа
946,ergreifen::V,схапіць,дӏалаца
947,ergreifen::V,схваціць,дӏалаца
948,halten::V,трымаць,латто
949,drücken::V,націскаць,тӏетаӏо
950,schieben::V,пхаць,татта
951,schieben::V,штурхаць,татта
952,kratzen::V,скрэбці,мӏараш тийса
953,lecken::V,лізаць,мотт хьекха
954,beißen::V,кусаць,катoха
955,abreißen::V,адарваць,схьадаккха
956,abschneiden::V,адрэзаць,кхада
957,binden::V,вязаць,дӏадехка
958,binden::V,вязаць,вовшахтаса
959,stecken::V,уваткнуць,чудахийта
960,brechen::V,зламаць,кагдан
961,klopfen::V,стукаць,детта
962,hauen::V,біць,етта
963,kleben::V,клеіць,тӏелато
964,reiben::V,церці,хьекхо
965,streichen::V,намазаць,тlехьакха
966,schleifen::V,тачыць,ирдан
967,schneiden::V,рэзаць,ларга
968,rütteln::V,хістаць,лесто
969,schütteln::V,трэсці,лесто
970,schwenken::V,махаць,лесто
971,schütten::V,наліць,дотта
972,füllen::V,напоўніць,дуза
973,einwickeln::V,загарнуць,хьарчо
974,tragen::V,несці,дахьа
975,schleppen::V,цягнуць,ийзо
976,ziehen::V,цягнуць,озо
977,aufbewahren::V,захоўваць,ӏалашдан
978,werfen::V,кідаць,кхосса
979,fangen::V,лавіць,леца
980,packen::V,схапіць,леца
981,packen::V,схваціць,леца
982,verstecken::V,схаваць,къайладаккха
983,teilen::V,раздзяліць,декъа
984,schicken::V,пасылаць,дӏадахьийта
985,bringen::V,прынесці,дан
986,hinzufügen::V,дабавіць,тӏетоха
987,bekommen::V,дастаць,даккха
988,erhalten::V,атрымаць,даккха
989,nehmen::V,ўзяць,схьаэца
990,wählen::V,выбраць,харжа
991,auswählen::V,адабраць,харжа
992,bewahren::V,захаваць,lалашдан
993,behindern::V,перашкаджаць,новкъарло ян
994,verderben::V,сапсаваць,талхо
995,beschädigen::V,пашкодзіць,дохо
996,zerbrechen::V,разбіць,дохо
997,zerbrechen::V,разбіць,кагдан
998,zerreißen::V,разадраць,хадо
999,zerstören::V,разбурыць,дохо
1000,zerstören::V,разбурыць,кагдан
1001,verbrennen::V,спаліць,даго
1002,geben::V,даць,яла
1003,reichen::V,перадаць,дӏадала
1004,reichen::V,перадаць,дӏакховдо
1005,schenken::V,дарыць,совгӏат дан
1006,versprechen::V,абяцаць,ваӏда дан
1007,wünschen::V,жадаць,лаа
1008,loben::V,хваліць,хасто
1009,küssen::V,цалаваць,оба яккха
1010,wiegen::V,гушкаць,тахка
1011,wiegen::V,калыхаць,тахка
1012,zudecken::V,накрыць,тӏетаса
1013,wecken::V,пабудзіць,самадаккха
1014,zeigen::V,паказаць,гайта
1015,führen::V,весці,дига
1016,lehren::V,вучыць,ӏамо
1017,unterrichten::V,выкладаць,хьеха
1018,aufziehen::V,выхаваць,кхио
1019,leiten::V,кіраваць,урхалла дан
1020,antreiben::V,падганяць,сихдан
1021,lassen::V,прымусіць,-йта
1022,einladen::V,запрасіць,кхайкха
1023,vereinigen::V,абʼяднаць,цхьаьнатоха
1024,besuchen::V,наведаць,хьажахIотта
1025,treffen::V,сустрэць,дуьхьалкхета
1026,sich versammeln::V,сабрацца,гулдан
1027,spielen::V,гуляць,ловза
1028,singen::V,пець,лакха
1029,singen::V,спяваць,лакха
1030,tanzen::V,танцаваць,хелхадала
1031,sich trennen::V,расстацца,къаста
1032,verlassen::V,пакінуць,дита
1033,retten::V,выратаваць,кӏелхьардаккха
1034,bewachen::V,ахоўваць,ха дан
1035,schützen::V,уберагаць,лардан
1036,verteidigen::V,абараніць,лардан
1037,sich schlagen::V,біцца,етта
1038,sich schlagen::V,драцца,етта
1039,schießen::V,страляць,детта
1040,siegen::V,перамагчы,тола
1041,ärgern::V,злаваць,оьгӏаздахийта
1042,schlagen::V,ударыць,тоха
1043,treten::V,штурхаць,мийра тоха
1044,stechen::V,укалоць,ӏотта
1045,stechen::V,укалоць,къовзо
1046,stoßen::V,папхнуць,татта
1047,stehlen::V,украсці,лачкъо
1048,stören::V,перашкодзіць,новкъарло ян
1049,belästigen::V,дакучаць,сагатдан
1050,verbergen::V,скрыць,къайладаккха
1051,verbergen::V,схаваць,къайладаккха
1052,täuschen::V,падмануць,ӏexo
1053,betrügen::V,змахляваць,ледан
1054,töten::V,забіць,ден
1055,wohnen::V,жыць,даха
1056,arbeiten::V,працаваць,къахьега
1057,sammeln::V,сабраць,гулдан
1058,pflücken::V,зрываць,даха
1059,jagen::V,паляваць,талла
1060,fischen::V,рыбачыць,чӏерий леца
1061,fassen::V,злавіць,лаца
1062,fassen::V,злавіць,схьалаца
1063,hüten::V,пасвіць,лардан
1064,treiben::V,гнаць,лахка
1065,anbinden::V,прывязаць,дӏадехка
1066,füttern::V,карміць,хӏума яла
1067,melken::V,даіць,оза
1068,hacken::V,сячы,
1069,gießen::V,паліць,хи тоха
1070,reifen::V,паспець,хьекъа
1071,zubereiten::V,зварыць,кечъян
1072,zubereiten::V,зварыць,кхача бан
1073,zubereiten::V,згатаваць,кечъян
1074,zubereiten::V,згатаваць,кхача бан
1075,kochen::V,варыць,кхача бан
1076,backen::V,пячы,датта
1077,braten::V,смажыць,кхарза
1078,umrühren::V,перамяшаць,кего
1079,stricken::V,вязаць,
1080,nähen::V,шыць,тега
1081,färben::V,пафарбаваць,басардан
1082,reinigen::V,ачысціць,цӏандан
1083,waschen::V,мыць,йила
1084,waschen::V,мыць,йитта
1085,waschen::V,мыць,дӏадайа
1086,abwischen::V,выцерці,дӏадайа
1087,spülen::V,паласкаць,хи кхарза
1088,fegen::V,падмятаць,нуй хьакха
1089,kehren::V,месці,нуй хьакха
1090,baden::V,купацца,лийча
1091,sich waschen::V,мыцца,юьхь йила
1092,ausziehen::V,зняць,духар дӏадаккха
1093,anziehen::V,надзець,
1094,sich anziehen::V,адзецца,духа
1095,kämmen::V,прычасаць,ехк хьакха
1096,schmücken::V,аздобіць,хаздан
1097,sagen::V,сказаць,ала
1098,sprechen::V,гаварыць,баха
1099,sprechen::V,гаварыць,мотт бийца
1100,reden::V,размаўляць,къамел дан
1101,sich unterhalten::V,гутарыць,къамел дан
1102,fragen::V,спытаць,хатта
1103,bitten::V,прасіць,деха
1104,erzählen::V,расказаць,дийца
1105,mitteilen::V,паведаміць,хаам бан
1106,nennen::V,назваць,цӏе яккха
1107,rufen::V,зваць,кхайкха
1108,prahlen::V,хваліцца,куралла ян
1109,prahlen::V,хваліцца,дозалла дан
1110,übersetzen::V,перакласці,гоч дан
1111,denken::V,думаць,ойла ян
1112,glauben::V,верыць,теша
1113,bemerken::V,заўважыць,ган
1114,erkennen::V,пазнаць,довза
1115,begreifen::V,спасцігнуць,кхета
1116,verstehen::V,пачуць,кхета
1117,lernen::V,вучыцца,деша
1118,wissen::V,знаць,хаа
1119,sich erinnern an::V,памятаць,дагадан
1120,vergessen::V,забыць,дицдала
1121,messen::V,мераць,дуста
1122,zählen::V,лічыць,дагардан
1123,rechnen::V,лічыць,лара
1124,lesen::V,чытаць,еша
1125,malen::V,маляваць,сурт дилла
1126,zeichnen::V,рысаваць,сурт дилла
1127,schreiben::V,пісаць,яздан
1128,besitzen::V,мець,доладан
1129,kaufen::V,купіць,эца
1130,verkaufen::V,прадаць,дохка
1131,bezahlen::V,заплаціць,мах бала
1132,zahlen::V,плаціць,мах бала
1133,beherrschen::V,уладаць,собаре хила
1134,beherrschen::V,валодаць,собаре хила
1135,ertragen::V,выцерпець,лан
1136,ertragen::V,выцерпець,сатоха
1137,ertragen::V,выцерпець,садетта
