,Concept_ID,ce,sl
787,gefrieren::V,гӏоро,zmŕzniti
788,tauen::V,даша,tájati
789,schmelzen::V,лала,kopnéti
790,trocknen::V,дакъо,sušíti se
791,sieden::V,кхехка,kipéti
792,faulen::V,дахкадала,gníti
793,verfaulen::V,дахкадала,zgníti
794,reißen::V,хеда,tŕgati se
795,versinken::V,хичудаха,pogrézniti se
796,vergehen::V,дlаэха,miníti
797,erscheinen::V,схьадала,pojáviti se
798,erscheinen::V,ӏоттадала,pojáviti se
799,verschwinden::V,къайладала,izgíniti
800,sinken::V,лахдала,péšati
801,zunehmen::V,лакхадала,véčati se
802,zunehmen::V,лакхадала,množíti se
803,steigen::V,хьаладала,dvígati se
804,wachsen::V,кхиа,rásti
805,glänzen::V,лепа,sijáti
806,funkeln::V,къега,ískriti se
807,lärmen::V,гӏовгӏаян,ropotáti
808,lärmen::V,гӏовгӏаян,razgrájati
809,läuten::V,детта,zvoníti
810,klingeln::V,дека,zvončkljáti
811,klirren::V,дека,žvenketáti
812,brausen::V,хьаьдда даха,šuméti
813,rauschen::V,леста,šuštéti
814,rauschen::V,леста,šelestéti
815,klingen::V,дека,zvenéti
816,bellen::V,лета,lájati
817,heulen::V,угӏа,zavíjati
818,blasen::V,хӏуп баха,píhniti
819,pfeifen::V,шок етта,pískati
820,pfeifen::V,шок етта,žvížgati
821,schreien::V,мохь бетта,kričáti
822,stöhnen::V,узарш дан,stókati
823,zittern::V,дега,drgetáti
824,leben::V,даха,živéti
825,geboren werden::V,хила,rodíti se
826,atmen::V,садеӏа,díhati
827,trinken::V,мала,píti
828,essen::V,кхалла,jésti
829,schlucken::V,къурдбан,požírati
830,müde werden::V,кӏаддала,péšati
831,müde werden::V,кӏаддала,utrúditi se
832,einschlafen::V,наб кхета,zaspáti
833,schlafen::V,вижа,spáti
834,schlafen::V,наб ян,spáti
835,schlafen::V,дижина хила,spáti
836,aufwachen::V,самадала,zbudíti se
837,aufstehen::V,гӏатта,vstáti
838,sich erholen::V,садаӏа,oddahníti se
839,krank werden::V,цомгуш хила,oboléti
840,krank sein::V,цомгуш хила,bíti bolán
841,schmerzen::V,лаза,boléti
842,schmerzen::V,ӏийжа,boléti
843,husten::V,йовхарш етта,kášljati
844,genesen::V,тадала,okrévati
845,sterben::V,дала,umréti
846,umkommen::V,хӏаллакхила,pogíniti
847,sich bewegen::V,лела,zganíti se
848,sich rühren::V,меттахъхьен,premakníti se
849,sich erheben::V,хьалагlатта,vstájati
850,sich erheben::V,хьалагlатта,vzdígniti se
851,sich setzen::V,хаа,sésti
852,hinfallen::V,дожа,pásti dôl
853,hinfallen::V,охьакхета,pásti dôl
854,laufen::V,вада,hodíti
855,laufen::V,хьада,hodíti
856,schreiten::V,болар дан,stópati
857,schreiten::V,ког баккха,stópati
858,spazierengehen::V,доладала,na sprehòd íti
859,eilen::V,сихдала,drvéti
860,sich beeilen::V,сихдала,hitéti
861,rennen::V,дада,dírjati
862,springen::V,ирхкхийсадала,skákati
863,klettern::V,тӏедийла,plézati
864,schaukeln::V,техко,kolébati
865,kriechen::V,такха,pláziti se
866,schwimmen::V,некадан,plávati
867,tauchen::V,чулелха,potápljati se
868,rudern::V,дига лело,vesláti
869,rudern::V,кема лело,vesláti
870,fahren::V,хахка,vozíti se
871,fahren::V,хахка,peljáti se
872,fliegen::V,тӏемадала,létati
873,gehen::V,лeла,íti
874,weggehen::V,дӏадаха,odíti
875,abfahren::V,дӏадаха,odpeljáti se
876,anhalten::V,саца,ustáviti se
877,hineingehen::V,чудала,íti nóter
878,eintreten::V,чудала,vstopíti
879,kommen::V,кхача,príti
880,kommen::V,дӏакхача,príti
881,kommen::V,схьакхача,príti
882,ankommen::V,кхача,prispéti
883,ankommen::V,кхача,prihájati
884,ankommen::V,схьакхача,prispéti
885,ankommen::V,схьакхача,prihájati
886,zurückkommen::V,юхада,vrníti se
887,bleiben::V,диса,ostáti
888,warten::V,хьежа,čákati
889,warten::V,cобар дан,čákati
890,erwarten::V,хьоьжуш ӏан,pričakováti
891,suchen::V,леха,iskáti
892,finden::V,каро,nájti
893,versuchen::V,дан хьажа,poskúšati
894,vorbereiten::V,кечъян,pripráviti
895,lieben::V,деза,ljubíti
896,mögen::V,безамхила,márati
897,lachen::V,дела,smejáti se
898,rühren::V,хьедан,ganíti
899,weinen::V,делха,jókati
900,weinen::V,делха,plákati
901,schimpfen::V,чехо,psováti
902,schimpfen::V,чехо,zmérjati
903,sich ärgern::V,оьгӏазъэха,jezíti se
904,sich fürchten::V,кхера,báti se
905,fürchten::V,кхера,báti se
906,fliehen::V,дӏадада,bežáti
907,flüchten::V,дӏадада,pobégniti
908,sehen::V,ган,vídeti
909,anschauen::V,хьажа,oglédati
910,anschauen::V,хьежа,oglédati
911,ansehen::V,хьовса,glédati
912,hören::V,хаза,slíšati
913,zuhören::V,ладогӏа,poslúšati
914,probieren::V,хьажа,poskúšati
915,riechen::V,хьожа яха,dúhati
916,fühlen::V,хаадала,čutíti
917,scheinen::V,мотта,zdéti se
918,zu sehen sein::V,гуш хила,vídeti se
919,vernehmen::V,бартхатта,čúti
920,frieren::V,гӏоро,zébsti
921,tun::V,дан,délati
922,können::V,дадала,môči
923,wollen::V,тӏергӏа,hotéti
924,anfangen::V,доло,začéti
925,beenden::V,довла,dokončáti
926,aufhören::V,саца,prenéhati
927,gelingen::V,кадала,uspéti
928,gelingen::V,кадала,posréčiti se
929,geraten::V,хила,obnêsti se
930,öffnen::V,дӏаделла,odpréti
931,öffnen::V,схьаделла,odpréti
932,schließen::V,къовла,zapréti
933,schließen::V,дӏачӏагӏа,zapréti
934,stellen::V,хlотто,postáviti
935,setzen::V,дийгӏа,posadíti
936,legen::V,охьадилла,položíti
937,berühren::V,хьедан,dotíkati se
938,verbinden::V,вовшахтаса,obvézati
939,bedecken::V,тилла,pokríti
940,bedecken::V,тӏетаса,pokríti
941,aufhängen::V,хьалаолла,obésiti
942,anzünden::V,лато,zažgáti
943,aufheben::V,айа,vzdígniti
944,zurücklassen::V,дита,zapustíti
945,verlieren::V,дайа,izgubíti
946,fallen lassen::V,охьадожо,navréči
947,machen::V,дан,naredíti
948,machen::V,дан,napráviti
949,herstellen::V,дан,izdélati
950,bauen::V,гӏишлоян,gradíti
951,reparieren::V,тадан,popráviti
952,verbessern::V,нисдан,izbóljšati
953,ändern::V,хийца,spremeníti
954,graben::V,ахка,kopáti
955,graben::V,ахка,grêbsti
956,beugen::V,сатто,upogníti
957,biegen::V,сатто,zavíjati
958,drehen::V,хьовзо,vrtéti
959,umdrehen::V,хьовзo,zasúkati
960,heben::V,айа,dvígati
961,heben::V,хьалаайа,dvígati
962,hochheben::V,хьалаайа,privzdígniti
963,ergreifen::V,дӏалаца,zgrábiti
964,halten::V,латто,držáti
965,drücken::V,тӏетаӏо,tiščáti
966,schieben::V,татта,ríniti
967,kratzen::V,мӏараш тийса,práskati
968,lecken::V,мотт хьекха,lízati
969,beißen::V,катoха,grísti
970,abreißen::V,схьадаккха,odtŕgati
971,abschneiden::V,кхада,odrézati
972,binden::V,дӏадехка,vézati
973,binden::V,вовшахтаса,vézati
974,stecken::V,чудахийта,vtakníti
975,brechen::V,кагдан,lomíti
976,klopfen::V,детта,tólči
977,hauen::V,етта,séči
978,kleben::V,тӏелато,lépiti
979,reiben::V,хьекхо,tréti
980,reiben::V,хьекхо,dŕgniti
981,streichen::V,тlехьакха,namázati
982,schleifen::V,ирдан,brúsiti
983,schneiden::V,ларга,rézati
984,rütteln::V,лесто,strésti
985,schütteln::V,лесто,majáti
986,schwenken::V,лесто,obrníti
987,schütten::V,дотта,sípati
988,füllen::V,дуза,napolníti
989,einwickeln::V,хьарчо,zavíti
990,tragen::V,дахьа,nêsti
991,schleppen::V,ийзо,vláčiti
992,ziehen::V,озо,vléči
993,aufbewahren::V,ӏалашдан,shranjeváti
994,werfen::V,кхосса,lúčati
995,fangen::V,леца,ujéti
996,packen::V,леца,prijéti
997,verstecken::V,къайладаккха,skríti
998,teilen::V,декъа,razdelíti
999,schicken::V,дӏадахьийта,pošíljati
1000,bringen::V,дан,prinêsti
1001,hinzufügen::V,тӏетоха,pristáviti
1002,bekommen::V,даккха,dobíti
1003,erhalten::V,даккха,prejéti
1004,nehmen::V,схьаэца,vzéti
1005,wählen::V,харжа,izbírati
1006,auswählen::V,харжа,izbráti
1007,bewahren::V,lалашдан,ohraníti
1008,behindern::V,новкъарло ян,ovírati
1009,verderben::V,талхо,pokváriti
1010,beschädigen::V,дохо,poškodováti
1011,zerbrechen::V,дохо,razlomíti
1012,zerbrechen::V,кагдан,razlomíti
1013,zerreißen::V,хадо,raztŕgati
1014,zerstören::V,дохо,razrúšiti
1015,zerstören::V,кагдан,razrúšiti
1016,verbrennen::V,даго,sežgáti
1017,geben::V,яла,dáti
1018,reichen::V,дӏадала,séči
1019,reichen::V,дӏадала,molíti
1020,reichen::V,дӏакховдо,séči
1021,reichen::V,дӏакховдо,molíti
1022,schenken::V,совгӏат дан,podáriti
1023,versprechen::V,ваӏда дан,obljubíti
1024,wünschen::V,лаа,vóščiti
1025,loben::V,хасто,hváliti
1026,küssen::V,оба яккха,poljubováti
1027,wiegen::V,тахка,zíbati
1028,zudecken::V,тӏетаса,pokríti
1029,wecken::V,самадаккха,zbudíti
1030,zeigen::V,гайта,pokázati
1031,führen::V,дига,vêsti
1032,lehren::V,ӏамо,učíti
1033,unterrichten::V,хьеха,poučeváti
1034,aufziehen::V,кхио,vzgojíti
1035,leiten::V,урхалла дан,uprávljati
1036,antreiben::V,сихдан,goníti
1037,lassen::V,-йта,povzročíti
1038,einladen::V,кхайкха,povábiti
1039,vereinigen::V,цхьаьнатоха,zdrúžiti
1040,besuchen::V,хьажахIотта,obiskáti
1041,treffen::V,дуьхьалкхета,pogodíti
1042,sich versammeln::V,гулдан,zbráti se
1043,spielen::V,ловза,igráti se
1044,singen::V,лакха,péti
1045,tanzen::V,хелхадала,plésati
1046,sich trennen::V,къаста,ločíti se
1047,verlassen::V,дита,zapustíti
1048,retten::V,кӏелхьардаккха,réšiti
1049,bewachen::V,ха дан,strážiti
1050,schützen::V,лардан,sčítiti
1051,verteidigen::V,лардан,braníti
1052,sich schlagen::V,етта,têpsti se
1053,schießen::V,детта,stréljati
1054,siegen::V,тола,zmágati
1055,ärgern::V,оьгӏаздахийта,jezíti
1056,ärgern::V,оьгӏаздахийта,razbúriti
1057,schlagen::V,тоха,têpsti
1058,schlagen::V,тоха,udáriti
1059,treten::V,мийра тоха,teptáti
1060,stechen::V,ӏотта,ubôsti
1061,stechen::V,къовзо,ubôsti
1062,stoßen::V,татта,peháti
1063,stoßen::V,татта,drégniti
1064,stehlen::V,лачкъо,ukrásti
1065,stehlen::V,лачкъо,pokrásti
1066,stören::V,новкъарло ян,motíti
1067,belästigen::V,сагатдан,nadlegováti
1068,verbergen::V,къайладаккха,skríti
1069,täuschen::V,ӏexo,slepíti
1070,betrügen::V,ледан,várati
1071,betrügen::V,ледан,ogoljufáti
1072,töten::V,ден,ubíti
1073,wohnen::V,даха,prebívati
1074,arbeiten::V,къахьега,délati
1075,sammeln::V,гулдан,zbráti
1076,pflücken::V,даха,obráti
1077,jagen::V,талла,lovíti
1078,fischen::V,чӏерий леца,ribáriti
1079,fassen::V,лаца,zajéti
1080,fassen::V,схьалаца,zajéti
1081,hüten::V,лардан,pásti
1082,treiben::V,лахка,pogánjati
1083,anbinden::V,дӏадехка,privézati
1084,füttern::V,хӏума яла,kŕmiti
1085,melken::V,оза,mólsti
1086,gießen::V,хи тоха,ulíti
1087,reifen::V,хьекъа,zoréti
1088,zubereiten::V,кечъян,pripráviti
1089,zubereiten::V,кхача бан,pripráviti
1090,kochen::V,кхача бан,kúhati
1091,backen::V,датта,cvréti
1092,braten::V,кхарза,pêči
1093,umrühren::V,кего,preméšati
1094,nähen::V,тега,šívati
1095,färben::V,басардан,bárvati
1096,reinigen::V,цӏандан,očístiti
1097,waschen::V,йила,opráti
1098,waschen::V,йитта,opráti
1099,waschen::V,дӏадайа,opráti
1100,abwischen::V,дӏадайа,obrísati
1101,spülen::V,хи кхарза,splakováti
1102,fegen::V,нуй хьакха,pométati
1103,kehren::V,нуй хьакха,mésti
1104,baden::V,лийча,kópati se
1105,sich waschen::V,юьхь йила,umíti se
1106,ausziehen::V,духар дӏадаккха,izvléči
1107,sich anziehen::V,духа,obléči se
1108,kämmen::V,ехк хьакха,česáti
1109,schmücken::V,хаздан,okrasíti
1110,sagen::V,ала,dejáti
1111,sprechen::V,баха,govoríti
1112,sprechen::V,мотт бийца,govoríti
1113,reden::V,къамел дан,rêči
1114,sich unterhalten::V,къамел дан,razgovárjati se
1115,fragen::V,хатта,vprášati
1116,bitten::V,деха,prosíti
1117,erzählen::V,дийца,práviti
1118,mitteilen::V,хаам бан,naznániti
1119,nennen::V,цӏе яккха,imenováti
1120,rufen::V,кхайкха,klícati
1121,prahlen::V,куралла ян,baháti se
1122,prahlen::V,дозалла дан,baháti se
1123,übersetzen::V,гоч дан,prevêsti
1124,denken::V,ойла ян,mísliti
1125,glauben::V,теша,verjéti
1126,bemerken::V,ган,opáziti
1127,erkennen::V,довза,spoznáti
1128,begreifen::V,кхета,pôjmiti
1129,verstehen::V,кхета,razuméti
1130,lernen::V,деша,učíti se
1131,wissen::V,хаа,znáti
1132,wissen::V,хаа,védeti
1133,sich erinnern an::V,дагадан,spómniti se
1134,vergessen::V,дицдала,pozábiti
1135,messen::V,дуста,mériti
1136,zählen::V,дагардан,štéti
1137,rechnen::V,лара,račúnati
1138,lesen::V,еша,bráti
1139,lesen::V,еша,čítati
1140,malen::V,сурт дилла,slíkati
1141,zeichnen::V,сурт дилла,rísati
1142,schreiben::V,яздан,písati
1143,besitzen::V,доладан,iméti
1144,kaufen::V,эца,kupíti
1145,verkaufen::V,дохка,prodáti
1146,bezahlen::V,мах бала,pláčati
1147,zahlen::V,мах бала,plačeváti
1148,beherrschen::V,собаре хила,obvládati
1149,ertragen::V,лан,prenêsti
1150,ertragen::V,сатоха,prenêsti
1151,ertragen::V,садетта,prenêsti
1152,Schwarm::N,,játa
1153,Schlinge::N,,zánka
1154,Schlinge::N,,pêtlja
1155,Art::N,,vŕsta
1156,Entfernung::N,,oddáljenost
1157,Griff::N,,ročáj
1158,Griff::N,,oprijèm
1159,Figur::N,,figúra
1160,Figur::N,,postáva
1161,Bogen[Waffe]::N,,lók
1162,so::ADV,,takó
1163,abnehmen::V,,pojémati
1164,sausen::V,,dírkati
1165,wenden::V,,obrníti
1166,hacken::V,,sékati
1167,stricken::V,,plêsti
1168,anziehen::V,,obléči
