,Concept_ID,uk,udm
816,neun::NUM,дев’ять,укмыс
817,zehn::NUM,десять,дас
818,elf::NUM,одинадцять,дас одӥг
819,zwölf::NUM,дванадцять,дас кык
820,zwanzig::NUM,двадцять,кызь
821,dreißig::NUM,тридцять,куамын
822,vierzig::NUM,сорок,ньыльдон
823,fünfzig::NUM,п’ятдесят,витьтон
824,sechzig::NUM,шістдесят,куатьтон
825,siebzig::NUM,сімдесят,сизьымдон
826,achtzig::NUM,вісімдесят,тямыстон
827,neunzig::NUM,дев’яносто,укмыстон
828,hundert::NUM,сто,сю
829,tausend::NUM,тисяча,сюрс
830,und::CNJ,і,и
831,und::CNJ,і,но
832,oder::CNJ,або,яке
833,stehen::V,стояти,сылыны
834,sitzen::V,сидіти,пукыны
835,liegen::V,лежати,кылльыны
836,hängen::V,висіти,ошкыса улыны
837,werden::V,стати,луыны
838,werden::V,робитися,луыны
839,passieren::V,трапитися,луыны
840,beginnen::V,початися,кутскыны
841,enden::V,кінчитися,бырыны
842,wechseln::V,мінятися,воштӥськыны
843,aufgehen[Sonne]::V,зійти,ӝужаны
844,untergehen[Sonne]::V,зайти,пуксьыны
845,scheinen[Sonne]::V,світити,пиштыны
846,scheinen[Sonne]::V,світити,чиляны
847,donnern::V,гриміти,гудыръяны
848,wehen::V,віяти,пелляськыны
849,strömen::V,литися,киськыны
850,strömen::V,литися,исьтӥськыны
851,fließen::V,текти,бызьыны
852,sich drehen::V,обертатися,берганы
853,schwanken::V,коливатися,вошъяськыны
854,schwingen::V,хитатися,шонаськыны
855,schwingen::V,гойдатися,шонаськыны
856,fallen::V,падати,усьыны
857,brennen::V,горіти,ӝуаны
858,rauchen::V,диміти,ӵындыны
859,regnen::V,дощити,зорыны
860,gefrieren::V,змерзнути,кынмыны
861,tauen::V,танути,шунаны
862,schmelzen::V,плавитися,шунаны
863,trocknen::V,сохнути,куасьмыны
864,sieden::V,кипіти,пӧзьыны
865,faulen::V,гнити,сисьмыны
866,verfaulen::V,згнити,сисьмыны
867,reißen::V,рватися,кеськыны
868,versinken::V,тонути,выйыны
869,vergehen::V,проходити,ортчыны
870,erscheinen::V,з’явитися,адскыны
871,verschwinden::V,щезнути,бырыны
872,verschwinden::V,зникнути,бырыны
873,sinken::V,спадати,усьыны
874,abnehmen::V,поменшитися,синыны
875,zunehmen::V,збільшуватися,йылыны
876,steigen::V,підніматися,лӧпкыны
877,wachsen::V,рости,будыны
878,glänzen::V,блищати,чиляны
879,glänzen::V,блищати,пиштыны
880,funkeln::V,блискати,чилекъяны
881,lärmen::V,шуміти,уретыны
882,lärmen::V,шуміти,ӵашетыны
883,läuten::V,дзвонити,жингыртыны
884,klingeln::V,дзвонити,жингыртыны
885,klirren::V,дзвякати,жильккетыны
886,brausen::V,бушувати,лекъяськыны
887,rauschen::V,шелестіти,ӵашетыны
888,klingen::V,лунати,кылӥськыны
889,klingen::V,звучати,кылӥськыны
890,bellen::V,гавкати,утыны
891,heulen::V,вити,вузыны
892,blasen::V,дунути,пельтыны
893,pfeifen::V,свистіти,шуланы
894,schreien::V,кричати,черекъяны
895,schreien::V,кричати,кесяськыны
896,stöhnen::V,стогнати,ӝуштыны
897,zittern::V,тремтіти,дырекъяны
898,zittern::V,тремтіти,куалекъяны
899,leben::V,жити,улыны
900,geboren werden::V,народитися,вордӥськыны
901,atmen::V,дихати,шоканы
902,trinken::V,пити,юыны
903,essen::V,їсти,сиыны
904,schlucken::V,ковтати,ньылыны
905,müde werden::V,втомитися,жадьыны
906,einschlafen::V,заснути,умме усьыны
907,schlafen::V,спати,кӧлыны
908,aufwachen::V,прокинутися,сайканы
909,aufstehen::V,встати,султыны
910,sich erholen::V,відпочивати,шутэтскыны
911,krank werden::V,захворіти,висьыны
912,krank sein::V,хворіти,висьыны
913,schmerzen::V,боліти,висьыны
914,husten::V,кашляти,кызыны
915,genesen::V,одужати,юнматскыны
916,genesen::V,одужати,бурмытскылыны
917,genesen::V,видужати,юнматскыны
918,genesen::V,видужати,бурмытскылыны
919,sterben::V,померти,кулыны
920,umkommen::V,згинути,бырыны
921,sich bewegen::V,рухатися,вырыны
922,sich rühren::V,ворушитися,вырӟыны
923,sich rühren::V,ворушитися,вырӟылыны
924,sich erheben::V,встати,султыны
925,sich setzen::V,сісти,пуксьыны
926,hinfallen::V,упасти,усьыны
927,laufen::V,ходити,мыныны
928,schreiten::V,крокувати,вамышъяны
929,spazierengehen::V,гуляти,мыныны
930,spazierengehen::V,гуляти,ветлыны
931,eilen::V,спішити,дыртыны
932,sich beeilen::V,поспішати,дыртыны
933,sausen::V,мчатися,туж ӝог мыныны
934,rennen::V,бігати,бызьылыны
935,springen::V,скакати,тэтчаны
936,springen::V,стрибати,тэтчаны
937,klettern::V,лазити,тубаны
938,schaukeln::V,гойдатися,лэйканы
939,schaukeln::V,гойдатися,шонаськыны
940,kriechen::V,повзати,нюж ветлыны
941,schwimmen::V,пливти,уяны
942,schwimmen::V,плавати,уяны
943,tauchen::V,пірнати,зумылыны
944,rudern::V,гребти,полсаны
945,rudern::V,веслувати,полсаны
946,fahren::V,їхати,ветлыны
947,fliegen::V,літати,лобаны
948,gehen::V,іти,мыныны
949,weggehen::V,піти,кошкыны
950,abfahren::V,від’їхати,кошкыны
951,abfahren::V,відправитися,кошкыны
952,anhalten::V,зупинитися,дугдыны
953,hineingehen::V,входити,пырыны
954,eintreten::V,увійти,пырыны
955,kommen::V,прийти,вуыны
956,kommen::V,прийти,лыктыны
957,ankommen::V,прибути,вуыны
958,zurückkommen::V,повернутися,берытскыны
959,bleiben::V,залишитися,кыльыны
960,warten::V,чекати,витьыны
961,erwarten::V,чекати,витьыны
962,erwarten::V,чекати,возьманы
963,suchen::V,шукати,утчаны
964,finden::V,знайти,шедьтыны
965,versuchen::V,випробовувати,турттыны
966,vorbereiten::V,підготувати,дасяны
967,lieben::V,любити,гажаны
968,mögen::V,любити,яратыны
969,mögen::V,подобатися,яратыны
970,lachen::V,сміятися,серекъяны
971,rühren::V,розчулити,сюлме йӧтыны
972,weinen::V,плакати,бӧрдыны
973,schimpfen::V,лаятися,даллашыны
974,sich ärgern::V,сердитися,лекъяськыны
975,sich fürchten::V,боятися,кышканы
976,sich fürchten::V,боятися,курданы
977,fürchten::V,боятися,курданы
978,fürchten::V,боятися,кышканы
979,fliehen::V,тікати,пегӟыны
980,flüchten::V,утекти,пегӟыны
981,sehen::V,бачити,адӟыны
982,anschauen::V,поглянути,учкыны
983,ansehen::V,дивитися на,учкыны
984,hören::V,чути,кылыны
985,zuhören::V,слухати,кылзыны
986,probieren::V,покуштувати,веръяны
987,riechen::V,нюхати,зынъяны
988,fühlen::V,відчувати,шӧдыны
989,scheinen::V,здаватися,адскыны
990,zu sehen sein::V,виднітися,адӟиськыны
991,vernehmen::V,почути,кылыны
992,frieren::V,мерзнути,кынмыны
993,tun::V,робити,карыны
994,können::V,могти,быгатыны
995,wollen::V,хотіти,потыны
996,anfangen::V,почати,кутскыны
997,beenden::V,закінчити,быдтыны
998,beenden::V,закінчити,быдэстыны
999,aufhören::V,перестати,дугдыны
1000,gelingen::V,вдатися,быгатыны
1001,gelingen::V,вдатися,луыны
1002,geraten::V,опинитися,лэсяны
1003,öffnen::V,відкрити,усьтыны
1004,schließen::V,закрити,пытсаны
1005,stellen::V,поставити,пуктыны
1006,setzen::V,посадити,пуктыны
1007,legen::V,класти,поныны
1008,berühren::V,чіпати,исаны
1009,verbinden::V,зв’язати,герӟаны
1010,bedecken::V,покрити,пытсаны
1011,aufhängen::V,повісити,ошыны
1012,anzünden::V,запалити,ӝуатыны
1013,aufheben::V,підняти,ӝутыны
1014,zurücklassen::V,залишити,кельтыны
1015,verlieren::V,загубити,ыштыны
1016,fallen lassen::V,упустити,уськытыны
1017,machen::V,зробити,лэсьтыны
1018,herstellen::V,виготовити,лэсьтыны
1019,bauen::V,будувати,пуктыны
1020,reparieren::V,лагодити,тупатыны
1021,verbessern::V,поліпшити,умоятыны
1022,ändern::V,змінити,воштыны
1023,graben::V,копати,копаны
1024,beugen::V,зігнути,губыртыны
1025,biegen::V,погнути,куасаны
1026,drehen::V,вертіти,бергатыны
1027,wenden::V,повернути,берыктыны
1028,umdrehen::V,перевернути,берыктыны
1029,heben::V,піднімати,ӝутыны
1030,hochheben::V,підняти,ӝутъяны
1031,ergreifen::V,схопити,кутыны
1032,ergreifen::V,схопити,кырмыны
1033,halten::V,тримати,возьыны
1034,drücken::V,натискати,зӥбыны
1035,drücken::V,натискати,пачкатыны
1036,schieben::V,пхати,донганы
1037,schieben::V,штовхати,донганы
1038,kratzen::V,шкребти,вуштыны
1039,lecken::V,лизати,нюлыны
1040,beißen::V,кусати,куртчыны
1041,abreißen::V,відірвати,ишкалтыны
1042,abschneiden::V,відрізати,шорыны
1043,abschneiden::V,відрізати,вандыны
1044,binden::V,в’язати,керттыны
1045,stecken::V,увіткнути,мертчытыны
1046,brechen::V,зламати,тӥяны
1047,klopfen::V,стукати,йыганы
1048,klopfen::V,стукати,шарккетыны
1049,hauen::V,бити,жугыны
1050,hauen::V,бити,тышканы
1051,kleben::V,клеїти,лякыны
1052,reiben::V,терти,зыраны
1053,reiben::V,терти,вуштыны
1054,streichen::V,намазати,зыраны
1055,schleifen::V,точити,шерыны
1056,schneiden::V,різати,вандыны
1057,rütteln::V,хитати,зуркатыны
1058,schütteln::V,трясти,куалекъятыны
1059,schwenken::V,махати,шонаны
1060,schütten::V,налити,лэзьыны
1061,füllen::V,наповнити,тырмытыны
1062,einwickeln::V,загорнути,биньыны
1063,tragen::V,нести,нуыны
1064,schleppen::V,тягти,кыскыны
1065,ziehen::V,тягнути,кыскыны
1066,aufbewahren::V,зберігати,возьыны
1067,werfen::V,кидати,куяны
1068,werfen::V,кидати,лэзяны
1069,fangen::V,ловити,кутыны
1070,packen::V,схопити,кутыны
1071,packen::V,схопити,кырмыны
1072,verstecken::V,сховати,ватыны
1073,teilen::V,розділити,люкыны
1074,schicken::V,посилати,ыстыны
1075,bringen::V,принести,вайыны
1076,hinzufügen::V,додати,ватсаны
1077,bekommen::V,дістати,басьтыны
1078,erhalten::V,одержати,басьтыны
1079,nehmen::V,взяти,кутыны
1080,nehmen::V,взяти,басьтыны
1081,wählen::V,вибрати,бырйыны
1082,auswählen::V,відібрати,бырйыны
1083,bewahren::V,зберегти,возьыны
1084,behindern::V,перешкоджати,могӟытыны
1085,verderben::V,зіпсувати,сӧрыны
1086,beschädigen::V,зашкодити,урод лэсьтыны
1087,zerbrechen::V,розбити,сӧрыны
1088,zerreißen::V,розірвати,кесяны
1089,zerstören::V,зруйнувати,куашкатыны
1090,verbrennen::V,спалити,сутыны
1091,geben::V,дати,сётыны
1092,reichen::V,передати,сётыны
1093,schenken::V,дарувати,кузьманы
1094,versprechen::V,обіцяти,кыл сётыны
1095,wünschen::V,бажати,сӥзьыны
1096,loben::V,хвалити,ушъяны
1097,küssen::V,цілувати,чупаны
1098,wiegen::V,качати,веттаны
1099,wiegen::V,качати,лэйкатыны
1100,zudecken::V,накрити,шобыртыны
1101,wecken::V,розбудити,сайкатыны
1102,zeigen::V,показати,возьматыны
1103,führen::V,вести,нуыны
1104,lehren::V,вчити,дышетыны
1105,unterrichten::V,викладати,дышетыны
1106,aufziehen::V,виховати,будэтыны
1107,leiten::V,керувати,кивалтыны
1108,antreiben::V,підганяти,дыртытыны
1109,lassen::V,змусити,-ытыны
1110,einladen::V,запросити,ӧтьыны
1111,vereinigen::V,об’єднати,огазеяны
1112,besuchen::V,завітати,адӟыськыны
1113,besuchen::V,відвідати,адӟыськыны
1114,treffen::V,зустріти,пумитаны
1115,sich versammeln::V,зібратися,люкаськыны
1116,spielen::V,грати,шудыны
1117,singen::V,співати,кырӟаны
1118,tanzen::V,танцювати,эктыны
1119,sich trennen::V,розлучитися,люкиськыны
1120,verlassen::V,покинути,куштыны
1121,retten::V,врятувати,утьыны
1122,bewachen::V,охороняти,возьманы
1123,schützen::V,уберігати,утялтыны
1124,verteidigen::V,захистити,возьманы
1125,sich schlagen::V,битися,жугиськыны
1126,sich schlagen::V,дратися,жугиськыны
1127,schießen::V,стріляти,ыбылӥськны
1128,siegen::V,перемогти,вормыны
1129,ärgern::V,сердити,вожпоттыны
1130,schlagen::V,ударити,жуккыны
1131,treten::V,штовхати,лёганы
1132,stechen::V,вколоти,бышкалтыны
1133,stoßen::V,штовхнути,донгыны
1134,stehlen::V,украсти,вораны
1135,stehlen::V,украсти,лушканы
1136,stören::V,перешкодити,люкетыны
1137,belästigen::V,докучати,акыльтыны
1138,belästigen::V,докучати,вукылмыны
1139,verbergen::V,сховати,ватыны
1140,täuschen::V,обдурити,алданы
1141,betrügen::V,зшахраювати,пӧяны
1142,töten::V,убити,виыны
1143,wohnen::V,жити,улыны
1144,wohnen::V,мешкати,улыны
1145,arbeiten::V,працювати,ужаны
1146,sammeln::V,зібрати,бичаны
1147,pflücken::V,зривати,ишкыны
1148,jagen::V,полювати,пӧйшураны
1149,fischen::V,рибалити,чорыганы
1150,fassen::V,піймати,кутыны
1151,hüten::V,пасти,возьманы
1152,treiben::V,гнати,улляны
1153,anbinden::V,прив’язати,думыны
1154,füttern::V,годувати,сюдыны
1155,füttern::V,харчувати,сюдыны
1156,melken::V,доїти,кыскыны
1157,hacken::V,рубати,кораны
1158,gießen::V,полити,киськаны
1159,reifen::V,дозріти,вуыны
1160,reifen::V,дозріти,кисьманы
1161,zubereiten::V,зготовити,лесьтыны
1162,zubereiten::V,приготувати,лесьтыны
1163,kochen::V,варити,пӧзьтыны
1164,kochen::V,готувати,пӧзьтыны
1165,backen::V,пекти,пыжыны
1166,braten::V,смажити,пыжыны
1167,umrühren::V,переміщати,сураны
1168,stricken::V,в’язати,керттыны
1169,nähen::V,шити,вурыны
1170,färben::V,пофарбувати,буяны
1171,reinigen::V,очистити,сузяны
1172,waschen::V,мити,мисьтаськыны
1173,abwischen::V,витерти,ӵушылыны
1174,spülen::V,полоскати,гылъяны
1175,fegen::V,підмітати,ӵужыны
1176,kehren::V,мести,ӵужыны
1177,baden::V,купатися,пыласькыны
1178,sich waschen::V,митися,пыласькыны
1179,ausziehen::V,зняти,кыльыны
1180,anziehen::V,надіти,дӥсяны
1181,sich anziehen::V,одягтися,дӥсьяськыны
1182,sich anziehen::V,одягнутися,дӥсьяськыны
1183,kämmen::V,зачесати,сынаны
1184,schmücken::V,оздобити,чеберъяны
1185,sagen::V,сказати,шуыны
1186,sagen::V,сказати,вераны
1187,sprechen::V,говорити,вераськыны
1188,reden::V,розмовляти,вераськыны
1189,sich unterhalten::V,бесідувати,вераськыны
1190,fragen::V,запитати,юаны
1191,bitten::V,просити,курыны
1192,erzählen::V,розповісти,вераны
1193,erzählen::V,розповісти,мадьыны
1194,mitteilen::V,повідомити,ивортыны
1195,nennen::V,назвати,шуыны
1196,rufen::V,кликати,ӧтьыны
1197,prahlen::V,хвалитися,ушъяськыны
1198,übersetzen::V,перекласти,берыктыны
1199,denken::V,думати,малпаны
1200,denken::V,мислити,малпаны
1201,glauben::V,вірити,оскыны
1202,bemerken::V,помітити,адӟыны
1203,erkennen::V,пізнати,тодыны
1204,begreifen::V,осягнути,валаны
1205,verstehen::V,почути,валаны
1206,lernen::V,навчатися,дышетскыны
1207,wissen::V,знати,тодыны
1208,sich erinnern an::V,пам’ятати,тодэ вайыны
1209,vergessen::V,забути,вунэтыны
1210,messen::V,міряти,мертаны
1211,zählen::V,лічити,лыдъяны
1212,rechnen::V,рахувати,лыдъяны
1213,lesen::V,читати,лыдӟыны
1214,malen::V,малювати,суреданы
1215,zeichnen::V,рисувати,суреданы
1216,schreiben::V,писати,гожъяны
1217,besitzen::V,мати,луыны
1218,kaufen::V,купити,басьтыны
1219,verkaufen::V,продати,вузаны
1220,bezahlen::V,заплатити,тырыны
1221,zahlen::V,платити,тырыны
1222,beherrschen::V,володіти,кузёяськыны
1223,ertragen::V,витерпіти,чиданы
