,Concept_ID,lez,de
90,Schmutz::N,чирк,Schmutz
91,Schmutz::N,кьуруш,Schmutz
92,See::N,вир,See
93,Sumpf::N,уьлен,Sumpf
94,Wiese::N,векь,Wiese
95,Wald::N,там,Wald
96,Hügel::N,кӏунтӏ,Hügel
97,Anhöhe::N,тепе,Anhöhe
98,Anhöhe::N,гьуьндуьрвал,Anhöhe
99,Berg::N,дагъ,Berg
100,Gipfel::N,кӏукӏ,Gipfel
101,Höhle::N,кьветӏ,Höhle
102,Abhang::N,гуьне,Abhang
103,Quelle::N,чешме,Quelle
104,Bach::N,булах,Bach
105,Fluss::N,вацӏ,Fluss
106,Ufer::N,къерех,Ufer
107,Küste::N,къерех,Küste
108,Festland::N,кьурамат,Festland
109,Meer::N,гьуьл,Meer
110,Bucht::N,бухта,Bucht
111,Insel::N,остров,Insel
112,Blume::N,цуьк,Blume
113,Gras::N,хъач,Gras
114,Wurzel::N,дувул,Wurzel
115,Baum::N,ттар,Baum
116,Stamm::N,тан,Stamm
117,Rinde::N,чкал,Rinde
118,Ast::N,тӏур,Ast
119,Zweig::N,хел,Zweig
120,Blatt::N,пеш,Blatt
121,Birke::N,верх,Birke
122,Kiefer[Baum]::N,шамагъаж,Kiefer
123,Weide[Baum]::N,цӏвелин ттар,Weide
124,Tanne::N,ель,Tanne
125,Horn::N,карч,Horn
126,Feder::N,цӏакул,Feder
127,Fell::N,хам,Fell
128,Flügel::N,лув,Flügel
129,Klaue::N,къармах,Klaue
130,Kralle::N,пац,Kralle
131,Kralle::N,тапас,Kralle
132,Schwanz::N,ттум,Schwanz
133,Ei::N,кака,Ei
134,Nest::N,муг,Nest
135,Bau::N,тӏеквен,Bau
136,Tier::N,гьайван,Tier
137,Herde::N,суьруь,Herde
138,Kuh::N,ккал,Kuh
139,Bulle::N,яц,Bulle
140,Bulle::N,бугъа,Bulle
141,Pferd::N,балкӏан,Pferd
142,Schaf::N,хеб,Schaf
143,Schwein::N,вак,Schwein
144,Hund::N,кицӏ,Hund
145,Katze::N,кац,Katze
146,Bär::N,сев,Bär
147,Eichhörnchen::N,белка,Eichhörnchen
148,Elch::N,лось,Elch
149,Fuchs::N,сикӏ,Fuchs
150,Hase::N,къуьр,Hase
151,Maus::N,кьиф,Maus
152,Wolf::N,жанавур,Wolf
153,Vogel::N,луван ничхир,Vogel
154,Schwarm::N,луж,Schwarm
155,Huhn::N,верч,Huhn
156,Hahn::N,кӏек,Hahn
157,Gans::N,къаз,Gans
158,Adler::N,лекь,Adler
159,Ente::N,пӏатӏ,Ente
160,Eule::N,тӏиб,Eule
161,Kranich::N,дурна,Kranich
162,Krähe::N,къаргъа,Krähe
163,Kuckuck::N,кукупӏ,Kuckuck
164,Schwan::N,къугь,Schwan
165,Fisch::N,гъед,Fisch
166,Barsch::N,окунь,Barsch
167,Hecht::N,щука,Hecht
168,Schlange[Tier]::N,илан,Schlange
169,Schlange[Tier]::N,гъуьлягъ,Schlange
170,Wurm::N,квак,Wurm
171,Spinne::N,хуьшрекан,Spinne
172,Ameise::N,цегв,Ameise
173,Laus::N,нет,Laus
174,Mücke::N,ветӏ,Mücke
175,Fliege::N,тӏветӏ,Fliege
176,Schmetterling::N,чепелукь,Schmetterling
177,Beere::N,куьлуь емиш,Beere
178,Apfel::N,ич,Apfel
179,Pilz::N,къарникъуз,Pilz
180,Zwiebel::N,чичӏек,Zwiebel
181,Saat::N,тумар,Saat
182,Korn::N,твар,Korn
183,Heu::N,векь,Heu
184,Heu::N,векьер,Heu
185,Schale::N,пириш,Schale
186,Schale::N,хъуьруьш,Schale
187,Grube::N,фур,Grube
188,Falle::N,ракьар,Falle
189,Schlinge::N,гьалкъа,Schlinge
190,Spur::N,гел,Spur
191,Asche::N,руьхъ,Asche
192,Dreck::N,чирк,Dreck
193,Dreck::N,кьуруш,Dreck
194,Eisen::N,ракь,Eisen
195,Gold::N,алтун,Gold
196,Silber::N,гимиш,Silber
197,Kohle::N,цӏивин,Kohle
198,Glas::N,шуьше,Glas
199,Lehm::N,ччеб,Lehm
200,Sand::N,къум,Sand
201,Mensch::N,инсан,Mensch
202,Mann::N,итим,Mann
203,Frau::N,паб,Frau
204,Frau::N,дишегьли,Frau
205,Kind::N,аял,Kind
206,Junge::N,гада,Junge
207,Mädchen::N,руш,Mädchen
208,Familie::N,хзан,Familie
209,Familie::N,килфет,Familie
210,Großvater::N,чӏехи буба,Großvater
211,Großmutter::N,чӏехи диде,Großmutter
212,Eltern::N,диде-буба,Eltern
213,Vater::N,буба,Vater
214,Mutter::N,диде,Mutter
215,Sohn::N,хва,Sohn
216,Tochter::N,руш,Tochter
217,Bruder::N,стха,Bruder
218,Schwester::N,вах,Schwester
219,Onkel::N,ими,Onkel
220,Onkel::N,халу,Onkel
221,Tante::N,эме,Tante
222,Tante::N,хала,Tante
223,Ehemann::N,гъуьл,Ehemann
224,Ehefrau::N,паб,Ehefrau
225,Freude::N,шадвал,Freude
226,Gelächter::N,хъвер,Gelächter
227,Glück::N,бахт,Glück
228,Kummer::N,дерт,Kummer
229,Kummer::N,хажалат,Kummer
230,Wunsch::N,мурад,Wunsch
231,Lust::N,гьевес,Lust
232,Geist::N,руьгь,Geist
233,Gedanke::N,фикир,Gedanke
234,Verstand::N,акьул,Verstand
235,Sinn::N,мана,Sinn
236,Grund::N,себеб,Grund
237,Wahrheit::N,керчек,Wahrheit
238,Wahrheit::N,гьакъикъат,Wahrheit
239,Gespräch::N,ихтилат,Gespräch
240,Märchen::N,мах,Märchen
241,Erzählung::N,кьиса,Erzählung
242,Nachricht::N,хабар,Nachricht
243,Neuigkeit::N,цӏийи хабар,Neuigkeit
244,Name::N,тӏвар,Name
245,Rätsel::N,мискӏал,Rätsel
246,Rede::N,рахун,Rede
247,Sprache::N,чӏал,Sprache
248,Stimme::N,ван,Stimme
249,Wort::N,гаф,Wort
250,Zeichen::N,ишара,Zeichen
251,Ruf::N,эвер,Ruf
252,Lärm::N,ван-сес,Lärm
253,Laut::N,ван,Laut
254,Laut::N,сес,Laut
255,Ton::N,ван-сес,Ton
256,Lied::N,мани,Lied
257,Ruhe::N,ласвал,Ruhe
258,Ruhe::N,фаракъат,Ruhe
259,Ruhe::N,асайиш,Ruhe
260,Leute::N,инсанар,Leute
261,Volk::N,халкь,Volk
262,Arbeit::N,кӏвалах,Arbeit
263,Gast::N,мугьман,Gast
264,Geschenk::N,савкьат,Geschenk
265,Spiel::N,къугъун,Spiel
266,Gesellschaft::N,жемят,Gesellschaft
267,Gesellschaft::N,общество,Gesellschaft
268,Hilfe::N,куьмек,Hilfe
269,Freund::N,дуст,Freund
270,Kamerad::N,яр-дуст,Kamerad
271,Angelegenheit::N,кар,Angelegenheit
272,Anzahl::N,сан,Anzahl
273,Anzahl::N,кьадар,Anzahl
274,Art::N,жуьре,Art
275,Stück::N,кӏус,Stück
276,Teil::N,пай,Teil
277,Hälfte::N,зур,Hälfte
278,Hälfte::N,зур пай,Hälfte
279,Kreis::N,круг,Kreis
280,Kreis::N,чкаяр,Kreis
281,Kreis::N,элкъвей цӏар,Kreis
282,Kreuz::N,хаш,Kreuz
283,Linie::N,цӏар,Linie
284,Strich::N,цӏар,Strich
285,Abstand::N,ара,Abstand
286,Entfernung::N,мензил,Entfernung
287,Gegend::N,чка,Gegend
288,Platz::N,ара,Platz
289,Ort::N,чка,Ort
290,Seite::N,пад,Seite
291,Mitte::N,юкь,Mitte
292,Gegenstand::N,затӏ,Gegenstand
293,Sache::N,шей,Sache
294,Sache::N,затӏ,Sache
295,Rand::N,къерех,Rand
296,Kante::N,син,Kante
297,Ecke::N,пӏипӏ,Ecke
298,Spitze::N,кӏвенкӏв,Spitze
299,Ende::N,кьил,Ende
300,Loch::N,тӏеквен,Loch
301,Winkel::N,пӏипӏ,Winkel
302,Muster::N,гишир,Muster
303,Größe::N,кьадар,Größe
304,Länge::N,яргъивал,Länge
305,Höhe::N,кьакьанвал,Höhe
306,Gewicht::N,заланвал,Gewicht
307,Menge::N,кьадар,Menge
308,Haufen::N,хара,Haufen
309,Reihe::N,жерге,Reihe
310,Boot::N,луьткве,Boot
311,Ruder::N,кьусу,Ruder
312,Schlitten::N,гъелерар,Schlitten
313,Lagerfeuer::N,цӏай,Lagerfeuer
314,Last::N,заланвал,Last
315,Gang::N,ериш,Gang
316,Schritt::N,къадам,Schritt
317,Norden::N,кефер,Norden
318,Norden::N,кефер пад,Norden
319,Süden::N,кьибле,Süden
320,Westen::N,рагъакӏидай пад,Westen
321,Osten::N,рагъэкъечӏдай пад,Osten
322,Holz::N,кӏарас,Holz
323,Brett::N,кьул,Brett
324,Brett::N,тахта,Brett
325,Stütze::N,даях,Stütze
326,Stange::N,юрк,Stange
327,Stock::N,лаш,Stock
328,Stab::N,юрк,Stab
329,Rohr::N,турба,Rohr
330,Haus::N,ужагъ,Haus
331,Heim::N,кӏвал,Heim
332,Ofen::N,пич,Ofen
333,Fußboden::N,кӏвалин ччил,Fußboden
334,Tisch::N,стол,Tisch
335,Stuhl::N,стул,Stuhl
336,Wiege::N,кьеб,Wiege
337,Bett::N,тахт,Bett
338,Regal::N,кьацӏ,Regal
339,Kiste::N,ящик,Kiste
340,Fenster::N,дакӏар,Fenster
341,Tür::N,рак,Tür
342,Tor::N,варар,Tor
343,Zaun::N,пару,Zaun
344,Dach::N,къав,Dach
345,Leiter::N,гурар,Leiter
346,Besen::N,таран кул,Besen
347,Spaten::N,ппер,Spaten
348,Schaufel::N,хекендаз,Schaufel
349,Gabel::N,шиш,Gabel
350,Löffel::N,тӏур,Löffel
351,Messer::N,чукӏул,Messer
352,Nagel::N,мих,Nagel
353,Netz::N,чил,Netz
354,Haken::N,къармах,Haken
355,Griff::N,ттум,Griff
356,Schloss::N,куьлег,Schloss
357,Bild::N,шикил,Bild
358,Bild::N,суьрет,Bild
359,Figur::N,фигура,Figur
360,Puppe::N,нини,Puppe
361,Beutel::N,тагъар,Beutel
362,Bündel::N,галгам,Bündel
363,Tasche::N,чанта,Tasche
364,Eimer::N,ведре,Eimer
365,Deckel::N,кьил,Deckel
366,Deckel::N,къалпагъ,Deckel
367,Geschirr::N,къаб-къажах,Geschirr
368,Sack::N,чувал,Sack
369,Tasse::N,сукӏра,Tasse
370,Topf::N,къажгъан,Topf
371,Kessel::N,къажгъан,Kessel
372,Essen::N,тӏуьн,Essen
373,Nahrung::N,тӏуьн,Nahrung
374,Speise::N,хуьрек,Speise
375,Fleisch::N,як,Fleisch
376,Getreide::N,техил,Getreide
377,Brei::N,хапӏа,Brei
378,Brei::N,хешил,Brei
379,Brot::N,фу,Brot
380,Scheibe::N,чӏук,Scheibe
381,Fett::N,ягълу,Fett
382,Butter::N,гъери,Butter
383,Öl::N,ягълу,Öl
384,Salz::N,кьел,Salz
385,Suppe::N,суп,Suppe
386,Suppe::N,шурпа,Suppe
387,Honig::N,вирт,Honig
388,Milch::N,нек,Milch
389,Tee::N,чай,Tee
390,Leder::N,тумаж,Leder
391,Wolle::N,йис,Wolle
392,Stoff::N,парча,Stoff
393,Nadel::N,раб,Nadel
394,Faden::N,гъал,Faden
395,Knopf::N,дуьгме,Knopf
396,Knoten::N,тӏвал,Knoten
397,Farbe::N,ранг,Farbe
398,Kleidung::N,партал,Kleidung
399,Hemd::N,перем,Hemd
400,Kragen::N,хев,Kragen
401,Ärmel::N,хел,Ärmel
402,Hose::N,шалвар,Hose
403,Gürtel::N,чӏул,Gürtel
404,Mütze::N,бармак,Mütze
405,Mütze::N,бапӏах,Mütze
406,Schuh::N,ботинка,Schuh
407,Stiefel::N,чекме,Stiefel
408,Ring::N,тупӏал,Ring
409,Band::N,тасма,Band
410,Kamm::N,регъ,Kamm
411,Spiegel::N,гуьзгуь,Spiegel
412,Riemen::N,къайиш,Riemen
413,Schnur::N,еб,Schnur
414,Decke::N,яргъан,Decke
415,Kissen::N,хъуьцуьган,Kissen
416,Tuch::N,шал,Tuch
417,Handtuch::N,дасмал,Handtuch
418,Kraft::N,гуж,Kraft
419,Stärke::N,къуват,Stärke
420,Gesundheit::N,сагъвал,Gesundheit
421,Krankheit::N,тӏал,Krankheit
422,Schmerz::N,тӏал,Schmerz
423,Schmerz::N,тӏарвал,Schmerz
424,Wunde::N,хер,Wunde
425,Fieber::N,ифин,Fieber
426,Arznei::N,дарман,Arznei
427,Brücke::N,муьгъ,Brücke
428,Brunnen::N,къуй,Brunnen
429,Weide::N,уьруьш,Weide
430,Pfad::N,рехъ,Pfad
431,Weg::N,рехъ,Weg
432,Straße::N,рехъ,Straße
433,Dorf::N,хуьр,Dorf
434,Stadt::N,шегьер,Stadt
435,Brief::N,кагъаз,Brief
436,Buch::N,улуб,Buch
437,Buchstabe::N,гьарф,Buchstabe
438,Zeitung::N,газета,Zeitung
439,Leben::N,уьмуьр,Leben
440,Tod::N,кьиникь,Tod
441,Grab::N,сур,Grab
442,Kirche::N,килиса,Kirche
443,Sünde::N,гунагь,Sünde
444,Gott::N,аллагь,Gott
445,Arbeiter::N,фяле,Arbeiter
446,Chef::N,гьаким,Chef
447,Meister::N,устӏар,Meister
448,Arzt::N,доктор,Arzt
449,Lehrer::N,муаллим,Lehrer
450,Geld::N,пул,Geld
451,Laden::N,магазин,Laden
452,Preis::N,къимет,Preis
453,Ware::N,мал,Ware
454,Ware::N,товар,Ware
455,Nutzen::N,хийир,Nutzen
456,Nutzen::N,менфят,Nutzen
457,Reichtum::N,девлет,Reichtum
458,Welt::N,дуьнья,Welt
459,Land::N,уьлкве,Land
460,Staat::N,пачагьлугъ,Staat
461,Staat::N,государство,Staat
462,König::N,пачагь,König
463,Macht::N,власть,Macht
464,Grenze::N,сергьят,Grenze
465,Krieg::N,дяве,Krieg
466,Feind::N,душман,Feind
467,Gewalt::N,гуж,Gewalt
468,Kampf::N,женг,Kampf
469,Bogen[Waffe]::N,чӏемерук,Bogen
470,Pfeil::N,хьел,Pfeil
471,Gewehr::N,тфенг,Gewehr
472,Fehler::N,гъалатӏ,Fehler
473,Lüge::N,ттаб,Lüge
474,Schaden::N,зиян,Schaden
475,Schaden::N,зарар,Schaden
476,Unglück::N,бала,Unglück
477,Unglück::N,бедбахтвал,Unglück
478,Schuld::N,тахсир,Schuld
479,Alter::N,яш,Alter
480,Schluss::N,эхир,Schluss
481,Zeit::N,вяде,Zeit
482,Tag::N,югъ,Tag
483,Morgen::N,пакама,Morgen
484,Mittag::N,нисин,Mittag
485,Abend::N,няни,Abend
486,Nacht::N,йиф,Nacht
487,Woche::N,гьафте,Woche
488,Monat::N,варз,Monat
489,Jahr::N,йис,Jahr
490,Frühling::N,гатфар,Frühling
491,Sommer::N,гад,Sommer
492,Herbst::N,зул,Herbst
493,Winter::N,кьуьд,Winter
494,Januar::N,январь,Januar
495,Februar::N,февраль,Februar
496,März::N,март,März
497,April::N,апрель,April
498,Mai::N,май,Mai
499,Juni::N,июнь,Juni
500,Juli::N,июль,Juli
501,August::N,август,August
502,September::N,сентябрь,September
503,Oktober::N,октябрь,Oktober
504,November::N,ноябрь,November
505,Dezember::N,декабрь,Dezember
506,Montag::N,ислен,Montag
507,Dienstag::N,саласа,Dienstag
508,Mittwoch::N,арбе,Mittwoch
509,Donnerstag::N,хемис югъ,Donnerstag
510,Freitag::N,жуьмя,Freitag
511,Freitag::N,жуьмя югъ,Freitag
512,Samstag::N,киш,Samstag
513,Sonntag::N,гьяд,Sonntag
514,groß::A,еке,groß
515,groß::A,чӏехи,groß
516,klein::A,гъвечӏи,klein
517,lang::A,яргъи,lang
518,kurz::A,куьруь,kurz
519,breit::A,гьяркьуь,breit
520,schmal::A,гуьтӏуь,schmal
521,dicht::A,къалин,dicht
522,dünn::A,кьелечӏ,dünn
523,fein::A,шуькӏуь,fein
524,fest::A,кӏеви,fest
525,flach::A,кьулу,flach
526,glatt::A,цӏалцӏам,glatt
527,hart::A,кӏеви,hart
528,weich::A,хъуьтуьл,weich
529,rund::A,элкъвей,rund
530,spitz::A,хци,spitz
531,scharf::A,хци,scharf
532,stumpf::A,къуьруь,stumpf
533,schwer::A,залан,schwer
534,schön::A,иер,schön
535,heiß::A,кудай,heiß
536,warm::A,чими,warm
537,kalt::A,мекьи,kalt
538,kühl::A,къайи,kühl
539,frisch::A,таза,frisch
540,frisch::A,михьи,frisch
541,feucht::A,ламу,feucht
542,nass::A,кьежей,nass
543,trocken::A,кьуру,trocken
544,voll::A,ацӏай,voll
545,leer::A,буш,leer
546,leer::A,ичӏи,leer
547,offen::A,ахъа,offen
548,geschlossen::A,кӏеви,geschlossen
549,sauber::A,михьи,sauber
550,schmutzig::A,чиркин,schmutzig
551,schmutzig::A,кьацӏай,schmutzig
552,roh::A,чиг,roh
553,roh::A,ицӏи,roh
554,reif::A,дигмиш хьайи,reif
555,lecker::A,дадлу,lecker
556,süß::A,ширин,süß
557,bitter::A,туькьуьл,bitter
558,sauer::A,цуру,sauer
559,hell::A,экуь,hell
560,dunkel::A,мичӏи,dunkel
561,schwarz::A,чӏулав,schwarz
562,weiß::A,лацу,weiß
563,rot::A,яру,rot
564,gelb::A,хъипи,gelb
565,blau::A,вили,blau
566,grün::A,къацу,grün
567,grau::A,рехи,grau
568,bunt::A,цӏару,bunt
569,bunt::A,яру-цӏару,bunt
570,billig::A,ужуз,billig
571,teuer::A,багьа,teuer
572,wertvoll::A,масан,wertvoll
573,blind::A,буьркьуь,blind
574,taub::A,биши,taub
575,kräftig::A,гужлу,kräftig
576,stark::A,къуватлу,stark
577,schwach::A,такьатсуз,schwach
578,fett::A,куьк,fett
579,schlank::A,шумал,schlank
580,hübsch::A,гуьрчег,hübsch
581,böse::A,пис,böse
582,dumm::A,ахмакь,dumm
583,faul::A,тенпел,faul
584,fleißig::A,сяй ийидай,fleißig
585,fleißig::A,сяйи ийидай,fleißig
586,geizig::A,мискьи,geizig
587,klug::A,акьуллу,klug
588,geschickt::A,магьир,geschickt
589,lieb::A,играми,lieb
590,lustig::A,шад,lustig
591,sanft::A,назик,sanft
592,sanft::A,милайим,sanft
593,hungrig::A,гишин,hungrig
594,krank::A,кефсуз,krank
595,nackt::A,кьецӏил,nackt
596,traurig::A,пашман,traurig
597,lebendig::A,ччан алай,lebendig
598,gut::A,хъсан,gut
599,gut::A,вижевай,gut
600,schlecht::A,пис,schlecht
601,richtig::A,дуьз,richtig
602,schlimm::A,нифретлу,schlimm
603,wahr::A,гьакъикъи,wahr
604,alt::A,эски,alt
605,alt::A,куьгьне,alt
606,neu::A,цӏийи,neu
607,ehemalig::A,виликан,ehemalig
608,alt[Lebewesen]::A,кьуьзуь,alt
609,jung::A,жегьил,jung
610,arm::A,кесиб,arm
611,reich::A,девлетлу,reich
612,bekannt::A,чидай,bekannt
613,berühmt::A,машгьур,berühmt
614,fremd::A,ччара,fremd
615,verschieden::A,жуьреба-жуьре,verschieden
616,nah::A,мукьвал,nah
617,fern::A,яргъал,fern
618,linker::A,чапла,linker
619,rechter::A,эрчӏи,rechter
620,anderer::A,маса,anderer
621,anderer::A,муькуь,anderer
622,erster::A,сад лагьай,erster
623,zweiter::A,кьвед лагьай,zweiter
624,dritter::A,пуд лагьай,dritter
625,letzter::A,эхиримжи,letzter
626,allein::ADV,кьилди,allein
627,zusammen::ADV,санал,zusammen
628,lange::ADV,яргъалди,lange
629,plötzlich::ADV,садлагьана,plötzlich
630,sofort::ADV,гьасятда,sofort
631,später::ADV,гуьгъуьнлай,später
632,jetzt::ADV,гила,jetzt
633,heute::ADV,къе,heute
634,morgen::ADV,пака,morgen
635,bald::ADV,мукьва,bald
636,bald::ADV,мукьвара,bald
637,dann::ADV,ахпа,dann
638,gestern::ADV,накь,gestern
639,einst::ADV,садра,einst
640,damals::ADV,а чӏавуз,damals
641,danach::ADV,ахпа,danach
642,vorher::ADV,вилик,vorher
643,zuerst::ADV,сифте,zuerst
644,einmal::ADV,садра,einmal
645,manchmal::ADV,гагь-гагь,manchmal
646,oft::ADV,гзаф вахтара,oft
647,immer::ADV,гьамиша,immer
648,niemals::ADV,са чӏавузни,niemals
649,niemals::ADV,са вахтундани,niemals
650,hier::ADV,ина,hier
651,hierhin::ADV,иниз,hierhin
652,von hier::ADV,инай,von hier
653,dort::ADV,ана,dort
654,dorthin::ADV,аниз,dorthin
655,geradeaus::ADV,дуьз,geradeaus
656,vorwärts::ADV,вилик,vorwärts
657,vorwärts::ADV,виликди,vorwärts
658,rückwärts::ADV,кьулухъ,rückwärts
659,unten::ADV,агъада,unten
660,hinab::ADV,агъуз,hinab
661,oben::ADV,винел,oben
662,hinauf::ADV,виниз,hinauf
663,überall::ADV,вирина,überall
664,nicht::ADV,ваъ,nicht
665,ein wenig::ADV,са тӏимил,ein wenig
666,kaum::ADV,жизви,kaum
667,sehr::ADV,лап,sehr
668,so::ADV,икӏ,so
669,noch::ADV,гьеле,noch
670,nur::ADV,анжах,nur
671,schon::ADV,хъувуна,schon
672,schon::ADV,мадни дардиз,schon
673,schon::ADV,мадни гуьтӏуьз,schon
674,schon::ADV,мадни гуьтӏуь я,schon
675,vergebens::ADV,нагьакь,vergebens
676,vergebens::ADV,нагьакьа,vergebens
677,vor::PRP,вилик,vor
678,hinter::PRP,кьулухъ,hinter
679,unter::PRP,кӏаник,unter
680,durch::PRP,арадай,durch
681,durch::PRP,-кай хкатна,durch
682,neben::PRP,патав,neben
683,neben::PRP,мукьув,neben
684,zwischen::PRP,ара,zwischen
685,zwischen::PRP,арада,zwischen
686,wegen::PRP,гъиляй,wegen
687,dies::PRN,и,dies
688,dies::PRN,им,dies
689,das::PRN,а,das
690,das::PRN,ам,das
691,alles::PRN,вири,alles
692,alles::PRN,михьиз,alles
693,ich::PRN,за,ich
694,ich::PRN,зун,ich
695,du::PRN,вун,du
696,er::PRN,ам,er
697,er::PRN,гьа,er
698,wir::PRN,чун,wir
699,ihr::PRN,куьн,ihr
700,sie::PRN,абур,sie
701,was::FPRN,вуч,was
702,wer::FPRN,вуж,wer
703,wo::FADV,гьина,wo
704,wohin::FADV,гьиниз,wohin
705,wie::FADV,гьикӏ,wie
706,warum::FADV,вучиз,warum
707,wieviel::FNUM,шумуд,wieviel
708,eins::NUM,са,eins
709,zwei::NUM,кьвед,zwei
710,drei::NUM,пуд,drei
711,vier::NUM,кьуд,vier
712,fünf::NUM,вад,fünf
713,sechs::NUM,ругуд,sechs
714,sieben::NUM,ирид,sieben
715,acht::NUM,муьжуьд,acht
716,neun::NUM,кӏуьд,neun
717,zehn::NUM,цӏуд,zehn
718,elf::NUM,цӏусад,elf
719,zwölf::NUM,цӏикьвед,zwölf
720,zwanzig::NUM,къад,zwanzig
721,dreißig::NUM,къанницӏуд,dreißig
722,vierzig::NUM,яхцӏур,vierzig
723,fünfzig::NUM,яхцӏурни цӏуд,fünfzig
724,sechzig::NUM,пудкъад,sechzig
725,siebzig::NUM,пудкъанни цӏуд,siebzig
726,achtzig::NUM,кьудкъад,achtzig
727,neunzig::NUM,кьудкъанни цӏуд,neunzig
728,hundert::NUM,виш,hundert
729,tausend::NUM,агъзур,tausend
730,und::CNJ,ва,und
731,oder::CNJ,я,oder
732,stehen::V,акъвазун,stehen
733,sitzen::V,ацукьун,sitzen
734,liegen::V,къаткун,liegen
735,hängen::V,куьрс хьун,hängen
736,werden::V,хьун,werden
737,passieren::V,хьун,passieren
738,beginnen::V,башламиш хьун,beginnen
739,enden::V,куьтягь хьун,enden
740,wechseln::V,дегиш хьун,wechseln
741,aufgehen[Sonne]::V,экъечӏун,aufgehen
742,untergehen[Sonne]::V,акӏун,untergehen
743,scheinen[Sonne]::V,ишигь гун,scheinen
744,donnern::V,къукърумар авун,donnern
745,strömen::V,авахьун,strömen
746,fließen::V,авахьун,fließen
747,sich drehen::V,элкъуьн,sich drehen
748,schwanken::V,юзун,schwanken
749,schwingen::V,галтад хьун,schwingen
750,fallen::V,аватун,fallen
751,brennen::V,кун,brennen
752,brennen::V,ккун,brennen
753,regnen::V,къун,regnen
754,gefrieren::V,муркӏади кьун,gefrieren
755,tauen::V,цӏурун,tauen
756,schmelzen::V,цӏурун,schmelzen
757,trocknen::V,кьурун,trocknen
758,sieden::V,ругун,sieden
759,faulen::V,кутӏун,faulen
760,verfaulen::V,чуьруьтмиш хьун,verfaulen
761,verfaulen::V,кутӏун,verfaulen
762,reißen::V,атӏун,reißen
763,reißen::V,къазунун,reißen
764,versinken::V,батмиш хьун,versinken
765,vergehen::V,алатун,vergehen
766,erscheinen::V,майдандиз акъатун,erscheinen
767,verschwinden::V,квахьун,verschwinden
768,sinken::V,элекьун,sinken
