,Concept_ID,fi,es
370,Kante::N,särmä,borde
371,Ecke::N,nurkka,esquina
372,Spitze::N,terä,punta
373,Spitze::N,kärki,punta
374,Ende::N,pää,cabo
375,Ende::N,pää,extremo
376,Ende::N,perä,cabo
377,Ende::N,perä,extremo
378,Loch::N,kolo,agujero
379,Loch::N,kolo,abertura
380,Loch::N,reikä,agujero
381,Loch::N,reikä,abertura
382,Winkel::N,kulma,ángulo
383,Muster::N,kuvio,dibujo
384,Größe::N,koko,tamaño
385,Größe::N,suuruus,tamaño
386,Länge::N,pituus,longitud
387,Höhe::N,korkeus,altura
388,Höhe::N,korkeus,altitud
389,Gewicht::N,paino,peso
390,Menge::N,määrä,cantidad
391,Haufen::N,kasa,montón
392,Reihe::N,rivi,fila
393,Boot::N,vene,bote
394,Boot::N,vene,barca
395,Ruder::N,airo,remo
396,Schlitten::N,reki,trineo
397,Schlitten::N,kelkka,trineo
398,Ski::N,suksi,esquí
399,Lagerfeuer::N,nuotio,hoguera
400,Last::N,kuorma,carga
401,Gang::N,kulku,marcha
402,Gang::N,käynti,marcha
403,Schritt::N,askel,paso
404,Norden::N,pohjoinen,norte
405,Süden::N,etelä,sur
406,Westen::N,länsi,oeste
407,Osten::N,itä,este
408,Holz::N,puu,madera
409,Brett::N,lauta,tabla
410,Platte::N,levy,placa
411,Platte::N,levy,plancha
412,Stütze::N,noja,sostén
413,Stütze::N,noja,soporte
414,Stange::N,tanko,vara
415,Stange::N,tanko,percha
416,Stock::N,keppi,palo
417,Stock::N,keppi,bastón
418,Stab::N,sauva,vara
419,Stab::N,sauva,bastón
420,Stab::N,seiväs,vara
421,Stab::N,seiväs,bastón
422,Rohr::N,putki,tubo
423,Haus::N,talo,casa
424,Heim::N,koti,hogar
425,Ofen::N,uuni,estufa
426,Fußboden::N,lattia,suelo
427,Tisch::N,pöytä,mesa
428,Stuhl::N,tuoli,silla
429,Wiege::N,kehto,cuna
430,Bett::N,sänky,cama
431,Regal::N,hylly,estantería
432,Kiste::N,arkku,caja
433,Kiste::N,kirstu,caja
434,Kiste::N,laatikko,caja
435,Fenster::N,ikkuna,ventana
436,Tür::N,ovi,puerta
437,Tor::N,portti,puerta
438,Zaun::N,aita,valla
439,Zaun::N,aita,cercado
440,Dach::N,katto,techo
441,Dach::N,katto,tejado
442,Leiter::N,tikkaat,escalera
443,Leiter::N,tikapuut,escalera
444,Besen::N,luuta,escoba
445,Spaten::N,lapio,pala
446,Schaufel::N,lapio,pala
447,Schaufel::N,lapio,paleta
448,Gabel::N,haarukka,tenedor
449,Löffel::N,lusikka,cuchara
450,Messer::N,veitsi,cuchillo
451,Nagel::N,naula,clavo
452,Netz::N,verkko,red
453,Haken::N,haka,gancho
454,Haken::N,haka,corchete
455,Haken::N,koukku,gancho
456,Haken::N,koukku,corchete
457,Griff::N,ripa,asa
458,Griff::N,ripa,mango
459,Griff::N,kahva,asa
460,Griff::N,kahva,mango
461,Schloss::N,lukko,cerradura
462,Bild::N,kuva,imagen
463,Figur::N,kuvio,figura
464,Puppe::N,nukke,muñeca
465,Beutel::N,pussi,bolsa
466,Bündel::N,nippu,haz
467,Bündel::N,kimppu,haz
468,Tasche::N,laukku,bolso
469,Eimer::N,sanko,cubo
470,Eimer::N,ämpäri,cubo
471,Deckel::N,kansi,tapa
472,Deckel::N,kansi,tapadera
473,Geschirr::N,astia,vajilla
474,Sack::N,säkki,saco
475,Tasse::N,kuppi,taza
476,Topf::N,pata,olla
477,Topf::N,pata,marmita
478,Kessel::N,kattila,caldera
479,Essen::N,syönti,comida
480,Nahrung::N,ruoka,alimento
481,Nahrung::N,ravinto,alimento
482,Speise::N,ruoka,plato
483,Fleisch::N,liha,carne
484,Getreide::N,vilja,cereales
485,Brei::N,puuro,puré
486,Brei::N,puuro,papilla
487,Brot::N,leipä,pan
488,Scheibe::N,viipale,lonja
489,Scheibe::N,viipale,rebanada
490,Fett::N,rasva,grasa
491,Butter::N,voi,mantequilla
492,Öl::N,öljy,aceite
493,Salz::N,suola,sal
494,Suppe::N,keitto,sopa
495,Honig::N,hunaja,miel
496,Milch::N,maito,leche
497,Tee::N,tee,té
498,Leder::N,nahka,cuero
499,Wolle::N,villa,lana
500,Stoff::N,kangas,tela
501,Stoff::N,kangas,tejido
502,Nadel::N,neula,aguja
503,Faden::N,lanka,hilo
504,Knopf::N,nappi,botón
505,Knoten::N,solmu,nudo
506,Farbe::N,maali,pintura
507,Kleidung::N,vaatteet,ropa
508,Kleidung::N,vaatteet,vestidos
509,Hemd::N,paita,camisa
510,Kragen::N,kaulus,cuello
511,Ärmel::N,hiha,manga
512,Hose::N,housut,pantalón
513,Gürtel::N,vyö,cinturón
514,Mütze::N,lakki,gorro
515,Schuh::N,kenkä,zapato
516,Stiefel::N,saapas,bota
517,Ring::N,sormus,anillo
518,Band::N,nauha,cinta
519,Kamm::N,kampa,peine
520,Spiegel::N,peili,espejo
521,Riemen::N,hihna,correa
522,Schnur::N,naru,cuerda
523,Schnur::N,nuora,cuerda
524,Leine::N,talutushihna,correa
525,Decke::N,peite,manta
526,Kissen::N,tyyny,almohada
527,Kissen::N,pielus,almohada
528,Tuch::N,huivi,pañuelo
529,Handtuch::N,pyyheliina,toalla
530,Kraft::N,väki,fuerza
531,Kraft::N,voima,fuerza
532,Stärke::N,vahvuus,fuerza
533,Gesundheit::N,terveys,salud
534,Krankheit::N,tauti,enfermedad
535,Krankheit::N,sairaus,enfermedad
536,Schmerz::N,kipu,dolor
537,Schmerz::N,särky,dolor
538,Wunde::N,haava,llaga
539,Wunde::N,haava,herida
540,Fieber::N,kuume,fiebre
541,Arznei::N,lääke,medicina
542,Arznei::N,lääke,medicamento
543,Brücke::N,silta,puente
544,Brunnen::N,kaivo,pozo
545,Weide::N,laidun,pasto
546,Pfad::N,polku,sendero
547,Weg::N,tie,camino
548,Straße::N,katu,vía
549,Straße::N,katu,carretera
550,Dorf::N,kylä,aldea
551,Dorf::N,kylä,pueblo
552,Stadt::N,kaupunki,ciudad
553,Brief::N,kirje,carta
554,Buch::N,kirja,libro
555,Buchstabe::N,kirjain,letra
556,Buchstabe::N,kirjain,carácter
557,Zeitung::N,lehti,diario
558,Zeitung::N,lehti,periódico
559,Zeitung::N,sanomalehti,diario
560,Zeitung::N,sanomalehti,periódico
561,Leben::N,elo,vida
562,Leben::N,elämä,vida
563,Tod::N,kuolema,muerte
564,Grab::N,hauta,tumba
565,Grab::N,hauta,sepulcro
566,Kirche::N,kirkko,iglesia
567,Sünde::N,synti,pecado
568,Gott::N,jumala,dios
569,Arbeiter::N,työläinen,obrero
570,Arbeiter::N,työläinen,trabajador
571,Chef::N,päällikkö,jefe
572,Meister::N,mestari,maestro
573,Arzt::N,lääkäri,médico
574,Lehrer::N,opettaja,profesor
575,Geld::N,raha,dinero
576,Geschäft::N,liike,negocio
577,Laden::N,puoti,tienda
578,Laden::N,kauppa,tienda
579,Preis::N,hinta,precio
580,Ware::N,tavara,mercancía
581,Nutzen::N,hyöty,provecho
582,Reichtum::N,rikkaus,riqueza
583,Welt::N,maailma,mundo
584,Land::N,maa,país
585,Staat::N,valtio,Estado
586,König::N,kuningas,rey
587,Macht::N,mahti,poder
588,Macht::N,mahti,potencia
589,Grenze::N,raja,frontera
590,Krieg::N,sota,guerra
591,Feind::N,vihollinen,enemigo
592,Gewalt::N,väkivalta,violencia
593,Kampf::N,taistelu,lucha
594,Kampf::N,taistelu,combate
595,Bogen[Waffe]::N,jousi,arco
596,Pfeil::N,nuoli,flecha
597,Gewehr::N,kivääri,fusil
598,Gewehr::N,kivääri,escopeta
599,Fehler::N,vika,error
600,Fehler::N,virhe,error
601,Lüge::N,valhe,mentira
602,Schaden::N,vaurio,daño
603,Schaden::N,vahinko,daño
604,Unglück::N,vahinko,desgracia
605,Unglück::N,onnettomuus,desgracia
606,Schuld::N,syy,culpa
607,Alter::N,ikä,edad
608,Schluss::N,loppu,fin
609,Schluss::N,loppu,final
610,Zeit::N,aika,tiempo
611,Tag::N,päivä,día
612,Morgen::N,aamu,mañana
613,Morgen::N,huomen,mañana
614,Mittag::N,keskipäivä,mediodía
615,Abend::N,ilta,noche
616,Nacht::N,yö,noche
617,Woche::N,viikko,semana
618,Monat::N,kuukausi,mes
619,Jahr::N,vuosi,año
620,Frühling::N,kevät,primavera
621,Sommer::N,kesä,verano
622,Herbst::N,syksy,otoño
623,Winter::N,talvi,invierno
624,Januar::N,tammikuu,enero
625,Februar::N,helmikuu,febrero
626,März::N,maaliskuu,marzo
627,April::N,huhtikuu,abril
628,Mai::N,toukokuu,mayo
629,Juni::N,kesäkuu,junio
630,Juli::N,heinäkuu,julio
631,August::N,elokuu,agosto
632,September::N,syyskuu,septiembre
633,Oktober::N,lokakuu,octubre
634,November::N,marraskuu,noviembre
635,Dezember::N,joulukuu,diciembre
636,Montag::N,maanantai,lunes
637,Dienstag::N,tiistai,martes
638,Mittwoch::N,keskiviikko,miércoles
639,Donnerstag::N,torstai,jueves
640,Freitag::N,perjantai,viernes
641,Samstag::N,lauantai,sábado
642,Sonntag::N,sunnuntai,domingo
643,groß::A,iso,grande
644,groß::A,suuri,grande
645,klein::A,pieni,pequeño
646,lang::A,pitkä,largo
647,kurz::A,lyhyt,corto
648,breit::A,leveä,ancho
649,schmal::A,kapea,estrecho
650,dicht::A,taaja,denso
651,dick[Gegenstand]::A,paksu,grueso
652,dünn::A,ohut,fino
653,dünn::A,ohut,delgado
654,fein::A,hieno,fino
655,fein::A,hieno,delicado
656,fest::A,luja,firme
657,fest::A,luja,sólido
658,flach::A,litteä,plano
659,flach::A,tasainen,plano
660,glatt::A,sileä,liso
661,glatt::A,siloinen,liso
662,hart::A,kova,duro
663,weich::A,pehmeä,muelle
664,rund::A,pyöreä,redondo
665,spitz::A,terävä,agudo
666,spitz::A,terävä,apuntado
667,scharf::A,terävä,agudo
668,scharf::A,terävä,afilado
669,stumpf::A,tylsä,sin filo
670,schwer::A,raskas,pesado
671,schwer::A,painava,pesado
672,schön::A,kaunis,bello
673,schön::A,kaunis,hermoso
674,heiß::A,kuuma,caluroso
675,warm::A,lämmin,cálido
676,warm::A,lämmin,caliente
677,kalt::A,kylmä,frío
678,kalt::A,viluinen,frío
679,kühl::A,viileä,fresco
680,frisch::A,tuore,fresco
681,feucht::A,kostea,húmedo
682,nass::A,märkä,mojado
683,trocken::A,kuiva,seco
684,voll::A,täysi,lleno
685,leer::A,tyhjä,vacío
686,offen::A,avonainen,abierto
687,geschlossen::A,suljettu,cerrado
688,sauber::A,puhdas,limpio
689,schmutzig::A,likainen,sucio
690,roh::A,raaka,crudo
691,reif::A,kypsä,maduro
692,lecker::A,herkullinen,rico
693,lecker::A,herkullinen,sabroso
694,süß::A,makea,dulce
695,bitter::A,karvas,amargo
696,bitter::A,kitkerä,amargo
697,sauer::A,hapan,agrio
698,hell::A,kirkas,claro
699,hell::A,valoisa,claro
700,dunkel::A,pimeä,oscuro
701,schwarz::A,musta,negro
702,weiß::A,valkea,blanco
703,rot::A,punainen,rojo
704,gelb::A,keltainen,amarillo
705,blau::A,sininen,azul
706,grün::A,vihreä,verde
707,grau::A,harmaa,gris
708,bunt::A,kirjava,multicolor
709,billig::A,halpa,barato
710,billig::A,huokea,barato
711,teuer::A,kallis,caro
712,wertvoll::A,arvokas,valioso
713,wertvoll::A,arvokas,precioso
714,blind::A,sokea,ciego
715,taub::A,kuuro,sordo
716,kräftig::A,väkevä,fuerte
717,kräftig::A,voimakas,fuerte
718,stark::A,vahva,fuerte
719,stark::A,vahva,vigoroso
720,schwach::A,heikko,débil
721,fett::A,lihava,obeso
722,schlank::A,hoikka,esbelto
723,schlank::A,solakka,esbelto
724,hübsch::A,soma,mono
725,hübsch::A,soma,guapo
726,hübsch::A,sievä,mono
727,hübsch::A,sievä,guapo
728,böse::A,paha,malo
729,böse::A,häijy,malo
730,dumm::A,tyhmä,tonto
731,dumm::A,tyhmä,estúpido
732,dumm::A,typerä,tonto
733,dumm::A,typerä,estúpido
734,faul::A,laiska,vago
735,faul::A,laiska,perezoso
736,fleißig::A,ahkera,aplicado
737,fleißig::A,ahkera,diligente
738,geizig::A,saita,avaro
739,klug::A,älykäs,sensato
740,klug::A,älykäs,inteligente
741,geschickt::A,taitava,hábil
742,lieb::A,rakas,querido
743,lustig::A,hauska,alegre
744,lustig::A,iloinen,alegre
745,sanft::A,lauha,suave
746,sanft::A,lempeä,suave
747,hungrig::A,nälkäinen,hambriento
748,krank::A,sairas,enfermo
749,nackt::A,alaston,desnudo
750,traurig::A,surullinen,triste
751,traurig::A,murheellinen,triste
752,lebendig::A,elävä,vivo
753,lebendig::A,elävä,viviente
754,gut::A,hyvä,bueno
755,schlecht::A,paha,malo
756,schlecht::A,huono,malo
757,richtig::A,oikea,justo
758,richtig::A,oikea,correcto
759,schlimm::A,paha,malo
760,schlimm::A,paha,grave
761,wahr::A,tosi,verídico
762,wahr::A,tosi,verdadero
763,alt::A,vanha,viejo
764,neu::A,uusi,nuevo
765,ehemalig::A,entinen,antiguo
766,ehemalig::A,muinainen,antiguo
767,alt[Lebewesen]::A,vanha,viejo
768,jung::A,nuori,joven
769,arm::A,köyhä,pobre
770,reich::A,rikas,rico
771,bekannt::A,tuttu,conocido
772,bekannt::A,tunnettu,conocido
773,berühmt::A,kuuluisa,famoso
774,berühmt::A,kuuluisa,célebre
775,fremd::A,vieras,extraño
776,verschieden::A,eri,diverso
777,verschieden::A,eri,distinto
778,verschieden::A,eri,diferente
779,verschieden::A,erilainen,diverso
780,verschieden::A,erilainen,distinto
781,verschieden::A,erilainen,diferente
782,nah::A,läheinen,cercano
783,fern::A,etäinen,lejano
784,linker::A,vasen,izquierdo
785,rechter::A,oikea,derecho
786,anderer::A,muu,otro
787,anderer::A,toinen,otro
788,erster::A,ensimmäinen,primero
789,zweiter::A,toinen,segundo
790,dritter::A,kolmas,tercero
791,letzter::A,viimeinen,último
792,allein::ADV,yksin,a solo
793,auf einmal::ADV,yhdellä kertaa,de una vez
794,zusammen::ADV,yhdessä,juntos
795,lange::ADV,kauan,mucho tiempo
796,lange::ADV,pitkään,mucho tiempo
797,plötzlich::ADV,äkkiä,de repente
798,sofort::ADV,heti,en seguida
799,später::ADV,myöhemmin,más tarde
800,jetzt::ADV,nyt,ahora
801,heute::ADV,tänään,hoy
802,morgen::ADV,huomenna,mañana
803,bald::ADV,pian,pronto
804,bald::ADV,pian,en breve
805,dann::ADV,sitten,luego
806,dann::ADV,sitten,entonces
807,gestern::ADV,eilen,ayer
808,einst::ADV,aikanaan,antaño
809,damals::ADV,silloin,entonces
810,damals::ADV,siihen aikaan,entonces
811,danach::ADV,sen jälkeen,después
812,vorher::ADV,ennen,antes
813,zuerst::ADV,ensin,primero
814,zuerst::ADV,ensiksi,primero
815,einmal::ADV,kerran,una vez
816,manchmal::ADV,joskus,a veces
817,oft::ADV,usein,a menudo
818,oft::ADV,usein,con frecuencia
819,immer::ADV,aina,siempre
820,niemals::ADV,ei koskaan,jamás
821,hier::ADV,tässä,aquí
822,hier::ADV,täällä,aquí
823,hierhin::ADV,tähän,acá
824,von hier::ADV,tästä,desde aquí
825,von hier::ADV,täältä,desde aquí
826,dort::ADV,siinä,ahí
827,dort::ADV,siinä,allí
828,dort::ADV,siellä,ahí
829,dort::ADV,siellä,allí
