,Concept_ID,el,sv
760,zuerst::ADV,πρώτα,först
761,einmal::ADV,μία φορά,en gång
762,manchmal::ADV,κάποτε,ibland
763,oft::ADV,συχνά,ofta
764,oft::ADV,πολλές φορές,ofta
765,immer::ADV,πάντα,alltid
766,immer::ADV,πάντοτε,alltid
767,niemals::ADV,ποτέ,aldrig
768,hier::ADV,εδώ,här
769,hierhin::ADV,εδώ,hit
770,von hier::ADV,από δω,härifrån
771,dort::ADV,εκεί,där
772,dorthin::ADV,προς τα κει,dit
773,geradeaus::ADV,κατευθείαν,rätt fram
774,vorwärts::ADV,εμπρός,fram
775,vorwärts::ADV,εμπρός,framåt
776,rückwärts::ADV,πίσω,baklänges
777,zurück::ADV,πίσω,tillbaka
778,unten::ADV,κάτω,nere
779,unten::ADV,κάτω,nedanför
780,hinab::ADV,προς τα κάτω,ned
781,hinab::ADV,προς τα κάτω,nedåt
782,oben::ADV,πάνω,ovan
783,oben::ADV,πάνω,ovanpå
784,oben::ADV,επάνω,ovan
785,oben::ADV,επάνω,ovanpå
786,hinauf::ADV,προς τα πάνω,upp
787,hinauf::ADV,προς τα πάνω,uppåt
788,überall::ADV,παντού,överallt
789,nicht::ADV,δεν,ej
790,nicht::ADV,δεν,inte
791,ein wenig::ADV,λιγάκι,litet
792,kaum::ADV,μόλις,knappt
793,kaum::ADV,μόλις,knappast
794,sehr::ADV,πολύ,mycket
795,so::ADV,έτσι,så
796,noch::ADV,ακόμα,än
797,noch::ADV,ακόμα,ännu
798,nur::ADV,μόνο,bara
799,nur::ADV,μόνο,endast
800,schon::ADV,ήδη,redan
801,schon::ADV,κιόλας,redan
802,wieder::ADV,ξανά,åter
803,vergebens::ADV,μάταια,förgäves
804,vor::PRP,μπροστά σε,utanför
805,vor::PRP,μπροστά από,utanför
806,hinter::PRP,πίσω από ,bakom
807,unter::PRP,υπό,under
808,unter::PRP,κάτω από,under
809,durch::PRP,διά,genom
810,durch::PRP,διά,igenom
811,durch::PRP,διά μέσου,genom
812,durch::PRP,διά μέσου,igenom
813,neben::PRP,δίπλα σε,bredvid
814,neben::PRP,δίπλα σε,vid sidan av
815,zwischen::PRP,μεταξύ,mellan
816,zwischen::PRP,ανάμεσα σε,mellan
817,wegen::PRP,για,på grund av
818,wegen::PRP,λόγω,på grund av
819,dies::PRN,αυτό,detta
820,das::PRN,το,det
821,alles::PRN,όλα,allt
822,ich::PRN,εγώ,jag
823,du::PRN,σύ,du
824,du::PRN,εσύ,du
825,er::PRN,αυτός,han
826,wir::PRN,εμείς,vi
827,ihr::PRN,εσείς,ni
828,sie::PRN,αυτοί,de
829,was::FPRN,τι,vad
830,wer::FPRN,ποιος,vem
831,wo::FADV,πού,var
832,wohin::FADV,πού,vart
833,wohin::FADV,για πού,vart
834,wie::FADV,πώς,hur
835,warum::FADV,γιατί,varför
836,wieviel::FNUM,πόσος,hur mycket
837,eins::NUM,ένα,en
838,eins::NUM,ένα,ett
839,zwei::NUM,δύο,två
840,drei::NUM,τρία,tre
841,drei::NUM,τρεις,tre
842,vier::NUM,τέσσερα,fyra
843,vier::NUM,τέσσερις,fyra
844,fünf::NUM,πέντε,fem
845,sechs::NUM,έξι,sex
846,sieben::NUM,εφτά,sju
847,acht::NUM,οχτώ,åtta
848,neun::NUM,εννιά,nio
849,zehn::NUM,δέκα,tio
850,elf::NUM,έντεκα,elva
851,zwölf::NUM,δώδεκα,tolv
852,zwanzig::NUM,είκοσι,tjugo
853,dreißig::NUM,τριάντα,trettio
854,vierzig::NUM,σαράντα,fyrtio
855,fünfzig::NUM,πενήντα,femtio
856,sechzig::NUM,εξήντα,sextio
857,siebzig::NUM,εβδομήντα,sjuttio
858,achtzig::NUM,ογδόντα,åttio
859,neunzig::NUM,ενενήντα,nittio
860,hundert::NUM,εκατό,hundra
861,tausend::NUM,χίλιοι,tusen
862,und::CNJ,και,och
863,oder::CNJ,ή,eller
864,stehen::V,στέκομαι,stå
865,stehen::V,είμαι όρθιος,stå
866,sitzen::V,κάθομαι,sitta
867,liegen::V,είμαι ξαπλωμένος,ligga
868,hängen::V,κρέμομαι,hänga
869,werden::V,γίνομαι,bli
870,passieren::V,συμβαίνω,ske
871,passieren::V,συμβαίνω,hända
872,beginnen::V,αρχίζω,börja
873,enden::V,τελειώνω,ända
874,wechseln::V,αλλάζω,växla
875,aufgehen[Sonne]::V,βγαίνω,gå upp
876,aufgehen[Sonne]::V,ανατέλλω,gå upp
877,untergehen[Sonne]::V,δύω,gå ned
878,untergehen[Sonne]::V,βασιλεύω,gå ned
879,scheinen[Sonne]::V,λάμπω,skina
880,donnern::V,βροντώ,dundra
881,wehen::V,φυσώ,blåsa
882,strömen::V,ρέω,forsa
883,strömen::V,ρέω,strömma
884,strömen::V,τρέχω,forsa
885,strömen::V,τρέχω,strömma
886,fließen::V,ρέω,flyta
887,sich drehen::V,γυρίζω,snurra
888,sich drehen::V,στρέφομαι,snurra
889,schwanken::V,ταλαντεύομαι,vackla
890,schwingen::V,αιωρούμαι,svinga
891,schwingen::V,ταλαντεύομαι,svinga
892,fallen::V,πέφτω,falla
893,brennen::V,καίω,brinna
894,rauchen::V,καπνίζω,ryka
895,regnen::V,βρέχω,regna
896,gefrieren::V,παγώνω,frysa
897,tauen::V,λειώνω,töa
898,schmelzen::V,λειώνω,smälta
899,trocknen::V,στεγνώνω,torka
900,sieden::V,βράζω,koka
901,sieden::V,βράζω,sjuda
902,faulen::V,σαπίζω,ruttna
903,verfaulen::V,σαπίζω,ruttna
904,reißen::V,σχίζω,brista
905,versinken::V,βουλιάζω,sjunka
906,versinken::V,βυθίζομαι,sjunka
907,vergehen::V,περνώ,förgå
908,erscheinen::V,εμφανίζομαι,synas
909,erscheinen::V,εμφανίζομαι,visa sig
910,verschwinden::V,χάνομαι,försvinna
911,verschwinden::V,εξαφανίζομαι,försvinna
912,sinken::V,κατεβαίνω,sjunka
913,abnehmen::V,μειώνομαι ,avta
914,abnehmen::V,μειώνομαι ,minskas
915,zunehmen::V,αυξάνω,tilltaga
916,zunehmen::V,μεγαλώνω,tilltaga
917,steigen::V,ανεβαίνω,stiga
918,wachsen::V,μεγαλώνω,växa
919,glänzen::V,γυαλίζω,glimma
920,funkeln::V,αστράφτω,tindra
921,funkeln::V,αστράφτω,gnistra
922,funkeln::V,σπιθοβολώ,tindra
923,funkeln::V,σπιθοβολώ,gnistra
924,lärmen::V,θορυβώ,bråka
925,lärmen::V,θορυβώ,väsnas
926,läuten::V,χτυπώ ,ringa
927,klingeln::V,κουδουνίζω,ringa
928,klirren::V,κουδουνίζω,klirra
929,brausen::V,βουΐζω,brusa
930,rauschen::V,βουΐζω,susa
931,klingen::V,ηχώ,låta
932,klingen::V,ηχώ,klinga
933,bellen::V,γαυγίζω,skälla
934,heulen::V,ουρλιάζω,yla
935,heulen::V,ουρλιάζω,tjuta
936,blasen::V,φυσώ,blåsa
937,pfeifen::V,σφυρίζω,vissla
938,schreien::V,κραυγάζω,skrika
939,stöhnen::V,βογγώ,stöna
940,zittern::V,τρέμω,darra
941,zittern::V,τρέμω,skälva
942,leben::V,ζω,leva
943,geboren werden::V,γεννιέμαι,födas
944,atmen::V,αναπνέω,andas
945,trinken::V,πίνω,dricka
946,essen::V,τρώω,äta
947,schlucken::V,καταπίνω,svälja
948,müde werden::V,κουράζομαι,tröttna
949,einschlafen::V,αποκοιμιέμαι,somna
950,schlafen::V,κοιμάμαι,sova
951,aufwachen::V,ξυπνώ,vakna
952,aufstehen::V,σηκώνομαι,stiga upp
953,sich erholen::V,ξεκουράζομαι,repa sig
954,sich erholen::V,ξεκουράζομαι,hämta sig
955,krank werden::V,αρρωσταίνω,insjukna
956,krank sein::V,ασθενώ,vara sjuk
957,schmerzen::V,πονώ,smärta
958,schmerzen::V,πονώ,göra ont
959,husten::V,βήχω,hosta
960,genesen::V,θεραπεύομαι,tillfriskna
961,sterben::V,πεθαίνω,dö
962,umkommen::V,πεθαίνω,omkomma
963,sich bewegen::V,κουνιέμαι,röra sig
964,sich rühren::V,σαλεύω,röra på sig
965,sich erheben::V,επαναστατώ,resa sig
966,sich setzen::V,κάθομαι,sätta sig
967,hinfallen::V,πέφτω κάτω,falla omkull
968,laufen::V,τρέχω,löpa
969,schreiten::V,βαδίζω,skrida
970,spazierengehen::V,κάνω βόλτα,promenera
971,spazierengehen::V,πηγαίνω περίπατο,promenera
972,eilen::V,σπεύδω,ila
973,sich beeilen::V,βιάζομαι,skynda sig
974,sausen::V,τρέχω γρήγορα,susa
975,rennen::V,τρέχω,löpa
976,rennen::V,τρέχω,springa
977,springen::V,πηδώ,hoppa
978,klettern::V,σκαρφαλώνω,klättra
979,schaukeln::V,κουνιέμαι,gunga
980,kriechen::V,έρπω,kräla
981,kriechen::V,σέρνομαι,kräla
982,schwimmen::V,κολυμπώ,simma
983,tauchen::V,βουτώ,dyka
984,rudern::V,κωπηλατώ,ro
985,fahren::V,πηγαίνω,köra
986,fliegen::V,πετώ,flyga
987,gehen::V,βαδίζω,gå
988,gehen::V,πηγαίνω,gå
989,weggehen::V,φεύγω,gå bort
990,abfahren::V,ξεκινώ,resa
991,abfahren::V,ξεκινώ,avresa
992,abfahren::V,αναχωρώ,resa
993,abfahren::V,αναχωρώ,avresa
994,anhalten::V,σταματώ,stanna
995,hineingehen::V,μπαίνω,gå in
996,eintreten::V,μπαίνω,träda in
997,eintreten::V,εισέρχομαι,träda in
998,kommen::V,έρχομαι,komma
999,ankommen::V,φτάνω,ankomma
1000,zurückkommen::V,επιστρέφω,återkomma
1001,bleiben::V,μένω,bli
1002,bleiben::V,μένω,förbli
1003,warten::V,περιμένω,vänta
1004,erwarten::V,αναμένω,vänta
1005,erwarten::V,περιμένω,vänta
1006,suchen::V,ψάχνω,leta
1007,finden::V,βρίσκω,finna
1008,versuchen::V,προσπαθώ,försöka
1009,vorbereiten::V,προετοιμάζω,förbereda
1010,lieben::V,αγαπώ,älska
1011,mögen::V,μου αρέσει,tycka om
1012,lachen::V,γελώ,skratta
1013,rühren::V,συγκινώ,röra
1014,weinen::V,κλαίω,gråta
1015,schimpfen::V,βρίζω,skälla
1016,sich ärgern::V,θυμώνω,förargas
1017,sich fürchten::V,φοβάμαι,vara rädd
1018,fürchten::V,φοβάμαι,frukta
1019,fliehen::V,φεύγω,fly
1020,fliehen::V,φεύγω,rymma
1021,flüchten::V,δραπετεύω,fly
1022,sehen::V,βλέπω,se
1023,anschauen::V,κοιτάζω,se på
1024,anschauen::V,κοιτάζω,betrakta
1025,ansehen::V,βλέπω,åse
1026,hören::V,ακούω,höra
1027,zuhören::V,ακούω,höra på
1028,zuhören::V,ακούω,lyssna till
1029,probieren::V,δοκιμάζω,smaka
1030,probieren::V,δοκιμάζω,smaka på
1031,riechen::V,μυρίζω,lukta
1032,riechen::V,οσφραίνομαι,lukta
1033,fühlen::V,αισθάνομαι,känna
1034,scheinen::V,φαίνομαι,verka
1035,scheinen::V,φαίνομαι,tyckas
1036,zu sehen sein::V,φαίνομαι,synas
1037,zu sehen sein::V,φαίνομαι,kunna ses
1038,vernehmen::V,ακούω,få veta
1039,vernehmen::V,ακούω,förnimma
1040,vernehmen::V,μαθαίνω,få veta
1041,vernehmen::V,μαθαίνω,förnimma
1042,frieren::V,κρυώνω,frysa
1043,tun::V,κάνω,göra
1044,können::V,ξέρω,kunna
1045,können::V,μπορώ,kunna
1046,wollen::V,θέλω,vilja
1047,anfangen::V,αρχίζω,börja
1048,beenden::V,τελειώνω,avsluta
1049,aufhören::V,παύω,sluta
1050,aufhören::V,παύω,upphöra
1051,gelingen::V,πετυχαίνω,lyckas
1052,geraten::V,γίνομαι,bli
1053,öffnen::V,ανοίγω,öppna
1054,schließen::V,κλείνω,låsa
1055,schließen::V,κλείνω,stänga
1056,stellen::V,θέτω,ställa
1057,setzen::V,θέτω,sätta
1058,legen::V,θέτω,lägga
1059,berühren::V,εγγίζω,beröra
1060,verbinden::V,συνδέω,förbinda
1061,bedecken::V,σκεπάζω,täcka
1062,bedecken::V,σκεπάζω,betäcka
1063,aufhängen::V,κρεμώ,hänga
1064,aufhängen::V,κρεμώ,hänga upp
1065,anzünden::V,ανάβω,tända
1066,anzünden::V,ανάβω,antända
1067,anzünden::V,ανάβω,tända på
1068,aufheben::V,σηκώνω,lyfta
1069,zurücklassen::V,εγκαταλείπω,lämna
1070,zurücklassen::V,εγκαταλείπω,efterlämna
1071,verlieren::V,χάνω,mista
1072,verlieren::V,χάνω,förlora
1073,fallen lassen::V,αφήνω να πέσει,tappa
1074,fallen lassen::V,αφήνω να πέσει,släppa
1075,machen::V,κάνω,göra
1076,machen::V,φτιάχνω,göra
1077,herstellen::V,κατασκευάζω,tillverka
1078,herstellen::V,κατασκευάζω,framställa
1079,bauen::V,χτίζω,bygga
1080,bauen::V,οικοδομώ,bygga
1081,reparieren::V,επισκευάζω,reparera
1082,reparieren::V,επιδιορθώνω,reparera
1083,verbessern::V,βελτιώνω,rätta
1084,verbessern::V,βελτιώνω,förbättra
1085,verbessern::V,καλυτερεύω,rätta
1086,verbessern::V,καλυτερεύω,förbättra
1087,ändern::V,αλλάζω,ändra
1088,ändern::V,αλλάζω,förändra
1089,graben::V,σκάβω,gräva
1090,beugen::V,λυγίζω,böja
1091,biegen::V,κάμπτω,böja
1092,biegen::V,κάμπτω,kröka
1093,drehen::V,στρέφω,vrida
1094,wenden::V,γυρίζω,vända
1095,umdrehen::V,γυρίζω,vrida om
1096,heben::V,υψώνω,häva
1097,heben::V,σηκώνω,häva
1098,hochheben::V,υψώνω,lyfta
1099,hochheben::V,σηκώνω,lyfta
1100,ergreifen::V,πιάνω,gripa
1101,ergreifen::V,αρπάζω,gripa
1102,halten::V,βαστώ,hålla
1103,drücken::V,πιέζω,trycka
1104,schieben::V,σπρώχνω,skjuta
1105,kratzen::V,γρατσουνίζω,riva
1106,kratzen::V,γρατσουνίζω,skrapa
1107,lecken::V,γλείφω,slicka
1108,beißen::V,δαγκάνω,bita
1109,abreißen::V,κόβω,slita_av
1110,abreißen::V,κόβω,riva_av
1111,abreißen::V,σχίζω,slita_av
1112,abreißen::V,σχίζω,riva_av
1113,abschneiden::V,αποκόπτω,skära av
1114,binden::V,δένω,binda
1115,stecken::V,χώνω,sticka
1116,brechen::V,σπάζω,bryta
1117,brechen::V,σπάζω,brista
1118,klopfen::V,χτυπώ,banka
1119,klopfen::V,χτυπώ,klappa
1120,klopfen::V,τινάζω,banka
1121,klopfen::V,τινάζω,klappa
1122,hauen::V,χτυπώ,hugga
1123,kleben::V,κολλώ,klistra
1124,reiben::V,τρίβω,gnida
1125,streichen::V,αλείφω,smörja
1126,schleifen::V,ακονίζω,slipa
1127,schneiden::V,κόβω,skära
1128,schneiden::V,κόβω,klippa
1129,rütteln::V,σείω,skaka
1130,rütteln::V,τινάζω,skaka
1131,schütteln::V,σείω,rista
1132,schütteln::V,κουνώ,rista
1133,schwenken::V,κουνώ,svänga
1134,schütten::V,χύνω,hälla
1135,füllen::V,γεμίζω,fylla
1136,einwickeln::V,τυλίγω,slå in
1137,einwickeln::V,τυλίγω,veckla in
1138,tragen::V,φέρνω,bära
1139,schleppen::V,κουβαλώ,släpa
1140,ziehen::V,τραβώ,dra
1141,aufbewahren::V,φυλάω,förvara
1142,aufbewahren::V,φυλάω,ta vara på
1143,werfen::V,ρίχνω,kasta
1144,fangen::V,πιάνω,fånga
1145,packen::V,τσακώνω,gripa
1146,packen::V,τσακώνω,gripa tag
1147,verstecken::V,κρύβω,gömma
1148,teilen::V,μερίζω,dela
1149,schicken::V,στέλνω,skicka
1150,bringen::V,φέρνω,bringa
1151,hinzufügen::V,προσθέτω,tillägga
1152,bekommen::V,προσκομίζω,få
1153,bekommen::V,προσκομίζω,erhålla
1154,erhalten::V,παίρνω,få
1155,erhalten::V,παίρνω,erhålla
1156,erhalten::V,λαμβάνω,få
1157,erhalten::V,λαμβάνω,erhålla
1158,nehmen::V,πιάνω,ta
1159,nehmen::V,πιάνω,taga
1160,nehmen::V,παίρνω,ta
1161,nehmen::V,παίρνω,taga
1162,wählen::V,εκλέγω,välja
1163,auswählen::V,διαλέγω,utvälja
1164,bewahren::V,διατηρώ,bevara
1165,behindern::V,εμποδίζω,hindra
1166,behindern::V,εμποδίζω,förhindra
1167,verderben::V,χαλώ,förstöra
1168,beschädigen::V,ζημιώνω,skada
1169,zerbrechen::V,σπάζω,bryta isär
1170,zerbrechen::V,σπάζω,bryta sönder
1171,zerreißen::V,σχίζω,riva sönder
1172,zerreißen::V,σχίζω,slita sönder
1173,zerstören::V,καταστρέφω,förstöra
1174,verbrennen::V,καίω,bränna
1175,verbrennen::V,καίω,bränna upp
1176,geben::V,δίνω,ge
1177,reichen::V,δίνω,räcka
1178,schenken::V,χαρίζω,skänka
1179,versprechen::V,υπόσχομαι,lova
1180,wünschen::V,εύχομαι,önska
1181,loben::V,επαινώ,lova
1182,loben::V,επαινώ,beröma
1183,küssen::V,φιλώ,pussa
1184,wiegen::V,κουνώ,vagga
1185,wiegen::V,νανουρίζω,vagga
1186,zudecken::V,σκεπάζω,täcka
1187,wecken::V,ξυπνώ,väcka
1188,zeigen::V,δείχνω,visa
1189,führen::V,οδηγώ,föra
1190,lehren::V,διδάσκω,lära
1191,unterrichten::V,διδάσκω,undervisa
1192,aufziehen::V,ανατρέφω,uppfostra
1193,leiten::V,ηγούμαι,leda
1194,leiten::V,διευθύνω,leda
1195,antreiben::V,σπρώχνω,driva på
1196,antreiben::V,παρακινώ,driva på
1197,lassen::V,αφήνω,få att
1198,einladen::V,προσκαλώ,bjuda
1199,einladen::V,προσκαλώ,inbjuda
1200,vereinigen::V,ενώνω,förena
1201,besuchen::V,επισκέπτομαι,besöka
1202,treffen::V,συναντώ,möta
1203,treffen::V,συναντώ,träffa
1204,sich versammeln::V,μαζεύομαι,församla sig
1205,spielen::V,παίζω,leka
1206,spielen::V,παίζω,spela
1207,singen::V,τραγουδώ,sjunga
1208,tanzen::V,χορεύω,dansa
1209,sich trennen::V,αποχωρίζομαι,skiljas
1210,verlassen::V,εγκαταλείπω,lämna
1211,verlassen::V,εγκαταλείπω,överge
1212,retten::V,σώζω,rädda
1213,bewachen::V,φρουρώ,bevaka
1214,schützen::V,προστατεύω,skydda
1215,schützen::V,προστατεύω,beskydda
1216,verteidigen::V,υπερασπίζω,försvara
1217,sich schlagen::V,χτυπιέμαι,slåss
1218,schießen::V,πυροβολώ,skjuta
1219,siegen::V,νικώ,segra
1220,ärgern::V,τσαντίζω,förarga
1221,schlagen::V,χτυπώ,slå
1222,treten::V,κλοτσώ,sparka
1223,stechen::V,τρυπώ,sticka
1224,stoßen::V,ωθώ,stöta
1225,stoßen::V,σπρώχνω,stöta
1226,stehlen::V,κλέβω,stjäla
1227,stören::V,διαταράσσω,störa
1228,belästigen::V,ενοχλώ,genera
1229,belästigen::V,ενοχλώ,besvära
1230,verbergen::V,κρύβω,dölja
1231,täuschen::V,παραπλανώ,vilseleda
1232,betrügen::V,απατώ,bedra
1233,töten::V,σκοτώνω,döda
1234,töten::V,θανατώνω,döda
1235,wohnen::V,μένω,bo
1236,wohnen::V,κατοικώ,bo
1237,arbeiten::V,δουλεύω,arbeta
1238,arbeiten::V,εργάζομαι,arbeta
1239,sammeln::V,μαζεύω,samla
1240,sammeln::V,συλλέγω,samla
1241,pflücken::V,κόβω,plocka
1242,jagen::V,κυνηγώ,jaga
1243,fischen::V,ψαρεύω,fiska
1244,fassen::V,πιάνω,fånga
1245,hüten::V,φυλάγω,vakta
1246,hüten::V,προσέχω,vakta
1247,treiben::V,οδηγώ,driva
1248,anbinden::V,δένω,binda fast
1249,füttern::V,ταΐζω,fodra
1250,melken::V,αρμέγω,mjölka
1251,hacken::V,κόβω,hacka
1252,gießen::V,ποτίζω,hälla
1253,gießen::V,ποτίζω,vattna
1254,reifen::V,ωριμάζω,mogna
1255,zubereiten::V,ετοιμάζω,tillaga
1256,zubereiten::V,ετοιμάζω,tillreda
1257,kochen::V,βράζω,koka
1258,backen::V,ψήνω,baka
1259,braten::V,τηγανίζω,steka
1260,umrühren::V,ανακατεύω,röra om
1261,stricken::V,πλέκω,sticka
1262,nähen::V,ράβω,sy
1263,färben::V,βάφω,färga
1264,färben::V,χρωματίζω,färga
1265,reinigen::V,καθαρίζω,rensa
1266,reinigen::V,καθαρίζω,rengöra
1267,waschen::V,πλένω,tvätta
1268,abwischen::V,σφουγγίζω,torka av
1269,spülen::V,ξεπλένω,spola
1270,spülen::V,ξεπλένω,skölja
1271,fegen::V,σκουπίζω,feja
1272,kehren::V,σκουπίζω,sopa
1273,baden::V,κάνω μπάνιο,bada
1274,sich waschen::V,πλένομαι,tvätta sig
1275,ausziehen::V,βγάζω,ta av
1276,anziehen::V,φορώ,ta på
1277,sich anziehen::V,ντύνομαι,klä på sig
1278,kämmen::V,χτενίζω,kamma
1279,schmücken::V,στολίζω,pynta
1280,schmücken::V,στολίζω,smycka
1281,sagen::V,λέω,säga
1282,sprechen::V,μιλώ,tala
1283,reden::V,μιλώ,tala
1284,reden::V,μιλώ,prata
1285,reden::V,κουβεντιάζω,tala
1286,reden::V,κουβεντιάζω,prata
1287,sich unterhalten::V,συνομιλώ,prata
1288,sich unterhalten::V,κουβεντιάζω,prata
1289,fragen::V,ρωτώ,fråga
1290,fragen::V,ρωτώ,spörja
1291,bitten::V,ζητώ,be
1292,bitten::V,παρακαλώ,be
1293,erzählen::V,διηγούμαι,berätta
1294,mitteilen::V,πληροφορώ,meddela
1295,nennen::V,ονομάζω,kalla
1296,rufen::V,φωνάζω,ropa
1297,prahlen::V,καυχιέμαι,pråla
1298,prahlen::V,καυχιέμαι,skryta
1299,übersetzen::V,μεταφράζω,tolka
1300,übersetzen::V,μεταφράζω,översätta
1301,denken::V,σκέφτομαι,tänka
1302,glauben::V,πιστεύω,tro
1303,bemerken::V,παρατηρώ,uppmärksamma
1304,bemerken::V,παρατηρώ,lägga märke till
1305,erkennen::V,αναγνωρίζω,känna igen
1306,begreifen::V,καταλαβαίνω,begripa
1307,verstehen::V,ακούω,förstå
1308,lernen::V,μαθαίνω,lära sig
1309,wissen::V,ξέρω,veta
1310,sich erinnern an::V,θυμάμαι,minnas
1311,sich erinnern an::V,θυμάμαι,komma ihåg
1312,vergessen::V,ξεχνώ,glömma
1313,messen::V,μετρώ,mäta
1314,zählen::V,μετρώ,räkna
1315,rechnen::V,λογαριάζω,räkna
1316,lesen::V,διαβάζω,läsa
1317,malen::V,ζωγραφίζω,måla
1318,zeichnen::V,σχεδιάζω,teckna
1319,schreiben::V,γράφω,skriva
1320,besitzen::V,κατέχω,äga
1321,besitzen::V,κατέχω,besitta
1322,kaufen::V,αγοράζω,köpa
1323,verkaufen::V,πουλώ,sälja
1324,bezahlen::V,πληρώνω,betala
1325,zahlen::V,πληρώνω,betala
1326,beherrschen::V,κυριαρχώ,behärska
1327,ertragen::V,βαστώ,tåla
1328,ertragen::V,βαστώ,uthärda
1329,ertragen::V,αντέχω,tåla
1330,ertragen::V,αντέχω,uthärda
