,Concept_ID,ps,is
93,Eis::N,کنګل,ís
94,Frost::N,یخ,frost
95,Kälte::N,ساړه,kuldi
96,Hitze::N,تودوخي,hiti
97,Raureif::N,سپینه پرخه,hrím
98,Regenbogen::N,بوډۍ ټال,regnbogi
99,Regenbogen::N,سره زرغونه,regnbogi
100,Donner::N,تالنده,þruma
101,Strömung::N,بهېدنه,straumur
102,Tropfen::N,قطره,dropi
103,Tropfen::N,څاڅکی,dropi
104,Schaum::N,ځګ,froða
105,Schmutz::N,ناپاکي,óhreinindi
106,See::N,جهیل,stöðuvatn
107,Sumpf::N,جبه,fen
108,Moor::N,جبه,mýri
109,Wiese::N,چمن,engi
110,Wiese::N,شنېلی,engi
111,Wald::N,ځنګل,skógur
112,Hügel::N,تپه,hæð
113,Hügel::N,تپه,hóll
114,Anhöhe::N,غونډۍ,hæð
115,Anhöhe::N,غونډۍ,hóll
116,Berg::N,غ‍‍‍‍‍ر,fell
117,Berg::N,غ‍‍‍‍‍ر,fjall
118,Gipfel::N,څوکه,tindur
119,Höhle::N,کاز,hellir
120,Abhang::N,لمن,hlíð
121,Abhang::N,لمن,brekka
122,Quelle::N,چینه,lind
123,Quelle::N,چینه,uppspretta
124,Bach::N,واله,lækur
125,Fluss::N,سیند,á
126,Fluss::N,سیند,fljót
127,Ufer::N,غاړه,árbakki
128,Ufer::N,غاړه,sjávarbakki
129,Küste::N,ساحل,strönd
130,Festland::N,وچه,meginland
131,Meer::N,بحر,haf
132,Meer::N,بحر,sjór
133,Meer::N,سمندر,haf
134,Meer::N,سمندر,sjór
135,Bucht::N,کارۍ,vík
136,Insel::N,ټاپو,eyja
137,Insel::N,جزيره,eyja
138,Blume::N,ګل,blóm
139,Gras::N,واښه,gras
140,Wurzel::N,ریښه,rót
141,Baum::N,ونه,tré
142,Stamm::N,ډډ,stofn
143,Rinde::N,پوستکی,börkur
144,Ast::N,ښاخ,grein
145,Zweig::N,څانګه,angi
146,Zweig::N,څانګه,kvistur
147,Blatt::N,پاڼه,blað
148,Birke::N,توس,birki
149,Kiefer[Baum]::N,نښتر,fura
150,Weide[Baum]::N,وله,víðir
151,Tanne::N,ناجو,greni
152,Horn::N,ښکر,horn
153,Feder::N,بڼکه,fjöður
154,Fell::N,پوستکی,skinn
155,Flügel::N,وزر,vængur
156,Klaue::N,پنجه,kló
157,Klaue::N,منګول,kló
158,Kralle::N,پنجه,kló
159,Kralle::N,منګول,kló
160,Schwanz::N,لکۍ,rófa
161,Schwanz::N,لکۍ,skott
162,Ei::N,وۍ,egg
163,Ei::N,هګۍ,egg
164,Nest::N,جاله,hreiður
165,Bau::N,کاز,greni
166,Bau::N,کاز,bæli
167,Tier::N,ژوی,dýr
168,Tier::N,حیوان,dýr
169,Herde::N,رمه,hjörð
170,Herde::N,غېله,hjörð
171,Kuh::N,غوا,kýr
172,Bulle::N,غوئی,boli
173,Pferd::N,آس,hestur
174,Schaf::N,پسه,kind
175,Schwein::N,سرکوزی,svín
176,Hund::N,سپی,hundur
177,Katze::N,پشه,köttur
178,Bär::N,خرس,björn
179,Eichhörnchen::N,خړ لمی,íkorni
180,Elch::N,ګوزن,elgur
181,Fuchs::N,سپلم,refur
182,Hase::N,سوی,héri
183,Maus::N,مږک,mús
184,Wolf::N,لېوه,úlfur
185,Vogel::N,مرغه,fugl
186,Schwarm::N,سېل,sægur
187,Huhn::N,چرګه,hæna
188,Hahn::N,چرګ,hani
189,Gans::N,بته,gæs
190,Adler::N,عقاب,örn
191,Ente::N,ایلۍ,önd
192,Eule::N,ګونګی,uggla
193,Kranich::N,کلنګ,trana
194,Krähe::N,کارغه,kráka
195,Kuckuck::N,فاخته,gaukur
196,Schwan::N,قو,svanur
197,Fisch::N,کب,fiskur
198,Fisch::N,ماهی,fiskur
199,Schlange[Tier]::N,مار,naðra
200,Wurm::N,چینجی,ormur
201,Spinne::N,غڼه,kónguló
202,Spinne::N,تارکښ,kónguló
203,Ameise::N,مېږی,maur
204,Laus::N,سپږه,lús
205,Mücke::N,ماشی,mý
206,Mücke::N,ماشی,mýfluga
207,Fliege::N,مچ,fluga
208,Schmetterling::N,پتنګ,fiðrildi
209,Beere::N,مېوۍ,ber
210,Apfel::N,مڼه,epli
211,Pilz::N,خرېړی,sveppur
212,Zwiebel::N,پیاز,laukur
213,Saat::N,تخم,fræ
214,Saat::N,تخم,útsæði
215,Korn::N,تخم,korn
216,Korn::N,دانه,korn
217,Heu::N,بوس,hey
218,Heu::N,پروړه,hey
219,Schale::N,پوستکی,hýði
220,Grube::N,کنده,gryfja
221,Falle::N,دام,gildra
222,Falle::N,لومه,gildra
223,Schlinge::N,کړۍ,snara
224,Spur::N,نښه,spor
225,Asche::N,آس,aska
226,Asche::N,ایره,aska
227,Dreck::N,ناپاکي,óþverri
228,Eisen::N,اوسپنه,járn
229,Gold::N,سره زر,gull
230,Silber::N,نقره,silfur
231,Silber::N,سپین زر,silfur
232,Kohle::N,سکور,kol
233,Kohle::N,سکاره,kol
234,Glas::N,ښيښه,gler
235,Lehm::N,خټه,leir
236,Sand::N,شګه,sandur
237,Mensch::N,انسان,maður
238,Mensch::N,انسان,manneskja
239,Mann::N,سړی,maður
240,Mann::N,سړی,karlmaður
241,Mann::N,نارینه,maður
242,Mann::N,نارینه,karlmaður
243,Frau::N,ښځه,kona
244,Kind::N,بچی,barn
245,Kind::N,بچی,krakki
246,Kind::N,ماشوم,barn
247,Kind::N,ماشوم,krakki
248,Junge::N,هلک,drengur
249,Mädchen::N,نجلۍ,stelpa
250,Familie::N,کورنۍ,fjölskylda
251,Großvater::N,بابا,afi
252,Großmutter::N,انا,amma
253,Eltern::N,مور او پلار,foreldrar
254,Vater::N,پلار,faðir
255,Mutter::N,مور,móðir
256,Sohn::N,زوی,sonur
257,Tochter::N,لور,dóttir
258,Bruder::N,ورور,bróðir
259,Schwester::N,خور,systir
260,Onkel::N,تره,föðurbróðir
261,Onkel::N,ماما,föðurbróðir
262,Tante::N,خاله,frænka
263,Tante::N,خاله,móðursystir
264,Ehemann::N,مېړه,eiginmaður
265,Ehefrau::N,مېرمن,eiginkona
266,Freude::N,خوشحالي,gleði
267,Gelächter::N,خندا,hlátur
268,Glück::N,بخت,gæfa
269,Kummer::N,غم,sorg
270,Wunsch::N,هيله,ósk
271,Wunsch::N,غوښتنه,ósk
272,Lust::N,شوق,fýsn
273,Lust::N,شوق,löngun
274,Lust::N,مینه,fýsn
275,Lust::N,مینه,löngun
276,Geist::N,روح,andi
277,Gedanke::N,فکر,hugsun
278,Gedächtnis::N,یاد,minni
279,Gedächtnis::N,حافظه,minni
280,Verstand::N,عقل,vit
281,Verstand::N,شعور,vit
282,Sinn::N,معنی,merking
283,Grund::N,علت,ástæða
284,Grund::N,اساس,ástæða
285,Wahrheit::N,حقیقت,sannleikur
286,Gespräch::N,مرکه,samtal
287,Gespräch::N,خبرې اترې,samtal
288,Märchen::N,افسانه,ævintýri
289,Erzählung::N,قصه,saga
290,Erzählung::N,کیسه,saga
291,Nachricht::N,خبر,frétt
292,Neuigkeit::N,نوی خبر,frétt
293,Name::N,نوم,nafn
294,Rätsel::N,کیسۍ,gáta
295,Rätsel::N,چیستان,gáta
296,Rede::N,وینا,ræða
297,Sprache::N,ژبه,mál
298,Sprache::N,ژبه,tungumál
299,Stimme::N,غږ,rödd
300,Stimme::N,اواز,rödd
301,Wort::N,لغت,orð
302,Wort::N,کلمه,orð
303,Zeichen::N,نښه,tákn
304,Zeichen::N,نښه,merki
305,Zeichen::N,اشاره,tákn
306,Zeichen::N,اشاره,merki
307,Ruf::N,ږغ,kall
308,Ruf::N,بلنه,kall
309,Lärm::N,غالمغال,hávaði
310,Laut::N,ږغ,hljóð
311,Ton::N,اواز,tónn
312,Lied::N,غزله,ljóð
313,Lied::N,غزله,söngur
314,Lied::N,سندره,ljóð
315,Lied::N,سندره,söngur
316,Ruhe::N,ارامي,ró
317,Ruhe::N,ارامي,kyrrð
318,Leute::N,خلک,fólk
319,Volk::N,ولس,þjóð
320,Arbeit::N,کار,vinna
321,Gast::N,مېلمه,gestur
322,Geschenk::N,تحفه,gjöf
323,Geschenk::N,سوغات,gjöf
324,Spiel::N,لوبه,leikur
325,Gesellschaft::N,ډله,selskapur
326,Hilfe::N,کومک,hjálp
327,Hilfe::N,مرسته,hjálp
328,Freund::N,ملګری,vinur
329,Kamerad::N,انډيوال,félagi
330,Angelegenheit::N,موضوع,mál
331,Angelegenheit::N,موضوع,málefni
332,Anzahl::N,شمېر,tala
333,Anzahl::N,شمېر,fjöldi
334,Anzahl::N,تعداد,tala
335,Anzahl::N,تعداد,fjöldi
336,Art::N,ډول,tegund
337,Stück::N,ټوټه,biti
338,Stück::N,ټوټه,stykki
339,Teil::N,برخه,hluti
340,Teil::N,برخه,partur
341,Hälfte::N,نیم,helmingur
342,Kreis::N,دایره,hringur
343,Kreuz::N,صلیب,kross
344,Kreuz::N,صلیب,krossmark
345,Linie::N,خط,lína
346,Linie::N,لیکه,lína
347,Strich::N,کرښه,strik
348,Abstand::N,فاصله,millibil
349,Entfernung::N,واټن,fjarlægð
350,Gegend::N,سیمه,hérað
351,Gegend::N,منطقه,hérað
352,Platz::N,ځای,pláss
353,Ort::N,ځای,staður
354,Seite::N,مخ,hlið
355,Seite::N,اړخ,hlið
356,Mitte::N,وسط,miðja
357,Mitte::N,مینځ,miðja
358,Gegenstand::N,شی,hlutur
359,Sache::N,شی,mál
360,Sache::N,څيز,mál
361,Rand::N,څنډه,brún
362,Rand::N,کناره,brún
363,Kante::N,اړخ,rönd
364,Ecke::N,ګوټ,horn
365,Spitze::N,څوکه,oddur
366,Ende::N,څوکه,endi
367,Loch::N,سوری,gat
368,Loch::N,سوری,hola
369,Winkel::N,کنج,skot
370,Winkel::N,کنج,krókur
371,Winkel::N,کوتی,skot
372,Winkel::N,کوتی,krókur
373,Muster::N,نمونه,munstur
374,Größe::N,قد,stærð
375,Größe::N,لويوالی,stærð
376,Länge::N,طول,lengd
377,Länge::N,اوږد والی,lengd
378,Höhe::N,جګوالی,hæð
379,Gewicht::N,وزن,vigt
380,Gewicht::N,وزن,þyngd
381,Menge::N,اندازه,magn
382,Haufen::N,کوټه,hrúga
383,Haufen::N,کوټه,haugur
384,Reihe::N,صف,röð
385,Reihe::N,کتار,röð
386,Boot::N,قايق,bátur
387,Ruder::N,چپه,ár
388,Schlitten::N,ښویېدونی,sleði
389,Ski::N,سکي,skíði
390,Lagerfeuer::N,اور,varðeldur
391,Last::N,بار,byrði
392,Last::N,بار,farmur
393,Last::N,پېټی,byrði
394,Last::N,پېټی,farmur
395,Gang::N,تګ,ganga
396,Schritt::N,ګام,skref
397,Norden::N,شمال,norður
398,Süden::N,سوېل,suður
399,Westen::N,لوېدېځ,vestur
400,Osten::N,شرق,austur
401,Osten::N,ختیځ,austur
402,Holz::N,لرګی,viður
403,Brett::N,تخته,fjöl
404,Platte::N,تخته,flötur
405,Stütze::N,تکیوان,stoð
406,Stange::N,ډاګه,stöng
407,Stock::N,لرګی,prik
408,Stock::N,لرګی,stafur
409,Stab::N,چيخله,prik
410,Stab::N,چيخله,stafur
411,Rohr::N,نل,rör
412,Rohr::N,نل,pípa
413,Haus::N,کور,hús
414,Heim::N,کور,heimili
415,Ofen::N,تودنۍ,ofn
416,Fußboden::N,غولی,gólf
417,Tisch::N,مېز,borð
418,Stuhl::N,چوکۍ,stóll
419,Wiege::N,زانګو,vagga
420,Bett::N,کټ,rúm
421,Bett::N,کټ,hvíla
422,Bett::N,چپرکټ,rúm
423,Bett::N,چپرکټ,hvíla
424,Regal::N,تاخچۍ,hilla
425,Kiste::N,صندوق,kassi
426,Fenster::N,کړکۍ,gluggi
427,Tür::N,دروازه,dyr
428,Tür::N,دروازه,hurð
429,Tor::N,دروازه,hlið
430,Zaun::N,کټاره,girðing
431,Zaun::N,کټاره,limgarður
432,Dach::N,بام,þak
433,Leiter::N,زينه,stigi
434,Besen::N,جارو,sópur
435,Spaten::N,یوم,spaði
436,Schaufel::N,بېلچه,skófla
437,Gabel::N,پنجه,gaffall
438,Löffel::N,کاشوغه,skeið
439,Messer::N,چاقو,hnífur
440,Nagel::N,ميخ,nögl
441,Netz::N,جال,net
442,Haken::N,څنګک,krókur
443,Griff::N,لاستی,tak
444,Schloss::N,کلپ,lás
445,Bild::N,رسم,mynd
446,Figur::N,قدوقامت,stytta
447,Puppe::N,ګوډۍ,brúða
448,Beutel::N,کڅوړه,poki
449,Beutel::N,کڅوړه,baggi
450,Bündel::N,دسته,böggull
451,Tasche::N,بکس,veski
452,Tasche::N,توبره,veski
453,Eimer::N,سطل,fata
454,Deckel::N,سرپوښ,lok
455,Geschirr::N,لوښی,leirtau
456,Sack::N,جوال,sekkur
457,Tasse::N,پیاله,bolli
458,Topf::N,دېګی,pottur
459,Kessel::N,دېګ,ketill
460,Essen::N,خوراک,matur
461,Nahrung::N,خوراک,fæða
462,Speise::N,خواړه,réttur
463,Speise::N,خواړه,matarréttur
464,Fleisch::N,غوښه,kjöt
465,Getreide::N,غله,korn
466,Brei::N,اوګره,grautur
467,Brot::N,ډوډۍ,brauð
468,Scheibe::N,مړۍ,sneið
469,Fett::N,غوړي,fita
470,Butter::N,کوچ,smjör
471,Öl::N,تېل,olía
472,Salz::N,مالګه,salt
473,Suppe::N,شوربا,súpa
474,Honig::N,شات,hunang
475,Milch::N,شوده,mjólk
476,Tee::N,چای,te
477,Leder::N,څرمن,skinn
478,Wolle::N,پشم,ull
479,Stoff::N,ټوټه,dúkur
480,Nadel::N,ستن,nál
481,Faden::N,تار,þráður
482,Knopf::N,تڼۍ,tala
483,Knopf::N,تڼۍ,hnappur
484,Knopf::N,تکمه,tala
485,Knopf::N,تکمه,hnappur
486,Knoten::N,غوټه,hnútur
487,Farbe::N,رنګ,málning
488,Kleidung::N,کالي,búningur
489,Kleidung::N,کالي,klæðnaður
490,Hemd::N,کميس,skyrta
491,Kragen::N,غاړه,kragi
492,Kragen::N,غاړه,flibbi
493,Ärmel::N,لستوڼی,ermi
494,Hose::N,پطلون,buxur
495,Gürtel::N,کمربند,belti
496,Mütze::N,خولۍ,húfa
497,Schuh::N,بوټ,skór
498,Stiefel::N,موزه,stígvél
499,Ring::N,ګوته,hringur
500,Band::N,فيته,band
501,Kamm::N,ګمنځ,greiða
502,Spiegel::N,ایینه,spegill
503,Spiegel::N,هنداره,spegill
504,Riemen::N,تسمه,ól
505,Riemen::N,تسمه,reim
506,Schnur::N,مزی,snúra
507,Leine::N,رسۍ,band
508,Decke::N,بړستن,teppi
509,Kissen::N,بالښت,koddi
510,Tuch::N,ټیکری,klútur
511,Handtuch::N,دسمال,þurrka
512,Handtuch::N,دسمال,handklæði
513,Kraft::N,زور,afl
514,Kraft::N,زور,kraftur
515,Kraft::N,توان,afl
516,Kraft::N,توان,kraftur
517,Stärke::N,قوت,styrkur
518,Gesundheit::N,صحت,heilsa
519,Gesundheit::N,صحت,heilbrigði
520,Gesundheit::N,روغتیا,heilsa
521,Gesundheit::N,روغتیا,heilbrigði
522,Krankheit::N,مرض,sjúkdómur
523,Krankheit::N,ناروغي,sjúkdómur
524,Schmerz::N,درد,sársauki
525,Wunde::N,ټپ,sár
526,Wunde::N,زخم,sár
527,Fieber::N,تبه,hitasótt
528,Arznei::N,دوا,lyf
529,Arznei::N,دارو,lyf
530,Brücke::N,پول,brú
531,Brunnen::N,څاه,brunnur
532,Brunnen::N,کوهی,brunnur
533,Weide::N,وله,hagi
534,Pfad::N,تړه,stígur
535,Weg::N,لیار,vegur
536,Straße::N,سړک,gata
537,Straße::N,سړک,stræti
538,Dorf::N,کلی,þorp
539,Stadt::N,ښار,borg
540,Brief::N,لیک,bréf
541,Brief::N,مکتوب,bréf
542,Buch::N,کتاب,bók
543,Buchstabe::N,حرف,bókstafur
544,Buchstabe::N,توری,bókstafur
545,Zeitung::N,اخبار,dagblað
546,Leben::N,ژوند,líf
547,Tod::N,مرګ,dauði
548,Tod::N,مړینه,dauði
549,Grab::N,قبر,gröf
550,Grab::N,ډورۍ,gröf
551,Kirche::N,کلیسا,kirkja
552,Sünde::N,ګناه,synd
553,Gott::N,خدای,guð
554,Arbeiter::N,کاریګر,verkamaður
555,Chef::N,آمر,yfirmaður
556,Meister::N,استاد,meistari
557,Arzt::N,طبیب,læknir
558,Arzt::N,ډاکټر,læknir
559,Lehrer::N,معلم,kennari
560,Lehrer::N,ښوونکی,kennari
561,Geld::N,پیسې,peningar
562,Geschäft::N,سوداګري,viðskipti
563,Laden::N,دکان,búð
564,Laden::N,دکان,verslun
565,Laden::N,مغازه,búð
566,Laden::N,مغازه,verslun
567,Preis::N,بیه,verð
568,Ware::N,مال,vara
569,Nutzen::N,ګټه,gagn
570,Reichtum::N,شتمني,auður
571,Welt::N,نړۍ,veröld
572,Welt::N,دنیا,veröld
573,Land::N,هېواد,land
574,Staat::N,دولت,ríki
575,König::N,باچا,konungur
576,König::N,پادشاه,konungur
577,Macht::N,قدرت,vald
578,Grenze::N,حد,landamæri
579,Grenze::N,سرحد,landamæri
580,Krieg::N,جګړه,stríð
581,Feind::N,دښمن,fjandmaður
582,Gewalt::N,زور,ofbeldi
583,Gewalt::N,تشدد,ofbeldi
584,Kampf::N,جنګ,bardagi
585,Kampf::N,مبارزه,bardagi
586,Bogen[Waffe]::N,لیندۍ,bogi
587,Pfeil::N,غشی,ör
588,Gewehr::N,ټوپک,byssa
589,Fehler::N,خطا,villa
590,Fehler::N,غلطي,villa
591,Lüge::N,دروغ,lygi
592,Schaden::N,زیان,skemmd
593,Schaden::N,تاوان,skemmd
594,Unglück::N,بدبختي,óhamingja
595,Schuld::N,ګناه,sök
596,Alter::N,منګ,aldur
597,Schluss::N,اخر,lok
598,Schluss::N,اخر,endir
599,Zeit::N,وخت,tími
600,Tag::N,ورځ,dagur
601,Morgen::N,سبا,morgunn
602,Morgen::N,سهار,morgunn
603,Mittag::N,غرمه,hádegi
604,Abend::N,ماښام,kvöld
605,Nacht::N,شپه,nótt
606,Woche::N,اونۍ,vika
607,Monat::N,مياشت,mánuður
608,Jahr::N,کال,ár
609,Frühling::N,پسرلی,vor
610,Sommer::N,دوبی,sumar
611,Herbst::N,منی,haust
612,Herbst::N,خزان,haust
613,Winter::N,ژمی,vetur
614,Januar::N,جنوري,janúar
615,Februar::N,فبروري,február
616,März::N,مارچ,mars
617,April::N,اپریل,apríl
618,Mai::N,مې,maí
619,Juni::N,جون,júní
620,Juli::N,جولای,júlí
621,August::N,اګست,ágúst
622,September::N,سپټامبر,september
623,Oktober::N,اکتوبر,október
624,November::N,نومبر,nóvember
625,Dezember::N,دسمبر,desember
626,Montag::N,دوشنبه,mánudagur
627,Dienstag::N,سه شنبه,þriðjudagur
628,Mittwoch::N,چارشنبه,miðvikudagur
629,Donnerstag::N,پنجشنبه,fimmtudagur
630,Freitag::N,جمعه,föstudagur
631,Samstag::N,خالي,laugardagur
632,Sonntag::N,یکشنبه,sunnudagur
633,groß::A,لوی,stór
634,klein::A,وړوکی,lítill
635,lang::A,اوړد,langur
636,kurz::A,لنډ,stuttur
637,breit::A,پراخه,breiður
638,schmal::A,تنګ,mjór
639,dicht::A,ګڼ,þéttur
640,dick[Gegenstand]::A,پنډ,þykkur
641,dünn::A,نری,þunnur
642,fein::A,نازک,fíngerður
643,fest::A,کلک,fastur
644,fest::A,ټینګ,fastur
645,flach::A,هوار,flatur
646,glatt::A,ښوی,háll
647,glatt::A,ښوی,sléttur
648,hart::A,کلک,harður
649,weich::A,نرم,mjúkur
650,weich::A,پوست,mjúkur
651,rund::A,ګرد,kringlóttur
652,spitz::A,تېره,oddhvass
653,scharf::A,تېز,beittur
654,scharf::A,تېره,beittur
655,stumpf::A,پڅ,bitlaus
656,schwer::A,دروند,þungur
657,schön::A,ښکلی,fagur
658,schön::A,ښکلی,fallegur
659,heiß::A,تود,heitur
660,warm::A,تود,hlýr
661,warm::A,تود,heitur
662,kalt::A,ېخ,kaldur
663,kalt::A,سوړ,kaldur
664,kühl::A,ېخ,svalur
665,kühl::A,سوړ,svalur
666,frisch::A,تازه,frískur
667,feucht::A,مرطوب,rakur
668,feucht::A,مرطوب,þvalur
669,nass::A,لوند,votur
670,nass::A,لوند,blautur
671,trocken::A,وچ,þurr
672,voll::A,ډک,fullur
673,leer::A,خالی,tómur
674,offen::A,خلاص,opinn
675,offen::A,پرانیستی,opinn
676,geschlossen::A,تړلی,lokaður
677,sauber::A,پاک,þrifinn
678,schmutzig::A,چټل,óhreinn
679,schmutzig::A,چټل,sóðalegur
680,roh::A,خام,hrár
681,reif::A,پوخ,þroskaður
682,reif::A,رسېدلی,þroskaður
683,lecker::A,خوندور,ljúffengur
684,lecker::A,مزه دار,ljúffengur
685,süß::A,خوږ,sætur
686,süß::A,شیرین,sætur
687,bitter::A,تریخ,beiskur
688,sauer::A,ټاک,súr
689,sauer::A,تريو,súr
690,hell::A,روڼ,bjartur
691,hell::A,روښان,bjartur
692,dunkel::A,تیاره,dimmur
693,schwarz::A,تور,svartur
694,weiß::A,سپين,hvítur
695,rot::A,سور,rauður
696,gelb::A,زېړ,gulur
697,blau::A,شین,blár
698,blau::A,اسماني رنګه,blár
699,grün::A,زرغون,grænn
700,grau::A,خړ,grár
701,bunt::A,رنګارنګ,marglitur
702,billig::A,ارزان,ódýr
703,teuer::A,ګران,dýr
704,wertvoll::A,قیمتي,verðmætur
705,blind::A,ړوند,blindur
706,taub::A,کوڼ,heyrnarlaus
707,kräftig::A,قوی,öflugur
708,stark::A,قوی,sterkur
709,stark::A,تکړه,sterkur
710,schwach::A,ضعیف,veill
711,schwach::A,کمزوری,veill
712,fett::A,چاغ,feitur
713,schlank::A,خوش اندام,grannur
714,schlank::A,خوش اندام,spengilegur
715,hübsch::A,ښکلی,snotur
716,hübsch::A,ښکلی,laglegur
717,hübsch::A,ښایسته,snotur
718,hübsch::A,ښایسته,laglegur
719,böse::A,شریر,illur
720,böse::A,شریر,vondur
721,böse::A,قهرناک,illur
722,böse::A,قهرناک,vondur
723,dumm::A,احمق,heimskur
724,faul::A,لټ,latur
725,faul::A,تنبل,latur
726,fleißig::A,زحمت کښ,iðinn
727,geizig::A,بخیل,nískur
728,klug::A,عاقل,hygginn
729,klug::A,هوښیار,hygginn
730,geschickt::A,ماهر,fimur
731,geschickt::A,ماهر,laginn
732,lieb::A,عزیز,kær
733,lieb::A,عزیز,ljúfur
734,lieb::A,محبوب,kær
735,lieb::A,محبوب,ljúfur
736,lustig::A,خوشحال,kátur
737,sanft::A,پوست,blíður
738,sanft::A,ملایم,blíður
739,hungrig::A,وږی,soltinn
740,hungrig::A,وږی,hungraður
741,krank::A,مريض,sjúkur
742,krank::A,ناروغ,sjúkur
743,nackt::A,لوڅ,nakinn
744,traurig::A,غمجن,dapur
745,traurig::A,غمجن,hryggur
746,lebendig::A,ژوندی,lifandi
747,gut::A,ښه,góður
748,schlecht::A,بد,slæmur
749,schlecht::A,بد,lélegur
750,schlecht::A,خراب,slæmur
751,schlecht::A,خراب,lélegur
752,richtig::A,سم,réttur
753,richtig::A,صحیح,réttur
754,schlimm::A,بد,slæmur
755,schlimm::A,مخوف,slæmur
756,wahr::A,واقعي,sannur
757,alt::A,زوړ,gamall
758,neu::A,نوی,nýr
759,ehemalig::A,پخوانی,fyrrverandi
760,alt[Lebewesen]::A,زوړ,gamall
761,jung::A,ځوان,ungur
762,arm::A,غریب,vesall
763,arm::A,غریب,fátækur
764,arm::A,بې وزله,vesall
765,arm::A,بې وزله,fátækur
766,reich::A,شتمن,ríkur
767,reich::A,شتمن,auðugur
768,reich::A,دولتمند,ríkur
769,reich::A,دولتمند,auðugur
770,bekannt::A,اشنا,kunnugur
771,berühmt::A,مشهور,frægur
772,fremd::A,پردی,framandi
773,fremd::A,پردی,ókunnugur
774,fremd::A,بېګانه,framandi
775,fremd::A,بېګانه,ókunnugur
776,verschieden::A,مختلف,ýmis
777,nah::A,نژدې,nálægur
778,fern::A,لیری,fjarri
779,fern::A,لیری,fjarlægur
780,linker::A,چپ,vinstri
781,linker::A,کیڼ,vinstri
782,rechter::A,ښی,hægri
783,anderer::A,بل,annar
784,erster::A,لومړی,fyrsti
785,zweiter::A,دوهم,annar
786,dritter::A,درېم,þriðji
787,letzter::A,آخرنی,síðasti
788,letzter::A,وروستی,síðasti
789,allein::ADV,یوازې,einn
790,allein::ADV,یوازې,aleinn
791,auf einmal::ADV,په یوه وخت کی,allt í einu
792,zusammen::ADV,یو ځای,saman
