,Concept_ID,he,ko
822,spazierengehen::V,טיל,산보하다
823,eilen::V,אץ,서둘다
824,eilen::V,מהר,서둘다
825,sich beeilen::V,מהר,서둘게하다
826,sausen::V,אץ,서들러 떠나다
827,rennen::V,רץ,달리다
828,springen::V,קפץ,도약하다
829,klettern::V,טפס,갑겨오르다
830,schaukeln::V,התנדנד,흔들리게하다
831,kriechen::V,זחל,기다
832,schwimmen::V,שחה,헤엄치다
833,tauchen::V,צלל,잠기다
834,rudern::V,חתר,물을헤치다
835,fahren::V,נסע,가다
836,fahren::V,נסע,나르다
837,fliegen::V,עף,날다
838,gehen::V,הלך,가다
839,weggehen::V,עזב,팔리다
840,abfahren::V,יצא,출발하다
841,anhalten::V,עצר,멈추다
842,hineingehen::V,נכנס,(그리로)가다
843,eintreten::V,נכנס,들러가다
844,kommen::V,בא,오다
845,ankommen::V,הגיע,고챀하다
846,zurückkommen::V,שב,보기
847,zurückkommen::V,חזר,보기
848,bleiben::V,נשאר,체류
849,warten::V,חכה,기다리다
850,warten::V,המתין,기다리다
851,erwarten::V,צפה,기대하다
852,suchen::V,חפש,찾다
853,suchen::V,חפש,구하다
854,finden::V,מצא,찾아내다
855,versuchen::V,נסה,시험하다
856,vorbereiten::V,הכין,재비하다
857,lieben::V,אהב,사랑하다
858,mögen::V,אהב,줗아하다
859,lachen::V,צחק,웃다
860,rühren::V,נגע ללב,건드리다
861,weinen::V,בכה,울다
862,schimpfen::V,גער,꾸짖다
863,sich ärgern::V,זעם,화를내게 하다
864,sich ärgern::V,כעס,화를내게 하다
865,sich fürchten::V,פחד,두려원하다
866,sich fürchten::V,חשש,두려원하다
867,fürchten::V,פחד מ,두려원하다
868,fürchten::V,חשש מ,두려원하다
869,fliehen::V,ברח,도망치다
870,flüchten::V,נמלט,도주하다
871,sehen::V,ראה,보다
872,anschauen::V,הביט,바라보다
873,ansehen::V,התבונן,바라보다
874,hören::V,שמע,듣다
875,zuhören::V,הקשיב,듣다
876,probieren::V,נסה,시식하다
877,riechen::V,הריח,내새를맡다
878,fühlen::V,חש,느끼다
879,scheinen::V,נדמה,...것같다
880,zu sehen sein::V,נראה,보이는
881,vernehmen::V,נודע ל,듣다
882,vernehmen::V,נודע ל,들어서일다
883,frieren::V,קר ל,춥다
884,tun::V,פעל,하다
885,können::V,יכל,할주릴다
886,wollen::V,רצה,바라다
887,anfangen::V,התחיל,시작하다
888,beenden::V,גמר,다하다
889,aufhören::V,סים,그만두다
890,gelingen::V,הצליח,성국하다
891,geraten::V,עלה,잘되어가다
892,öffnen::V,פתח,열다
893,schließen::V,סגר,추측하다
894,stellen::V,העמיד,세우다
895,setzen::V,הושיב,놓다
896,legen::V,שם,눕히다
897,berühren::V,נגע,대다
898,verbinden::V,קשר,옝열하다
899,bedecken::V,כסה,덮다
900,aufhängen::V,תלה,매달다
901,anzünden::V,הצית,점화하다
902,aufheben::V,אסף,위로올리다
903,zurücklassen::V,השאיר,튀에남기다
904,verlieren::V,אבד,잃다
905,fallen lassen::V,שמט,떨어뜨리다
906,fallen lassen::V,הפיל,떨어뜨리다
907,machen::V,עשה,하다
908,herstellen::V,יצר,제조하다
909,bauen::V,בנה,짓다
910,reparieren::V,תקן,수셩자다
911,verbessern::V,שפר,정정하다
912,ändern::V,שנה,바꾸다
913,graben::V,חפר,파다
914,beugen::V,כפף,구부리다
915,biegen::V,כופף,굽히다
916,drehen::V,סובב,회전
917,wenden::V,הפך,회전시키다
918,umdrehen::V,סובב,회전시키다
919,heben::V,הרים,일으아키다
920,hochheben::V,הרים,틀어올리다
921,ergreifen::V,אחז,잡다
922,halten::V,החזיק,잡다
923,drücken::V,לחץ,누르다
924,schieben::V,הזיז,밀다
925,kratzen::V,שרט,긁다
926,kratzen::V,שפשף,긁다
927,lecken::V,לקק,핥다
928,beißen::V,נשך,물다
929,abreißen::V,קרע,
930,abschneiden::V,חתך,귾어내다
931,binden::V,קשר,매다
932,stecken::V,תקע,찌르다
933,brechen::V,שבר,금
934,klopfen::V,נקש,치다
935,hauen::V,הכה,때리다
936,kleben::V,הדביק,들러붙다
937,reiben::V,שפשף,문지르다
938,streichen::V,מרח,쓰다듬다
939,schleifen::V,השחיז,갈다
940,schneiden::V,גזר,베다
941,rütteln::V,נענע,흔들다
942,schütteln::V,נער,흔들다
943,schwenken::V,נופף,흔들다
944,schwenken::V,טלטל,흔들다
945,schütten::V,שפך,따르다
946,füllen::V,מלא,담다
947,einwickeln::V,עטף,싸다
948,tragen::V,נשא,지우다
949,schleppen::V,סחב,끌다
950,ziehen::V,משך,당기다
951,aufbewahren::V,שמר,간직하다
952,werfen::V,זרק,던지다
953,fangen::V,תפס,밥다
954,packen::V,אחז,쥐다
955,verstecken::V,החביא,숨기다
956,teilen::V,חלק,나누다
957,schicken::V,שלח,보내다
958,bringen::V,הביא,가겨
959,hinzufügen::V,הוסיף,부가하다
960,bekommen::V,תפס,얻다
961,erhalten::V,קבל,지니다
962,nehmen::V,אחז,잡다
963,wählen::V,בחר,선거하다
964,auswählen::V,בחר ב,선출하다
965,bewahren::V,קים,저장보종
966,behindern::V,מנע,훼방하다
967,verderben::V,מנע,못쓰게 되다
968,beschädigen::V,הזיק,상하게하다
969,zerbrechen::V,נשבר,깨뜨리다
970,zerreißen::V,קרע,잡아쫓다
971,zerstören::V,הרס,파괴하다
972,zerstören::V,השמיד,파괴하다
973,verbrennen::V,שרף,소실하다
974,geben::V,נתן,주다
975,reichen::V,העביר,내일다
976,schenken::V,נתן במתנה,주다
977,versprechen::V,הבטיח,약속하다
978,wünschen::V,אחל,바라다
979,loben::V,שבח,칭찬하다
980,küssen::V,נשק,키스하다
981,wiegen::V,נדנד,어르다
982,zudecken::V,כסה,뚜꺼을하다
983,wecken::V,עורר,깨우다
984,zeigen::V,הראה,보이다
985,führen::V,הביא,가게하다
986,führen::V,הוביל,가게하다
987,lehren::V,למד,가르치다
988,unterrichten::V,למד,가르지다
989,aufziehen::V,רומם,사육하다
990,leiten::V,נהל,이끌다
991,antreiben::V,המרץ,몰다
992,lassen::V,נתן,내버려두다
993,einladen::V,הזמין,초청하다
994,vereinigen::V,אחד,하나로하다
995,vereinigen::V,לכד,하나로하다
996,besuchen::V,בקר,방문하다
997,treffen::V,פגש,만나다
998,sich versammeln::V,התאסף,조립하다
999,spielen::V,שחק,눌다
1000,singen::V,שר,노래하다
1001,tanzen::V,רקד,춤추하다
1002,sich trennen::V,נפרד,가르다
1003,verlassen::V,עזב,버림받은
1004,retten::V,הציל,구조하다
1005,bewachen::V,שמר,치키다
1006,schützen::V,אבטח,보호하다
1007,verteidigen::V,הגן,막다
1008,sich schlagen::V,התכתש,치다
1009,schießen::V,ירה,쏘다
1010,siegen::V,גבר,이기다
1011,siegen::V,נצח,이기다
1012,ärgern::V,עצבן,성을내게하다
1013,schlagen::V,הכה,치다
1014,schlagen::V,הלקה,치다
1015,treten::V,בעט,디디다
1016,stechen::V,דקר,찌르다
1017,stoßen::V,דחק,찌르다
1018,stehlen::V,גנב,훔치다
1019,stören::V,קטע,움직이다
1020,stören::V,הפריע,움직이다
1021,belästigen::V,הציק,괴롭히다
1022,belästigen::V,הטריד,괴롭히다
1023,verbergen::V,הצניע,숨기다
1024,täuschen::V,שגע,속이다
1025,betrügen::V,הונה,속이다
1026,töten::V,הרג,죽이다
1027,wohnen::V,גר,실다
1028,arbeiten::V,עבד,일하다
1029,sammeln::V,אסף,모으다
1030,pflücken::V,קטף,꿔다
1031,jagen::V,צד,사냥하다
1032,fischen::V,דג,고기를잡다
1033,fassen::V,תפס,움켜쥐다
1034,hüten::V,רעה,망보다
1035,treiben::V,הוציא,몰아세우다
1036,anbinden::V,קשר,묶다
1037,füttern::V,הלעיט,사료를주다
1038,melken::V,חלב,젖을짜다
1039,hacken::V,קצץ,자르다
1040,gießen::V,השקה,물을대다
1041,reifen::V,בשל,성숙하다
1042,zubereiten::V,הכין,조제하다
1043,kochen::V,בשל,요리하다
1044,backen::V,אפה,쿱다
1045,braten::V,צלה,굽다
1046,braten::V,טגן,굽다
1047,umrühren::V,ערבב,교반하다
1048,stricken::V,סרג,뜨개질하다
1049,nähen::V,תפר,꿰매다
1050,färben::V,צבע,채색하다
1051,reinigen::V,נקה,청소하다
1052,waschen::V,רחץ,씻다
1053,waschen::V,כבס,씻다
1054,abwischen::V,נגב,닦다
1055,spülen::V,שטף,씻다
1056,fegen::V,טאטא,소체하다
1057,kehren::V,טאטא,청소하다
1058,baden::V,טבל,감다
1059,baden::V,שחה,감다
1060,sich waschen::V,התרחץ,모믈 씻다
1061,ausziehen::V,הוריד,벗다
1062,anziehen::V,לבש,끌어움직이다
1063,sich anziehen::V,התלבש,
1064,kämmen::V,סרק,빗다
1065,schmücken::V,קשט,치레하다
1066,sagen::V,אמר,말하다
1067,sprechen::V,דבר,말하다
1068,reden::V,דבר,이야기하다
1069,sich unterhalten::V,שוחח,
1070,fragen::V,שאל,질문하다
1071,bitten::V,בקש,원하다
1072,erzählen::V,ספר,이야기하다
1073,mitteilen::V,מסר,이야기하다
1074,mitteilen::V,הודיע,이야기하다
1075,nennen::V,קרא בשם,부르다
1076,rufen::V,גיס,불러내다
1077,rufen::V,הזמין לבוא,불러내다
1078,prahlen::V,התרברב,자랑하다
1079,übersetzen::V,תרגם,번역하다
1080,denken::V,חשב,생각하다
1081,glauben::V,האמין,믿다
1082,bemerken::V,הבחין,인자하다
1083,erkennen::V,זהה,인식하다
1084,begreifen::V,קלט,파악하다
1085,begreifen::V,הבין,파악하다
1086,verstehen::V,הבין,이해하다
1087,lernen::V,למד,배우다
1088,wissen::V,ידע,알다
1089,sich erinnern an::V,זכר,상기하다
1090,vergessen::V,שכח,잊다
1091,messen::V,מדד,측정하다
1092,zählen::V,ספר,세다
1093,rechnen::V,חשב,게산하다
1094,lesen::V,קרא,읽다
1095,malen::V,ציר,그리다
1096,zeichnen::V,שרטט,소묘하다
1097,schreiben::V,כתב,쓰다
1098,besitzen::V,היה בעל של,소유하다
1099,kaufen::V,קנה,사다
1100,kaufen::V,רכש,사다
1101,verkaufen::V,מכר,팔다
1102,bezahlen::V,שלם,지불하다
1103,zahlen::V,שלם,치르다
1104,beherrschen::V,שלט,지배하다
1105,ertragen::V,סבל,참다
