,Concept_ID,ta,ko
102,Höhle::N,குகை,공동
103,Abhang::N,சரிவு,몰매
104,Quelle::N,மூலம்,근원
105,Bach::N,ஓடை,내
106,Fluss::N,ஆறு,강
107,Ufer::N,நீர்க்கரை,강변
108,Ufer::N,நீர்க்கரை,바닷가
109,Küste::N,கடற்கரை,해변
110,Küste::N,கடற்கரை,해변가
111,Festland::N,நிலம்,본토
112,Meer::N,கடல்,바다
113,Bucht::N,சிறுகுடா,협만
114,Insel::N,தீவு,섬
115,Blume::N,பூ,꽃
116,Gras::N,புல்தரை,풀
117,Wurzel::N,வேர்,뿌리
118,Baum::N,மரம்,나무
119,Stamm::N,அடிமரம்,대
120,Rinde::N,பட்டை,나무껍질
121,Rinde::N,மரப்பட்டை,나무껍질
122,Ast::N,கினை,가지
123,Zweig::N,குச்சி,가지
124,Blatt::N,இலை,잎
125,Birke::N,பிர்ச் மரம்,자작나무
126,Kiefer[Baum]::N,தேவதாரு மரம்,소나무
127,Weide[Baum]::N,மர வகைகளுள் ஒன்று,쉬양버들
128,Tanne::N,சாதிக்கய்,전나무
129,Horn::N,கொம்பு,뿔
130,Feder::N,இறகு,깃털
131,Fell::N,மென்முடி,피혁모피
132,Flügel::N,இறக்கை,날개
133,Klaue::N,நகம்,갈고리 발톺
134,Kralle::N,நகம்,발툭
135,Schwanz::N,வால்,꼬리
136,Ei::N,முட்டை,알
137,Nest::N,கூடு,보금자리
138,Bau::N,குகை,굴
139,Tier::N,விலங்கு,짐승
140,Herde::N,கூட்டம்,가축의떼
141,Kuh::N,பசு,암소
142,Bulle::N,காளை,황소
143,Pferd::N,குதிரை,말
144,Schaf::N,செம்மறிஆடு,양
145,Schwein::N,பன்றி,돼지
146,Hund::N,நாய்,개
147,Katze::N,பூனை,고양이
148,Bär::N,கரடி,콤
149,Eichhörnchen::N,அணில்,다람쥐
150,Elch::N,கடம்பை,고라니
151,Fuchs::N,நரி,여우
152,Hase::N,முயல்,토끼
153,Maus::N,எலி,쥐
154,Wolf::N,ஓநாய்,늑대
155,Vogel::N,பறவை,새
156,Schwarm::N,தொகுதி,뗴
157,Huhn::N,கோழிக்குஞசு,암탉
158,Hahn::N,சேவல்,수탉
159,Gans::N,பெண் வாத்து,거위
160,Adler::N,பருநது,수리
161,Ente::N,வாத்து,오리
162,Eule::N,ஆந்தை,부엉이
163,Kranich::N,நாரை,두루미
164,Krähe::N,காகம்,까마귀
165,Kuckuck::N,குயில்,뻐꾸기
166,Schwan::N,அன்னம்,배조
167,Fisch::N,மீன்,물고기
168,Barsch::N,பேர்ச்,농어
169,Hecht::N,கோலாச்சி மீன்,에속스
170,Schlange[Tier]::N,பாம்பு,뱀
171,Wurm::N,புழு,벌레
172,Spinne::N,சிலந்தி,거미
173,Ameise::N,எறும்பு,개미
174,Laus::N,பேன்,이
175,Mücke::N,கொசுவினப்பூச்சி,모기
176,Fliege::N,ஈ,날기
177,Schmetterling::N,வண்ணத்துப்பூச்சி,나비
178,Beere::N,சதைப்பழம்,장과
179,Apfel::N,ஆப்பிள பழம்,사과
180,Pilz::N,காளான்,고방이
181,Zwiebel::N,வெங்காயம்,양파
182,Saat::N,விதை,씨
183,Korn::N,தானியம்,알맹이
184,Heu::N,வைக்கோல்,건초
185,Schale::N,தோல்,피상
186,Grube::N,குழி,
187,Falle::N,பொறி,함정
188,Schlinge::N,கண்ணி,올가미
189,Schlinge::N,கண்ணி,멜빵붕대
190,Spur::N,சுவடு,발지국
191,Asche::N,சாம்பல்,재
192,Dreck::N,அழுக்கு,똥
193,Dreck::N,அழுக்கு,오물
194,Eisen::N,இரும்பு,쇠
195,Eisen::N,இரும்பு,철
196,Gold::N,தங்கம்,항금
197,Silber::N,வெள்ளி,은
198,Kohle::N,நிலக்கரி,슻
199,Glas::N,கண்ணாடி,유리
200,Lehm::N,களிமண்,찰흙
201,Sand::N,மணல்,모래
202,Mensch::N,மனிதர்கள்,사람
203,Mann::N,மனிதன்,남자
204,Frau::N,பெண்,여자
205,Kind::N,குழந்தை,아이
206,Junge::N,பையன்,소녁
207,Mädchen::N,சிறுமி,소녀
208,Familie::N,குடும்பம்,가족
209,Großvater::N,தாத்தா,할아버지
210,Großmutter::N,பாட்டி,할머니
211,Eltern::N,பெற்றோர்,어버오
212,Vater::N,தந்தை,아버지
213,Mutter::N,தாய்,어머니
214,Sohn::N,மகன்,아들
215,Tochter::N,மகள்,딸기
216,Bruder::N,சகோதரன்,형제
217,Schwester::N,அக்கா,누이
218,Onkel::N,தாய் மாமன்,백부
219,Tante::N,அத்தை,아주머니
220,Ehemann::N,கணவன்,남편
221,Ehefrau::N,மனைவி,아내
222,Freude::N,கொண்டாட்டம்,기쁨
223,Gelächter::N,சிரிப்பு,웃음
224,Glück::N,மகிழ்ச்சி,즐거움
225,Kummer::N,துயரம்,슬픔
226,Wunsch::N,விருப்பம்,소망
227,Lust::N,விருப்பம்,
228,Geist::N,ஆன்மா,할기
229,Gedanke::N,எண்ணம்,상념
230,Gedächtnis::N,ஞாபகம்,기억
231,Verstand::N,மனம்,분별
232,Verstand::N,மனம்,지능
233,Sinn::N,அர்த்தம்,센스
234,Grund::N,காரணம்,까닭
235,Wahrheit::N,உண்நை,참
236,Wahrheit::N,உண்நை,진실
237,Gespräch::N,பெசு,대화
238,Märchen::N,நம்பத்தகாத கதை,동화
239,Erzählung::N,கதை,이야기
240,Nachricht::N,செய்தி,
241,Neuigkeit::N,செய்தி,뉴스
242,Name::N,பெயர்,이름
243,Rätsel::N,புதிர்,수수께끼
244,Rede::N,பேச்சு,연설
245,Sprache::N,மொழி,말
246,Stimme::N,குரல்,목소리
247,Wort::N,வார்த்தை,낱말
248,Zeichen::N,குறி,신호
249,Ruf::N,அழைப்பு,부름
250,Lärm::N,சத்தம்,소동
251,Laut::N,ஒலி,음성
252,Ton::N,குரல்,목소리
253,Lied::N,பாட்டு,노래
254,Ruhe::N,அமைதி,쉼
255,Leute::N,மக்கள்,사람들
256,Volk::N,மக்கள்,국중
257,Arbeit::N,வேலை,근로
258,Arbeit::N,வேலை,너무
259,Gast::N,விருந்தாளி,손님
260,Geschenk::N,பரிசுப் பொருள்,행하
261,Spiel::N,விளையாட்டு,무리
262,Gesellschaft::N,சமுதாயம்,교제
263,Hilfe::N,உதவி,거들음
264,Hilfe::N,உதவி,보좌
265,Freund::N,நண்பன்,친구
266,Kamerad::N,உடனிருப்பவன்,동실자
267,Angelegenheit::N,செய்தி,용무
268,Anzahl::N,எண்ணிக்கை,어떤
269,Anzahl::N,எண்ணிக்கை,수
270,Art::N,வகை,정류
271,Stück::N,துண்டம்,일부분
272,Teil::N,பகுதி,몱
273,Teil::N,பகுதி,구훠
274,Hälfte::N,பாதி,2분의
275,Kreis::N,வட்டம்,고리
276,Kreuz::N,சிலுவை,열십자
277,Linie::N,கோடு,선
278,Strich::N,வாத நோய்,스침
279,Abstand::N,இடைவெளி,거리
280,Entfernung::N,தூரம்,거리
281,Gegend::N,வட்டாரம்,곳
282,Gegend::N,வட்டாரம்,부금
283,Platz::N,வெற்றிடம்,장소
284,Ort::N,இடம்,장소
285,Seite::N,பக்கம்,옆면
286,Mitte::N,இடைப்பகுதி,궁간
287,Gegenstand::N,உருப்படி,항목
288,Sache::N,பொருள்,뭉에
289,Rand::N,தொங்கு,가
290,Kante::N,விளிம்பு,귀퉁
291,Ecke::N,மூலை,구석
292,Spitze::N,முனை,끝
293,Spitze::N,முனை,참단
294,Ende::N,முடிவு,말당
295,Loch::N,துளை,빙옷
296,Winkel::N,கோணம்,각도
297,Muster::N,பாங்கு,본
298,Muster::N,பாங்கு,견복
299,Größe::N,அளவு,신장
300,Länge::N,நீளம்,길이긺
301,Höhe::N,உயரம்,높이
302,Gewicht::N,எடை,추
303,Menge::N,தொகை,수양
304,Haufen::N,குவியல்,퇴적
305,Reihe::N,வரிசை,열
306,Boot::N,படகு,보트
307,Ruder::N,துடுப்பு,노
308,Schlitten::N,சகடையிலா வண்டி,썰매
309,Ski::N,பனிச் சறுக்கல்,스키
310,Lagerfeuer::N,மூட்டம்,캠프의 모닥불
311,Last::N,பாரம்,무거운짐
312,Gang::N,நடை,걸음
313,Schritt::N,காலடி,보조
314,Norden::N,வடக்கு,북쪽 
315,Süden::N,தெற்கு,남쪽
316,Westen::N,மேற்கு திசை,서쪽
317,Osten::N,கிழக்கு,동쪽
318,Holz::N,மரக்கட்டை,목재
319,Brett::N,பலகை,마루널
320,Platte::N,பலகம்,탤
321,Platte::N,பலகம்,금속판
322,Stütze::N,அடைப்புகன்,버팀목
323,Stange::N,கம்பம்,장대
324,Stock::N,குச்சி,막대기
325,Stab::N,கம்பு,작대기
326,Rohr::N,குழாய்,갈대
327,Haus::N,வீடு,집
328,Heim::N,வீடு,집
329,Ofen::N,அடுப்பு,아궁이
330,Fußboden::N,தரை,마루
331,Tisch::N,மேசை,탁자
332,Stuhl::N,நாற்காலி,의자
333,Wiege::N,தொட்டில்,발상지
334,Bett::N,படுக்கை,침대
335,Regal::N,அலமாரி,서가
336,Kiste::N,பெட்டி,짐궤
337,Fenster::N,சாளரம்,눔
338,Tür::N,கதவு,문
339,Tor::N,வாசற்கதவு,대문
340,Zaun::N,வேலி,담장
341,Dach::N,கூரை,지붕
342,Leiter::N,ஏணி,사닥다리
343,Besen::N,விளக்குமாறு,비
344,Spaten::N,மண்வெட்டி,가래
345,Schaufel::N,அடிதண்டா,삽
346,Gabel::N,முட்கரண்டி,갈래
347,Löffel::N,கரண்டி,숟가락
348,Messer::N,கத்தி,나이프
349,Nagel::N,ஆணி,발툽
350,Netz::N,வலை,그물
351,Haken::N,கொக்கி,갈고리
352,Griff::N,கைப்பிடி,움켜쥠
353,Schloss::N,பூட்டு,자물쇠
354,Bild::N,படம்,그림
355,Figur::N,எண்ணிக்கை,몸메
356,Puppe::N,பொம்மை,인형
357,Beutel::N,பை,클
358,Bündel::N,பொதி,자근다발
359,Tasche::N,பை,가방
360,Eimer::N,வாளி,동이
361,Deckel::N,உறை,뚜껑
362,Geschirr::N,பாத்திரம்,식시
363,Sack::N,பை,조갑
364,Tasse::N,கிண்ணம்,차잔
365,Topf::N,பானை,단지
366,Kessel::N,கெண்டி,주전자
367,Essen::N,உணவருந்துதல்,먹기
368,Nahrung::N,உணவு,식료
369,Speise::N,உணவு வகை,음식물
370,Fleisch::N,இறைச்சி,고기
371,Getreide::N,மக்காச்சோளம்,곡물
372,Brei::N,கஞ்சி,젤리
373,Brot::N,ரொட்டி,빵
374,Scheibe::N,துண்டு,원반
375,Fett::N,கொழுப்பு,기름
376,Butter::N,வெண்ணெய்,버터
377,Öl::N,எண்ணெய்,올리브유
378,Salz::N,உப்பு,소금
379,Suppe::N,ரசம்,국
380,Suppe::N,ரசம்,수프
381,Honig::N,தேன்,감미
382,Milch::N,பால்,유즙
383,Tee::N,தெனீர்,차
384,Leder::N,பதம் செய்யப்பட்ட தோல்,가죽
385,Wolle::N,கம்பளி,양털
386,Stoff::N,துணி,패료
387,Nadel::N,ஊசி,바늘
388,Faden::N,நூல்,콘실
389,Knopf::N,பொத்தான்,단추
390,Knoten::N,முடிச்சு,곁절
391,Farbe::N,வண்ணக் குழம்பு,색
392,Kleidung::N,ஆடைகள்,옷입기
393,Hemd::N,சட்டை,속옷
394,Kragen::N,கழுத்துப் பட்டை,깃
395,Ärmel::N,சட்டைக்கை,소매
396,Hose::N,கால்சட்டை,바지
397,Gürtel::N,பெல்ட்,밴드
398,Mütze::N,தொப்பி,모자
399,Schuh::N,காலணி,구두
400,Stiefel::N,காலணி,장화
401,Ring::N,மோதிரம்,고리
402,Band::N,நாடா,리본
403,Kamm::N,கீப்பு,빗
404,Spiegel::N,ஆடி,거울
405,Spiegel::N,கண்ணாடி,거울
406,Riemen::N,வார்,가죽끈
407,Schnur::N,கயிறு,밧줄
408,Leine::N,தோல்வார்,고삐줄
409,Decke::N,போர்வை,이부자리
410,Kissen::N,தலையணை,깔개
411,Tuch::N,துணி,천
412,Handtuch::N,தண்டு,수건
413,Kraft::N,நிர்பந்தம்,세력
414,Stärke::N,பலம்,힘
415,Gesundheit::N,ஆரோக்கியம்,위생
416,Krankheit::N,நோய்,병
417,Schmerz::N,வலி,아픔고통
418,Wunde::N,காயம்,상처
419,Fieber::N,காய்ச்சல்,열별
420,Arznei::N,மருந்து,약
421,Brücke::N,பாலம்,교량
422,Brunnen::N,கேணி,원천
423,Weide::N,மேய்ச்சல் நிலம்,목장
424,Pfad::N,நடை வழி,좁은길
425,Weg::N,வழி,길
426,Straße::N,சாலை,길
427,Dorf::N,கிராமம்,촌
428,Dorf::N,கிராமம்,촌락
429,Stadt::N,நகரம்,도시
430,Brief::N,கடிதம்,서한
431,Buch::N,புத்தகம்,책
432,Buchstabe::N,எழத்து,문자
433,Zeitung::N,செய்தித்தாள்,신문
434,Leben::N,வாழ்க்கை,삶
435,Tod::N,மரணம்,죽음
436,Grab::N,சமாதி,무덤
437,Kirche::N,தேவாலயம்,교회
438,Sünde::N,பாவம்,부정
439,Gott::N,கடவுள்,하느님
440,Arbeiter::N,தொழிலாளி,일하는사람
441,Chef::N,மேலாளர்,사장
442,Meister::N,தலைவன்,명인
443,Meister::N,தலைவன்,대가
444,Arzt::N,மருத்துவர்,의사
445,Lehrer::N,ஆசிரியர்,교사
446,Geld::N,பணம்,돈
447,Geschäft::N,வாணிபம்,일
448,Laden::N,கடை,가게
449,Preis::N,விலை,가격
450,Ware::N,சாமன்கள்,상품
451,Nutzen::N,இலாபம்,이익
452,Reichtum::N,சொத்து,많음
453,Welt::N,உலகம்,세상
454,Land::N,நாடு,지방
455,Staat::N,நாடு,국가
456,König::N,அரசன்,국왕
457,Macht::N,அதிகாரம்,힘
458,Grenze::N,எல்லை,국경
459,Krieg::N,போர்,전쟁
460,Feind::N,எதிரி,적
461,Gewalt::N,வன்முறை,권력
462,Kampf::N,போராட்டம்,전투
463,Bogen[Waffe]::N,வில்,활
464,Pfeil::N,அம்பு,화살
465,Gewehr::N,துப்பாக்கி,무기
466,Fehler::N,தவறு,오류
467,Lüge::N,பொய்,거짓말
468,Schaden::N,சேதாரம்,손상
469,Unglück::N,இடையூறு,불행
470,Schuld::N,குற்றம்,부채
471,Alter::N,வயது,연령
472,Schluss::N,முடிவு,마감
473,Zeit::N,காலம்,때
474,Zeit::N,காலம்,시간
475,Tag::N,நாள்,하루
476,Morgen::N,காலை நேரம்,이침
477,Mittag::N,மதியம்,대낮
478,Abend::N,மாலைப் பொழுது,저녁
479,Nacht::N,இரவு,밤
480,Woche::N,வாரம்,근무일
481,Monat::N,மாதம்,달
482,Jahr::N,வருடம்,해
483,Frühling::N,வசந்தம்,봄
484,Sommer::N,கோடை,여름
485,Herbst::N,இலையுதிர் காலம்,가을
486,Winter::N,குளிர்காலம்,겨울
487,Januar::N,ஜனவரி,일월
488,Februar::N,பிபரவரி மாதம்,이월
489,März::N,மார்ச் மாதம்,삼월
490,April::N,ஏப்ரல் மாதம்,사월
491,Mai::N,மே மாதம்,오월
492,Juni::N,ஜூன் மாதம்,유월
493,Juli::N,ஜூலை மாதம்,칠월
494,August::N,ஆகஸ்ட் மாதம்,팔월
495,September::N,செப்டம்பர் மாதம்,구월
496,Oktober::N,அக்டோபர் மாதம்,시월
497,November::N,நவம்பர் மாதம்,십일월
498,Dezember::N,டிசம்பர்,십이월
499,Montag::N,திங்கட் கிழமை,월요일
500,Dienstag::N,செவ்வாய்க்கிழமை,화요일
501,Mittwoch::N,புதன் கிழமை,수요일
502,Donnerstag::N,வியாழக் கிழமை,모교일
503,Freitag::N,வெள்ளிக்கிழமை,그묘일
504,Samstag::N,சனிக்கிழமை,토요일
505,Sonntag::N,ஞாயிறுக் கிழமை,일요일
506,groß::A,பெரிய,큰
507,klein::A,சிறிய,자근
508,lang::A,நீண்ட,긴
509,kurz::A,குட்டையான,짧은
510,breit::A,அகலமான,넓은
511,schmal::A,குறுகலான,좁은
512,dicht::A,அடர்த்தியான,농밀한
513,dick[Gegenstand]::A,தடித்த,두꺼운
514,dünn::A,சன்னமான,얇은
515,fein::A,மெல்லிய,미세한
516,fest::A,உறுதியாள,굳은
517,flach::A,தட்டையான,얕은
518,glatt::A,வழுவழுப்பான,반들반들한
519,hart::A,கடினமான,굳은
520,weich::A,மென்மையான,연한
521,rund::A,உருண்டையான,둥근
522,spitz::A,திகந்தமாக,뾰족한
523,scharf::A,கூரான,날카로운
524,stumpf::A,உளம் திறந்த,무딘
525,schwer::A,கனமான,무거운
526,schön::A,அழகான,멋진
527,heiß::A,சூடான,뜨거운
528,warm::A,இதமான,따뜻한
529,kalt::A,குளிர்ச்சியான,찬
530,kühl::A,குளிர்ச்சியான,서늘한
531,frisch::A,சுத்தமான,신선한
532,feucht::A,ஈரமான,축축한
533,nass::A,ஈரமான,젖은
534,trocken::A,உலர்ந்த,마른
535,voll::A,நிரம்பிய,완전한
536,leer::A,காலியான,빈
537,offen::A,திறந்த,열린
538,geschlossen::A,மூடப்பட்ட,닫힌
539,sauber::A,சுத்தமான,깨끗한
540,schmutzig::A,அழக்கான,더러운
541,roh::A,கச்சா,날게잇의
542,reif::A,பழுத்த,이근
543,lecker::A,சுவைமிக்க,맛있는
544,süß::A,இனிப்பான,단
545,bitter::A,கசப்பான,찌르는듯한
546,sauer::A,புளிப்பாக,산성의
547,hell::A,பளபளப்பான,밝은
548,dunkel::A,கருமையான,어두운
549,schwarz::A,கருப்பு வண்ண,검은
550,weiß::A,வெண்மையன,하얀
551,rot::A,சிவப்பு,붉은
552,gelb::A,மஞ்சள் வண்ணம்,황색
553,blau::A,நீல வண்ண,푸른
554,grün::A,பச்சை வண்ண,녹색의
555,grau::A,சாம்பல் நிற,회색의
556,bunt::A,வண்ண மயமான,알록달록한
557,billig::A,மலிவான,싼
558,teuer::A,விலை அதிகமான,값비산
559,wertvoll::A,மதிப்புள்ள,가치가많은
560,blind::A,பார்வையற்ற,눈먼
561,taub::A,செவிடான,무감간한
562,kräftig::A,வலிமையான,강장한
563,stark::A,பலமான,강한
564,schwach::A,பலவீனமான,약한
565,fett::A,பருமனாக,실찐
566,schlank::A,ஒல்லியான,호리호리한
567,hübsch::A,அழகிய,예쁜
568,böse::A,கேடு விளைவிக்கும்,나쁜
569,dumm::A,முட்டாள்தனமான,어리석은
570,faul::A,சோம்பலான,너덜너덜한
571,fleißig::A,ஊக்கந்தளராத,근면한
572,geizig::A,கஞேசத்தனமான,인색한
573,klug::A,சாதுரியமான,
574,geschickt::A,திறமையள்ள,교묘한
575,lieb::A,அன்புக்குரிய,친애하는
576,lustig::A,களிப்புமிக்க,유쾌한
577,sanft::A,சாதுவான,온화한
578,hungrig::A,பசியுடன்,배고픈
579,krank::A,நோயுற்று,병든
580,nackt::A,ஆடையற்ற,벌거벗은
581,traurig::A,சோகமான,슬픈
582,lebendig::A,பிழைப்பு,살아있는
583,gut::A,நல்ல,좋은
584,schlecht::A,கெட்ட,나쁜
585,richtig::A,சரியான,바른
586,schlimm::A,அருவருப்பான,못된
587,wahr::A,உண்மையான,참된
588,alt::A,பழைய,늙은
589,neu::A,புதிய,새
590,ehemalig::A,முன்நாள்,전의
591,alt[Lebewesen]::A,வயதான,낡은
592,jung::A,இளமையான,젊은
593,arm::A,ஏழ்மையான,가난한
594,reich::A,செல்வம் படைத்த,풍부한
595,bekannt::A,பழக்கப்பட்ட,저명한
596,berühmt::A,புகழ்பெற்ற,유명한
597,fremd::A,அயல் நாட்டு,타처이
598,verschieden::A,வித்தியாசமான,따른
599,nah::A,பக்கத்தில் உள்ள,가까운
600,fern::A,தொலை தூரத்தில்,먼
601,linker::A,மீந்திருக்கும்,왼쭉의
602,rechter::A,வலதுபக்கம்,오른쪽의
603,anderer::A,மற்ற,다른
604,erster::A,முதனமையான,첫째
605,zweiter::A,இரண்டாவது,둘째
606,dritter::A,மூன்றாவது,셋째
607,letzter::A,கடைசி,의후자의
608,allein::ADV,தனியாக,훌로
609,auf einmal::ADV,தடீரென்று,갑자기
610,zusammen::ADV,சேர்ந்து,모아서
611,lange::ADV,அதிக நோம்,오래
612,plötzlich::ADV,தடீரென்று,둘연한
613,sofort::ADV,உடனடியாக,즉시
614,später::ADV,பிறகு,보다늦은
615,jetzt::ADV,இப்பொழது,목하
616,heute::ADV,இன்று,오늘
617,morgen::ADV,நாளைக்கு,내일
618,bald::ADV,சீக்கிரம்,곱
619,dann::ADV,அப்பொழுது,그경우에
620,gestern::ADV,நேற்று,어제
621,einst::ADV,ஒரே முறை,옛날에
622,damals::ADV,அப்பொழுது,그때에
623,danach::ADV,பிற்பாடு,그 뒤에
624,vorher::ADV,முன்பாக,미리
625,zuerst::ADV,முதலில்,최초로
626,einmal::ADV,ஒரே முறை,한번
627,manchmal::ADV,சில நேரங்களில்,땓대로
628,oft::ADV,அடிக்கடி,땓대로
629,immer::ADV,எப்பொழுதும்,늘
630,niemals::ADV,ஒருபோதும் இல்லை,결코...(하지)않다
631,hier::ADV,இங்கே,여기
632,hierhin::ADV,இவ்விடத்திற்கு,여기로
633,von hier::ADV,இனி,
634,dort::ADV,அங்கே,거기
635,dorthin::ADV,அவ்விடத்திற்கு,저기예
636,geradeaus::ADV,முன்னாலிருக்கும்,곧장
637,vorwärts::ADV,முன்புறமாக,앞으로
638,rückwärts::ADV,பின்னோக்கி,뒤로
639,zurück::ADV,பின்பக்கம்,제자리로
640,unten::ADV,கீழாக,아래에
641,hinab::ADV,கீழ் நோக்கி,아래쪽으로
642,oben::ADV,மேலே,위에
643,hinauf::ADV,மேலே,위쪽으로
644,überall::ADV,எல்லா இடத்திலும்,도처에
645,nicht::ADV,இல்லை,안
646,ein wenig::ADV,கொஞ்சம்,적음
647,kaum::ADV,அரிதாக,가의
648,sehr::ADV,மிக்க,자주
649,so::ADV,மிகவும்,그와같이
650,noch::ADV,இப்பொழுதும்,아직
651,nur::ADV,மட்டும்,다만
652,schon::ADV,ஏற்கனவே,이미
653,wieder::ADV,மறுபடியும்,다시
654,vergebens::ADV,வீண்,헛되이
655,vor::PRP,முன்,앞에
656,hinter::PRP,பின்பக்கம்,뒤에
657,unter::PRP,கீழே,잍에
658,durch::PRP,ஊடே,통고하여
659,neben::PRP,அடுத்து,와나란히
660,zwischen::PRP,இடையில்,의사이로
661,wegen::PRP,ஏனெனில்,때문에
662,dies::PRN,இது,이
663,das::PRN,அது,저
664,alles::PRN,ஒவ்வொன்றும்,모든것
665,ich::PRN,நான்,나
666,du::PRN,நீ,너
667,er::PRN,அவன்,그
668,wir::PRN,நாம்,우리
669,wir::PRN,நாங்கள்,우리
670,ihr::PRN,நீங்கள்,너희들
671,sie::PRN,அவர்கள்,그들
672,was::FPRN,என்ன,뭣
673,wer::FPRN,யார்,누구
674,wo::FADV,எங்கே,어디
675,wohin::FADV,எதற்கு,어디로
676,wie::FADV,எப்படி,어떻게
677,warum::FADV,ஏன்,왜
678,wieviel::FNUM,எவ்வளவு,얼마만큰
679,eins::NUM,ஒன்று,하나
680,zwei::NUM,இரண்டு,둘
681,drei::NUM,மூன்று,셋
682,vier::NUM,நான்கு,넷
683,fünf::NUM,ஐந்து,다섯
684,sechs::NUM,ஆறு,여섯
685,sieben::NUM,ஏழு,일곱
686,acht::NUM,எட்டு,여덟
687,neun::NUM,ஒன்பது,아홉
688,zehn::NUM,பத்து,열
689,elf::NUM,பதினொன்று,열하나
690,zwölf::NUM,பன்னிரண்டு,열둘
691,zwanzig::NUM,இருபது,스물
692,dreißig::NUM,முப்பது,서름
693,vierzig::NUM,நாற்பது,마흔
694,fünfzig::NUM,ஐமபது,숸
695,sechzig::NUM,அறுபது,에순
696,siebzig::NUM,எழுபது,일흔
697,achtzig::NUM,எண்பது,여든
698,neunzig::NUM,தொன்னூறு,아흔
699,hundert::NUM,நூறு,백
700,tausend::NUM,ஆயிரம்,천
701,und::CNJ,மற்றும்,와
