,Concept_ID,bn,uk
727,sechzig::NUM,ষাট,шістдесят
728,siebzig::NUM,সত্তর,сімдесят
729,achtzig::NUM,আশি,вісімдесят
730,neunzig::NUM,নব্বুই,дев’яносто
731,hundert::NUM,শত,сто
732,tausend::NUM,হাজার,тисяча
733,und::CNJ,আর,і
734,und::CNJ,এবং,і
735,oder::CNJ,বা,або
736,stehen::V,দাঁড়ানো,стояти
737,sitzen::V,বসা,сидіти
738,liegen::V,শোয়া,лежати
739,hängen::V,ঝোলা,висіти
740,werden::V,হইয়া উঠা,стати
741,werden::V,হইয়া উঠা,робитися
742,passieren::V,ঘটা,трапитися
743,beginnen::V,আরম্ভ হওয়া,початися
744,enden::V,শেষ হওয়া,кінчитися
745,wechseln::V,রূপাস্তর করা,мінятися
746,aufgehen[Sonne]::V,উদিত হওয়া,зійти
747,untergehen[Sonne]::V,অস্ত যাওয়া,зайти
748,scheinen[Sonne]::V,আলো দেওয়া,світити
749,donnern::V,বজ্রধ্বনি করা,гриміти
750,wehen::V,প্রবাহিত হওয়া,віяти
751,strömen::V,প্রবাহিত হওয়া,литися
752,fließen::V,ছুটা,текти
753,sich drehen::V,পাক খাওয়া,обертатися
754,schwanken::V,দোলা,коливатися
755,schwingen::V,দোলা,хитатися
756,schwingen::V,দোলা,гойдатися
757,fallen::V,পড়া,падати
758,brennen::V,সেঁকা,горіти
759,rauchen::V,ধোঁয়া ছড়ান,диміти
760,regnen::V,বর্ষণ_করা,дощити
761,gefrieren::V,হিমায়িত হওয়া,змерзнути
762,tauen::V,গলা,танути
763,schmelzen::V,গলা,плавитися
764,trocknen::V,শুষ্ক করা,сохнути
765,sieden::V,ফোঁড়া,кипіти
766,faulen::V,ক্ষয় হওয়া,гнити
767,verfaulen::V,ক্ষয় হওয়া ,згнити
768,reißen::V,ছিঁড়া,рватися
769,versinken::V,ডুবা,тонути
770,vergehen::V,যাওয়া,проходити
771,erscheinen::V,আসা,з’явитися
772,verschwinden::V,অদৃশ্য হওয়া,щезнути
773,verschwinden::V,অদৃশ্য হওয়া,зникнути
774,sinken::V,হ্রাস হওয়া,спадати
775,abnehmen::V,হ্রাস হওয়া,поменшитися
776,zunehmen::V,বৃদ্ধি পাওয়া,збільшуватися
777,steigen::V,ওঠা,підніматися
778,wachsen::V,বড় হওয়া,рости
779,glänzen::V,জ্বলা,блищати
780,funkeln::V,জ্বল্জ্বল করা,блискати
781,läuten::V,রুসুঝুসু করা,дзвонити
782,klingeln::V,বাজা,дзвонити
783,klirren::V,টুংটাং-শব্দ করা,дзвякати
784,brausen::V,গর্জন করা,бушувати
785,rauschen::V,মর্মরধ্বনি করা,шелестіти
786,klingen::V,শব্দ করা,лунати
787,klingen::V,শব্দ করা,звучати
788,bellen::V,ঘেউ ঘেউ করা,гавкати
789,heulen::V,গর্জন করা,вити
790,blasen::V,ফুঁ দেওয়া,дунути
791,pfeifen::V,শিস্ দেওয়া,свистіти
792,schreien::V,চিৎকার করা,кричати
793,stöhnen::V,গোঁ-গো করা,стогнати
794,zittern::V,কাঁপা,тремтіти
795,leben::V,বাঁচা,жити
796,geboren werden::V,জন্মানো,народитися
797,atmen::V,শ্বাস ফেলা,дихати
798,trinken::V,পান করা,пити
799,essen::V,ভক্ষণ করা,їсти
800,schlucken::V,গেলা,ковтати
801,müde werden::V,পরিশ্রান্ত হওয়া,втомитися
802,einschlafen::V,নিদ্রামগ্ন হওয়া,заснути
803,schlafen::V,নিদ্রা যাওয়া,спати
804,aufwachen::V,জাগা,прокинутися
805,aufstehen::V,জাগা,встати
806,sich erholen::V,আরাম করা,відпочивати
807,krank werden::V,অসুস্থ হত্তয়া,захворіти
808,krank sein::V,রূগ্ণ হত্তয়া,хворіти
809,schmerzen::V,কন্কন করা,боліти
810,husten::V,কাশা,кашляти
811,genesen::V,আরোগ্য হওয়া,одужати
812,genesen::V,আরোগ্য হওয়া,видужати
813,sterben::V,মারা যাওয়া,померти
814,umkommen::V,মারা যাওয়া,згинути
815,sich bewegen::V,চলা,рухатися
816,sich rühren::V,নড়া,ворушитися
817,sich erheben::V,উদিত হওয়া,встати
818,sich setzen::V,বসা,сісти
819,hinfallen::V,পড়া,упасти
820,laufen::V,হাঁটা,ходити
821,schreiten::V,হাঁটা,крокувати
822,spazierengehen::V,পায়চারি করা,гуляти
823,eilen::V,ত্বরাম্বিত করা,спішити
824,sich beeilen::V,ত্বরাম্বিত করা,поспішати
825,sausen::V,ধেয়ে যাওয়া,мчатися
826,rennen::V,চলা,бігати
827,springen::V,লাফানো,скакати
828,springen::V,লাফানো,стрибати
829,klettern::V,আরোহণ করা,лазити
830,schaukeln::V,দোলা,гойдатися
831,kriechen::V,হামাগুড়ি দেওয়া,повзати
832,schwimmen::V,সাঁতার কাটা,пливти
833,schwimmen::V,সাঁতার কাটা,плавати
834,tauchen::V,ডোবা,пірнати
835,rudern::V,দাঁড় টানা,гребти
836,rudern::V,দাঁড় টানা,веслувати
837,fahren::V,চালান,їхати
838,fliegen::V,ওড়া,літати
839,gehen::V,যাওয়া,іти
840,weggehen::V,প্রস্থান করা,піти
841,abfahren::V,প্রস্থান করা,від’їхати
842,abfahren::V,প্রস্থান করা,відправитися
843,anhalten::V,থামা,зупинитися
844,hineingehen::V,ঢোকা,входити
845,eintreten::V,ঢোকা,увійти
846,kommen::V,আসা,прийти
847,ankommen::V,আসা,прибути
848,zurückkommen::V,ফিরা,повернутися
849,bleiben::V,থাকা,залишитися
850,warten::V,অপেক্ষা করা,чекати
851,erwarten::V,অপেক্ষা করা,чекати
852,suchen::V,খোঁজ করা,шукати
853,finden::V,পাওয়া,знайти
854,versuchen::V,পরখ করা,випробовувати
855,vorbereiten::V,প্রস্তুত করা,підготувати
856,lieben::V,ভালবাসা,любити
857,mögen::V,পছন্দ করা,любити
858,mögen::V,পছন্দ করা,подобатися
859,lachen::V,হাসা,сміятися
860,rühren::V,হৃদয়ম্পর্শ করা,розчулити
861,weinen::V,কাঁদা,плакати
862,schimpfen::V,নালিশ করা,лаятися
863,sich ärgern::V,রাগ হত্তয়া,сердитися
864,sich fürchten::V,ভয় করা,боятися
865,fürchten::V,ডরা,боятися
866,fliehen::V,পালানো,тікати
867,flüchten::V,পালানো,утекти
868,sehen::V,দেখা,бачити
869,anschauen::V,দেখা,поглянути
870,ansehen::V,দেখা,дивитися на
871,hören::V,শোনা,чути
872,zuhören::V,শোনা,слухати
873,probieren::V,পরখ করা,покуштувати
874,riechen::V,শুঁকা,нюхати
875,fühlen::V,অনুভব করা,відчувати
876,scheinen::V,মনে হত্তয়া,здаватися
877,zu sehen sein::V,দেখা দেত্তয়া,виднітися
878,vernehmen::V,শোনা,почути
879,frieren::V,শীত লাগা,мерзнути
880,tun::V,করা,робити
881,können::V,পারা,могти
882,wollen::V,ইচ্ছা করা,хотіти
883,anfangen::V,আরম্ভ করা,почати
884,beenden::V,শেষ করা,закінчити
885,aufhören::V,থামা,перестати
886,gelingen::V,সিদ্ধিলাভ করা,вдатися
887,geraten::V,পরিণত হত্তয়া,опинитися
888,öffnen::V,খোলা,відкрити
889,schließen::V,বন্ধ করা,закрити
890,stellen::V,স্থাপন করা,поставити
891,setzen::V,স্থাপন করা,посадити
892,legen::V,স্থাপন করা,класти
893,berühren::V,স্পর্শ করা,чіпати
894,verbinden::V,সংযুক্ত করা,зв’язати
895,bedecken::V,ঢাকা,покрити
896,aufhängen::V,ঝুলানো,повісити
897,anzünden::V,জ্বালান,запалити
898,aufheben::V,কুড়াইয়া তোলা,підняти
899,zurücklassen::V,পরিত্যাগ করা,залишити
900,verlieren::V,হারান,загубити
901,fallen lassen::V,ফেলা,упустити
902,machen::V,গঠন করা,зробити
903,herstellen::V,সৃষ্টি করা,виготовити
904,bauen::V,নির্মাণ করা,будувати
905,reparieren::V,মেরামত করা,лагодити
906,verbessern::V,উন্নতিলাভ করা,поліпшити
907,ändern::V,পরিবর্তিত করা,змінити
908,graben::V,খনন করা,копати
909,beugen::V,নোয়া,зігнути
910,biegen::V,নোয়া,погнути
911,drehen::V,ঘোরান,вертіти
912,wenden::V,উলটাইয়া দেত্তয়া,повернути
913,umdrehen::V,উলটানো,перевернути
914,heben::V,উত্তোলন করা,піднімати
915,hochheben::V,উঁচু করা,підняти
916,ergreifen::V,দখল করা,схопити
917,halten::V,ধরা,тримати
918,drücken::V,টেপা,натискати
919,schieben::V,ঠেলা,пхати
920,schieben::V,ঠেলা,штовхати
921,kratzen::V,চাঁচা,шкребти
922,lecken::V,চাটা,лизати
923,beißen::V,দংশন করা,кусати
924,abreißen::V,বিচ্ছিন্ন করা,відірвати
925,abschneiden::V,বিচ্ছিন্ন করা,відрізати
926,binden::V,বন্ধন করা,в’язати
927,stecken::V,বিদ্ধ করা,увіткнути
928,brechen::V,ভাঙা,зламати
929,klopfen::V,আঘাত করা,стукати
930,hauen::V,আঘাত করা,бити
931,kleben::V,সাঁটা,клеїти
932,reiben::V,ঘষা,терти
933,streichen::V,ছড়াইয়া,намазати
934,schleifen::V,ধার দেওয়া,точити
935,schneiden::V,কাটা,різати
936,rütteln::V,নাড়ান,хитати
937,schütteln::V,নড়া,трясти
938,schwenken::V,দোলা,махати
939,schütten::V,বর্ষণ করা,налити
940,füllen::V,পরিপূর্ণ করা,наповнити
941,einwickeln::V,মুড়া,загорнути
942,tragen::V,বহন করা,нести
943,schleppen::V,টানা,тягти
944,ziehen::V,টানা,тягнути
945,aufbewahren::V,রাখা,зберігати
946,werfen::V,ছুড়া,кидати
947,fangen::V,লোফা,ловити
948,packen::V,ধরা,схопити
949,verstecken::V,গোপন করা,сховати
950,teilen::V,বিভক্ত করা,розділити
951,schicken::V,প্রেরণ করা,посилати
952,bringen::V,আনা,принести
953,hinzufügen::V,একত্র করা,додати
954,bekommen::V,পাওয়া,дістати
955,erhalten::V,পাওয়া,одержати
956,nehmen::V,নেওয়া,взяти
957,wählen::V,বাছা,вибрати
958,auswählen::V,বাছা,відібрати
959,bewahren::V,বাঁচাইয়া রাখা,зберегти
960,behindern::V,বাধা দেওয়া,перешкоджати
961,verderben::V,নষ্ট করা,зіпсувати
962,beschädigen::V,ক্ষতি করা,зашкодити
963,zerbrechen::V,ভাঙ্গিয়া যাওয়া,розбити
964,zerreißen::V,ছিঁড়া,розірвати
965,zerstören::V,বিনাশ করা,зруйнувати
966,verbrennen::V,দহন করা,спалити
967,geben::V,দেওয়া,дати
968,reichen::V,দেওয়া,передати
969,schenken::V,উপহার দেত্তয়া,дарувати
970,versprechen::V,প্রতিশ্রুতি দেওয়া,обіцяти
971,wünschen::V,আকাঙ্ক্ষা করা,бажати
972,loben::V,প্রশংসা করা,хвалити
973,küssen::V,চুম্বন করা,цілувати
974,wiegen::V,দুলানো,качати
975,zudecken::V,ঢাকা,накрити
976,wecken::V,জাগানো,розбудити
977,zeigen::V,দেখানো,показати
978,führen::V,পথ দেখানো,вести
979,lehren::V,শেখানো,вчити
980,unterrichten::V,শিক্ষা দেওয়া,викладати
981,aufziehen::V,পালন করা,виховати
982,leiten::V,পরিচালনা করা,керувати
983,antreiben::V,চালনা করা,підганяти
984,lassen::V,অনুমতি দেওয়া,змусити
985,einladen::V,নিমন্ত্রণ করা,запросити
986,vereinigen::V,এক করা,об’єднати
987,besuchen::V,দেখিতে যাওয়া,завітати
988,besuchen::V,দেখিতে যাওয়া,відвідати
989,treffen::V,সন্মুখীন হওয়া,зустріти
990,sich versammeln::V,জড়ো হওয়া,зібратися
991,spielen::V,খেলা,грати
992,singen::V,গাওয়া,співати
993,tanzen::V,নাচা,танцювати
994,sich trennen::V,পৃথক করা,розлучитися
995,verlassen::V,পরিত্যাগ করা,покинути
996,retten::V,উদ্ধার করা,врятувати
997,bewachen::V,পাহারা দেওয়া,охороняти
998,schützen::V,রক্ষা করা,уберігати
999,verteidigen::V,রক্ষা করা,захистити
1000,sich schlagen::V,লড়াই করা,битися
1001,sich schlagen::V,লড়াই করা,дратися
1002,schießen::V,তীরবেগে ছোটা,стріляти
1003,siegen::V,জেতা,перемогти
1004,ärgern::V,বিরক্ত করা,сердити
1005,schlagen::V,আঘাত করা,ударити
1006,treten::V,লাথি মারা,штовхати
1007,stechen::V,দংশন করা,вколоти
1008,stoßen::V,ঠেলা,штовхнути
1009,stehlen::V,অপহরণ করা,украсти
1010,stören::V,ঘাঁটান,перешкодити
1011,belästigen::V,বিরক্ত করা,докучати
1012,verbergen::V,গোপন করা,сховати
1013,täuschen::V,প্রবঞ্চনা করা,обдурити
1014,betrügen::V,প্রতারণা করা,зшахраювати
1015,töten::V,হত্যা করা,убити
1016,wohnen::V,বাস করা,жити
1017,wohnen::V,বাস করা,мешкати
1018,arbeiten::V,কাজ করা,працювати
1019,sammeln::V,সংগ্রহ করা,зібрати
1020,pflücken::V,চয়ন করা,зривати
1021,jagen::V,শিকার করা,полювати
1022,fischen::V,মাছ ধরা,рибалити
1023,fassen::V,ধরা,піймати
1024,hüten::V,যুথভুক্ত করা,пасти
1025,treiben::V,চালনা করা,гнати
1026,anbinden::V,বন্ধন করা,прив’язати
1027,füttern::V,ভোজন করানো,годувати
1028,füttern::V,ভোজন করানো,харчувати
1029,melken::V,দুগ্ধ দোহন করা,доїти
1030,hacken::V,কাটা,рубати
1031,gießen::V,বর্ষণ করা,полити
1032,reifen::V,পাকা,дозріти
1033,zubereiten::V,রন্ধন করা,зготовити
1034,zubereiten::V,রন্ধন করা,приготувати
1035,kochen::V,রন্ধন করা,варити
1036,kochen::V,রন্ধন করা,готувати
1037,backen::V,সেকা,пекти
1038,braten::V,ভাজা,смажити
1039,umrühren::V,নড়ানো,переміщати
1040,stricken::V,বোনা,в’язати
1041,nähen::V,সেলাই করা,шити
1042,färben::V,রঞ্জিত করা,пофарбувати
1043,reinigen::V,পরিষ্কার করা,очистити
1044,waschen::V,পরিষ্কার করা,мити
1045,abwischen::V,মুছা,витерти
1046,spülen::V,পরিষ্কার করা,полоскати
1047,fegen::V,ঝাঁট দেওয়া,підмітати
1048,kehren::V,ঝাঁট দেওয়া,мести
1049,baden::V,অবগাহন করা,купатися
1050,sich waschen::V,ধোয়া,митися
1051,ausziehen::V,খুলা,зняти
1052,anziehen::V,গায়ে দেত্তয়া,надіти
1053,sich anziehen::V,পোশাক পরা,одягтися
1054,sich anziehen::V,পোশাক পরা,одягнутися
1055,kämmen::V,আঁচড়ানো,зачесати
1056,schmücken::V,সাজান করা,оздобити
1057,sagen::V,উচ্চারণ করা,сказати
1058,sprechen::V,বলা,говорити
1059,reden::V,আলাপ করা,розмовляти
1060,sich unterhalten::V,আড্ডা দেওয়া,бесідувати
1061,fragen::V,জিজ্ঞাসা করা,запитати
1062,bitten::V,প্রার্থনা করা,просити
1063,erzählen::V,বর্ণনা করা,розповісти
1064,mitteilen::V,বলা,повідомити
1065,nennen::V,নাম দেওয়া,назвати
1066,rufen::V,আমন্ত্রণ করা,кликати
1067,prahlen::V,বড়াই করা,хвалитися
1068,übersetzen::V,ভাষাস্তরিত করা,перекласти
1069,denken::V,ভাবা,думати
1070,denken::V,ভাবা,мислити
1071,glauben::V,বিশ্বাস করা,вірити
1072,bemerken::V,লক্ষ্য করা,помітити
1073,erkennen::V,চিনিতে পারা,пізнати
1074,begreifen::V,উপলব্ধি করা,осягнути
1075,verstehen::V,উপলব্ধি করা,почути
1076,lernen::V,শেখা,навчатися
1077,wissen::V,জানা,знати
1078,sich erinnern an::V,মনে করা,пам’ятати
1079,vergessen::V,বিস্মৃত হওয়া,забути
1080,messen::V,মাপা,міряти
1081,zählen::V,গণনা করা,лічити
1082,rechnen::V,হিসাব করা,рахувати
1083,lesen::V,পাঠ করা,читати
1084,malen::V,আঁকা,малювати
1085,zeichnen::V,ছকা,рисувати
1086,schreiben::V,লেখা,писати
1087,besitzen::V,অধিকার করা,мати
1088,kaufen::V,ক্রয় করা,купити
1089,verkaufen::V,বেচা,продати
1090,bezahlen::V,প্রদান করা,заплатити
1091,zahlen::V,প্রদান করা,платити
1092,beherrschen::V,শাসন করা,володіти
1093,ertragen::V,বহন করা,витерпіти
1094,lärmen::V,,шуміти
