,Concept_ID,ba,hy
714,letzter::A,һуңғы,վերջին
715,allein::ADV,бер үҙе,միայնակ
716,allein::ADV,яңғыҙ,միայնակ
717,auf einmal::ADV,бер юлы,միասնաբար
718,zusammen::ADV,бергә,միասին
719,zusammen::ADV,бергә,իրար հետ
720,lange::ADV,оҙаҡ,երկար ժամանակ
721,plötzlich::ADV,ҡапыл,հանկարծ
722,sofort::ADV,шунда уҡ,իսկույն
723,später::ADV,һуңыраҡ,ավելի ուշ
724,später::ADV,һуңыраҡ,հետո
725,jetzt::ADV,хәҙер,այժմ
726,heute::ADV,бөгөн,այսօր
727,morgen::ADV,иртәгә,վաղը
728,bald::ADV,тиҙҙән,շուտով
729,dann::ADV,һуңынан,ապա
730,dann::ADV,һуңынан,հետո
731,gestern::ADV,кисә,երեկ
732,einst::ADV,ҡасандыр,հին ատեն
733,einst::ADV,бер баҡыт,հին ատեն
734,damals::ADV,ул саҡта,ատէնին
735,danach::ADV,һуңынан,ապա
736,danach::ADV,һуңынан,այն ժամանակ
737,vorher::ADV,элек,առաջ
738,zuerst::ADV,башта,նախ
739,einmal::ADV,бер,մի անգամ
740,manchmal::ADV,ҡайһы берҙә,երբեմն
741,oft::ADV,йыш,հաճախ
742,immer::ADV,һәр ҡасан,միշտ
743,niemals::ADV,бер ҡасан да,երբեք
744,niemals::ADV,бер ваҡытта ла,երբեք
745,hier::ADV,бында,այստեղ
746,hierhin::ADV,бында,այստեղ
747,von hier::ADV,бынан,այդտեղից
748,von hier::ADV,ошонан,այդտեղից
749,dort::ADV,шунда,այնտեղ
750,dort::ADV,тегендә,այնտեղ
751,dorthin::ADV,шунда,այնտեղ
752,dorthin::ADV,тегеләй,այնտեղ
753,geradeaus::ADV,тура,ուղիղ
754,vorwärts::ADV,алға,առաջ
755,rückwärts::ADV,кирегә,դեպի ետ
756,zurück::ADV,кирегә,ետ
757,unten::ADV,түбәндә,ներքեւում
758,hinab::ADV,түбәнгә,ներքեւ
759,oben::ADV,юғарыла,վերեւում
760,hinauf::ADV,юғарыға,վերեւ
761,überall::ADV,бөтә урында,ամենուր
762,nicht::ADV,тугел,չէ
763,ein wenig::ADV,аҙ,մի քիչ
764,kaum::ADV,көскә,հազիվ
765,kaum::ADV,саҡ-саҡ,հազիվ
766,sehr::ADV,ифат,շատ
767,so::ADV,шулай,այդպես
768,noch::ADV,йәнә,դեռ
769,nur::ADV,бары,միայն
770,schon::ADV,инде,արդեն
771,wieder::ADV,тағы,նորից
772,wieder::ADV,тағы,դարձյալ
773,vergebens::ADV,бушҡа,իզուր
774,vor::PRP,алдында,դիմացը
775,hinter::PRP,артында,ետեւը
776,unter::PRP,аҫтында,տակ
777,durch::PRP,үтә,միջով
778,neben::PRP,эргәһендә,քովը
779,zwischen::PRP,араһында,միջեւ
780,wegen::PRP,өсөн,պատճառով
781,wegen::PRP,өсөн,շնորհից
782,wegen::PRP,сәбәпле,պատճառով
783,wegen::PRP,сәбәпле,շնորհից
784,dies::PRN,был,սա
785,dies::PRN,был,այս
786,dies::PRN,ошо,սա
787,dies::PRN,ошо,այս
788,das::PRN,ул,դա
789,das::PRN,ул,այդ
790,alles::PRN,бөтә,ամեն ինչ
791,ich::PRN,мин,ես
792,du::PRN,һин,դու
793,er::PRN,ул,նա
794,wir::PRN,беҙ,մենք
795,ihr::PRN,һеҙ,դուք
796,sie::PRN,улар,նրանք
797,was::FPRN,ә,ինչ
798,was::FPRN,ни,ինչ
799,was::FPRN,нәмә,ինչ
800,wer::FPRN,ҡем,ով
801,wo::FADV,ҡайҙа,ուր
802,wo::FADV,ҡайҙа,որտեղ
803,wohin::FADV,ҡайҙа,դեպի ուր
804,wie::FADV,инидәй,ինչպես
805,warum::FADV,ин өсөн,ինչու
806,wieviel::FNUM,күпме,որչափ
807,eins::NUM,бер,մեկ
808,zwei::NUM,ике,երկու
809,zwei::NUM,икәү,երկու
810,drei::NUM,өс,երեք
811,vier::NUM,дүрт,չորս
812,fünf::NUM,биш,հինգ
813,sechs::NUM,алты,վեց
814,sieben::NUM,ете,յոթ
815,acht::NUM,һигеҙ,ութ
816,neun::NUM,туғыҙ,ինը
817,zehn::NUM,ун,տասը
818,elf::NUM,ун бер,տասնմեկ
819,zwölf::NUM,ун ике,տասներկու
820,zwanzig::NUM,егерме,քսան
821,dreißig::NUM,утыҙ,երեսուն
822,vierzig::NUM,ҡырҡ,քառասուն
823,fünfzig::NUM,илле,հիսուն
824,sechzig::NUM,алтмыш,վաթսուն
825,siebzig::NUM,етмеш,յոթանասուն
826,achtzig::NUM,һикһән,ութսուն
827,neunzig::NUM,туҡһан,իննսուն
828,hundert::NUM,йөҙ,հարյուր
829,tausend::NUM,мең,հազար
830,und::CNJ,да,ու
831,oder::CNJ,йәки,կամ
832,stehen::V,тороу,կանգնել
833,sitzen::V,ултырыу,նստել
834,liegen::V,ятыу,ստել
835,hängen::V,аҫылынып тороу,կախվել
836,werden::V,булыу,դառնալ
837,passieren::V,булыу,պատահել
838,beginnen::V,башлау,սկսվել
839,enden::V,бөтөү,վերջանալ
840,enden::V,тамамланыү,վերջանալ
841,wechseln::V,үҙгәреү,փոխվել
842,aufgehen[Sonne]::V,ҡалҡыу,բարձրանալ
843,aufgehen[Sonne]::V,ҡалҡыу,ելնել 
844,untergehen[Sonne]::V,байыу,մտնել
845,scheinen[Sonne]::V,яҡтыртып тороу,շողալ
846,scheinen[Sonne]::V,яҡтыртып тороу,փայլել
847,donnern::V,күкрәү,որոտալ
848,wehen::V,иҫеү,փչել
849,strömen::V,ташыу,հոսել
850,fließen::V,ағыу,հոսել
851,sich drehen::V,әйләнеү,պտտվել
852,schwanken::V,тирбәлеү,տատանվել
853,schwingen::V,бәүетеү,ճոճվել
854,fallen::V,йығылыу,ընկնել
855,brennen::V,яныу,այրվել
856,rauchen::V,төтәү,ծխել
857,regnen::V,ямғыр яуа,անձրեւ գալ
858,gefrieren::V,туңыү,սառչել
859,tauen::V,иреү,լկիլ
860,schmelzen::V,иреү,հալիլ
861,trocknen::V,кибеү,չորանալ
862,sieden::V,ҡайнау,եռալ
863,faulen::V,сереу,փտել
864,verfaulen::V,сереу,նեխել
865,reißen::V,өҙөү,պատռվել
866,reißen::V,өҙөү,ճղվել
867,reißen::V,йыртылыу,պատռվել
868,reißen::V,йыртылыу,ճղվել
869,versinken::V,батыу,սուզվել
870,vergehen::V,үтеү,անցնել 
871,erscheinen::V,килеп сығыу,հայտնվել
872,erscheinen::V,килеп сығыу,երեւալ
873,verschwinden::V,юғалыу,անհետանալ
874,sinken::V,түбәнәйеү,ընկնել
875,abnehmen::V,кәметеү,փոքրանալ
876,zunehmen::V,артыу,մեծանալ
877,steigen::V,күтәрелеү,բարձրանալ
878,wachsen::V,үҫеү,աճել
879,glänzen::V,ялтырау,նշուլել
880,glänzen::V,ялтырау,փայլիլ
881,funkeln::V,баҙлау,փայլատակել
882,lärmen::V,шаулау,աղմուկ հանել
883,läuten::V,ҡағыу,զնգալ
884,klingeln::V,ҡағыу,զնգալ
885,klingeln::V,шылтыратыу,զնգալ
886,klirren::V,шылтыратыу,զնգզնգալ
887,brausen::V,ҡотороноу,մոլեգնել
888,rauschen::V,шыптырлау,սոսափել
889,klingen::V,яңғырау,հնչել
890,bellen::V,өрөү,հաչել
891,heulen::V,олоу,ոռնալ 
892,blasen::V,өрөү,փչել 
893,pfeifen::V,һызғырып ебәреү,սուլել
894,schreien::V,ҡысҡырыу,գոռալ 
895,stöhnen::V,уңғырашыу,տնքալ
896,zittern::V,ҡалтырау,դողալ
897,leben::V,йәшәү,ապրել
898,geboren werden::V,тыуыу,ծնվել
899,atmen::V,тын алыү,շնչել
900,trinken::V,эсеү,խմել
901,essen::V,ашау,ուտել
902,schlucken::V,йотоу,կլանել
903,schlucken::V,йотоу,կուլ տալ
904,müde werden::V,арыу,հոգնել
905,einschlafen::V,йоҡлап китеү,քուն մտնել
906,schlafen::V,йоҡлау,քնել
907,aufwachen::V,уяныу,արթննալ
908,aufstehen::V,тороу,ելլել
909,sich erholen::V,ял итеү,հանգստանալ
910,krank werden::V,сирләү,հիւանդանալ
911,krank sein::V,сирләү,հիվանդ լինել
912,schmerzen::V,ауыртыу,ցավել
913,husten::V,йүтәлләү,հազալ
914,genesen::V,һауығыу,ապաքինվել
915,sterben::V,үлеү,մեռնել
916,sterben::V,үлеү,վախճանվել
917,umkommen::V,һәләк булыу,կործանվել
918,sich bewegen::V,хәрәкәт итеү,ընթանալ
919,sich rühren::V,ҡуҙғалыу,շարժվել
920,sich erheben::V,тороу,կանգնել
921,sich erheben::V,тороу,վեր կենալ
922,sich setzen::V,ултырыу,նստել
923,hinfallen::V,ҡолау,ընկնել
924,laufen::V,йөрөү,քայլել
925,schreiten::V,атлау,ճեմել
926,spazierengehen::V,ял итеп йороү,շրջագայել
927,eilen::V,ашығыу,շտապել
928,eilen::V,ҡабаланыу,շտապել
929,sich beeilen::V,ашығыу,շտապել 
930,sich beeilen::V,ҡабаланыу,շտապել 
931,sausen::V,елеү,սլանալ
932,rennen::V,йүгеп йөрөү,վազել
933,springen::V,һикереү,ցատկել
934,klettern::V,үрмәләү,մագլցել
935,klettern::V,үрмәләп менеү,մագլցել
936,schaukeln::V,сайҡалыу,ճոճվել
937,schaukeln::V,сайҡалыу,օրորվել
938,kriechen::V,шыуышыу,սողալ
939,schwimmen::V,йоҙөү,լողալ
940,tauchen::V,сумыу,սուզվել
941,rudern::V,ишеү,թիավարել
942,fahren::V,йөрөү,ընթանալ
943,fliegen::V,осоу,թռչել
944,gehen::V,барыу,գնալ
945,weggehen::V,китеү,հեռանալ
946,abfahren::V,сығыу,ճանապարհվել
947,anhalten::V,тукталыу,կանգնել
948,hineingehen::V,инеү,մտնել
949,eintreten::V,инеү,մտնել
950,kommen::V,килеү,գալ
951,ankommen::V,килеү,ժամանել
952,zurückkommen::V,ҡайтыу,վերադառնալ
953,bleiben::V,ҡалыу,մնալ
954,warten::V,көтөп тороу,սպասել
955,erwarten::V,көтөү,սպասել
956,suchen::V,эҙләү,որոնել
957,finden::V,табыу,գտնել
958,versuchen::V,тырышып ҡарау,փորձել
959,vorbereiten::V,әҙерләү,պատրաստել
960,lieben::V,яратыу,սիրել
961,mögen::V,һөйөү,հավանել
962,mögen::V,һөйөү,սիրել
963,mögen::V,яратыу,հավանել
964,mögen::V,яратыу,սիրել
965,lachen::V,көлөү,ծիծաղել
966,rühren::V,ҡағылыу,հուզել
967,weinen::V,илау,լալ
968,schimpfen::V,һүгенеү,տրտնջալ
969,schimpfen::V,һүгенеү,քրթմնջել
970,schimpfen::V,тиргәнеү,տրտնջալ
971,schimpfen::V,тиргәнеү,քրթմնջել
972,schimpfen::V,һуҡраныу,տրտնջալ
973,schimpfen::V,һуҡраныу,քրթմնջել
974,sich ärgern::V,асыуланыу,զայրանալ
975,sich fürchten::V,ҡурҡыу,վախնալ
976,fürchten::V,ҡурҡыу,վախենալ
977,fliehen::V,ҡасыу,փախչել
978,flüchten::V,ҡасыу,փախչել
979,sehen::V,күреү,տեսնել
980,anschauen::V,ҡарау,դիտել
981,ansehen::V,ҡарау,նայել
982,ansehen::V,тикшереү,նայել
983,hören::V,ишетеү,լսել
984,zuhören::V,тыңлау,ունկնդրել
985,probieren::V,татыу,համը տեսել
986,riechen::V,еҫкәү,հոտ առնել
987,fühlen::V,тойоу,զգալ
988,scheinen::V,кеүек күренеү,երեւալ
989,scheinen::V,тойолоу,երեւալ
990,zu sehen sein::V,күренеү,երեւալ
991,vernehmen::V,ишетеү,իմանալ 
992,frieren::V,туңыү,մրսել
993,tun::V,яһау,անել
994,tun::V,әшләү,անել
995,können::V,алыу,կարողանալ
996,können::V,мөмкин булыу,կարողանալ
997,wollen::V,теләү,ուզել
998,wollen::V,теләү,ցանկանալ
999,anfangen::V,башлау,սկսել
1000,beenden::V,бөтөрөү,վերջացնել
1001,beenden::V,тамамлау,վերջացնել
1002,aufhören::V,туктау,դադարել
1003,gelingen::V,уңышлы булыу,հաջողվել
1004,gelingen::V,уңышлы булыу,գլուխ գալ
1005,geraten::V,булып сығыу,ստացվել
1006,öffnen::V,асыу,բաց անել
1007,schließen::V,йомоу,փակել 
1008,stellen::V,ҡуйыу,դնել
1009,setzen::V,урынлаштырыу,նստեցնել
1010,legen::V,һалыу,դնել
1011,berühren::V,тейеү,դիպչել
1012,berühren::V,тейеү,շոշափել
1013,berühren::V,ҡағылыу,դիպչել
1014,berühren::V,ҡағылыу,շոշափել
1015,verbinden::V,ҡушыу,շաղկապել
1016,verbinden::V,бәйләү,շաղկապել
1017,bedecken::V,ҡаплау,ծածկել
1018,aufhängen::V,элеү,կախել
1019,anzünden::V,тоҡандырыу,վառել
1020,aufheben::V,мендереү,վերցնել
1021,zurücklassen::V,ҡалдырыу,թողնել
1022,verlieren::V,юғалтыу,կորցնել
1023,fallen lassen::V,төшөрөп ебәреү,գցել
1024,machen::V,яһау,անել
1025,machen::V,эшләү,անել
1026,herstellen::V,эшләп сығарыу,արտադրել
1027,bauen::V,төҙөү,կառուցել
1028,reparieren::V,төҙәтеү,նորոգել
1029,verbessern::V,яҡшыртыу,բարելավել
1030,ändern::V,үҙгәртеү,փոխել
1031,graben::V,ҡаҙыу,փորել
1032,beugen::V,бөгөү,ծռել
1033,biegen::V,бөгөү,թեքել
1034,drehen::V,өйрөлтөү,ոլորել
1035,drehen::V,әйләндереү,ոլորել
1036,wenden::V,әйләндереү,պտտել
1037,umdrehen::V,түңкәреү,շրջել
1038,heben::V,күтәреү,բարձրացնել
1039,heben::V,мендереү,բարձրացնել
1040,hochheben::V,күтәреү,բարձրացնել
1041,ergreifen::V,тотоп алыу,վարակվել
1042,halten::V,тотоу,բռնել
1043,drücken::V,ҡыҫыу,ճնշել
1044,schieben::V,этеү,հրել
1045,schieben::V,төртөү,հրել
1046,kratzen::V,ҡырыу,քերել
1047,lecken::V,ялау,լիզել
1048,beißen::V,тешләү,կծել
1049,abreißen::V,өҙөү,պոկել
1050,abschneiden::V,ҡырҡыу,կտրել 
1051,binden::V,бәйләү,կապել
1052,stecken::V,ҡаҙау,խրել
1053,brechen::V,боҙоу,կոտրել 
1054,klopfen::V,шаҡылдау,թակել
1055,hauen::V,туҡмау,ծեծել
1056,kleben::V,йәбештереү,կպցնել
1057,reiben::V,ыуыу,շփել
1058,reiben::V,ышҡыу,շփել
1059,streichen::V,яғыу,վրան քսել
1060,schleifen::V,үткерләү,սրել 
1061,schneiden::V,ҡырҡыу,կտրել
1062,rütteln::V,һелкетеү,ցնցել
1063,schütteln::V,һелкетеү,թափահարել
1064,schwenken::V,болғау,ճոճել
1065,schütten::V,ҡойоу,լցնել
1066,füllen::V,тултырыу,լիքը լցնել
1067,einwickeln::V,төрөү,փաթաթել
1068,tragen::V,алып барыу,կրել
1069,tragen::V,алып барыу,տանել
1070,schleppen::V,һөйрәү,քաշել
1071,ziehen::V,тартыу,ձգել
1072,ziehen::V,тартыу,քաշել
1073,aufbewahren::V,һаҡлау,պահել 
1074,werfen::V,ырғытыу,նետել
1075,fangen::V,тотоу,
1076,packen::V,етеү,հափշտակել
1077,packen::V,тотоп алыу,հափշտակել
1078,verstecken::V,йәшереү,ծածկել
1079,teilen::V,бүлеү,բաժանել
1080,schicken::V,ебәреү,ուղարկել
1081,bringen::V,килтереү,բերել
1082,hinzufügen::V,өтәү,ավելացնել
1083,bekommen::V,алыу,հայթայթել
1084,erhalten::V,алыу,ստանալ
1085,nehmen::V,алыу,վերցնել
1086,wählen::V,һайлаү,ընտրել
1087,auswählen::V,һайлап алыу,գերադասել
1088,bewahren::V,һаҡлау,պահպանել
1089,behindern::V,тотҡарлыҡ яһау,խոչընդոտել
1090,verderben::V,боҙоу,փչացնել
1091,beschädigen::V,боҙоу,վնասել
1092,zerbrechen::V,ҡыйратыу,ջարդել
1093,zerbrechen::V,ҡыйратыу,կոտրել
1094,zerreißen::V,йыртыу,պատռել
1095,zerstören::V,емереү,քանդել
1096,verbrennen::V,үртәү,այրել
1097,geben::V,биреү,տալ
1098,reichen::V,биреү,հանձնել
1099,schenken::V,бүләк итеү,նվիրել
1100,versprechen::V,вәғәҙә биреү,խոստանալ
1101,wünschen::V,теләу,մաղթել
1102,loben::V,маҡтау,գովել
1103,küssen::V,үбеү,համբուրել
1104,wiegen::V,бәүетеү,օրորել
1105,wiegen::V,тирбәтеү,օրորել
1106,zudecken::V,ҡаплау,վրան գցել
1107,wecken::V,уятыу,զարթնեցնել
1108,zeigen::V,күрһәтеү,ցույց տալ
1109,führen::V,етәкләү,ուղեկցել
1110,lehren::V,уҡытыу,սովորեցնել
1111,lehren::V,өйрәтеү,սովորեցնել
1112,unterrichten::V,уҡытыу,ավանդել
1113,aufziehen::V,тәрбиәле,դաստիարակել
1114,leiten::V,етәкләү,ղեկավարել
1115,leiten::V,етәкләү,կառավարել
1116,leiten::V,етәкселек итеү,ղեկավարել
1117,leiten::V,етәкселек итеү,կառավարել
1118,antreiben::V,ашыҡтырыу,շտապեցնել
1119,lassen::V,мәжбүр итеү,ստիպել
1120,einladen::V,саҡырыу,հրավիրել
1121,vereinigen::V,берләштереү,միացնել
1122,besuchen::V,килеп сығыу,այցելել
1123,treffen::V,тойоү,հանդիպել
1124,treffen::V,осратыу,հանդիպել
1125,treffen::V,ҡаршылау,հանդիպել
1126,sich versammeln::V,йыйылыу,հավաքվել
1127,spielen::V,тартыу,խաղալ
1128,singen::V,йырлау,երգել
1129,tanzen::V,бейеү,պարել
1130,sich trennen::V,айырылышыу,ցրվել
1131,verlassen::V,ташлау,լքել
1132,verlassen::V,ташлап китеү,լքել
1133,retten::V,ҡотҡарыу,փրկել
1134,bewachen::V,һаҡлау,պահել
1135,schützen::V,һаҡлау,պաշտպանել
1136,verteidigen::V,яҡлау,պաշտպանել
1137,sich schlagen::V,һуғышыу,կռվել
1138,schießen::V,атыу,կրակել
1139,siegen::V,еңеү,հաղթել
1140,ärgern::V,асыуландырыу,ձանձրացնել
1141,schlagen::V,бәреү,խփել
1142,schlagen::V,туҡмау,խփել
1143,treten::V,тибеү,քացի տալ
1144,treten::V,типкеләү,քացի տալ
1145,stechen::V,сәнсеү,խայթել
1146,stoßen::V,этеү,մղել
1147,stoßen::V,төртөү,մղել
1148,stehlen::V,урлау,գողանալ
1149,stören::V,ҡамасаулау,խանգարել
1150,belästigen::V,бимазалау,անհանգստացնել
1151,belästigen::V,ҡамасаулау,անհանգստացնել
1152,verbergen::V,йәшереү,թաքցնել
1153,täuschen::V,ултыртыу,խաբել
1154,betrügen::V,алдау,խաբել
1155,töten::V,үлтереү,սպանել 
1156,wohnen::V,йәшәү,բնակվել
1157,arbeiten::V,эшләү,աշխատել
1158,sammeln::V,йыйыу,հավաքել
1159,pflücken::V,өҙөү,քաղել
1160,jagen::V,аулау,որս անել
1161,fischen::V,аулау,ձուկ բռնել
1162,fassen::V,тотоу,բռնել
1163,hüten::V,көтөү,արածեցնել
1164,treiben::V,ҡыуыу,հովուել
1165,anbinden::V,бәйләү,չուանել
1166,füttern::V,ашатыу,կերակրել
1167,melken::V,һауыү,կթել
1168,hacken::V,турау,կոտորել
1169,hacken::V,тапау,կոտորել
1170,gießen::V,ҡойоу,ջրել
1171,reifen::V,өлғөрөү,հասունանալ 
1172,zubereiten::V,бешереү,պատրաստել
1173,kochen::V,бешереү,եփել
1174,backen::V,бешереү,թխել
1175,braten::V,ҡурыу,տապակել
1176,umrühren::V,ҡатнаштырыу,խառնել
1177,stricken::V,бәйләү,գործել
1178,nähen::V,тегеү,կարել
1179,färben::V,буяу,ներկել
1180,reinigen::V,таҙартыу,մաքրել
1181,waschen::V,йыуыу,լվանալ
1182,abwischen::V,һөртөү,սրբել
1183,spülen::V,сайҡау,ողողել
1184,spülen::V,сайҡау,պարզաջրել
1185,fegen::V,һепереү,ավլել
1186,kehren::V,һепереү,ավլել
1187,baden::V,һыу инеү,լողանալ
1188,sich waschen::V,йыуыныу,լվացվել
1189,ausziehen::V,сисеү,հանել
1190,anziehen::V,кейеү,հագնել
1191,sich anziehen::V,кейенеү,հագնվել
1192,kämmen::V,тарау,սանրել
1193,schmücken::V,биҙәү,զարդարել
1194,sagen::V,әйтеү,ասել
1195,sprechen::V,әйтеү,խոսել
1196,sprechen::V,һөйләшеү,խոսել
1197,reden::V,һөйләшеү,զրուցել
1198,sich unterhalten::V,әңгәмәләшеү,խոսակցել
1199,fragen::V,һорау,հարցնել
1200,bitten::V,үтенеү,խնդրել
1201,erzählen::V,һөйләү,պատմել
1202,mitteilen::V,әйтеү,հաղորդել
1203,nennen::V,атау,անվանել
1204,nennen::V,исемләү,անվանել
1205,rufen::V,саҡырыу,կանչել
1206,prahlen::V,маҡтаныу,պարծենալ
1207,prahlen::V,шапырыныу,պարծենալ
1208,übersetzen::V,тәржемә итеү,թարգմանել
1209,denken::V,уйлау,մտածել
1210,glauben::V,ышаныу,հավատալ
1211,bemerken::V,күреү,նկատել
1212,erkennen::V,таныу,ճանաչել
1213,begreifen::V,аңлау,հասկանալ
1214,verstehen::V,аңлау,ըմբռնել
1215,lernen::V,өйрәнеү,սովորել
1216,wissen::V,белеү,իմանալ
1217,sich erinnern an::V,хәтергә алыу,հիշել
1218,sich erinnern an::V,хәтергә алыу,մտաբերել
1219,vergessen::V,онотоу,մոռանալ
1220,messen::V,үлсәү,չափել
1221,zählen::V,һанау,թվել
1222,zählen::V,һанау,հաշվել
1223,rechnen::V,һанау,հաշվել
1224,rechnen::V,һанау,հաշվարկել
1225,lesen::V,уҡыу,կարդալ
1226,malen::V,һүрәт яһау,նկարել
1227,malen::V,рәсем төшөрөү,նկարել
1228,zeichnen::V,һүрәт яһау,գծել
1229,zeichnen::V,рәсем төшөрөү,գծել
1230,schreiben::V,яҙыу,գրել
1231,besitzen::V,биләү,ունենալ
1232,besitzen::V,биләү,տեր լինել
1233,kaufen::V,һатып алыу,գնել
1234,verkaufen::V,һатыу,վաճառել
1235,bezahlen::V,түләү,վճարել
1236,zahlen::V,түләү,վճարել
1237,beherrschen::V,биләү,ղեկավարել
1238,ertragen::V,түҙеү,դիմանալ
